Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps,Running Update Time,Itration,Running Reverse KL,Real Det Return
1985.22,156.7276,-63102.109375,1970000,394,394,15.5174,2318.32
1979.37,156.6744,-63178.609375,1975000,395,395,15.5933,2321.6
1968.08,156.6653,-63370.57421875,1980000,396,396,15.3589,2344.9
1988.92,156.6942,-63481.9453125,1985000,397,397,15.485,2341.57
1991.89,156.7652,-63618.734375,1990000,398,398,15.5578,2357.01
1977.12,156.7563,-63655.81640625,1995000,399,399,15.4715,2348.1
1985.29,156.7263,-63762.53125,2000000,400,400,15.6067,2362.4
1998.02,156.7086,-64030.65625,2005000,401,401,15.6862,2353.55
1981.48,156.6978,-63962.16015625,2010000,402,402,15.4648,2345.73
1996.7,156.5888,-64419.19921875,2015000,403,403,15.6203,2346.8
1983.39,156.7491,-64145.546875,2020000,404,404,15.4334,2341.9
1980.42,156.6674,-64500.6015625,2025000,405,405,15.6025,2347.45
1983.32,156.6045,-64468.29296875,2030000,406,406,15.5552,2328.51
2014.61,156.5339,-64713.87109375,2035000,407,407,15.4809,2342.38
1988.03,156.4591,-64922.2734375,2040000,408,408,15.6587,2315.99
2004.82,156.6221,-65115.5859375,2045000,409,409,15.6478,2369.91
1987.77,156.698,-65027.03125,2050000,410,410,15.7001,2359.41
2003.0,156.7433,-65354.8203125,2055000,411,411,15.6576,2367.74
1968.08,156.6937,-65124.4609375,2060000,412,412,15.681,2347.47
2007.35,156.6595,-65506.0,2065000,413,413,15.7429,2369.53
1991.75,156.7798,-65556.1171875,2070000,414,414,15.7928,2346.79
1993.17,156.6928,-65431.91015625,2075000,415,415,15.3848,2339.99
1989.42,156.7208,-65639.46875,2080000,416,416,15.4349,2348.53
1993.15,156.6547,-65818.109375,2085000,417,417,15.5196,2353.61
2004.72,156.6223,-65963.546875,2090000,418,418,15.494,2355.76
1998.59,156.5569,-66064.0859375,2095000,419,419,15.5852,2359.52
1996.0,156.7725,-66241.984375,2100000,420,420,15.4784,2360.77
1987.51,156.5615,-66294.6953125,2105000,421,421,15.3969,2351.39
1994.65,156.6203,-66455.6875,2110000,422,422,15.6758,2362.31
1982.85,156.6876,-66432.796875,2115000,423,423,15.605,2344.68
1998.58,156.6767,-66513.9140625,2120000,424,424,15.5458,2343.98
1986.06,156.6355,-66764.3046875,2125000,425,425,15.5577,2360.35
1980.56,156.6625,-66991.8828125,2130000,426,426,15.5282,2340.16
1980.05,156.6092,-66896.1484375,2135000,427,427,15.5407,2318.99
1996.71,156.5667,-67140.515625,2140000,428,428,15.559,2342.73
1992.97,156.6972,-66910.6171875,2145000,429,429,15.5961,2348.3
1991.95,156.668,-67236.015625,2150000,430,430,15.8083,2344.84
1992.44,156.6163,-66959.8671875,2155000,431,431,15.4157,2350.88
2015.51,156.6954,-67365.703125,2160000,432,432,15.484,2362.97
1984.96,156.6732,-67405.5625,2165000,433,433,15.5259,2334.84
1989.78,156.6672,-67686.96875,2170000,434,434,15.4117,2345.27
2010.37,156.5972,-67689.7734375,2175000,435,435,15.4806,2352.2
2005.74,156.6315,-67784.6953125,2180000,436,436,15.6645,2336.26
2007.85,156.7683,-67795.5859375,2185000,437,437,15.536,2371.77
2015.57,156.5217,-68004.296875,2190000,438,438,15.7062,2380.86
2003.31,156.6213,-68127.0,2195000,439,439,15.462,2353.32
2012.71,156.5369,-68231.921875,2200000,440,440,15.4512,2359.23
1987.65,156.5924,-68197.1875,2205000,441,441,15.3874,2344.69
2006.0,156.7347,-68451.609375,2210000,442,442,15.5391,2352.64
1998.12,156.4281,-68697.015625,2215000,443,443,15.5275,2348.71
2023.29,156.4472,-68892.453125,2220000,444,444,15.8461,2372.77
2014.36,156.6035,-69142.6875,2225000,445,445,15.7299,2379.27
2010.5,156.6333,-68836.828125,2230000,446,446,15.6728,2362.27
2008.53,156.5893,-69229.90625,2235000,447,447,15.5264,2365.32
1971.69,156.6876,-68744.125,2240000,448,448,15.2809,2323.58
1991.15,156.5909,-69058.7578125,2245000,449,449,15.5055,2347.78
2012.97,156.5222,-69510.5703125,2250000,450,450,15.4835,2361.85
2008.65,156.5916,-69386.21875,2255000,451,451,15.6033,2379.85
2010.09,156.6661,-69537.7890625,2260000,452,452,15.4394,2341.26
2001.25,156.5535,-69683.5390625,2265000,453,453,15.4946,2361.0
1993.42,156.5361,-69730.7265625,2270000,454,454,15.3962,2356.08
2022.09,156.4945,-70052.7890625,2275000,455,455,15.6249,2384.66
2019.22,156.6046,-70136.4765625,2280000,456,456,15.5105,2373.06
2015.91,156.5592,-70344.0703125,2285000,457,457,15.4831,2379.18
2015.45,156.6047,-70274.125,2290000,458,458,15.6128,2373.53
2012.57,156.6303,-70221.15625,2295000,459,459,15.4567,2377.03
1993.62,156.6488,-70451.9609375,2300000,460,460,15.588,2349.69
2010.01,156.6773,-70573.5546875,2305000,461,461,15.5883,2373.42
2013.47,156.4869,-70644.578125,2310000,462,462,15.2528,2353.44
2010.78,156.7507,-70802.9296875,2315000,463,463,15.6244,2360.81
1994.81,156.6367,-70904.546875,2320000,464,464,15.3083,2318.85
2013.82,156.6021,-71005.4375,2325000,465,465,15.5757,2358.4
2029.92,156.6421,-71192.640625,2330000,466,466,15.5386,2369.92
2025.1,156.6155,-71553.1796875,2335000,467,467,15.5854,2377.99
1991.0,156.5381,-71273.484375,2340000,468,468,15.4247,2350.83
2014.53,156.5805,-71375.296875,2345000,469,469,15.6522,2348.41
2012.49,156.6243,-71332.1484375,2350000,470,470,15.4557,2330.89
2023.4,156.5175,-71403.984375,2355000,471,471,15.3916,2353.32
2008.44,156.6451,-71864.203125,2360000,472,472,15.5406,2351.86
2028.0,156.5347,-71623.640625,2365000,473,473,15.2966,2348.22
2009.09,156.6115,-71765.5859375,2370000,474,474,15.3657,2350.12
2030.92,156.5147,-72136.4296875,2375000,475,475,15.5445,2352.17
1999.59,156.6162,-71964.546875,2380000,476,476,15.4371,2351.38
2028.88,156.5571,-72251.015625,2385000,477,477,15.5102,2375.58
2028.74,156.6154,-72358.90625,2390000,478,478,15.3016,2349.89
2001.75,156.5592,-72396.2578125,2395000,479,479,15.4987,2357.92
2005.18,156.4276,-72696.8828125,2400000,480,480,15.4878,2347.21
2008.47,156.5575,-72801.8828125,2405000,481,481,15.4267,2359.46
2014.52,156.495,-72693.875,2410000,482,482,15.2254,2361.83
2020.67,156.5617,-72950.390625,2415000,483,483,15.5487,2353.4
2013.1,156.4998,-72775.796875,2420000,484,484,15.474,2329.13
2018.86,156.5804,-73168.5703125,2425000,485,485,15.4072,2366.56
2019.43,156.6451,-73200.421875,2430000,486,486,15.3978,2370.54
2018.43,156.5251,-73410.359375,2435000,487,487,15.3825,2346.9
2001.21,156.6393,-73526.5390625,2440000,488,488,15.3734,2353.77
2003.85,156.6789,-73509.734375,2445000,489,489,15.4591,2340.82
2016.99,156.5877,-73367.46875,2450000,490,490,15.3904,2338.48
2008.38,156.6393,-73729.1171875,2455000,491,491,15.4681,2349.74
2010.39,156.5716,-73804.9453125,2460000,492,492,15.3077,2360.37
2000.68,156.6529,-73750.3359375,2465000,493,493,15.3706,2359.6
1996.76,156.6066,-73956.6875,2470000,494,494,15.287,2306.5
2013.88,156.5022,-74393.0859375,2475000,495,495,15.4168,2359.29
2034.1,156.6458,-74481.8515625,2480000,496,496,15.5877,2374.09
2018.1,156.5356,-74262.921875,2485000,497,497,15.2562,2350.7
2003.36,156.6766,-74235.671875,2490000,498,498,15.3263,2342.4
1999.27,156.5819,-74687.015625,2495000,499,499,15.2686,2328.4
2024.59,156.5718,-74753.6328125,2500000,500,500,15.5267,2354.67
1983.14,156.507,-74705.0,2505000,501,501,15.4208,2322.92
2013.52,156.5917,-74817.234375,2510000,502,502,15.4309,2331.95
2022.32,156.5394,-75139.609375,2515000,503,503,15.5245,2341.88
2005.78,156.6917,-75345.765625,2520000,504,504,15.4097,2355.55
2000.11,156.6013,-75322.90625,2525000,505,505,15.5229,2329.04
2007.15,156.6599,-75538.1953125,2530000,506,506,15.4629,2319.19
2001.25,156.5245,-75608.6015625,2535000,507,507,15.3438,2351.24
1997.66,156.6176,-75579.515625,2540000,508,508,15.2636,2352.91
2022.49,156.5438,-75799.2578125,2545000,509,509,15.4303,2368.49
2002.9,156.4888,-75954.71875,2550000,510,510,15.2739,2350.38
2001.95,156.6268,-75983.0234375,2555000,511,511,15.1159,2313.12
2006.39,156.5001,-76052.2265625,2560000,512,512,15.2273,2343.45
1975.79,156.5018,-76034.8671875,2565000,513,513,15.2647,2326.24
2009.99,156.5964,-76207.28125,2570000,514,514,15.3853,2360.65
2021.33,156.7292,-76308.484375,2575000,515,515,15.4517,2344.41
1999.87,156.7132,-76362.3125,2580000,516,516,15.3082,2348.2
2001.91,156.5784,-76570.328125,2585000,517,517,15.298,2346.29
2008.34,156.7594,-76681.546875,2590000,518,518,15.3495,2330.48
2010.37,156.4934,-77022.875,2595000,519,519,15.4747,2349.02
1996.96,156.5701,-76914.515625,2600000,520,520,15.4005,2326.38
2003.59,156.6382,-76939.578125,2605000,521,521,15.4042,2317.34
2021.43,156.6725,-77162.9921875,2610000,522,522,15.3358,2360.55
1975.58,156.6508,-77345.609375,2615000,523,523,15.1685,2325.29
2000.87,156.5261,-77181.578125,2620000,524,524,15.3048,2354.14
1994.83,156.7682,-77539.625,2625000,525,525,15.2737,2304.52
1996.39,156.6578,-77701.125,2630000,526,526,15.1954,2327.53
1995.63,156.7076,-77525.6484375,2635000,527,527,15.3963,2327.11
1982.63,156.602,-78025.4140625,2640000,528,528,15.3437,2338.01
1959.84,156.6869,-77768.6796875,2645000,529,529,15.0588,2270.67
1996.64,156.6469,-78039.75,2650000,530,530,15.3897,2318.36
2015.48,156.6047,-78227.2421875,2655000,531,531,15.5743,2335.38
2012.81,156.6948,-78290.3203125,2660000,532,532,15.407,2321.91
1824.47,156.5339,-78030.078125,2665000,533,533,15.5166,2185.53
1583.01,156.4965,-77189.578125,2670000,534,534,31.4233,1668.22
1731.5,156.6248,-78595.5078125,2675000,535,535,15.4373,2047.08
1791.34,156.6687,-79036.9453125,2680000,536,536,15.1666,2149.23
1893.61,156.6491,-79552.8046875,2685000,537,537,15.1762,2268.95
1916.73,156.509,-79350.546875,2690000,538,538,15.3974,2315.56
1920.71,156.6028,-79444.234375,2695000,539,539,15.3847,2278.9
1946.87,156.6174,-79201.28125,2700000,540,540,15.2859,2289.05
1861.59,156.5426,-79589.8203125,2705000,541,541,15.3347,2213.76
1963.84,156.481,-79692.0,2710000,542,542,15.4564,2324.6
1955.11,156.6314,-79472.4296875,2715000,543,543,15.097,2300.56
1971.71,156.6521,-79766.40625,2720000,544,544,15.375,2329.41
1955.71,156.5051,-80048.375,2725000,545,545,15.1514,2310.02
1956.95,156.5117,-79892.296875,2730000,546,546,15.1204,2305.0
1981.1,156.5347,-79737.203125,2735000,547,547,15.1077,2335.17
1966.1,156.5394,-79721.8203125,2740000,548,548,15.2368,2305.8
1810.73,156.4028,-80208.140625,2745000,549,549,15.1826,2167.79
1992.89,156.4661,-80383.3125,2750000,550,550,15.3576,2335.21
1991.69,156.6054,-80176.6015625,2755000,551,551,15.2816,2308.8
1723.95,156.4628,-80694.25,2760000,552,552,14.9039,2082.93
-58.71,159.6132,-59922.30078125,2765000,553,553,22.1187,-317.75
1967.46,156.697,-80526.359375,2770000,554,554,15.4776,2281.5
1965.63,156.6673,-80409.1953125,2775000,555,555,15.6616,2281.87
1981.69,156.6761,-80876.296875,2780000,556,556,15.4917,2298.73
1929.98,156.7247,-80480.7578125,2785000,557,557,15.8114,2210.86
1938.91,156.6293,-80601.2734375,2790000,558,558,15.3017,2271.45
59.1,158.0506,-77581.7109375,2795000,559,559,14.6919,58.35
1898.33,156.6372,-81383.265625,2800000,560,560,15.1748,2253.05
1958.03,156.5443,-81175.453125,2805000,561,561,15.243,2274.51
1771.31,156.7155,-79999.546875,2810000,562,562,14.8143,1441.59
1939.38,156.7091,-81490.890625,2815000,563,563,15.3129,2261.3
1915.37,156.6257,-80929.2109375,2820000,564,564,15.1293,2215.8
1920.77,156.6372,-81057.0234375,2825000,565,565,15.2853,2249.51
1745.38,156.4829,-81204.8984375,2830000,566,566,15.7043,2000.76
1935.44,156.8796,-81277.3125,2835000,567,567,15.2123,2232.75
1886.74,156.5503,-81829.6796875,2840000,568,568,15.1503,2202.65
1916.31,156.6249,-81361.6875,2845000,569,569,15.0624,2267.85
1886.24,156.6983,-80823.796875,2850000,570,570,14.9526,1359.8
1915.0,156.6389,-81462.2421875,2855000,571,571,15.0541,2231.58
1905.98,156.6655,-81675.2265625,2860000,572,572,15.567,2236.53
1878.23,156.6887,-81872.015625,2865000,573,573,15.4323,2261.0
1872.12,156.8182,-82224.0859375,2870000,574,574,15.1269,2238.26
1916.37,156.8449,-82010.2890625,2875000,575,575,15.2599,2248.39
1828.21,156.5946,-81799.515625,2880000,576,576,15.0984,2217.62
1924.28,156.7539,-82287.8203125,2885000,577,577,15.301,2248.66
1654.44,156.8196,-81737.359375,2890000,578,578,14.7164,2023.92
1298.59,156.5987,-75421.28125,2895000,579,579,19.3859,1827.84
1917.55,156.7394,-82357.484375,2900000,580,580,15.1355,2260.04
952.86,157.3554,-79166.578125,2905000,581,581,15.6019,1117.89
1921.28,156.6994,-82916.09375,2910000,582,582,15.0341,2292.92
1909.56,156.9143,-82839.828125,2915000,583,583,15.3767,2267.51
1914.1,156.7042,-82853.8203125,2920000,584,584,15.1013,2265.05
1908.27,156.5324,-83113.6875,2925000,585,585,15.1535,2272.91
1883.69,156.6578,-83309.796875,2930000,586,586,15.1167,2232.5
1647.38,156.7717,-82900.734375,2935000,587,587,14.8539,2071.34
933.46,157.6817,-83358.1015625,2940000,588,588,14.8691,1181.59
1917.73,156.5314,-83794.6640625,2945000,589,589,15.3181,2263.59
1901.17,156.7736,-83363.7421875,2950000,590,590,15.3551,2233.32
1873.39,156.6424,-83341.2265625,2955000,591,591,15.2795,2052.6
1913.53,156.7679,-83705.1015625,2960000,592,592,15.3749,2250.9
1747.83,156.9867,-82491.375,2965000,593,593,15.0105,1846.08
768.93,157.0749,-72329.1328125,2970000,594,594,17.1284,529.72
1894.52,156.8263,-83122.3671875,2975000,595,595,15.537,2205.96
1944.5,156.7669,-84096.796875,2980000,596,596,15.2036,2301.62
66.8,160.5082,-67260.09375,2985000,597,597,20.3418,-18.5
1898.99,156.6543,-84248.109375,2990000,598,598,15.2793,2265.14
1902.2,156.8486,-84073.8671875,2995000,599,599,15.2968,2224.79
