Itration,Real Sto Return,Running Forward KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL
82,3834.26,341.8942,-6361.0224609375,4876.96,82,410000,187.4967
83,2893.13,367.7339,-7632.59423828125,5233.56,83,415000,194.8578
84,4110.99,332.1348,-5895.755859375,4750.65,84,420000,172.9549
85,4294.88,312.3336,-4813.0986328125,5030.9,85,425000,154.2408
86,4774.12,306.8005,-4983.70751953125,5167.66,86,430000,148.5745
87,3791.25,323.0542,-5418.39111328125,5319.11,87,435000,158.0353
88,4850.01,318.6995,-5207.4619140625,5290.18,88,440000,154.308
89,3941.38,311.8904,-5467.044921875,5019.54,89,445000,139.9915
90,4870.73,310.9535,-4536.7001953125,5371.7,90,450000,142.2687
91,4968.01,305.3081,-4627.74267578125,5318.49,91,455000,144.2122
92,5350.48,314.8155,-4612.79150390625,5456.5,92,460000,152.953
93,5226.98,320.2664,-5279.50830078125,5408.05,93,465000,162.1594
94,4762.87,297.0578,-5221.79931640625,5074.15,94,470000,133.2349
95,5306.05,312.5935,-5009.166015625,4957.33,95,475000,153.3367
96,5071.5,323.2531,-5692.74365234375,5171.14,96,480000,163.2116
97,5166.28,313.0828,-4916.1748046875,5459.02,97,485000,148.1254
98,4720.53,327.8449,-6084.51025390625,5453.62,98,490000,166.8213
99,5293.03,317.3888,-5456.8916015625,5403.89,99,495000,151.5258
100,5214.15,326.1266,-5652.04150390625,5341.14,100,500000,156.5892
101,5148.14,311.2072,-5638.23046875,5129.55,101,505000,146.3601
102,4224.62,337.2457,-7082.81494140625,5385.71,102,510000,169.3503
103,3487.47,328.9864,-7518.49560546875,5192.05,103,515000,166.6389
104,5265.59,308.7713,-6132.25244140625,5349.28,104,520000,142.7361
105,2939.86,355.8795,-8201.8017578125,2789.48,105,525000,190.2953
106,5260.65,324.4945,-6591.015625,5026.05,106,530000,156.8402
107,5086.97,314.587,-6412.04345703125,5361.06,107,535000,145.6432
108,4946.44,331.8241,-7923.84423828125,5407.8,108,540000,183.094
109,5280.37,318.4758,-6989.986328125,5336.44,109,545000,151.3302
110,5151.55,328.7195,-7351.56494140625,5282.44,110,550000,164.3008
111,5344.37,314.5702,-7501.39013671875,5425.07,111,555000,153.9609
112,4874.56,302.9074,-7267.31396484375,5409.19,112,560000,134.1784
113,5317.57,305.1794,-7533.7275390625,5455.94,113,565000,135.5987
114,5343.01,315.9483,-8106.42724609375,5401.27,114,570000,152.5182
115,5335.43,318.1292,-8384.52734375,5453.35,115,575000,146.4825
116,5303.79,325.2156,-8884.4091796875,5442.76,116,580000,159.6828
117,5306.11,325.856,-9154.8935546875,5442.17,117,585000,161.6127
118,5030.63,336.5003,-9623.1630859375,5544.85,118,590000,185.3343
119,4907.02,327.4005,-9648.322265625,5504.22,119,595000,175.4777
120,5282.87,324.3639,-9930.9326171875,5403.93,120,600000,159.8
121,5404.33,323.7328,-10022.4638671875,5523.58,121,605000,176.9598
122,5343.24,322.7101,-10249.337890625,5385.95,122,610000,159.4041
123,5259.59,330.9614,-10230.6845703125,5547.11,123,615000,170.6817
124,5364.15,311.1827,-9876.5458984375,5484.29,124,620000,139.8375
125,5296.38,305.108,-10006.6767578125,5419.1,125,625000,138.5756
126,5149.82,327.578,-10570.701171875,5479.54,126,630000,175.3999
127,5344.21,321.1279,-10637.6669921875,5520.33,127,635000,164.7309
128,5131.56,321.6131,-10531.2333984375,5489.35,128,640000,152.9118
129,4731.93,318.6132,-10736.640625,5469.91,129,645000,154.3297
130,4779.37,319.0533,-10586.1689453125,5497.57,130,650000,158.1573
131,4931.88,308.4315,-10546.048828125,5349.12,131,655000,130.5001
132,4775.63,337.76,-11816.78125,2379.01,132,660000,168.6718
133,5211.66,322.2874,-11317.677734375,5456.82,133,665000,148.7426
134,5164.38,320.2832,-11447.2265625,5516.33,134,670000,151.3499
135,5314.06,315.8282,-11371.2353515625,5427.87,135,675000,142.6116
136,4425.37,327.4054,-11500.9609375,5558.49,136,680000,159.3234
137,5310.32,312.2083,-11491.19140625,5426.07,137,685000,132.3155
138,4249.66,334.1714,-11775.7373046875,5352.12,138,690000,174.9867
139,4456.83,335.8803,-12779.21875,2785.38,139,695000,164.378
140,4853.44,327.6484,-11927.12890625,5476.94,140,700000,157.6828
141,4983.04,325.4067,-12533.427734375,5321.83,141,705000,152.6241
142,4983.26,314.662,-11972.1181640625,5467.75,142,710000,139.5112
143,4521.17,335.9852,-12361.2705078125,5560.42,143,715000,165.6599
144,5109.06,338.8055,-13016.2451171875,5334.12,144,720000,168.7199
145,4774.77,309.3852,-11998.9072265625,5506.41,145,725000,140.9054
146,4921.15,328.9559,-12411.3896484375,5441.91,146,730000,155.031
147,5060.88,308.2588,-12210.4599609375,5322.79,147,735000,126.2293
148,5340.85,328.1835,-13208.53515625,5299.73,148,740000,157.3127
149,5199.53,327.4233,-13249.74609375,5379.94,149,745000,152.0817
150,4873.26,316.6092,-12805.54296875,5450.06,150,750000,141.8789
151,5227.68,331.9295,-13460.025390625,5382.93,151,755000,162.434
152,5044.74,329.6549,-13513.01953125,5526.26,152,760000,159.3755
153,5304.22,300.839,-12734.150390625,5256.69,153,765000,123.9399
154,5284.67,303.8164,-13117.7822265625,5335.93,154,770000,123.5288
155,5316.19,305.8466,-13053.1611328125,5228.97,155,775000,121.9655
156,5334.62,299.6104,-12904.6572265625,5298.1,156,780000,116.0176
157,5233.33,315.9827,-12917.79296875,5519.34,157,785000,136.2635
158,4857.19,322.9842,-13577.4482421875,5438.86,158,790000,156.3195
159,3252.17,349.5529,-14150.6435546875,3051.57,159,795000,189.6957
160,4907.36,321.7248,-13643.94140625,5347.62,160,800000,146.605
161,4086.89,335.4222,-13624.2119140625,5337.87,161,805000,150.5304
162,3823.16,334.4735,-13755.1630859375,5183.35,162,810000,167.3045
163,5231.03,320.0814,-14224.455078125,5334.94,163,815000,151.5812
164,5271.21,317.0852,-13621.26953125,5339.65,164,820000,135.9022
165,5003.56,324.5621,-14213.4658203125,5496.44,165,825000,152.1252
166,4818.96,325.0154,-14153.2939453125,5463.47,166,830000,152.8075
167,5235.56,320.9425,-14135.4169921875,5325.04,167,835000,150.4291
168,5060.85,311.7863,-13871.193359375,5365.67,168,840000,127.6843
169,5164.21,309.0261,-13683.921875,5389.96,169,845000,128.8366
170,5224.19,315.8855,-14119.0458984375,5353.89,170,850000,136.7058
171,5310.38,315.0083,-14239.515625,5378.66,171,855000,140.919
172,5136.55,325.0017,-14710.8232421875,5455.41,172,860000,160.3094
173,4790.82,335.1391,-14629.05859375,5614.06,173,865000,167.4387
174,5067.74,316.67,-14711.43359375,4795.68,174,870000,150.5516
175,4045.3,331.5687,-14822.3955078125,2536.83,175,875000,152.7435
176,5163.02,302.5779,-14122.4189453125,5246.46,176,880000,120.2857
177,5320.7,325.6981,-15092.037109375,5445.24,177,885000,154.7906
178,5249.41,330.5847,-14652.8154296875,5507.43,178,890000,164.4089
179,4999.95,300.4297,-13725.498046875,5336.01,179,895000,110.681
180,5244.22,332.287,-15095.02734375,5492.2,180,900000,157.2934
181,5425.9,322.296,-14671.97265625,5460.25,181,905000,145.8214
182,5449.0,327.1782,-15481.1708984375,5573.01,182,910000,163.6337
183,3578.62,336.9152,-14494.306640625,5420.06,183,915000,170.4807
184,5187.0,332.4578,-15448.15625,5573.19,184,920000,171.987
185,4751.84,347.7215,-15836.1474609375,5483.11,185,925000,184.9539
186,5325.16,327.2923,-15580.08984375,5401.61,186,930000,149.8338
187,5339.97,327.9033,-15863.1669921875,5532.38,187,935000,168.0157
188,5291.35,299.6494,-14254.73828125,5294.91,188,940000,112.0901
189,4920.39,346.9681,-16327.208984375,4934.12,189,945000,189.9949
190,5289.84,342.3409,-16262.21875,5049.44,190,950000,186.957
191,4622.04,342.1775,-16266.6240234375,3556.74,191,955000,191.5002
192,5389.97,289.3655,-14195.8876953125,5245.34,192,960000,111.508
193,5405.44,342.4414,-16327.2744140625,5285.34,193,965000,176.3089
194,5390.84,308.0896,-14786.5771484375,5336.22,194,970000,129.3461
195,5204.08,298.3619,-15270.75,5231.08,195,975000,114.6327
196,5284.61,294.9144,-15132.1044921875,5262.8,196,980000,116.5628
197,4687.82,331.7265,-16009.8359375,4930.64,197,985000,163.5672
198,5017.83,338.9799,-16109.8212890625,5583.48,198,990000,173.5629
199,5151.17,309.7688,-14593.4169921875,5306.1,199,995000,125.3346
200,5311.2,288.4452,-14332.5400390625,5190.05,200,1000000,94.8659
201,5238.87,312.8336,-15169.5654296875,5252.42,201,1005000,131.9243
202,4913.2,288.2426,-14174.6328125,5243.51,202,1010000,99.1291
203,4818.49,289.489,-14081.318359375,5226.09,203,1015000,98.3901
204,4489.12,296.7958,-14615.6064453125,5218.42,204,1020000,111.2399
205,5208.3,312.9658,-15312.14453125,5248.52,205,1025000,123.6906
206,4224.17,326.8021,-15345.068359375,5277.86,206,1030000,156.778
207,3827.54,311.2439,-15127.2255859375,5005.49,207,1035000,150.2499
208,4902.38,295.1682,-14740.94921875,5222.64,208,1040000,120.2151
209,5256.65,307.5452,-15324.2587890625,5388.55,209,1045000,119.4826
210,4739.71,310.4902,-15750.7265625,4794.67,210,1050000,131.3
211,4572.76,306.7941,-15355.15234375,4767.38,211,1055000,131.4804
212,4793.33,279.0141,-15216.7568359375,4912.69,212,1060000,94.7102
213,3840.85,338.9592,-16777.099609375,5172.55,213,1065000,187.3636
214,3744.75,307.8448,-15989.5947265625,4972.63,214,1070000,154.2199
215,4313.54,322.098,-16934.328125,5023.23,215,1075000,155.0624
216,4610.01,342.3287,-17260.341796875,4498.98,216,1080000,193.2753
217,5294.33,349.9438,-17253.23828125,5415.96,217,1085000,192.4694
218,4775.01,336.4239,-17268.591796875,5023.97,218,1090000,192.959
219,5046.99,347.3531,-17576.6640625,5194.09,219,1095000,202.8321
220,4771.15,355.0727,-17557.34765625,5571.72,220,1100000,204.0697
221,5126.51,351.0393,-17371.88671875,5449.77,221,1105000,209.4887
222,5437.27,347.0042,-17642.7734375,5473.43,222,1110000,218.8869
223,3852.33,368.0299,-16894.71875,2089.91,223,1115000,226.2846
224,1593.67,364.4124,-16227.791015625,1681.96,224,1120000,231.8717
225,5064.12,346.9668,-17453.345703125,5219.51,225,1125000,200.0825
226,5269.19,330.3565,-16879.91015625,5289.84,226,1130000,146.8224
227,4604.09,327.5472,-17124.41015625,5137.31,227,1135000,166.184
228,4914.59,329.0878,-17447.787109375,5292.21,228,1140000,173.3626
229,5196.64,299.5931,-16324.5966796875,5449.33,229,1145000,115.4956
230,4537.96,360.6269,-17483.208984375,5370.39,230,1150000,206.1916
231,3762.58,353.5661,-17086.376953125,4689.23,231,1155000,196.5677
232,3820.28,347.6684,-16904.544921875,5691.77,232,1160000,181.2292
233,4546.85,353.5367,-16423.185546875,5499.87,233,1165000,183.6123
234,4441.55,341.2572,-17258.865234375,5298.58,234,1170000,182.3708
235,5259.78,297.1383,-15573.3623046875,5556.47,235,1175000,118.1514
236,4614.47,323.9482,-16931.478515625,5665.46,236,1180000,162.2126
237,4497.38,300.4682,-15837.09375,5490.7,237,1185000,122.9266
238,5504.09,296.3535,-16643.408203125,5570.88,238,1190000,125.3502
239,4543.66,288.9291,-16178.7587890625,5422.92,239,1195000,112.3393
240,3026.61,296.9038,-14536.5,2306.28,240,1200000,142.8393
241,3849.59,281.3883,-15724.953125,5463.49,241,1205000,117.6684
242,5238.03,275.0593,-16039.5732421875,4816.73,242,1210000,106.22
243,4315.34,282.5927,-15458.0556640625,3856.16,243,1215000,108.1178
244,4973.35,268.8001,-15623.0869140625,4645.38,244,1220000,83.599
245,4267.52,296.1498,-14917.8623046875,4415.46,245,1225000,135.2136
246,5018.61,313.6882,-16758.572265625,5675.15,246,1230000,149.6154
247,5402.53,310.2042,-17287.56640625,5567.51,247,1235000,162.5465
248,5334.52,347.2826,-16934.521484375,5658.27,248,1240000,188.6089
249,5070.84,327.4482,-17513.69140625,5321.3,249,1245000,188.059
250,5311.47,327.0151,-17766.896484375,5423.67,250,1250000,178.314
251,4669.12,323.4994,-15947.5478515625,5548.92,251,1255000,163.8963
252,4961.57,299.6312,-16977.171875,5216.85,252,1260000,124.5813
253,5147.37,300.016,-16515.1328125,5084.19,253,1265000,117.8277
254,3771.87,286.884,-16092.9091796875,5130.59,254,1270000,108.3983
255,4020.64,300.2351,-15646.9521484375,4099.57,255,1275000,132.654
256,4244.55,304.2838,-16393.447265625,5051.78,256,1280000,128.9256
257,3670.85,325.7371,-16318.0830078125,3669.38,257,1285000,165.9783
258,4956.86,279.2195,-16456.1328125,5206.35,258,1290000,94.0122
259,4527.44,318.6291,-16010.5283203125,3626.53,259,1295000,160.3129
260,5238.55,289.4053,-17296.630859375,5117.38,260,1300000,118.9267
261,5455.99,298.0768,-17193.474609375,5026.92,261,1305000,129.1558
262,5274.75,316.7165,-17714.9453125,4958.87,262,1310000,153.7919
263,5102.46,309.9412,-17018.669921875,4821.46,263,1315000,158.7643
264,4753.26,309.3983,-16573.74609375,5135.47,264,1320000,151.1366
265,5348.2,303.1397,-17502.1015625,5242.04,265,1325000,143.5854
266,5078.14,299.0115,-16595.95703125,4924.41,266,1330000,147.932
267,4987.98,313.2992,-17453.625,4875.91,267,1335000,143.0232
268,4949.73,316.8673,-17364.609375,4913.9,268,1340000,145.3061
269,4547.59,308.9082,-17817.46484375,4925.24,269,1345000,134.3762
270,5031.51,322.5591,-17339.6953125,5533.39,270,1350000,155.4264
271,4874.01,316.6584,-17454.7890625,5613.98,271,1355000,154.89
272,4880.45,309.0348,-18005.701171875,5313.85,272,1360000,138.7095
273,5023.79,307.885,-16668.7421875,5491.3,273,1365000,143.4034
274,4740.89,301.1342,-17393.03125,5532.63,274,1370000,130.9186
275,5041.28,306.3819,-17609.25390625,5385.46,275,1375000,130.3182
276,2843.62,323.0405,-15979.8076171875,3274.22,276,1380000,164.3751
277,5419.77,313.1273,-17209.0234375,5503.26,277,1385000,141.0844
278,4329.17,302.7748,-17701.244140625,5578.65,278,1390000,117.4963
279,4147.01,330.5571,-15154.0244140625,5560.09,279,1395000,160.1602
280,4749.25,306.4234,-17665.7265625,5459.4,280,1400000,128.0887
281,4360.68,339.1108,-16567.376953125,5100.21,281,1405000,179.5929
282,4384.59,350.2673,-17721.017578125,5323.54,282,1410000,198.2239
283,5001.6,329.5085,-17807.501953125,5282.65,283,1415000,158.0309
284,4794.06,326.5921,-17434.10546875,4957.33,284,1420000,160.6063
285,5274.77,320.1053,-18056.34375,5464.84,285,1425000,144.4224
286,4896.93,332.9313,-17764.12890625,4686.04,286,1430000,159.2931
287,4529.61,326.7095,-16724.83984375,4241.68,287,1435000,161.1247
288,4004.63,325.6255,-17455.3671875,4805.16,288,1440000,161.0465
289,4518.43,312.2584,-17564.3046875,3220.12,289,1445000,131.2075
290,4535.24,324.5847,-17222.29296875,5123.05,290,1450000,164.9762
291,3616.23,323.6894,-16749.888671875,4291.89,291,1455000,130.189
292,2350.48,367.6051,-15903.365234375,3386.45,292,1460000,245.3841
293,4401.9,318.4936,-15844.18359375,4716.34,293,1465000,135.2285
294,3775.23,316.9234,-15604.4833984375,4151.61,294,1470000,149.5829
295,1947.52,380.8551,-15121.2158203125,2308.69,295,1475000,230.5787
296,2435.76,330.204,-14837.5517578125,2625.18,296,1480000,148.7838
297,1250.23,343.3654,-13842.9912109375,685.02,297,1485000,196.0031
298,3151.51,313.9712,-15119.5126953125,2566.92,298,1490000,123.6629
299,1433.84,358.5607,-13858.1728515625,1178.63,299,1495000,216.6356
300,1518.43,372.039,-13377.1943359375,902.23,300,1500000,203.0825
301,1886.59,356.0629,-14513.521484375,4003.57,301,1505000,190.8143
302,696.23,397.1253,-12485.41015625,655.28,302,1510000,225.1486
303,2974.6,344.6474,-15113.3330078125,2619.16,303,1515000,182.9213
304,3494.6,377.4015,-13505.0107421875,3899.97,304,1520000,188.6647
305,2856.87,349.511,-14321.666015625,2581.0,305,1525000,197.8184
306,3933.2,346.4633,-15068.154296875,3633.34,306,1530000,188.8949
307,3606.28,332.2598,-16648.228515625,4611.86,307,1535000,164.5448
308,1549.53,381.1327,-12966.3359375,2772.82,308,1540000,243.3448
309,3048.52,369.0933,-11966.2587890625,3397.98,309,1545000,356.7341
310,2471.56,358.3539,-14352.767578125,1662.67,310,1550000,258.3244
311,4828.07,346.0371,-18166.408203125,4860.09,311,1555000,194.403
312,4168.69,339.1882,-15200.947265625,4355.2,312,1560000,192.8339
313,1567.41,364.9987,-11733.208984375,1286.46,313,1565000,226.0766
314,5131.03,367.2887,-16273.833984375,4605.64,314,1570000,209.0183
315,4039.38,347.9344,-17526.703125,4584.91,315,1575000,282.8083
316,3840.06,340.2702,-16148.990234375,3063.46,316,1580000,341.4074
317,4256.37,352.0699,-17540.51953125,4992.97,317,1585000,363.0428
318,3880.3,336.7857,-18216.685546875,3278.19,318,1590000,365.3372
319,4100.91,350.204,-16242.25390625,3968.41,319,1595000,220.7001
320,3221.31,374.3015,-17667.8125,3893.72,320,1600000,482.0802
321,3002.83,387.6062,-17991.611328125,3190.81,321,1605000,423.9344
322,3891.92,369.4885,-18066.73046875,3519.81,322,1610000,284.5728
323,4259.45,352.4942,-17550.08203125,3909.46,323,1615000,228.9067
324,2447.64,367.4022,-16677.947265625,2623.31,324,1620000,265.4196
325,4002.72,358.3034,-18011.283203125,4588.72,325,1625000,252.9378
326,3536.98,381.1309,-17623.267578125,3949.47,326,1630000,272.3333
327,3269.14,396.4337,-17861.328125,2182.26,327,1635000,319.2645
328,2715.91,391.2792,-17670.861328125,2458.73,328,1640000,289.8379
329,4603.84,367.8446,-17996.509765625,4590.13,329,1645000,230.9218
330,3912.38,389.4361,-16580.896484375,3601.06,330,1650000,285.8478
331,4682.35,359.2422,-17597.08203125,3496.77,331,1655000,268.7519
332,3535.84,370.9292,-18775.021484375,3284.7,332,1660000,263.9492
333,3383.08,358.6819,-17826.708984375,2457.82,333,1665000,236.4155
334,3135.95,357.227,-16749.890625,3564.46,334,1670000,224.6374
335,1562.51,411.5113,-17523.05078125,1861.05,335,1675000,380.5944
336,2656.88,380.2241,-17730.541015625,2024.74,336,1680000,311.1561
337,3614.64,384.3718,-18090.48828125,3812.47,337,1685000,312.719
338,3032.78,392.294,-17751.96875,2940.67,338,1690000,337.144
339,2721.94,397.6482,-18187.49609375,2603.21,339,1695000,385.2893
340,2120.43,421.3351,-18506.326171875,2231.46,340,1700000,548.6016
341,1458.93,392.9418,-17970.3984375,1047.16,341,1705000,403.9884
342,730.53,397.9679,-17123.32421875,435.23,342,1710000,328.4783
343,1746.51,355.432,-17778.125,1243.8,343,1715000,294.214
344,3234.02,374.7429,-18294.912109375,2904.68,344,1720000,323.197
345,2187.12,385.8622,-18295.173828125,2400.96,345,1725000,436.2877
346,3187.88,349.3303,-17900.72265625,3248.6,346,1730000,240.8424
347,4335.59,381.4418,-18267.125,4046.78,347,1735000,223.5276
348,4057.25,364.9562,-18236.4765625,3188.55,348,1740000,351.1524
349,4975.1,353.1437,-18884.888671875,4408.73,349,1745000,227.8887
350,5306.59,400.1915,-19153.509765625,5384.93,350,1750000,261.9584
351,4483.26,396.3766,-19187.158203125,4968.05,351,1755000,267.18
352,5388.41,381.5268,-19282.962890625,5393.18,352,1760000,270.7703
353,4866.37,407.5951,-19003.28125,4161.58,353,1765000,266.9481
354,5371.52,404.8051,-19339.576171875,5378.34,354,1770000,273.6045
355,3377.88,399.3048,-19162.392578125,2822.49,355,1775000,332.1984
356,5389.23,401.8587,-19195.904296875,5140.22,356,1780000,289.4368
357,5340.45,388.5165,-19350.52734375,4933.7,357,1785000,265.1689
358,4885.27,422.1956,-19299.478515625,5385.81,358,1790000,358.1995
359,4129.79,423.0578,-19214.064453125,5230.74,359,1795000,317.9251
360,5067.76,409.5581,-19479.20703125,5321.1,360,1800000,291.568
361,5253.19,415.1286,-19396.423828125,5254.36,361,1805000,271.6664
362,5344.43,405.3712,-19175.08984375,4178.14,362,1810000,276.7973
363,4830.37,426.2171,-19313.029296875,5225.13,363,1815000,328.1437
364,3573.24,413.0029,-19040.19921875,3554.37,364,1820000,374.5005
365,4007.18,419.0608,-19368.931640625,4710.35,365,1825000,336.2365
366,3607.34,415.4891,-19044.765625,3104.67,366,1830000,559.6583
367,4698.24,418.9633,-19110.744140625,4548.76,367,1835000,371.2794
368,4626.3,421.7701,-18114.3828125,4741.37,368,1840000,298.2312
369,4804.05,411.8442,-19286.26171875,4908.79,369,1845000,283.6372
370,5246.94,398.4697,-19526.818359375,5360.19,370,1850000,290.6236
371,4845.45,392.8966,-19130.1953125,4844.48,371,1855000,304.0327
372,4890.66,385.4693,-19545.126953125,4819.03,372,1860000,301.2249
373,4045.21,402.1888,-19010.310546875,4046.55,373,1865000,413.2527
374,4448.95,394.2296,-18816.583984375,3534.7,374,1870000,527.5466
375,4751.89,391.7187,-18943.423828125,4829.45,375,1875000,290.0336
376,4453.87,397.7078,-18818.251953125,3781.9,376,1880000,507.9305
377,4071.61,434.9826,-18332.19140625,3610.56,377,1885000,553.0381
378,4583.62,387.6267,-17874.294921875,3680.82,378,1890000,291.1577
379,4134.55,395.2938,-19282.267578125,4687.63,379,1895000,299.3761
380,4823.63,384.917,-18314.5859375,4115.49,380,1900000,254.9765
381,5128.55,382.3288,-19004.453125,5331.0,381,1905000,268.703
382,4619.42,379.4155,-19086.5078125,5205.81,382,1910000,289.6011
383,3867.16,384.2961,-19575.70703125,5036.55,383,1915000,281.8103
384,5093.62,391.1055,-19503.25390625,5026.92,384,1920000,286.1796
385,4862.09,390.0901,-18915.501953125,4762.93,385,1925000,317.6872
386,4246.29,376.9741,-19058.625,4574.54,386,1930000,271.2325
387,4558.46,383.6132,-19302.185546875,5165.55,387,1935000,260.4949
388,3588.13,412.4297,-18903.751953125,3663.33,388,1940000,308.9717
389,2503.72,395.4678,-18732.03125,3785.66,389,1945000,274.5098
390,5238.82,398.3376,-19571.197265625,5009.51,390,1950000,243.7343
391,4503.62,384.4436,-19612.837890625,4450.53,391,1955000,259.9192
