Running Reverse KL,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Itration
30.8574,308.74,-95894.9296875,900.16,2075000,415,73.0476,415
30.9829,261.75,-95554.671875,856.29,2080000,416,72.9307,416
30.7147,295.04,-95764.4453125,908.22,2085000,417,72.3832,417
30.9065,211.24,-96068.671875,902.91,2090000,418,74.1011,418
30.6906,246.51,-95824.9453125,751.87,2095000,419,72.6545,419
30.859,219.81,-95714.0390625,806.31,2100000,420,73.2048,420
30.4345,227.48,-95855.15625,750.37,2105000,421,73.9691,421
30.9309,276.69,-95888.5859375,801.29,2110000,422,73.8356,422
31.082,290.05,-95639.6875,796.23,2115000,423,73.5952,423
30.9457,260.76,-96398.453125,656.89,2120000,424,73.8741,424
30.9557,273.3,-96037.9296875,944.38,2125000,425,74.066,425
30.7497,279.96,-96002.6875,905.21,2130000,426,73.3812,426
30.3914,296.26,-95934.546875,999.84,2135000,427,73.0149,427
30.7947,267.06,-96265.21875,897.32,2140000,428,73.3088,428
30.603,249.79,-95950.921875,904.0,2145000,429,74.2774,429
30.7679,284.41,-96425.5078125,789.63,2150000,430,74.0673,430
30.9011,303.32,-96153.625,801.54,2155000,431,73.9246,431
30.4907,295.11,-96153.25,746.2,2160000,432,73.2631,432
30.4034,266.81,-96320.734375,850.87,2165000,433,72.5499,433
30.7716,266.49,-96138.1796875,843.0,2170000,434,74.076,434
30.9364,215.36,-96035.78125,848.9,2175000,435,74.0978,435
30.4169,227.11,-96088.1875,798.57,2180000,436,72.7657,436
31.0413,197.22,-96534.3515625,803.76,2185000,437,74.1012,437
30.8744,262.17,-96169.671875,806.63,2190000,438,72.9387,438
30.7262,271.59,-96100.6953125,905.87,2195000,439,72.9972,439
30.9815,259.73,-96468.15625,856.48,2200000,440,73.5254,440
31.2338,288.63,-96394.6953125,937.92,2205000,441,74.5792,441
30.1332,290.72,-95542.4296875,898.78,2210000,442,73.4286,442
30.4398,245.49,-96038.9140625,804.44,2215000,443,73.0683,443
30.5444,281.03,-96070.8515625,745.73,2220000,444,73.4543,444
30.7181,264.07,-96363.296875,898.41,2225000,445,74.3165,445
30.7209,251.67,-96110.03125,808.07,2230000,446,73.0379,446
31.3656,226.99,-96282.7578125,846.56,2235000,447,74.3347,447
30.656,323.7,-96401.8515625,892.14,2240000,448,73.5987,448
30.9077,336.4,-96201.0546875,1010.65,2245000,449,72.7688,449
30.7432,258.62,-96151.8671875,753.43,2250000,450,73.8305,450
30.8269,176.56,-96226.5859375,794.77,2255000,451,73.0777,451
31.1461,276.58,-96014.03125,994.35,2260000,452,72.9058,452
31.0563,265.18,-96449.015625,800.41,2265000,453,73.6198,453
31.1107,268.4,-96622.9296875,894.47,2270000,454,74.2896,454
30.9534,307.99,-96153.8984375,855.25,2275000,455,73.451,455
31.3452,260.69,-96488.765625,805.98,2280000,456,72.6877,456
30.917,206.31,-96343.0703125,854.64,2285000,457,73.6817,457
30.9596,281.61,-96628.953125,904.79,2290000,458,73.0484,458
31.3925,242.28,-96887.21875,893.44,2295000,459,74.3519,459
30.8853,313.06,-96836.484375,885.5,2300000,460,73.2872,460
30.4604,295.27,-96397.25,956.17,2305000,461,72.8805,461
30.9188,240.63,-96380.5625,844.03,2310000,462,72.6956,462
31.2619,301.83,-96662.2109375,798.36,2315000,463,73.073,463
30.6753,277.3,-96617.359375,944.58,2320000,464,72.2002,464
30.8696,294.96,-96906.2109375,939.47,2325000,465,73.9142,465
30.6705,307.67,-96856.40625,847.78,2330000,466,72.4252,466
31.14,266.88,-96819.5390625,901.6,2335000,467,73.1369,467
30.9278,284.07,-96840.9140625,697.91,2340000,468,73.1157,468
30.6396,238.58,-96585.5546875,827.38,2345000,469,72.8983,469
30.9189,276.29,-96720.1328125,840.56,2350000,470,73.4593,470
31.3348,267.79,-96575.03125,809.51,2355000,471,72.9403,471
31.1957,253.04,-96889.4921875,800.1,2360000,472,73.2667,472
31.3074,337.23,-96584.5078125,491.52,2365000,473,73.2803,473
30.6547,208.13,-96847.546875,734.26,2370000,474,72.6676,474
31.2156,280.28,-96611.203125,705.85,2375000,475,72.7352,475
31.3862,246.37,-96754.3515625,696.15,2380000,476,73.3876,476
32.0788,301.24,-97066.671875,834.57,2385000,477,74.251,477
31.5289,304.42,-97105.734375,731.33,2390000,478,73.8664,478
31.3505,274.44,-97182.609375,679.51,2395000,479,74.4139,479
31.549,248.23,-97045.78125,744.85,2400000,480,73.3472,480
32.1536,266.36,-97115.734375,549.75,2405000,481,73.7719,481
31.1498,221.37,-97236.7578125,686.35,2410000,482,73.8908,482
31.0412,271.91,-96575.890625,619.94,2415000,483,73.0392,483
31.612,311.88,-97118.03125,573.75,2420000,484,72.7828,484
30.9482,285.42,-97004.7421875,727.58,2425000,485,73.5994,485
30.9553,285.19,-96923.078125,727.22,2430000,486,73.3353,486
31.2924,275.71,-97001.96875,826.31,2435000,487,72.7896,487
31.379,242.53,-97095.90625,830.69,2440000,488,73.6916,488
31.388,231.41,-96881.875,535.52,2445000,489,73.2527,489
31.6345,308.01,-96955.9296875,822.87,2450000,490,73.9205,490
31.3253,288.98,-97059.046875,726.71,2455000,491,73.1434,491
31.855,188.98,-97165.2578125,679.86,2460000,492,73.2484,492
30.8737,233.6,-96654.859375,692.33,2465000,493,71.6705,493
31.7531,289.78,-97032.84375,767.18,2470000,494,73.6925,494
31.5516,276.43,-97135.96875,970.36,2475000,495,72.594,495
31.4941,257.35,-96666.0390625,769.46,2480000,496,73.1686,496
31.3822,318.25,-96903.8828125,707.77,2485000,497,72.9653,497
31.4116,288.15,-97002.0234375,685.07,2490000,498,72.8175,498
32.5452,284.85,-97270.3828125,845.84,2495000,499,73.8393,499
31.1681,207.79,-96995.640625,695.96,2500000,500,73.1683,500
31.6583,314.77,-97007.8671875,758.83,2505000,501,74.6223,501
32.1674,308.4,-97371.296875,710.66,2510000,502,74.9022,502
31.6038,288.54,-97425.8515625,586.67,2515000,503,74.1837,503
31.3545,329.06,-97189.4765625,767.35,2520000,504,73.2334,504
32.0989,304.48,-96852.8828125,712.23,2525000,505,72.9984,505
31.3998,278.72,-97191.09375,882.11,2530000,506,73.1183,506
31.291,256.68,-96872.96875,820.96,2535000,507,73.4195,507
30.9708,256.7,-97049.2265625,693.99,2540000,508,73.2102,508
31.2632,259.76,-97255.84375,734.14,2545000,509,73.486,509
31.8906,248.5,-97386.8203125,684.07,2550000,510,74.1965,510
31.0985,303.04,-97027.7109375,835.29,2555000,511,72.2667,511
31.3696,262.88,-97100.7890625,722.12,2560000,512,73.3969,512
31.79,350.12,-96526.921875,780.28,2565000,513,73.3551,513
31.4253,310.91,-96623.0546875,775.86,2570000,514,73.1488,514
31.2069,294.11,-96953.875,763.66,2575000,515,73.5732,515
31.5073,267.93,-96653.6953125,706.15,2580000,516,72.6116,516
31.4064,317.86,-96856.2890625,696.72,2585000,517,71.9504,517
31.3257,246.67,-97101.0,713.5,2590000,518,73.5732,518
31.4902,287.82,-96835.7421875,783.95,2595000,519,72.4434,519
32.1962,255.63,-97021.9765625,664.01,2600000,520,74.3432,520
31.9223,309.23,-96979.421875,876.59,2605000,521,73.346,521
32.0252,309.67,-96714.2421875,827.52,2610000,522,72.458,522
32.0696,285.48,-97091.3046875,776.25,2615000,523,73.405,523
31.8131,277.86,-96905.890625,774.5,2620000,524,73.4119,524
31.7457,255.4,-97006.921875,714.91,2625000,525,74.1486,525
32.1287,224.65,-97275.7109375,668.67,2630000,526,73.25,526
32.0812,326.4,-96903.7109375,878.31,2635000,527,73.0105,527
31.525,243.49,-97140.5859375,667.71,2640000,528,74.2444,528
31.3173,313.26,-97190.890625,632.76,2645000,529,74.0473,529
32.0351,345.2,-97271.4609375,683.8,2650000,530,73.7785,530
31.3576,222.99,-97406.265625,740.31,2655000,531,73.268,531
31.7769,244.61,-97050.90625,508.07,2660000,532,73.757,532
31.9295,279.1,-97152.8984375,707.09,2665000,533,74.3808,533
32.0572,275.77,-97139.546875,671.03,2670000,534,73.5514,534
31.6612,268.51,-97532.1796875,723.26,2675000,535,74.4079,535
31.9636,287.94,-97113.4765625,732.16,2680000,536,73.0379,536
31.5202,301.47,-97188.390625,772.51,2685000,537,73.9621,537
31.3625,209.81,-97314.765625,534.66,2690000,538,74.3647,538
31.763,208.76,-97227.1875,460.85,2695000,539,73.2898,539
32.3099,262.93,-97099.9453125,650.84,2700000,540,74.1823,540
31.6447,246.76,-97133.3828125,694.62,2705000,541,73.5451,541
31.9303,298.64,-97102.1328125,650.96,2710000,542,73.622,542
31.5963,299.56,-97373.3828125,474.97,2715000,543,73.4847,543
32.0134,271.28,-97309.40625,761.07,2720000,544,74.5511,544
31.9031,269.91,-97618.921875,537.93,2725000,545,74.9558,545
32.0887,225.46,-97057.3984375,821.52,2730000,546,74.5858,546
32.0723,363.88,-97306.2421875,713.53,2735000,547,74.4898,547
31.7584,252.21,-97625.703125,775.94,2740000,548,74.0678,548
31.0518,300.79,-97460.546875,541.61,2745000,549,73.2722,549
31.792,275.54,-97453.9609375,670.18,2750000,550,74.1165,550
31.883,241.16,-97232.109375,662.85,2755000,551,73.897,551
31.2195,243.51,-96975.2890625,422.19,2760000,552,73.3317,552
31.4983,251.67,-97500.3125,607.55,2765000,553,73.5981,553
33.837,260.7,-97183.53125,587.46,2770000,554,73.8907,554
31.5436,298.12,-97178.328125,685.36,2775000,555,72.6904,555
31.4387,253.77,-97233.453125,728.18,2780000,556,73.4852,556
31.9807,297.18,-97611.7578125,699.01,2785000,557,74.1533,557
31.6418,249.92,-97412.9765625,616.09,2790000,558,73.1295,558
31.6003,229.85,-97389.3203125,703.6,2795000,559,73.3095,559
31.5611,235.71,-97422.28125,632.63,2800000,560,74.099,560
31.7148,223.88,-97864.0390625,679.32,2805000,561,74.1865,561
31.436,282.49,-97192.015625,584.11,2810000,562,73.7994,562
31.6065,302.63,-97382.9921875,748.45,2815000,563,73.4446,563
31.3128,279.04,-97604.3125,604.93,2820000,564,74.1323,564
31.1492,172.0,-97446.828125,652.46,2825000,565,72.8224,565
31.5345,266.03,-97506.578125,581.66,2830000,566,74.4516,566
31.4931,259.35,-97492.6953125,785.5,2835000,567,73.7009,567
31.2135,233.94,-97231.5703125,727.28,2840000,568,74.0959,568
31.564,266.53,-97400.8046875,823.92,2845000,569,73.0888,569
31.9134,215.93,-97581.09375,667.23,2850000,570,74.1597,570
31.3437,238.73,-97619.046875,744.38,2855000,571,74.4717,571
31.6876,238.74,-97012.4765625,772.9,2860000,572,73.8669,572
30.6033,250.15,-97532.5078125,654.21,2865000,573,73.706,573
31.1621,273.18,-97270.15625,606.84,2870000,574,73.0516,574
30.5347,287.26,-97255.6953125,654.59,2875000,575,72.9897,575
31.7436,320.02,-97317.78125,644.69,2880000,576,73.4198,576
31.7811,257.01,-97728.3203125,768.75,2885000,577,73.6912,577
31.3314,257.37,-97388.046875,843.23,2890000,578,73.7885,578
31.1651,245.8,-97059.171875,577.08,2895000,579,73.0292,579
30.6468,248.62,-97404.515625,737.24,2900000,580,73.8846,580
31.3185,230.27,-97334.5859375,583.33,2905000,581,73.3752,581
31.0911,310.58,-97478.2734375,582.15,2910000,582,73.4809,582
31.6549,235.32,-97464.9765625,523.7,2915000,583,73.9824,583
31.5819,255.0,-97501.40625,776.34,2920000,584,74.3678,584
31.4616,314.47,-97373.96875,515.99,2925000,585,73.6235,585
30.7739,256.65,-97428.59375,545.24,2930000,586,73.0541,586
31.9019,265.7,-97523.5859375,552.89,2935000,587,73.2747,587
31.1391,275.15,-97238.578125,776.6,2940000,588,71.926,588
31.2187,259.07,-97435.25,608.39,2945000,589,74.1831,589
31.0799,261.57,-97445.2109375,667.84,2950000,590,73.2015,590
31.5022,263.86,-97604.609375,708.26,2955000,591,74.0153,591
30.4626,293.07,-97303.0546875,722.17,2960000,592,72.9658,592
31.2238,302.24,-97511.671875,654.02,2965000,593,74.172,593
30.8328,245.44,-97673.2734375,605.04,2970000,594,74.1838,594
31.0575,323.97,-97401.5234375,555.96,2975000,595,74.2691,595
30.9984,206.11,-97426.640625,683.71,2980000,596,73.0698,596
31.853,217.45,-97488.6953125,770.15,2985000,597,74.4268,597
31.0534,310.27,-97590.3515625,660.71,2990000,598,73.6622,598
30.5755,238.43,-97125.7890625,619.37,2995000,599,72.683,599
