Real Sto Return,Itration,Running Reverse KL,Real Det Return,Running Forward KL
4220.03,89,123.3691,3506.43,316.9369
4699.33,90,118.7949,4443.1,322.8465
4366.76,91,143.2823,5092.65,327.2165
4083.76,92,142.8753,2310.25,330.027
4809.22,93,128.2895,4965.59,323.4828
4724.61,94,130.9911,4768.9,322.4705
5069.62,95,124.2253,4736.58,315.8832
3905.16,96,117.6576,3205.65,323.8874
4289.05,97,137.5594,4911.02,324.81
4854.58,98,113.0269,4499.75,323.1587
5044.13,99,125.4929,3092.23,324.8415
5005.23,100,118.8629,4836.67,322.1344
4881.27,101,115.593,4964.52,315.6714
4664.99,102,120.3868,5040.26,318.9637
4783.68,103,119.672,1931.55,315.5419
4801.98,104,115.7417,4985.12,321.7088
4829.86,105,142.4092,5186.53,320.0966
5058.28,106,125.1867,4957.29,320.1761
4665.67,107,122.1244,4642.1,325.4557
4924.72,108,124.8797,5063.3,325.4265
4880.87,109,129.0872,4018.9,323.3683
4755.65,110,136.1856,4964.75,323.989
4596.24,111,113.1242,1891.29,319.7555
3578.69,112,135.5906,4032.24,315.3118
4657.78,113,131.6726,1684.95,324.2723
4858.8,114,116.2987,5068.42,319.649
5023.38,115,115.3838,5172.18,320.854
4906.8,116,127.8453,4926.8,322.8423
4846.84,117,111.7458,4773.86,320.6337
5054.99,118,115.2843,5170.27,318.4441
5038.93,119,115.0141,4921.29,322.5647
5040.47,120,119.4712,5145.81,320.6393
4960.65,121,115.9702,5109.47,318.6073
5060.63,122,117.6975,4921.88,320.2191
5051.2,123,106.3906,4224.34,315.2368
4968.53,124,106.3818,5162.07,313.155
4674.23,125,115.2081,4217.34,316.6725
4917.47,126,118.1001,4729.92,316.8756
4953.82,127,112.7952,4135.07,317.6574
4909.03,128,126.7322,5139.12,320.9611
4763.42,129,118.2041,4927.35,321.1959
5016.36,130,104.6769,5104.51,314.5493
4708.05,131,117.2217,4577.98,317.3363
4886.17,132,110.591,5022.07,318.0632
4971.02,133,115.3067,5031.2,319.6941
3733.53,134,142.3716,1942.33,323.2439
4854.63,135,146.8456,3040.24,320.6774
4754.99,136,104.72,4873.23,318.0129
4793.57,137,113.7149,4692.42,319.3783
5005.97,138,119.5972,4911.64,321.5742
4736.49,139,112.7437,4951.83,320.3791
4938.02,140,104.431,4752.42,318.183
5021.73,141,106.3287,4732.38,312.7269
4997.81,142,109.2965,4598.01,318.1035
5037.21,143,113.6038,4892.34,319.7317
4898.84,144,109.632,4048.47,318.3309
4962.48,145,103.4011,4984.54,317.2669
5057.5,146,106.3731,4951.06,316.9396
5045.97,147,112.5229,5151.21,318.3092
5029.66,148,116.4401,4819.25,319.9422
4931.39,149,127.7886,4967.15,327.4269
4967.69,150,113.1576,5058.78,324.3138
5012.85,151,116.6789,5089.26,324.6277
4751.66,152,119.9187,4867.13,316.189
4801.83,153,111.403,5153.34,316.5786
5020.41,154,112.2394,5104.41,314.9874
4565.79,155,120.048,1724.35,322.2445
4957.04,156,102.7501,5121.77,322.0587
4495.37,157,106.2249,1707.7,318.4579
4622.41,158,129.1824,3744.59,320.4766
4742.62,159,107.2636,3851.95,314.5394
4883.23,160,100.178,5137.69,311.9169
4813.25,161,98.3489,3278.7,309.9009
5091.67,162,104.6948,4937.11,314.2479
5078.66,163,109.0862,3023.92,315.4898
4822.88,164,100.9376,5108.15,312.6582
5061.73,165,109.403,5188.25,317.2427
4919.9,166,121.3424,4574.17,320.7099
4901.69,167,97.7789,5114.59,310.7872
5077.63,168,100.942,5178.4,314.0861
4824.12,169,111.6269,5006.5,311.177
5095.41,170,109.8882,5166.38,319.584
4661.91,171,106.6181,5130.62,313.6775
4866.74,172,111.4182,5132.8,314.1252
5063.13,173,97.8382,5116.35,308.8786
5082.2,174,118.8364,5143.34,322.9733
4413.84,175,109.0709,4934.32,315.9486
5061.6,176,116.7717,4965.84,321.6347
5021.88,177,105.0463,5113.29,316.8834
4131.54,178,130.1461,5139.87,328.0041
4679.36,179,113.3196,4949.61,318.3473
5132.43,180,114.7627,5207.61,318.9682
4773.84,181,88.313,5178.49,302.9354
5056.65,182,105.8251,4945.26,316.7964
4970.62,183,110.9059,5137.53,315.5248
5109.78,184,104.9693,4816.2,312.262
5129.19,185,116.8945,5213.8,314.7655
5013.07,186,106.8974,5021.63,313.8423
4370.95,187,109.5521,5134.03,319.7465
4785.81,188,110.4282,5158.53,325.2571
5003.82,189,106.8875,5134.65,316.0299
4786.58,190,120.1585,5185.29,315.9381
5079.24,191,105.5502,5163.9,314.835
5049.13,192,108.506,5143.79,317.0514
5074.64,193,121.27,5131.17,330.7696
4770.85,194,115.1659,5146.19,321.1853
5083.89,195,109.7497,5148.61,317.4815
5038.58,196,105.9963,5123.98,320.0929
5093.29,197,105.825,5184.1,315.9481
5038.15,198,107.4578,5156.54,314.2885
4607.6,199,93.759,5111.72,307.3532
5046.61,200,96.5316,5164.95,313.1306
4770.37,201,115.8734,4814.63,321.5407
5082.28,202,104.9036,5156.66,317.357
5064.91,203,102.5991,5161.46,317.3488
4995.11,204,104.1047,5157.6,316.2573
4993.27,205,110.7274,5115.89,318.5512
4908.57,206,102.6103,5128.25,315.3879
4058.98,207,133.0962,3540.01,322.0103
5071.73,208,114.6092,5111.66,317.0344
4869.68,209,105.9826,5131.65,316.319
4906.98,210,118.1119,5130.55,320.5254
5035.62,211,105.2125,5087.23,319.3256
4836.85,212,117.1645,5089.91,317.8399
5030.79,213,101.0664,5113.19,315.3815
4834.35,214,102.574,5083.69,312.8073
4565.76,215,100.8954,4892.57,318.9432
4995.83,216,109.5919,5082.4,319.8434
5002.34,217,115.4556,3573.52,320.9752
4971.8,218,96.0859,5038.82,311.6954
4517.03,219,125.4659,3487.6,317.3252
3385.1,220,130.5777,4154.14,322.6518
4665.6,221,112.4217,5186.46,320.4505
4123.36,222,108.8432,4843.56,318.9035
