Running Forward KL,Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss,Running Update Time,Itration,Real Det Return
348.8143,873.83,259.9432,185000,-8118.54345703125,37,37,849.81
360.9866,1088.19,236.0211,190000,-7060.66162109375,38,38,642.42
350.2761,1344.9,216.2262,195000,-6058.58544921875,39,39,802.99
323.6594,1377.43,210.1157,200000,-6751.05029296875,40,40,633.58
316.6482,1813.75,210.1938,205000,-7466.7333984375,41,41,899.4
316.2417,1468.75,211.4141,210000,-7244.90625,42,42,935.64
344.6115,1229.85,248.14,215000,-8432.80859375,43,43,759.07
301.9082,1908.35,182.1109,220000,-6831.9580078125,44,44,1187.54
328.4031,1732.72,259.4577,225000,-9212.712890625,45,45,887.18
306.7858,2289.88,198.5501,230000,-6799.7412109375,46,46,1976.46
334.8838,2201.06,232.9299,235000,-8219.970703125,47,47,1032.07
305.3346,2003.87,198.1105,240000,-7182.0224609375,48,48,880.3
298.2513,2250.35,143.8267,245000,-4644.59521484375,49,49,1368.01
304.4907,2658.4,183.9548,250000,-7094.8505859375,50,50,1812.13
323.2253,2186.68,189.4519,255000,-6580.79296875,51,51,1154.61
341.3587,1478.82,236.1087,260000,-7792.873046875,52,52,589.77
310.4098,2854.8,180.2609,265000,-6999.85595703125,53,53,1750.49
302.8739,2364.26,166.4763,270000,-6547.5498046875,54,54,1003.17
301.9135,2508.6,168.6408,275000,-6288.85888671875,55,55,1722.96
292.5374,3969.04,162.483,280000,-6030.32470703125,56,56,1895.89
292.7357,2093.8,170.3349,285000,-6981.9287109375,57,57,3485.07
265.4923,3997.93,98.0275,290000,-2914.235107421875,58,58,2316.46
268.1843,3513.16,95.7538,295000,-2494.810546875,59,59,1528.62
279.0339,4475.79,118.9458,300000,-3687.554443359375,60,60,2229.63
267.5661,3879.36,111.8527,305000,-3825.797607421875,61,61,4654.27
277.3088,3488.64,102.7388,310000,-3068.46240234375,62,62,3669.93
275.1968,4566.13,120.8236,315000,-3817.15625,63,63,3144.69
305.1494,2200.21,225.1935,320000,-8826.876953125,64,64,1535.2
269.3591,4829.77,123.6986,325000,-4257.2685546875,65,65,2929.52
254.5017,4791.19,81.7372,330000,-1777.474365234375,66,66,3213.62
258.2532,4764.97,96.046,335000,-2740.260498046875,67,67,1204.18
276.4845,3287.57,121.4101,340000,-4609.0439453125,68,68,2448.86
273.0731,2708.44,114.7554,345000,-4360.10400390625,69,69,3569.92
249.5367,4917.47,59.1874,350000,-1590.23095703125,70,70,2711.93
259.5109,3670.94,81.9947,355000,-2854.481689453125,71,71,4165.39
267.6397,4753.92,101.2798,360000,-3919.039306640625,72,72,2637.64
267.7768,4731.46,68.1862,365000,-1458.506591796875,73,73,3464.48
269.1266,4678.79,82.7588,370000,-3058.236083984375,74,74,4919.39
267.3225,4999.02,65.9417,375000,-2058.546630859375,75,75,4414.96
259.9125,4875.95,62.848,380000,-1866.57958984375,76,76,2641.04
266.1349,4556.7,67.2367,385000,-2237.40771484375,77,77,4504.68
283.5969,4172.1,135.9818,390000,-6711.7578125,78,78,4021.08
282.3142,3136.67,131.1238,395000,-5362.64990234375,79,79,1152.08
275.7637,4446.98,137.7748,400000,-6063.9736328125,80,80,2407.1
278.8063,4026.54,91.7355,405000,-3592.213623046875,81,81,2851.15
261.8992,5017.7,63.2877,410000,-2253.165283203125,82,82,3521.84
264.6193,4090.02,76.7176,415000,-2215.0712890625,83,83,1729.37
271.2412,4476.06,91.5967,420000,-3875.4375,84,84,2278.82
299.8677,2175.82,186.9688,425000,-8251.716796875,85,85,1892.04
259.4289,4896.59,53.2889,430000,-2370.11328125,86,86,2985.99
261.2137,4781.9,57.6825,435000,-2903.763671875,87,87,3659.73
283.9967,3289.9,150.2538,440000,-7095.0888671875,88,88,870.33
255.9449,4336.78,60.0626,445000,-3553.07958984375,89,89,4019.47
260.0697,4730.56,69.3456,450000,-3301.358154296875,90,90,3032.43
255.4928,4758.63,69.1827,455000,-3561.36572265625,91,91,522.89
265.2055,4611.4,120.921,460000,-6149.88916015625,92,92,1636.5
258.5468,4561.71,72.8816,465000,-4104.14599609375,93,93,1640.46
254.1295,3525.07,69.386,470000,-3937.41357421875,94,94,1021.77
249.8359,4617.92,71.3799,475000,-4059.87646484375,95,95,2113.22
248.8516,3883.7,49.1575,480000,-3350.3994140625,96,96,1564.25
253.462,4228.11,59.1716,485000,-3839.973388671875,97,97,2760.85
271.6554,3798.61,107.9845,490000,-5233.9052734375,98,98,1926.68
249.9109,4517.18,73.4716,495000,-4273.060546875,99,99,1505.58
246.6317,4275.25,59.0636,500000,-3888.925048828125,100,100,1685.41
246.3478,3429.76,57.6887,505000,-3866.1708984375,101,101,959.12
242.9349,4400.48,49.1585,510000,-3289.5498046875,102,102,2625.63
243.9211,4954.58,55.1621,515000,-4046.474853515625,103,103,2055.31
253.0306,4555.02,61.8072,520000,-4082.25048828125,104,104,3311.47
239.4015,4155.32,45.8692,525000,-3650.904296875,105,105,5090.22
241.2141,3863.14,59.3954,530000,-4098.12548828125,106,106,2075.16
240.6459,3764.31,49.9707,535000,-3963.70947265625,107,107,2445.97
240.9369,5041.61,40.7415,540000,-3524.800537109375,108,108,4656.79
246.6601,4627.25,41.6942,545000,-3794.861572265625,109,109,2958.54
260.1785,3871.77,105.6206,550000,-5993.1318359375,110,110,2796.55
242.7399,4867.59,42.449,555000,-3659.84326171875,111,111,2886.33
242.5262,4937.48,47.9826,560000,-3856.9931640625,112,112,3916.89
242.7028,5058.71,55.0036,565000,-4613.7763671875,113,113,5160.32
251.7448,4627.25,67.6066,570000,-5520.298828125,114,114,2656.03
248.6255,4863.26,64.4228,575000,-5074.18798828125,115,115,4955.51
240.4276,5034.83,42.1248,580000,-3272.34423828125,116,116,5178.89
244.1382,4720.12,86.2102,585000,-5965.2998046875,117,117,4980.22
234.7519,5002.54,39.0028,590000,-4159.392578125,118,118,4028.22
248.4296,5070.57,73.4242,595000,-4726.15478515625,119,119,4300.31
243.0917,4852.86,55.1388,600000,-5166.6357421875,120,120,4857.27
242.8884,4261.87,73.0597,605000,-5736.9033203125,121,121,5029.4
237.7726,4281.08,41.6769,610000,-4593.43212890625,122,122,4182.93
267.767,3606.27,119.1932,615000,-8015.533203125,123,123,4860.74
231.9822,4778.6,44.3024,620000,-4809.26220703125,124,124,4267.24
242.6465,5059.83,62.7418,625000,-5765.5263671875,125,125,5056.38
228.5247,4914.33,43.2191,630000,-4515.841796875,126,126,921.4
237.166,4910.11,50.7319,635000,-5030.7529296875,127,127,3227.45
235.1628,5211.51,49.6718,640000,-4835.576171875,128,128,5092.22
244.7691,4323.51,47.579,645000,-5576.08447265625,129,129,5115.57
230.2747,5107.95,42.627,650000,-5045.2470703125,130,130,4858.23
237.0276,4977.83,60.0156,655000,-5366.95751953125,131,131,4952.3
235.0546,5187.68,55.346,660000,-5189.8232421875,132,132,2007.2
237.5247,4374.04,47.7077,665000,-4963.20703125,133,133,2895.58
249.3412,4706.68,103.409,670000,-6785.4091796875,134,134,3940.79
235.2961,5125.63,44.3916,675000,-5216.24609375,135,135,5172.05
240.9362,4692.97,56.4563,680000,-5507.12939453125,136,136,4748.63
247.4795,3627.8,98.9044,685000,-7043.26416015625,137,137,2936.54
235.9511,4935.32,48.0006,690000,-5216.43701171875,138,138,4611.32
232.4164,5119.89,42.5746,695000,-5346.11962890625,139,139,3398.26
238.7565,4579.96,50.4018,700000,-5817.84423828125,140,140,4379.05
230.856,5180.14,44.3313,705000,-5142.60302734375,141,141,5217.76
226.4047,5198.19,34.5183,710000,-4568.568359375,142,142,4815.28
226.5887,5222.31,38.6001,715000,-4849.501953125,143,143,5298.15
230.8139,4384.36,52.8203,720000,-5785.93603515625,144,144,4661.62
246.3038,4858.6,73.3096,725000,-7422.203125,145,145,4505.11
233.815,4945.21,38.876,730000,-5855.1552734375,146,146,2775.44
240.9752,4393.13,58.6263,735000,-7081.19189453125,147,147,4801.65
242.9632,3535.44,70.6669,740000,-6903.072265625,148,148,4878.45
229.3727,5303.51,44.7221,745000,-5014.486328125,149,149,5378.59
232.1291,5245.21,44.1613,750000,-6092.5205078125,150,150,5266.96
234.2273,5115.61,38.9511,755000,-5718.8818359375,151,151,4588.66
244.2785,4984.17,46.6743,760000,-6756.34228515625,152,152,5035.42
249.9552,5011.74,50.2492,765000,-7315.482421875,153,153,3216.59
237.2917,4621.53,52.2769,770000,-6575.46826171875,154,154,5353.47
232.6386,5046.6,50.9352,775000,-6009.7646484375,155,155,5359.21
226.736,5306.64,35.0073,780000,-5582.58984375,156,156,5342.5
224.161,5267.37,38.015,785000,-5780.513671875,157,157,5190.96
221.2244,5361.22,35.1158,790000,-5064.90625,158,158,4724.35
226.9246,5246.05,39.6363,795000,-5435.68798828125,159,159,5312.59
223.7623,5224.55,30.3128,800000,-5980.14501953125,160,160,5335.79
227.6112,5275.35,39.9363,805000,-5854.158203125,161,161,5337.78
227.9184,5061.61,34.9224,810000,-6352.80810546875,162,162,5345.31
226.9776,5196.45,40.9478,815000,-6746.76611328125,163,163,5256.08
226.5116,5087.98,30.8543,820000,-5963.92529296875,164,164,5339.17
223.3902,5278.72,36.7855,825000,-6090.08935546875,165,165,5382.23
228.4615,5284.36,37.888,830000,-6561.0322265625,166,166,5349.42
232.875,4902.87,45.0869,835000,-6607.26318359375,167,167,5312.64
234.292,5084.84,43.4794,840000,-6754.4169921875,168,168,5272.05
233.6034,5147.01,42.011,845000,-6753.54638671875,169,169,4214.19
224.9154,5266.91,37.4049,850000,-6046.8134765625,170,170,5282.18
226.3439,5285.73,35.5311,855000,-6704.44287109375,171,171,4879.4
226.5581,5117.02,36.0637,860000,-6425.80859375,172,172,5259.07
224.6681,5224.24,34.5556,865000,-6632.5859375,173,173,1197.62
230.8023,5083.81,40.9618,870000,-6203.29931640625,174,174,5175.14
293.9472,1731.1,238.0832,875000,-13214.107421875,175,175,2011.19
227.9987,5265.91,38.5149,880000,-6702.60302734375,176,176,5029.05
225.2879,5287.6,36.9628,885000,-6870.849609375,177,177,5342.78
231.3213,5188.97,40.4397,890000,-7059.82666015625,178,178,5189.52
229.7298,5309.91,39.3431,895000,-7344.0791015625,179,179,5397.26
229.2568,5211.54,39.8416,900000,-6984.34130859375,180,180,4224.06
232.9527,5064.11,56.5525,905000,-7986.47216796875,181,181,5360.14
231.5447,5168.45,37.9882,910000,-6757.9189453125,182,182,4989.1
237.367,5137.01,49.3493,915000,-7910.7294921875,183,183,5230.71
232.1677,5165.0,42.6515,920000,-8120.9375,184,184,5241.56
226.3552,5252.56,40.0844,925000,-7596.44580078125,185,185,5158.1
228.6302,5239.75,35.0195,930000,-7364.24853515625,186,186,5166.05
231.4143,5287.44,42.8063,935000,-7515.39013671875,187,187,5213.47
229.5467,5305.42,39.663,940000,-7343.91845703125,188,188,5387.64
224.276,4964.85,32.8738,945000,-7232.01416015625,189,189,5343.62
232.7237,5047.45,46.4838,950000,-8459.751953125,190,190,5191.11
234.0524,5037.41,54.6761,955000,-8473.607421875,191,191,5266.21
221.0209,5274.88,31.6377,960000,-7374.43603515625,192,192,5340.73
228.2023,5186.87,35.1317,965000,-7194.736328125,193,193,5456.02
225.5622,5149.8,52.4526,970000,-8111.18505859375,194,194,5238.2
230.9524,5107.13,38.1969,975000,-7750.9697265625,195,195,5316.69
225.4751,5259.73,36.0068,980000,-8305.08203125,196,196,5352.06
229.9998,4904.84,37.1043,985000,-8028.521484375,197,197,5262.12
223.195,5273.08,36.4345,990000,-8195.173828125,198,198,5373.72
226.3633,5295.72,38.3655,995000,-8963.2421875,199,199,5157.65
224.5248,5310.78,45.4345,1000000,-8503.87109375,200,200,5236.25
226.8392,5267.87,36.1648,1005000,-8856.833984375,201,201,5281.65
224.4236,5304.03,35.5619,1010000,-8582.798828125,202,202,1985.58
239.7478,4660.7,94.818,1015000,-10640.38671875,203,203,3172.07
231.6,5271.81,44.4655,1020000,-9427.6845703125,204,204,4167.09
227.0072,5215.67,33.9624,1025000,-8965.345703125,205,205,5256.76
228.3623,5079.68,38.8875,1030000,-9345.8203125,206,206,5277.97
232.9947,5119.7,43.337,1035000,-9442.6845703125,207,207,5175.41
235.5558,4845.5,53.7071,1040000,-9804.5263671875,208,208,4769.71
225.7757,5335.85,40.6298,1045000,-9520.748046875,209,209,2880.15
225.7833,5260.27,39.2278,1050000,-9173.8291015625,210,210,3890.21
225.1425,5344.19,38.5437,1055000,-9303.5517578125,211,211,4563.79
227.4702,5206.29,37.2616,1060000,-9527.919921875,212,212,5176.41
238.3002,5182.75,60.7101,1065000,-10773.9521484375,213,213,3022.06
235.4408,5280.54,58.2129,1070000,-10852.2548828125,214,214,3392.44
239.7428,4017.61,77.8131,1075000,-11153.912109375,215,215,3159.11
247.8652,4854.65,72.407,1080000,-10976.1435546875,216,216,2274.73
245.2956,3699.49,64.7542,1085000,-11585.4609375,217,217,4487.16
227.1798,5306.85,40.6963,1090000,-10688.8681640625,218,218,5375.43
225.8378,4478.09,40.0689,1095000,-10727.6806640625,219,219,4640.08
226.3231,5314.96,32.8431,1100000,-10484.5888671875,220,220,4473.3
228.4524,5364.41,40.2445,1105000,-10940.931640625,221,221,5212.72
225.4323,5159.52,37.9184,1110000,-10670.16796875,222,222,5489.77
244.397,4854.9,101.3757,1115000,-12608.0302734375,223,223,4266.03
245.8726,4511.16,99.8467,1120000,-12168.2880859375,224,224,2541.06
230.2966,5117.78,63.2613,1125000,-11849.8212890625,225,225,3541.33
252.9775,4428.35,126.1787,1130000,-12817.7353515625,226,226,2519.87
231.0594,4484.38,61.9275,1135000,-11774.7578125,227,227,5038.46
240.6277,4853.67,91.5868,1140000,-12578.5576171875,228,228,4861.88
239.0292,4925.65,70.758,1145000,-11841.1640625,229,229,5555.52
236.8659,4055.69,74.4955,1150000,-11201.6318359375,230,230,4744.12
235.8353,5063.1,76.2469,1155000,-12079.5849609375,231,231,3541.91
224.2007,5152.09,33.866,1160000,-11535.390625,232,232,3683.95
233.3915,4779.97,44.7496,1165000,-11641.06640625,233,233,4556.01
226.6548,5227.23,38.0895,1170000,-11929.70703125,234,234,4110.8
250.695,3697.11,93.832,1175000,-12903.9638671875,235,235,2026.02
230.7847,4556.69,37.7982,1180000,-11633.1064453125,236,236,4790.25
244.0937,3470.2,81.093,1185000,-13135.203125,237,237,2070.8
230.765,3972.24,39.1444,1190000,-12412.361328125,238,238,5386.3
253.1287,3851.91,110.1285,1195000,-13444.525390625,239,239,2459.18
273.768,3033.88,189.2003,1200000,-14483.7490234375,240,240,1270.15
264.554,3342.85,149.1093,1205000,-14358.166015625,241,241,983.53
251.6971,3573.92,106.3789,1210000,-13997.384765625,242,242,1483.12
255.4527,3630.85,125.7463,1215000,-14457.2958984375,243,243,2176.09
248.7721,3097.03,96.8274,1220000,-13473.337890625,244,244,4216.49
253.5347,3706.02,96.3568,1225000,-13852.9951171875,245,245,3203.12
282.838,1935.8,184.9295,1230000,-14931.5908203125,246,246,656.01
258.264,1994.78,123.7138,1235000,-14527.5146484375,247,247,1171.65
249.6445,2799.69,116.5615,1240000,-14109.6689453125,248,248,1446.0
240.6043,3326.17,78.0134,1245000,-13338.443359375,249,249,1181.22
258.1336,2567.02,121.78,1250000,-14379.7607421875,250,250,989.82
240.1456,3685.28,95.9586,1255000,-13846.2216796875,251,251,5225.23
246.3461,4665.35,94.108,1260000,-14279.712890625,252,252,3227.62
240.5739,4260.63,75.8981,1265000,-13501.537109375,253,253,3481.94
251.5255,2969.18,101.9263,1270000,-14164.408203125,254,254,1802.5
269.111,3677.3,131.3972,1275000,-14596.0439453125,255,255,1453.78
253.5008,4900.62,82.6477,1280000,-14026.189453125,256,256,2118.39
262.4583,4256.78,93.0948,1285000,-14975.1357421875,257,257,4728.33
275.6763,3353.52,137.6592,1290000,-15571.953125,258,258,4716.3
296.3898,2645.03,161.5724,1295000,-15743.4384765625,259,259,2539.83
287.9964,2322.41,131.3861,1300000,-15735.2158203125,260,260,1090.27
269.3333,3382.91,97.6083,1305000,-15449.2744140625,261,261,2261.17
284.5591,3407.76,131.6873,1310000,-15410.72265625,262,262,1887.53
292.2176,1954.57,190.3527,1315000,-14430.537109375,263,263,2962.08
273.3124,4391.35,116.4474,1320000,-14827.6005859375,264,264,5268.8
245.5031,4813.68,67.0637,1325000,-13823.875,265,265,5199.12
256.2228,4787.56,83.9338,1330000,-15031.9892578125,266,266,4781.14
253.5973,4712.94,96.1228,1335000,-14975.2001953125,267,267,4329.65
282.2991,4221.25,116.196,1340000,-15406.7666015625,268,268,3671.02
257.578,4426.62,114.6392,1345000,-14869.9873046875,269,269,3997.46
274.8886,2891.98,109.4031,1350000,-14735.9755859375,270,270,2453.46
304.4375,2431.73,161.1241,1355000,-14663.015625,271,271,3873.67
265.1859,4167.66,118.2934,1360000,-14956.796875,272,272,3793.52
286.8884,4766.43,130.3304,1365000,-15403.666015625,273,273,4564.52
278.9483,4204.75,119.985,1370000,-14234.5732421875,274,274,3825.33
285.5122,4087.81,103.4193,1375000,-14337.8623046875,275,275,4211.56
291.7888,4209.02,129.8475,1380000,-14407.9736328125,276,276,4759.49
297.148,3189.91,169.3739,1385000,-14604.6005859375,277,277,2941.08
272.3873,4673.71,103.7618,1390000,-14918.0830078125,278,278,4819.2
279.7937,4009.08,134.0415,1395000,-15488.6767578125,279,279,3865.09
289.0686,4256.27,136.5307,1400000,-15129.6064453125,280,280,4048.2
300.421,3440.47,149.4009,1405000,-15179.216796875,281,281,2595.69
298.4027,3400.29,159.7716,1410000,-14479.7265625,282,282,3466.6
338.8523,2993.49,158.6129,1415000,-16252.265625,283,283,3248.22
285.482,4791.7,123.7481,1420000,-16165.599609375,284,284,4050.95
296.5668,4723.23,123.7691,1425000,-17246.375,285,285,4568.54
295.6408,4365.02,118.3174,1430000,-16997.806640625,286,286,4859.31
320.1692,4643.2,154.0713,1435000,-16600.919921875,287,287,4659.6
300.2168,4282.86,129.4917,1440000,-16102.044921875,288,288,4592.86
314.1769,3280.62,154.3036,1445000,-16260.314453125,289,289,4341.22
336.0737,3923.74,161.2308,1450000,-17103.181640625,290,290,3563.25
295.3901,4843.07,191.3917,1455000,-16834.76171875,291,291,4814.86
325.236,3779.16,175.2029,1460000,-17231.62109375,292,292,4077.85
339.09,4441.2,194.0192,1465000,-16315.7001953125,293,293,3560.22
330.3507,4436.53,189.36,1470000,-16498.029296875,294,294,4661.26
309.1767,4658.4,212.2279,1475000,-16667.34765625,295,295,4647.43
326.4504,4146.41,155.9472,1480000,-17040.66796875,296,296,4750.75
329.1644,4665.85,170.6102,1485000,-16631.19140625,297,297,4234.05
327.0564,4309.59,165.3234,1490000,-16595.57421875,298,298,4754.64
342.2875,4079.23,139.0128,1495000,-17384.216796875,299,299,3877.94
331.353,3333.75,155.366,1500000,-16375.7529296875,300,300,2705.39
335.1583,4237.93,168.1832,1505000,-17559.76953125,301,301,4759.11
406.612,2685.13,309.2927,1510000,-14401.5732421875,302,302,2492.87
384.5614,2850.67,230.1541,1515000,-16345.1865234375,303,303,3323.03
404.5551,3063.01,257.4899,1520000,-16595.42578125,304,304,3032.14
384.5945,2400.23,211.5848,1525000,-17344.05859375,305,305,2388.94
339.2671,3875.9,177.0952,1530000,-16512.4296875,306,306,4877.07
365.9787,3672.39,173.1642,1535000,-16874.505859375,307,307,4368.99
356.0703,3664.85,198.7983,1540000,-16345.927734375,308,308,3396.5
381.4097,2428.23,277.4642,1545000,-16179.20703125,309,309,1663.35
350.8941,2810.95,213.3691,1550000,-15864.248046875,310,310,1964.85
439.243,945.72,439.3114,1555000,-15567.861328125,311,311,920.66
384.7255,921.01,475.3998,1560000,-16591.5,312,312,1577.91
411.8204,789.7,487.1477,1565000,-16299.484375,313,313,747.86
408.5448,691.83,366.6855,1570000,-15460.0244140625,314,314,737.68
419.5687,758.06,376.5903,1575000,-15263.1337890625,315,315,355.43
409.7481,535.0,373.9018,1580000,-17103.341796875,316,316,395.57
412.1778,400.24,371.5211,1585000,-17002.955078125,317,317,915.97
414.5518,990.38,774.3138,1590000,-16771.572265625,318,318,637.97
378.2618,2736.65,218.9182,1595000,-17182.087890625,319,319,3238.04
381.0448,1865.48,352.3894,1600000,-15626.72265625,320,320,2096.31
356.2833,3834.99,313.4758,1605000,-17777.826171875,321,321,3975.84
369.459,2495.07,449.2603,1610000,-17031.13671875,322,322,2388.51
355.341,2023.39,292.0152,1615000,-17190.185546875,323,323,2170.3
375.3386,1489.14,384.7924,1620000,-17812.099609375,324,324,925.93
445.6114,406.34,409.0702,1625000,-17917.533203125,325,325,476.34
435.9315,435.63,375.3917,1630000,-17354.716796875,326,326,596.15
441.4154,285.59,427.0114,1635000,-18104.158203125,327,327,509.32
589.2124,164.36,935.4434,1640000,-17805.0,328,328,167.6
460.8143,383.32,674.0871,1645000,-17349.28515625,329,329,281.85
624.0993,138.14,976.6784,1650000,-16905.900390625,330,330,133.75
488.8813,319.44,771.2387,1655000,-17363.01953125,331,331,290.4
509.5895,183.78,711.5658,1660000,-18248.794921875,332,332,186.49
497.5584,221.63,795.117,1665000,-17902.396484375,333,333,240.59
495.0297,291.05,930.9174,1670000,-17938.255859375,334,334,285.44
504.9134,293.5,1049.7921,1675000,-17179.439453125,335,335,301.51
494.6241,265.57,1188.4005,1680000,-18539.712890625,336,336,295.69
537.6237,162.62,862.6893,1685000,-19346.2109375,337,337,157.91
645.9649,89.07,664.6536,1690000,-18913.0625,338,338,88.81
640.8433,91.46,1520.9032,1695000,-19331.994140625,339,339,91.65
652.4754,96.61,1874.4488,1700000,-19205.748046875,340,340,96.72
664.7349,116.5,742.2668,1705000,-18871.529296875,341,341,116.44
605.0499,126.24,1227.499,1710000,-19530.61328125,342,342,126.32
517.8125,204.47,1248.3707,1715000,-19457.46875,343,343,204.36
731.4772,179.58,1174.6911,1720000,-19580.4140625,344,344,181.68
567.2685,223.12,1175.4086,1725000,-19571.4140625,345,345,222.31
545.3907,274.79,2233.2657,1730000,-17621.7578125,346,346,270.51
509.5005,470.3,1101.5549,1735000,-18087.658203125,347,347,494.88
513.3344,436.98,376.8016,1740000,-16238.203125,348,348,439.94
499.2887,505.53,648.6824,1745000,-17929.2890625,349,349,496.55
530.5375,301.97,808.0616,1750000,-19267.9609375,350,350,300.97
535.8918,261.23,604.4173,1755000,-18570.041015625,351,351,261.11
564.8078,248.12,367.4782,1760000,-13700.9580078125,352,352,249.1
583.9067,250.85,846.8919,1765000,-16977.2890625,353,353,249.36
578.3924,326.45,738.6624,1770000,-16790.896484375,354,354,328.72
540.1688,253.06,313.9033,1775000,-15151.814453125,355,355,253.15
543.4299,253.84,305.4611,1780000,-16263.173828125,356,356,254.07
526.1089,297.51,318.6282,1785000,-17789.013671875,357,357,299.3
517.1962,352.33,601.1945,1790000,-17327.51953125,358,358,351.26
510.2993,347.85,367.0201,1795000,-17271.021484375,359,359,346.51
510.5705,321.4,317.0993,1800000,-16426.57421875,360,360,322.47
497.7444,322.91,316.3153,1805000,-16510.251953125,361,361,322.83
494.4344,315.38,317.367,1810000,-17122.08203125,362,362,317.62
509.5145,322.38,341.4457,1815000,-17940.380859375,363,363,322.4
507.9332,501.06,610.9762,1820000,-17149.849609375,364,364,506.16
497.4342,483.47,390.7052,1825000,-16104.421875,365,365,466.49
532.6043,152.87,381.2031,1830000,-15513.7998046875,366,366,153.89
499.5432,358.79,908.2176,1835000,-16397.359375,367,367,391.08
504.5073,335.27,577.1137,1840000,-16244.5888671875,368,368,328.29
481.4682,368.78,502.1384,1845000,-16270.2294921875,369,369,452.29
478.697,300.25,528.4901,1850000,-14873.009765625,370,370,310.32
596.5532,146.9,493.5993,1855000,-15458.3642578125,371,371,139.77
482.7629,416.57,431.1861,1860000,-15482.978515625,372,372,392.13
487.0617,281.34,463.9155,1865000,-16781.90234375,373,373,361.24
517.0941,193.06,942.3456,1870000,-18509.046875,374,374,214.29
508.1766,226.72,644.8806,1875000,-16912.169921875,375,375,251.55
527.6069,170.69,470.3629,1880000,-18217.490234375,376,376,176.26
654.8793,100.97,420.4769,1885000,-18546.951171875,377,377,103.19
609.7878,108.39,486.2818,1890000,-17781.41796875,378,378,110.65
610.5959,90.47,607.424,1895000,-15814.736328125,379,379,88.87
665.8136,85.34,489.392,1900000,-18176.46484375,380,380,85.01
634.3197,84.83,409.7875,1905000,-18964.55078125,381,381,84.95
642.1767,84.35,443.0709,1910000,-18541.142578125,382,382,98.19
672.1159,86.99,1645.5514,1915000,-19369.521484375,383,383,87.39
635.0236,88.97,688.0641,1920000,-19288.28125,384,384,89.51
687.5987,83.93,1647.3305,1925000,-19144.33984375,385,385,83.42
607.5721,110.99,458.0498,1930000,-18713.515625,386,386,121.83
691.7,82.18,635.2445,1935000,-19504.05078125,387,387,81.75
607.8662,137.24,538.6135,1940000,-18759.349609375,388,388,134.75
639.5576,85.65,635.72,1945000,-19302.037109375,389,389,86.03
608.8683,142.43,656.4219,1950000,-19314.158203125,390,390,122.8
611.0023,126.48,634.4931,1955000,-18978.4453125,391,391,124.68
603.9362,85.8,587.2576,1960000,-19236.83984375,392,392,86.1
613.3404,136.6,1241.5935,1965000,-18771.5078125,393,393,164.19
623.0299,94.94,513.6197,1970000,-19034.25,394,394,87.61
