Running Forward KL,Itration,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss,Real Sto Return,Real Det Return
108.0369,393,179.851,393,1965000,-43304.4140625,-1270.4,-1197.25
130.9892,394,513.1512,394,1970000,-53411.6484375,-1963.51,-1968.67
119.044,395,488.4264,395,1975000,-53534.96484375,-1480.38,-1442.52
132.069,396,447.4544,396,1980000,-54252.15234375,-1393.23,-1479.38
130.5982,397,470.4402,397,1985000,-54936.01953125,-1257.81,-1290.27
131.5348,398,444.9299,398,1990000,-54916.58984375,-1391.24,-1342.99
130.2261,399,442.614,399,1995000,-55835.2734375,-1416.44,-1463.79
93.0031,400,393.732,400,2000000,-51228.34765625,-945.08,-784.56
90.3514,401,407.9647,401,2005000,-48640.2265625,-262.92,-250.12
113.3379,402,540.0787,402,2010000,-53387.5703125,-2194.03,-2047.82
134.8209,403,422.0552,403,2015000,-57910.8828125,-1844.85,-1870.6
123.3375,404,446.7278,404,2020000,-57745.81640625,-1081.12,-1138.33
134.7669,405,440.2136,405,2025000,-58995.82421875,-1281.29,-1298.05
130.7007,406,412.3295,406,2030000,-59957.15625,-854.19,-855.84
130.032,407,385.1126,407,2035000,-58094.28125,-885.79,-877.13
102.4403,408,380.6137,408,2040000,-56679.15625,-1424.98,-1495.47
85.9148,409,270.3563,409,2045000,-50840.41015625,36.81,-395.77
85.7545,410,261.5974,410,2050000,-52634.09375,502.89,340.45
91.7928,411,406.5384,411,2055000,-55385.80078125,-1360.42,-635.16
117.8261,412,407.2717,412,2060000,-58632.4375,-1338.49,-1126.6
90.373,413,347.1085,413,2065000,-56230.6015625,-573.39,-678.31
91.2668,414,256.5264,414,2070000,-54726.11328125,391.13,1980.79
82.4051,415,194.3704,415,2075000,-51621.48828125,-472.45,149.28
92.0016,416,223.567,416,2080000,-52024.8671875,1748.33,1919.11
84.7971,417,248.6696,417,2085000,-49423.953125,1388.47,1357.37
83.835,418,130.9369,418,2090000,-51908.546875,1567.54,2683.85
84.6038,419,102.3397,419,2095000,-53182.16796875,2605.57,2134.46
85.5473,420,87.5583,420,2100000,-53684.59375,2244.25,2335.18
89.3088,421,144.852,421,2105000,-53324.73828125,2251.85,2762.62
85.6507,422,126.1215,422,2110000,-53361.765625,2870.53,2595.56
88.846,423,96.1017,423,2115000,-53903.12890625,1763.43,2132.78
92.5081,424,144.5072,424,2120000,-53448.61328125,2146.37,2741.78
97.9338,425,108.5449,425,2125000,-54951.7421875,1926.32,2741.27
96.9863,426,104.5651,426,2130000,-53647.953125,1291.23,1658.08
94.8239,427,97.288,427,2135000,-54270.7734375,3159.05,2360.77
95.2464,428,135.5305,428,2140000,-53792.44921875,3366.15,3393.76
93.9826,429,120.0205,429,2145000,-55777.61328125,3541.58,3611.77
100.0204,430,111.5961,430,2150000,-55440.453125,3966.45,4055.74
120.5903,431,619.5769,431,2155000,-64481.890625,-2755.18,-2735.68
123.431,432,238.6233,432,2160000,-56353.3203125,-1669.84,-1465.8
125.6102,433,393.6892,433,2165000,-68354.5390625,-1982.85,-2031.09
79.8822,434,166.4401,434,2170000,-49744.05078125,683.99,585.87
86.2263,435,178.5566,435,2175000,-55118.3359375,1656.44,1742.66
83.356,436,121.1597,436,2180000,-53066.640625,1165.46,1068.58
88.231,437,124.4548,437,2185000,-54734.4921875,1003.85,1257.52
84.7877,438,173.897,438,2190000,-53363.375,1192.11,969.84
95.0808,439,102.6308,439,2195000,-55896.48828125,1774.6,1712.15
91.2006,440,138.1059,440,2200000,-55634.68359375,1325.16,1691.26
93.4314,441,102.0887,441,2205000,-55997.4140625,2858.67,3557.34
93.3559,442,97.2562,442,2210000,-56682.9453125,3557.57,4060.65
94.1842,443,124.516,443,2215000,-58055.37109375,2521.41,2874.19
90.1118,444,134.5839,444,2220000,-56837.60546875,1668.5,2556.81
96.8187,445,118.6122,445,2225000,-57808.1953125,2809.73,3197.61
89.718,446,108.4979,446,2230000,-57419.26953125,2007.28,2796.77
90.0496,447,105.3111,447,2235000,-57869.73828125,2819.19,3580.16
93.0253,448,105.4553,448,2240000,-57657.57421875,2498.65,2878.46
92.7908,449,98.5801,449,2245000,-58777.90625,2269.64,2757.0
91.4566,450,137.1323,450,2250000,-58909.89453125,3033.85,3044.14
89.2441,451,100.6135,451,2255000,-58952.28515625,3644.32,3479.93
86.1527,452,89.4094,452,2260000,-58715.66796875,3022.62,3058.26
89.8933,453,139.5661,453,2265000,-60008.703125,3822.56,3381.22
89.7316,454,89.9801,454,2270000,-59655.15234375,2919.0,4309.89
87.4314,455,108.8467,455,2275000,-59880.98828125,1783.06,3562.67
86.0835,456,93.3036,456,2280000,-58435.8046875,3493.05,3333.98
99.0958,457,248.9362,457,2285000,-63252.80859375,-1217.46,-499.06
97.9215,458,111.804,458,2290000,-55060.2734375,-258.24,-524.91
97.6598,459,146.4461,459,2295000,-62082.60546875,-170.29,-882.68
92.5001,460,106.7524,460,2300000,-58313.08984375,2454.97,2804.74
97.0771,461,117.2765,461,2305000,-59415.89453125,2335.59,3031.34
96.0179,462,105.7509,462,2310000,-61316.46484375,2703.4,3067.04
93.6862,463,102.5492,463,2315000,-60559.5390625,3070.87,3187.51
86.9092,464,95.3837,464,2320000,-59926.24609375,4097.8,3978.01
88.8338,465,88.1085,465,2325000,-59971.37109375,3354.07,3352.63
92.7321,466,93.4088,466,2330000,-61658.3359375,3417.17,3806.25
89.7905,467,137.0277,467,2335000,-59612.37109375,3384.91,4208.8
84.4623,468,182.2485,468,2340000,-59895.63671875,1836.84,1508.68
107.0285,469,281.2038,469,2345000,-63757.734375,-407.36,-502.72
101.2049,470,346.8146,470,2350000,-65171.0703125,-1759.09,-1700.16
117.8765,471,336.057,471,2355000,-64173.2578125,-1406.14,-1437.89
118.6636,472,380.5861,472,2360000,-71234.8515625,-976.06,-1110.3
139.2442,473,393.8361,473,2365000,-74572.609375,-1329.71,-1373.06
135.9701,474,410.2061,474,2370000,-76081.625,-1378.11,-1428.25
99.0804,475,171.6189,475,2375000,-62902.4140625,1049.12,931.03
95.3685,476,148.5881,476,2380000,-61435.5,2110.29,2674.95
96.2088,477,111.9557,477,2385000,-61795.51171875,3759.63,3795.34
94.9447,478,100.9696,478,2390000,-61542.05859375,3186.15,3912.36
91.5948,479,119.7037,479,2395000,-60975.6640625,3237.4,3228.0
94.9084,480,96.2978,480,2400000,-62165.953125,3682.12,4161.93
94.8514,481,93.0277,481,2405000,-62511.6328125,3116.72,3806.68
88.3113,482,96.3365,482,2410000,-61303.2265625,2804.74,2766.42
95.3155,483,92.9219,483,2415000,-62477.3203125,3132.58,3323.83
94.8663,484,97.7299,484,2420000,-62860.6484375,3289.46,4210.32
97.1245,485,95.5208,485,2425000,-64040.4296875,3416.95,4121.03
92.5934,486,95.0193,486,2430000,-63796.61328125,4073.21,4465.87
93.8771,487,88.9206,487,2435000,-63446.63671875,3204.0,4092.21
92.2566,488,92.675,488,2440000,-64499.73828125,3408.72,3582.4
91.1501,489,89.7425,489,2445000,-64340.6328125,3714.28,4453.65
89.6231,490,92.6904,490,2450000,-63600.82421875,3939.94,4340.46
89.3448,491,117.8287,491,2455000,-64333.9296875,4023.47,4457.34
91.0667,492,94.0002,492,2460000,-64344.82421875,3892.62,4114.71
92.956,493,93.3186,493,2465000,-64304.9296875,3869.16,4188.33
91.7453,494,103.9989,494,2470000,-64985.4453125,4068.23,4255.53
89.3112,495,92.6826,495,2475000,-64579.5625,3942.36,4464.45
92.693,496,96.7785,496,2480000,-65655.625,3866.69,4696.28
87.2707,497,100.09,497,2485000,-64490.26953125,4369.81,4152.24
91.1664,498,94.2314,498,2490000,-64974.609375,3618.84,4530.38
88.4515,499,88.5016,499,2495000,-64804.01171875,4163.94,4381.12
90.5906,500,106.2552,500,2500000,-65596.40625,4196.16,4461.18
87.7155,501,93.9397,501,2505000,-65620.2890625,4238.78,4379.57
90.8478,502,98.2817,502,2510000,-66866.1875,4265.69,4555.27
85.8544,503,104.8262,503,2515000,-65060.546875,3823.39,4362.44
86.6904,504,102.435,504,2520000,-65235.04296875,4221.36,4250.36
91.6685,505,98.7376,505,2525000,-66769.0078125,4139.94,4594.19
87.5908,506,92.3923,506,2530000,-66375.484375,4213.55,4500.89
93.4324,507,102.7211,507,2535000,-67285.8203125,4119.21,4150.31
91.8349,508,100.2783,508,2540000,-67728.8046875,4012.95,4456.39
91.717,509,98.7431,509,2545000,-67276.359375,4334.84,4590.35
92.4906,510,101.9664,510,2550000,-67939.0625,4046.15,4343.78
93.0898,511,102.8808,511,2555000,-67694.5625,3567.9,4624.08
91.9772,512,101.0827,512,2560000,-67864.953125,4328.23,4481.96
90.2299,513,94.8821,513,2565000,-67950.34375,4323.42,4485.72
93.9028,514,101.6228,514,2570000,-68421.0078125,4435.16,4543.63
90.8306,515,98.801,515,2575000,-68413.1796875,4235.54,4765.68
91.9313,516,98.8741,516,2580000,-68798.203125,4113.75,4720.1
90.6194,517,97.8792,517,2585000,-68766.0,4007.2,4277.25
91.1034,518,92.9779,518,2590000,-68681.6484375,4221.42,4680.84
92.1029,519,97.1669,519,2595000,-68695.1015625,4223.02,4283.5
88.7356,520,95.5818,520,2600000,-68539.6328125,4414.2,4110.41
87.6571,521,97.5866,521,2605000,-68251.828125,4432.78,4157.23
89.7653,522,97.6653,522,2610000,-68913.875,4072.09,4065.58
89.0676,523,108.7091,523,2615000,-68572.5546875,4321.33,4594.54
91.4138,524,100.9004,524,2620000,-70112.671875,3997.11,4407.74
93.4875,525,103.0237,525,2625000,-70266.765625,4318.15,4358.91
91.2728,526,99.6459,526,2630000,-70034.015625,4042.85,4530.82
93.6822,527,103.2957,527,2635000,-70194.046875,4077.27,4286.68
93.6624,528,99.2691,528,2640000,-70454.3671875,3961.11,4528.75
94.0427,529,101.3561,529,2645000,-70598.84375,4032.97,4303.63
93.616,530,104.4819,530,2650000,-70738.3125,3862.29,4584.57
84.1983,531,92.1494,531,2655000,-68609.6484375,4006.11,4391.28
89.3216,532,93.2504,532,2660000,-70689.8828125,3984.06,4255.06
93.8051,533,99.866,533,2665000,-71450.7578125,4129.21,4453.49
85.8404,534,90.8677,534,2670000,-69867.0,4055.37,4133.73
91.6465,535,98.9697,535,2675000,-71791.96875,4292.12,4567.2
93.4581,536,103.7276,536,2680000,-71589.8203125,4352.09,4422.08
89.6963,537,89.046,537,2685000,-71482.4453125,4114.14,4088.0
91.6265,538,103.3606,538,2690000,-71894.7734375,4348.05,4501.08
92.1063,539,100.699,539,2695000,-72211.3203125,4251.1,4294.5
92.1971,540,98.4738,540,2700000,-72616.75,4350.5,4718.94
91.2874,541,99.7624,541,2705000,-71906.9609375,3806.05,4288.94
91.0557,542,98.1893,542,2710000,-72267.8203125,4123.97,4245.22
90.6705,543,100.1117,543,2715000,-72896.234375,4462.68,4622.35
91.3187,544,96.5283,544,2720000,-72614.40625,4416.33,4628.61
89.5844,545,96.8429,545,2725000,-71986.0625,3836.72,4272.85
94.4626,546,102.8166,546,2730000,-72992.0703125,4358.56,4282.86
91.5248,547,101.812,547,2735000,-73412.234375,4504.75,4467.22
91.31,548,101.4057,548,2740000,-72861.2890625,4464.88,4590.61
93.6348,549,99.0267,549,2745000,-73497.1796875,4162.22,4486.8
90.761,550,100.6924,550,2750000,-73203.515625,4166.23,4456.12
92.4269,551,99.9327,551,2755000,-73912.6328125,4291.3,4323.45
91.3078,552,98.3035,552,2760000,-73480.65625,4492.35,4338.58
89.3649,553,96.9874,553,2765000,-73356.9140625,4596.72,4732.61
90.6047,554,95.9052,554,2770000,-73715.171875,4360.1,4283.8
90.6897,555,101.584,555,2775000,-74013.7109375,4285.11,4380.2
91.6662,556,97.4084,556,2780000,-74277.53125,4542.29,4564.08
88.455,557,98.5562,557,2785000,-74156.1171875,4559.89,4623.54
90.7165,558,98.0877,558,2790000,-74391.5703125,4425.25,4798.2
90.364,559,99.0703,559,2795000,-74684.359375,4219.71,4421.77
89.6304,560,110.1118,560,2800000,-73850.0390625,4079.85,4519.86
92.2426,561,97.8997,561,2805000,-74764.1171875,4097.41,4043.73
91.1651,562,100.4144,562,2810000,-75465.015625,4601.82,4525.7
90.3121,563,98.5804,563,2815000,-74725.453125,4255.03,4703.93
90.6926,564,99.3064,564,2820000,-74815.7578125,4428.89,4584.52
89.5895,565,96.5697,565,2825000,-74989.8125,4426.08,4746.12
89.7488,566,93.7595,566,2830000,-74855.703125,4501.06,4677.2
90.3222,567,97.3561,567,2835000,-75379.703125,4408.78,4478.21
90.2903,568,96.9413,568,2840000,-75327.4453125,4021.34,4512.41
90.2813,569,93.9005,569,2845000,-75094.8984375,4319.03,4401.83
85.0612,570,136.7676,570,2850000,-64321.29296875,-416.07,-903.71
116.5618,571,648.4681,571,2855000,-78271.8671875,-1900.44,-2315.7
79.5483,572,159.9014,572,2860000,-54850.45703125,-723.97,-559.81
101.0674,573,273.4046,573,2865000,-70617.109375,-392.21,-712.86
90.9192,574,299.5139,574,2870000,-73348.7421875,-153.34,-61.0
91.5203,575,153.8865,575,2875000,-72950.1796875,1468.03,1281.68
101.7865,576,111.5697,576,2880000,-74134.53125,2613.71,2794.67
100.6082,577,112.4603,577,2885000,-72778.0234375,3446.88,3115.06
103.7024,578,101.3326,578,2890000,-74690.34375,3070.38,3219.4
93.5678,579,99.5584,579,2895000,-72670.125,3445.78,3515.54
99.8897,580,103.1388,580,2900000,-75401.140625,3157.01,3564.94
97.0156,581,102.3213,581,2905000,-76063.1484375,3348.28,3868.51
97.3343,582,105.013,582,2910000,-77229.15625,3548.14,4108.24
93.8499,583,100.8404,583,2915000,-76355.125,3979.12,4326.36
96.4384,584,106.2504,584,2920000,-77071.859375,4182.12,4464.2
95.4979,585,107.0958,585,2925000,-76984.1953125,4114.29,3893.94
93.5382,586,121.8105,586,2930000,-76150.75,3959.48,4065.64
93.474,587,100.5887,587,2935000,-76986.0703125,4419.95,4666.15
92.0298,588,121.9632,588,2940000,-75839.7421875,4140.13,4479.31
93.9196,589,111.6215,589,2945000,-78207.7421875,3511.02,4433.8
94.2017,590,110.0795,590,2950000,-78101.0,2985.84,3862.3
111.0529,591,344.51,591,2955000,-76676.2578125,-1738.43,-1703.17
118.2765,592,171.6504,592,2960000,-73705.4453125,-831.88,-847.09
98.7906,593,184.1727,593,2965000,-79432.3359375,1209.52,809.48
102.0115,594,258.507,594,2970000,-81071.5390625,1713.54,1514.37
96.8221,595,193.3925,595,2975000,-79740.21875,2919.63,2104.82
94.6377,596,173.6468,596,2980000,-78031.203125,2902.77,2120.48
96.7058,597,114.3244,597,2985000,-77906.6875,3870.09,3448.28
95.2443,598,132.5201,598,2990000,-78817.6796875,2795.64,3229.28
91.0654,599,124.5402,599,2995000,-75977.5859375,2849.79,2981.95
