Real Sto Return,Running Update Time,Running Env Steps,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Reverse KL
4474.5,144,720000,-6608.6171875,144,70.4416,4406.0,64.3403
2678.37,145,725000,-6780.55517578125,145,71.47,3828.0,70.7917
4212.7,146,730000,-6830.4306640625,146,73.4614,4725.8,69.2594
3624.38,147,735000,-7223.0771484375,147,71.2335,3960.06,66.0189
3683.72,148,740000,-7218.921875,148,68.8705,4651.18,61.3665
2985.52,149,745000,-7522.28857421875,149,67.2778,3886.63,58.7023
3028.61,150,750000,-7578.4462890625,150,69.6034,3655.85,63.7801
3875.8,151,755000,-7660.35400390625,151,66.7631,3778.0,54.7468
2951.37,152,760000,-7815.185546875,152,68.5703,4850.49,60.6084
3925.46,153,765000,-7937.63623046875,153,70.0595,4200.76,65.627
4052.65,154,770000,-7861.22314453125,154,74.394,4674.89,67.3037
4491.77,155,775000,-8124.837890625,155,75.4736,4859.8,71.6891
4040.33,156,780000,-8235.5654296875,156,75.5529,4774.5,70.6116
4435.4,157,785000,-8483.66796875,157,74.3267,4917.42,70.0013
3493.63,158,790000,-8283.5458984375,158,68.8227,4317.87,60.2493
4493.92,159,795000,-8795.138671875,159,75.2878,5376.42,70.8954
4060.79,160,800000,-8997.623046875,160,76.5279,4947.82,74.9903
4433.91,161,805000,-8851.50390625,161,74.7554,4528.7,72.3188
4930.25,162,810000,-9116.23828125,162,70.6579,5201.1,69.7651
4624.64,163,815000,-9294.7509765625,163,72.609,4771.76,70.5407
4140.01,164,820000,-9513.8896484375,164,73.9731,4924.62,67.4662
5053.0,165,825000,-9581.072265625,165,77.3387,5358.22,75.4287
4909.13,166,830000,-9735.44921875,166,76.8081,5167.24,74.2475
3377.87,167,835000,-10141.08203125,167,68.5318,3934.72,63.3834
4433.71,168,840000,-10096.55859375,168,75.2506,5174.65,70.8295
4363.44,169,845000,-10356.8154296875,169,75.543,4828.38,73.3883
4314.56,170,850000,-10277.03515625,170,69.2971,5018.56,63.4448
3788.8,171,855000,-10501.4931640625,171,75.5613,4274.48,73.9305
3743.05,172,860000,-10713.5947265625,172,73.6378,4166.29,69.5213
4538.83,173,865000,-11328.4892578125,173,72.5346,5289.28,69.4346
4597.06,174,870000,-11264.45703125,174,74.1387,4164.22,70.59
4909.89,175,875000,-11234.197265625,175,66.8878,5129.69,57.809
4487.27,176,880000,-11371.076171875,176,73.925,5426.02,67.8568
4499.35,177,885000,-12069.6240234375,177,75.288,4918.54,76.2358
4650.92,178,890000,-11745.9287109375,178,73.0196,5213.82,72.0906
4248.22,179,895000,-12162.5615234375,179,75.2552,5093.77,74.6077
4308.51,180,900000,-12111.2783203125,180,74.2388,5150.04,69.1309
4688.96,181,905000,-12608.0712890625,181,74.7762,4986.25,72.7955
3628.5,182,910000,-12231.3828125,182,75.2899,5180.29,68.9151
4551.86,183,915000,-13122.345703125,183,75.3312,5356.27,72.4029
5101.25,184,920000,-13054.9697265625,184,76.6568,5042.62,72.7561
2948.61,185,925000,-12834.375,185,73.7454,3874.02,68.6205
4746.36,186,930000,-13036.740234375,186,72.2936,5445.97,65.1871
4278.45,187,935000,-13577.8525390625,187,76.4445,4816.68,75.0963
4545.8,188,940000,-13762.810546875,188,77.8058,5313.7,73.632
4056.96,189,945000,-13770.216796875,189,74.23,5146.5,71.395
4717.78,190,950000,-14011.482421875,190,75.7394,5246.13,71.5089
4814.03,191,955000,-14253.494140625,191,74.0959,4960.85,72.002
4293.55,192,960000,-14185.39453125,192,71.8639,5048.43,71.8017
5031.3,193,965000,-14570.1904296875,193,70.5429,4704.11,64.6416
4896.71,194,970000,-14478.2802734375,194,69.4762,4884.75,65.0179
3704.49,195,975000,-15145.318359375,195,71.9663,4510.43,70.4556
4191.69,196,980000,-15156.41796875,196,68.8971,5504.01,63.3337
4092.13,197,985000,-15324.3203125,197,76.6227,5085.58,76.1694
5200.06,198,990000,-15747.47265625,198,74.1205,5144.53,69.6134
4160.95,199,995000,-15796.0,199,74.4464,4583.35,70.7053
5095.47,200,1000000,-16044.4072265625,200,74.9926,5418.82,73.2002
4469.29,201,1005000,-15886.6708984375,201,68.415,5080.52,65.1629
4639.98,202,1010000,-16565.033203125,202,75.1244,4783.19,74.3263
4217.67,203,1015000,-16448.490234375,203,70.6326,5032.77,66.2836
4744.18,204,1020000,-17243.740234375,204,77.5107,4929.5,77.9807
5289.44,205,1025000,-16984.73046875,205,72.4224,5455.84,66.4291
5048.2,206,1030000,-16847.505859375,206,68.8986,5273.5,65.5637
5078.62,207,1035000,-17740.626953125,207,76.558,5538.91,76.4721
4895.99,208,1040000,-17929.244140625,208,76.8846,5356.12,78.7104
4814.6,209,1045000,-18029.984375,209,75.7094,5483.12,75.6611
3883.05,210,1050000,-18335.568359375,210,76.4188,5312.2,77.8452
5207.09,211,1055000,-18538.595703125,211,76.1136,5076.43,76.006
4347.52,212,1060000,-18789.67578125,212,76.5283,4295.7,75.1346
5074.06,213,1065000,-19209.697265625,213,74.6108,5525.82,72.8016
4791.68,214,1070000,-18986.529296875,214,76.9058,4914.22,78.4187
4371.18,215,1075000,-19300.904296875,215,76.4091,5242.33,77.6651
4309.14,216,1080000,-19643.931640625,216,76.1638,4753.42,79.4769
4612.33,217,1085000,-18996.138671875,217,69.5102,4840.34,66.056
4983.26,218,1090000,-19686.337890625,218,68.9588,5520.81,61.9929
5152.27,219,1095000,-19906.0859375,219,69.8081,5288.96,68.3873
4503.83,220,1100000,-20777.21484375,220,76.6413,5279.75,74.008
4585.69,221,1105000,-20374.87890625,221,68.7803,5313.61,63.2772
5021.15,222,1110000,-21164.123046875,222,72.9645,5306.29,73.6152
5059.04,223,1115000,-21287.23828125,223,74.2856,5261.91,73.4683
5022.72,224,1120000,-21807.0859375,224,76.8872,4837.47,78.3689
4496.51,225,1125000,-22020.26953125,225,77.7812,4956.57,78.2289
4833.32,226,1130000,-21891.134765625,226,76.0266,4816.01,74.5649
4145.35,227,1135000,-21768.30859375,227,69.4072,5407.87,66.3534
4850.04,228,1140000,-22630.84375,228,76.4787,5335.61,75.9269
4705.11,229,1145000,-22585.2578125,229,75.1948,4163.26,71.8
4352.08,230,1150000,-22944.681640625,230,76.4504,5289.25,76.1284
5223.35,231,1155000,-23188.201171875,231,77.4304,5183.0,76.1646
4840.41,232,1160000,-23693.423828125,232,73.9034,5650.61,70.4006
3869.0,233,1165000,-23776.25390625,233,75.1972,5012.51,74.5692
4866.05,234,1170000,-24096.08984375,234,73.6672,5540.97,66.9786
4664.56,235,1175000,-24238.38671875,235,75.1768,5318.66,75.8233
4601.52,236,1180000,-24299.5859375,236,76.266,5085.03,76.4361
4903.15,237,1185000,-24882.994140625,237,76.662,5389.49,76.4775
5152.77,238,1190000,-25221.982421875,238,77.214,5139.64,77.7078
4652.3,239,1195000,-25279.466796875,239,76.8489,5374.63,77.1736
5394.1,240,1200000,-24866.048828125,240,70.1947,5713.29,68.2053
4747.44,241,1205000,-25868.8046875,241,76.3396,5263.53,74.9689
5001.89,242,1210000,-26147.662109375,242,73.4359,5504.93,69.9364
5428.03,243,1215000,-26275.431640625,243,77.1163,5392.04,74.2188
3782.05,244,1220000,-26826.4609375,244,77.6384,5419.95,77.966
5297.06,245,1225000,-27175.326171875,245,78.0506,5630.04,77.3367
4993.72,246,1230000,-27139.89453125,246,76.5362,4932.41,76.3641
4770.57,247,1235000,-27215.482421875,247,76.3501,4615.87,74.381
5058.64,248,1240000,-27428.13671875,248,77.6229,5398.17,75.2126
4919.31,249,1245000,-27793.1484375,249,76.133,5163.82,73.3699
4605.84,250,1250000,-27765.83984375,250,78.095,5265.34,81.2783
5086.38,251,1255000,-28296.861328125,251,77.6191,5688.73,78.1735
4994.84,252,1260000,-28583.318359375,252,77.0416,5687.52,77.7259
4576.98,253,1265000,-27940.4296875,253,71.5212,5452.48,71.1959
4604.31,254,1270000,-28018.37109375,254,69.9347,5742.77,69.3708
4595.59,255,1275000,-29163.736328125,255,78.3102,5369.15,79.9926
4856.54,256,1280000,-28388.12890625,256,70.4606,5690.12,69.4293
5416.63,257,1285000,-29631.328125,257,77.369,5702.71,77.4836
5157.24,258,1290000,-29558.56640625,258,75.9804,5689.98,74.4354
5029.58,259,1295000,-29149.568359375,259,70.4068,5661.55,68.2997
4807.62,260,1300000,-29902.998046875,260,76.3611,4931.15,77.3124
4787.93,261,1305000,-30030.82421875,261,78.3835,5691.87,76.6775
4652.05,262,1310000,-29129.224609375,262,72.1759,5719.16,65.1754
3876.22,263,1315000,-30702.26171875,263,77.714,4969.49,77.76
4944.96,264,1320000,-29442.591796875,264,67.8889,5437.4,63.8647
4428.6,265,1325000,-31276.685546875,265,77.8091,5564.6,78.8903
4663.89,266,1330000,-31244.796875,266,75.7368,5680.35,75.4846
4611.51,267,1335000,-31355.0078125,267,76.9094,5653.78,74.4674
5259.23,268,1340000,-31568.69921875,268,76.4657,5493.08,73.8852
5129.93,269,1345000,-31732.716796875,269,75.8064,5614.87,72.1341
4927.61,270,1350000,-32241.740234375,270,75.8367,5764.57,73.2302
5131.08,271,1355000,-32332.83203125,271,75.7442,5450.25,75.8669
4842.59,272,1360000,-32211.8984375,272,74.1479,5757.82,70.9272
4819.4,273,1365000,-32629.880859375,273,75.5164,5406.74,74.7547
4371.37,274,1370000,-32851.98828125,274,75.1782,5366.46,73.4992
4507.2,275,1375000,-33391.4453125,275,74.888,5483.52,71.7075
3545.08,276,1380000,-32894.625,276,75.1273,5396.66,73.2341
4263.16,277,1385000,-33763.984375,277,75.3385,5435.22,75.3262
5300.21,278,1390000,-33688.921875,278,77.5266,5749.98,77.075
4537.69,279,1395000,-33776.48046875,279,75.3932,5176.34,75.8869
5187.43,280,1400000,-32614.84765625,280,70.9998,5768.11,67.8105
4565.3,281,1405000,-34638.16796875,281,77.6241,5723.0,77.0888
5238.79,282,1410000,-33450.6171875,282,70.6759,5751.04,65.9984
4664.61,283,1415000,-34936.42578125,283,75.5859,5763.16,71.2486
4624.29,284,1420000,-34755.9609375,284,73.9449,4924.0,76.8333
4374.58,285,1425000,-33209.0,285,70.221,5584.24,64.2444
5339.25,286,1430000,-35679.8671875,286,76.0013,5291.2,73.2311
5083.48,287,1435000,-35870.15234375,287,76.1898,5194.21,74.6843
4285.73,288,1440000,-34124.69921875,288,68.2066,5476.74,63.7057
5184.29,289,1445000,-36490.01953125,289,78.0625,5453.62,77.0694
4559.37,290,1450000,-36342.9609375,290,75.9863,5399.99,73.247
4985.61,291,1455000,-35219.6328125,291,70.1007,5378.59,65.7509
4637.14,292,1460000,-37003.4140625,292,76.3771,5598.31,70.8571
5050.63,293,1465000,-37372.46875,293,76.7946,5579.09,72.0171
5110.97,294,1470000,-37671.7890625,294,76.6565,5625.24,74.1506
4947.93,295,1475000,-37971.1875,295,76.378,5737.11,73.9926
4990.28,296,1480000,-36159.30859375,296,69.9983,5776.0,65.9137
4495.66,297,1485000,-38112.87109375,297,75.763,5493.59,72.5289
5003.43,298,1490000,-38271.80078125,298,77.7596,5522.11,74.889
4112.85,299,1495000,-38711.51171875,299,76.5065,5119.88,70.1786
4215.71,300,1500000,-38662.15234375,300,75.3536,5630.19,71.4711
4639.3,301,1505000,-39446.6796875,301,75.5533,5051.44,71.585
4780.65,302,1510000,-39402.953125,302,75.3412,5396.38,72.6293
3573.44,303,1515000,-35550.04296875,303,67.6248,5509.15,59.7328
4938.21,304,1520000,-39867.359375,304,75.171,5012.89,71.4688
3486.36,305,1525000,-38490.34375,305,70.142,4615.21,66.0294
4447.06,306,1530000,-38855.2421875,306,71.1835,5240.9,65.5865
4108.08,307,1535000,-38973.62109375,307,70.7415,5302.27,63.534
4774.03,308,1540000,-40978.09765625,308,75.0797,5264.46,74.9813
5134.47,309,1545000,-41336.78515625,309,75.0562,5759.01,70.5
4987.88,310,1550000,-38941.7421875,310,69.8288,5404.18,63.5954
4727.99,311,1555000,-41718.00390625,311,74.0094,5845.99,69.6296
3689.64,312,1560000,-42144.984375,312,74.6911,5485.14,68.3262
4944.76,313,1565000,-40973.3515625,313,71.3397,5431.04,65.2683
4768.97,314,1570000,-39766.2109375,314,68.2831,5803.61,60.931
4799.38,315,1575000,-39984.640625,315,68.2596,5462.53,60.7861
4373.51,316,1580000,-42954.67578125,316,76.689,5353.69,72.6678
5335.91,317,1585000,-43038.36328125,317,74.6907,5804.89,68.2423
4833.23,318,1590000,-43028.5546875,318,74.5243,5868.29,66.608
5057.41,319,1595000,-43750.15234375,319,76.5261,5685.49,73.6849
5186.63,320,1600000,-43778.3984375,320,73.0456,5411.75,63.56
4821.5,321,1605000,-43816.73046875,321,75.2583,5081.91,68.7827
4242.58,322,1610000,-40311.265625,322,67.4007,5446.2,57.9231
5346.42,323,1615000,-44214.37890625,323,71.9736,5901.23,65.0699
5283.95,324,1620000,-38849.3203125,324,66.1317,5630.96,54.0894
4960.53,325,1625000,-44765.0078125,325,72.6321,5918.38,64.2115
4434.28,326,1630000,-44225.3984375,326,71.9565,5756.8,65.3252
4118.77,327,1635000,-43715.6953125,327,70.5414,5564.76,62.2775
4887.47,328,1640000,-44821.50390625,328,72.6975,5577.43,61.6854
5494.0,329,1645000,-45948.1171875,329,74.3163,5215.04,69.6284
5497.48,330,1650000,-46299.515625,330,73.8273,5661.42,68.1323
5179.92,331,1655000,-47190.83203125,331,75.178,5666.35,68.6167
4501.96,332,1660000,-44194.109375,332,68.9879,5544.68,62.6633
5183.13,333,1665000,-44174.9375,333,68.3971,5887.91,60.9004
4813.0,334,1670000,-47474.4140625,334,74.7411,5862.28,69.5279
5420.29,335,1675000,-47451.49609375,335,73.6603,5864.17,68.7295
4973.35,336,1680000,-48286.15625,336,75.0192,5533.05,70.3507
5499.38,337,1685000,-48259.51953125,337,73.8193,5652.96,67.7775
5025.3,338,1690000,-48495.703125,338,73.4185,5657.98,67.4835
5469.82,339,1695000,-49424.80078125,339,76.21,5415.43,71.8205
4645.0,340,1700000,-45955.09765625,340,69.0136,5857.97,64.4188
4180.58,341,1705000,-49091.6484375,341,74.9142,5564.27,69.8609
4950.21,342,1710000,-46516.80078125,342,69.0381,5833.17,59.6027
4973.08,343,1715000,-49708.8359375,343,73.4268,5919.43,66.8858
5024.48,344,1720000,-49497.03515625,344,72.5813,5428.27,66.1915
5379.42,345,1725000,-47697.90625,345,69.1933,5896.52,57.4035
4457.09,346,1730000,-51062.24609375,346,74.3325,5148.14,67.8033
5012.17,347,1735000,-50905.578125,347,73.8049,5871.12,68.0325
4709.01,348,1740000,-50202.5625,348,71.4221,5857.85,67.5202
4978.67,349,1745000,-51929.07421875,349,74.9256,5345.35,72.1073
5069.77,350,1750000,-48091.6015625,350,68.9565,5247.59,59.6573
5009.34,351,1755000,-52498.4140625,351,75.2751,5846.73,71.6544
4664.53,352,1760000,-48068.41015625,352,68.5689,5652.61,63.0403
5230.22,353,1765000,-52947.86328125,353,75.8742,5948.7,68.6109
4943.27,354,1770000,-47433.8046875,354,67.2377,5863.59,56.7603
5152.6,355,1775000,-53537.015625,355,77.1363,5432.11,68.5086
5243.32,356,1780000,-51089.03515625,356,70.4599,5864.18,63.1501
4796.59,357,1785000,-53930.78515625,357,75.8134,5857.01,70.4149
5614.06,358,1790000,-50497.18359375,358,70.354,5382.91,61.2887
5238.8,359,1795000,-54245.5859375,359,76.7754,5646.34,72.6287
5067.01,360,1800000,-53483.9765625,360,72.4996,5696.74,62.7575
5306.74,361,1805000,-52330.3203125,361,70.2826,5277.17,62.7971
4521.54,362,1810000,-54683.65625,362,74.0762,5828.27,66.1917
4448.96,363,1815000,-49363.34375,363,68.7705,5289.07,58.9733
5247.13,364,1820000,-55737.60546875,364,73.7915,5894.57,65.7474
5006.95,365,1825000,-54770.87890625,365,73.9711,5738.98,68.4373
4455.17,366,1830000,-56217.41015625,366,74.8609,5628.38,70.0985
5011.24,367,1835000,-54588.54296875,367,70.4006,5893.45,62.7594
4813.2,368,1840000,-56747.18359375,368,74.4677,5869.02,66.5127
5036.23,369,1845000,-54140.95703125,369,70.2953,5839.89,64.0923
4798.56,370,1850000,-57371.83984375,370,74.8406,5598.52,69.4868
4752.15,371,1855000,-51535.1796875,371,67.6629,5683.13,59.4053
5196.56,372,1860000,-53578.86328125,372,68.8793,5615.83,61.7672
4857.42,373,1865000,-54026.26171875,373,69.5758,5428.78,62.7553
4230.13,374,1870000,-58033.49609375,374,73.1967,5885.32,69.7303
4712.69,375,1875000,-58154.28125,375,75.6263,5826.32,73.2075
4916.74,376,1880000,-58289.1484375,376,74.8076,5882.76,68.8472
5438.07,377,1885000,-54103.9453125,377,69.4354,5579.81,62.2201
5329.3,378,1890000,-59044.9296875,378,74.7294,5882.6,70.6451
4825.06,379,1895000,-56979.0546875,379,70.1329,5548.8,64.2954
4684.47,380,1900000,-56233.95703125,380,69.7661,5075.6,61.8196
5179.29,381,1905000,-58674.05078125,381,71.0278,5376.42,66.228
5156.43,382,1910000,-60059.234375,382,75.4275,5436.97,72.6971
4907.82,383,1915000,-55402.37109375,383,69.1248,5584.71,63.0622
4595.42,384,1920000,-60633.734375,384,75.0503,5616.46,69.9984
4677.54,385,1925000,-60079.8671875,385,75.7189,5889.23,68.6134
3979.77,386,1930000,-56515.8515625,386,68.9502,5668.2,61.5285
4726.57,387,1935000,-59428.82421875,387,72.3293,5503.17,67.793
5023.18,388,1940000,-57525.296875,388,69.9769,5604.91,66.1099
5280.76,389,1945000,-57195.3515625,389,68.7115,5887.41,61.5768
5163.0,390,1950000,-61947.79296875,390,75.8084,5634.15,71.9643
5402.95,391,1955000,-57128.9921875,391,69.9593,5622.33,63.1731
