Real Det Return,Running Update Time,Running Forward KL,Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Reverse KL
2012.99,53,157.2639,265000,53,-2068.03662109375,1720.27,16.1058
2081.33,54,157.2089,270000,54,-2117.59130859375,1712.46,16.2736
2092.34,55,156.9754,275000,55,-2139.53564453125,1722.84,15.952
2086.2,56,156.8531,280000,56,-2172.173828125,1740.55,15.8062
2100.41,57,156.9349,285000,57,-2210.16796875,1687.16,15.4213
2121.01,58,156.9522,290000,58,-2252.5068359375,1729.41,15.7734
2047.04,59,157.2516,295000,59,-2318.159423828125,1680.82,15.8152
2119.94,60,156.7966,300000,60,-2306.349853515625,1731.95,15.1868
2132.11,61,157.2864,305000,61,-2387.5625,1738.34,16.1263
2100.31,62,156.9149,310000,62,-2407.2744140625,1743.95,15.6677
2136.39,63,156.8697,315000,63,-2464.209716796875,1762.34,15.7677
2168.25,64,156.8749,320000,64,-2495.53857421875,1754.72,15.7751
2000.92,65,156.7675,325000,65,-2515.05712890625,1714.08,15.2896
2140.04,66,157.0281,330000,66,-2583.423583984375,1738.46,15.8392
2049.38,67,156.9093,335000,67,-2620.927001953125,1719.5,15.8731
2149.36,68,156.8317,340000,68,-2651.18798828125,1743.68,15.6783
2134.39,69,156.8006,345000,69,-2693.253662109375,1725.39,15.4761
2130.55,70,156.7565,350000,70,-2759.84716796875,1779.91,15.9497
2140.03,71,156.9474,355000,71,-2783.62548828125,1750.09,15.715
2100.7,72,157.0325,360000,72,-2818.922119140625,1784.06,15.7535
2146.66,73,156.7786,365000,73,-2859.686279296875,1772.18,15.6899
2184.76,74,156.9263,370000,74,-2926.037353515625,1778.68,15.8042
2129.82,75,156.8742,375000,75,-2956.63232421875,1767.76,15.681
2175.4,76,156.8419,380000,76,-3002.392822265625,1781.45,15.526
2183.4,77,156.9399,385000,77,-3026.8994140625,1778.89,15.6731
2103.53,78,156.6281,390000,78,-3048.627685546875,1731.11,15.3991
2190.04,79,156.7255,395000,79,-3142.85009765625,1802.71,15.8791
2132.26,80,156.9671,400000,80,-3172.92919921875,1771.89,15.5543
2054.21,81,156.8856,405000,81,-3205.85595703125,1717.35,15.1755
2139.46,82,156.8097,410000,82,-3248.616455078125,1774.05,15.6087
2104.39,83,156.9319,415000,83,-3287.22509765625,1745.41,15.5292
2096.44,84,156.721,420000,84,-3332.179443359375,1765.45,15.4225
2109.99,85,156.8209,425000,85,-3374.872802734375,1771.16,15.4657
2188.4,86,156.9548,430000,86,-3448.319091796875,1789.85,15.7052
2187.89,87,156.9905,435000,87,-3461.055908203125,1783.73,15.5097
2157.72,88,156.85,440000,88,-3532.7275390625,1783.38,15.461
2198.05,89,156.8339,445000,89,-3570.1767578125,1832.12,15.8812
2118.62,90,156.779,450000,90,-3606.65087890625,1737.56,15.1262
2146.52,91,156.9039,455000,91,-3651.59765625,1794.61,15.6683
2182.82,92,156.7553,460000,92,-3695.536376953125,1775.02,15.5126
2148.26,93,156.8494,465000,93,-3731.68603515625,1816.61,15.4093
2150.97,94,156.9924,470000,94,-3795.44677734375,1774.75,15.603
2136.23,95,156.8948,475000,95,-3821.976806640625,1787.75,15.2656
2126.43,96,156.867,480000,96,-3879.738525390625,1793.25,15.7587
2217.41,97,156.7414,485000,97,-3924.504638671875,1805.65,15.6222
2187.9,98,156.8767,490000,98,-3985.854248046875,1830.35,15.5685
2224.99,99,157.0171,495000,99,-4016.279296875,1822.18,15.6846
2226.25,100,156.7271,500000,100,-4073.662841796875,1856.82,16.0956
2160.66,101,156.8838,505000,101,-4102.78369140625,1801.84,15.4158
2160.05,102,156.7904,510000,102,-4161.79443359375,1808.34,15.3998
2196.33,103,156.8642,515000,103,-4220.4384765625,1833.18,15.8935
2165.03,104,156.8494,520000,104,-4254.27392578125,1836.18,15.6627
2183.8,105,156.9367,525000,105,-4298.8759765625,1835.21,15.6081
2133.46,106,156.7781,530000,106,-4338.48779296875,1801.71,15.5401
2236.52,107,156.8082,535000,107,-4399.31298828125,1830.38,15.9937
2176.42,108,156.7581,540000,108,-4439.56640625,1827.56,15.6297
2229.63,109,156.6766,545000,109,-4485.8037109375,1871.66,15.8096
2169.67,110,156.5924,550000,110,-4529.9794921875,1807.12,15.1772
2140.58,111,156.6374,555000,111,-4572.7822265625,1787.06,15.1977
2234.41,112,156.7809,560000,112,-4662.31787109375,1836.19,15.7196
2192.53,113,156.7253,565000,113,-4690.3359375,1866.83,15.7082
2193.28,114,156.6483,570000,114,-4724.9873046875,1835.3,15.4365
2172.53,115,156.8312,575000,115,-4783.2197265625,1820.1,15.6676
2230.77,116,156.831,580000,116,-4842.3125,1837.87,15.4758
2208.68,117,156.8671,585000,117,-4911.19384765625,1834.49,15.6339
2181.62,118,156.6136,590000,118,-4905.4619140625,1794.21,15.1448
2187.08,119,156.8244,595000,119,-4995.845703125,1815.29,15.3937
2188.22,120,156.7837,600000,120,-5058.5400390625,1857.86,15.5733
2189.63,121,156.8608,605000,121,-5103.2216796875,1811.15,15.5644
2231.14,122,156.7861,610000,122,-5163.10888671875,1846.06,15.7018
2209.76,123,156.8158,615000,123,-5166.0537109375,1856.2,15.3022
2233.43,124,156.839,620000,124,-5249.623046875,1874.49,15.6847
2211.79,125,156.6182,625000,125,-5287.71533203125,1825.45,15.2494
2211.34,126,156.5769,630000,126,-5339.822265625,1884.12,15.6963
2185.88,127,156.671,635000,127,-5397.0341796875,1813.35,15.1109
2200.18,128,156.7958,640000,128,-5478.90625,1874.39,15.7414
2218.83,129,156.8075,645000,129,-5500.11962890625,1856.21,15.4262
2238.45,130,156.7068,650000,130,-5557.71044921875,1876.49,15.9658
2152.91,131,156.7839,655000,131,-5625.62744140625,1830.69,15.3348
2174.8,132,156.5553,660000,132,-5625.34619140625,1832.75,15.2315
2209.19,133,156.76,665000,133,-5710.994140625,1849.45,15.7528
2221.58,134,156.8928,670000,134,-5782.3837890625,1854.05,15.5351
2167.25,135,156.9668,675000,135,-5859.02099609375,1854.18,15.4001
2239.89,136,156.6842,680000,136,-5877.7412109375,1863.08,15.2859
2251.96,137,156.925,685000,137,-5993.99560546875,1877.23,15.8504
2271.41,138,156.5629,690000,138,-6011.2998046875,1876.42,15.2675
2243.27,139,156.6458,695000,139,-6034.5791015625,1876.28,15.1797
2237.66,140,156.5736,700000,140,-6081.982421875,1887.0,15.4974
2197.42,141,156.6244,705000,141,-6150.873046875,1857.91,15.3123
2230.55,142,156.6398,710000,142,-6224.18896484375,1892.4,15.484
2210.7,143,156.6623,715000,143,-6249.81787109375,1844.07,15.0426
2195.61,144,156.593,720000,144,-6293.48681640625,1915.04,15.4937
2232.95,145,156.5859,725000,145,-6387.0234375,1890.8,15.4506
2268.1,146,156.8869,730000,146,-6479.8125,1883.55,16.0405
2255.49,147,156.6097,735000,147,-6481.7744140625,1932.48,15.8411
2214.35,148,156.5628,740000,148,-6531.91943359375,1859.86,15.2763
2244.8,149,156.6792,745000,149,-6592.0771484375,1891.8,15.5341
2257.08,150,156.6447,750000,150,-6682.14013671875,1906.28,15.584
2210.7,151,156.5738,755000,151,-6684.955078125,1893.34,15.5389
2179.21,152,156.7482,760000,152,-6795.60400390625,1867.85,15.3023
2227.18,153,156.7669,765000,153,-6833.03564453125,1867.22,15.3885
2268.51,154,156.7452,770000,154,-6893.94091796875,1887.73,15.4076
2252.0,155,156.52,775000,155,-6956.55859375,1902.54,15.3628
2165.89,156,156.7181,780000,156,-6979.47900390625,1863.62,15.2581
2251.8,157,156.5898,785000,157,-7029.302734375,1921.59,15.4486
2253.28,158,156.8131,790000,158,-7179.583984375,1872.28,15.4926
2244.15,159,156.7001,795000,159,-7177.59716796875,1883.2,15.465
2283.3,160,156.6519,800000,160,-7280.80419921875,1925.95,15.4245
2246.38,161,156.8648,805000,161,-7361.83056640625,1889.12,15.6328
2231.52,162,156.6395,810000,162,-7401.6474609375,1843.98,14.9748
2214.44,163,156.6729,815000,163,-7448.37060546875,1850.07,15.1651
2251.14,164,156.7868,820000,164,-7487.82470703125,1900.01,15.6882
2214.25,165,156.7618,825000,165,-7536.07666015625,1884.46,15.4936
2225.29,166,156.6205,830000,166,-7618.22509765625,1903.65,15.3349
2216.51,167,156.6156,835000,167,-7637.3359375,1878.33,15.2244
2259.26,168,156.6363,840000,168,-7708.884765625,1912.19,15.3542
2193.07,169,156.6686,845000,169,-7775.60693359375,1871.26,15.3392
2246.73,170,156.6793,850000,170,-7847.3623046875,1928.74,15.5792
2257.17,171,156.6869,855000,171,-7818.8193359375,1888.2,15.3512
2288.09,172,156.5545,860000,172,-7872.36474609375,1931.82,15.4163
2267.72,173,156.7159,865000,173,-7935.607421875,1890.59,15.0914
2293.72,174,156.5499,870000,174,-7949.41748046875,1896.31,15.3526
2270.81,175,156.5351,875000,175,-8033.30615234375,1909.07,15.1521
2277.02,176,156.5903,880000,176,-8046.00732421875,1907.1,15.3201
2301.82,177,156.6973,885000,177,-8141.28515625,1916.19,15.4136
2309.44,178,156.8086,890000,178,-8214.994140625,1910.29,15.6717
2273.09,179,156.7058,895000,179,-8209.8193359375,1915.99,15.4492
2223.73,180,156.7471,900000,180,-8207.4775390625,1872.82,15.1214
2256.06,181,156.6058,905000,181,-8247.3115234375,1920.81,15.5059
2251.2,182,156.4676,910000,182,-8292.826171875,1874.92,15.2512
2280.99,183,156.6515,915000,183,-8355.1396484375,1903.16,15.2963
2265.0,184,156.779,920000,184,-8445.8876953125,1909.37,15.7978
2223.97,185,156.8509,925000,185,-8414.142578125,1892.76,15.421
2213.71,186,156.5988,930000,186,-8438.4677734375,1868.77,15.0079
2311.5,187,156.6824,935000,187,-8554.0458984375,1923.64,15.5563
2243.52,188,156.6882,940000,188,-8555.5888671875,1885.72,15.0548
2252.45,189,156.7803,945000,189,-8636.1767578125,1877.21,15.1799
2296.06,190,156.589,950000,190,-8676.4140625,1939.54,15.6255
2251.27,191,156.6275,955000,191,-8657.8427734375,1902.21,15.226
2256.75,192,156.7571,960000,192,-8744.7060546875,1926.79,15.5371
2259.15,193,156.8175,965000,193,-8749.474609375,1917.06,15.1684
2284.89,194,156.8277,970000,194,-8826.216796875,1891.68,15.3871
2253.09,195,156.5999,975000,195,-8786.173828125,1914.79,15.2204
2265.29,196,156.5401,980000,196,-8849.1220703125,1895.76,14.8897
2310.01,197,156.6375,985000,197,-8952.578125,1903.01,15.3369
2233.83,198,156.7407,990000,198,-8964.408203125,1898.09,15.228
2298.61,199,156.7431,995000,199,-9001.861328125,1941.97,15.3024
2261.54,200,156.6871,1000000,200,-9023.7890625,1918.2,15.1488
2259.43,201,156.5615,1005000,201,-9097.525390625,1890.26,15.0044
2278.71,202,156.8013,1010000,202,-9121.052734375,1910.06,15.0702
2252.18,203,156.6992,1015000,203,-9190.62109375,1890.57,15.1478
2241.9,204,156.8164,1020000,204,-9227.328125,1888.46,15.0086
2271.11,205,156.5737,1025000,205,-9262.80078125,1905.57,15.1007
2250.31,206,156.6896,1030000,206,-9288.259765625,1912.6,15.0987
2268.33,207,156.6348,1035000,207,-9337.650390625,1913.67,15.1067
2244.05,208,156.8816,1040000,208,-9406.12109375,1890.53,15.144
2217.29,209,156.6071,1045000,209,-9413.12890625,1871.33,14.9154
2249.28,210,156.7697,1050000,210,-9478.47265625,1906.66,15.2477
2239.85,211,156.6856,1055000,211,-9498.5107421875,1874.88,15.1461
2228.89,212,156.7576,1060000,212,-9528.603515625,1899.36,15.3012
2245.45,213,156.7779,1065000,213,-9585.166015625,1910.29,15.3049
2262.57,214,156.6785,1070000,214,-9599.1513671875,1892.98,15.2889
2255.68,215,156.7119,1075000,215,-9662.0634765625,1915.04,15.2671
2289.28,216,156.7027,1080000,216,-9667.0859375,1916.37,14.9772
2240.75,217,156.6949,1085000,217,-9715.8271484375,1912.11,15.2015
2241.63,218,156.6571,1090000,218,-9762.2392578125,1908.15,15.1553
2271.59,219,156.7003,1095000,219,-9804.8271484375,1941.29,15.2558
2259.85,220,156.6564,1100000,220,-9800.35546875,1913.22,15.2634
2252.91,221,156.8776,1105000,221,-9908.59765625,1904.4,15.1894
2262.43,222,156.7375,1110000,222,-9936.0869140625,1923.43,15.307
2244.99,223,156.7083,1115000,223,-9972.9365234375,1910.49,15.3914
2308.91,224,156.6824,1120000,224,-10008.9462890625,1912.78,15.276
2285.28,225,156.802,1125000,225,-10015.7421875,1931.21,15.3352
2300.42,226,156.842,1130000,226,-10075.2734375,1938.06,15.3652
2240.14,227,156.6733,1135000,227,-10073.2998046875,1893.16,15.1678
2279.29,228,156.9165,1140000,228,-10161.953125,1908.6,15.1679
2298.19,229,156.7106,1145000,229,-10141.1875,1934.1,15.185
2258.19,230,156.641,1150000,230,-10206.525390625,1914.84,15.182
2242.14,231,156.7971,1155000,231,-10245.6796875,1896.94,15.2485
2287.13,232,156.7201,1160000,232,-10271.0673828125,1915.08,15.1866
2280.2,233,156.852,1165000,233,-10327.927734375,1909.94,15.2904
2261.93,234,156.695,1170000,234,-10301.9814453125,1908.77,15.2331
2279.95,235,156.7227,1175000,235,-10374.328125,1926.12,15.3328
2253.89,236,156.7611,1180000,236,-10389.2568359375,1908.06,15.0536
2265.41,237,156.7836,1185000,237,-10458.2099609375,1905.71,15.2262
2274.9,238,156.8637,1190000,238,-10482.1982421875,1921.56,15.1926
2255.66,239,156.8327,1195000,239,-10514.3330078125,1904.5,15.1047
2255.54,240,156.6502,1200000,240,-10572.6357421875,1920.82,15.1321
2245.74,241,156.8081,1205000,241,-10545.2587890625,1902.77,15.1222
2226.3,242,156.7488,1210000,242,-10618.1787109375,1900.33,15.2486
2269.94,243,156.7238,1215000,243,-10652.7470703125,1923.21,15.0832
2256.88,244,156.7395,1220000,244,-10690.1435546875,1914.67,15.2565
2288.2,245,156.8525,1225000,245,-10725.341796875,1923.61,15.3005
2273.56,246,156.8712,1230000,246,-10753.7158203125,1915.44,15.0683
2272.61,247,156.7052,1235000,247,-10777.0224609375,1932.68,15.1382
2269.78,248,156.6472,1240000,248,-10822.314453125,1914.84,15.1898
2267.35,249,156.772,1245000,249,-10836.2880859375,1913.1,15.1313
2281.14,250,156.7659,1250000,250,-10887.0322265625,1920.29,15.3049
2241.7,251,156.7285,1255000,251,-10903.4208984375,1890.75,15.1132
2284.47,252,156.7479,1260000,252,-10940.591796875,1909.95,15.135
2270.33,253,156.6673,1265000,253,-10958.73046875,1891.55,15.1228
2275.03,254,156.7239,1270000,254,-11078.6669921875,1918.15,15.0853
2251.66,255,156.8221,1275000,255,-11042.4599609375,1903.89,15.2343
2232.92,256,156.7162,1280000,256,-11091.2041015625,1869.12,15.0753
2251.77,257,156.6718,1285000,257,-11107.9033203125,1886.12,15.1525
2292.1,258,156.7508,1290000,258,-11149.810546875,1918.65,15.241
2258.87,259,156.9792,1295000,259,-11193.5693359375,1915.42,15.1452
2298.85,260,156.7154,1300000,260,-11209.0419921875,1934.63,15.2516
2249.31,261,156.9517,1305000,261,-11266.591796875,1876.78,15.1026
2278.03,262,156.7428,1310000,262,-11283.5986328125,1916.46,15.3282
2295.19,263,156.7318,1315000,263,-11302.2041015625,1905.41,15.2943
2296.9,264,156.7104,1320000,264,-11351.5439453125,1906.72,15.1085
2299.87,265,156.7743,1325000,265,-11408.1416015625,1914.11,15.308
2288.6,266,156.7152,1330000,266,-11358.6650390625,1916.01,15.0804
2245.21,267,156.8554,1335000,267,-11452.189453125,1904.4,15.2846
2297.14,268,156.7239,1340000,268,-11509.908203125,1926.68,15.2134
2302.43,269,156.8102,1345000,269,-11526.3935546875,1903.81,15.2337
2299.73,270,156.5946,1350000,270,-11522.5888671875,1913.71,15.2231
2278.26,271,156.7705,1355000,271,-11569.5859375,1933.41,15.4005
2289.93,272,156.8315,1360000,272,-11657.46484375,1918.85,15.2622
2255.57,273,156.972,1365000,273,-11620.40234375,1925.03,15.1064
2272.78,274,156.569,1370000,274,-11641.6689453125,1907.62,15.1902
2293.42,275,156.6722,1375000,275,-11732.7490234375,1908.94,15.2054
2266.88,276,156.7885,1380000,276,-11710.5048828125,1923.66,15.331
2295.71,277,156.6692,1385000,277,-11774.0595703125,1927.24,15.0843
2289.78,278,156.7477,1390000,278,-11824.80859375,1923.05,15.2245
2316.14,279,156.5844,1395000,279,-11847.8271484375,1956.51,15.3075
2308.48,280,156.7907,1400000,280,-11882.5537109375,1935.78,15.1735
2292.72,281,156.8737,1405000,281,-11900.130859375,1947.11,15.3402
2290.56,282,156.8433,1410000,282,-11881.50390625,1919.86,15.1973
2316.38,283,156.5055,1415000,283,-11939.060546875,1951.17,15.0579
2291.52,284,156.6826,1420000,284,-12033.4130859375,1938.16,15.3001
2289.72,285,156.5932,1425000,285,-11955.5751953125,1940.67,15.1527
2299.31,286,156.6628,1430000,286,-12058.6376953125,1973.35,15.2458
2311.52,287,156.8024,1435000,287,-12045.8662109375,1944.53,15.2582
2302.88,288,156.8399,1440000,288,-12066.4052734375,1946.82,15.1786
2336.52,289,156.7599,1445000,289,-12175.154296875,1972.76,15.3275
2316.86,290,156.7302,1450000,290,-12213.341796875,1972.74,15.3904
2321.24,291,156.5836,1455000,291,-12213.28515625,1952.92,15.2169
2314.5,292,156.5754,1460000,292,-12288.4912109375,1962.34,15.3325
2311.4,293,156.5594,1465000,293,-12267.376953125,1961.16,15.1645
2318.0,294,156.6111,1470000,294,-12330.154296875,1953.67,15.1796
2317.33,295,156.6071,1475000,295,-12387.7998046875,1962.53,15.2207
2321.77,296,156.6297,1480000,296,-12394.3046875,1958.83,15.3554
2300.03,297,156.5039,1485000,297,-12395.1181640625,1947.53,15.1873
2301.35,298,156.5591,1490000,298,-12446.3740234375,1953.31,15.2724
2319.16,299,156.6958,1495000,299,-12417.94140625,1965.09,15.3984
2323.32,300,156.6951,1500000,300,-12487.3935546875,1965.48,15.1264
2336.57,301,156.592,1505000,301,-12505.8486328125,1973.23,15.1171
2320.36,302,156.6947,1510000,302,-12534.4560546875,1953.8,15.2232
2309.95,303,156.6507,1515000,303,-12587.5068359375,1938.19,15.1749
2329.02,304,156.5186,1520000,304,-12610.796875,1974.54,15.3176
2307.86,305,156.631,1525000,305,-12633.30859375,1958.34,15.1003
2321.62,306,156.6917,1530000,306,-12644.3447265625,1931.18,15.2636
2302.08,307,156.6626,1535000,307,-12719.693359375,1943.34,15.1333
2323.39,308,156.6378,1540000,308,-12735.421875,1967.89,15.2173
2321.03,309,156.6329,1545000,309,-12751.4326171875,1947.26,15.2679
2312.54,310,156.6615,1550000,310,-12737.759765625,1937.4,15.2168
2320.34,311,156.6216,1555000,311,-12794.3798828125,1936.54,15.1066
2324.67,312,156.6737,1560000,312,-12774.517578125,1962.15,15.0805
2298.16,313,156.5656,1565000,313,-12804.435546875,1951.73,15.1406
2323.93,314,156.58,1570000,314,-12886.94921875,1950.54,15.0707
2311.14,315,156.7263,1575000,315,-12948.2138671875,1962.18,15.1787
2293.94,316,156.6409,1580000,316,-12897.0087890625,1954.59,15.0899
2324.88,317,156.5498,1585000,317,-12972.42578125,1968.08,15.2726
2315.63,318,156.6905,1590000,318,-12983.8271484375,1888.68,14.9543
2318.45,319,156.5887,1595000,319,-13046.08203125,1944.34,15.2318
2323.32,320,156.5221,1600000,320,-13000.8486328125,1965.03,15.125
2296.58,321,156.6795,1605000,321,-13037.8935546875,1940.14,15.1224
2310.57,322,156.6488,1610000,322,-13074.1767578125,1927.66,14.9749
2314.63,323,156.677,1615000,323,-13110.4853515625,1940.38,15.181
2317.18,324,156.4983,1620000,324,-13122.787109375,1925.03,14.9789
2319.74,325,156.6243,1625000,325,-13207.271484375,1941.86,15.2047
2296.12,326,156.4886,1630000,326,-13104.5966796875,1913.68,14.8778
2323.23,327,156.6051,1635000,327,-13207.9541015625,1943.22,14.8554
2311.4,328,156.6702,1640000,328,-13243.7900390625,1917.22,15.0637
2290.74,329,156.6282,1645000,329,-13257.4228515625,1933.82,15.1563
2315.19,330,156.5184,1650000,330,-13304.7705078125,1937.89,15.2492
2339.05,331,156.5762,1655000,331,-13393.45703125,1946.4,15.1317
2314.53,332,156.6077,1660000,332,-13313.9072265625,1951.96,15.255
2313.34,333,156.5864,1665000,333,-13378.455078125,1930.33,14.9851
2303.41,334,156.6424,1670000,334,-13387.302734375,1940.01,14.976
2314.23,335,156.5966,1675000,335,-13423.66796875,1924.48,15.0403
2319.13,336,156.6921,1680000,336,-13468.1376953125,1912.86,14.8245
2318.3,337,156.5982,1685000,337,-13451.6396484375,1915.23,15.0065
2327.76,338,156.621,1690000,338,-13444.3828125,1937.74,15.0826
2338.72,339,156.6387,1695000,339,-13516.78515625,1941.42,14.9571
2334.84,340,156.5864,1700000,340,-13569.0380859375,1923.69,15.0852
2333.03,341,156.564,1705000,341,-13578.5654296875,1932.52,14.9981
2329.99,342,156.4856,1710000,342,-13590.7587890625,1921.13,14.9541
2337.7,343,156.3626,1715000,343,-13581.54296875,1944.67,15.0444
2341.48,344,156.6173,1720000,344,-13639.2919921875,1958.63,15.0779
2350.5,345,156.4332,1725000,345,-13674.1640625,1933.66,14.9304
2326.68,346,156.6482,1730000,346,-13716.2041015625,1959.11,15.1005
2330.96,347,156.424,1735000,347,-13704.3115234375,1950.28,15.0179
2340.69,348,156.6464,1740000,348,-13710.4169921875,1969.8,14.8401
2337.25,349,156.4681,1745000,349,-13785.587890625,1970.8,15.1374
2342.91,350,156.5149,1750000,350,-13799.2705078125,1955.48,15.1981
2351.57,351,156.6186,1755000,351,-13870.0537109375,1949.45,15.1748
2349.28,352,156.6196,1760000,352,-13821.228515625,1967.49,15.1127
2363.23,353,156.5494,1765000,353,-13849.8017578125,1966.74,15.0439
2337.55,354,156.5235,1770000,354,-13833.48828125,1965.03,15.1265
2332.11,355,156.594,1775000,355,-13888.36328125,1961.75,14.9835
2348.47,356,156.5505,1780000,356,-13927.462890625,1967.46,15.1659
2349.54,357,156.5649,1785000,357,-13917.3505859375,1958.37,14.9464
2359.5,358,156.5776,1790000,358,-13931.0908203125,1957.34,15.104
2344.9,359,156.4932,1795000,359,-13978.7578125,1957.91,15.1714
2353.18,360,156.714,1800000,360,-14038.2919921875,1964.73,15.1433
2351.33,361,156.4783,1805000,361,-14010.810546875,1971.62,15.1577
2349.5,362,156.6039,1810000,362,-14034.91015625,1976.31,15.2773
2364.06,363,156.5976,1815000,363,-14040.01953125,1968.27,15.0972
2334.36,364,156.5007,1820000,364,-14104.248046875,1956.24,15.2153
2325.93,365,156.5884,1825000,365,-14098.0458984375,1936.4,15.0601
2319.07,366,156.646,1830000,366,-14064.583984375,1958.52,15.1677
2326.52,367,156.6799,1835000,367,-14074.546875,1951.32,15.0473
2316.61,368,156.6203,1840000,368,-14064.44140625,1943.19,14.8945
2316.6,369,156.6225,1845000,369,-14057.701171875,1962.39,14.9431
2312.29,370,156.5657,1850000,370,-14098.39453125,1965.14,15.2005
2327.56,371,156.4757,1855000,371,-14146.32421875,1953.05,15.159
2323.88,372,156.7088,1860000,372,-14138.3916015625,1967.35,15.2137
2319.03,373,156.5352,1865000,373,-14114.02734375,1971.46,15.1065
2339.67,374,156.5816,1870000,374,-14180.6201171875,1954.07,15.0619
2322.57,375,156.6589,1875000,375,-14195.470703125,1944.66,15.0674
2336.48,376,156.623,1880000,376,-14235.8369140625,1967.19,15.0111
2320.87,377,156.6377,1885000,377,-14228.267578125,1943.08,15.0278
2317.95,378,156.5379,1890000,378,-14160.9267578125,1963.9,15.0218
2311.46,379,156.7714,1895000,379,-14217.490234375,1941.21,15.0661
2334.17,380,156.6148,1900000,380,-14321.12890625,1963.57,15.0187
2331.71,381,156.657,1905000,381,-14268.5126953125,1967.84,15.1431
2324.39,382,156.6258,1910000,382,-14290.875,1955.47,15.043
2327.67,383,156.7081,1915000,383,-14272.9912109375,1971.13,15.1122
2318.72,384,156.6256,1920000,384,-14339.0947265625,1941.49,14.903
2337.97,385,156.7381,1925000,385,-14359.7734375,1981.15,15.1628
