Running Update Time,Running Reverse KL,Running Env Steps,Reward Loss,Running Forward KL,Itration,Real Sto Return,Real Det Return
101,15.9102,505000,-3797.084716796875,157.0027,101,1793.79,2116.18
102,15.9415,510000,-3813.818359375,156.9672,102,1795.67,2127.46
103,15.6152,515000,-3896.087646484375,156.8959,103,1793.91,2093.75
104,16.3073,520000,-3932.8359375,156.9698,104,1816.74,2158.27
105,15.7509,525000,-3983.692138671875,156.8481,105,1779.07,2125.75
106,15.5828,530000,-4043.15380859375,156.897,106,1787.85,2144.24
107,15.8746,535000,-4073.810546875,156.9093,107,1783.33,2118.45
108,15.778,540000,-4116.33642578125,156.7454,108,1829.61,2158.51
109,15.8716,545000,-4156.66015625,156.7338,109,1830.25,2211.48
110,15.8162,550000,-4180.5654296875,156.7952,110,1820.92,2159.93
111,15.7565,555000,-4249.75732421875,156.7616,111,1772.41,2120.36
112,15.6116,560000,-4323.439453125,156.7629,112,1769.08,2145.27
113,15.7095,565000,-4345.92529296875,156.7072,113,1808.19,2114.54
114,15.5906,570000,-4372.275390625,156.6486,114,1846.03,2159.68
115,15.721,575000,-4475.15283203125,157.0171,115,1766.1,2088.2
116,16.0719,580000,-4541.28564453125,157.0454,116,1813.01,2196.76
117,15.6819,585000,-4519.96533203125,156.7566,117,1798.14,2166.72
118,15.5659,590000,-4639.171875,157.1647,118,1769.85,2067.46
119,15.6279,595000,-4633.3798828125,156.8395,119,1782.3,2126.87
120,15.7018,600000,-4655.2998046875,156.7507,120,1817.3,2194.06
121,15.4994,605000,-4738.6494140625,156.8467,121,1798.4,2039.09
122,15.9433,610000,-4769.99267578125,156.9663,122,1848.1,2169.36
123,15.5472,615000,-4813.89990234375,156.9631,123,1757.46,2049.45
124,15.8766,620000,-4851.87890625,156.8936,124,1822.58,2178.03
125,15.8375,625000,-4894.55029296875,157.153,125,1838.84,2147.27
126,15.5707,630000,-4897.43505859375,156.8169,126,1802.65,2151.1
127,15.9389,635000,-4954.48193359375,156.8038,127,1832.92,2231.26
128,16.1072,640000,-4991.7744140625,157.0297,128,1835.21,2197.6
129,15.5877,645000,-5039.77001953125,156.8688,129,1794.42,2076.67
130,15.9978,650000,-5083.5087890625,156.8213,130,1856.3,2181.66
131,15.6699,655000,-5084.0927734375,156.6761,131,1840.54,2149.68
132,15.4757,660000,-5163.3525390625,156.7857,132,1829.8,2180.4
133,15.9221,665000,-5197.775390625,156.9953,133,1873.54,2191.84
134,15.9444,670000,-5267.74658203125,156.9437,134,1812.14,2131.81
135,15.8362,675000,-5306.583984375,157.1157,135,1824.78,2120.2
136,15.2635,680000,-5313.05322265625,156.8476,136,1783.53,2080.84
137,15.4371,685000,-5335.39892578125,156.9488,137,1812.19,2149.47
138,15.3153,690000,-5389.18017578125,156.7768,138,1801.53,2101.23
139,15.5657,695000,-5461.0947265625,156.7192,139,1798.52,2160.82
140,15.477,700000,-5440.44873046875,156.8664,140,1835.63,2187.27
141,15.948,705000,-5528.5673828125,157.0632,141,1847.24,2127.33
142,15.3469,710000,-5569.28173828125,156.8715,142,1811.13,2106.26
143,15.737,715000,-5635.125,156.8644,143,1839.63,2167.18
144,15.3082,720000,-5637.037109375,156.8853,144,1808.66,2139.68
145,15.9434,725000,-5761.09130859375,156.978,145,1831.28,2188.63
146,15.8921,730000,-5752.32958984375,156.8431,146,1870.7,2201.41
147,15.7418,735000,-5795.1416015625,156.7576,147,1860.33,2173.78
148,15.7733,740000,-5867.40869140625,157.0385,148,1849.26,2167.45
149,15.7224,745000,-5875.4013671875,156.9213,149,1855.33,2167.81
150,15.4698,750000,-5919.6826171875,156.742,150,1820.69,2181.29
151,15.377,755000,-5929.51025390625,156.7616,151,1825.86,2202.19
152,15.4772,760000,-6014.90771484375,156.8165,152,1826.94,2067.91
153,15.8483,765000,-6053.53369140625,156.8186,153,1881.69,2201.64
154,15.46,770000,-6103.50048828125,156.928,154,1853.77,2192.49
155,15.636,775000,-6145.61181640625,156.8481,155,1808.54,2167.83
156,15.4797,780000,-6191.50439453125,156.8332,156,1817.36,2143.83
157,15.3111,785000,-6267.009765625,156.7708,157,1802.99,2040.39
158,15.5124,790000,-6272.1123046875,156.7469,158,1839.12,2121.53
159,15.489,795000,-6350.783203125,156.8263,159,1857.35,2153.13
160,15.2656,800000,-6336.130859375,156.6401,160,1849.41,2136.69
161,15.8434,805000,-6439.650390625,156.755,161,1854.21,2160.02
162,15.5433,810000,-6387.30224609375,156.5534,162,1836.49,2182.83
163,15.5282,815000,-6508.306640625,156.728,163,1878.9,2187.62
164,15.4786,820000,-6511.27197265625,156.439,164,1870.8,2204.97
165,15.6974,825000,-6600.79736328125,156.9492,165,1853.8,2214.92
166,15.5568,830000,-6666.47216796875,156.6622,166,1869.43,2192.99
167,15.57,835000,-6711.822265625,156.7867,167,1883.69,2214.2
168,15.7136,840000,-6783.7099609375,157.057,168,1857.62,2172.2
169,15.3867,845000,-6803.14111328125,156.7927,169,1849.94,2148.77
170,15.949,850000,-6862.69677734375,156.8227,170,1860.12,2173.14
171,15.6455,855000,-6933.35888671875,156.8986,171,1876.34,2142.71
172,15.8487,860000,-6983.357421875,156.87,172,1870.99,2185.1
173,15.7259,865000,-7005.5537109375,156.8445,173,1852.82,2213.89
174,15.4015,870000,-7000.4970703125,156.7008,174,1852.67,2201.05
175,15.51,875000,-7080.337890625,156.8838,175,1846.54,2188.73
176,15.6353,880000,-7146.88232421875,156.7687,176,1893.27,2187.95
177,15.5086,885000,-7189.98291015625,156.6868,177,1874.47,2140.35
178,15.5295,890000,-7209.74560546875,156.7193,178,1889.56,2207.76
179,15.6209,895000,-7285.2255859375,156.4722,179,1898.05,2232.96
180,15.8663,900000,-7320.7255859375,156.7471,180,1904.63,2239.8
181,15.5302,905000,-7400.31494140625,156.7767,181,1870.7,2191.16
182,15.5577,910000,-7486.8115234375,156.8325,182,1887.43,2186.76
183,15.3502,915000,-7451.90673828125,156.7872,183,1887.66,2226.09
184,15.6272,920000,-7566.88232421875,156.8378,184,1861.29,2209.61
185,15.3159,925000,-7582.6318359375,156.5601,185,1887.38,2218.83
186,15.1442,930000,-7570.51318359375,156.6526,186,1858.39,2174.23
187,15.6128,935000,-7716.51611328125,157.0097,187,1825.48,2178.91
188,15.5412,940000,-7745.33740234375,156.7493,188,1885.89,2236.14
189,15.982,945000,-7883.48291015625,157.0709,189,1916.47,2272.79
190,15.6676,950000,-7868.12939453125,156.9189,190,1900.59,2216.43
191,15.2553,955000,-7889.68359375,156.7764,191,1864.7,2198.25
192,15.6065,960000,-7958.04248046875,156.6736,192,1907.24,2225.77
193,15.5651,965000,-7980.35498046875,156.7912,193,1905.44,2201.58
194,15.5601,970000,-8004.5947265625,156.7217,194,1912.19,2203.29
195,15.4197,975000,-8033.67431640625,156.6018,195,1904.02,2255.28
196,15.4877,980000,-8045.9365234375,156.6192,196,1873.91,2180.36
197,15.15,985000,-8121.97705078125,156.7424,197,1848.58,2152.77
198,15.5042,990000,-8200.4375,156.6789,198,1889.27,2208.56
199,15.7785,995000,-8219.5615234375,156.8149,199,1923.62,2239.37
200,15.3097,1000000,-8253.7509765625,156.8303,200,1845.96,2136.98
201,15.4967,1005000,-8292.80078125,156.7406,201,1822.99,2198.41
202,15.4111,1010000,-8330.1357421875,156.7375,202,1865.17,2204.18
203,15.213,1015000,-8345.498046875,156.7606,203,1861.74,2187.88
204,15.568,1020000,-8388.0087890625,156.7661,204,1869.96,2182.2
205,15.2746,1025000,-8403.8583984375,156.7845,205,1849.0,2195.1
206,15.524,1030000,-8460.6142578125,156.8288,206,1886.01,2202.74
207,15.4556,1035000,-8484.1845703125,156.7519,207,1888.44,2217.83
208,15.4959,1040000,-8530.353515625,156.7042,208,1899.01,2238.37
209,15.4076,1045000,-8532.8193359375,156.6954,209,1885.01,2201.65
210,15.5738,1050000,-8582.5283203125,156.6897,210,1905.5,2249.85
211,15.6162,1055000,-8652.7236328125,156.6542,211,1890.01,2237.13
212,15.6086,1060000,-8673.6455078125,156.8782,212,1872.41,2237.64
213,15.597,1065000,-8699.5263671875,156.738,213,1883.25,2235.29
214,15.7307,1070000,-8746.4267578125,156.7926,214,1875.73,2217.54
215,15.4883,1075000,-8761.3544921875,156.7081,215,1878.59,2213.68
216,15.364,1080000,-8763.2353515625,156.8112,216,1867.28,2181.96
217,15.5388,1085000,-8803.037109375,156.868,217,1855.71,2189.46
218,15.468,1090000,-8822.322265625,156.791,218,1875.04,2232.37
219,15.525,1095000,-8863.7958984375,156.7396,219,1874.75,2234.74
220,15.5456,1100000,-8886.642578125,156.7024,220,1883.43,2256.65
221,15.5868,1105000,-8916.4873046875,156.9218,221,1872.7,2231.83
222,15.316,1110000,-8950.8271484375,156.8253,222,1828.68,2212.65
223,15.4007,1115000,-8966.5498046875,156.7661,223,1867.51,2223.43
224,15.5382,1120000,-9020.255859375,156.903,224,1885.5,2237.48
225,15.5077,1125000,-9015.2314453125,156.8633,225,1870.69,2238.18
226,15.654,1130000,-9058.26171875,156.7952,226,1859.23,2216.96
227,15.1798,1135000,-9086.197265625,156.8304,227,1814.29,1784.86
228,15.4835,1140000,-9123.376953125,156.703,228,1852.39,2204.12
229,15.3888,1145000,-9149.94140625,156.9408,229,1836.45,2218.55
230,15.5536,1150000,-9168.2099609375,156.7568,230,1863.42,2236.46
231,15.5933,1155000,-9189.609375,156.7851,231,1897.85,2272.56
232,15.6309,1160000,-9236.0400390625,156.9377,232,1876.07,2243.78
233,15.4608,1165000,-9220.1728515625,156.7995,233,1905.68,2259.8
234,15.6861,1170000,-9319.6640625,156.6907,234,1841.25,2237.73
235,15.8563,1175000,-9330.98828125,156.8615,235,1866.97,2228.28
236,15.3481,1180000,-9314.5244140625,156.5436,236,1901.57,2253.99
237,15.3577,1185000,-9320.8984375,156.6876,237,1873.84,2199.35
238,15.7031,1190000,-9400.138671875,156.7434,238,1906.29,2265.31
239,15.7176,1195000,-9470.4169921875,156.7435,239,1849.22,2239.71
240,15.4577,1200000,-9424.072265625,156.7037,240,1884.44,2248.54
241,15.5744,1205000,-9448.4765625,157.0981,241,1882.8,2242.78
242,15.5386,1210000,-9490.080078125,156.7625,242,1890.79,2268.77
243,15.6703,1215000,-9495.6259765625,156.8858,243,1892.29,2254.51
244,15.6331,1220000,-9532.2021484375,156.9263,244,1889.36,2251.06
245,15.7058,1225000,-9558.3232421875,156.8285,245,1899.43,2269.04
246,15.706,1230000,-9557.9755859375,156.7582,246,1922.51,2238.35
247,15.6644,1235000,-9584.9912109375,156.7875,247,1930.37,2277.04
248,15.4219,1240000,-9603.1171875,156.8144,248,1905.14,2264.74
249,15.4881,1245000,-9656.8642578125,156.953,249,1853.83,2212.81
250,15.6708,1250000,-9671.08984375,156.8721,250,1873.27,2241.52
251,15.785,1255000,-9729.0634765625,156.9374,251,1894.85,2276.68
252,15.6414,1260000,-9716.181640625,156.761,252,1907.17,2249.0
253,15.4862,1265000,-9786.97265625,156.84,253,1878.32,2244.41
254,15.6139,1270000,-9786.615234375,156.8415,254,1909.48,2265.25
255,15.6155,1275000,-9794.77734375,156.8183,255,1910.22,2267.11
256,15.4587,1280000,-9848.1767578125,156.695,256,1866.55,2204.66
257,15.4379,1285000,-9847.3779296875,156.901,257,1897.47,2252.82
258,15.3052,1290000,-9863.8662109375,156.801,258,1880.32,2253.48
259,15.4488,1295000,-9922.740234375,156.84,259,1871.3,2195.29
260,15.3421,1300000,-9895.5224609375,156.8172,260,1871.71,2205.38
261,15.0595,1305000,-9931.828125,156.7804,261,1826.56,1997.51
262,15.2746,1310000,-9941.18359375,156.6929,262,1874.05,2218.8
263,15.4482,1315000,-10023.4462890625,156.6764,263,1874.2,2295.42
264,15.5459,1320000,-10029.3388671875,156.6297,264,1862.27,2230.67
265,15.5971,1325000,-10064.6865234375,156.8782,265,1895.83,2271.17
266,15.3171,1330000,-10034.82421875,156.6885,266,1847.91,2177.05
267,15.3848,1335000,-10035.462890625,156.8924,267,1855.16,2177.35
268,15.2109,1340000,-10039.208984375,156.735,268,1840.44,2230.22
269,15.2804,1345000,-10110.2890625,156.8045,269,1850.82,2191.96
270,15.4387,1350000,-10133.9501953125,156.7912,270,1856.31,2230.17
271,15.3125,1355000,-10176.48046875,156.6663,271,1859.13,2083.68
272,15.255,1360000,-10177.443359375,156.7501,272,1776.78,1949.37
273,14.9768,1365000,-10154.765625,156.6476,273,1844.57,2201.98
274,15.1213,1370000,-10183.099609375,156.8412,274,1871.58,2136.53
275,15.3048,1375000,-10229.0126953125,156.576,275,1832.35,2064.05
276,15.3764,1380000,-10263.0380859375,156.8301,276,1871.18,2244.56
277,15.2996,1385000,-10255.5703125,156.7393,277,1853.53,2209.21
278,15.4193,1390000,-10326.1005859375,156.7706,278,1889.46,2218.0
279,15.331,1395000,-10331.3662109375,156.8923,279,1840.29,2196.63
280,14.9643,1400000,-10323.3466796875,156.7769,280,1780.06,2184.47
281,15.2527,1405000,-10370.587890625,156.6696,281,1874.98,2254.45
282,15.4074,1410000,-10390.3671875,156.9502,282,1873.7,2232.1
283,15.0915,1415000,-10349.8505859375,156.9242,283,1863.13,2210.02
284,14.8548,1420000,-10422.216796875,156.9272,284,1822.73,1935.78
285,15.2348,1425000,-10458.224609375,156.741,285,1860.24,2191.06
286,15.4042,1430000,-10472.3564453125,156.9236,286,1860.62,2232.01
287,15.3439,1435000,-10513.1943359375,157.0549,287,1831.38,2225.19
288,15.339,1440000,-10518.359375,156.797,288,1903.81,2240.65
289,15.2957,1445000,-10564.595703125,156.9146,289,1895.53,2131.43
290,15.3554,1450000,-10603.8447265625,156.5582,290,1908.15,2111.48
291,15.3705,1455000,-10634.1884765625,156.8438,291,1889.61,2262.4
292,15.4296,1460000,-10614.400390625,156.8443,292,1900.6,2260.74
293,15.2605,1465000,-10610.3623046875,156.7579,293,1907.98,2083.09
294,15.0464,1470000,-10649.7705078125,156.7583,294,1884.58,2252.89
295,14.9789,1475000,-10665.1494140625,156.7313,295,1870.48,2231.92
296,14.9756,1480000,-10694.23046875,156.6462,296,1756.8,2106.67
297,15.5178,1485000,-10759.2177734375,156.8405,297,1895.35,2270.74
298,15.2846,1490000,-10758.6376953125,156.7269,298,1908.85,2240.35
299,15.5162,1495000,-10742.5703125,156.7042,299,1945.71,2264.38
300,15.4906,1500000,-10804.1201171875,156.7445,300,1914.53,2275.91
301,15.4698,1505000,-10831.072265625,156.874,301,1921.25,2267.72
302,15.6021,1510000,-10814.4443359375,156.7054,302,1954.9,2291.78
303,15.5177,1515000,-10856.1103515625,156.948,303,1921.42,2261.07
304,15.4669,1520000,-10873.140625,156.7583,304,1904.59,2273.09
305,15.476,1525000,-10841.8798828125,156.7854,305,1920.81,2250.37
306,15.5016,1530000,-10919.150390625,156.8142,306,1924.86,2256.28
307,15.4983,1535000,-10965.2333984375,156.6762,307,1910.85,2258.78
308,15.7558,1540000,-10903.1015625,156.9319,308,1925.09,2273.9
309,15.4066,1545000,-10962.8291015625,156.7873,309,1916.71,2273.45
310,15.5585,1550000,-10976.5634765625,156.7843,310,1914.86,2271.65
311,15.5335,1555000,-10981.8232421875,156.6316,311,1929.25,2260.91
312,15.5571,1560000,-11010.5302734375,156.7003,312,1947.11,2270.99
313,15.6219,1565000,-11030.779296875,156.7287,313,1955.79,2284.6
314,15.5126,1570000,-11045.359375,156.7431,314,1922.01,2259.58
315,15.4026,1575000,-11027.3173828125,156.5763,315,1922.25,2267.09
316,15.4363,1580000,-11041.8056640625,156.6824,316,1912.12,2234.53
317,15.6018,1585000,-11098.2265625,156.6701,317,1913.41,2258.72
318,15.455,1590000,-11081.8876953125,156.8238,318,1894.94,2246.42
319,15.6854,1595000,-11129.783203125,156.839,319,1941.16,2260.32
320,15.3947,1600000,-11123.0107421875,156.8057,320,1900.64,2250.33
321,15.3493,1605000,-11124.2763671875,156.7018,321,1877.14,2207.01
322,15.4648,1610000,-11185.0703125,156.7844,322,1854.9,2224.63
323,15.4301,1615000,-11208.8779296875,156.731,323,1882.71,2215.11
324,15.257,1620000,-11222.4140625,156.6593,324,1891.42,2247.67
325,15.6343,1625000,-11228.06640625,156.647,325,1898.39,2248.52
326,15.39,1630000,-11256.1474609375,156.7324,326,1886.5,2234.2
327,15.121,1635000,-11239.2001953125,156.6901,327,1888.64,2234.82
328,15.2875,1640000,-11236.7294921875,156.6585,328,1928.14,2246.44
329,15.3002,1645000,-11293.884765625,156.6642,329,1869.33,2234.44
330,15.3557,1650000,-11308.59375,156.6933,330,1923.34,2221.55
331,15.3046,1655000,-11307.9951171875,156.8287,331,1897.95,2243.39
332,15.4042,1660000,-11323.6728515625,156.7749,332,1908.49,2245.57
333,15.3494,1665000,-11372.4443359375,156.745,333,1924.2,2254.21
334,14.9844,1670000,-11345.2568359375,156.666,334,1896.36,2243.37
335,15.1947,1675000,-11380.0693359375,156.759,335,1890.56,2234.52
336,15.5172,1680000,-11430.4091796875,156.6686,336,1901.52,2232.95
337,15.4308,1685000,-11436.3271484375,156.6897,337,1912.61,2248.88
338,15.4893,1690000,-11445.259765625,156.7649,338,1918.85,2254.49
339,15.0988,1695000,-11480.91796875,156.7025,339,1909.83,2246.67
340,15.4858,1700000,-11483.0966796875,156.6553,340,1898.55,2225.92
341,15.1741,1705000,-11481.9892578125,156.7064,341,1840.47,2140.06
342,15.4741,1710000,-11492.3583984375,156.8329,342,1876.64,2238.78
343,15.2867,1715000,-11507.392578125,156.8269,343,1906.76,2238.29
344,15.1197,1720000,-11542.8896484375,156.6914,344,1821.26,2169.6
345,15.3817,1725000,-11582.4375,156.873,345,1886.85,2205.83
346,15.4313,1730000,-11627.677734375,156.7718,346,1901.7,2242.73
347,15.1167,1735000,-11629.0732421875,156.7369,347,1888.44,2250.32
348,15.1219,1740000,-11614.05078125,156.7536,348,1847.07,2079.54
349,15.3213,1745000,-11659.7578125,156.8383,349,1906.53,2087.24
350,15.3053,1750000,-11653.6376953125,156.7696,350,1916.04,2235.78
351,15.2051,1755000,-11666.1904296875,156.9423,351,1854.88,2180.68
352,15.3709,1760000,-11734.9482421875,156.6446,352,1880.44,2209.7
353,15.2215,1765000,-11715.9677734375,156.9039,353,1849.32,2185.45
354,15.2147,1770000,-11755.0517578125,156.7963,354,1910.57,2251.71
355,15.2869,1775000,-11766.5048828125,156.7775,355,1910.09,2252.4
356,15.4803,1780000,-11770.66015625,156.6855,356,1892.58,2233.73
357,15.4324,1785000,-11833.490234375,156.6752,357,1928.86,2269.09
358,15.4525,1790000,-11836.193359375,156.7013,358,1926.96,2134.39
359,15.6404,1795000,-11842.0029296875,156.8072,359,1911.0,2221.33
360,15.4326,1800000,-11862.96484375,156.6876,360,1913.65,2250.67
361,15.2817,1805000,-11882.8681640625,156.9418,361,1913.19,2237.6
362,15.4689,1810000,-11901.8916015625,156.7229,362,1902.76,2114.15
363,15.4351,1815000,-11940.5888671875,156.5989,363,1899.84,2101.79
364,15.2374,1820000,-11924.4921875,156.675,364,1929.64,2233.95
365,15.5724,1825000,-11989.724609375,156.7064,365,1925.54,2270.34
366,15.4712,1830000,-12013.9072265625,156.7182,366,1901.83,2227.56
367,15.6469,1835000,-12062.744140625,156.9062,367,1904.86,2128.48
368,15.6029,1840000,-12051.041015625,156.8511,368,1929.0,2259.15
369,15.4093,1845000,-12039.888671875,156.7625,369,1906.54,2230.25
370,15.3176,1850000,-12025.287109375,156.7792,370,1904.97,2105.73
371,15.2708,1855000,-12081.4921875,156.6703,371,1919.2,2253.31
372,15.5233,1860000,-12122.0673828125,156.8273,372,1884.21,2236.96
373,15.598,1865000,-12157.423828125,156.831,373,1912.97,2253.97
374,15.4805,1870000,-12196.49609375,156.9075,374,1889.12,2273.37
375,15.4723,1875000,-12164.9658203125,156.78,375,1903.45,2215.55
376,15.4215,1880000,-12161.7333984375,156.7318,376,1912.07,1561.18
377,15.5792,1885000,-12244.5341796875,156.9347,377,1920.06,2250.05
378,15.5892,1890000,-12251.216796875,156.6859,378,1890.53,2114.86
379,15.5063,1895000,-12244.771484375,156.6773,379,1913.76,2250.14
380,15.6655,1900000,-12264.1162109375,156.7867,380,1919.89,2133.33
381,15.6234,1905000,-12268.1728515625,156.8217,381,1923.82,2198.28
382,15.5372,1910000,-12360.0244140625,156.6973,382,1925.87,2273.7
383,15.3393,1915000,-12324.703125,156.7026,383,1861.83,1978.56
384,15.6398,1920000,-12371.8701171875,156.8666,384,1930.54,2128.55
385,15.6438,1925000,-12361.2861328125,156.8043,385,1908.43,2245.23
386,15.3084,1930000,-12418.71484375,156.7641,386,1923.41,2248.78
