Real Det Return,Running Forward KL,Itration,Real Sto Return,Running Reverse KL
5751.79,69.3454,247,5203.57,61.5811
5369.8,76.524,248,4802.82,69.7591
5687.75,66.9463,249,4982.64,59.3511
5754.16,73.0735,250,5486.8,65.2163
5924.66,74.4736,251,5309.11,68.409
5800.22,76.1195,252,5446.96,73.1033
5521.65,70.4512,253,5181.62,65.0787
5124.75,74.2525,254,4992.05,68.1934
5200.3,73.5143,255,5337.79,68.7088
5089.41,72.1342,256,4956.31,67.5091
5897.07,72.0607,257,5309.86,65.6344
5459.19,69.1036,258,4546.54,59.6371
5826.49,72.5898,259,4788.14,68.0682
5642.67,75.35,260,5325.62,69.7199
5849.8,76.6618,261,5164.78,69.0363
5619.42,74.3477,262,5317.17,69.2343
5623.73,69.2522,263,5262.91,61.1404
5980.27,75.336,264,5517.43,72.0836
5711.38,71.223,265,5054.0,65.1959
5830.7,74.5868,266,5019.7,68.4305
5828.18,75.9969,267,5382.49,71.3364
5648.13,71.8503,268,5359.07,68.0329
5059.09,75.2462,269,4598.1,71.2377
5991.01,72.6722,270,4855.74,66.6639
5412.3,70.1786,271,5100.11,61.824
5432.35,76.3062,272,5133.39,71.5765
5872.78,70.4187,273,5255.34,64.6334
5987.91,75.1258,274,5056.04,67.6678
5833.3,70.439,275,4802.49,62.9729
5935.48,73.5971,276,4785.94,68.2806
5381.61,71.5558,277,4420.53,64.968
5470.84,74.416,278,5228.97,68.5417
5464.53,66.5349,279,5248.24,51.7996
6062.61,68.5112,280,4004.16,58.0697
5834.7,70.0308,281,5203.05,60.6779
5483.46,74.9961,282,4194.4,68.5505
5883.57,73.5202,283,5063.97,68.7515
5441.86,72.7687,284,5417.59,65.7578
5866.91,73.8052,285,4822.67,65.6559
5691.22,73.422,286,4835.67,65.6416
5986.16,66.081,287,4382.98,53.8254
5969.81,72.8839,288,4340.44,64.2446
5743.01,74.6665,289,4939.86,66.7159
6012.11,72.1054,290,4999.44,63.9742
6055.6,73.9009,291,4737.81,68.7798
5476.48,71.26,292,4152.43,62.2398
5190.37,75.0174,293,5366.28,66.5055
6055.79,73.8103,294,5090.73,66.7306
5754.43,75.3366,295,4665.21,66.9424
5188.22,72.4276,296,4927.12,65.1508
5730.46,73.256,297,5327.8,68.287
6011.35,67.9886,298,5557.0,60.3788
6148.68,68.6708,299,5169.81,58.7619
6029.94,72.9043,300,4831.31,66.0877
5940.46,68.1993,301,5275.31,61.7722
5750.8,68.025,302,4848.58,59.5563
5773.69,74.8502,303,5425.43,68.4685
5776.85,72.2498,304,4942.33,65.3388
6017.07,73.519,305,5717.12,64.7042
6165.31,67.6167,306,5198.12,59.3019
4967.6,71.9233,307,4175.14,64.8705
5667.82,71.5383,308,5661.64,65.0509
6128.73,75.2647,309,5042.85,67.5317
5711.53,70.3206,310,4852.3,65.0841
5743.28,73.4961,311,5469.56,69.2711
5719.25,74.2906,312,4983.29,67.9064
5805.77,72.1413,313,5374.47,65.6953
6064.6,73.4759,314,5154.37,65.7049
5557.25,71.5716,315,5373.18,65.7174
5581.38,76.752,316,5505.79,70.1118
5688.82,72.026,317,5555.08,66.7644
6021.53,72.0938,318,5329.54,63.9394
5599.6,68.0828,319,5392.6,56.4166
5429.54,75.5972,320,5087.71,68.758
5609.6,73.3385,321,4546.49,66.1168
6076.42,71.9565,322,4936.86,65.4668
5642.91,68.3708,323,5082.35,59.9159
5230.3,71.0114,324,4950.35,65.915
6124.5,72.4579,325,4777.39,65.5121
5070.32,69.4287,326,5212.36,60.938
5675.61,72.7024,327,5090.13,64.7389
5560.94,75.2055,328,4989.06,67.1187
5763.04,73.6045,329,5017.59,69.3739
5318.82,73.7189,330,5393.93,65.7853
5573.57,70.8788,331,4764.94,64.0029
5961.98,68.2694,332,5331.67,60.218
5773.75,72.6206,333,4771.63,67.6469
5890.89,68.5479,334,5076.65,62.0908
6012.32,72.6266,335,4622.04,66.0079
5731.47,75.5623,336,4483.03,67.7656
5937.66,68.9145,337,5440.11,58.0633
5871.44,69.6174,338,4970.93,61.4879
5486.33,68.9573,339,4828.13,61.1538
6037.29,72.3014,340,5114.33,64.6319
6045.49,73.6946,341,5411.0,66.2615
6150.64,75.06,342,4955.01,66.2222
6009.71,73.9461,343,4501.08,64.7191
5896.71,68.7406,344,5399.8,61.9015
5552.96,69.4612,345,5437.24,59.6736
5757.04,74.1604,346,5289.75,67.1262
5542.69,72.3744,347,4810.9,64.7989
5650.56,68.1609,348,5010.29,60.5958
5704.63,67.6392,349,5090.97,60.3473
5707.3,74.0458,350,5321.05,67.5812
5523.28,68.2741,351,5486.52,61.004
5789.36,70.2674,352,5191.84,62.5374
6052.5,73.6767,353,5319.95,66.5352
6125.83,68.8276,354,4361.24,58.5612
5944.06,69.9507,355,4725.34,62.0973
5591.8,74.8405,356,4937.42,67.9661
5630.26,71.319,357,4624.27,61.9264
5989.85,75.6784,358,4965.35,69.0558
5825.7,74.6228,359,5307.29,66.9949
5349.38,67.6106,360,4794.21,58.4553
5498.63,67.4598,361,4803.31,56.7475
6140.99,69.0238,362,4906.31,62.4034
5451.35,73.344,363,4982.7,65.7098
5959.33,74.0705,364,5115.1,64.807
