Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Update Time,Real Det Return,Reward Loss
330.2122,290000,137.6867,4477.07,58,58,3662.14,-6903.44140625
333.3199,295000,137.8022,3691.8,59,59,5085.97,-5611.3642578125
344.1374,300000,179.4252,4097.18,60,60,4725.29,-8099.818359375
349.8013,305000,183.6008,3240.53,61,61,3718.67,-8692.98828125
347.5918,310000,192.331,2210.62,62,62,1620.05,-9748.8623046875
335.8594,315000,148.1064,3518.43,63,63,4720.27,-8026.30810546875
340.3767,320000,174.149,3682.06,64,64,4774.92,-8968.294921875
333.2789,325000,139.7706,3533.0,65,65,5074.49,-7894.6630859375
330.726,330000,124.2682,5100.2,66,66,4999.24,-6228.10400390625
339.3877,335000,136.8104,4600.11,67,67,5076.39,-6935.6396484375
330.6811,340000,134.381,4248.07,68,68,5058.05,-6910.552734375
325.4606,345000,152.2091,4170.05,69,69,5137.84,-8028.56640625
324.8942,350000,117.4313,4616.18,70,70,4673.91,-6971.25830078125
324.0053,355000,119.9526,4865.55,71,71,4828.25,-7641.34228515625
331.2544,360000,133.2058,4699.1,72,72,5108.94,-8478.33203125
315.886,365000,116.3189,5101.73,73,73,5117.73,-7320.90673828125
333.3522,370000,144.4114,3993.51,74,74,4411.16,-8555.9599609375
317.2503,375000,111.9514,4867.75,75,75,4814.84,-7511.615234375
321.2506,380000,123.5956,4306.46,76,76,5078.74,-8230.388671875
329.2252,385000,129.9625,3920.57,77,77,5021.0,-8488.3544921875
320.4436,390000,117.2224,4363.89,78,78,4574.77,-7894.1240234375
325.8795,395000,132.6141,4281.74,79,79,4643.28,-9109.3076171875
327.4311,400000,127.1484,4427.77,80,80,5163.42,-9479.814453125
323.8369,405000,118.7874,5049.09,81,81,4597.51,-8245.265625
323.3293,410000,112.6313,4614.06,82,82,5092.42,-8679.4296875
320.776,415000,113.6009,4428.35,83,83,4519.77,-8998.9140625
326.2531,420000,117.376,3591.7,84,84,3363.96,-9012.818359375
324.0716,425000,135.7484,4493.4,85,85,4185.98,-9561.1630859375
329.5733,430000,160.4712,4841.53,86,86,3510.38,-10537.5234375
326.907,435000,121.7893,4631.48,87,87,5109.19,-9863.09765625
320.2516,440000,125.3632,5112.1,88,88,5018.43,-9843.0380859375
324.5289,445000,127.1731,4599.22,89,89,5155.12,-10423.9560546875
325.8553,450000,125.8407,4703.74,90,90,3951.49,-10386.5830078125
323.6149,455000,119.0381,4692.93,91,91,5191.07,-10472.3662109375
323.8905,460000,121.6176,4816.09,92,92,3880.8,-10981.0751953125
328.2883,465000,151.3509,3900.02,93,93,4777.34,-11272.24609375
321.2834,470000,131.2211,3766.33,94,94,4792.07,-11427.490234375
332.7692,475000,142.2329,3760.91,95,95,5142.51,-11865.2744140625
321.2433,480000,117.7031,4766.11,96,96,5210.58,-10800.1240234375
326.8328,485000,133.2165,4677.55,97,97,4795.56,-11537.578125
323.7262,490000,127.7885,4496.8,98,98,5018.24,-11381.2861328125
323.1018,495000,130.4721,4564.77,99,99,5182.11,-11650.212890625
323.4886,500000,134.9366,4909.44,100,100,5056.59,-11765.658203125
322.5049,505000,120.4434,4766.93,101,101,5218.67,-11655.10546875
317.0371,510000,114.3199,4813.7,102,102,5244.42,-11159.4443359375
318.4785,515000,114.3522,5114.64,103,103,5198.97,-11301.2373046875
322.5635,520000,118.9101,4297.23,104,104,5088.36,-12136.1015625
323.3864,525000,127.9873,5144.94,105,105,4793.45,-11991.12890625
328.599,530000,134.9246,4142.51,106,106,3379.79,-12935.228515625
324.6753,535000,128.1864,4663.97,107,107,5276.16,-12322.4794921875
322.1769,540000,125.2175,4644.35,108,108,4871.08,-12607.517578125
323.3775,545000,128.9494,4331.87,109,109,5135.62,-12621.48828125
317.9232,550000,115.6174,4653.94,110,110,5178.2,-12534.9716796875
320.7798,555000,115.0361,5021.63,111,111,5232.73,-12322.8857421875
325.0134,560000,128.0206,4291.06,112,112,4458.38,-12688.7685546875
323.1914,565000,129.8303,5213.34,113,113,3685.16,-12765.2685546875
320.3271,570000,120.7216,4672.62,114,114,5008.27,-12880.0634765625
324.7222,575000,122.8027,5036.55,115,115,4263.81,-12946.5908203125
321.1947,580000,117.9028,5016.63,116,116,5286.25,-12959.4013671875
318.5222,585000,126.68,5052.57,117,117,5254.02,-12734.76171875
317.9747,590000,110.9351,5224.41,118,118,5092.28,-12789.70703125
319.6154,595000,137.2179,5193.17,119,119,5246.07,-13404.0810546875
319.9435,600000,117.2679,4954.42,120,120,5239.89,-13281.1884765625
317.7394,605000,112.1363,4748.88,121,121,4676.53,-13399.57421875
317.5798,610000,114.9205,5009.45,122,122,4844.36,-13472.564453125
320.7461,615000,130.0833,4254.83,123,123,5003.01,-13233.681640625
316.8409,620000,114.6564,4918.91,124,124,5323.47,-13459.8505859375
321.471,625000,124.4344,4937.87,125,125,5308.6,-13938.1806640625
313.6685,630000,109.4041,4970.33,126,126,5264.85,-13590.1416015625
317.7812,635000,111.9029,4960.59,127,127,4826.15,-13749.01953125
311.2033,640000,107.9512,5137.3,128,128,5271.12,-13646.619140625
325.3745,645000,135.7761,4890.69,129,129,5300.25,-14428.8447265625
322.7293,650000,120.5061,4902.51,130,130,5136.55,-13899.4384765625
323.7039,655000,120.0812,5179.26,131,131,5336.86,-14358.0595703125
316.6584,660000,110.9583,5215.17,132,132,5311.88,-14133.796875
321.3079,665000,124.8973,5193.3,133,133,5305.65,-14287.505859375
316.8778,670000,104.5177,4989.8,134,134,4653.19,-13842.58984375
317.8931,675000,118.0516,4950.64,135,135,5182.9,-14313.818359375
314.4256,680000,112.5806,4976.95,136,136,5310.63,-14548.7783203125
318.3804,685000,118.6522,4941.99,137,137,1970.31,-13778.9296875
319.7866,690000,123.7178,4337.34,138,138,5125.48,-14407.3154296875
317.1059,695000,109.8252,4815.97,139,139,5346.59,-14415.8330078125
317.818,700000,119.7375,4871.49,140,140,5163.43,-14799.9921875
318.879,705000,118.7193,4914.85,141,141,5234.08,-14632.751953125
316.7805,710000,109.9569,4853.19,142,142,5147.01,-14518.962890625
317.3949,715000,112.6542,5006.15,143,143,4791.78,-14391.01171875
326.5929,720000,141.875,3861.22,144,144,5319.98,-15051.845703125
319.9495,725000,115.9158,5019.22,145,145,4743.24,-14925.2783203125
314.1773,730000,103.6002,5153.96,146,146,5075.92,-14620.0751953125
317.8497,735000,114.8456,5086.71,147,147,5153.25,-14808.4765625
318.7476,740000,122.313,5132.06,148,148,5189.38,-14876.8076171875
319.8761,745000,108.4491,4726.34,149,149,5055.2,-14578.7978515625
323.691,750000,113.0592,4856.11,150,150,5074.02,-14851.56640625
322.8854,755000,125.1664,4988.06,151,151,5298.44,-15298.2919921875
319.9096,760000,114.6031,4713.09,152,152,5315.94,-15079.0791015625
327.7992,765000,124.0917,5179.81,153,153,5282.18,-15408.38671875
322.9778,770000,127.2197,4863.12,154,154,5133.24,-15179.533203125
322.3848,775000,130.1548,4713.31,155,155,5034.23,-15152.46875
320.5425,780000,110.9696,5198.2,156,156,5270.25,-15219.8427734375
323.8594,785000,126.6512,4982.63,157,157,5316.53,-15675.435546875
319.7228,790000,111.2892,4322.47,158,158,5020.05,-15072.671875
312.7055,795000,103.1449,4692.4,159,159,5099.8,-15540.1142578125
320.6178,800000,128.698,4868.14,160,160,5061.43,-15222.4638671875
319.5691,805000,109.8791,5024.9,161,161,4978.37,-15437.12109375
315.4022,810000,104.0454,5118.55,162,162,5082.42,-15237.4169921875
329.7658,815000,125.4693,4715.69,163,163,5047.13,-15504.68359375
316.7605,820000,128.1276,4974.05,164,164,5276.87,-15404.603515625
324.083,825000,116.8754,4989.8,165,165,5027.22,-15349.4326171875
326.6606,830000,120.3923,5130.74,166,166,5216.61,-15404.5283203125
316.2349,835000,106.9613,4804.93,167,167,5099.6,-15539.1328125
316.4426,840000,104.8844,4977.25,168,168,5127.61,-15483.3759765625
320.0289,845000,113.8058,4887.22,169,169,5023.85,-15901.4736328125
319.6491,850000,109.9691,5149.46,170,170,5078.87,-15803.12109375
314.5444,855000,105.714,5122.85,171,171,5113.96,-15817.70703125
320.413,860000,125.5924,4242.92,172,172,5110.62,-16375.1337890625
323.5505,865000,111.5616,4973.3,173,173,4946.03,-15677.7080078125
328.7938,870000,143.4464,4834.63,174,174,5083.18,-16541.857421875
325.4423,875000,129.3309,5140.48,175,175,4700.07,-15859.919921875
323.3762,880000,127.2849,5066.03,176,176,4916.44,-16042.7421875
321.381,885000,109.8676,4742.62,177,177,4978.63,-16422.8515625
321.9505,890000,118.1098,5130.15,178,178,5204.81,-16367.66015625
319.6627,895000,111.2665,5030.15,179,179,4593.2,-16419.048828125
327.7109,900000,135.6062,5098.16,180,180,5222.45,-16626.94140625
320.9555,905000,113.5019,4907.9,181,181,5075.11,-16562.96484375
316.2966,910000,109.9301,5118.43,182,182,4518.66,-16241.2412109375
323.3566,915000,115.1054,4772.78,183,183,4854.91,-16777.556640625
322.1161,920000,122.8367,5067.03,184,184,5144.98,-16694.572265625
322.6077,925000,112.0264,4732.11,185,185,4826.28,-16577.802734375
326.25,930000,129.1738,4931.63,186,186,5078.65,-16771.236328125
326.9161,935000,119.5835,4859.58,187,187,5159.22,-17022.47265625
322.1935,940000,121.8872,5007.26,188,188,5020.17,-16757.33203125
328.9024,945000,119.3991,5003.48,189,189,4886.32,-17015.677734375
329.575,950000,130.855,5046.49,190,190,4975.47,-17001.021484375
341.1563,955000,184.7527,4409.38,191,191,5058.5,-16976.115234375
319.8284,960000,109.651,5152.03,192,192,5160.38,-16880.890625
325.1169,965000,114.1322,5122.11,193,193,5098.59,-17212.875
327.4056,970000,122.6173,5009.63,194,194,5089.74,-17309.423828125
324.3208,975000,121.6778,5110.82,195,195,5283.87,-17562.880859375
331.8402,980000,136.2149,4939.55,196,196,5100.26,-17215.578125
322.5025,985000,110.5364,4565.86,197,197,5062.05,-17188.232421875
336.2132,990000,131.0775,4634.88,198,198,5270.57,-17451.83984375
319.8452,995000,112.5679,4777.11,199,199,5217.65,-17488.95703125
325.2095,1000000,116.7762,5016.89,200,200,5014.9,-17500.4296875
328.9769,1005000,128.2841,4908.85,201,201,5043.23,-17468.990234375
321.0372,1010000,109.6177,4661.39,202,202,5061.82,-17323.4453125
319.3359,1015000,107.7595,4890.76,203,203,5079.99,-17348.791015625
330.058,1020000,131.9936,4931.22,204,204,4944.83,-17472.744140625
327.3007,1025000,122.6037,4775.85,205,205,4169.23,-17476.0078125
319.5719,1030000,106.5656,4639.52,206,206,4133.99,-17273.2421875
322.7681,1035000,111.6252,4440.86,207,207,5270.44,-17605.15625
316.2083,1040000,103.688,4424.44,208,208,4828.12,-17414.68359375
317.893,1045000,109.506,4740.49,209,209,5101.65,-17390.224609375
322.3313,1050000,111.854,4308.67,210,210,5279.47,-17667.328125
329.7021,1055000,147.9209,4152.87,211,211,3853.82,-17628.890625
324.5967,1060000,119.2701,4458.38,212,212,5317.36,-17604.6796875
319.795,1065000,116.0913,3499.34,213,213,5300.44,-17650.95703125
335.0558,1070000,162.3409,3518.73,214,214,5332.99,-17482.66796875
327.7818,1075000,156.3939,3090.92,215,215,5132.88,-17660.361328125
328.6197,1080000,150.1019,3008.37,216,216,4751.73,-17635.9765625
333.2917,1085000,172.7979,3650.66,217,217,4819.04,-17489.322265625
317.0412,1090000,111.6529,4604.24,218,218,5028.88,-17825.6953125
319.4064,1095000,112.915,4642.41,219,219,5352.67,-17744.556640625
313.9124,1100000,102.0103,4450.83,220,220,5158.85,-17550.578125
314.8368,1105000,113.9153,4508.13,221,221,5130.09,-17682.8046875
312.3552,1110000,103.2779,4403.69,222,222,5114.49,-17596.736328125
313.9925,1115000,105.0896,3804.45,223,223,5069.49,-17626.83203125
316.3963,1120000,102.9728,4307.76,224,224,3657.42,-17894.919921875
317.8151,1125000,112.7185,4030.97,225,225,4480.55,-17340.865234375
318.0184,1130000,106.7858,4758.11,226,226,4682.73,-17482.048828125
312.4512,1135000,106.1689,4226.3,227,227,4897.62,-17320.673828125
316.4294,1140000,105.3365,4030.33,228,228,4638.22,-17824.966796875
320.7258,1145000,123.1422,3797.54,229,229,5087.91,-17158.90234375
322.1651,1150000,117.031,3150.25,230,230,4586.83,-17543.228515625
320.9666,1155000,117.395,4387.45,231,231,3998.08,-17791.49609375
329.9332,1160000,144.7977,4812.3,232,232,5070.86,-17562.9140625
319.5805,1165000,115.522,4395.29,233,233,5125.95,-18330.314453125
321.4743,1170000,119.9066,4281.01,234,234,4847.41,-17891.921875
317.1765,1175000,111.3113,4912.09,235,235,5298.74,-18058.015625
319.9618,1180000,118.5486,4340.08,236,236,5333.56,-17851.0625
319.6659,1185000,114.112,3866.73,237,237,5316.19,-17744.296875
319.9388,1190000,119.3054,4654.54,238,238,5333.53,-18027.48046875
321.6128,1195000,129.4442,4323.46,239,239,4845.75,-18260.86328125
318.5137,1200000,118.0559,4178.45,240,240,5004.76,-17840.1328125
319.6049,1205000,123.6323,4716.45,241,241,5237.89,-17935.380859375
312.0347,1210000,108.3078,4502.18,242,242,4678.59,-18323.5390625
317.3554,1215000,116.6721,4054.98,243,243,5316.4,-18394.880859375
326.9639,1220000,137.4198,4096.07,244,244,4827.42,-17649.0625
318.9587,1225000,115.0561,5033.83,245,245,3610.94,-17700.326171875
314.9108,1230000,130.0607,3445.76,246,246,4524.02,-18010.07421875
320.7545,1235000,156.7017,2398.17,247,247,4302.12,-17761.673828125
317.2044,1240000,141.6655,4390.39,248,248,3105.16,-17841.408203125
322.9893,1245000,157.0585,4756.79,249,249,4699.34,-18233.5234375
312.8515,1250000,125.7078,4272.92,250,250,4815.65,-17978.8828125
320.7332,1255000,151.7903,4142.31,251,251,3734.11,-18262.40625
311.4377,1260000,110.8685,4479.57,252,252,4454.48,-17853.568359375
311.9405,1265000,108.1217,3963.71,253,253,4606.52,-17604.115234375
320.6412,1270000,125.8689,3441.57,254,254,4798.46,-17742.203125
321.8047,1275000,134.4669,4374.02,255,255,4135.94,-17163.650390625
315.9796,1280000,111.4484,4355.65,256,256,5038.08,-17704.337890625
322.5289,1285000,113.293,3742.52,257,257,4800.52,-17600.259765625
316.0267,1290000,132.2477,3886.98,258,258,4594.18,-17376.564453125
322.3056,1295000,139.5582,3478.61,259,259,4668.89,-17112.3359375
329.7356,1300000,161.4369,3476.16,260,260,4374.84,-17567.4140625
340.0205,1305000,181.1176,3706.43,261,261,4042.72,-17674.35546875
319.3258,1310000,173.2113,2818.49,262,262,2090.95,-17191.986328125
336.9647,1315000,169.7549,2635.47,263,263,4074.29,-16799.408203125
323.1867,1320000,153.3284,3505.9,264,264,3774.22,-17162.392578125
330.6012,1325000,141.2458,4124.64,265,265,3231.1,-17723.33984375
333.9797,1330000,140.4907,3698.63,266,266,4409.04,-17401.875
356.1777,1335000,180.8803,3480.88,267,267,2983.22,-16451.267578125
336.2147,1340000,130.7372,3895.83,268,268,4399.12,-17301.77734375
348.0572,1345000,168.2205,2783.45,269,269,2338.33,-16738.697265625
343.0558,1350000,134.0047,3570.86,270,270,3310.61,-17802.4609375
376.0744,1355000,222.7585,2480.39,271,271,2738.03,-17108.904296875
375.2697,1360000,234.7449,2310.41,272,272,1510.23,-16420.978515625
378.9986,1365000,227.1095,1356.08,273,273,1296.12,-17197.701171875
408.2295,1370000,255.395,1226.43,274,274,1118.57,-17101.818359375
385.1235,1375000,231.9664,1639.66,275,275,1625.43,-17101.17578125
372.5535,1380000,196.3796,1917.44,276,276,2358.82,-18422.515625
384.3608,1385000,227.0119,2461.55,277,277,1789.67,-17378.474609375
406.0557,1390000,297.0737,1077.12,278,278,954.39,-16449.0859375
370.5613,1395000,177.9398,3042.58,279,279,2653.78,-18687.126953125
377.4646,1400000,208.9225,3649.96,280,280,3366.15,-18688.228515625
369.6419,1405000,202.5908,4799.86,281,281,3610.69,-19144.486328125
389.9521,1410000,258.3327,1692.4,282,282,1615.34,-17607.154296875
388.0179,1415000,232.2839,2331.75,283,283,2215.7,-18326.203125
382.2638,1420000,220.0081,2653.34,284,284,2092.99,-18534.064453125
377.3617,1425000,290.0652,1879.35,285,285,2345.63,-18434.95703125
402.8057,1430000,464.1428,1325.83,286,286,1726.71,-17756.685546875
400.4031,1435000,673.0341,1445.66,287,287,1506.91,-17484.267578125
406.4582,1440000,290.7181,989.82,288,288,1484.53,-17722.798828125
428.9512,1445000,331.9649,960.59,289,289,1622.52,-17122.544921875
428.9803,1450000,355.9725,1520.76,290,290,1278.25,-17450.48046875
419.6678,1455000,674.2123,1945.08,291,291,1655.92,-18021.927734375
389.0079,1460000,281.0821,1690.06,292,292,1329.06,-17379.669921875
409.0908,1465000,432.7372,1190.77,293,293,1131.38,-17780.970703125
452.24,1470000,400.0314,1117.15,294,294,778.61,-18065.779296875
448.8848,1475000,425.1856,767.47,295,295,523.4,-17965.939453125
457.1122,1480000,440.5325,271.48,296,296,298.95,-18474.419921875
512.2398,1485000,475.9345,260.67,297,297,204.51,-18246.4296875
555.1216,1490000,967.2008,422.97,298,298,511.78,-18964.306640625
540.9408,1495000,471.9567,174.11,299,299,173.95,-18595.4140625
543.2404,1500000,591.6274,265.67,300,300,316.77,-18785.01953125
467.2058,1505000,490.6204,325.78,301,301,413.68,-18863.37890625
473.1267,1510000,939.9368,307.49,302,302,292.65,-19386.1953125
515.0846,1515000,549.3038,319.28,303,303,305.58,-19281.85546875
472.7945,1520000,826.9952,233.04,304,304,271.29,-19377.724609375
528.7726,1525000,781.4521,153.77,305,305,153.52,-18654.953125
496.2203,1530000,1046.238,220.46,306,306,241.41,-19549.048828125
536.7497,1535000,1214.9631,170.37,307,307,184.44,-19729.01953125
500.6783,1540000,449.6387,231.3,308,308,172.35,-19166.16796875
547.4403,1545000,539.2641,153.54,309,309,160.11,-19466.22265625
524.0382,1550000,510.7744,137.93,310,310,137.89,-19469.322265625
585.6854,1555000,483.0447,147.83,311,311,144.64,-19423.93359375
583.1504,1560000,1084.936,116.14,312,312,139.42,-19437.42578125
646.9208,1565000,673.8106,105.03,313,313,105.06,-19634.59375
560.9012,1570000,766.5584,110.8,314,314,125.17,-19618.283203125
636.4578,1575000,1223.6413,166.31,315,315,176.47,-19696.640625
665.6821,1580000,803.4154,112.06,316,316,110.35,-19602.5
591.9465,1585000,949.2677,119.98,317,317,118.12,-19808.41015625
673.1191,1590000,740.9906,126.53,318,318,122.65,-19396.603515625
533.6412,1595000,960.6504,267.25,319,319,265.9,-19562.69921875
522.2737,1600000,1199.1365,284.37,320,320,288.09,-19193.208984375
529.2711,1605000,570.8529,326.5,321,321,315.0,-19605.998046875
521.0666,1610000,1030.9388,425.97,322,322,426.23,-19520.826171875
524.7908,1615000,2349.4177,348.86,323,323,363.46,-19536.666015625
524.1288,1620000,1940.9236,290.41,324,324,313.93,-19515.28125
650.9243,1625000,2144.5134,224.26,325,325,213.23,-19685.51953125
560.3275,1630000,2995.7592,213.69,326,326,213.95,-19678.634765625
511.944,1635000,1987.804,266.03,327,327,283.13,-19591.59375
513.429,1640000,1962.9261,256.65,328,328,278.72,-19535.30859375
521.5816,1645000,919.2736,166.88,329,329,163.66,-19548.720703125
544.0487,1650000,1886.9223,213.9,330,330,193.62,-19033.900390625
547.4578,1655000,2013.3984,213.59,331,331,229.02,-19391.7578125
538.336,1660000,714.0594,224.67,332,332,231.45,-19535.0234375
557.8431,1665000,530.6231,161.38,333,333,162.48,-19459.849609375
550.5683,1670000,588.3177,157.62,334,334,141.19,-19466.685546875
586.0754,1675000,579.2767,158.79,335,335,147.62,-19669.90234375
641.1278,1680000,555.0003,111.29,336,336,133.91,-19563.23046875
687.0818,1685000,931.2663,109.49,337,337,115.78,-19666.595703125
679.2085,1690000,851.7677,110.8,338,338,110.16,-19611.083984375
693.9115,1695000,717.747,97.35,339,339,98.45,-19752.541015625
701.3296,1700000,2553.8895,100.74,340,340,108.74,-19826.474609375
684.2601,1705000,912.3938,108.14,341,341,106.47,-19841.17578125
687.651,1710000,2086.267,112.32,342,342,113.0,-19804.521484375
691.0842,1715000,1663.0717,115.01,343,343,114.85,-19821.91015625
651.4102,1720000,887.2628,167.67,344,344,126.97,-19600.74609375
548.3443,1725000,2099.0617,235.79,345,345,196.68,-19524.498046875
536.6328,1730000,1975.2845,248.27,346,346,258.51,-19654.140625
633.4913,1735000,708.3408,233.09,347,347,213.28,-19693.06640625
594.4419,1740000,536.6231,175.57,348,348,212.12,-19727.810546875
619.7443,1745000,1131.4906,116.99,349,349,133.3,-19422.521484375
665.6804,1750000,1759.2706,115.92,350,350,117.29,-19718.921875
645.9909,1755000,1756.1387,102.08,351,351,102.12,-19702.017578125
654.6376,1760000,804.7833,112.53,352,352,119.84,-19375.234375
704.1465,1765000,2403.5977,109.3,353,353,108.77,-19806.1328125
690.9559,1770000,1363.6784,103.76,354,354,105.23,-19529.673828125
706.6982,1775000,2260.6287,112.49,355,355,113.11,-19816.515625
709.5869,1780000,1144.0295,100.29,356,356,98.05,-19793.44140625
719.5056,1785000,646.657,98.88,357,357,99.33,-19782.98828125
706.4505,1790000,745.7016,94.88,358,358,95.13,-19801.009765625
706.1546,1795000,2208.4012,96.18,359,359,95.45,-19758.4453125
697.9754,1800000,1293.024,99.58,360,360,98.86,-19068.15625
697.9739,1805000,1603.0674,101.2,361,361,99.43,-19770.486328125
704.3434,1810000,964.5793,98.0,362,362,97.91,-19817.16796875
673.2091,1815000,571.1246,101.58,363,363,101.47,-19742.916015625
654.6743,1820000,572.1293,109.74,364,364,106.42,-19624.828125
694.9945,1825000,1511.4547,128.39,365,365,126.25,-18602.294921875
687.6317,1830000,1949.8304,112.14,366,366,110.41,-19687.900390625
673.5396,1835000,1988.6262,129.21,367,367,134.28,-19521.560546875
635.4492,1840000,485.8997,132.6,368,368,133.0,-19565.787109375
691.6696,1845000,1035.2665,131.76,369,369,127.35,-19838.263671875
634.456,1850000,749.5426,122.45,370,370,123.39,-19642.8984375
677.5276,1855000,619.9473,118.44,371,371,121.17,-19662.234375
659.6963,1860000,544.558,116.29,372,372,115.26,-19757.1171875
678.329,1865000,1730.215,112.94,373,373,114.86,-19851.1953125
685.725,1870000,544.1875,98.2,374,374,101.38,-19815.078125
713.3761,1875000,732.6604,89.34,375,375,88.99,-19880.84765625
700.8382,1880000,454.7443,94.96,376,376,92.15,-19403.701171875
708.7243,1885000,664.9755,89.79,377,377,86.58,-19834.36328125
698.4397,1890000,424.544,76.19,378,378,75.66,-19703.830078125
666.6532,1895000,694.8859,78.33,379,379,82.05,-19793.220703125
699.9742,1900000,555.8718,87.69,380,380,85.65,-19852.078125
670.8796,1905000,875.7018,86.97,381,381,82.98,-19773.98828125
717.4753,1910000,673.0863,83.74,382,382,82.22,-19862.193359375
676.0541,1915000,1185.5504,112.78,383,383,113.34,-19856.56640625
636.0304,1920000,388.3515,105.82,384,384,97.88,-19222.875
601.4647,1925000,540.272,112.97,385,385,110.66,-19603.8046875
633.1684,1930000,636.3134,114.29,386,386,109.93,-19431.10546875
568.0209,1935000,434.9883,103.94,387,387,121.42,-19494.671875
631.2991,1940000,382.294,108.77,388,388,101.71,-19265.529296875
664.257,1945000,994.5977,106.22,389,389,107.63,-19603.236328125
733.694,1950000,517.5324,86.12,390,390,87.55,-19720.54296875
688.7262,1955000,447.1459,85.55,391,391,81.36,-19650.87890625
673.5564,1960000,472.7221,84.62,392,392,86.79,-19616.009765625
702.5955,1965000,456.4265,94.12,393,393,94.33,-19600.38671875
677.8119,1970000,438.0191,84.65,394,394,87.09,-19342.296875
696.8147,1975000,721.114,84.68,395,395,85.15,-19530.828125
662.4631,1980000,621.9692,91.92,396,396,92.8,-19457.119140625
688.8581,1985000,443.1881,85.15,397,397,85.84,-19388.396484375
