Itration,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Real Det Return,Running Reverse KL,Real Sto Return
1135,1135,-5536.9482421875,5675000,30.277,5559.43,15.1212,5433.85
1136,1136,-5334.77490234375,5680000,29.5355,5436.09,15.1157,5420.6
1137,1137,-5338.8701171875,5685000,29.8625,4911.88,15.6342,4841.68
1138,1138,-5334.24267578125,5690000,30.0317,5162.84,14.974,5233.44
1139,1139,-5079.7197265625,5695000,30.293,5560.38,15.1866,5016.21
1140,1140,-4966.857421875,5700000,29.3407,5580.99,15.1546,5424.94
1141,1141,-5627.51416015625,5705000,30.2499,5545.57,15.7082,5422.94
1142,1142,-5107.62646484375,5710000,29.7063,5562.52,15.5044,5423.3
1143,1143,-4898.60595703125,5715000,29.078,5574.96,14.6597,5435.35
1144,1144,-5006.3310546875,5720000,29.7235,5589.0,15.6803,5444.67
1145,1145,-5217.88037109375,5725000,29.9257,5591.59,15.1851,5316.64
1146,1146,-5551.7587890625,5730000,29.9792,5541.49,16.3616,5433.97
1147,1147,-4986.69677734375,5735000,29.7712,5600.81,15.1216,5310.68
1148,1148,-5367.61328125,5740000,29.9658,5581.66,15.8848,5465.06
1149,1149,-5458.4736328125,5745000,30.2297,5587.57,15.2106,5442.33
1150,1150,-5395.01171875,5750000,30.178,5564.86,15.3658,5420.98
1151,1151,-5061.3154296875,5755000,29.4877,5568.65,15.6384,5444.61
1152,1152,-5535.72509765625,5760000,30.5191,5517.33,15.8199,5423.99
1153,1153,-5484.3662109375,5765000,30.3446,5550.15,15.7347,5433.22
1154,1154,-5167.46728515625,5770000,29.6627,5547.28,15.908,5435.99
1155,1155,-5116.59423828125,5775000,29.1196,5510.19,15.1785,5418.56
1156,1156,-5403.884765625,5780000,29.8361,5516.93,15.9089,5442.48
1157,1157,-5219.24951171875,5785000,30.0467,5545.06,16.0605,5418.33
1158,1158,-4962.19287109375,5790000,29.4684,5540.7,15.7512,5444.36
1159,1159,-4901.38330078125,5795000,29.6002,5544.45,16.1261,5438.63
1160,1160,-4945.08154296875,5800000,29.2185,5545.19,16.0424,5453.06
1161,1161,-5052.3291015625,5805000,29.8399,5527.41,16.5501,5437.53
1162,1162,-5413.619140625,5810000,30.2114,5503.22,16.4237,5300.42
1163,1163,-5229.13623046875,5815000,30.0762,5304.21,16.7566,5371.69
1164,1164,-5419.31982421875,5820000,30.1662,5494.42,16.3537,5403.31
1165,1165,-5520.2734375,5825000,30.478,5457.36,15.9129,5387.91
1166,1166,-5243.85302734375,5830000,30.2893,5449.02,16.5767,5397.39
1167,1167,-5676.8173828125,5835000,30.5,5405.45,15.8707,5378.72
1168,1168,-5694.85400390625,5840000,30.7939,5370.25,16.853,5352.43
1169,1169,-5471.52197265625,5845000,30.7405,5490.55,16.5496,5406.58
1170,1170,-5343.1396484375,5850000,30.3469,5499.78,16.1638,5417.27
1171,1171,-5612.099609375,5855000,30.6033,5420.56,16.5912,5390.76
1172,1172,-5525.7080078125,5860000,30.4926,5396.11,16.5008,5359.03
1173,1173,-10103.0537109375,5865000,53.123,9.44,42.5041,15.32
1174,1174,-7323.86279296875,5870000,55.2909,-39.84,63.4134,-60.73
1175,1175,-8501.5966796875,5875000,51.5995,382.89,98.0081,382.21
1176,1176,-7460.318359375,5880000,52.8009,291.57,74.3856,304.12
1177,1177,-9389.591796875,5885000,50.1152,398.97,48.5919,388.41
1178,1178,-9319.3681640625,5890000,44.09,590.6,43.2822,677.93
1179,1179,-8876.23046875,5895000,45.735,827.76,51.1826,836.94
1180,1180,-9430.5361328125,5900000,52.6592,259.72,48.5917,264.82
1181,1181,-7895.74072265625,5905000,38.3125,3418.6,22.7803,2179.5
1182,1182,-9085.77734375,5910000,38.2259,661.45,41.2917,1263.84
1183,1183,-11348.9453125,5915000,48.0686,482.67,37.9548,1010.1
1184,1184,-9110.291015625,5920000,35.0554,1655.79,27.2332,2774.27
1185,1185,-9716.404296875,5925000,37.8073,1579.94,39.2495,1704.52
1186,1186,-9017.1875,5930000,35.0115,2342.3,30.6841,2491.04
1187,1187,-9819.681640625,5935000,36.5091,1360.57,33.6712,1609.75
1188,1188,-9883.98828125,5940000,36.3679,2641.21,24.2251,2910.71
1189,1189,-9519.90625,5945000,35.6303,2323.38,23.4127,2154.98
1190,1190,-7100.97607421875,5950000,33.0858,4908.59,19.3633,4502.66
1191,1191,-9451.91796875,5955000,35.1933,1961.7,27.8071,2874.98
1192,1192,-8830.4716796875,5960000,34.3427,2967.8,29.8696,2199.84
1193,1193,-8011.478515625,5965000,33.6644,5393.18,23.0665,4517.58
1194,1194,-7284.04833984375,5970000,34.0342,3352.65,19.0242,4180.22
1195,1195,-8017.59228515625,5975000,33.5502,2397.9,21.2592,4302.28
1196,1196,-10285.5556640625,5980000,36.05,1246.63,30.6136,2012.38
1197,1197,-7029.6171875,5985000,31.8862,5301.16,19.9008,4279.01
1198,1198,-6396.93603515625,5990000,31.4478,5170.1,18.6358,3940.35
1199,1199,-5839.6806640625,5995000,30.7814,5307.11,17.9758,4755.47
1200,1200,-6456.3603515625,6000000,31.4,5337.1,17.8782,5065.48
1201,1201,-8437.0908203125,6005000,32.3428,4462.44,17.9011,4170.95
1202,1202,-6827.79248046875,6010000,31.2111,5283.35,18.8412,4721.58
1203,1203,-6526.787109375,6015000,31.1089,4951.51,17.9073,3956.01
1204,1204,-7087.1083984375,6020000,31.2228,5299.72,16.3753,4965.27
1205,1205,-6069.3388671875,6025000,31.009,5380.42,17.2153,5131.01
1206,1206,-5285.00634765625,6030000,30.4847,5337.26,17.0188,5379.69
1207,1207,-6115.572265625,6035000,31.0584,5481.14,16.4183,4906.3
1208,1208,-6230.1796875,6040000,31.9272,5195.34,18.3906,2693.6
1209,1209,-8929.365234375,6045000,56.1826,-18.4,43.9562,-18.6
1210,1210,-12795.716796875,6050000,49.9928,229.67,28.0643,310.26
1211,1211,-7878.55712890625,6055000,31.7673,5431.81,16.6778,4299.83
1212,1212,-12255.3271484375,6060000,42.4859,272.93,24.8373,467.44
1213,1213,-10999.4580078125,6065000,38.7415,4823.79,31.0328,1968.52
1214,1214,-9431.4873046875,6070000,55.8691,1017.95,63.994,1060.09
1215,1215,-11804.9736328125,6075000,41.0041,828.85,43.9827,1245.36
1216,1216,-9114.01953125,6080000,33.52,1008.7,29.4217,1707.67
1217,1217,-9258.6767578125,6085000,55.7253,12.85,50.4125,13.35
1218,1218,-8163.42236328125,6090000,34.7156,1128.58,24.4458,2495.55
1219,1219,-9817.888671875,6095000,52.98,12.83,17.0504,11.46
1220,1220,-8233.71875,6100000,52.4466,42.25,18.6668,44.84
1221,1221,-7263.1396484375,6105000,54.9383,57.18,21.8794,56.34
1222,1222,-10067.146484375,6110000,57.3284,1002.67,52.2321,999.51
1223,1223,-10919.9736328125,6115000,38.276,318.58,16.4954,582.56
1224,1224,-10841.94921875,6120000,52.7384,13.04,18.3554,11.4
1225,1225,-11121.1005859375,6125000,54.0846,138.75,19.5755,124.65
1226,1226,-9267.5498046875,6130000,56.7736,993.63,53.5554,957.15
1227,1227,-11344.1337890625,6135000,54.0054,198.71,24.5589,164.71
1228,1228,-9341.7421875,6140000,38.2497,994.04,42.3868,1446.11
1229,1229,-11997.3447265625,6145000,53.7545,199.19,20.0631,163.24
1230,1230,-9085.111328125,6150000,40.7666,1006.29,45.2172,1263.73
1231,1231,-6392.5009765625,6155000,31.379,5086.79,17.0414,5030.5
1232,1232,-6322.1376953125,6160000,31.4795,5242.08,16.4378,5192.06
1233,1233,-6667.10791015625,6165000,30.9616,5031.2,16.3832,5146.97
1234,1234,-5674.7021484375,6170000,30.321,5275.78,16.6031,5011.42
1235,1235,-5728.9912109375,6175000,29.9332,5235.48,16.364,5038.46
1236,1236,-6434.2109375,6180000,30.5769,5159.02,15.9431,4885.61
1237,1237,-6660.1484375,6185000,30.9394,4957.28,15.0321,5143.14
1238,1238,-6380.9384765625,6190000,30.7043,4493.8,15.6569,5127.79
1239,1239,-6553.32958984375,6195000,30.8735,4895.79,15.2406,5243.19
1240,1240,-6038.27587890625,6200000,30.8677,4602.4,16.9505,5260.25
1241,1241,-5921.31689453125,6205000,31.131,4695.79,17.3891,5188.1
1242,1242,-6993.37939453125,6210000,31.8585,4999.96,16.3759,5004.25
1243,1243,-5975.6865234375,6215000,30.651,5014.23,15.7775,5203.89
1244,1244,-6724.23486328125,6220000,31.5157,5017.09,15.7509,4939.79
1245,1245,-6163.138671875,6225000,30.745,5065.33,15.874,4951.17
1246,1246,-6771.47119140625,6230000,30.7983,4998.37,15.6813,4662.44
1247,1247,-6092.7958984375,6235000,30.5354,4772.42,15.941,5059.97
1248,1248,-6751.26220703125,6240000,30.8841,5151.0,15.3617,5220.94
1249,1249,-6050.326171875,6245000,31.0403,5236.6,16.1294,5250.32
1250,1250,-6315.51513671875,6250000,30.9342,5197.3,16.3141,5147.89
1251,1251,-6372.5244140625,6255000,30.2965,5243.68,15.6699,5136.12
1252,1252,-6459.79443359375,6260000,30.7582,5078.13,15.7715,5140.44
1253,1253,-6455.55029296875,6265000,31.0092,5031.98,16.6309,5133.26
1254,1254,-6377.54638671875,6270000,30.6016,5057.57,16.0418,4981.89
1255,1255,-6761.0205078125,6275000,30.5949,5225.7,15.7055,4943.32
1256,1256,-6922.869140625,6280000,31.824,5223.69,15.9049,5117.78
1257,1257,-6937.36328125,6285000,31.3031,5127.29,15.6385,5151.0
1258,1258,-6703.1962890625,6290000,31.3369,5244.19,15.9123,5129.24
1259,1259,-6722.55322265625,6295000,31.7331,5067.93,15.9586,5112.02
1260,1260,-6716.02294921875,6300000,31.5599,5125.3,16.5916,5166.63
1261,1261,-7079.20947265625,6305000,31.8548,5221.44,16.5479,5196.75
1262,1262,-6907.001953125,6310000,31.6865,5023.15,16.7368,5136.7
1263,1263,-7231.447265625,6315000,31.7874,5201.93,15.8532,5182.93
1264,1264,-6686.1787109375,6320000,31.7439,5270.12,16.69,5234.53
1265,1265,-6228.716796875,6325000,30.7552,5353.06,16.3476,5255.26
1266,1266,-7001.560546875,6330000,32.2883,5258.05,17.2066,5202.64
1267,1267,-6275.580078125,6335000,31.0612,5337.65,16.9532,5273.16
1268,1268,-6209.529296875,6340000,31.3895,5286.19,17.2084,5301.37
1269,1269,-6423.5234375,6345000,31.2573,5135.76,17.7966,5270.65
1270,1270,-6678.36669921875,6350000,31.6529,5204.8,17.624,5257.69
1271,1271,-6827.75732421875,6355000,32.2998,5184.81,17.9004,5164.96
1272,1272,-6604.02685546875,6360000,31.6163,5018.17,17.6182,5179.03
1273,1273,-6901.52734375,6365000,32.1539,5078.16,17.5234,5171.65
1274,1274,-7152.64111328125,6370000,32.2923,5380.9,17.0373,5255.66
1275,1275,-6433.43408203125,6375000,31.3631,5160.18,17.3241,5225.41
1276,1276,-6557.8271484375,6380000,31.7314,5352.24,17.8034,5250.75
1277,1277,-7263.4462890625,6385000,31.9734,5188.66,16.9969,5244.29
1278,1278,-6752.185546875,6390000,31.4913,5214.19,17.4855,5271.89
1279,1279,-6721.4013671875,6395000,31.5547,5297.63,17.3204,5319.12
1280,1280,-6674.01904296875,6400000,31.7308,5308.79,17.5284,5300.25
1281,1281,-6782.0576171875,6405000,31.8973,5350.09,17.5089,5286.44
1282,1282,-6912.40234375,6410000,31.8499,5350.91,17.8819,5304.42
1283,1283,-6988.822265625,6415000,31.8168,5411.46,17.2113,5268.99
1284,1284,-6909.32373046875,6420000,32.0478,5369.07,17.9454,5312.6
1285,1285,-6976.65576171875,6425000,31.7533,5187.58,17.8886,5323.08
1286,1286,-7013.7998046875,6430000,31.319,5115.62,17.677,5253.73
1287,1287,-6867.41845703125,6435000,31.8056,5274.13,18.3508,5271.73
1288,1288,-7112.25244140625,6440000,32.2489,5171.87,17.9705,5256.06
1289,1289,-6660.20166015625,6445000,31.5896,5457.57,17.4653,5365.36
1290,1290,-6996.875,6450000,31.2807,5141.11,17.9504,5184.3
1291,1291,-6873.41748046875,6455000,31.494,5254.9,17.6615,5301.49
1292,1292,-6962.8955078125,6460000,31.1656,5460.39,17.2654,5331.3
1293,1293,-7095.77978515625,6465000,31.8299,5413.91,17.921,5333.61
1294,1294,-6618.13916015625,6470000,30.9364,5516.09,17.8425,5350.69
1295,1295,-6899.59130859375,6475000,31.6589,5462.58,17.7526,5369.89
1296,1296,-6641.1201171875,6480000,31.5683,5446.8,18.0465,5346.11
1297,1297,-7022.86767578125,6485000,31.4122,5140.03,17.3432,5317.3
1298,1298,-6693.50927734375,6490000,30.7439,5492.63,17.0756,5337.31
1299,1299,-6546.11865234375,6495000,30.6694,5519.35,17.284,5247.33
1300,1300,-6660.79296875,6500000,30.7803,5498.38,16.4974,5362.94
1301,1301,-6681.7470703125,6505000,30.5114,5470.89,17.4739,5326.89
1302,1302,-6376.90087890625,6510000,30.8353,5479.84,16.5724,5375.48
1303,1303,-6481.76611328125,6515000,30.2281,5442.35,16.5052,5226.69
1304,1304,-6471.14501953125,6520000,31.814,5452.98,18.1062,5320.14
1305,1305,-6572.4072265625,6525000,30.6713,5500.54,17.0771,5304.35
1306,1306,-6630.99072265625,6530000,30.766,5527.7,17.2663,5357.79
1307,1307,-6731.96435546875,6535000,30.9002,5439.16,17.2657,5276.1
1308,1308,-6749.54248046875,6540000,31.1425,5445.58,16.8313,5315.63
1309,1309,-6688.18408203125,6545000,31.2413,5396.34,16.7475,5297.77
1310,1310,-6637.52685546875,6550000,31.4784,5370.3,17.4814,5307.92
1311,1311,-6612.2177734375,6555000,31.4179,5481.15,17.0682,5329.15
1312,1312,-6783.4296875,6560000,31.0854,5431.84,16.8427,5313.64
1313,1313,-6969.04345703125,6565000,31.742,5391.62,17.0597,5300.57
1314,1314,-6869.109375,6570000,31.2531,5421.71,17.0873,5329.92
1315,1315,-7123.30908203125,6575000,31.8188,5414.25,16.9898,5296.33
1316,1316,-6775.634765625,6580000,31.6574,5395.74,17.8186,5313.51
1317,1317,-6851.28955078125,6585000,31.5991,5373.31,17.1213,5277.97
1318,1318,-6889.1650390625,6590000,31.4766,5489.72,17.5156,5380.63
1319,1319,-6836.87255859375,6595000,31.5689,5490.9,17.7701,5252.9
1320,1320,-6727.31591796875,6600000,31.27,5496.23,17.0884,5383.53
1321,1321,-6937.5048828125,6605000,31.7414,5457.53,16.6823,5324.67
1322,1322,-6703.0791015625,6610000,32.0025,5422.19,17.3602,5197.16
1323,1323,-6760.99169921875,6615000,31.8461,5361.57,17.8483,5283.81
1324,1324,-6702.603515625,6620000,31.1534,5374.54,17.2057,5325.01
1325,1325,-6994.048828125,6625000,31.2199,5446.73,17.1488,5361.4
1326,1326,-7045.8759765625,6630000,31.8964,5417.6,17.226,5327.75
1327,1327,-6776.90234375,6635000,31.809,5452.07,17.0865,4952.96
1328,1328,-7137.70361328125,6640000,32.0929,5485.3,17.9468,5352.05
1329,1329,-6762.8203125,6645000,31.5396,5417.58,17.3814,5307.05
1330,1330,-7145.80517578125,6650000,31.5794,5411.72,17.2386,5303.85
1331,1331,-6642.02490234375,6655000,31.0031,5459.28,17.3798,5355.46
1332,1332,-6809.7822265625,6660000,31.3172,5485.17,17.615,5382.33
1333,1333,-7190.24072265625,6665000,32.0761,5313.57,16.7548,5264.12
1334,1334,-6565.2666015625,6670000,30.6155,5421.22,17.2097,5320.22
1335,1335,-6931.29345703125,6675000,31.4024,5372.27,16.9109,5253.92
1336,1336,-6855.3359375,6680000,31.1343,5422.0,17.1905,5272.44
1337,1337,-6795.78515625,6685000,31.1764,5402.34,17.5942,5319.15
1338,1338,-6609.4140625,6690000,30.968,5405.91,17.5942,5318.45
1339,1339,-6698.45849609375,6695000,30.7015,5405.39,17.5829,5331.18
1340,1340,-6840.89453125,6700000,30.8132,5425.44,16.8279,5312.41
1341,1341,-6480.60888671875,6705000,30.7912,5387.07,17.1413,5330.52
1342,1342,-6540.83349609375,6710000,30.7167,5448.93,17.3424,5338.2
1343,1343,-6461.9404296875,6715000,30.3382,5416.65,17.1141,5324.37
1344,1344,-6475.24560546875,6720000,30.8711,5460.62,17.5786,5361.66
1345,1345,-6832.451171875,6725000,31.3739,5395.44,17.6442,5307.18
1346,1346,-6949.9208984375,6730000,31.6959,5401.97,17.9741,5304.44
1347,1347,-6936.404296875,6735000,31.0342,5365.71,16.5558,5294.71
1348,1348,-6641.20361328125,6740000,31.3604,5420.72,17.4786,5327.57
1349,1349,-6994.17041015625,6745000,31.2318,5322.48,17.8691,5246.87
1350,1350,-7133.7568359375,6750000,31.2368,5372.28,16.3107,5282.46
1351,1351,-6899.8388671875,6755000,31.5529,5367.65,17.9307,5303.43
1352,1352,-6986.34228515625,6760000,31.3557,5416.69,18.1575,5339.46
1353,1353,-6775.09765625,6765000,31.6595,5281.64,18.6527,5270.17
1354,1354,-6998.5712890625,6770000,31.4036,5312.97,18.3843,5284.05
1355,1355,-6830.5888671875,6775000,31.3385,5298.84,18.1774,5271.8
1356,1356,-6784.67431640625,6780000,31.4503,5255.3,18.8745,5251.62
1357,1357,-7308.36572265625,6785000,31.1518,5404.96,16.9485,5323.78
1358,1358,-6954.37158203125,6790000,31.6816,5316.35,18.1567,5287.54
1359,1359,-6710.17529296875,6795000,31.1333,5325.2,18.3363,5320.42
1360,1360,-6862.33056640625,6800000,31.2,5331.49,17.9452,5270.22
1361,1361,-6946.599609375,6805000,31.5443,5301.9,18.3436,5288.2
1362,1362,-6993.412109375,6810000,31.6589,5279.6,18.8337,5307.43
1363,1363,-6874.1044921875,6815000,31.3152,5251.9,18.3143,5300.5
1364,1364,-7093.18310546875,6820000,31.7171,5256.84,18.3154,5199.41
1365,1365,-6877.54296875,6825000,31.8802,5267.24,18.5403,5313.88
1366,1366,-6825.556640625,6830000,31.508,5245.63,18.2561,5240.44
1367,1367,-6843.07958984375,6835000,31.185,5213.21,18.211,5077.46
1368,1368,-6593.98486328125,6840000,30.4753,5321.54,17.4507,5296.84
1369,1369,-6878.0986328125,6845000,31.5055,5361.55,18.2103,5317.09
1370,1370,-6988.81787109375,6850000,32.0613,5231.87,17.8675,5267.28
1371,1371,-7010.53076171875,6855000,31.6799,5162.4,17.9839,5201.32
1372,1372,-6861.07373046875,6860000,31.8375,5385.68,18.274,5319.05
1373,1373,-6511.66064453125,6865000,30.8051,5317.12,18.4162,5264.09
1374,1374,-7010.2255859375,6870000,31.825,5333.39,19.0171,5300.12
1375,1375,-6767.087890625,6875000,31.5295,5434.21,18.2049,5349.54
1376,1376,-6747.71630859375,6880000,31.1854,5449.24,17.5987,5368.51
1377,1377,-6722.44287109375,6885000,31.648,5266.17,18.4286,5255.57
1378,1378,-6747.8125,6890000,31.1641,5246.0,18.4288,5240.4
1379,1379,-6569.5654296875,6895000,31.2467,5362.34,18.0049,5307.04
1380,1380,-6899.89306640625,6900000,31.6067,5349.24,17.8604,5283.19
1381,1381,-6673.32958984375,6905000,31.1455,5285.03,18.0466,5276.87
1382,1382,-6882.59912109375,6910000,31.0287,5353.55,17.9331,5264.45
1383,1383,-6876.5126953125,6915000,31.6687,5315.47,17.783,5302.48
1384,1384,-6901.458984375,6920000,31.7175,5338.17,18.1719,5285.37
1385,1385,-7147.25048828125,6925000,31.4464,5341.93,18.1283,5306.77
1386,1386,-6795.640625,6930000,31.174,5377.49,18.1877,5309.93
1387,1387,-7308.1533203125,6935000,31.6607,5393.57,17.8836,5333.86
1388,1388,-7033.06103515625,6940000,31.4749,5428.8,18.3995,5339.68
1389,1389,-7045.7236328125,6945000,30.9958,5314.69,18.0141,5273.24
1390,1390,-7154.42431640625,6950000,31.2069,5322.76,17.1749,5280.06
1391,1391,-6938.3134765625,6955000,31.8362,5402.32,18.5432,5326.13
1392,1392,-6993.70654296875,6960000,31.4257,5366.98,17.954,5309.03
1393,1393,-6954.7333984375,6965000,31.6336,5395.78,18.3287,5311.71
1394,1394,-7013.41259765625,6970000,31.9547,5338.81,18.1801,5309.11
1395,1395,-7325.81884765625,6975000,32.2526,5362.5,18.9113,5345.93
1396,1396,-7329.6904296875,6980000,32.1273,5440.07,18.2448,5269.19
1397,1397,-6934.7314453125,6985000,31.8798,5442.26,18.3406,5344.73
1398,1398,-6766.12646484375,6990000,31.6791,5357.01,18.7387,5329.85
1399,1399,-7273.90380859375,6995000,31.7907,5390.33,18.2334,5312.04
1400,1400,-6955.62255859375,7000000,31.9424,5469.69,17.9218,5371.3
1401,1401,-6943.1923828125,7005000,32.2456,5453.04,17.8556,5284.19
1402,1402,-7386.4052734375,7010000,32.1426,5482.67,17.4076,5354.04
1403,1403,-7127.744140625,7015000,31.8239,5419.17,17.8975,5332.53
1404,1404,-6861.6142578125,7020000,31.5957,5491.32,17.4726,5351.08
1405,1405,-6672.5361328125,7025000,31.3846,5495.36,17.5486,5133.99
1406,1406,-6698.0732421875,7030000,31.0707,5496.88,17.1312,5376.55
1407,1407,-6603.13232421875,7035000,31.2087,5475.45,17.0179,5363.68
1408,1408,-7022.4541015625,7040000,31.4165,5454.14,17.3042,5348.4
1409,1409,-6643.662109375,7045000,30.9251,5487.73,17.6361,5366.1
1410,1410,-7118.55517578125,7050000,31.1572,5468.09,16.6561,5144.52
1411,1411,-7069.5380859375,7055000,31.3452,5452.76,17.7455,5366.07
1412,1412,-7681.39794921875,7060000,31.8434,5445.85,15.7273,5294.06
1413,1413,-6591.14453125,7065000,31.7871,5436.9,17.8683,5211.73
1414,1414,-7105.62060546875,7070000,31.3729,5426.61,17.21,5246.56
1415,1415,-7714.6630859375,7075000,31.2501,5449.6,16.2277,5022.64
1416,1416,-7026.10888671875,7080000,31.4201,5499.16,17.0198,5382.86
1417,1417,-7592.5048828125,7085000,31.5571,5489.48,16.7486,5237.05
1418,1418,-7696.9296875,7090000,31.7319,5523.15,16.3241,5309.5
1419,1419,-7175.81201171875,7095000,31.6266,5511.66,16.6146,5404.45
1420,1420,-7021.9521484375,7100000,31.2612,5521.14,16.8614,5424.69
1421,1421,-7358.72216796875,7105000,32.1353,5522.75,16.8803,5405.06
1422,1422,-7000.89599609375,7110000,30.8814,5491.51,16.3629,5368.75
1423,1423,-7268.0458984375,7115000,30.7513,5499.33,16.7212,5186.78
1424,1424,-7133.20166015625,7120000,31.4809,5440.13,16.6543,5343.16
1425,1425,-7374.119140625,7125000,31.4968,5468.75,15.8193,5362.53
1426,1426,-7079.8369140625,7130000,31.0833,5510.93,16.5667,5364.03
1427,1427,-6766.2763671875,7135000,30.7868,5532.52,16.2523,5153.83
1428,1428,-7284.13916015625,7140000,31.2006,4670.96,15.421,5378.38
1429,1429,-6766.09326171875,7145000,30.6053,5483.48,16.2357,5353.38
1430,1430,-7152.20654296875,7150000,30.5319,5503.53,15.5765,4974.69
1431,1431,-7532.79931640625,7155000,30.715,5371.47,15.2561,5399.04
1432,1432,-6842.837890625,7160000,30.7501,5458.06,16.2083,5369.43
1433,1433,-7276.7978515625,7165000,31.369,5479.84,16.4381,5330.09
1434,1434,-6778.2880859375,7170000,30.4792,5540.29,16.4115,5163.9
1435,1435,-7047.61669921875,7175000,30.7504,5484.59,16.633,5198.81
1436,1436,-7503.58544921875,7180000,31.099,5523.41,15.9143,5414.01
1437,1437,-7029.486328125,7185000,30.6424,5519.66,16.4312,5276.48
1438,1438,-7016.13916015625,7190000,31.2076,5492.5,16.1377,5427.85
1439,1439,-6843.73291015625,7195000,31.0789,5524.24,16.2266,5405.94
1440,1440,-7305.884765625,7200000,31.0423,5490.67,16.7801,5382.99
1441,1441,-7315.67822265625,7205000,31.0147,5484.18,16.3796,5344.16
1442,1442,-7110.64453125,7210000,31.3338,5492.1,16.378,5307.28
1443,1443,-7060.1884765625,7215000,31.4997,5337.41,16.0747,5164.81
1444,1444,-7084.77734375,7220000,31.093,5403.82,15.8024,5230.55
1445,1445,-7248.5966796875,7225000,31.6936,5522.82,15.7947,5361.58
1446,1446,-7074.92724609375,7230000,30.9212,5468.52,16.0355,4743.61
1447,1447,-7450.150390625,7235000,31.2024,5477.43,15.8975,5362.29
1448,1448,-7717.32568359375,7240000,32.0413,5470.68,15.5012,5365.93
1449,1449,-7478.8623046875,7245000,31.4885,5484.72,16.029,5119.52
1450,1450,-7202.57470703125,7250000,31.3451,5481.32,15.9176,5342.56
1451,1451,-7648.08056640625,7255000,31.0836,5477.71,14.8628,4268.73
1452,1452,-7278.2021484375,7260000,30.9482,5540.9,16.0318,4664.43
1453,1453,-8809.904296875,7265000,32.1186,5495.44,14.9322,4713.64
1454,1454,-7578.41015625,7270000,31.3968,5514.32,16.4468,4708.84
1455,1455,-7238.72119140625,7275000,31.5468,5463.99,16.3455,5374.13
1456,1456,-7241.65380859375,7280000,31.0144,5531.73,16.0781,4557.13
1457,1457,-7205.0712890625,7285000,31.773,5476.33,16.8304,5107.95
1458,1458,-8163.79052734375,7290000,31.411,5543.98,14.7446,5384.03
1459,1459,-7395.69921875,7295000,31.5155,5448.82,16.4983,5034.03
1460,1460,-7058.2998046875,7300000,31.3792,5486.95,16.3531,5377.49
1461,1461,-7288.53369140625,7305000,31.0615,5445.17,16.1113,5218.3
1462,1462,-6752.4384765625,7310000,30.8162,5473.81,15.978,5267.66
1463,1463,-7413.47998046875,7315000,31.0161,5362.28,16.7019,5375.63
1464,1464,-7133.81884765625,7320000,30.6851,5480.39,15.9454,5079.71
1465,1465,-7548.30419921875,7325000,31.039,5428.64,15.9852,5110.75
1466,1466,-6970.83447265625,7330000,30.2768,5401.29,15.4287,5116.55
1467,1467,-7374.8134765625,7335000,31.2091,5435.71,16.1434,4907.44
1468,1468,-7044.38427734375,7340000,30.4786,5454.41,15.6594,4873.7
1469,1469,-7339.171875,7345000,30.4058,5457.32,16.1858,5317.12
1470,1470,-7033.1328125,7350000,31.0924,5441.12,15.7843,5108.3
1471,1471,-6979.2265625,7355000,30.7502,5486.48,15.7736,5306.46
1472,1472,-7053.2041015625,7360000,30.8045,5527.41,15.6529,5364.6
1473,1473,-7271.96875,7365000,31.1908,5525.57,15.9807,5326.54
1474,1474,-7239.470703125,7370000,30.4397,5467.45,15.6649,5330.06
1475,1475,-7069.72802734375,7375000,30.9268,5453.55,15.72,5328.24
1476,1476,-7448.365234375,7380000,31.0128,5423.13,16.1414,5112.05
1477,1477,-7988.52734375,7385000,31.278,5413.37,15.2866,5324.01
1478,1478,-7364.39453125,7390000,31.3834,5409.61,16.0216,5296.92
1479,1479,-7836.1943359375,7395000,30.9973,5509.36,15.4014,5143.03
1480,1480,-7973.93603515625,7400000,31.2986,5463.71,15.8717,5333.13
1481,1481,-7357.595703125,7405000,31.3977,5529.18,16.1276,5132.82
1482,1482,-7456.201171875,7410000,30.6745,5456.03,15.9709,4979.73
1483,1483,-7635.66015625,7415000,31.6116,5476.52,15.9113,5040.19
1484,1484,-7856.2333984375,7420000,31.1508,5452.0,15.8643,5333.62
1485,1485,-7205.40478515625,7425000,30.6498,5453.04,15.853,5379.53
1486,1486,-7033.2265625,7430000,30.6591,5412.62,15.7342,5361.87
1487,1487,-7357.8115234375,7435000,31.0959,5427.79,16.0164,5349.39
1488,1488,-7802.154296875,7440000,31.4168,5438.97,16.1614,5360.29
1489,1489,-7479.755859375,7445000,31.4427,5444.56,15.6159,4930.64
1490,1490,-6994.56591796875,7450000,30.5448,3790.9,15.9032,4680.3
1491,1491,-7389.7841796875,7455000,31.6842,5378.8,15.3674,5187.83
1492,1492,-7914.2744140625,7460000,31.5809,5356.14,15.5698,4828.5
1493,1493,-7106.29150390625,7465000,31.1571,5397.03,15.4161,4545.78
1494,1494,-8895.8154296875,7470000,32.1952,5318.93,17.0507,3956.47
1495,1495,-8004.1923828125,7475000,31.677,5365.42,16.2962,4697.76
1496,1496,-8051.712890625,7480000,31.6168,5443.47,15.6456,4549.26
1497,1497,-7437.083984375,7485000,31.0222,3967.23,14.9623,4529.34
