Real Det Return,Running Env Steps,Real Sto Return,Itration,Running Update Time,Running Reverse KL,Running Forward KL,Reward Loss
802.37,160000,969.84,32,32,222.4438,358.4094,-4091.483642578125
870.31,165000,1052.99,33,33,207.973,366.2547,-4463.76025390625
1099.18,170000,1312.24,34,34,193.0145,352.1582,-3857.291259765625
830.42,175000,1104.78,35,35,203.5277,356.2751,-4522.54345703125
904.26,180000,1108.11,36,36,209.417,363.3986,-4756.296875
1473.63,185000,1192.45,37,37,193.3376,355.5205,-4537.1064453125
1362.41,190000,1073.37,38,38,185.2856,358.5835,-4717.29541015625
1292.8,195000,1156.2,39,39,192.1997,354.3038,-4540.05029296875
2154.4,200000,1176.77,40,40,188.4557,364.7393,-4762.22119140625
1674.13,205000,1269.44,41,41,199.2088,365.3371,-5723.65869140625
1224.91,210000,1290.29,42,42,181.1997,353.8177,-5463.572265625
1095.66,215000,1146.89,43,43,195.307,351.6419,-4917.27197265625
1388.41,220000,1350.12,44,44,185.0288,343.2265,-5840.5791015625
1043.5,225000,1100.32,45,45,197.1179,349.1474,-6554.8603515625
1546.41,230000,1588.98,46,46,172.7679,332.1832,-5642.4140625
1701.72,235000,1935.94,47,47,180.0518,346.1057,-5147.3359375
1964.81,240000,1455.1,48,48,176.4999,337.2275,-6274.41845703125
1378.59,245000,1482.63,49,49,179.3278,333.335,-6131.666015625
1330.08,250000,1318.8,50,50,177.5225,340.306,-6745.9462890625
1833.17,255000,2404.77,51,51,130.6882,325.7189,-4828.14892578125
1588.76,260000,1861.61,52,52,148.1648,328.4079,-5800.90576171875
1765.86,265000,2072.76,53,53,149.9535,325.5137,-5333.32470703125
2853.06,270000,2625.75,54,54,122.8878,318.9012,-4527.39697265625
2277.14,275000,3197.61,55,55,99.4188,312.0204,-3050.18603515625
1143.41,280000,3431.25,56,56,129.1472,317.6085,-5192.70703125
3430.02,285000,2971.74,57,57,127.0947,326.1342,-4846.74658203125
4107.47,290000,4972.78,58,58,94.9419,317.6366,-2116.52099609375
2779.52,295000,4459.16,59,59,97.8848,312.3001,-2897.1767578125
4811.79,300000,3914.26,60,60,124.7422,324.4519,-4561.92138671875
3674.13,305000,3517.07,61,61,109.8048,323.7145,-3311.52294921875
4385.58,310000,3911.41,62,62,119.9484,327.7255,-4381.556640625
2922.47,315000,3794.56,63,63,135.2044,329.3377,-4339.8359375
2497.0,320000,3492.97,64,64,98.6131,318.6604,-3140.759521484375
3689.07,325000,3705.55,65,65,106.6971,322.3498,-4344.1611328125
3754.14,330000,3614.8,66,66,176.3014,332.1767,-3945.241943359375
4411.62,335000,4352.85,67,67,113.8078,328.0662,-3890.718505859375
5095.69,340000,4398.99,68,68,125.1632,325.2979,-3369.3046875
2371.02,345000,4553.72,69,69,96.0822,325.6979,-2916.669921875
4605.95,350000,4833.6,70,70,100.7868,331.0234,-2814.257568359375
3419.96,355000,5026.3,71,71,113.5903,328.5851,-3227.245361328125
2121.86,360000,4139.09,72,72,94.5256,329.574,-3659.84375
4416.1,365000,4528.63,73,73,112.6165,328.667,-4233.23046875
1724.26,370000,4704.13,74,74,93.2699,320.1461,-3511.641357421875
4626.58,375000,4438.91,75,75,93.4498,323.2487,-3715.040283203125
5023.27,380000,4252.61,76,76,105.5613,323.3297,-4382.06787109375
3293.12,385000,4629.74,77,77,106.3091,326.7718,-4648.50341796875
4510.38,390000,4530.91,78,78,93.0676,320.7475,-3871.052001953125
3893.99,395000,4527.07,79,79,98.3553,333.1336,-4270.52587890625
4756.14,400000,4337.61,80,80,114.0806,329.1324,-4888.19775390625
2038.3,405000,4792.59,81,81,109.5039,320.1079,-5149.39453125
5136.88,410000,4770.4,82,82,114.4505,319.9767,-5591.05859375
4268.48,415000,4817.28,83,83,113.6794,327.1808,-4501.71533203125
934.01,420000,4481.77,84,84,108.0844,322.834,-5683.2939453125
2245.54,425000,4774.84,85,85,108.2273,327.2779,-4687.978515625
4667.79,430000,5009.88,86,86,98.2008,320.7129,-5038.15966796875
3217.48,435000,4303.41,87,87,107.4801,332.0682,-5388.9150390625
3729.7,440000,4731.5,88,88,96.7313,317.878,-5109.81494140625
1494.69,445000,4742.4,89,89,113.8987,322.2146,-5194.08154296875
4693.83,450000,4930.92,90,90,89.8734,318.0106,-5421.51708984375
3502.41,455000,4734.43,91,91,100.6693,327.9531,-5648.21240234375
2964.09,460000,4378.78,92,92,109.8519,325.4204,-6578.4423828125
4710.42,465000,4778.22,93,93,100.135,320.7461,-6492.25927734375
4367.3,470000,4817.52,94,94,106.9196,326.746,-6834.5927734375
4141.21,475000,4900.49,95,95,99.6662,322.7938,-6208.0927734375
4727.6,480000,4603.58,96,96,90.0396,322.1844,-6868.5224609375
4524.2,485000,4537.36,97,97,139.7982,327.4646,-7632.6650390625
5103.52,490000,4056.9,98,98,98.877,320.9659,-7153.3623046875
4205.51,495000,4734.3,99,99,100.4601,331.2997,-7000.95556640625
3909.11,500000,4079.81,100,100,107.2102,315.2243,-7058.85693359375
1288.47,505000,4442.1,101,101,122.7664,326.6039,-7393.99609375
5067.19,510000,3859.4,102,102,104.5808,328.9406,-7158.333984375
3905.9,515000,4579.63,103,103,119.6299,327.0944,-7267.3779296875
4590.89,520000,4679.4,104,104,110.457,332.2973,-7443.5595703125
5039.47,525000,4686.01,105,105,104.7505,319.3317,-7672.51416015625
4648.28,530000,4657.46,106,106,95.4809,314.7223,-7966.2822265625
4243.2,535000,4557.11,107,107,105.7686,324.1325,-7805.75732421875
3651.7,540000,4147.73,108,108,102.0172,320.9479,-7951.93115234375
4848.45,545000,3927.28,109,109,104.6312,324.6991,-8160.1484375
5072.59,550000,4780.55,110,110,97.07,325.9078,-8319.8486328125
5093.45,555000,3604.98,111,111,111.398,318.9047,-8339.3779296875
4604.31,560000,4227.97,112,112,118.4941,333.8848,-8600.5546875
5061.9,565000,4343.8,113,113,97.1772,321.8948,-8715.80859375
4854.66,570000,3687.01,114,114,106.789,331.0025,-8769.0185546875
4951.84,575000,4183.85,115,115,114.523,327.8082,-8620.9814453125
3998.2,580000,3885.86,116,116,99.9867,322.3865,-8891.1943359375
4091.64,585000,4468.67,117,117,121.2828,328.7759,-9125.5888671875
2412.28,590000,4510.18,118,118,127.9475,325.9246,-8942.0556640625
5061.99,595000,4746.95,119,119,107.608,319.7464,-8444.654296875
4379.22,600000,4227.19,120,120,116.6097,330.9238,-8997.9365234375
5015.76,605000,4033.36,121,121,127.8499,334.1881,-9276.9248046875
4292.88,610000,4681.6,122,122,106.7524,331.486,-9251.201171875
4086.84,615000,4702.61,123,123,135.6789,329.4906,-9679.2236328125
5017.26,620000,4314.91,124,124,120.0642,330.266,-9275.451171875
4503.44,625000,4952.55,125,125,111.2742,324.2191,-9341.97265625
4841.9,630000,4934.83,126,126,115.4456,336.9112,-9778.41015625
4305.3,635000,4740.46,127,127,120.5671,328.448,-10194.25
5032.18,640000,4459.94,128,128,113.1661,329.036,-10093.833984375
3055.14,645000,4465.49,129,129,121.8434,330.1419,-9952.939453125
3612.23,650000,4720.93,130,130,103.083,320.5568,-9790.21875
4957.13,655000,4919.79,131,131,111.3454,330.7241,-10234.578125
4342.48,660000,4728.2,132,132,112.7326,327.3397,-10101.7509765625
2875.84,665000,4589.45,133,133,111.1926,328.6723,-10434.2041015625
3910.11,670000,4490.95,134,134,100.6695,329.8207,-10621.6943359375
4777.48,675000,4884.25,135,135,106.6066,320.5694,-10534.14453125
4387.65,680000,4697.03,136,136,101.5245,329.2221,-10746.0556640625
4353.0,685000,4877.25,137,137,96.4394,317.1376,-10926.365234375
5071.75,690000,4511.74,138,138,107.8754,323.0561,-11064.2666015625
5032.94,695000,4902.14,139,139,102.2057,327.0861,-11140.228515625
5069.24,700000,4754.37,140,140,117.7852,323.9686,-11024.84375
4840.4,705000,4936.9,141,141,102.6954,323.1468,-10939.0927734375
4799.47,710000,4254.4,142,142,110.464,327.7281,-11608.650390625
4751.15,715000,4971.02,143,143,108.557,315.208,-11410.98046875
4533.69,720000,4562.76,144,144,99.2018,324.363,-11727.55078125
4826.97,725000,4916.64,145,145,105.7838,323.7444,-12119.5771484375
4712.24,730000,4903.89,146,146,115.7612,330.8079,-12166.45703125
4992.21,735000,4935.41,147,147,104.0678,325.1732,-12114.365234375
4466.74,740000,4905.8,148,148,100.4474,318.7139,-11996.3916015625
5024.65,745000,4605.88,149,149,108.7468,318.4776,-12201.994140625
5048.57,750000,4895.0,150,150,100.4554,318.0643,-12205.0
4804.35,755000,4904.1,151,151,104.108,321.3007,-12491.30078125
4050.35,760000,4689.34,152,152,102.9182,324.696,-12649.6953125
5071.05,765000,4926.75,153,153,103.479,320.0513,-12746.546875
4714.18,770000,4495.47,154,154,111.8231,324.2043,-12984.6611328125
4952.15,775000,4948.23,155,155,101.0874,317.2983,-12757.0078125
4791.86,780000,4584.06,156,156,102.4174,328.6965,-13266.7529296875
4881.12,785000,4729.35,157,157,96.285,325.2827,-13363.01953125
4764.48,790000,4931.19,158,158,104.3049,323.4449,-13117.673828125
4907.94,795000,4929.16,159,159,106.3745,323.622,-13295.06640625
4894.75,800000,4927.52,160,160,98.7825,322.5205,-13591.7744140625
5107.07,805000,4914.02,161,161,101.6635,321.7959,-13862.2177734375
5003.41,810000,4874.73,162,162,93.7124,318.1234,-13706.9267578125
5009.14,815000,4977.04,163,163,103.8305,319.7075,-13628.046875
5086.2,820000,4950.05,164,164,100.5713,319.5069,-14105.376953125
5076.42,825000,4966.55,165,165,112.5787,318.1466,-14220.4814453125
2743.93,830000,4838.52,166,166,95.6238,322.0114,-14277.4794921875
5016.94,835000,4890.29,167,167,99.4249,323.9097,-14265.5556640625
5096.42,840000,4956.2,168,168,105.4399,322.3419,-14400.6728515625
5065.15,845000,4903.24,169,169,102.3709,321.0681,-14437.40234375
5028.39,850000,4864.0,170,170,100.2898,324.4119,-14903.375
5070.79,855000,4843.22,171,171,97.2806,318.7376,-14539.830078125
5102.21,860000,4942.49,172,172,105.5813,317.9778,-14889.2041015625
4858.77,865000,4882.75,173,173,90.7818,322.2868,-14550.2431640625
5051.14,870000,4778.44,174,174,109.8744,330.2901,-15130.5380859375
5063.27,875000,4881.72,175,175,96.7437,320.256,-15019.5986328125
3596.6,880000,4745.64,176,176,88.7044,316.8152,-14988.9052734375
5050.9,885000,4909.19,177,177,101.1663,322.1925,-15217.005859375
5091.53,890000,4918.84,178,178,97.3394,320.7178,-15291.677734375
5052.29,895000,4899.31,179,179,88.7983,316.0459,-15125.322265625
3190.35,900000,4905.92,180,180,103.4812,321.1674,-15499.3037109375
4685.89,905000,4674.93,181,181,94.9297,324.32,-15609.216796875
4963.39,910000,4929.13,182,182,99.2766,317.3263,-15370.515625
2062.39,915000,4897.83,183,183,86.9522,315.9492,-15220.5625
2655.63,920000,4860.89,184,184,83.0599,318.1767,-15219.98046875
4734.32,925000,4891.41,185,185,95.0287,317.6713,-15782.54296875
4494.65,930000,4738.47,186,186,95.5484,310.7779,-15339.5654296875
5024.42,935000,4754.22,187,187,98.4008,315.7241,-15906.8173828125
5081.86,940000,4803.99,188,188,90.3879,310.2525,-15655.7041015625
1392.31,945000,4751.89,189,189,79.477,312.2128,-15493.857421875
2263.59,950000,4905.14,190,190,91.1395,313.6978,-15811.3544921875
4131.49,955000,4825.54,191,191,85.5432,316.2347,-15643.9462890625
3156.28,960000,4897.99,192,192,97.6419,317.7291,-15902.765625
4904.88,965000,4815.37,193,193,93.9515,319.1235,-16195.796875
4794.48,970000,4846.91,194,194,93.9595,325.5262,-16182.78125
4999.55,975000,4855.3,195,195,91.6721,318.2223,-16223.4228515625
4476.03,980000,4889.41,196,196,98.1889,316.6027,-16365.1962890625
4854.17,985000,4895.22,197,197,99.9563,314.3312,-16151.283203125
4723.06,990000,4544.16,198,198,100.0874,324.1612,-16755.923828125
5062.18,995000,4895.34,199,199,91.8147,309.681,-16329.7744140625
4306.92,1000000,4887.97,200,200,86.473,309.3837,-16339.83203125
3044.38,1005000,4891.99,201,201,87.3057,311.837,-16282.1904296875
3360.23,1010000,4658.86,202,202,98.0097,311.3935,-15722.9345703125
2545.15,1015000,4777.94,203,203,102.1061,316.2879,-16099.7197265625
1606.29,1020000,4426.11,204,204,91.7569,310.6298,-15622.5458984375
3288.14,1025000,4887.29,205,205,99.658,312.1996,-16496.310546875
3088.76,1030000,4729.02,206,206,90.3675,317.2602,-16703.474609375
3912.21,1035000,4867.31,207,207,95.0377,318.3588,-16898.373046875
4203.04,1040000,4912.47,208,208,93.1902,311.0242,-16761.490234375
3351.81,1045000,4923.52,209,209,100.5882,315.2028,-16910.009765625
2935.15,1050000,4923.51,210,210,97.5168,313.5588,-16789.958984375
2784.54,1055000,4916.53,211,211,102.423,314.7885,-16664.634765625
2952.85,1060000,4692.64,212,212,101.6475,314.2247,-16488.73046875
4532.7,1065000,4934.66,213,213,99.8404,317.1413,-17010.833984375
4054.51,1070000,4807.1,214,214,95.8754,313.0455,-16853.5078125
2606.62,1075000,4898.06,215,215,94.3893,315.4021,-16928.42578125
4410.75,1080000,4930.98,216,216,103.5836,312.7547,-16784.71875
3211.14,1085000,4914.9,217,217,94.0079,318.6295,-16867.525390625
4777.49,1090000,4908.12,218,218,97.8779,320.3072,-17139.34375
4992.97,1095000,4682.11,219,219,97.7739,319.7065,-17107.990234375
3298.73,1100000,4896.61,220,220,93.4819,316.5379,-16928.236328125
4862.48,1105000,4919.19,221,221,89.9095,313.8227,-16905.29296875
5013.26,1110000,4914.09,222,222,97.7221,319.5128,-17224.11328125
5020.28,1115000,4784.87,223,223,96.6236,316.478,-17230.09765625
3983.6,1120000,4912.64,224,224,89.7646,311.2484,-17075.412109375
5027.75,1125000,4913.79,225,225,92.9795,316.2161,-17231.052734375
4952.71,1130000,4907.43,226,226,96.8866,319.9404,-17379.169921875
5049.98,1135000,4927.34,227,227,92.2862,313.7868,-17295.783203125
4952.27,1140000,4664.16,228,228,102.7429,316.9252,-17381.15234375
5014.74,1145000,4685.68,229,229,97.5944,316.7399,-17377.931640625
4542.05,1150000,4645.16,230,230,102.6699,316.8955,-16562.365234375
4994.4,1155000,4706.29,231,231,95.0091,310.0917,-17061.984375
5019.54,1160000,4681.35,232,232,87.0371,308.6984,-17279.0078125
5052.89,1165000,4931.08,233,233,96.1138,313.1498,-17583.1953125
5027.83,1170000,4675.2,234,234,92.2505,314.5813,-17457.203125
5053.74,1175000,4568.17,235,235,90.4205,310.1891,-17441.837890625
4816.23,1180000,3872.68,236,236,89.6858,307.7928,-17222.8125
5096.81,1185000,4620.82,237,237,84.4606,308.2499,-17350.330078125
3088.08,1190000,4430.59,238,238,89.6995,307.7715,-17152.41015625
4901.49,1195000,4087.42,239,239,79.2241,298.7935,-16802.625
4997.7,1200000,4676.48,240,240,76.2947,304.3561,-16735.6953125
5096.28,1205000,4944.96,241,241,80.7715,302.1614,-17224.1484375
4598.26,1210000,4420.19,242,242,86.511,307.3114,-16499.1015625
4981.83,1215000,4455.62,243,243,92.5915,306.4159,-16308.5859375
4014.36,1220000,3747.42,244,244,113.3559,314.003,-14923.5537109375
3037.48,1225000,4551.74,245,245,76.022,300.1852,-17140.6328125
4371.48,1230000,3595.04,246,246,100.6617,311.6861,-16180.328125
1373.56,1235000,4445.57,247,247,89.447,303.9074,-16800.158203125
1164.64,1240000,3930.52,248,248,87.8428,302.9604,-17068.314453125
1280.98,1245000,4235.61,249,249,99.0029,316.4819,-16922.0078125
1969.22,1250000,4750.46,250,250,85.3189,307.68,-17302.81640625
732.82,1255000,2648.97,251,251,134.8809,323.5878,-16390.744140625
1261.93,1260000,4569.88,252,252,104.8107,316.6884,-17571.072265625
1881.92,1265000,4550.94,253,253,100.5499,312.9913,-17774.931640625
3803.03,1270000,4305.37,254,254,125.1014,321.9631,-17545.4140625
4195.87,1275000,4122.39,255,255,125.8545,317.7634,-16478.74609375
3542.66,1280000,4771.61,256,256,117.4102,323.3525,-17971.916015625
2369.87,1285000,3935.89,257,257,107.8822,316.6699,-17013.716796875
4175.77,1290000,4154.4,258,258,103.206,309.5808,-16466.57421875
2341.74,1295000,4291.7,259,259,102.0949,315.4657,-17593.537109375
2988.02,1300000,3948.9,260,260,116.6728,312.6072,-17844.505859375
3948.29,1305000,4015.58,261,261,146.2707,319.5353,-16490.314453125
3976.63,1310000,4800.92,262,262,96.7823,311.9823,-17973.73828125
4160.07,1315000,4562.07,263,263,100.2388,303.3776,-17629.1015625
1301.88,1320000,4626.29,264,264,87.7383,306.0748,-17703.33203125
2926.29,1325000,4275.89,265,265,126.3322,314.946,-16695.291015625
1936.1,1330000,3865.51,266,266,88.21,298.671,-16294.5859375
2320.54,1335000,3147.24,267,267,134.5459,307.7751,-15879.65234375
1092.46,1340000,3924.19,268,268,142.7952,317.2349,-16122.390625
1198.16,1345000,3798.98,269,269,105.7498,300.7387,-17271.857421875
3825.23,1350000,3588.98,270,270,96.9656,293.7549,-16731.349609375
4074.17,1355000,3860.11,271,271,97.7541,295.0306,-17233.078125
2288.26,1360000,1680.99,272,272,230.8028,337.8346,-16201.732421875
1249.16,1365000,2019.83,273,273,198.2206,317.0342,-15692.369140625
2815.69,1370000,2587.45,274,274,169.1077,319.7973,-16212.7587890625
1349.68,1375000,2843.76,275,275,166.3604,329.6468,-16846.416015625
1393.57,1380000,2944.97,276,276,185.6054,318.8569,-16876.552734375
967.92,1385000,1992.64,277,277,228.0035,346.436,-16403.162109375
699.09,1390000,1203.41,278,278,205.411,348.8387,-15788.328125
861.3,1395000,1036.29,279,279,214.6477,353.7992,-16058.8623046875
655.66,1400000,1042.92,280,280,239.4719,364.7597,-15407.9453125
2059.8,1405000,4043.02,281,281,124.2334,306.3173,-17619.3828125
1774.07,1410000,4066.32,282,282,105.333,295.1333,-16792.568359375
1395.21,1415000,2835.68,283,283,163.552,309.1071,-16081.130859375
2202.09,1420000,2820.0,284,284,126.5598,308.5769,-16317.9609375
1071.8,1425000,1250.74,285,285,238.8268,370.0638,-14319.1396484375
1295.95,1430000,1176.34,286,286,261.9898,378.2092,-14203.2587890625
548.62,1435000,660.63,287,287,300.8064,416.9899,-12288.3720703125
1296.91,1440000,1322.0,288,288,255.9227,377.8409,-12972.193359375
1039.33,1445000,941.32,289,289,231.1213,354.7515,-13988.7021484375
537.24,1450000,825.75,290,290,262.9787,404.446,-13462.2724609375
604.62,1455000,741.9,291,291,321.8981,375.3229,-13534.62109375
640.26,1460000,748.76,292,292,278.3169,384.2071,-14082.041015625
717.35,1465000,652.52,293,293,387.0339,393.9909,-13823.5986328125
1285.59,1470000,1519.9,294,294,302.8066,372.9834,-15588.1279296875
670.83,1475000,816.37,295,295,292.315,412.336,-15581.6953125
596.1,1480000,576.75,296,296,865.0832,416.0632,-16816.984375
815.74,1485000,1125.69,297,297,338.2039,416.2554,-15950.9775390625
565.92,1490000,698.39,298,298,584.4786,424.1822,-15345.0947265625
582.51,1495000,665.98,299,299,690.823,448.8294,-16571.140625
491.55,1500000,570.84,300,300,641.4964,454.1111,-16379.546875
551.38,1505000,559.35,301,301,644.5945,463.2984,-16100.40625
280.38,1510000,323.95,302,302,637.6257,454.9623,-16144.21875
557.2,1515000,579.6,303,303,660.4446,434.5509,-16378.166015625
376.27,1520000,360.55,304,304,1243.5269,464.5172,-17406.671875
381.61,1525000,426.99,305,305,587.4313,469.6423,-16503.509765625
507.81,1530000,508.68,306,306,928.1995,438.0541,-18173.4609375
137.42,1535000,176.3,307,307,1008.1939,455.865,-15385.7763671875
318.45,1540000,427.21,308,308,790.3268,434.6994,-15589.453125
142.39,1545000,231.84,309,309,648.1262,454.0273,-16410.080078125
304.9,1550000,322.02,310,310,1028.2096,443.2905,-18250.59375
262.5,1555000,295.02,311,311,690.8915,435.2582,-17219.962890625
142.15,1560000,201.92,312,312,802.6224,491.6417,-16372.3603515625
135.15,1565000,139.43,313,313,425.3023,496.281,-15915.625
134.6,1570000,139.37,314,314,573.9459,498.0119,-16459.50390625
140.74,1575000,144.47,315,315,438.6199,473.58,-15532.486328125
134.5,1580000,136.36,316,316,534.4266,509.1576,-16892.30859375
130.19,1585000,131.49,317,317,577.6792,504.993,-16773.4453125
137.66,1590000,140.66,318,318,515.3175,514.007,-16395.091796875
153.88,1595000,154.63,319,319,456.7854,503.6709,-15984.54296875
137.98,1600000,141.24,320,320,491.702,505.1808,-16313.951171875
200.78,1605000,215.33,321,321,502.9863,464.6242,-17537.466796875
148.78,1610000,156.06,322,322,416.6641,481.6055,-16344.8603515625
136.19,1615000,138.66,323,323,710.6691,480.6172,-17795.7109375
141.5,1620000,142.62,324,324,430.5758,512.0012,-16528.607421875
149.57,1625000,147.42,325,325,562.7641,531.662,-17150.57421875
135.58,1630000,135.98,326,326,650.0418,535.0002,-17332.47265625
138.64,1635000,141.44,327,327,611.7432,533.2255,-17656.525390625
128.39,1640000,125.62,328,328,720.6808,544.0679,-18313.193359375
130.99,1645000,133.35,329,329,495.9505,529.6357,-17676.591796875
127.54,1650000,128.0,330,330,1011.9321,584.16,-18895.076171875
115.22,1655000,115.27,331,331,913.7776,552.1237,-18901.05078125
116.31,1660000,115.17,332,332,1246.0802,714.9949,-19599.04296875
118.19,1665000,119.9,333,333,946.9099,580.6372,-19224.32421875
104.37,1670000,105.63,334,334,932.1002,705.5401,-19468.68359375
113.75,1675000,114.03,335,335,1171.7921,572.5642,-19135.689453125
117.43,1680000,119.91,336,336,1855.3611,700.8331,-19600.34375
94.58,1685000,99.01,337,337,2407.541,693.2151,-19654.296875
126.31,1690000,126.16,338,338,954.8595,607.385,-19449.919921875
113.18,1695000,115.04,339,339,2046.6242,579.0276,-19241.888671875
140.3,1700000,138.06,340,340,721.6975,523.363,-17379.212890625
122.38,1705000,120.44,341,341,1094.3736,589.1704,-19318.220703125
136.85,1710000,136.04,342,342,864.5891,551.1975,-18287.841796875
114.91,1715000,115.01,343,343,1074.2666,597.4008,-19397.7890625
113.56,1720000,112.04,344,344,1300.9578,699.2041,-19647.13671875
119.51,1725000,119.97,345,345,2524.7842,707.5021,-19632.796875
117.57,1730000,117.88,346,346,624.9784,670.7212,-19541.703125
113.1,1735000,115.07,347,347,1917.0155,731.2338,-19636.658203125
115.51,1740000,112.78,348,348,1310.7085,766.3662,-19609.939453125
114.05,1745000,113.35,349,349,1330.3553,600.5199,-19351.05859375
107.66,1750000,107.28,350,350,1938.8594,696.5324,-19675.7421875
110.31,1755000,109.67,351,351,1281.9963,694.1423,-19612.3359375
103.23,1760000,105.16,352,352,1259.1633,573.793,-19657.90234375
117.83,1765000,116.94,353,353,914.6087,514.9271,-19417.66015625
135.33,1770000,137.22,354,354,1173.7526,675.3708,-19666.556640625
154.48,1775000,143.83,355,355,1386.4491,523.0014,-19678.994140625
160.22,1780000,178.15,356,356,1063.0852,554.1587,-19390.46875
158.09,1785000,142.84,357,357,520.7259,485.8959,-18195.220703125
169.24,1790000,158.75,358,358,1532.3625,552.4063,-19662.509765625
144.84,1795000,138.96,359,359,1313.0518,528.9991,-19653.591796875
165.66,1800000,153.1,360,360,1447.4089,679.7767,-19716.55078125
138.66,1805000,132.92,361,361,2384.9265,566.7161,-18922.1875
151.44,1810000,148.35,362,362,2660.4711,683.5671,-19728.544921875
165.87,1815000,145.14,363,363,1553.7672,594.5609,-19734.287109375
118.25,1820000,113.13,364,364,1364.4455,711.8943,-19719.935546875
88.4,1825000,91.1,365,365,1669.2221,740.9419,-19746.810546875
93.24,1830000,96.63,366,366,2244.7843,619.0655,-19619.7890625
90.06,1835000,91.3,367,367,1870.79,707.8201,-19737.228515625
85.38,1840000,86.46,368,368,3064.9217,718.6311,-19770.267578125
80.69,1845000,82.4,369,369,1900.5379,714.8835,-19752.13671875
85.44,1850000,87.13,370,370,3117.7172,728.0429,-19767.71484375
85.83,1855000,86.39,371,371,2134.3344,714.8073,-19770.44140625
86.66,1860000,87.25,372,372,1411.0481,719.9642,-19773.9453125
84.83,1865000,85.92,373,373,4004.6739,686.7188,-19609.130859375
80.69,1870000,82.84,374,374,1274.1186,723.9214,-19771.240234375
85.22,1875000,85.12,375,375,1205.0448,719.2555,-19781.40234375
83.46,1880000,83.32,376,376,1372.5721,718.9648,-19777.478515625
89.12,1885000,88.01,377,377,2285.3387,731.9559,-19783.87109375
81.28,1890000,82.45,378,378,1944.2987,708.2224,-19803.541015625
81.48,1895000,83.12,379,379,2862.9879,718.403,-19775.84375
84.21,1900000,85.39,380,380,1042.3047,712.4552,-19801.041015625
83.85,1905000,82.84,381,381,2220.7157,726.1897,-19812.443359375
84.7,1910000,89.29,382,382,3674.4166,713.5501,-19784.748046875
82.92,1915000,83.43,383,383,1430.2893,702.505,-19629.642578125
83.91,1920000,84.22,384,384,2590.1397,709.888,-19815.009765625
84.0,1925000,84.87,385,385,1164.1879,685.418,-19656.162109375
85.17,1930000,85.18,386,386,1896.5658,714.0892,-19701.626953125
82.68,1935000,83.3,387,387,1911.5207,640.8558,-19440.216796875
84.37,1940000,85.04,388,388,1026.2513,603.5991,-18967.0859375
80.68,1945000,80.65,389,389,1532.3127,690.2559,-19468.4921875
84.26,1950000,84.36,390,390,2475.6884,714.8958,-19808.41015625
85.54,1955000,86.83,391,391,1784.7713,706.26,-19633.884765625
79.62,1960000,79.59,392,392,2047.1292,705.1971,-19683.33984375
82.11,1965000,83.06,393,393,1574.5256,617.0357,-19294.53125
79.8,1970000,79.9,394,394,1201.6421,623.8371,-19278.900390625
80.21,1975000,79.97,395,395,1110.7346,604.3996,-19410.138671875
81.17,1980000,81.82,396,396,1739.2133,685.6145,-19673.96875
