Running Forward KL,Itration,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps
16.5974,69,9.0396,-373.4208068847656,69,3358.15,3316.49,345000
16.7497,70,9.3902,-392.8446350097656,70,3333.87,3291.01,350000
16.6521,71,9.8439,-347.30999755859375,71,3380.29,3225.98,355000
16.0065,72,9.0596,-378.0484313964844,72,3376.32,3340.34,360000
17.273,73,9.7377,-447.0849304199219,73,3342.85,3272.13,365000
16.8045,74,9.7764,-318.70953369140625,74,3409.24,3399.31,370000
17.121,75,11.0309,-625.46044921875,75,3352.93,3346.87,375000
16.349,76,9.5972,-369.5751037597656,76,3391.55,3369.2,380000
17.0365,77,10.4344,-347.28839111328125,77,3390.98,3369.02,385000
16.4839,78,9.6742,-351.5220947265625,78,3381.63,3370.63,390000
15.8066,79,9.0976,-362.30242919921875,79,3393.64,3362.49,395000
16.7371,80,9.6223,-343.03521728515625,80,3388.27,3250.85,400000
15.4047,81,9.324,-287.2257995605469,81,3409.35,3406.01,405000
15.7307,82,9.0662,-295.7487487792969,82,3393.88,3368.25,410000
15.2753,83,8.6124,-333.85443115234375,83,3050.82,3349.29,415000
16.4163,84,10.3611,-608.6559448242188,84,3363.31,3376.11,420000
16.3198,85,8.759,-420.51019287109375,85,3395.84,3354.35,425000
16.3372,86,9.2152,-302.0999450683594,86,3420.57,3285.85,430000
16.8741,87,9.45,-359.87872314453125,87,3423.47,3377.88,435000
15.069,88,8.7548,-270.8427429199219,88,3438.85,3405.47,440000
16.2412,89,9.403,-337.507568359375,89,3404.02,3387.03,445000
15.6363,90,8.973,-317.9007873535156,90,3442.29,3400.46,450000
16.0745,91,9.0046,-254.00662231445312,91,3449.69,3423.26,455000
15.8861,92,9.1429,-335.2947998046875,92,3413.6,3399.45,460000
14.9988,93,8.6623,-260.4708557128906,93,3459.47,3439.63,465000
15.847,94,9.1058,-310.0636291503906,94,3416.84,3383.5,470000
15.9057,95,10.437,-477.7548522949219,95,3424.11,3352.05,475000
15.1183,96,8.6729,-245.54937744140625,96,3434.69,3400.48,480000
16.6359,97,9.7498,-285.9874267578125,97,3452.71,3422.1,485000
15.9862,98,9.7424,-282.77130126953125,98,3448.85,3416.62,490000
15.8717,99,9.3852,-360.9357604980469,99,3420.19,3370.91,495000
16.2671,100,9.1798,-293.9623107910156,100,3444.89,3252.37,500000
15.6976,101,8.2277,-328.48370361328125,101,3436.1,3400.57,505000
15.51,102,8.8204,-321.57000732421875,102,3432.36,3411.71,510000
15.963,103,9.6852,-423.9241943359375,103,3459.1,3423.39,515000
15.5473,104,8.4401,-393.61395263671875,104,3426.53,3401.6,520000
15.4936,105,9.1848,-324.03533935546875,105,3454.65,3426.34,525000
15.3678,106,8.8218,-196.21987915039062,106,3474.2,3439.71,530000
15.6232,107,9.2649,-315.0897521972656,107,3449.81,3424.45,535000
16.1728,108,9.4335,-289.3184814453125,108,3472.67,3460.73,540000
15.1868,109,9.2883,-312.81793212890625,109,3462.96,3447.16,545000
16.1737,110,9.1962,-348.6381530761719,110,3445.35,3402.1,550000
16.0455,111,9.3743,-233.9136962890625,111,3499.53,3370.6,555000
15.1747,112,9.3663,-210.26458740234375,112,3463.4,3438.89,560000
15.6291,113,8.6194,-309.9423522949219,113,3468.01,3068.05,565000
15.629,114,10.0693,-455.4873962402344,114,3490.97,3459.13,570000
15.362,115,9.1521,-362.2831726074219,115,3435.35,3409.45,575000
15.281,116,8.7835,-284.65008544921875,116,3473.82,3453.89,580000
15.226,117,8.8139,-286.789306640625,117,3438.12,3401.91,585000
14.8766,118,8.9987,-186.8316192626953,118,3478.2,3443.88,590000
14.3733,119,7.8721,-235.76925659179688,119,3466.06,3428.6,595000
15.2133,120,9.2408,-211.5084991455078,120,3464.08,3432.09,600000
15.8945,121,9.1357,-327.3689880371094,121,3448.79,3273.15,605000
14.8554,122,14.4173,-453.9975891113281,122,3433.23,3266.22,610000
15.2417,123,8.6957,-200.54006958007812,123,3490.3,3397.9,615000
16.0622,124,10.9512,-543.6923217773438,124,3460.37,3350.45,620000
14.7278,125,9.0109,-269.2899169921875,125,3458.96,3443.4,625000
14.3997,126,8.561,-192.05555725097656,126,3471.08,3437.71,630000
14.8882,127,8.6597,-347.6782531738281,127,3453.53,3422.67,635000
15.8069,128,9.6309,-198.04640197753906,128,3484.71,3207.04,640000
15.5752,129,9.0481,-343.32879638671875,129,3446.16,3432.44,645000
16.1414,130,11.3685,-413.58612060546875,130,3474.29,3097.07,650000
15.4087,131,8.7181,-375.90203857421875,131,3455.57,3311.8,655000
15.3841,132,11.5046,-445.5444030761719,132,3449.95,3422.41,660000
14.613,133,9.5221,-206.4800567626953,133,3492.77,3365.09,665000
14.6351,134,8.8691,-236.21920776367188,134,3473.04,3461.13,670000
15.2737,135,8.8071,-262.62957763671875,135,3471.09,3340.74,675000
15.3417,136,8.5804,-402.6785583496094,136,3437.93,3403.67,680000
15.43,137,12.376,-315.9884033203125,137,3510.54,3288.31,685000
15.304,138,15.8721,-451.5834655761719,138,3469.25,3107.82,690000
14.7591,139,8.3459,-347.9202575683594,139,3461.58,3435.8,695000
15.1097,140,8.7836,-291.44000244140625,140,3488.58,3454.34,700000
14.8267,141,8.8203,-187.289306640625,141,3471.85,3450.33,705000
14.9024,142,8.9164,-314.2025451660156,142,3478.02,3351.13,710000
15.0294,143,8.6054,-328.4543151855469,143,3498.74,3385.49,715000
14.7603,144,9.5075,-318.8492431640625,144,3466.97,3448.39,720000
15.7545,145,29.7366,-705.94091796875,145,3496.63,2921.82,725000
15.6782,146,16.0552,-888.7713623046875,146,3467.72,2910.98,730000
14.5096,147,8.6187,-294.418701171875,147,3465.13,3385.4,735000
15.84,148,20.0026,-465.21978759765625,148,3495.37,3054.02,740000
15.5447,149,9.0714,-387.02655029296875,149,3447.57,3268.15,745000
15.907,150,11.7239,-622.7538452148438,150,3489.09,3274.94,750000
15.5037,151,13.0346,-584.0401000976562,151,3474.23,3065.62,755000
14.6698,152,8.6131,-316.244873046875,152,3452.01,3437.74,760000
15.1061,153,8.5783,-369.67218017578125,153,3463.24,3319.72,765000
14.748,154,9.1444,-513.2223510742188,154,3474.26,3134.19,770000
15.075,155,10.1168,-505.3777160644531,155,3465.83,3429.26,775000
15.3475,156,9.4366,-302.9439392089844,156,3476.37,3451.92,780000
14.914,157,11.6139,-489.4114685058594,157,3452.59,3183.02,785000
14.2512,158,8.7995,-352.7362365722656,158,3462.49,3427.4,790000
16.6814,159,32.4243,-1663.82275390625,159,3476.92,2631.58,795000
14.2434,160,8.3422,-372.0945739746094,160,3457.31,3320.46,800000
15.3057,161,8.6497,-334.6522216796875,161,3481.99,3334.42,805000
14.8994,162,10.0517,-335.54296875,162,3491.17,3405.9,810000
14.3031,163,8.2964,-364.73638916015625,163,3431.16,3416.1,815000
14.5824,164,8.5615,-356.02374267578125,164,3473.81,3428.23,820000
14.6912,165,8.4806,-462.9571838378906,165,3436.49,3290.24,825000
14.2426,166,8.0257,-320.8907470703125,166,3443.93,3419.12,830000
14.9035,167,16.3429,-554.8107299804688,167,3448.5,3424.02,835000
13.841,168,8.3074,-312.8936767578125,168,3490.71,3449.89,840000
14.9141,169,8.5405,-359.14013671875,169,3471.84,3248.58,845000
14.7629,170,8.9847,-271.7775573730469,170,3485.03,3468.2,850000
15.0207,171,9.6616,-309.66973876953125,171,3488.53,3321.87,855000
14.4342,172,8.4087,-410.4493713378906,172,3443.69,3408.81,860000
14.3961,173,9.1115,-355.1560363769531,173,3482.36,3455.05,865000
14.9673,174,8.8709,-315.76739501953125,174,3494.0,3399.94,870000
13.7261,175,8.1466,-318.3448791503906,175,3470.51,3427.51,875000
14.95,176,10.3552,-355.6331481933594,176,3492.52,3387.26,880000
14.9422,177,8.9893,-341.61956787109375,177,3477.98,3329.64,885000
14.6807,178,8.5324,-417.3973693847656,178,3456.9,3437.71,890000
14.2516,179,8.3034,-353.7439880371094,179,3478.64,3442.64,895000
14.4179,180,8.3308,-417.707275390625,180,3465.45,3427.03,900000
14.6446,181,11.9492,-656.4271240234375,181,3483.13,3381.01,905000
15.657,182,9.5322,-411.308349609375,182,3495.06,3455.87,910000
14.484,183,8.2483,-463.43634033203125,183,3451.25,3421.83,915000
13.6039,184,8.1356,-297.5203857421875,184,3468.37,3429.86,920000
15.0202,185,8.9306,-375.16046142578125,185,3499.45,3388.68,925000
14.2628,186,8.551,-375.15679931640625,186,3469.56,3452.92,930000
14.9556,187,8.7205,-596.1785278320312,187,3416.04,3378.6,935000
14.5264,188,11.3017,-431.1449279785156,188,3480.11,3362.31,940000
14.7961,189,9.0912,-473.04132080078125,189,3450.45,3428.47,945000
14.6457,190,8.9872,-419.575927734375,190,3477.58,3432.57,950000
14.6569,191,12.1981,-763.4278564453125,191,3447.22,3149.92,955000
15.5133,192,9.4679,-493.3909912109375,192,3500.36,3291.27,960000
14.9485,193,9.2531,-405.9074401855469,193,3504.69,3471.88,965000
14.7889,194,11.7639,-593.6771240234375,194,3460.14,3419.7,970000
14.3524,195,8.4007,-355.53125,195,3480.38,3436.35,975000
14.2717,196,8.8277,-331.1581726074219,196,3514.59,3433.96,980000
14.5733,197,12.0705,-573.7506103515625,197,3457.46,3430.04,985000
14.3263,198,8.7847,-402.0519714355469,198,3485.03,3454.71,990000
14.5499,199,8.969,-364.8641357421875,199,3511.53,3475.53,995000
