Reward Loss,Itration,Running Reverse KL,Real Det Return,Real Sto Return,Running Env Steps,Running Forward KL,Running Update Time
-1720.3455810546875,73,47.4008,3682.36,3148.41,365000,61.483,73
-1806.4805908203125,74,50.2059,3821.0,2750.86,370000,62.1236,74
-1981.745361328125,75,47.1332,4178.21,3686.17,375000,62.1441,75
-1817.2728271484375,76,58.8023,2999.52,3620.87,380000,70.4636,76
-1804.6929931640625,77,50.909,4262.91,2965.61,385000,65.895,77
-2124.970703125,78,49.5198,3122.32,3422.53,390000,63.7654,78
-2611.447509765625,79,37.2507,3382.35,2942.66,395000,60.9874,79
-2390.427490234375,80,55.4804,4397.4,3178.97,400000,63.9056,80
-2205.2900390625,81,55.2039,4681.73,3637.15,405000,66.2529,81
-2193.662353515625,82,54.9308,3790.52,2942.36,410000,66.7037,82
-2492.096435546875,83,46.2956,4496.31,3437.76,415000,63.9022,83
-2174.27197265625,84,52.2223,4566.89,3261.95,420000,65.5499,84
-2402.16064453125,85,55.9319,5174.1,4129.22,425000,66.3423,85
-2416.72607421875,86,54.8494,3873.25,3778.11,430000,67.7539,86
-2434.453369140625,87,65.8574,5099.06,4368.23,435000,70.1646,87
-2656.9072265625,88,54.9575,4711.01,3976.23,440000,65.8572,88
-2704.884521484375,89,58.157,4366.58,3900.93,445000,65.6371,89
-2681.40185546875,90,55.761,4807.22,3584.26,450000,66.4604,90
-2911.274169921875,91,51.6833,3858.33,4018.15,455000,64.8195,91
-2850.662841796875,92,56.6622,4082.18,3782.02,460000,65.888,92
-3179.6044921875,93,41.9838,4894.36,3419.86,465000,62.4547,93
-2893.212890625,94,67.4152,5170.04,4378.44,470000,70.2476,94
-3094.105224609375,95,57.9409,5280.33,4794.65,475000,66.8475,95
-3122.69287109375,96,59.5613,3881.44,2884.6,480000,66.8934,96
-3214.3486328125,97,73.6228,5061.0,4891.14,485000,73.9424,97
-3165.1201171875,98,64.6373,5081.49,3923.34,490000,70.3,98
-3351.02294921875,99,66.9544,3787.36,2956.0,495000,69.2314,99
-3371.8173828125,100,68.369,4939.64,4195.43,500000,70.697,100
-3442.603515625,101,77.0062,4761.8,3894.86,505000,71.9857,101
-3621.061279296875,102,65.5211,3928.33,2961.98,510000,67.0784,102
-3656.1435546875,103,71.5613,4960.75,4348.79,515000,72.6279,103
-3675.602294921875,104,78.1271,5027.44,3882.32,520000,74.159,104
-3830.01123046875,105,61.6217,5174.32,3600.67,525000,68.011,105
-3937.44921875,106,68.4706,3760.79,3594.41,530000,67.6893,106
-4001.762939453125,107,64.4931,5163.23,4641.32,535000,68.8414,107
-4131.5390625,108,60.6072,4926.41,4937.63,540000,66.0959,108
-4203.47314453125,109,60.794,4814.76,3743.74,545000,67.2075,109
-4194.55029296875,110,68.7237,4739.9,4109.8,550000,70.9826,110
-4410.5927734375,111,61.7313,4914.89,4305.48,555000,70.2948,111
-4334.931640625,112,75.1253,4715.78,4546.8,560000,73.2801,112
-4307.34521484375,113,69.8421,3593.71,3439.31,565000,70.7062,113
-4534.634765625,114,69.064,4931.51,3677.03,570000,69.5948,114
-4677.935546875,115,73.7005,4449.56,4805.55,575000,73.7913,115
-4775.59033203125,116,68.5234,5146.8,4350.49,580000,69.1706,116
-4794.45361328125,117,61.5883,4687.57,3644.6,585000,66.4546,117
-4909.9814453125,118,58.4148,4247.93,3220.64,590000,66.7283,118
-5058.49951171875,119,69.3971,5002.48,4532.67,595000,69.2652,119
-5091.34912109375,120,71.507,5340.96,4591.19,600000,72.8296,120
-5267.8154296875,121,66.5656,5201.53,3953.71,605000,69.8455,121
-5434.1845703125,122,74.7255,5416.22,4148.69,610000,75.5204,122
-5588.0087890625,123,76.1189,5063.71,4925.56,615000,74.5864,123
-5461.65966796875,124,69.1536,5514.5,4519.46,620000,74.036,124
-5634.25830078125,125,73.2349,5115.78,4386.99,625000,73.8348,125
-5845.74169921875,126,75.4856,4433.27,4748.17,630000,74.8162,126
-5902.38330078125,127,69.3103,4497.24,4621.68,635000,69.8113,127
-6003.22509765625,128,69.9113,5119.39,3836.88,640000,74.1298,128
-6141.7333984375,129,73.6562,5333.51,4657.11,645000,74.8445,129
-6162.03076171875,130,81.336,5115.16,4316.17,650000,77.167,130
-6348.59814453125,131,81.6069,4031.1,4889.98,655000,77.6291,131
-6370.107421875,132,73.0781,4015.62,3939.85,660000,71.3068,132
-6452.2197265625,133,76.7224,4219.08,2958.16,665000,75.7288,133
-6613.65380859375,134,74.5379,4685.33,4703.95,670000,73.7653,134
-6836.27001953125,135,73.245,4946.62,3780.31,675000,73.635,135
-6849.400390625,136,70.1413,4498.28,4124.9,680000,74.2912,136
-7137.52099609375,137,70.6811,5586.08,4755.72,685000,76.3946,137
-7281.19140625,138,73.8,4142.21,4432.85,690000,74.9723,138
-7333.98193359375,139,71.2041,4750.13,4099.36,695000,72.3029,139
-7553.44384765625,140,80.2928,4446.49,4659.98,700000,76.7589,140
-7709.90087890625,141,79.4573,4855.35,4571.32,705000,76.7391,141
-7859.88623046875,142,76.8809,5243.64,4561.66,710000,77.2899,142
-7578.99267578125,143,66.1571,4472.53,3194.63,715000,68.7463,143
-8026.466796875,144,82.2076,5354.22,4967.35,720000,76.7903,144
-8180.32568359375,145,80.2519,5292.56,5174.46,725000,79.766,145
-8266.6337890625,146,82.1271,5121.28,4763.16,730000,78.2007,146
-8258.9521484375,147,75.6616,5361.6,4909.75,735000,73.5577,147
-8554.2099609375,148,83.7683,4434.87,4951.67,740000,78.1494,148
-8671.9462890625,149,82.3524,5602.33,4992.89,745000,77.5416,149
-8820.8017578125,150,80.5621,5322.29,3716.02,750000,77.3498,150
-9205.28125,151,77.4941,5594.8,5074.71,755000,78.4704,151
-9082.8642578125,152,69.9856,5048.5,4245.36,760000,70.2625,152
-9379.95703125,153,76.8095,5295.68,4726.44,765000,74.6831,153
-9597.099609375,154,78.2824,5104.51,4863.77,770000,76.4299,154
-9658.947265625,155,83.8501,4420.19,4656.63,775000,76.3101,155
-9992.3330078125,156,83.8292,5385.83,4615.75,780000,78.1934,156
-10022.6591796875,157,86.1444,5204.3,4700.8,785000,80.8943,157
-9913.5849609375,158,82.3522,4034.93,3626.31,790000,76.4093,158
-10280.6064453125,159,85.611,5519.09,5150.02,795000,78.8892,159
-10528.3642578125,160,80.6934,5571.52,5141.27,800000,77.3741,160
-10815.44921875,161,74.0038,5477.2,5458.73,805000,75.8494,161
-10106.796875,162,62.0231,5644.56,4774.7,810000,67.4961,162
-10864.482421875,163,81.9194,5226.28,4829.76,815000,74.6839,163
-11065.517578125,164,75.5502,5411.69,4909.18,820000,72.0184,164
-10866.3388671875,165,74.008,5080.57,4261.0,825000,70.8121,165
-11393.1396484375,166,78.6504,5286.65,4149.44,830000,78.2045,166
-11771.5029296875,167,85.1198,5055.59,4564.6,835000,78.8135,167
-12037.1015625,168,73.1668,5382.62,5079.18,840000,75.8321,168
-12089.091796875,169,76.725,5259.14,4358.55,845000,76.6632,169
-12073.7509765625,170,77.9614,5371.43,3922.96,850000,76.6063,170
-12286.994140625,171,79.9255,5542.84,4232.33,855000,79.2029,171
-12355.072265625,172,79.9825,4907.28,4804.06,860000,78.6504,172
-13115.423828125,173,77.0136,5387.14,5206.63,865000,75.4072,173
-12853.419921875,174,80.6276,5036.16,4033.93,870000,77.2244,174
-12851.28125,175,81.0865,5426.89,4322.2,875000,79.2818,175
-13249.53125,176,78.0927,4537.24,3710.15,880000,77.277,176
-13476.01171875,177,81.9466,5094.76,4958.64,885000,78.0599,177
-13225.677734375,178,80.5667,5144.83,4743.41,890000,71.9912,178
-13859.7275390625,179,90.8974,5529.75,4574.32,895000,80.5146,179
-14346.5068359375,180,82.1712,5034.15,4780.38,900000,77.5383,180
-14343.2041015625,181,82.5113,5393.82,3870.83,905000,79.2271,181
-14646.6708984375,182,79.4895,5554.65,5220.51,910000,77.4373,182
-14378.818359375,183,75.3693,5361.02,4727.07,915000,70.693,183
-15007.8662109375,184,84.4284,4968.59,4584.73,920000,79.5917,184
-15074.7392578125,185,80.9418,5302.0,3880.98,925000,78.0591,185
-15393.4228515625,186,79.9322,4628.18,4836.65,930000,75.3093,186
-15704.9609375,187,81.3906,5025.99,3993.84,935000,77.2879,187
-15115.3603515625,188,71.6342,5644.23,4728.13,940000,69.2488,188
-15409.98828125,189,75.2195,5164.45,4184.17,945000,72.6335,189
-16249.978515625,190,85.2802,5410.76,4601.72,950000,79.1207,190
-15835.2607421875,191,75.7736,4971.95,4784.01,955000,71.7426,191
-16570.328125,192,87.6654,5174.67,4399.1,960000,80.726,192
-16936.40234375,193,78.7686,5180.24,4297.37,965000,78.3656,193
-17230.88671875,194,82.7826,5216.54,4534.05,970000,78.5552,194
-17194.857421875,195,79.2836,5522.62,5041.02,975000,77.7577,195
-17978.12109375,196,85.0564,4473.54,5321.37,980000,80.4246,196
-18047.73046875,197,80.1133,5593.07,5111.13,985000,79.0956,197
-18398.201171875,198,88.533,5085.89,4864.31,990000,82.3551,198
-18809.66015625,199,77.9345,5346.47,4612.8,995000,78.9288,199
-17634.833984375,200,67.8002,5410.0,4861.3,1000000,68.9333,200
-18287.916015625,201,72.7011,5622.7,4825.58,1005000,70.7523,201
-19364.4296875,202,82.9695,5271.67,5157.36,1010000,79.7865,202
-19385.3359375,203,78.9818,5847.85,4895.27,1015000,75.4787,203
-19784.25,204,84.5452,5559.4,5471.83,1020000,81.1714,204
-20047.119140625,205,77.1503,5169.43,5079.07,1025000,74.2255,205
-20359.7734375,206,85.187,5372.04,5034.11,1030000,78.1605,206
-20385.65625,207,82.7779,5494.08,5034.44,1035000,78.544,207
-20803.244140625,208,83.1802,5283.1,4897.43,1040000,79.4903,208
-20292.00390625,209,76.2247,4486.81,3649.93,1045000,73.297,209
-21539.025390625,210,82.185,5360.6,4823.2,1050000,79.9323,210
-21852.20703125,211,85.5628,4953.82,4674.64,1055000,81.5764,211
-21441.736328125,212,72.0676,5586.66,4118.42,1060000,71.7927,212
-22381.63671875,213,82.8446,5191.56,4594.82,1065000,81.0665,213
-22482.228515625,214,86.0379,5204.04,4842.58,1070000,80.3309,214
-22586.423828125,215,80.8155,5484.47,3257.05,1075000,79.0949,215
-23134.474609375,216,82.0414,5758.46,5321.17,1080000,79.1239,216
-23342.119140625,217,77.9228,5374.14,4784.58,1085000,78.6711,217
-23918.5390625,218,85.4889,5503.18,4604.4,1090000,80.2905,218
-23946.94921875,219,82.1639,5090.56,4152.22,1095000,79.1091,219
-24141.591796875,220,82.1846,4976.75,4926.79,1100000,78.291,220
-24319.349609375,221,86.9685,5349.23,4607.5,1105000,78.8691,221
-24816.982421875,222,88.7326,4456.55,5005.47,1110000,81.5033,222
-25108.494140625,223,83.2741,5048.82,5293.03,1115000,80.584,223
-25512.390625,224,86.3845,5370.4,4747.1,1120000,81.4324,224
-25896.994140625,225,80.036,5493.92,4578.82,1125000,79.9406,225
-26101.353515625,226,81.4147,5227.35,4580.6,1130000,79.4433,226
-26481.568359375,227,87.3558,4683.35,4882.77,1135000,82.4902,227
-26690.986328125,228,89.8373,5676.29,5248.5,1140000,81.3254,228
-25788.939453125,229,80.1441,5514.79,4830.96,1145000,72.0693,229
-27213.794921875,230,82.6784,5562.91,5266.71,1150000,81.1621,230
-27412.744140625,231,85.8732,5130.19,5164.11,1155000,80.4907,231
-27575.498046875,232,87.3777,5332.02,4799.29,1160000,82.6354,232
-27774.599609375,233,79.904,5410.28,4924.84,1165000,78.2971,233
-28585.283203125,234,86.1464,5204.88,5069.8,1170000,81.3571,234
-28801.755859375,235,86.0075,5153.61,4811.15,1175000,81.5313,235
-28703.27734375,236,89.0968,5086.83,4875.43,1180000,82.4381,236
-29222.07421875,237,78.8983,5611.62,4127.15,1185000,79.7732,237
-29525.880859375,238,85.4462,5800.77,5424.76,1190000,82.0514,238
-29556.185546875,239,86.5145,5439.39,5104.97,1195000,80.2054,239
-28289.310546875,240,78.7276,5308.67,4907.39,1200000,72.3782,240
-30619.22265625,241,84.4666,5765.41,5030.1,1205000,80.4571,241
-29088.37890625,242,71.9727,5550.8,5141.85,1210000,73.4229,242
-31241.046875,243,81.3229,5775.91,5580.25,1215000,80.3018,243
-29991.283203125,244,79.4872,5560.93,5196.89,1220000,72.8905,244
-30836.021484375,245,78.8097,5313.47,5161.74,1225000,74.8602,245
-28994.171875,246,72.6341,5436.48,4836.75,1230000,71.1755,246
-31363.4140625,247,82.4075,5136.86,4659.07,1235000,77.3954,247
-32611.623046875,248,85.8275,5587.1,4828.58,1240000,80.3997,248
-33096.25390625,249,89.7238,5353.96,5418.31,1245000,79.6954,249
-32942.89453125,250,88.054,5272.8,5105.27,1250000,79.681,250
-33601.828125,251,89.3179,5014.65,4931.78,1255000,82.257,251
-33239.94140625,252,87.3438,5281.62,4659.83,1260000,81.8703,252
-33830.64453125,253,87.0799,5764.01,5335.44,1265000,81.0455,253
-34201.78515625,254,87.1691,4441.52,4409.27,1270000,81.0177,254
-34380.765625,255,80.5086,5276.32,4413.93,1275000,78.8979,255
-33243.0625,256,73.2178,5886.44,5208.47,1280000,73.5877,256
-35393.484375,257,85.9557,5749.59,5230.04,1285000,82.0528,257
-34954.3046875,258,79.2911,5484.49,4838.95,1290000,79.899,258
-35812.43359375,259,85.1761,5652.31,5290.68,1295000,79.1497,259
-35629.1875,260,81.6915,5848.15,5239.82,1300000,79.3692,260
-35850.67578125,261,83.8956,5850.04,4785.15,1305000,80.1922,261
-36660.890625,262,81.0416,5879.78,5179.08,1310000,78.5296,262
-35372.453125,263,73.2716,5521.7,5600.29,1315000,73.573,263
-37144.4140625,264,85.4745,5885.88,5036.44,1320000,79.3178,264
-37758.09375,265,83.2311,5706.24,4913.22,1325000,80.6945,265
-37366.78125,266,85.5959,5484.52,4458.82,1330000,80.9156,266
-38260.85546875,267,83.4267,5613.31,5552.76,1335000,79.885,267
-37878.921875,268,81.8876,5569.28,5344.79,1340000,79.6886,268
-38560.109375,269,83.5546,4666.3,4664.37,1345000,80.1921,269
-38745.8828125,270,82.5325,5870.3,5122.61,1350000,79.1509,270
-39258.32421875,271,81.6392,5963.14,4918.57,1355000,78.1943,271
-39513.125,272,85.6778,5577.42,4871.34,1360000,81.7302,272
-39710.671875,273,81.7659,5604.89,5394.97,1365000,78.7724,273
-39379.1640625,274,83.015,5896.42,5209.4,1370000,80.5286,274
-40289.6328125,275,84.2961,5324.53,5187.68,1375000,80.3725,275
-40572.40625,276,85.0165,5328.89,4820.79,1380000,80.1697,276
-40667.55859375,277,80.7108,5745.51,4673.39,1385000,80.1161,277
-40509.51171875,278,85.3493,5889.5,4893.18,1390000,81.3392,278
-41197.06640625,279,83.5916,5938.07,5692.66,1395000,78.9498,279
-41606.64453125,280,83.7252,5939.11,4866.01,1400000,80.1635,280
-41049.21484375,281,82.7579,5796.16,5292.9,1405000,77.7201,281
-41176.046875,282,80.9204,5450.39,4932.62,1410000,78.9332,282
-39393.7578125,283,72.2934,5670.35,4875.96,1415000,71.1617,283
-40006.09375,284,73.649,5881.99,4900.85,1420000,71.7499,284
-42592.82421875,285,83.1917,5425.88,5356.93,1425000,78.986,285
-39750.37890625,286,69.8549,4970.72,5141.1,1430000,71.7454,286
-42652.546875,287,79.2332,5302.42,4785.28,1435000,77.8091,287
-43588.21484375,288,81.3691,5610.34,4995.19,1440000,77.6266,288
-44144.87109375,289,84.0007,4984.93,5158.38,1445000,79.5214,289
-43934.83203125,290,81.2333,5438.88,4642.18,1450000,79.7812,290
-44690.91015625,291,80.7063,5459.54,4663.53,1455000,78.8115,291
-40773.5625,292,72.1256,5657.0,5298.97,1460000,70.9046,292
-44779.828125,293,81.6661,5403.74,5000.07,1465000,78.7638,293
-44292.171875,294,80.4236,5347.71,5618.77,1470000,75.1414,294
-44456.00390625,295,82.5736,5509.83,4080.19,1475000,79.2266,295
-45074.0546875,296,81.0557,4893.11,5547.51,1480000,78.8905,296
-45778.4140625,297,82.2553,5892.83,5384.54,1485000,77.5585,297
-42452.6796875,298,69.1905,4807.9,4749.95,1490000,70.8886,298
-46730.40234375,299,83.1542,5874.58,5062.32,1495000,77.2902,299
-46352.5390625,300,81.8944,5835.26,4929.34,1500000,78.9338,300
-46804.8671875,301,82.1383,5880.82,5346.82,1505000,76.8459,301
-47570.4765625,302,86.1698,5555.64,5221.58,1510000,80.3296,302
-47285.37109375,303,76.5098,5868.77,4824.62,1515000,76.6696,303
-44472.234375,304,72.3816,5144.34,5300.25,1520000,71.2241,304
-46609.6796875,305,76.2709,5570.31,4633.92,1525000,76.1645,305
-47568.125,306,76.1581,5622.74,5668.25,1530000,76.9759,306
-48728.40234375,307,78.5177,5649.31,4968.11,1535000,77.6725,307
-48933.62890625,308,79.3274,5899.67,5085.47,1540000,78.7295,308
-48291.96484375,309,77.3984,5476.69,4489.05,1545000,77.9668,309
-48751.29296875,310,79.878,5003.44,4879.96,1550000,75.4708,310
-47122.59765625,311,72.0912,5351.55,5167.93,1555000,71.2,311
-50084.984375,312,80.6315,5497.57,5142.89,1560000,78.2252,312
-49430.75390625,313,77.3711,5672.53,5107.64,1565000,79.5392,313
-50579.57421875,314,81.7107,5659.64,5422.15,1570000,79.5218,314
-49911.5078125,315,75.9584,5370.03,5379.2,1575000,78.4061,315
-47901.546875,316,72.0632,5746.52,4679.46,1580000,73.2103,316
-51521.54296875,317,79.5051,5579.92,4990.13,1585000,78.2824,317
-45926.46875,318,64.4323,5478.18,4544.35,1590000,69.4936,318
-52159.01171875,319,80.3171,5339.22,4866.04,1595000,77.9165,319
-51757.6796875,320,79.1063,5642.51,4767.48,1600000,79.2754,320
-52265.81640625,321,80.6019,5411.79,4891.03,1605000,77.4771,321
-48677.19921875,322,70.899,5523.52,5111.86,1610000,70.4317,322
-53326.140625,323,76.2379,5634.18,5010.52,1615000,77.9773,323
-53254.01171875,324,78.764,5681.24,4955.71,1620000,76.5615,324
-53110.828125,325,77.9078,5500.64,4893.99,1625000,77.7078,325
-53403.578125,326,71.8276,5283.42,5086.48,1630000,75.6047,326
-50970.7421875,327,69.7082,5718.04,4833.7,1635000,71.8938,327
-50092.9140625,328,66.9366,5240.59,4789.03,1640000,71.0428,328
-52327.6875,329,73.7553,4812.59,4668.72,1645000,74.5881,329
-51421.84375,330,70.1061,4640.99,4310.41,1650000,71.6124,330
-55108.03125,331,73.3154,5322.69,4233.78,1655000,75.4453,331
-55648.296875,332,73.8872,5944.74,4599.37,1660000,77.9909,332
-56116.94140625,333,77.2125,5379.09,4288.86,1665000,77.4698,333
-53622.55078125,334,69.5445,5673.08,5351.66,1670000,70.8757,334
-56970.76171875,335,74.5904,5038.41,4371.68,1675000,77.2182,335
-56700.19140625,336,77.1317,5889.97,4957.97,1680000,78.1539,336
-48981.7734375,337,62.2168,5584.13,5058.33,1685000,68.8261,337
-57597.01953125,338,80.4055,4784.14,4117.75,1690000,78.8855,338
-52187.578125,339,66.0277,5329.75,4859.6,1695000,69.42,339
-57809.68359375,340,76.0487,5456.36,3918.86,1700000,77.3767,340
-59407.14453125,341,77.3321,5381.46,4987.26,1705000,79.9241,341
-59331.61328125,342,78.8383,5782.75,4884.58,1710000,77.3183,342
-55962.53515625,343,73.4005,5557.15,4525.11,1715000,73.0149,343
-58630.5234375,344,79.9401,5031.29,4296.23,1720000,79.2079,344
-59088.99609375,345,80.7816,5694.91,4935.68,1725000,79.3706,345
-59568.3828125,346,76.6737,5809.74,5102.6,1730000,77.8326,346
-46274.1328125,347,55.5148,5329.67,4395.86,1735000,66.3335,347
-60185.19921875,348,78.5266,5411.88,5001.79,1740000,77.2997,348
-61564.22265625,349,80.272,5176.1,4889.53,1745000,79.1186,349
-60477.66015625,350,77.4759,5661.68,4309.75,1750000,77.6297,350
-57160.6484375,351,72.2707,5048.59,4859.45,1755000,71.749,351
-61023.55078125,352,74.5936,5077.45,5133.13,1760000,77.0676,352
-58667.7578125,353,74.4301,5084.1,4160.85,1765000,74.1365,353
-62420.203125,354,79.9524,5512.0,4327.03,1770000,78.6766,354
-58622.0,355,74.5426,4926.0,4412.17,1775000,71.7609,355
-61903.2109375,356,79.4463,5351.66,4540.17,1780000,79.5729,356
-58103.65625,357,71.3076,5471.16,5341.0,1785000,71.2902,357
-54925.73828125,358,61.8899,5612.66,4712.94,1790000,69.1807,358
-63604.53515625,359,81.0353,5857.32,4933.26,1795000,79.592,359
-63615.3984375,360,79.6325,5568.34,4280.32,1800000,79.5273,360
-63509.8046875,361,80.4465,5072.79,4880.68,1805000,77.9546,361
-58387.05859375,362,67.8923,5309.16,4481.28,1810000,70.3457,362
-60564.40625,363,72.6364,5748.07,4674.67,1815000,71.1148,363
-64546.04296875,364,78.519,5728.31,5166.96,1820000,77.3101,364
-64741.62109375,365,76.7241,5460.54,4746.05,1825000,77.1962,365
-61412.2421875,366,73.9943,5080.15,3995.77,1830000,73.2415,366
-57947.69140625,367,67.2926,5169.39,5166.99,1835000,69.1337,367
-64789.2890625,368,76.7354,4733.71,4814.34,1840000,77.5452,368
-64489.0859375,369,79.6887,5588.31,4107.22,1845000,75.385,369
-65765.7734375,370,79.7911,5645.48,5072.17,1850000,78.5465,370
-65163.79296875,371,76.8685,4653.97,4518.15,1855000,77.2771,371
-60364.30859375,372,71.244,5624.07,4387.4,1860000,70.4478,372
-65793.8984375,373,81.8547,4650.95,4441.06,1865000,79.3394,373
-66268.6953125,374,81.7592,5579.04,4061.0,1870000,79.7895,374
-66402.9921875,375,77.5329,4983.99,4151.71,1875000,77.7662,375
-66735.046875,376,80.6577,5658.07,5145.92,1880000,78.7215,376
-62970.80078125,377,74.8508,5320.36,5229.91,1885000,73.2676,377
-66557.3125,378,82.2684,5505.16,5048.26,1890000,81.1167,378
-63068.19140625,379,77.0188,5611.77,5338.23,1895000,72.9465,379
-66939.0078125,380,80.1452,5203.66,4385.26,1900000,78.906,380
-67944.953125,381,84.9287,4859.13,4310.27,1905000,81.3384,381
-67365.34375,382,83.3191,4709.46,4443.78,1910000,80.952,382
-67531.7890625,383,80.7488,4929.7,3264.08,1915000,80.7605,383
-64361.515625,384,76.0539,5624.61,4387.18,1920000,74.2825,384
-67765.765625,385,84.0348,4923.05,4611.77,1925000,80.001,385
-68379.171875,386,85.0693,5210.98,4601.91,1930000,81.8678,386
-68247.0703125,387,84.4497,5041.22,4257.94,1935000,81.1223,387
-68116.234375,388,81.1571,5653.23,4367.57,1940000,78.4579,388
-68295.625,389,79.8418,5330.98,3743.45,1945000,79.5834,389
-68097.34375,390,83.4261,5879.86,4172.05,1950000,79.7182,390
