Running Reverse KL,Real Det Return,Running Forward KL,Running Env Steps,Running Update Time,Real Sto Return,Itration,Reward Loss
20.5209,1090.75,46.6261,165000,33,1002.47,33,-421.59332275390625
27.1494,1538.56,46.2896,170000,34,1306.1,34,-420.38525390625
14.6615,1127.84,46.8757,175000,35,1227.73,35,-455.4963073730469
16.0327,1153.6,46.8379,180000,36,1161.86,36,-474.3637390136719
18.0821,1338.67,47.2988,185000,37,1158.68,37,-509.7165222167969
15.6347,1183.54,46.9571,190000,38,1185.71,38,-491.0852966308594
15.7751,840.55,47.0176,195000,39,1078.13,39,-542.6719360351562
15.0266,1117.11,46.3106,200000,40,1088.81,40,-480.12213134765625
15.2865,1246.28,46.3821,205000,41,1094.58,41,-516.7020874023438
14.3486,1032.16,45.5987,210000,42,1659.37,42,-499.5893859863281
19.0626,1073.15,46.4852,215000,43,1455.73,43,-587.6214599609375
16.2882,1051.28,46.2178,220000,44,1046.82,44,-574.77783203125
13.7014,923.71,45.9626,225000,45,1243.84,45,-485.3113708496094
12.3728,1393.27,45.202,230000,46,1463.94,46,-493.2414855957031
12.9787,1564.4,45.8114,235000,47,1625.85,47,-552.5628051757812
14.0584,1858.43,45.6848,240000,48,1338.47,48,-532.88232421875
15.3938,1312.63,46.1431,245000,49,1391.48,49,-563.5905151367188
16.942,2222.16,44.9588,250000,50,2730.49,50,-470.659423828125
16.9861,2092.85,45.7079,255000,51,1722.98,51,-474.7207946777344
13.984,2811.38,44.6405,260000,52,2203.89,52,-463.8941955566406
16.1096,2754.04,44.8596,265000,53,2667.16,53,-424.7000732421875
15.2709,2317.82,44.8339,270000,54,2614.41,54,-453.25946044921875
20.03,1401.62,45.1885,275000,55,1349.68,55,-504.97247314453125
14.0671,2298.65,44.5725,280000,56,2002.84,56,-508.73291015625
16.3747,3253.73,43.7135,285000,57,3124.24,57,-427.9161682128906
16.4348,2880.56,44.4598,290000,58,2731.73,58,-525.2933349609375
15.9827,3240.56,44.1223,295000,59,2569.27,59,-502.578369140625
15.5643,2931.1,44.6823,300000,60,2252.49,60,-565.7972412109375
15.9524,2667.47,43.665,305000,61,2466.01,61,-506.51837158203125
16.3834,3888.46,44.5612,310000,62,3021.42,62,-486.4886169433594
15.813,3389.45,43.9157,315000,63,2170.07,63,-540.5870971679688
17.7548,2902.19,43.7018,320000,64,2672.73,64,-520.97509765625
16.1374,3064.63,43.6098,325000,65,3051.18,65,-531.919677734375
17.3004,3774.66,44.0501,330000,66,3483.96,66,-489.116455078125
16.8556,3752.39,43.565,335000,67,3635.92,67,-487.64508056640625
16.1145,3777.65,43.2115,340000,68,2740.82,68,-568.6278686523438
19.493,3831.51,43.1974,345000,69,3435.87,69,-480.1249694824219
18.0732,3780.39,43.9113,350000,70,3498.36,70,-526.0299682617188
18.6068,3837.36,43.5413,355000,71,3533.43,71,-475.3418273925781
19.3138,3858.48,43.6644,360000,72,3747.82,72,-495.4576416015625
18.4699,3763.75,43.4969,365000,73,3052.58,73,-560.5416870117188
18.4747,3828.5,43.5649,370000,74,3427.08,74,-547.11328125
17.8799,4053.13,42.932,375000,75,3753.0,75,-537.9248657226562
18.8235,3820.26,43.6086,380000,76,3780.77,76,-543.6505126953125
16.9413,3859.09,42.6645,385000,77,3404.19,77,-544.0305786132812
16.6636,3868.54,43.292,390000,78,3881.54,78,-591.9195556640625
16.7786,3944.62,42.9522,395000,79,3782.14,79,-580.0770874023438
17.2322,4005.42,43.5472,400000,80,3957.81,80,-623.7327270507812
18.2167,3903.6,43.7802,405000,81,3801.55,81,-592.4488525390625
19.543,4069.13,43.9742,410000,82,3887.92,82,-575.004638671875
18.3248,4085.08,42.4938,415000,83,3790.42,83,-562.5384521484375
17.9995,3787.0,43.6703,420000,84,3870.43,84,-645.4434204101562
18.5981,3889.31,43.4202,425000,85,3945.16,85,-593.4994506835938
19.6924,3831.87,44.3092,430000,86,3896.34,86,-680.5208740234375
19.0478,4002.21,43.5501,435000,87,3695.98,87,-609.2288208007812
19.3999,4060.45,43.5967,440000,88,3866.26,88,-632.4490356445312
17.382,3832.84,44.1018,445000,89,3624.43,89,-732.0017700195312
17.9654,3864.63,43.8242,450000,90,3562.03,90,-688.0997314453125
16.4481,3568.57,43.4687,455000,91,3764.43,91,-749.69482421875
17.0021,3974.73,43.7631,460000,92,3471.31,92,-788.261962890625
17.5871,3842.73,43.7516,465000,93,3724.32,93,-748.0615234375
16.8936,3967.11,43.301,470000,94,3870.24,94,-753.35888671875
19.1142,4013.66,44.2112,475000,95,3881.1,95,-738.0248413085938
19.5091,4043.98,43.7568,480000,96,3931.53,96,-745.0740966796875
18.8607,4067.01,43.5598,485000,97,3795.56,97,-763.6683959960938
18.6876,3966.93,43.6125,490000,98,3902.63,98,-754.5368041992188
19.6686,4021.42,43.4358,495000,99,3947.99,99,-752.4219970703125
18.9668,3996.21,43.7836,500000,100,3924.14,100,-750.1477661132812
19.6384,3846.37,43.7022,505000,101,3816.89,101,-767.46337890625
19.4461,4093.89,43.3851,510000,102,4038.28,102,-782.7846069335938
18.8056,3941.97,43.8076,515000,103,3842.17,103,-809.5770263671875
18.9092,3952.1,43.4344,520000,104,3864.68,104,-814.9674072265625
20.2748,4037.23,43.615,525000,105,3944.31,105,-799.0460205078125
19.0692,3802.49,43.726,530000,106,3813.97,106,-841.2568359375
18.7003,4160.0,43.0992,535000,107,4117.17,107,-816.2479248046875
19.0987,3984.46,43.5656,540000,108,3935.29,108,-857.2649536132812
19.2433,4011.57,43.2915,545000,109,3953.89,109,-830.6453857421875
18.8912,4022.71,44.1966,550000,110,4011.27,110,-862.790771484375
18.4653,3870.76,43.8725,555000,111,3875.27,111,-871.933349609375
19.3998,3847.06,43.1894,560000,112,3820.82,112,-895.0577392578125
17.681,3955.38,43.8594,565000,113,3902.08,113,-928.6483764648438
18.7776,3921.17,43.6954,570000,114,3805.7,114,-931.7086791992188
17.6429,3889.66,43.552,575000,115,3914.31,115,-920.7069702148438
19.0693,4023.74,43.4707,580000,116,3969.35,116,-909.9205322265625
19.2422,3895.07,43.5227,585000,117,3946.53,117,-921.1951293945312
18.3962,3961.03,43.9238,590000,118,3879.42,118,-946.7476806640625
19.7541,4046.94,43.6016,595000,119,3838.87,119,-973.4713134765625
19.47,3903.96,43.6529,600000,120,3937.05,120,-957.8975830078125
19.9846,3887.98,43.6711,605000,121,3803.49,121,-999.6603393554688
19.2301,4070.0,43.2487,610000,122,4045.72,122,-991.5335083007812
19.2268,4112.97,43.6478,615000,123,4041.59,123,-967.8272094726562
19.3263,3962.47,43.5939,620000,124,4017.76,124,-1010.604248046875
19.3904,4208.47,44.0395,625000,125,4115.48,125,-1036.600341796875
18.9827,4030.19,43.5815,630000,126,3945.78,126,-1031.4129638671875
19.2826,4226.99,43.3995,635000,127,4062.93,127,-1063.1251220703125
17.5057,4026.31,43.6475,640000,128,3659.52,128,-1060.0311279296875
19.9556,4094.86,44.1323,645000,129,4005.89,129,-1054.8905029296875
18.515,4110.43,43.4066,650000,130,3459.54,130,-1039.98974609375
19.5197,4036.15,43.8033,655000,131,3995.36,131,-1055.38037109375
19.3779,4010.67,43.0699,660000,132,3794.21,132,-1072.276123046875
19.4215,4056.34,43.6254,665000,133,4013.47,133,-1118.7264404296875
19.2757,4018.62,43.3143,670000,134,3989.04,134,-1066.446533203125
17.7799,4008.33,43.0954,675000,135,3936.16,135,-1080.771484375
19.7913,4056.41,43.7073,680000,136,3990.42,136,-1098.9654541015625
18.7077,4017.58,43.5405,685000,137,3853.23,137,-1075.122314453125
19.9185,4108.92,43.6511,690000,138,4106.78,138,-1164.1739501953125
19.0838,4201.46,43.5413,695000,139,4011.42,139,-1186.0645751953125
20.5697,4220.52,43.6626,700000,140,4130.99,140,-1157.3343505859375
19.3477,4196.36,43.3396,705000,141,4135.5,141,-1178.161865234375
19.4182,4132.68,43.6498,710000,142,4049.45,142,-1192.3458251953125
19.9909,4264.38,42.9585,715000,143,4162.61,143,-1133.9908447265625
18.1569,4268.73,43.8458,720000,144,4031.1,144,-1250.9735107421875
19.4392,4179.82,43.8236,725000,145,4127.88,145,-1184.799072265625
19.3158,4096.28,43.0991,730000,146,4032.51,146,-1155.9151611328125
20.1143,4126.78,44.0223,735000,147,3956.22,147,-1267.4207763671875
18.1271,4105.05,43.4192,740000,148,4002.58,148,-1234.3072509765625
20.1238,4126.25,43.3326,745000,149,4164.67,149,-1274.302734375
19.6246,4202.49,44.3438,750000,150,4090.93,150,-1288.142578125
20.2277,4044.34,43.6831,755000,151,4044.57,151,-1306.703857421875
19.1079,4146.27,43.8731,760000,152,4088.54,152,-1282.61669921875
19.7958,4079.29,43.743,765000,153,4141.92,153,-1293.232177734375
19.2643,4051.87,43.9082,770000,154,4005.86,154,-1341.8494873046875
19.2769,4047.68,43.276,775000,155,3984.11,155,-1317.9354248046875
19.367,4190.37,43.7386,780000,156,3949.18,156,-1316.273193359375
19.3046,4070.14,44.0446,785000,157,4070.57,157,-1380.6268310546875
19.1765,4106.93,43.3577,790000,158,4005.28,158,-1348.1351318359375
20.2755,4165.51,43.7538,795000,159,3948.25,159,-1363.1478271484375
19.2033,4021.28,44.1036,800000,160,4038.67,160,-1422.5689697265625
19.5938,4085.51,43.5699,805000,161,4098.47,161,-1376.1607666015625
20.6822,4091.11,44.3825,810000,162,4067.91,162,-1452.173095703125
20.3331,4203.4,43.2491,815000,163,4182.64,163,-1353.4539794921875
18.5062,4065.97,42.9722,820000,164,3951.38,164,-1427.263916015625
20.0245,4100.83,43.3481,825000,165,3821.17,165,-1441.4423828125
19.1378,4126.95,43.284,830000,166,4067.39,166,-1455.2823486328125
20.3899,4165.45,44.1133,835000,167,4120.2,167,-1464.37841796875
18.6644,4063.09,43.6133,840000,168,3915.19,168,-1461.4097900390625
19.3642,4200.8,43.3259,845000,169,4084.86,169,-1525.3292236328125
19.3043,4059.3,43.7513,850000,170,4027.92,170,-1445.881103515625
19.73,4114.44,44.5106,855000,171,4092.73,171,-1534.1341552734375
20.109,4085.72,43.4756,860000,172,4094.07,172,-1519.5908203125
20.1336,4214.99,43.3911,865000,173,4100.74,173,-1507.087646484375
19.9357,4116.05,43.3403,870000,174,4071.32,174,-1527.0794677734375
18.9199,4095.42,43.6588,875000,175,4052.37,175,-1547.9375
19.745,4231.46,43.5402,880000,176,4131.25,176,-1578.1209716796875
20.4425,4150.56,44.0281,885000,177,4174.84,177,-1660.253173828125
20.473,4108.59,44.1397,890000,178,4078.35,178,-1649.1700439453125
19.6492,4062.72,43.8202,895000,179,4065.83,179,-1622.4141845703125
19.4951,4113.4,43.8874,900000,180,4043.44,180,-1647.4263916015625
20.2422,4179.24,43.2008,905000,181,4035.89,181,-1635.6807861328125
19.7066,4077.29,43.438,910000,182,4075.49,182,-1659.37744140625
18.4283,4140.37,42.6134,915000,183,4057.36,183,-1677.040771484375
19.1054,4033.62,43.2411,920000,184,4068.1,184,-1672.551025390625
19.5616,4124.64,43.4174,925000,185,4070.65,185,-1719.7244873046875
17.7679,4076.41,42.7441,930000,186,4030.32,186,-1657.121826171875
19.0789,4079.56,42.7492,935000,187,4052.6,187,-1618.5023193359375
20.9464,4207.5,43.1255,940000,188,4028.15,188,-1763.14306640625
19.7946,4168.56,42.7974,945000,189,4138.26,189,-1730.997314453125
20.1983,4153.4,42.9379,950000,190,4089.59,190,-1830.3856201171875
18.8026,4053.08,43.5033,955000,191,4017.07,191,-1746.8216552734375
19.1685,4204.48,43.1361,960000,192,3988.9,192,-1751.7738037109375
18.6565,3930.88,42.8067,965000,193,4157.54,193,-1779.5699462890625
20.1063,4228.19,42.8325,970000,194,4161.86,194,-1828.9171142578125
18.8195,4080.71,43.1998,975000,195,4018.39,195,-1836.125732421875
20.0564,4222.74,42.6672,980000,196,4088.93,196,-1837.2777099609375
18.9189,4215.46,43.3847,985000,197,4100.76,197,-1890.7740478515625
20.1419,4129.77,44.0848,990000,198,4096.29,198,-1943.643798828125
19.7591,4187.58,42.7979,995000,199,4050.26,199,-1891.8232421875
19.0451,4061.69,43.2858,1000000,200,4035.9,200,-1858.0830078125
19.289,4086.03,42.2124,1005000,201,4110.06,201,-1859.5966796875
19.7375,4002.15,43.864,1010000,202,4048.51,202,-1908.7396240234375
19.1589,4106.53,42.8968,1015000,203,4119.85,203,-1908.0450439453125
19.2348,4126.74,43.0854,1020000,204,4112.11,204,-1937.2320556640625
20.1667,4084.41,43.78,1025000,205,4094.64,205,-1974.2293701171875
20.1344,4308.77,43.3648,1030000,206,4249.13,206,-1966.58935546875
20.0876,4015.92,43.721,1035000,207,4028.21,207,-1976.93603515625
18.8989,4090.23,42.6429,1040000,208,4034.88,208,-1955.2012939453125
18.7898,4037.37,43.1738,1045000,209,4075.38,209,-1994.585693359375
19.5392,4091.6,43.3378,1050000,210,4144.54,210,-1984.802490234375
19.8998,4124.1,43.747,1055000,211,4141.81,211,-2041.098388671875
19.9215,4016.03,43.8987,1060000,212,3980.56,212,-2026.3974609375
20.0546,4079.74,43.6511,1065000,213,4145.98,213,-2089.217041015625
20.848,4192.7,43.8039,1070000,214,4202.71,214,-2053.532958984375
20.6888,4140.05,43.6457,1075000,215,4134.8,215,-2090.77490234375
20.1951,4152.14,43.5028,1080000,216,4150.98,216,-2090.81005859375
20.0807,4213.26,42.8362,1085000,217,4180.58,217,-2119.19482421875
19.9176,4224.74,43.5348,1090000,218,4162.3,218,-2128.31591796875
19.7505,4063.65,43.7059,1095000,219,4075.49,219,-2160.90869140625
19.3729,4191.87,43.1324,1100000,220,4154.4,220,-2116.4638671875
20.1932,4160.68,43.6513,1105000,221,4128.68,221,-2164.634765625
20.0371,4167.98,44.0888,1110000,222,4102.01,222,-2218.897705078125
20.8092,4223.44,43.8554,1115000,223,4197.55,223,-2250.71728515625
19.2145,4124.87,43.4258,1120000,224,4064.99,224,-2238.2822265625
19.3522,4161.41,43.7275,1125000,225,4112.61,225,-2236.21826171875
20.167,4189.84,43.2386,1130000,226,4196.54,226,-2261.904296875
20.1247,4176.82,43.3848,1135000,227,4188.03,227,-2343.89892578125
19.7888,4158.53,43.3996,1140000,228,4151.29,228,-2335.61279296875
20.0825,4135.79,43.0856,1145000,229,4144.63,229,-2334.82421875
20.3675,4161.12,43.3431,1150000,230,4131.89,230,-2380.365966796875
19.2977,4131.49,43.1522,1155000,231,4094.55,231,-2319.150146484375
19.161,4153.63,43.5907,1160000,232,4135.81,232,-2387.99462890625
19.7813,4136.04,43.6809,1165000,233,4174.12,233,-2458.77587890625
20.1386,4267.0,43.6111,1170000,234,4196.99,234,-2444.578369140625
20.2478,4190.0,43.432,1175000,235,4146.21,235,-2440.55419921875
19.6702,4139.92,43.7983,1180000,236,4175.96,236,-2451.2568359375
19.5767,4225.64,42.9218,1185000,237,4182.16,237,-2515.2724609375
19.7514,4153.19,43.7022,1190000,238,4240.0,238,-2541.2607421875
19.1775,4169.28,43.2482,1195000,239,4148.81,239,-2511.203369140625
20.1515,4175.87,43.0308,1200000,240,4151.53,240,-2545.131103515625
19.4086,4136.09,43.2611,1205000,241,4123.21,241,-2506.908447265625
20.348,4074.88,43.6784,1210000,242,4125.13,242,-2572.083984375
19.1296,4127.72,43.2286,1215000,243,4115.88,243,-2597.054443359375
19.3218,4116.92,43.6598,1220000,244,4076.7,244,-2614.178466796875
19.4397,4154.88,42.8864,1225000,245,4151.27,245,-2603.28662109375
19.5843,4060.32,43.5362,1230000,246,4066.91,246,-2651.219482421875
20.0593,4166.72,43.4604,1235000,247,4139.27,247,-2728.763671875
19.3449,4138.38,42.8268,1240000,248,4160.4,248,-2668.16259765625
18.9705,4056.14,43.57,1245000,249,4105.95,249,-2675.433349609375
18.9106,4114.23,43.1518,1250000,250,4117.49,250,-2652.024658203125
18.894,4084.69,43.0069,1255000,251,4130.67,251,-2676.74658203125
18.6871,4093.94,42.9707,1260000,252,4106.79,252,-2747.29736328125
19.8728,4127.92,43.5473,1265000,253,4163.1,253,-2767.217041015625
18.4901,4110.13,43.5034,1270000,254,4167.23,254,-2769.673828125
18.6799,4168.32,43.4996,1275000,255,4122.48,255,-2797.49658203125
18.2488,4099.94,43.3214,1280000,256,4134.8,256,-2858.7265625
19.2168,4087.5,43.0552,1285000,257,4161.48,257,-2819.806396484375
19.2198,4160.04,42.828,1290000,258,4199.34,258,-2832.703125
19.3149,4274.37,43.3486,1295000,259,4174.65,259,-2750.900390625
18.7355,4080.7,43.2139,1300000,260,4155.44,260,-2804.32275390625
18.9667,4123.65,43.0965,1305000,261,3924.17,261,-2813.590087890625
19.1581,4173.69,42.7647,1310000,262,4205.86,262,-2797.12109375
19.1421,4202.26,43.4258,1315000,263,3990.4,263,-2963.089111328125
19.2657,4118.12,43.3789,1320000,264,4159.68,264,-2881.97900390625
19.3818,4212.96,43.0245,1325000,265,4176.92,265,-2908.865478515625
19.8173,4150.35,43.0615,1330000,266,4190.37,266,-2942.01220703125
19.2645,4131.82,42.6004,1335000,267,4089.01,267,-2919.478515625
19.4012,4147.13,42.8654,1340000,268,4201.54,268,-2956.467041015625
19.0429,4088.68,43.2029,1345000,269,3881.91,269,-3001.0927734375
18.6072,4169.86,43.179,1350000,270,4145.42,270,-3004.810546875
19.625,4158.87,43.4905,1355000,271,4154.17,271,-2949.5078125
18.6661,4131.54,42.7258,1360000,272,3759.54,272,-2955.362060546875
19.1504,4180.88,42.9327,1365000,273,4198.68,273,-3091.602783203125
19.1304,4160.32,43.0544,1370000,274,4184.21,274,-3041.809814453125
19.5829,4136.2,43.5486,1375000,275,3802.49,275,-3109.270263671875
19.2724,4123.13,42.8125,1380000,276,3992.85,276,-3124.19140625
19.0911,4111.12,42.9178,1385000,277,3964.8,277,-3118.045654296875
19.16,4114.03,43.3372,1390000,278,3922.27,278,-3192.962646484375
19.0826,4150.29,43.1164,1395000,279,4182.19,279,-3140.911865234375
18.2077,4063.51,42.3816,1400000,280,4112.11,280,-3133.28076171875
19.4767,4177.04,42.452,1405000,281,4183.47,281,-3165.14599609375
19.3702,4180.65,43.1746,1410000,282,4003.18,282,-3278.155029296875
19.5582,4262.56,42.9943,1415000,283,4245.88,283,-3236.8408203125
20.2062,4250.91,43.5454,1420000,284,4216.06,284,-3204.451416015625
19.3778,4189.42,43.2098,1425000,285,4212.35,285,-3202.064453125
20.4029,4193.49,43.748,1430000,286,4024.17,286,-3296.133056640625
20.1004,4264.41,43.4853,1435000,287,4244.09,287,-3229.69921875
19.8964,4195.79,43.4518,1440000,288,4223.13,288,-3373.73583984375
19.8452,4182.98,42.8544,1445000,289,4235.92,289,-3354.864013671875
19.9297,4250.76,43.6204,1450000,290,4296.93,290,-3395.9150390625
19.442,4190.21,43.8656,1455000,291,4190.44,291,-3375.8662109375
19.112,4181.7,43.2076,1460000,292,4230.77,292,-3383.375732421875
19.345,4230.79,42.5857,1465000,293,4219.84,293,-3420.8017578125
19.6837,4301.01,43.0816,1470000,294,4287.7,294,-3443.93310546875
19.2481,4261.6,43.2247,1475000,295,4263.96,295,-3461.06396484375
19.5571,4181.04,43.7205,1480000,296,4225.18,296,-3463.023193359375
19.7883,4201.04,43.2784,1485000,297,4296.44,297,-3458.379638671875
19.4604,4314.01,43.3134,1490000,298,4125.82,298,-3553.83251953125
20.1295,4219.79,43.3951,1495000,299,4278.34,299,-3520.742431640625
20.0904,4215.9,43.4281,1500000,300,4296.77,300,-3520.85693359375
19.0016,4138.2,43.5172,1505000,301,4236.51,301,-3600.505859375
20.4437,4313.22,43.7798,1510000,302,4282.55,302,-3689.6611328125
18.9015,4279.42,43.2735,1515000,303,3875.45,303,-3756.831787109375
19.3787,4134.33,43.7124,1520000,304,4286.33,304,-3693.9921875
18.7815,4169.83,43.516,1525000,305,4132.02,305,-3710.321044921875
19.2532,4282.43,43.0791,1530000,306,4293.98,306,-3741.778076171875
18.4829,4167.9,43.2568,1535000,307,4137.22,307,-3696.177490234375
19.8,4239.61,44.0867,1540000,308,4154.81,308,-3854.404296875
18.6624,4208.92,43.0435,1545000,309,4277.12,309,-3797.468994140625
18.5536,4201.06,42.8059,1550000,310,4250.56,310,-3739.534423828125
18.285,4232.76,43.0262,1555000,311,4162.7,311,-3754.056884765625
18.5458,4271.66,42.5161,1560000,312,4302.13,312,-3861.07080078125
20.4163,4242.58,43.5174,1565000,313,4281.31,313,-3837.699951171875
20.7278,4273.72,43.4078,1570000,314,4084.21,314,-3832.47705078125
19.1157,4150.37,43.1362,1575000,315,4199.8,315,-3728.025390625
18.1876,4164.28,42.8458,1580000,316,3964.73,316,-3804.23046875
50.4971,781.34,47.533,1585000,317,693.23,317,-3532.4677734375
43.5659,739.51,47.2856,1590000,318,854.83,318,-3491.252685546875
22.5554,3916.32,44.4087,1595000,319,3847.41,319,-3929.381103515625
21.7056,3973.89,42.4788,1600000,320,3815.54,320,-3504.86669921875
19.2086,3323.98,43.6661,1605000,321,3152.94,321,-3995.1865234375
16.1374,3513.27,43.6247,1610000,322,2526.9,322,-3896.232177734375
18.7602,2541.92,43.8871,1615000,323,2434.41,323,-4059.59521484375
20.2894,3806.32,44.5921,1620000,324,3347.76,324,-3915.556640625
20.5344,4195.22,44.0664,1625000,325,4153.36,325,-3845.89599609375
20.6816,4260.59,43.7665,1630000,326,4206.8,326,-3983.0205078125
20.6068,4227.81,43.6003,1635000,327,4251.05,327,-4072.377685546875
20.1331,4200.24,43.3368,1640000,328,4235.62,328,-4124.89111328125
19.9005,4157.7,43.3094,1645000,329,4210.35,329,-4137.24169921875
19.9362,3990.32,43.2493,1650000,330,4171.58,330,-4121.30224609375
19.3611,4159.57,43.4131,1655000,331,3501.92,331,-4187.333984375
16.4338,3880.32,44.7464,1660000,332,2047.25,332,-4306.86865234375
18.8457,4114.52,43.0067,1665000,333,4027.69,333,-4213.27978515625
19.0271,4213.53,42.7133,1670000,334,3947.22,334,-4241.9658203125
18.0872,4148.63,42.9388,1675000,335,4075.92,335,-4337.4296875
17.9536,4065.45,42.6966,1680000,336,3909.94,336,-4382.0302734375
18.158,4143.23,43.2937,1685000,337,3698.8,337,-4379.19384765625
18.6942,4105.17,43.1088,1690000,338,4041.94,338,-4301.6298828125
19.7392,4215.79,42.882,1695000,339,4224.52,339,-4325.724609375
18.643,4197.65,42.6485,1700000,340,4134.93,340,-4296.21435546875
18.9882,4232.97,42.6207,1705000,341,4247.6,341,-4337.92041015625
19.6034,4233.84,42.5216,1710000,342,4216.04,342,-4371.208984375
18.2573,4244.78,42.2194,1715000,343,4250.25,343,-4381.52734375
19.4424,4241.17,42.4452,1720000,344,4235.97,344,-4523.8779296875
18.1618,4231.05,42.0277,1725000,345,4130.19,345,-4421.8857421875
19.3076,4231.95,43.0461,1730000,346,4279.77,346,-4566.9921875
19.6794,4194.37,43.1232,1735000,347,4199.68,347,-4643.6337890625
18.5757,4222.37,42.3631,1740000,348,4214.53,348,-4602.75048828125
19.5549,4286.72,42.2469,1745000,349,4317.45,349,-4599.6796875
18.9709,4231.54,42.9583,1750000,350,4200.02,350,-4633.10302734375
18.9319,4237.06,42.6154,1755000,351,3993.96,351,-4638.18408203125
18.1546,4286.03,42.6274,1760000,352,4345.83,352,-4672.880859375
18.3235,4260.64,42.7543,1765000,353,4247.33,353,-4693.59130859375
19.3734,4242.68,42.907,1770000,354,4259.26,354,-4700.78955078125
18.8279,4307.59,42.6091,1775000,355,4216.33,355,-4791.47998046875
19.5422,4235.3,42.9143,1780000,356,4307.54,356,-4659.83984375
19.6354,4293.94,42.6833,1785000,357,4333.87,357,-4680.69384765625
18.9238,4314.79,43.3864,1790000,358,4337.21,358,-4784.38916015625
19.8294,4263.33,43.113,1795000,359,4298.01,359,-4952.01025390625
18.9201,4265.45,42.4493,1800000,360,4253.38,360,-4820.00634765625
18.8878,4217.8,42.477,1805000,361,4246.52,361,-4864.826171875
18.659,4264.35,42.4245,1810000,362,4240.68,362,-4868.44873046875
19.6689,4300.93,42.3379,1815000,363,4324.88,363,-4845.6630859375
19.3925,4287.08,42.811,1820000,364,4291.05,364,-4865.4599609375
19.7339,4352.45,42.7749,1825000,365,4205.45,365,-4923.4208984375
19.3896,4332.66,42.2429,1830000,366,4365.09,366,-4841.765625
20.4605,4305.24,43.1699,1835000,367,4306.31,367,-4927.66845703125
20.2988,4110.65,42.9761,1840000,368,4157.4,368,-5057.46923828125
26.8386,527.81,47.8435,1845000,369,571.26,369,-5171.3828125
37.814,285.52,48.8366,1850000,370,353.94,370,-4939.9931640625
67.3234,943.43,46.5441,1855000,371,981.18,371,-4888.76416015625
38.1615,1219.86,46.9471,1860000,372,979.81,372,-5176.12158203125
34.2512,812.32,48.4947,1865000,373,676.99,373,-5450.73681640625
37.2241,1525.18,45.8965,1870000,374,1318.72,374,-5231.1240234375
48.3437,1736.05,48.7851,1875000,375,1715.15,375,-5281.6875
19.444,3369.88,43.6519,1880000,376,3286.02,376,-5796.69873046875
40.0075,1722.67,46.8085,1885000,377,2084.25,377,-5350.037109375
34.5329,2143.84,46.2488,1890000,378,2485.09,378,-5511.9736328125
29.5981,3120.63,45.1531,1895000,379,2015.13,379,-5525.60546875
30.2042,2112.51,45.0955,1900000,380,2125.2,380,-5447.08056640625
32.5254,3037.62,45.0967,1905000,381,2572.0,381,-5542.109375
28.3049,2794.13,45.1991,1910000,382,2750.86,382,-5547.4931640625
25.2512,2816.65,43.1244,1915000,383,2970.15,383,-5301.27490234375
25.3157,4065.06,43.1999,1920000,384,3847.56,384,-5381.74072265625
