Real Sto Return,Itration,Reward Loss,Running Update Time,Running Reverse KL,Real Det Return,Running Env Steps,Running Forward KL
1049.19,48,-185.0308837890625,48,36.515,1044.33,240000,43.2983
207.66,49,-231.35072326660156,49,25.5192,204.6,245000,38.7101
989.13,50,-232.63644409179688,50,42.3719,990.09,250000,44.765
973.46,51,-246.42276000976562,51,49.6107,973.62,255000,41.9217
974.08,52,-260.4974060058594,52,49.1148,975.7,260000,45.0896
971.32,53,-253.5178985595703,53,61.9055,971.46,265000,42.3862
189.37,54,-208.5602569580078,54,59.2715,187.33,270000,38.5224
342.97,55,-228.0631103515625,55,40.436,342.36,275000,38.3155
1003.3,56,-248.5961151123047,56,34.3836,1003.91,280000,46.4633
990.82,57,-296.5456237792969,57,38.6092,993.65,285000,43.7627
974.3,58,-299.1963806152344,58,37.2596,975.85,290000,45.3581
986.05,59,-298.3997802734375,59,27.2726,985.1,295000,42.0024
1004.34,60,-325.51409912109375,60,40.5337,1004.57,300000,44.9814
1009.33,61,-332.1785583496094,61,44.3617,1009.89,305000,42.9093
362.86,62,-277.4436340332031,62,17.5844,197.07,310000,37.9466
1039.31,63,-350.37127685546875,63,47.3217,993.2,315000,41.9116
89.86,64,-353.4772033691406,64,39.9402,90.23,320000,41.3719
99.64,65,-372.1957702636719,65,61.9344,96.92,325000,37.7025
228.26,66,-345.6437072753906,66,37.8812,227.81,330000,38.992
191.7,67,-256.8417053222656,67,37.751,187.89,335000,32.6301
1023.63,68,-387.66790771484375,68,33.2852,1025.21,340000,42.6091
979.56,69,-395.5304870605469,69,34.2824,980.94,345000,43.9625
969.65,70,-430.904296875,70,49.6817,970.42,350000,44.8917
985.78,71,-419.6160583496094,71,34.1442,971.24,355000,44.012
992.2,72,-439.7073974609375,72,42.923,992.64,360000,43.789
1011.74,73,-442.95977783203125,73,39.2996,1011.69,365000,44.6379
456.87,74,-413.4603271484375,74,38.8022,441.67,370000,40.6942
291.58,75,-416.778076171875,75,47.1688,293.68,375000,39.5414
189.61,76,-365.9237060546875,76,20.2445,201.07,380000,38.0604
997.74,77,-468.9972839355469,77,38.842,998.02,385000,46.297
1029.63,78,-503.1580810546875,78,52.84,1029.72,390000,43.2351
181.46,79,-499.4761962890625,79,40.0248,207.91,395000,42.6522
1039.07,80,-479.1600646972656,80,38.6828,1040.09,400000,44.0118
1024.27,81,-519.8888549804688,81,43.1157,1023.55,405000,45.8917
1011.49,82,-526.298583984375,82,41.4757,1011.64,410000,45.8525
1022.34,83,-502.78436279296875,83,32.705,1021.68,415000,41.427
857.12,84,-528.50830078125,84,32.5425,1010.64,420000,38.7957
1039.87,85,-525.9822998046875,85,37.975,1040.39,425000,43.2096
86.98,86,-506.47271728515625,86,24.7619,86.57,430000,38.5819
1027.01,87,-565.02001953125,87,49.7095,1027.28,435000,44.0403
181.27,88,-442.30401611328125,88,22.2324,98.51,440000,36.8428
245.41,89,-507.0845031738281,89,20.2126,258.33,445000,37.6469
302.76,90,-602.1658935546875,90,43.4685,302.94,450000,37.6463
275.5,91,-630.9989013671875,91,172.1213,283.17,455000,37.6611
265.89,92,-573.03955078125,92,29.5217,264.75,460000,37.6192
274.12,93,-552.0339965820312,93,119.0541,281.45,465000,35.2793
1013.04,94,-611.3209228515625,94,40.513,1013.83,470000,43.6768
971.86,95,-660.1654052734375,95,50.9268,972.31,475000,44.5045
236.89,96,-688.1778564453125,96,52.2811,246.76,480000,44.9413
997.25,97,-636.088623046875,97,31.7054,1000.11,485000,44.3055
978.11,98,-657.3773193359375,98,35.8954,978.79,490000,43.8035
922.18,99,-659.5951538085938,99,46.3725,1009.13,495000,40.3585
185.71,100,-658.5943603515625,100,54.8402,185.03,500000,37.6742
1028.55,101,-665.4576416015625,101,34.6777,1028.89,505000,46.6233
565.2,102,-672.02099609375,102,35.4528,584.57,510000,40.8248
1017.19,103,-710.0894775390625,103,41.6405,1016.53,515000,43.8924
1016.86,104,-692.9210815429688,104,34.0383,1017.22,520000,43.9718
1019.03,105,-708.3826293945312,105,40.2039,1018.66,525000,45.6703
372.51,106,-591.5172119140625,106,17.4202,382.7,530000,37.2713
1007.6,107,-738.5796508789062,107,34.0625,1006.37,535000,42.9501
1029.73,108,-720.0964965820312,108,32.1383,1027.9,540000,43.4977
28.79,109,-647.5092163085938,109,74.3483,29.02,545000,39.1993
217.49,110,-599.3468627929688,110,17.3777,217.26,550000,35.5158
392.4,111,-468.2872314453125,111,15.7449,477.05,555000,35.0106
1009.11,112,-807.4833984375,112,45.7419,1009.28,560000,45.434
974.85,113,-833.0750122070312,113,50.9142,975.54,565000,44.9931
990.5,114,-804.9616088867188,114,36.0857,991.53,570000,44.8771
992.31,115,-814.1780395507812,115,40.7136,992.68,575000,44.7362
1039.06,116,-773.5303344726562,116,24.8294,1037.49,580000,40.4209
1030.06,117,-812.900146484375,117,31.6262,1030.14,585000,42.1676
1033.6,118,-809.2077026367188,118,37.1,1033.46,590000,40.332
220.38,119,-761.3870239257812,119,62.6817,222.11,595000,38.5239
442.71,120,-726.3828735351562,120,93.6093,1051.22,600000,36.7079
1002.82,121,-879.3974609375,121,30.1588,1000.91,605000,45.2808
68.95,122,-778.488525390625,122,163.573,72.83,610000,39.7417
3.7,123,-949.0933837890625,123,45.9646,3.69,615000,43.2435
46.35,124,-894.9888916015625,124,35.906,93.87,620000,41.6625
874.8,125,-893.07666015625,125,27.6348,770.56,625000,41.0693
995.07,126,-960.1045532226562,126,51.1659,994.84,630000,44.8778
1034.48,127,-915.4913940429688,127,37.2559,1020.46,635000,42.4595
1036.65,128,-987.5778198242188,128,41.1368,1041.42,640000,43.5338
1041.62,129,-1024.105224609375,129,46.4518,1041.58,645000,42.8426
1048.21,130,-939.6371459960938,130,26.157,1047.81,650000,42.4721
256.76,131,-959.4188842773438,131,62.4832,267.26,655000,39.665
143.17,132,-1005.542724609375,132,197.2483,143.58,660000,39.5456
1043.3,133,-963.6941528320312,133,31.5053,1041.92,665000,40.5273
1017.91,134,-997.0206298828125,134,33.3526,1018.99,670000,43.405
1026.84,135,-999.3705444335938,135,32.7097,1027.87,675000,43.4973
296.39,136,-1064.5615234375,136,54.5569,291.24,680000,37.5817
298.5,137,-911.7886962890625,137,24.3695,296.7,685000,36.6803
329.1,138,-940.55126953125,138,19.9412,278.91,690000,40.9533
706.43,139,-1108.0340576171875,139,46.469,555.68,695000,43.5214
100.52,140,-1027.691162109375,140,67.5716,100.16,700000,39.1967
259.18,141,-988.78955078125,141,27.7064,263.09,705000,38.4472
977.77,142,-1128.094482421875,142,45.463,976.25,710000,45.4447
974.6,143,-1131.4637451171875,143,46.8853,975.0,715000,43.5641
971.52,144,-1180.4893798828125,144,58.1357,971.78,720000,43.7865
139.0,145,-1168.3841552734375,145,41.0918,201.24,725000,45.0894
1006.09,146,-1167.7193603515625,146,44.9772,1004.65,730000,44.0988
339.16,147,-1116.515380859375,147,38.6984,1004.52,735000,43.0864
49.38,148,-1193.036376953125,148,41.8743,48.37,740000,44.662
984.11,149,-1173.9451904296875,149,41.5293,984.03,745000,43.661
981.48,150,-1214.8768310546875,150,42.5327,981.61,750000,43.4592
974.04,151,-1256.2489013671875,151,49.6507,974.18,755000,43.6328
974.89,152,-1268.1651611328125,152,49.2919,975.08,760000,43.8062
724.34,153,-1217.0633544921875,153,31.7925,1042.69,765000,42.6524
1033.57,154,-1199.876953125,154,30.0444,1034.01,770000,40.4781
1034.44,155,-1210.765625,155,33.4067,1035.08,775000,40.7327
1022.97,156,-1275.319580078125,156,38.9184,1023.42,780000,40.8237
1025.48,157,-1287.0726318359375,157,36.4786,1025.57,785000,40.9204
1024.27,158,-1300.4176025390625,158,37.8637,1024.76,790000,40.2653
1000.01,159,-1286.172607421875,159,33.6722,1035.54,795000,44.4299
1036.98,160,-1309.8111572265625,160,26.6843,1038.24,800000,42.619
1007.49,161,-1313.77978515625,161,30.7321,1006.62,805000,43.3047
987.63,162,-1326.749755859375,162,33.6156,1025.25,810000,40.7678
589.12,163,-1322.377197265625,163,77.0447,547.76,815000,38.4109
115.93,164,-890.57421875,164,21.4052,112.42,820000,36.1116
998.64,165,-1410.3125,165,39.4848,1019.28,825000,43.5203
230.1,166,-1384.737060546875,166,35.0694,221.94,830000,42.8364
40.64,167,-1342.6806640625,167,77.2796,41.68,835000,39.3856
972.16,168,-1479.7220458984375,168,55.4398,926.57,840000,43.6907
979.13,169,-1466.57470703125,169,48.9004,978.8,845000,43.0868
983.28,170,-1496.5057373046875,170,46.8082,979.91,850000,44.2833
573.26,171,-1483.4937744140625,171,39.7172,683.42,855000,44.1807
1020.52,172,-1375.232177734375,172,22.6538,1006.84,860000,41.3777
996.13,173,-1467.150390625,173,40.8595,996.53,865000,44.4218
103.85,174,-1477.3275146484375,174,36.4991,106.46,870000,42.1718
1008.95,175,-1489.5941162109375,175,36.1542,1009.87,875000,43.2474
1007.84,176,-1510.476318359375,176,36.2586,1007.74,880000,43.6911
1009.79,177,-1496.601318359375,177,27.7077,1010.92,885000,42.8964
82.15,178,-1113.1065673828125,178,17.2813,82.35,890000,37.175
276.39,179,-1483.936279296875,179,31.5424,241.46,895000,40.2892
1006.2,180,-1581.0,180,41.7256,1006.76,900000,42.8551
444.06,181,-1345.169921875,181,31.8284,499.14,905000,39.9552
248.48,182,-1449.55419921875,182,37.0521,240.51,910000,38.3924
227.49,183,-1439.442138671875,183,62.3532,230.44,915000,38.0499
1001.71,184,-1594.542724609375,184,33.634,1010.98,920000,44.0408
992.97,185,-1682.8740234375,185,54.7216,993.07,925000,45.785
98.89,186,-1281.7530517578125,186,57.7563,102.24,930000,38.6145
851.72,187,-1687.8662109375,187,43.7787,947.39,935000,39.9292
977.53,188,-1733.2200927734375,188,46.4442,977.59,940000,43.4969
986.33,189,-1719.045166015625,189,48.9054,986.87,945000,44.614
95.91,190,-1650.59814453125,190,60.396,97.9,950000,37.2275
88.53,191,-1622.1109619140625,191,41.0045,88.57,955000,38.7753
161.53,192,-1481.060302734375,192,48.3492,161.73,960000,38.4135
1002.12,193,-1736.7701416015625,193,43.6804,1000.5,965000,44.4851
1014.7,194,-1724.7236328125,194,34.4336,1015.95,970000,42.787
1015.8,195,-1701.1849365234375,195,24.8875,1016.79,975000,41.7486
980.72,196,-1865.436279296875,196,52.307,981.11,980000,42.5548
706.65,197,-1591.949951171875,197,25.5353,732.61,985000,39.6428
1061.65,198,-1759.1759033203125,198,33.9313,1061.56,990000,42.1913
999.44,199,-1823.761474609375,199,38.2261,999.21,995000,42.5335
