Real Det Return,Itration,Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return
700.08,75,75,-1178.811767578125,73.9004,30.7945,375000,248.1
653.7,76,76,-1195.048828125,73.5485,30.7684,380000,246.79
559.46,77,77,-1222.2510986328125,73.8729,31.0842,385000,240.93
754.82,78,78,-1225.6434326171875,71.0948,30.5626,390000,250.6
898.75,79,79,-1254.9732666015625,72.6447,30.3797,395000,258.1
817.97,80,80,-1292.9273681640625,72.8704,31.0609,400000,288.97
760.4,81,81,-1313.6480712890625,73.7785,30.5981,405000,281.46
669.05,82,82,-1339.8741455078125,74.9763,30.6086,410000,283.26
751.42,83,83,-1364.32470703125,73.7248,30.6106,415000,268.29
703.65,84,84,-1379.8951416015625,72.7385,30.3739,420000,277.69
805.16,85,85,-1414.3699951171875,73.194,30.7491,425000,242.79
867.52,86,86,-1439.7943115234375,73.0658,31.047,430000,270.93
752.1,87,87,-1457.6934814453125,72.5514,30.445,435000,265.29
611.51,88,88,-1481.0980224609375,73.2457,30.9852,440000,250.47
613.13,89,89,-1518.0418701171875,72.9507,30.5749,445000,267.22
758.6,90,90,-1546.3336181640625,73.0741,30.7587,450000,268.57
856.59,91,91,-1560.617431640625,73.969,30.3433,455000,295.32
848.29,92,92,-1597.143798828125,72.8735,30.9023,460000,300.51
914.38,93,93,-1625.6767578125,72.3982,31.0312,465000,223.93
949.1,94,94,-1662.843017578125,73.1159,30.9486,470000,299.89
771.25,95,95,-1666.666015625,73.4656,30.7644,475000,290.05
956.2,96,96,-1695.1207275390625,73.878,30.5004,480000,268.29
962.9,97,97,-1739.1199951171875,72.7632,30.9913,485000,287.54
815.6,98,98,-1758.94873046875,73.1595,31.0444,490000,249.37
899.47,99,99,-1767.157958984375,73.7217,30.8564,495000,274.85
907.83,100,100,-1822.58251953125,73.3129,31.1459,500000,268.55
806.01,101,101,-1821.1236572265625,72.943,30.6094,505000,281.41
756.89,102,102,-1890.9290771484375,73.3326,31.0027,510000,306.2
911.08,103,103,-1903.2086181640625,74.6726,30.6992,515000,255.19
913.69,104,104,-1946.531005859375,73.2334,30.8466,520000,262.77
906.59,105,105,-1964.3111572265625,72.0673,30.8587,525000,259.07
860.68,106,106,-1997.6004638671875,72.7879,30.4465,530000,258.19
766.62,107,107,-2009.9842529296875,72.3886,30.505,535000,297.2
907.73,108,108,-2070.86865234375,72.2704,30.6466,540000,288.67
920.36,109,109,-2084.285888671875,72.1111,31.0331,545000,323.29
819.17,110,110,-2124.6796875,73.4135,30.2461,550000,226.42
760.62,111,111,-2146.937744140625,70.4075,30.5316,555000,265.27
811.91,112,112,-2216.88818359375,73.0603,30.9692,560000,297.9
864.64,113,113,-2227.625244140625,72.8318,31.1252,565000,254.0
773.84,114,114,-2261.2490234375,74.4392,30.9606,570000,255.01
714.46,115,115,-2321.55859375,74.7443,30.9781,575000,245.55
759.77,116,116,-2325.979248046875,72.9897,30.5771,580000,271.6
905.34,117,117,-2393.478271484375,72.8527,30.7126,585000,292.39
962.1,118,118,-2414.816162109375,73.8545,30.9444,590000,291.35
760.41,119,119,-2441.867431640625,73.6492,30.8138,595000,237.88
813.89,120,120,-2513.832763671875,75.3971,31.0009,600000,315.61
862.03,121,121,-2543.8251953125,73.3663,31.0728,605000,292.8
858.29,122,122,-2555.39599609375,72.708,30.8395,610000,249.2
813.63,123,123,-2588.406982421875,72.5471,30.6858,615000,309.68
763.7,124,124,-2621.76171875,73.8603,30.6598,620000,264.5
656.9,125,125,-2652.98681640625,73.0426,30.9086,625000,238.78
763.96,126,126,-2712.758544921875,73.0192,30.5661,630000,268.01
814.94,127,127,-2761.667724609375,73.9834,30.6704,635000,221.36
912.44,128,128,-2797.05126953125,73.4069,30.69,640000,282.29
762.34,129,129,-2864.098876953125,73.5106,30.3788,645000,313.59
759.57,130,130,-2873.94873046875,75.3584,30.6466,650000,278.49
805.86,131,131,-2942.2978515625,73.3567,31.0279,655000,273.93
867.67,132,132,-2980.823486328125,72.6808,30.6159,660000,275.33
765.16,133,133,-2999.9462890625,74.6414,30.4794,665000,304.48
872.57,134,134,-3048.691650390625,73.7838,31.0407,670000,257.63
812.69,135,135,-3118.068115234375,71.8324,30.5183,675000,326.84
765.93,136,136,-3155.72705078125,72.6308,30.853,680000,246.26
864.62,137,137,-3151.99365234375,74.7452,30.4174,685000,299.31
856.15,138,138,-3233.16845703125,72.6034,30.7476,690000,266.92
763.61,139,139,-3278.689697265625,73.3969,30.4948,695000,304.46
763.29,140,140,-3332.822509765625,72.6028,30.5477,700000,261.68
951.69,141,141,-3338.204833984375,73.399,30.3686,705000,305.93
909.73,142,142,-3465.513671875,72.8664,30.5886,710000,338.36
856.38,143,143,-3443.948974609375,71.9994,30.2016,715000,306.01
861.71,144,144,-3531.1513671875,72.9238,31.0472,720000,306.38
811.44,145,145,-3572.833251953125,72.8294,30.5124,725000,270.65
871.26,146,146,-3585.0517578125,74.597,30.4613,730000,266.78
812.47,147,147,-3718.9130859375,74.2087,30.9944,735000,266.25
812.92,148,148,-3722.986572265625,74.5458,30.7393,740000,268.51
797.13,149,149,-3727.160888671875,75.2161,30.8275,745000,259.19
760.76,150,150,-3838.601806640625,72.99,30.8092,750000,193.43
711.62,151,151,-3897.400390625,73.8226,30.7392,755000,295.55
863.58,152,152,-3955.81982421875,73.6272,30.853,760000,316.27
764.91,153,153,-4019.827880859375,73.9677,30.6565,765000,257.28
717.01,154,154,-4065.583740234375,73.0472,30.3076,770000,263.97
861.71,155,155,-4086.21728515625,73.5734,30.7408,775000,295.69
814.76,156,156,-4187.48291015625,74.1828,30.5092,780000,245.65
856.07,157,157,-4237.9521484375,74.2472,30.8543,785000,298.07
816.3,158,158,-4306.7939453125,73.7284,30.8146,790000,304.58
761.48,159,159,-4393.4599609375,72.0152,31.011,795000,255.58
919.16,160,160,-4367.80126953125,75.1947,31.0039,800000,272.53
809.92,161,161,-4485.6591796875,74.1586,30.3384,805000,235.77
712.31,162,162,-4426.69580078125,72.404,30.2891,810000,285.17
918.29,163,163,-4576.2998046875,73.0792,30.6717,815000,311.15
969.44,164,164,-4627.56005859375,72.653,30.0069,820000,264.2
812.5,165,165,-4683.14990234375,73.4865,30.924,825000,304.03
768.97,166,166,-4753.6630859375,72.0112,30.5713,830000,285.52
818.81,167,167,-4789.17236328125,73.122,30.5574,835000,281.46
914.4,168,168,-4901.7978515625,73.7849,30.5676,840000,305.36
867.21,169,169,-5045.1259765625,74.0995,30.7316,845000,274.18
911.22,170,170,-4988.80029296875,72.938,30.2007,850000,304.55
864.57,171,171,-5030.45654296875,73.2214,30.2396,855000,282.33
864.05,172,172,-5214.701171875,72.2365,30.932,860000,330.65
914.56,173,173,-5282.130859375,74.5323,30.9551,865000,273.54
711.44,174,174,-5276.10107421875,74.4334,30.6719,870000,273.05
970.95,175,175,-5361.75048828125,73.5447,30.5617,875000,308.04
864.62,176,176,-5379.42138671875,73.9583,30.5246,880000,304.74
868.42,177,177,-5525.43603515625,73.2639,30.6058,885000,264.01
966.84,178,178,-5578.15966796875,73.4264,30.4482,890000,288.94
964.67,179,179,-5619.90966796875,72.4125,30.1143,895000,334.44
815.59,180,180,-5782.65185546875,72.9604,30.5183,900000,271.05
809.25,181,181,-5815.2470703125,73.8605,30.4475,905000,298.06
859.24,182,182,-5900.5654296875,72.9495,30.2491,910000,304.62
958.39,183,183,-5907.78125,72.2991,30.4924,915000,304.87
808.07,184,184,-6032.37548828125,72.705,30.2489,920000,297.47
818.32,185,185,-6026.72265625,73.5554,30.6655,925000,297.78
670.48,186,186,-6193.3896484375,73.1407,30.4716,930000,239.31
818.1,187,187,-6280.65478515625,74.5834,30.6596,935000,302.77
862.85,188,188,-6307.19091796875,73.2874,30.5183,940000,279.49
762.95,189,189,-6433.2705078125,74.7929,30.4774,945000,310.53
863.79,190,190,-6499.36376953125,72.3379,30.5022,950000,263.94
868.42,191,191,-6511.05419921875,72.8691,30.6485,955000,313.75
865.83,192,192,-6600.98681640625,74.3622,30.1314,960000,276.87
764.95,193,193,-6739.96337890625,72.2016,30.4702,965000,318.55
916.66,194,194,-6833.6728515625,73.6074,30.778,970000,241.98
918.47,195,195,-6850.12744140625,73.8078,30.4931,975000,304.27
878.75,196,196,-6973.8095703125,74.5884,30.7002,980000,323.32
866.28,197,197,-7001.53662109375,71.7936,30.2912,985000,282.17
869.51,198,198,-7194.58642578125,74.3321,30.5877,990000,318.79
814.94,199,199,-7110.96728515625,72.8164,29.9895,995000,271.97
815.93,200,200,-7264.12939453125,72.7816,30.5555,1000000,244.29
866.75,201,201,-7310.5126953125,72.2863,30.1992,1005000,301.31
762.25,202,202,-7498.8779296875,75.0582,30.8085,1010000,273.81
718.45,203,203,-7504.2216796875,73.8746,30.4027,1015000,272.77
666.75,204,204,-7679.4443359375,73.3631,30.1805,1020000,261.35
712.05,205,205,-7729.146484375,73.9669,30.5279,1025000,246.48
818.27,206,206,-7688.025390625,72.6333,30.222,1030000,253.93
670.72,207,207,-7926.505859375,72.3994,30.3666,1035000,268.06
665.81,208,208,-7977.298828125,75.1831,30.6758,1040000,294.74
862.65,209,209,-8066.375,74.6315,30.3352,1045000,254.4
862.74,210,210,-8216.00390625,74.9874,30.6556,1050000,227.56
660.79,211,211,-8253.115234375,73.5088,30.1262,1055000,249.96
713.49,212,212,-8392.232421875,73.7315,30.5001,1060000,259.05
661.89,213,213,-8361.0185546875,75.7812,30.2714,1065000,240.7
564.18,214,214,-8455.505859375,74.5867,30.2452,1070000,231.39
864.61,215,215,-8626.4931640625,73.9741,30.2815,1075000,302.3
665.13,216,216,-8665.859375,73.3363,30.2939,1080000,266.98
714.22,217,217,-8750.615234375,74.5612,30.3889,1085000,274.24
663.67,218,218,-8775.9169921875,74.74,30.5268,1090000,259.42
664.16,219,219,-8802.6640625,73.909,30.3011,1095000,281.96
865.71,220,220,-8993.4501953125,74.8346,30.5234,1100000,223.28
767.65,221,221,-9270.37109375,74.7146,30.2099,1105000,216.93
808.99,222,222,-9178.1435546875,72.6517,29.9019,1110000,239.07
761.23,223,223,-9361.828125,74.2539,29.896,1115000,302.81
809.61,224,224,-9486.3984375,73.3554,30.1339,1120000,271.75
716.45,225,225,-9485.380859375,74.0484,30.1524,1125000,248.12
764.15,226,226,-9617.076171875,74.055,30.1618,1130000,275.2
710.54,227,227,-9701.328125,74.3023,29.8809,1135000,185.93
610.44,228,228,-9676.6630859375,72.8345,30.0319,1140000,203.09
664.59,229,229,-9836.271484375,73.875,29.9454,1145000,270.07
763.27,230,230,-9975.51953125,73.1687,30.115,1150000,262.84
816.76,231,231,-10180.0107421875,75.165,30.3224,1155000,259.31
761.13,232,232,-10148.6943359375,74.1022,30.0917,1160000,247.74
659.59,233,233,-10092.9697265625,73.9158,29.9072,1165000,215.06
814.84,234,234,-10281.2001953125,73.907,29.9529,1170000,227.77
861.84,235,235,-10207.708984375,73.2263,30.2411,1175000,201.66
671.74,236,236,-10340.14453125,72.78,29.6033,1180000,241.77
618.41,237,237,-10494.208984375,74.1149,29.9888,1185000,199.47
766.86,238,238,-10492.255859375,73.0824,29.5958,1190000,240.02
818.29,239,239,-10638.5126953125,74.907,29.9824,1195000,267.68
715.77,240,240,-10812.8076171875,73.4287,30.1398,1200000,248.04
687.56,241,241,-10890.7509765625,73.7989,29.761,1205000,240.09
855.47,242,242,-10930.498046875,74.2219,30.1609,1210000,228.01
760.86,243,243,-10854.0302734375,73.9041,29.7474,1215000,210.37
760.56,244,244,-11084.5302734375,73.6211,29.8834,1220000,251.45
706.35,245,245,-11044.4638671875,73.5,29.8353,1225000,227.33
710.67,246,246,-11156.6796875,73.1022,29.3271,1230000,274.38
710.94,247,247,-11233.4482421875,73.7887,29.5959,1235000,191.29
708.88,248,248,-11332.3203125,72.818,29.7179,1240000,245.59
662.9,249,249,-11520.1328125,73.197,29.7796,1245000,278.32
900.57,250,250,-11558.61328125,74.1531,30.4561,1250000,246.02
755.84,251,251,-11610.4228515625,74.7369,30.233,1255000,263.84
754.1,252,252,-11585.8994140625,73.5594,29.8575,1260000,233.71
848.08,253,253,-11755.5869140625,73.054,30.0034,1265000,262.92
701.47,254,254,-11856.5390625,73.494,30.0156,1270000,250.57
809.66,255,255,-11877.6953125,73.8854,29.7136,1275000,162.47
604.05,256,256,-12022.64453125,74.1602,30.1995,1280000,200.09
764.33,257,257,-12073.1259765625,73.5873,29.5147,1285000,237.47
857.8,258,258,-12143.935546875,74.3513,30.0137,1290000,250.56
792.02,259,259,-12127.689453125,73.6471,29.6118,1295000,226.59
749.81,260,260,-12198.703125,73.5095,29.9049,1300000,255.68
816.83,261,261,-12388.525390625,74.4355,29.918,1305000,265.15
659.14,262,262,-12491.5966796875,73.4463,29.5915,1310000,229.82
602.51,263,263,-12524.3388671875,72.6645,29.9547,1315000,209.25
807.32,264,264,-12471.421875,74.3934,29.7188,1320000,244.75
649.32,265,265,-12500.4462890625,73.7772,30.098,1325000,266.6
612.85,266,266,-12801.5888671875,73.7225,29.6119,1330000,255.55
652.49,267,267,-12753.974609375,73.6233,29.9532,1335000,178.05
556.27,268,268,-12985.2099609375,73.4128,30.1926,1340000,207.88
604.83,269,269,-12791.5947265625,73.4573,29.8774,1345000,186.5
748.65,270,270,-13039.8369140625,72.7222,29.7949,1350000,189.99
656.0,271,271,-13124.11328125,73.0154,29.7389,1355000,173.64
557.81,272,272,-13028.7587890625,73.1624,29.7786,1360000,218.22
852.28,273,273,-13182.603515625,73.4594,29.2579,1365000,266.52
659.48,274,274,-13130.44921875,74.4094,29.8738,1370000,250.05
755.23,275,275,-13361.5107421875,72.3399,29.7708,1375000,219.16
867.35,276,276,-13445.8603515625,73.7678,30.1504,1380000,262.69
608.32,277,277,-13495.9697265625,72.7215,29.5468,1385000,283.28
606.79,278,278,-13713.9892578125,73.613,29.5792,1390000,149.05
531.33,279,279,-13618.806640625,73.7274,30.1172,1395000,237.5
740.5,280,280,-13865.1806640625,72.4544,29.9367,1400000,212.34
802.98,281,281,-13922.044921875,74.3585,29.8151,1405000,242.46
655.14,282,282,-13927.421875,73.4967,29.9615,1410000,171.57
746.33,283,283,-14092.3486328125,72.7519,29.4374,1415000,186.71
710.33,284,284,-14206.576171875,74.3669,30.1486,1420000,237.93
614.14,285,285,-14351.0966796875,73.4764,30.17,1425000,218.38
806.52,286,286,-14263.7744140625,74.4683,30.1661,1430000,246.24
757.27,287,287,-14121.306640625,74.3792,30.1939,1435000,214.78
690.4,288,288,-14335.3935546875,72.8974,29.8207,1440000,228.49
812.39,289,289,-14402.919921875,72.9041,30.0102,1445000,232.43
661.23,290,290,-14481.515625,73.6469,29.9912,1450000,220.77
807.71,291,291,-14652.9326171875,73.6105,30.0242,1455000,282.27
600.26,292,292,-14631.1552734375,74.1031,29.9033,1460000,149.01
651.59,293,293,-14696.90234375,73.6705,30.1111,1465000,227.86
825.31,294,294,-14663.556640625,72.945,29.7112,1470000,208.14
905.24,295,295,-15091.8505859375,74.6573,29.9826,1475000,218.67
658.82,296,296,-14997.01953125,73.6917,29.9178,1480000,160.76
754.44,297,297,-15276.21484375,74.1378,30.4321,1485000,229.04
613.69,298,298,-15122.4814453125,73.4934,29.7097,1490000,241.27
712.0,299,299,-15328.376953125,74.3293,30.2644,1495000,219.79
554.45,300,300,-15249.599609375,72.9159,29.4122,1500000,209.55
610.24,301,301,-15387.298828125,73.6335,29.6995,1505000,199.61
704.78,302,302,-15375.013671875,74.4187,29.6326,1510000,210.64
746.75,303,303,-15524.9765625,73.6778,29.8004,1515000,138.92
661.12,304,304,-15660.32421875,73.8669,29.868,1520000,246.34
477.25,305,305,-15812.3203125,74.3124,29.793,1525000,173.33
749.01,306,306,-15580.6943359375,74.2751,29.884,1530000,243.94
555.16,307,307,-15779.26171875,73.9634,30.3192,1535000,240.11
766.23,308,308,-15971.2998046875,72.9659,29.4922,1540000,279.29
560.57,309,309,-15801.5419921875,73.6906,29.6029,1545000,235.79
609.14,310,310,-16156.4404296875,74.4466,29.8938,1550000,214.04
761.97,311,311,-16443.71875,74.5071,30.0421,1555000,291.69
768.52,312,312,-16337.798828125,73.5893,30.2837,1560000,210.29
600.28,313,313,-16414.470703125,74.2561,29.7187,1565000,230.53
758.98,314,314,-16233.1298828125,73.8194,29.9971,1570000,207.17
641.01,315,315,-16587.931640625,74.8802,29.8034,1575000,234.15
761.02,316,316,-16606.70703125,73.3293,29.9961,1580000,251.06
661.79,317,317,-16632.255859375,73.9804,30.3013,1585000,256.46
568.57,318,318,-16904.171875,74.0228,30.2031,1590000,240.83
660.51,319,319,-16908.244140625,73.678,30.0166,1595000,153.57
708.21,320,320,-17055.216796875,73.9952,30.0412,1600000,195.5
612.64,321,321,-17178.04296875,73.7639,30.401,1605000,161.51
685.52,322,322,-16954.052734375,73.4683,29.8891,1610000,163.65
695.96,323,323,-17275.935546875,73.9211,29.8012,1615000,210.88
710.45,324,324,-17229.435546875,72.986,29.9304,1620000,232.33
814.06,325,325,-17351.7578125,73.5651,30.1328,1625000,264.85
565.22,326,326,-17299.61328125,73.3022,29.3825,1630000,268.82
862.42,327,327,-17573.56640625,73.8255,29.9345,1635000,224.6
666.44,328,328,-17557.841796875,74.8995,29.8854,1640000,211.65
510.1,329,329,-17412.494140625,71.0781,29.4542,1645000,176.41
501.01,330,330,-17717.04296875,73.6783,29.8686,1650000,203.87
618.33,331,331,-17836.673828125,73.2349,29.7557,1655000,269.3
721.19,332,332,-17666.63671875,74.7075,30.0626,1660000,235.12
759.08,333,333,-17936.015625,73.7758,30.2053,1665000,234.82
731.52,334,334,-17892.4296875,73.5593,29.783,1670000,233.96
610.06,335,335,-17837.673828125,73.6102,30.3081,1675000,262.93
615.34,336,336,-17812.14453125,73.7646,29.7345,1680000,221.63
508.51,337,337,-18223.30859375,74.1375,30.2209,1685000,209.75
703.52,338,338,-17934.935546875,72.2437,29.508,1690000,272.69
804.91,339,339,-18179.607421875,73.6871,30.0637,1695000,210.71
708.34,340,340,-18003.20703125,73.5242,29.6927,1700000,178.73
659.51,341,341,-18097.076171875,75.752,30.044,1705000,162.86
765.39,342,342,-18075.04296875,74.0843,30.2121,1710000,180.03
808.37,343,343,-18185.5078125,72.861,29.6644,1715000,180.68
577.56,344,344,-18173.36328125,72.8383,30.0024,1720000,197.22
713.29,345,345,-18317.2421875,72.5459,29.9064,1725000,198.22
712.7,346,346,-18187.548828125,74.4491,29.7356,1730000,203.21
666.52,347,347,-18245.1875,73.6483,29.5689,1735000,217.44
818.47,348,348,-18557.595703125,73.6891,29.9713,1740000,231.42
903.23,349,349,-18475.55078125,74.1379,29.7898,1745000,221.17
861.28,350,350,-18507.97265625,73.8188,30.3083,1750000,225.55
830.69,351,351,-18467.392578125,73.3077,29.466,1755000,259.43
707.44,352,352,-18608.396484375,73.719,29.893,1760000,235.19
753.15,353,353,-18692.57421875,74.3125,29.9226,1765000,227.5
814.04,354,354,-18336.802734375,72.686,29.5395,1770000,250.9
803.52,355,355,-18656.056640625,74.4104,29.9904,1775000,188.37
710.34,356,356,-18702.427734375,74.0337,29.9618,1780000,183.33
745.41,357,357,-18654.4375,73.9201,29.3022,1785000,208.01
910.62,358,358,-18604.30078125,72.9364,29.4433,1790000,215.06
904.07,359,359,-18586.61328125,73.3225,29.6343,1795000,246.15
804.56,360,360,-18605.00390625,74.1964,29.946,1800000,150.86
569.8,361,361,-18684.173828125,75.3832,29.806,1805000,210.65
695.85,362,362,-18865.04296875,73.2385,30.0204,1810000,235.35
654.91,363,363,-18782.923828125,74.067,29.7993,1815000,144.36
655.67,364,364,-18821.9921875,73.3235,29.9771,1820000,228.17
558.07,365,365,-18749.416015625,73.732,31.2262,1825000,216.67
811.97,366,366,-18774.408203125,73.5508,29.8718,1830000,217.0
461.37,367,367,-18860.134765625,74.4965,29.862,1835000,316.03
804.69,368,368,-18838.890625,75.1607,30.2953,1840000,211.07
614.27,369,369,-18808.46875,73.3543,29.979,1845000,204.57
754.95,370,370,-18783.275390625,74.8931,29.9229,1850000,212.55
703.26,371,371,-18930.935546875,74.1934,30.2054,1855000,243.43
709.88,372,372,-18899.521484375,73.179,29.932,1860000,227.41
905.54,373,373,-18977.005859375,74.8283,30.1612,1865000,249.09
703.25,374,374,-18905.431640625,73.2047,30.0977,1870000,273.73
802.05,375,375,-18933.515625,74.0881,30.4477,1875000,256.4
815.27,376,376,-18915.259765625,74.4751,30.3786,1880000,278.37
757.93,377,377,-19057.8671875,74.2002,30.5956,1885000,195.15
805.86,378,378,-18944.8046875,73.3221,29.9605,1890000,255.48
701.68,379,379,-18953.2734375,74.4449,30.5083,1895000,230.49
687.29,380,380,-19042.68359375,74.2774,30.6092,1900000,228.36
650.25,381,381,-18948.828125,74.8197,30.5822,1905000,183.19
675.97,382,382,-19050.4765625,74.1136,30.6192,1910000,250.73
695.32,383,383,-18947.998046875,74.0776,30.2395,1915000,182.1
761.72,384,384,-19130.486328125,74.2063,30.3412,1920000,246.36
710.77,385,385,-19126.728515625,74.3294,30.335,1925000,199.38
704.68,386,386,-19064.189453125,75.1344,30.2484,1930000,228.18
647.63,387,387,-19071.056640625,74.2493,30.023,1935000,208.5
847.83,388,388,-19164.37890625,75.6731,30.3016,1940000,212.92
546.79,389,389,-19070.642578125,75.108,30.4803,1945000,230.74
752.9,390,390,-19107.23828125,74.981,31.3939,1950000,193.86
804.55,391,391,-19139.16015625,73.6144,29.9497,1955000,241.61
705.3,392,392,-19192.251953125,75.0092,30.2262,1960000,186.0
859.7,393,393,-19006.0078125,72.966,29.5427,1965000,198.33
762.33,394,394,-19152.02734375,74.3558,30.469,1970000,247.48
851.15,395,395,-19185.005859375,75.2028,30.1583,1975000,230.28
800.2,396,396,-19160.205078125,74.2126,30.6266,1980000,224.54
852.78,397,397,-19155.71875,74.7463,30.2833,1985000,315.31
757.19,398,398,-19123.65625,75.7522,30.0624,1990000,218.44
757.63,399,399,-19146.056640625,73.6097,29.6185,1995000,178.11
946.94,400,400,-19107.400390625,74.3495,30.1986,2000000,225.7
808.85,401,401,-19184.474609375,74.5897,30.2908,2005000,263.05
759.97,402,402,-19197.763671875,74.4846,30.236,2010000,257.35
763.63,403,403,-19187.30859375,74.8931,30.1766,2015000,263.38
700.82,404,404,-19184.625,74.0858,30.0984,2020000,188.54
707.25,405,405,-19189.16015625,76.0659,30.2067,2025000,170.5
749.63,406,406,-19282.6796875,75.143,30.2849,2030000,174.91
702.93,407,407,-19197.6640625,73.5081,30.1282,2035000,230.31
655.65,408,408,-19098.357421875,73.2368,29.803,2040000,186.09
746.91,409,409,-19227.16796875,74.5029,30.4651,2045000,180.4
