Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Forward KL,Running Update Time,Reward Loss,Real Det Return
20.0864,91,828.65,455000,39.169,91,-628.447265625,963.08
18.9372,92,300.96,460000,38.0239,92,-557.5687866210938,310.73
21.5694,93,425.17,465000,37.6277,93,-437.50567626953125,394.33
22.3852,94,327.2,470000,37.8361,94,-564.2169799804688,319.4
21.391,95,474.34,475000,38.3863,95,-678.8960571289062,473.06
18.9155,96,806.0,480000,37.6595,96,-619.260498046875,892.96
20.3537,97,992.97,485000,39.3586,97,-692.3341064453125,984.73
18.9373,98,1028.76,490000,39.1397,98,-562.5025634765625,1047.27
21.1016,99,1099.34,495000,38.9052,99,-541.8995361328125,1105.48
18.69,100,1119.31,500000,38.7155,100,-526.6229858398438,1118.65
19.6289,101,1164.25,505000,39.4568,101,-584.0240478515625,1164.54
21.0926,102,1130.41,510000,39.8708,102,-679.711669921875,1129.51
20.1066,103,1097.71,515000,39.4459,103,-599.7737426757812,1100.25
19.4661,104,1180.2,520000,39.2896,104,-608.8094482421875,1162.21
22.4999,105,1154.41,525000,39.8407,105,-670.1155395507812,1151.24
20.9951,106,1156.77,530000,40.0082,106,-727.4374389648438,1153.91
20.4094,107,1180.17,535000,39.9441,107,-732.34423828125,1138.38
21.6392,108,1188.63,540000,39.4645,108,-694.69287109375,1143.85
61.7035,109,52.12,545000,34.4905,109,-716.6364135742188,52.12
25.5884,110,1047.84,550000,41.0485,110,-879.2061767578125,1049.18
19.7953,111,982.41,555000,38.9398,111,-615.9348754882812,814.15
20.187,112,920.37,560000,38.8291,112,-641.5595703125,817.19
22.0798,113,1071.44,565000,39.8,113,-865.8480834960938,1071.77
20.6225,114,1119.82,570000,39.7919,114,-808.0032958984375,1125.67
22.0448,115,1103.91,575000,39.876,115,-877.9200439453125,1105.29
21.4371,116,1101.12,580000,40.6974,116,-938.29931640625,1099.79
19.7291,117,1109.5,585000,39.9869,117,-903.271240234375,1108.95
20.437,118,1156.73,590000,39.9962,118,-868.5142822265625,1155.57
20.1982,119,1142.45,595000,39.8912,119,-818.6354370117188,1141.45
20.4343,120,966.11,600000,39.2596,120,-942.3186645507812,962.74
53.0297,121,436.63,605000,35.5636,121,-854.2922973632812,542.67
20.3591,122,1087.84,610000,40.7546,122,-969.9989013671875,1089.36
36.5231,123,411.92,615000,37.9303,123,-884.4721069335938,496.81
19.9124,124,1175.41,620000,39.1679,124,-707.8527221679688,1177.42
20.2686,125,1161.55,625000,39.722,125,-908.8636474609375,1159.32
19.2924,126,1084.96,630000,40.1174,126,-1004.5789184570312,1085.91
20.5465,127,1083.29,635000,40.3917,127,-1008.1967163085938,1081.53
22.4431,128,1139.96,640000,40.3721,128,-973.7096557617188,1140.67
50.1818,129,324.57,645000,35.7852,129,-894.103271484375,276.45
18.2105,130,873.74,650000,39.5168,130,-926.1427001953125,871.36
21.2198,131,1175.03,655000,39.7816,131,-800.2910766601562,1090.89
32.569,132,905.73,660000,38.4585,132,-985.2317504882812,919.49
19.2209,133,666.69,665000,39.1659,133,-998.5550537109375,713.81
22.1583,134,1229.58,670000,38.1241,134,-945.19091796875,1157.25
17.9891,135,1042.9,675000,39.3852,135,-1077.7113037109375,1048.29
18.8019,136,1011.57,680000,40.6545,136,-1116.9295654296875,1014.45
18.2361,137,470.77,685000,38.1531,137,-936.8477783203125,530.36
20.2207,138,1103.57,690000,40.5537,138,-1083.9178466796875,1102.58
26.8852,139,1160.68,695000,40.4668,139,-1011.8001708984375,1192.12
28.1561,140,486.93,700000,37.2948,140,-1030.119384765625,466.23
19.5718,141,1186.74,705000,38.2974,141,-954.7152709960938,1187.81
18.9889,142,1135.68,710000,38.1904,142,-875.9307250976562,1182.1
18.9054,143,1184.61,715000,38.8238,143,-1085.872802734375,1188.04
32.1299,144,1093.64,720000,37.4757,144,-1120.453369140625,1124.79
37.5856,145,1045.7,725000,36.7976,145,-1149.9100341796875,1045.61
23.8612,146,947.44,730000,40.0351,146,-1063.799072265625,953.42
25.593,147,1082.52,735000,40.0055,147,-1050.4542236328125,1073.44
21.3111,148,1140.85,740000,39.9395,148,-1237.01025390625,1146.76
35.059,149,1115.09,745000,39.6024,149,-1145.3621826171875,1153.45
21.8875,150,713.54,750000,39.211,150,-1119.97509765625,600.91
21.6115,151,1242.01,755000,37.4714,151,-1087.8997802734375,1157.85
59.1977,152,1175.26,760000,37.17,152,-1141.7740478515625,1166.71
49.133,153,1263.73,765000,38.5051,153,-1160.1029052734375,1261.28
71.6666,154,606.79,770000,36.7335,154,-1237.96533203125,686.52
130.6174,155,559.64,775000,36.4428,155,-1297.3846435546875,637.41
133.0418,156,434.42,780000,36.3802,156,-1274.4683837890625,465.15
23.3372,157,234.14,785000,37.2375,157,-608.7877807617188,241.61
24.8795,158,670.31,790000,36.361,158,-1138.7252197265625,741.58
20.9631,159,1093.11,795000,37.5001,159,-1233.949951171875,1092.27
22.9312,160,566.5,800000,36.5622,160,-1241.8992919921875,616.79
33.595,161,704.67,805000,36.7472,161,-1278.71240234375,598.28
27.4749,162,677.03,810000,37.2707,162,-1244.038818359375,727.71
29.1749,163,622.87,815000,37.7212,163,-1327.53662109375,472.69
34.1741,164,509.3,820000,37.1505,164,-1382.8585205078125,586.47
45.4384,165,341.18,825000,37.3564,165,-1437.7735595703125,368.98
43.8147,166,1241.96,830000,37.9308,166,-1299.0601806640625,938.28
32.2356,167,1112.62,835000,37.2871,167,-1242.1131591796875,1182.88
21.2121,168,1062.21,840000,35.4772,168,-1203.0167236328125,1136.72
19.4691,169,952.91,845000,38.5177,169,-1288.0654296875,979.55
18.1279,170,998.18,850000,39.3102,170,-1232.34814453125,919.83
34.5125,171,1041.15,855000,37.7455,171,-1292.9525146484375,1136.89
45.7097,172,705.71,860000,36.3329,172,-1379.02734375,859.65
19.3878,173,666.6,865000,38.969,173,-1146.9666748046875,908.69
28.7619,174,891.41,870000,35.9881,174,-1381.1416015625,999.21
19.0779,175,1388.42,875000,38.64,175,-1249.069091796875,1384.26
35.7441,176,425.88,880000,37.0681,176,-1369.2530517578125,542.71
16.9315,177,1179.33,885000,39.1844,177,-1347.28076171875,1173.66
25.2556,178,1025.56,890000,43.1737,178,-1650.3955078125,1010.66
37.8217,179,672.04,895000,37.5724,179,-1490.8302001953125,669.0
20.056,180,738.98,900000,36.2854,180,-1261.79541015625,702.87
22.2457,181,448.65,905000,36.522,181,-1243.468017578125,439.44
32.1181,182,413.4,910000,37.6595,182,-1584.0894775390625,403.65
26.6124,183,566.17,915000,38.0183,183,-1561.137451171875,568.37
29.8978,184,459.84,920000,35.6392,184,-1452.468017578125,446.41
18.0032,185,649.31,925000,36.7743,185,-1069.681396484375,680.75
21.5857,186,412.88,930000,36.7628,186,-1234.0439453125,430.56
35.4032,187,590.11,935000,36.5073,187,-1401.6214599609375,669.57
21.034,188,1168.3,940000,37.266,188,-1431.572021484375,1182.61
40.6754,189,672.87,945000,37.0775,189,-1609.050537109375,814.28
19.8918,190,882.34,950000,40.0922,190,-1779.760498046875,767.79
85.9053,191,227.62,955000,36.9858,191,-1723.763427734375,240.77
42.2312,192,182.45,960000,37.0502,192,-1700.958984375,191.88
18.329,193,1197.04,965000,38.2329,193,-1557.20166015625,1082.7
43.2501,194,675.56,970000,37.3801,194,-1568.0517578125,750.38
66.6114,195,861.34,975000,37.5223,195,-1622.0030517578125,730.15
86.5276,196,695.49,980000,37.6225,196,-1869.1005859375,667.37
38.537,197,849.52,985000,36.4175,197,-1568.097412109375,862.12
19.6988,198,1110.96,990000,39.217,198,-1747.4635009765625,1024.37
19.443,199,1019.74,995000,39.4588,199,-1606.821533203125,1104.93
