Running Forward KL,Itration,Running Reverse KL,Real Sto Return,Real Det Return
156.7901,73,15.6237,1761.07,2127.74
156.8943,74,15.3783,1816.98,2115.62
156.8908,75,15.4116,1794.48,2104.14
156.8559,76,15.6462,1835.34,2201.24
156.6687,77,15.2035,1827.61,2081.46
156.7578,78,15.6116,1826.3,2206.15
156.8439,79,15.3679,1820.26,2111.35
156.7291,80,15.8038,1845.72,2126.54
156.7757,81,15.4625,1862.27,2196.63
156.8004,82,15.5409,1853.73,2226.13
156.7552,83,15.7896,1879.82,2226.69
156.8553,84,15.7373,1846.18,2238.08
156.757,85,15.6457,1843.21,2142.32
156.7013,86,15.6624,1865.24,2226.97
156.9333,87,15.5344,1878.59,2224.54
156.5361,88,15.5637,1864.71,2234.37
156.5663,89,15.2963,1878.03,2209.26
156.6842,90,15.2194,1844.28,2224.92
156.6947,91,15.3493,1853.27,2219.73
156.7429,92,15.3862,1859.63,2228.17
156.6943,93,15.4893,1870.31,2219.94
156.5353,94,15.6358,1891.92,2214.88
156.535,95,15.4943,1863.25,2191.75
156.5213,96,15.2348,1854.77,2195.98
156.7123,97,15.696,1867.98,2228.09
156.7872,98,15.2939,1835.17,2185.09
156.5751,99,15.423,1856.64,2194.23
156.5705,100,15.4393,1864.89,2212.16
156.6662,101,15.5424,1890.12,2243.65
156.703,102,15.5114,1885.74,2257.97
156.6964,103,15.2177,1884.77,2203.57
156.5463,104,15.5472,1876.75,2238.62
156.678,105,15.4398,1879.87,2237.66
156.6905,106,15.2941,1857.19,2226.59
156.6234,107,15.3846,1894.19,2231.49
156.5235,108,15.37,1906.17,2244.89
156.5426,109,15.2636,1904.59,2229.3
156.5919,110,15.2037,1851.09,2230.0
156.6552,111,15.204,1866.36,2221.79
156.5391,112,15.222,1871.73,2255.0
156.6379,113,15.4009,1899.84,2261.01
156.5136,114,15.2832,1862.16,2223.49
156.6755,115,15.3018,1864.37,2165.82
156.3945,116,15.6105,1907.11,2285.32
156.5298,117,15.4832,1867.22,2255.5
156.5488,118,15.47,1907.12,2282.86
156.5135,119,15.3331,1890.61,2230.08
156.5992,120,15.3038,1879.74,2228.95
156.4765,121,15.2057,1894.08,2254.81
156.5598,122,15.3603,1890.45,2231.91
156.5427,123,15.3496,1891.8,2264.2
156.7029,124,15.367,1877.92,2217.59
156.6646,125,15.3932,1907.86,2259.33
156.6153,126,15.519,1875.31,2272.0
156.6783,127,15.3369,1908.43,2263.29
156.5869,128,15.5962,1888.08,2236.57
156.7355,129,15.5589,1908.63,2281.89
156.6961,130,15.4135,1874.68,2237.91
156.8038,131,15.445,1894.22,2273.59
156.5702,132,15.4687,1906.59,2288.27
156.6392,133,15.5487,1912.69,2288.22
156.5169,134,15.1759,1878.75,2239.62
156.5342,135,15.4043,1862.63,2211.59
156.6267,136,15.6484,1924.49,2278.47
156.8126,137,15.1416,1878.9,2242.35
156.79,138,15.159,1891.66,2236.62
156.383,139,15.2478,1922.17,2283.88
156.7187,140,15.2546,1903.03,2256.96
156.5711,141,15.2578,1899.98,2229.87
156.4265,142,15.3634,1911.01,2299.46
156.6225,143,15.3756,1932.45,2307.96
156.5169,144,15.263,1910.32,2263.06
156.6411,145,15.2696,1926.09,2323.71
156.6416,146,15.4337,1938.48,2325.55
156.6011,147,15.6404,1957.14,2320.18
156.6162,148,15.4351,1939.58,2298.64
156.5403,149,15.4573,1929.26,2284.56
156.8318,150,15.3635,1901.04,2279.29
156.6891,151,15.6702,1947.96,2290.03
156.6456,152,15.2265,1910.5,2300.14
156.5634,153,15.2512,1908.74,2308.22
156.4916,154,15.4062,1920.74,2317.52
156.5321,155,15.4032,1933.48,2283.9
156.5763,156,15.2867,1941.36,2302.09
156.7968,157,15.4884,1911.04,2272.73
156.5473,158,15.1943,1956.71,2321.57
156.5607,159,15.6224,1932.54,2325.31
156.5422,160,15.4041,1949.65,2324.0
156.6925,161,15.2694,1926.92,2250.01
156.6877,162,15.519,1980.04,2314.64
156.6294,163,15.4236,1939.57,2305.78
156.6131,164,15.2884,1937.72,2303.2
156.616,165,15.5142,1927.46,2344.26
156.6117,166,15.2704,1943.31,2285.44
156.6825,167,15.4506,1934.43,2294.43
156.6634,168,15.2831,1912.06,2279.32
156.5378,169,15.2289,1953.42,2303.83
156.5637,170,15.3724,1934.33,2294.01
156.7276,171,15.1043,1903.27,2303.69
156.5331,172,15.5388,1961.07,2317.97
156.552,173,15.1516,1903.63,2218.52
156.724,174,15.4762,1955.3,2291.31
156.6184,175,15.1596,1918.47,2243.91
156.5953,176,15.4499,1932.63,2330.05
156.4583,177,15.1157,1906.18,2270.87
156.497,178,15.3007,1954.1,2289.58
156.6773,179,15.6107,1935.38,2305.29
156.5685,180,15.2017,1932.87,2332.41
156.7103,181,15.4071,1956.24,2322.26
156.5451,182,15.4152,1957.97,2324.64
156.5273,183,15.2913,1942.89,2334.51
156.5069,184,15.1545,1919.21,2308.89
156.4009,185,15.0659,1933.63,2275.03
156.5745,186,15.516,1945.27,2329.97
156.5697,187,15.0029,1925.48,2312.93
156.5143,188,15.403,1969.81,2338.47
156.653,189,15.358,1954.9,2315.91
156.677,190,15.5235,1963.98,2302.1
156.7331,191,15.318,1954.98,2329.87
156.5691,192,15.1094,1942.92,2281.37
156.5615,193,15.0618,1931.98,2326.48
156.4788,194,15.3899,1941.85,2296.38
156.4929,195,15.2092,1968.73,2333.9
156.4696,196,15.2411,1958.3,2310.17
156.6454,197,15.3531,1937.81,2296.0
156.6229,198,15.2723,1939.51,2305.58
156.534,199,15.2705,1971.66,2305.11
156.4085,200,15.0198,1927.82,2300.3
156.6035,201,14.9384,1951.13,2340.57
156.4586,202,15.0447,1947.88,2337.35
156.6185,203,15.0976,1936.62,2304.28
156.4744,204,15.0648,1966.72,2329.6
156.4677,205,15.0856,1953.56,2335.93
156.3803,206,15.0105,1945.41,2318.13
156.4834,207,15.1691,1967.29,2331.09
156.5503,208,15.1709,1950.31,2337.61
156.3488,209,15.2763,1967.41,2342.26
156.5093,210,15.0564,1954.91,2328.98
156.5475,211,15.2524,1969.04,2340.99
156.464,212,15.1926,1962.8,2328.2
156.5447,213,15.155,1964.34,2343.64
156.5222,214,15.1231,1954.75,2342.33
156.3603,215,15.1406,1960.72,2331.89
156.5081,216,15.1391,1964.76,2335.38
156.4511,217,15.2052,1952.87,2329.24
156.5344,218,15.2634,1967.1,2325.78
156.5448,219,15.0671,1956.1,2323.44
156.4051,220,15.0778,1956.86,2318.74
156.385,221,15.1289,1964.55,2333.3
156.504,222,15.0421,1959.53,2323.15
156.3477,223,15.1741,1961.96,2306.4
156.3766,224,15.2832,1963.46,2322.95
156.5156,225,15.2126,1960.04,2329.29
156.4251,226,15.3101,1966.74,2344.86
156.4584,227,15.222,1976.74,2337.06
156.3083,228,15.0956,1965.92,2349.79
156.551,229,15.2862,1962.8,2318.99
156.5431,230,15.1703,1965.63,2332.4
156.5969,231,15.2004,1962.46,2331.1
156.5039,232,15.2998,1971.81,2328.99
156.4136,233,15.3595,1964.96,2332.13
156.6183,234,15.2097,1956.76,2326.28
156.4568,235,15.194,1970.52,2323.43
156.5307,236,15.3228,1976.83,2339.08
156.3472,237,15.1858,1958.96,2329.78
156.5754,238,15.254,1994.32,2345.55
156.441,239,15.1222,1962.25,2328.12
156.4797,240,15.2892,1975.46,2332.7
156.5579,241,15.3407,1965.59,2325.85
156.5293,242,15.2263,1964.02,2312.5
156.3975,243,15.3192,1960.17,2337.4
156.5388,244,15.245,1962.93,2319.24
156.596,245,15.2297,1965.38,2333.15
156.4895,246,15.2709,1965.25,2323.5
156.3421,247,15.1403,1959.74,2334.97
156.4303,248,15.2808,1967.07,2325.04
156.4625,249,15.2647,1963.69,2335.93
156.533,250,15.0558,1953.88,2329.4
156.4435,251,15.0888,1965.38,2315.63
156.3731,252,15.2425,1975.85,2336.74
156.5055,253,15.2539,1967.73,2305.9
156.5299,254,15.1442,1953.29,2314.52
156.3521,255,15.1232,1971.71,2311.23
156.547,256,15.1188,1963.83,2312.6
156.4627,257,15.1274,1958.91,2298.87
156.5005,258,15.1517,1969.27,2338.33
156.4163,259,15.1419,1964.54,2335.79
156.4733,260,15.1818,1958.13,2321.13
156.4783,261,15.0566,1975.47,2321.14
156.6016,262,15.1431,1955.46,2305.26
156.358,263,15.1895,1957.46,2317.27
156.4985,264,15.2049,1943.39,2307.67
156.5156,265,15.3291,1963.91,2321.94
156.4203,266,15.3351,1952.61,2321.61
156.4471,267,15.3087,1976.92,2337.09
156.5213,268,15.1391,1963.93,2328.53
156.4977,269,15.1369,1954.55,2311.65
156.5464,270,15.2339,1969.79,2313.93
156.5523,271,15.0893,1958.64,2301.43
156.4666,272,15.2601,1976.83,2339.76
156.4687,273,15.2137,1963.97,2321.87
156.444,274,15.1803,1981.7,2318.14
156.3867,275,15.262,1953.19,2327.49
156.5341,276,15.1524,1978.34,2320.41
156.5912,277,15.1954,1959.56,2309.64
156.5303,278,15.1777,1966.3,2324.64
156.5301,279,15.1505,1959.61,2326.6
156.4484,280,15.4066,1988.12,2316.67
156.5201,281,15.1333,1951.01,2319.67
156.3825,282,15.1236,1968.85,2325.44
156.6174,283,15.3004,1944.36,2333.84
156.5845,284,15.2292,1979.48,2320.17
156.4444,285,15.2012,1970.41,2318.69
156.3063,286,15.232,1976.31,2331.7
156.5551,287,15.2511,1981.07,2337.65
156.5499,288,15.3251,1955.97,2330.53
156.5258,289,15.2014,1969.83,2319.61
156.4498,290,15.1676,1954.3,2323.45
156.4661,291,15.2851,1948.72,2301.3
156.4344,292,15.2956,1953.55,2341.35
156.4905,293,15.2349,1960.88,2325.89
156.6448,294,15.3097,1950.97,2331.13
156.5789,295,15.3099,1979.27,2331.12
156.4113,296,15.2825,1974.54,2341.86
156.6281,297,15.1516,1950.15,2333.36
156.494,298,15.3421,1960.77,2332.96
156.5383,299,15.2292,1964.36,2316.6
156.5444,300,15.3725,1969.08,2318.53
156.4183,301,15.2659,2007.17,2337.84
156.6213,302,15.3228,1995.64,2349.75
156.4903,303,15.2377,1985.42,2337.66
156.6184,304,15.3107,1979.68,2358.01
156.5908,305,15.2756,1969.11,2328.22
156.5894,306,15.1745,1967.25,2319.14
156.4796,307,15.3054,1977.38,2338.0
156.4759,308,15.1343,1962.1,2331.88
156.6199,309,14.4833,1958.43,2314.16
156.5356,310,15.3797,1980.36,2339.36
156.5893,311,15.4059,1980.65,2352.42
156.6296,312,15.175,1982.2,2334.0
156.5586,313,15.2032,1985.48,2335.44
156.5121,314,15.184,1992.3,2353.15
156.5187,315,15.1459,1982.33,2321.36
156.4795,316,15.2617,1988.12,2336.3
156.459,317,15.2089,1987.36,2332.52
156.6409,318,15.1715,2005.04,2355.5
156.4899,319,15.2001,1982.75,2335.89
156.4588,320,15.1941,1978.51,2341.01
156.6543,321,15.513,1992.45,2351.04
156.5458,322,15.3439,2000.8,2356.7
156.423,323,15.2404,1997.05,2346.0
156.582,324,15.2519,1982.04,2346.95
156.5606,325,15.4435,1997.79,2350.56
156.4342,326,15.3459,1997.1,2356.79
156.5841,327,15.3524,1988.91,2344.74
156.7391,328,15.4143,1970.24,2334.29
156.3839,329,15.2683,2002.25,2355.06
156.4748,330,15.3287,1984.05,2337.37
156.6395,331,15.262,1993.67,2351.39
156.5248,332,15.243,1980.84,2353.39
156.6393,333,15.2637,1990.61,2351.23
156.5923,334,15.2785,1986.02,2318.71
156.5335,335,15.43,1999.73,2368.93
156.4012,336,15.3731,1989.77,2355.51
156.735,337,15.3199,1997.03,2348.31
156.5012,338,15.3558,1985.48,2353.68
156.4306,339,15.1516,1980.82,2358.51
156.6725,340,15.2855,1987.47,2347.82
156.5382,341,15.2968,1988.01,2350.19
156.4557,342,15.2246,1982.59,2357.37
156.6071,343,15.2575,1990.73,2336.74
156.5173,344,15.3864,1988.8,2339.95
156.5307,345,15.3235,1989.52,2326.82
156.4376,346,15.2179,1963.96,2319.22
156.5999,347,15.3671,1994.35,2334.81
156.6101,348,15.1353,1950.76,2320.54
156.6224,349,15.4562,1977.37,2340.56
156.5607,350,15.1959,1982.11,2325.7
156.631,351,15.3187,1979.43,2330.49
156.6618,352,15.2892,1975.86,2326.24
156.5167,353,15.4567,1979.25,2327.92
156.4662,354,15.1542,1976.11,2313.79
156.559,355,15.267,1973.59,2336.2
156.458,356,15.2467,1983.26,2345.43
156.4762,357,15.3631,1987.03,2351.18
156.5237,358,15.3738,1986.24,2339.34
156.5045,359,15.1449,1972.52,2332.36
156.5505,360,15.2284,1983.55,2331.24
156.5221,361,15.2627,1994.21,2348.63
156.552,362,15.2659,1978.62,2340.06
156.7007,363,15.2855,1996.3,2348.46
156.44,364,15.3327,1979.06,2334.52
156.7038,365,15.1244,1972.83,2318.6
156.6686,366,15.2696,1978.72,2339.33
156.5449,367,15.2825,1995.94,2336.54
156.5685,368,15.2968,2000.0,2327.88
156.4193,369,15.167,1986.93,2336.95
156.4912,370,15.2641,1988.21,2354.01
156.558,371,15.1495,1994.55,2335.56
156.6765,372,15.0919,1983.43,2313.96
156.4245,373,15.1606,1979.49,2341.36
156.4916,374,15.168,1992.5,2332.23
156.5667,375,15.0066,1977.47,2307.13
156.4435,376,15.1144,1983.98,2342.11
156.5213,377,15.2064,2002.99,2346.98
156.58,378,15.2082,1986.53,2333.79
156.4865,379,15.2221,1995.69,2322.87
156.5601,380,15.3049,1967.26,2339.96
156.5687,381,15.2534,1993.01,2326.57
156.4089,382,15.2804,2012.6,2333.99
156.5642,383,15.0145,1983.15,2340.84
156.4375,384,15.3227,2019.11,2343.67
156.5915,385,15.1586,1976.39,2337.99
156.646,386,15.2788,2002.65,2341.64
156.5962,387,15.2505,1999.21,2334.82
156.5502,388,15.238,2005.9,2341.06
156.5857,389,15.1877,1995.97,2328.08
156.7934,390,15.3249,2001.19,2339.32
156.613,391,15.2004,1969.03,2335.53
156.5591,392,15.2714,2000.06,2336.88
156.5553,393,15.2391,2004.4,2358.39
156.6706,394,15.2108,2002.11,2345.18
156.3572,395,15.2175,1995.36,2322.34
156.5913,396,15.1096,1999.42,2357.17
156.6004,397,15.3624,2000.98,2356.79
156.6136,398,15.1149,1987.6,2347.5
156.4639,399,15.147,2008.18,2348.43
156.4154,400,15.3664,2027.52,2375.53
156.5507,401,15.2212,2013.37,2368.33
156.6187,402,15.3243,2020.1,2361.59
156.53,403,15.0315,2000.1,2345.73
156.5029,404,15.2978,2005.37,2345.74
156.3724,405,15.1879,2014.54,2344.55
156.554,406,15.1581,2027.55,2355.89
156.528,407,15.2749,2009.8,2345.26
156.6349,408,15.0904,1987.64,2324.12
156.4935,409,15.2202,2010.68,2329.57
156.4142,410,15.2155,1983.68,2315.64
156.6215,411,15.2701,2007.02,2337.78
156.4974,412,15.2576,1996.24,2332.96
156.673,413,15.4188,1995.97,2326.7
156.3979,414,15.121,1997.75,2331.07
156.6321,415,15.1998,1992.37,2344.61
156.471,416,15.1802,1997.57,2327.11
156.7259,417,14.8908,1971.0,2333.33
156.5408,418,15.1255,2006.33,2303.69
156.5782,419,15.1929,2008.19,2316.04
156.4454,420,15.1844,2000.33,2332.06
156.4849,421,15.3285,2002.64,2327.65
156.6727,422,15.1994,1981.64,2323.4
156.62,423,15.0248,2018.81,2342.43
156.6249,424,15.1992,1991.67,2325.7
156.5229,425,15.1802,1996.76,2319.33
156.5547,426,15.1586,1993.05,2346.56
156.5997,427,15.1299,1997.07,2320.31
156.4279,428,15.1973,1982.45,2320.55
156.6207,429,14.9957,2011.94,2345.67
156.5028,430,15.1691,1989.99,2334.25
156.6058,431,15.1177,1962.46,2328.64
156.6171,432,15.0451,1963.59,2294.78
156.502,433,15.189,1992.22,2287.84
156.6411,434,15.1351,1998.28,2308.65
156.6472,435,15.0449,1996.73,2319.68
156.7184,436,15.1136,1982.13,2305.44
156.6145,437,15.2242,1997.44,2342.16
156.5149,438,15.1939,1996.05,2303.16
156.5898,439,15.178,1999.09,2344.87
156.6523,440,15.2192,2006.38,2338.04
156.5306,441,15.1318,1992.02,2320.35
156.492,442,14.7857,1994.42,2323.38
156.6163,443,15.0716,1981.43,2311.56
156.4935,444,15.0644,1958.92,2278.42
156.598,445,15.0733,2000.04,2319.15
156.7348,446,15.0549,1983.43,2321.22
156.6583,447,15.0642,1998.44,2326.75
156.759,448,14.9781,1923.81,2292.67
156.6348,449,15.0158,1994.39,2298.12
156.6508,450,15.1582,1971.52,2289.99
156.6363,451,15.0914,1978.0,2299.3
156.6672,452,15.3587,2008.97,2341.62
156.6666,453,15.0349,1964.19,2317.41
156.4581,454,15.0917,1984.44,2300.64
156.4646,455,15.1673,1983.88,2319.41
156.5615,456,15.0849,1974.7,2323.73
156.7718,457,15.3069,1995.82,2345.03
156.5507,458,15.0903,1974.18,2305.88
156.7697,459,15.3084,1992.9,2330.47
156.5024,460,15.1503,1972.97,2316.86
156.6803,461,15.0493,1982.24,2320.09
156.6648,462,15.3067,2015.72,2349.03
156.5759,463,15.1018,1961.44,2325.84
156.7178,464,15.2856,1963.98,2339.98
156.5538,465,15.0779,1975.01,2333.88
156.6432,466,15.3087,1990.73,2310.18
156.5602,467,15.2207,1993.71,2317.98
156.6224,468,15.0518,1954.14,2298.67
156.766,469,14.9726,1980.51,2305.92
156.6617,470,15.0606,1996.95,2321.77
156.5823,471,15.1256,1981.09,2329.29
156.5205,472,15.2554,1997.46,2323.8
156.4987,473,15.1417,1987.25,2340.35
156.5804,474,15.1635,1969.35,2321.08
156.5984,475,15.0272,1962.12,2345.25
156.5522,476,15.0808,1990.55,2335.78
156.4947,477,15.2201,1961.25,2341.5
156.6217,478,15.1467,1975.25,2356.55
156.5746,479,15.1346,1986.35,2350.17
156.4666,480,15.0693,1994.91,2345.33
156.4443,481,15.1607,1955.21,2315.29
156.5726,482,15.1838,1966.29,2344.62
156.5021,483,15.1967,1990.25,2317.68
156.6248,484,15.0837,1934.69,2330.61
156.6775,485,15.2743,1959.44,2321.8
156.6257,486,15.2684,1995.8,2342.88
156.4825,487,15.3761,1973.26,2344.45
156.4942,488,15.1781,1976.17,2340.05
156.4513,489,15.1882,1998.74,2340.15
156.4921,490,15.2535,2005.69,2335.66
156.5444,491,15.2886,2031.04,2340.94
156.7292,492,15.2259,1991.16,2332.77
156.5924,493,15.2372,1997.91,2341.58
156.6586,494,15.1665,1946.26,2320.89
156.4883,495,15.1315,2003.92,2335.11
156.5136,496,15.3129,2005.19,2346.74
156.4686,497,15.0267,1991.94,2329.44
156.5439,498,15.0888,2002.75,2347.64
156.4891,499,15.2395,1994.89,2339.58
156.5094,500,15.1259,2000.12,2348.0
156.4957,501,15.1857,1997.92,2317.17
156.4788,502,15.209,1983.83,2358.53
156.4436,503,15.1755,2008.72,2345.4
156.5033,504,15.2174,2005.13,2329.58
156.5975,505,15.0815,1996.05,2345.39
156.575,506,15.2896,1996.36,2330.91
156.5053,507,15.1147,2006.78,2348.63
156.6441,508,15.0706,2014.44,2345.31
156.5356,509,15.0269,2006.39,2328.66
156.5141,510,15.199,2022.08,2279.02
156.5893,511,15.2744,1998.04,2355.97
156.5513,512,15.0715,1990.34,2324.05
156.5739,513,15.0707,1982.01,2337.37
156.4237,514,14.8768,1995.19,2353.99
156.5413,515,15.2658,1990.37,2346.19
156.4898,516,14.9932,2000.95,2345.73
156.6395,517,15.0273,2011.19,2343.72
156.5631,518,15.0789,2007.03,2328.9
156.6037,519,15.006,1994.43,2317.84
156.5649,520,14.9428,1992.07,2317.29
156.5014,521,15.0114,1959.2,2349.19
156.5847,522,15.1035,2022.62,2359.34
