Running Env Steps,Real Det Return,Real Sto Return,Itration,Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL
405000,2144.49,1787.73,81,81,-3141.720947265625,156.9085,16.1612
410000,2067.97,1746.55,82,82,-3201.00244140625,157.0594,15.6963
415000,2119.21,1772.0,83,83,-3241.96728515625,156.9588,15.734
420000,2068.65,1773.64,84,84,-3280.51904296875,156.895,15.512
425000,2106.28,1780.79,85,85,-3313.357177734375,156.7057,15.6992
430000,2129.99,1808.98,86,86,-3370.364013671875,156.8845,16.0555
435000,2089.1,1768.75,87,87,-3439.43115234375,157.0245,15.9097
440000,2159.26,1773.55,88,88,-3472.704833984375,157.0283,16.0501
445000,2177.39,1815.21,89,89,-3486.313720703125,157.041,15.791
450000,2157.13,1818.08,90,90,-3532.12109375,156.9119,15.6499
455000,2173.94,1827.88,91,91,-3587.298095703125,156.9662,16.2835
460000,2130.92,1807.38,92,92,-3630.826904296875,157.0867,15.8084
465000,2043.67,1756.06,93,93,-3692.99169921875,157.0195,15.6031
470000,2131.36,1798.9,94,94,-3692.9033203125,156.7108,15.7423
475000,2153.79,1808.4,95,95,-3714.14794921875,156.9236,15.7966
480000,2171.05,1808.96,96,96,-3778.6787109375,156.9825,15.7718
485000,2123.53,1784.39,97,97,-3846.42529296875,157.0143,15.4699
490000,2166.9,1812.34,98,98,-3903.868408203125,156.9883,16.1167
495000,2157.92,1821.99,99,99,-3936.3193359375,156.9079,15.7655
500000,2208.18,1860.06,100,100,-4020.9111328125,156.8382,16.0473
505000,2217.31,1873.65,101,101,-4032.04150390625,156.8791,16.1625
510000,2079.72,1782.75,102,102,-4053.843994140625,157.0867,15.6437
515000,2128.39,1819.06,103,103,-4130.72265625,157.0005,15.6643
520000,2118.89,1814.55,104,104,-4180.17724609375,156.9417,15.7685
525000,2176.96,1805.45,105,105,-4162.63623046875,156.6653,15.9858
530000,2176.83,1857.65,106,106,-4236.84130859375,156.7958,15.6922
535000,2154.94,1789.14,107,107,-4297.64892578125,157.1031,15.8035
540000,2236.85,1813.98,108,108,-4353.60888671875,156.924,16.0382
545000,2185.76,1840.57,109,109,-4406.77978515625,157.0869,15.8095
550000,2164.0,1802.16,110,110,-4449.0361328125,156.8447,15.8641
555000,2152.45,1836.69,111,111,-4495.029296875,157.0079,16.0305
560000,2152.75,1806.75,112,112,-4530.46826171875,157.0982,15.7862
565000,2145.21,1832.67,113,113,-4545.86767578125,156.8114,15.4839
570000,2202.56,1844.79,114,114,-4623.1953125,156.9047,15.7267
575000,2170.87,1828.91,115,115,-4638.18994140625,156.9686,15.6685
580000,2118.92,1776.2,116,116,-4756.978515625,156.7924,15.2722
585000,2180.93,1827.22,117,117,-4761.76416015625,156.7302,15.5315
590000,2182.3,1821.21,118,118,-4817.94384765625,156.7528,15.8425
595000,2178.35,1854.57,119,119,-4826.4873046875,156.8309,15.817
600000,2114.95,1810.77,120,120,-4933.71484375,156.8772,15.488
605000,2208.27,1835.82,121,121,-5006.7265625,156.8538,15.6982
610000,2138.77,1825.06,122,122,-5014.29443359375,156.7282,15.5825
615000,2190.17,1866.29,123,123,-5065.5908203125,156.8476,15.7965
620000,2117.86,1802.13,124,124,-5121.07958984375,156.8127,15.5009
625000,2141.71,1836.43,125,125,-5177.67578125,156.9418,15.6893
630000,2210.82,1891.72,126,126,-5201.53076171875,156.6704,15.6789
635000,2193.34,1854.61,127,127,-5234.1875,156.7564,15.986
640000,2137.05,1837.33,128,128,-5299.02392578125,156.6449,15.5288
645000,2207.69,1845.1,129,129,-5362.05517578125,156.7364,15.6451
650000,2148.55,1844.22,130,130,-5381.4931640625,156.7281,15.461
655000,2167.07,1851.36,131,131,-5485.37548828125,156.7672,15.8747
660000,2166.97,1875.18,132,132,-5559.74169921875,156.9024,15.8872
665000,2155.41,1831.19,133,133,-5587.90966796875,156.8519,15.6594
670000,2188.39,1838.78,134,134,-5641.1845703125,157.0618,15.4535
675000,2175.72,1831.9,135,135,-5643.07470703125,156.703,15.3515
680000,2168.65,1838.82,136,136,-5735.29296875,156.6899,15.3945
685000,2216.25,1860.09,137,137,-5789.9912109375,156.9153,15.6448
690000,2232.36,1871.77,138,138,-5815.7001953125,156.7415,15.8211
695000,2136.69,1834.26,139,139,-5855.87646484375,156.7329,15.3979
700000,2182.37,1828.52,140,140,-5903.9814453125,156.7693,15.6897
705000,2209.15,1847.35,141,141,-5945.0859375,156.7475,15.5412
710000,2182.22,1817.17,142,142,-6030.6328125,156.8558,15.457
715000,2209.06,1849.22,143,143,-6009.60400390625,156.9516,15.5387
720000,2177.89,1857.37,144,144,-6089.9091796875,156.7556,15.6151
725000,2212.71,1868.76,145,145,-6169.98095703125,156.9058,16.0487
730000,2157.07,1854.42,146,146,-6175.59423828125,156.6784,15.8585
735000,2205.23,1856.5,147,147,-6201.08740234375,156.751,15.2274
740000,2163.36,1836.31,148,148,-6238.6123046875,156.7023,15.1651
745000,2200.44,1832.2,149,149,-6248.36865234375,156.6495,15.2162
750000,2201.25,1839.23,150,150,-6344.7841796875,156.878,15.4201
755000,2185.71,1883.99,151,151,-6379.84326171875,156.7737,15.8816
760000,2232.39,1880.31,152,152,-6480.400390625,156.7709,15.8658
765000,2161.64,1863.0,153,153,-6561.17236328125,157.0685,15.694
770000,2192.97,1854.54,154,154,-6542.0498046875,157.0106,15.6485
775000,2277.6,1915.9,155,155,-6562.48974609375,156.6265,15.6274
780000,2181.81,1856.48,156,156,-6609.31005859375,156.6974,15.4036
785000,2208.83,1873.39,157,157,-6644.21484375,156.7053,15.5559
790000,2202.54,1852.46,158,158,-6747.83935546875,156.8425,15.6061
795000,2226.97,1872.8,159,159,-6762.52880859375,156.7169,15.5716
800000,2173.13,1873.64,160,160,-6794.60498046875,156.6768,15.4046
805000,2244.46,1879.25,161,161,-6893.6611328125,156.9022,15.7003
810000,2186.72,1824.61,162,162,-6810.724609375,156.7068,15.3179
815000,2133.43,1827.13,163,163,-6887.67333984375,156.6803,14.9769
820000,2231.33,1863.87,164,164,-6938.00927734375,156.7245,15.3902
825000,2242.83,1904.25,165,165,-7048.58544921875,156.7852,15.8898
830000,2240.97,1873.88,166,166,-7028.92529296875,156.6406,15.5537
835000,2213.78,1870.87,167,167,-7097.7978515625,156.8166,15.471
840000,2222.84,1863.47,168,168,-7150.39697265625,156.8654,15.4759
845000,2206.01,1869.64,169,169,-7219.85302734375,156.6708,15.4658
850000,2165.6,1868.04,170,170,-7243.30322265625,156.8069,15.3536
855000,2210.43,1883.0,171,171,-7272.95947265625,156.7198,15.5504
860000,2212.68,1864.23,172,172,-7386.5341796875,156.8217,15.485
865000,2186.88,1858.26,173,173,-7333.59130859375,156.7842,15.5202
870000,2222.58,1881.41,174,174,-7430.1767578125,156.819,15.5577
875000,2241.73,1872.32,175,175,-7441.8525390625,156.8361,15.5571
880000,2216.66,1872.96,176,176,-7425.19189453125,156.7095,15.2836
885000,2211.21,1891.2,177,177,-7567.46826171875,156.8179,15.5822
890000,2244.86,1915.01,178,178,-7512.51025390625,156.5303,15.5397
895000,2242.38,1889.29,179,179,-7588.3408203125,156.7247,15.5402
900000,2221.77,1899.79,180,180,-7672.5830078125,156.8244,16.1048
905000,2241.84,1890.98,181,181,-7620.609375,156.5801,15.2835
910000,2252.09,1893.94,182,182,-7660.41162109375,156.5938,15.3471
915000,2213.23,1888.36,183,183,-7740.0322265625,156.9055,15.2652
920000,2220.83,1882.41,184,184,-7754.07421875,156.8217,15.3289
925000,2152.86,1842.09,185,185,-7732.13623046875,156.7947,15.3557
930000,2241.28,1879.83,186,186,-7786.796875,156.6634,15.4957
935000,2223.14,1890.95,187,187,-7795.93017578125,156.7333,15.4804
940000,2208.29,1876.73,188,188,-7860.11279296875,156.7417,15.4205
945000,2223.24,1874.25,189,189,-7887.85791015625,156.6778,15.6556
950000,2267.1,1891.52,190,190,-7933.548828125,156.7153,15.6043
955000,2149.05,1885.33,191,191,-7916.2373046875,156.7419,15.4576
960000,2202.38,1887.81,192,192,-7925.38916015625,156.6542,15.2796
965000,2260.42,1857.41,193,193,-8040.84765625,156.746,15.4449
970000,2262.77,1911.51,194,194,-8021.3525390625,156.7328,15.493
975000,2225.83,1859.85,195,195,-7980.65234375,156.6329,15.2084
980000,2198.27,1849.63,196,196,-8006.66162109375,156.8448,15.319
985000,2224.82,1879.91,197,197,-8141.09423828125,156.7798,15.1918
990000,2262.07,1892.62,198,198,-8090.4599609375,156.5653,15.2803
995000,2220.01,1872.0,199,199,-8113.931640625,156.6558,15.2112
1000000,2220.41,1882.22,200,200,-8181.8798828125,156.6231,15.3326
1005000,2228.5,1914.13,201,201,-8163.72412109375,156.6565,15.3226
1010000,2249.53,1906.01,202,202,-8246.4892578125,156.729,15.3658
1015000,2235.48,1899.52,203,203,-8259.0390625,156.625,15.4658
1020000,2206.82,1892.19,204,204,-8282.3857421875,156.798,15.6009
1025000,2206.56,1895.4,205,205,-8318.1005859375,156.8741,15.3246
1030000,2214.3,1887.27,206,206,-8282.4287109375,156.7382,15.2858
1035000,2225.01,1890.02,207,207,-8366.50390625,156.7169,15.4428
1040000,2235.19,1887.78,208,208,-8340.5546875,156.7495,15.3263
1045000,2223.35,1881.25,209,209,-8378.6083984375,156.6552,15.2315
1050000,2182.08,1869.32,210,210,-8384.498046875,156.5618,15.2917
1055000,2222.21,1916.53,211,211,-8463.02734375,156.752,15.4495
1060000,2225.02,1902.38,212,212,-8494.6396484375,156.6647,15.3111
1065000,2211.81,1893.4,213,213,-8491.2041015625,156.765,15.3642
1070000,2214.48,1897.98,214,214,-8510.30859375,156.6255,15.3753
1075000,2219.45,1914.36,215,215,-8578.09375,156.5704,15.3326
1080000,2216.47,1904.34,216,216,-8543.259765625,156.6193,15.201
1085000,2210.23,1894.7,217,217,-8606.2587890625,156.6216,15.115
1090000,2228.56,1887.89,218,218,-8650.26953125,156.6732,15.3349
1095000,2240.02,1903.7,219,219,-8661.6435546875,156.6833,15.2676
1100000,2247.11,1921.15,220,220,-8664.4091796875,156.6608,15.1901
1105000,2232.29,1908.51,221,221,-8721.833984375,156.5877,15.3873
1110000,2257.94,1905.95,222,222,-8779.2255859375,156.6602,15.3738
1115000,2243.16,1908.11,223,223,-8751.7158203125,156.6165,15.116
1120000,2248.82,1917.9,224,224,-8777.7060546875,156.5347,15.4254
1125000,2258.63,1912.58,225,225,-8822.5703125,156.7706,15.231
1130000,2244.0,1888.43,226,226,-8858.9443359375,156.778,15.2041
1135000,2234.19,1903.34,227,227,-8899.2197265625,156.632,15.2908
1140000,2235.51,1926.1,228,228,-8901.6357421875,156.6266,15.3326
1145000,2266.9,1912.91,229,229,-8932.7216796875,156.785,15.384
1150000,2231.56,1904.54,230,230,-8981.3251953125,156.7214,15.2931
1155000,2260.58,1919.59,231,231,-9032.0478515625,156.6055,15.3227
1160000,2257.45,1920.98,232,232,-9010.45703125,156.6423,15.4048
1165000,2267.12,1926.56,233,233,-9071.1728515625,156.7033,15.4394
1170000,2245.07,1906.38,234,234,-9070.6884765625,156.7865,15.3167
1175000,2229.81,1906.07,235,235,-9018.576171875,156.8135,15.3191
1180000,2218.99,1903.49,236,236,-9116.7373046875,156.8389,15.2548
1185000,2264.32,1921.89,237,237,-9154.25,156.6381,15.4502
1190000,2284.76,1927.31,238,238,-9193.779296875,156.6378,15.4924
1195000,2268.23,1910.25,239,239,-9207.654296875,156.7309,15.4141
1200000,2233.28,1888.68,240,240,-9211.572265625,156.7007,15.3981
1205000,2227.1,1893.99,241,241,-9217.8662109375,156.6836,15.285
1210000,2270.72,1903.76,242,242,-9220.509765625,156.838,15.3021
1215000,2278.09,1895.69,243,243,-9309.7333984375,156.7892,15.586
1220000,2236.54,1889.89,244,244,-9283.3369140625,156.7359,15.4202
1225000,2235.83,1912.06,245,245,-9357.001953125,156.9078,15.3366
1230000,2225.52,1903.75,246,246,-9388.173828125,156.7466,15.3131
1235000,2286.3,1918.37,247,247,-9447.3212890625,156.782,15.4482
1240000,2236.58,1906.48,248,248,-9413.3681640625,156.7915,15.3159
1245000,2255.72,1913.75,249,249,-9465.7021484375,156.6696,15.446
1250000,2276.53,1910.79,250,250,-9503.59765625,156.677,15.3774
1255000,2257.34,1890.44,251,251,-9477.7001953125,156.728,15.1442
1260000,2222.82,1900.44,252,252,-9485.7236328125,156.7572,15.3167
1265000,2253.18,1902.54,253,253,-9518.22265625,156.743,15.4404
1270000,2231.27,1914.55,254,254,-9556.6962890625,156.652,15.3611
1275000,2265.24,1908.36,255,255,-9583.7392578125,156.6501,15.2501
1280000,2215.59,1884.49,256,256,-9600.953125,156.6283,15.2761
1285000,2254.09,1891.54,257,257,-9606.2236328125,156.7183,15.1979
1290000,2247.83,1898.09,258,258,-9637.0732421875,156.6093,15.1849
1295000,2216.06,1887.1,259,259,-9672.25390625,156.6813,15.1532
1300000,2238.51,1922.26,260,260,-9677.6376953125,156.5431,15.2214
1305000,2289.47,1946.59,261,261,-9700.7353515625,156.631,15.261
1310000,2277.63,1934.85,262,262,-9730.2109375,156.519,15.1305
1315000,2243.05,1925.09,263,263,-9750.033203125,156.7123,15.158
1320000,2249.74,1927.46,264,264,-9823.9326171875,156.4509,15.3042
1325000,2275.22,1933.17,265,265,-9788.8681640625,156.6316,15.1429
1330000,2260.52,1924.55,266,266,-9824.0302734375,156.5865,14.9959
1335000,2253.61,1887.89,267,267,-9831.49609375,156.807,15.0552
1340000,2244.49,1909.94,268,268,-9871.6552734375,156.6027,15.2321
1345000,2264.78,1928.28,269,269,-9854.857421875,156.5316,15.0666
1350000,2254.92,1907.85,270,270,-9993.8359375,156.614,15.269
1355000,2253.66,1905.69,271,271,-9941.3505859375,156.7526,15.1993
1360000,2270.65,1941.93,272,272,-9966.51171875,156.6733,15.1401
1365000,2287.56,1898.13,273,273,-10038.5029296875,156.6049,15.151
1370000,2274.85,1897.05,274,274,-10017.02734375,156.7175,15.0554
1375000,2257.95,1910.53,275,275,-10051.619140625,156.6562,14.9729
1380000,2262.45,1913.61,276,276,-10105.0390625,156.5608,14.9759
1385000,2242.19,1919.89,277,277,-10084.5439453125,156.6652,15.223
1390000,2246.06,1884.04,278,278,-10130.115234375,156.74,15.2875
1395000,2238.0,1889.18,279,279,-10137.6240234375,156.7821,15.2836
1400000,2240.66,1890.59,280,280,-10148.2490234375,156.587,15.1474
1405000,2241.0,1906.75,281,281,-10216.3876953125,156.526,15.3437
1410000,2280.41,1869.29,282,282,-10227.453125,156.6207,15.0609
1415000,2261.97,1888.07,283,283,-10289.962890625,156.5067,14.9785
1420000,2248.9,1873.94,284,284,-10265.5380859375,156.6324,14.9625
1425000,2247.59,1870.22,285,285,-10322.58203125,156.6162,15.2153
1430000,2288.69,1899.02,286,286,-10351.39453125,156.4202,15.1606
1435000,2257.93,1896.89,287,287,-10342.416015625,156.5898,15.1762
1440000,2219.98,1883.96,288,288,-10421.6533203125,156.5581,15.083
1445000,2280.06,1908.39,289,289,-10399.2421875,156.7807,14.8727
1450000,2189.55,1881.68,290,290,-10393.9814453125,156.5112,14.8789
1455000,2216.96,1864.76,291,291,-10441.9208984375,156.7008,14.9306
1460000,2271.58,1895.56,292,292,-10446.091796875,156.5481,15.0013
1465000,2250.71,1890.37,293,293,-10453.994140625,156.6471,15.1543
1470000,2254.28,1861.2,294,294,-10491.08984375,156.7397,15.3405
1475000,2246.23,1912.33,295,295,-10574.357421875,156.4689,15.025
1480000,2258.29,1882.74,296,296,-10563.1103515625,156.7434,15.1664
1485000,2272.68,1889.19,297,297,-10603.0556640625,156.7975,15.332
1490000,2251.45,1893.43,298,298,-10654.2529296875,156.706,15.1088
1495000,2230.3,1865.91,299,299,-10623.3515625,156.5295,15.1622
1500000,2256.53,1903.47,300,300,-10659.2939453125,156.6836,15.2082
1505000,2255.0,1875.44,301,301,-10739.4501953125,156.5173,15.1625
1510000,2238.23,1893.13,302,302,-10728.9951171875,156.4134,15.0896
1515000,2275.46,1897.05,303,303,-10706.119140625,156.5944,15.2259
1520000,2278.62,1900.33,304,304,-10769.8154296875,156.5053,15.1085
1525000,2308.21,1912.38,305,305,-10835.8740234375,156.563,15.0985
1530000,2246.48,1868.86,306,306,-10778.3056640625,156.4687,15.0317
1535000,2302.03,1930.41,307,307,-10845.115234375,156.4492,14.9333
1540000,2263.5,1897.72,308,308,-10863.6865234375,156.5388,15.0641
1545000,2264.14,1911.1,309,309,-10826.5361328125,156.4633,14.9698
1550000,2281.23,1930.82,310,310,-10938.5048828125,156.5717,15.2829
1555000,2271.61,1890.61,311,311,-10919.724609375,156.5766,15.1925
1560000,2250.07,1912.57,312,312,-10951.4921875,156.5958,15.2864
1565000,2267.45,1896.16,313,313,-10978.4453125,156.6838,15.1398
1570000,2271.48,1917.67,314,314,-11034.6669921875,156.4358,15.2435
1575000,2258.26,1931.2,315,315,-11088.3994140625,156.6755,15.3601
1580000,2303.71,1935.22,316,316,-11101.041015625,156.4858,15.3366
1585000,2277.11,1898.95,317,317,-11115.1298828125,156.6859,15.0908
1590000,2292.99,1918.95,318,318,-11166.25,156.6078,15.3221
1595000,2287.88,1934.3,319,319,-11150.7392578125,156.5758,15.3193
1600000,2283.64,1916.78,320,320,-11180.6796875,156.5922,15.1829
1605000,2303.43,1922.88,321,321,-11169.794921875,156.4833,15.0214
1610000,2311.2,1946.2,322,322,-11203.951171875,156.5541,15.1976
1615000,2284.77,1899.56,323,323,-11232.9130859375,156.6213,15.2556
1620000,2276.12,1906.74,324,324,-11296.66796875,156.6085,15.1812
1625000,2296.88,1908.53,325,325,-11298.8818359375,156.6238,15.3097
1630000,2277.79,1934.27,326,326,-11292.736328125,156.5194,15.1393
1635000,2288.71,1925.06,327,327,-11301.2216796875,156.475,15.1861
1640000,2285.83,1936.33,328,328,-11403.814453125,156.5814,15.3325
1645000,2287.27,1950.07,329,329,-11420.900390625,156.5454,15.2598
1650000,2268.78,1941.07,330,330,-11414.2705078125,156.5905,15.3172
1655000,2274.83,1894.02,331,331,-11430.591796875,156.5844,15.108
1660000,2272.26,1955.25,332,332,-11467.94921875,156.563,15.2881
1665000,2306.46,1934.7,333,333,-11536.765625,156.5986,15.2878
1670000,2298.83,1933.24,334,334,-11530.9521484375,156.5544,15.3278
1675000,2312.41,1928.09,335,335,-11581.5693359375,156.5325,15.3163
1680000,2273.19,1952.01,336,336,-11564.326171875,156.5658,15.3136
1685000,2265.52,1926.79,337,337,-11627.75,156.5626,15.2292
1690000,2303.55,1942.21,338,338,-11642.7421875,156.453,15.2252
1695000,2302.78,1933.37,339,339,-11657.478515625,156.4803,15.1714
1700000,2314.6,1954.9,340,340,-11713.4580078125,156.5601,15.321
1705000,2293.0,1955.81,341,341,-11720.8359375,156.5235,15.3867
1710000,2274.48,1934.32,342,342,-11755.33203125,156.5966,15.2504
1715000,2304.92,1964.71,343,343,-11790.5029296875,156.5573,15.4143
1720000,2236.96,1902.02,344,344,-11763.10546875,156.6951,15.1786
1725000,2288.06,1925.78,345,345,-11784.1845703125,156.5953,15.0395
1730000,2290.68,1944.76,346,346,-11830.89453125,156.6501,15.2156
1735000,2289.61,1962.43,347,347,-11840.271484375,156.5579,15.366
1740000,2274.56,1957.77,348,348,-11842.62890625,156.6575,15.2251
1745000,2315.43,1956.85,349,349,-11949.0234375,156.6046,15.2748
1750000,2324.18,1989.33,350,350,-11982.794921875,156.5913,15.4028
1755000,2289.96,1971.19,351,351,-12014.72265625,156.6098,15.2989
1760000,2299.77,1964.06,352,352,-12062.2802734375,156.5107,15.57
1765000,2320.75,1967.94,353,353,-12064.06640625,156.5608,15.5011
1770000,2282.12,1953.79,354,354,-12049.248046875,156.3438,15.439
1775000,2281.71,1944.51,355,355,-12059.3876953125,156.6413,15.4678
1780000,2299.69,1960.81,356,356,-12062.3056640625,156.5989,15.1903
1785000,2287.93,1943.68,357,357,-12090.361328125,156.6603,15.2481
1790000,2272.0,1980.25,358,358,-12115.369140625,156.5772,15.4338
1795000,2276.26,1981.16,359,359,-12217.9248046875,156.688,15.4455
1800000,2315.75,1967.62,360,360,-12209.6005859375,156.8282,15.7202
1805000,2339.24,1984.61,361,361,-12242.8779296875,156.6186,15.584
1810000,2276.35,1925.35,362,362,-12298.6181640625,156.6593,15.4769
1815000,2334.66,1958.75,363,363,-12332.69140625,156.5528,15.536
1820000,2297.48,1947.35,364,364,-12329.58203125,156.7149,15.5895
1825000,2307.08,1951.62,365,365,-12407.0,156.4899,15.5107
1830000,2299.2,1962.49,366,366,-12363.3955078125,156.5647,15.6911
1835000,2290.29,1941.38,367,367,-12394.796875,156.6413,15.4989
1840000,2311.89,1945.91,368,368,-12417.84375,156.6799,15.4432
1845000,2275.69,1949.38,369,369,-12401.1669921875,156.6299,15.3992
1850000,2295.45,1970.89,370,370,-12531.0234375,156.7444,16.327
1855000,2316.22,1855.08,371,371,-12485.4248046875,156.7159,15.6029
1860000,2306.36,1945.97,372,372,-12581.2666015625,156.7178,15.6432
1865000,2314.98,1963.62,373,373,-12600.63671875,156.6163,15.4837
1870000,2341.3,1971.62,374,374,-12617.4677734375,156.6734,15.5103
1875000,2343.12,1964.37,375,375,-12677.013671875,156.6444,15.5897
1880000,2327.9,1960.6,376,376,-12713.962890625,156.6607,15.6692
1885000,2326.19,1986.31,377,377,-12740.5703125,156.5469,15.5805
1890000,2288.44,1937.53,378,378,-12651.9140625,156.5646,15.5474
1895000,2334.99,1963.77,379,379,-12684.2431640625,156.6298,15.3276
1900000,2300.27,1952.26,380,380,-12733.640625,156.7191,15.4602
1905000,2279.67,1944.92,381,381,-12775.2109375,156.576,15.2732
1910000,2311.06,1949.24,382,382,-12790.8974609375,156.4273,15.417
1915000,2305.89,1960.99,383,383,-12803.1220703125,156.43,15.4289
1920000,2313.35,1985.84,384,384,-12879.90625,156.5788,15.621
1925000,2326.72,1949.36,385,385,-12960.1845703125,156.4754,15.4794
1930000,2306.01,1944.29,386,386,-12833.08203125,156.6124,15.4947
