Real Det Return,Running Update Time,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Running Env Steps
2291.84,386,1965.12,15.2313,-13957.7958984375,156.6018,386,1930000
2315.93,387,1960.08,15.1289,-13973.896484375,156.5922,387,1935000
2122.24,388,1893.63,15.0707,-13977.3896484375,156.482,388,1940000
2281.41,389,1934.7,15.084,-13988.724609375,156.5464,389,1945000
2289.7,390,1918.2,15.101,-14005.603515625,156.5417,390,1950000
2290.56,391,1936.9,15.0361,-14084.291015625,156.5437,391,1955000
2302.63,392,1964.82,15.1654,-14136.0947265625,156.488,392,1960000
2307.03,393,1930.42,15.0925,-14073.9541015625,156.4389,393,1965000
2314.99,394,1942.09,15.2809,-14132.564453125,156.4765,394,1970000
2274.25,395,1948.79,15.3424,-14122.298828125,156.4562,395,1975000
2226.41,396,1886.45,15.2304,-14146.138671875,156.4817,396,1980000
2179.85,397,1933.73,15.1958,-14131.0263671875,156.5677,397,1985000
1739.11,398,1952.2,15.1293,-14175.9560546875,156.4557,398,1990000
1915.95,399,1902.42,15.2385,-14204.2958984375,156.6267,399,1995000
1647.59,400,1928.03,15.1791,-14221.30859375,156.437,400,2000000
2268.34,401,1933.95,15.0663,-14233.890625,156.6092,401,2005000
2225.08,402,1923.28,14.9073,-14243.4287109375,156.5194,402,2010000
2062.66,403,1942.15,15.0722,-14267.0068359375,156.5426,403,2015000
2101.06,404,1901.4,15.093,-14224.4677734375,156.4863,404,2020000
1882.98,405,1900.97,15.1667,-14292.42578125,156.5138,405,2025000
2149.69,406,1947.72,14.749,-14291.322265625,156.547,406,2030000
1902.24,407,1892.86,14.9323,-14322.267578125,156.4658,407,2035000
2228.14,408,1927.32,14.9608,-14333.34765625,156.5105,408,2040000
2285.04,409,1940.19,14.9049,-14341.7392578125,156.4587,409,2045000
2109.6,410,1935.77,14.887,-14367.6279296875,156.4446,410,2050000
2048.3,411,1889.12,14.9682,-14430.138671875,156.475,411,2055000
2225.72,412,1957.3,14.8931,-14442.9560546875,156.5419,412,2060000
2273.22,413,1926.15,15.0991,-14452.4404296875,156.5602,413,2065000
2317.78,414,1948.42,15.1378,-14493.5498046875,156.522,414,2070000
2299.8,415,1906.11,15.0472,-14556.6025390625,156.5359,415,2075000
2292.04,416,1943.93,15.1533,-14563.7265625,156.547,416,2080000
2150.21,417,1877.08,14.9487,-14528.765625,156.5276,417,2085000
2286.59,418,1944.96,15.0876,-14588.4013671875,156.5145,418,2090000
2335.34,419,1926.62,15.2207,-14666.6357421875,156.5685,419,2095000
2322.97,420,1954.76,15.1729,-14654.654296875,156.5599,420,2100000
2322.12,421,1924.7,15.0405,-14670.9462890625,156.5149,421,2105000
2304.76,422,1936.67,15.2998,-14681.2060546875,156.571,422,2110000
2287.88,423,1974.08,15.1742,-14702.478515625,156.4532,423,2115000
2297.55,424,1940.21,15.2533,-14734.728515625,156.5179,424,2120000
2298.6,425,1961.24,15.1639,-14726.5244140625,156.3924,425,2125000
2318.63,426,1977.94,15.2153,-14775.1767578125,156.5163,426,2130000
2294.34,427,1963.54,15.2591,-14754.4521484375,156.5041,427,2135000
2303.47,428,1949.85,15.1554,-14733.009765625,156.4397,428,2140000
2305.72,429,1944.72,15.0636,-14778.248046875,156.5043,429,2145000
2296.23,430,1922.16,14.9268,-14740.90234375,156.3778,430,2150000
2299.68,431,1971.46,15.1383,-14775.44921875,156.3292,431,2155000
2315.76,432,1947.64,15.1569,-14813.2724609375,156.5137,432,2160000
2318.59,433,1968.36,15.0776,-14831.74609375,156.4089,433,2165000
2287.68,434,1939.74,15.0342,-14896.3583984375,156.3729,434,2170000
2293.8,435,1962.65,15.1302,-14900.15234375,156.4805,435,2175000
2295.02,436,1968.76,15.1415,-14928.9228515625,156.4643,436,2180000
2320.15,437,1960.17,14.9578,-14883.9228515625,156.4047,437,2185000
2285.63,438,1926.13,15.2023,-14929.1669921875,156.566,438,2190000
2325.82,439,1965.63,15.1191,-14966.3505859375,156.5827,439,2195000
2307.94,440,1960.09,15.288,-14956.5654296875,156.6708,440,2200000
2301.38,441,1969.29,15.1714,-15036.5126953125,156.6377,441,2205000
2315.38,442,1968.33,15.0638,-15016.7333984375,156.5715,442,2210000
2320.78,443,1975.8,15.0775,-15044.638671875,156.5445,443,2215000
2297.65,444,1940.91,15.0305,-15076.1357421875,156.5201,444,2220000
2284.95,445,1968.69,15.1527,-15050.140625,156.6052,445,2225000
2292.25,446,1958.41,15.2271,-15127.16796875,156.609,446,2230000
2297.48,447,1954.16,14.9918,-15094.8427734375,156.5802,447,2235000
2286.41,448,1937.17,15.267,-15118.751953125,156.6961,448,2240000
2275.53,449,1936.66,15.1137,-15177.4482421875,156.4379,449,2245000
2281.86,450,1949.22,15.0416,-15156.919921875,156.5058,450,2250000
2296.95,451,1969.63,15.1883,-15174.2275390625,156.5485,451,2255000
2286.07,452,1947.22,14.9848,-15129.001953125,156.6391,452,2260000
2300.78,453,1981.75,15.2545,-15189.4453125,156.4917,453,2265000
2266.18,454,1941.53,15.2066,-15207.12890625,156.6235,454,2270000
2321.21,455,1958.37,15.1203,-15220.7294921875,156.6246,455,2275000
2262.45,456,1944.36,15.1971,-15298.970703125,156.5525,456,2280000
2290.34,457,1973.66,15.2179,-15287.2216796875,156.6427,457,2285000
2299.34,458,1970.74,15.335,-15271.998046875,156.7092,458,2290000
2282.58,459,1953.03,15.1061,-15274.177734375,156.5587,459,2295000
2282.69,460,1950.28,15.1832,-15299.330078125,156.6661,460,2300000
2304.51,461,1942.05,15.2827,-15296.962890625,156.6921,461,2305000
2299.48,462,1964.85,15.1555,-15376.716796875,156.6204,462,2310000
2297.4,463,1971.2,15.1569,-15340.2939453125,156.533,463,2315000
2284.79,464,1954.91,15.1127,-15358.1240234375,156.4433,464,2320000
2301.05,465,1957.21,15.0219,-15335.9892578125,156.517,465,2325000
2294.67,466,1959.32,15.13,-15415.2705078125,156.6224,466,2330000
2240.65,467,1961.62,15.2043,-15417.626953125,156.6882,467,2335000
2260.61,468,1972.42,15.0649,-15392.65234375,156.4454,468,2340000
2270.85,469,1931.0,15.0216,-15420.08203125,156.5539,469,2345000
2266.05,470,1922.44,14.847,-15415.7783203125,156.6487,470,2350000
2297.55,471,1955.73,14.851,-15428.802734375,156.459,471,2355000
2291.57,472,1948.45,15.1753,-15518.875,156.5944,472,2360000
2292.81,473,1947.26,15.0765,-15518.6591796875,156.436,473,2365000
2297.52,474,1930.55,14.9645,-15517.423828125,156.5021,474,2370000
2307.65,475,1957.84,15.1809,-15579.49609375,156.5574,475,2375000
2300.89,476,1947.83,15.322,-15633.7392578125,156.57,476,2380000
2293.64,477,1960.34,15.126,-15606.685546875,156.5464,477,2385000
2285.9,478,1949.26,15.1768,-15596.3388671875,156.6297,478,2390000
2285.03,479,1944.4,15.0679,-15590.0625,156.4835,479,2395000
2283.75,480,1954.52,15.1007,-15639.533203125,156.5941,480,2400000
2306.03,481,1958.78,15.1954,-15709.724609375,156.5861,481,2405000
2289.3,482,1951.16,15.0956,-15663.1875,156.5134,482,2410000
2302.76,483,1944.16,15.1515,-15703.3994140625,156.4675,483,2415000
2315.66,484,1957.42,15.2335,-15698.880859375,156.4521,484,2420000
2267.52,485,1954.26,15.1382,-15715.1162109375,156.6051,485,2425000
2287.29,486,1928.17,15.1973,-15733.5380859375,156.6441,486,2430000
2309.6,487,1965.24,15.2009,-15763.1708984375,156.6673,487,2435000
2284.7,488,1942.35,15.182,-15735.2705078125,156.6084,488,2440000
2248.7,489,1954.49,15.2759,-15804.78125,156.5674,489,2445000
2267.64,490,1968.21,15.1149,-15785.67578125,156.5833,490,2450000
2283.62,491,1945.98,15.1472,-15810.890625,156.4926,491,2455000
2308.56,492,1952.1,15.0601,-15893.0302734375,156.6845,492,2460000
2258.87,493,1902.94,15.1068,-15835.048828125,156.6817,493,2465000
2306.27,494,1951.01,14.946,-15850.833984375,156.3994,494,2470000
2288.06,495,1939.36,15.0629,-15927.810546875,156.5243,495,2475000
2304.75,496,1960.46,15.1913,-15861.9638671875,156.6678,496,2480000
2289.33,497,1925.32,15.0595,-15946.8037109375,156.5173,497,2485000
2308.09,498,1953.83,15.0952,-15969.298828125,156.6558,498,2490000
2269.0,499,1945.92,15.1212,-15954.751953125,156.6106,499,2495000
2256.56,500,1978.74,15.2369,-16035.169921875,156.5258,500,2500000
2280.28,501,1942.27,14.9264,-15990.76171875,156.4776,501,2505000
2286.99,502,1934.26,15.1949,-16029.7294921875,156.4872,502,2510000
2277.67,503,1964.71,15.1015,-15983.9169921875,156.5582,503,2515000
2322.25,504,1913.89,14.9863,-16031.0517578125,156.5638,504,2520000
2319.78,505,1952.13,15.0571,-16056.4921875,156.624,505,2525000
2321.34,506,1944.11,15.295,-16163.4638671875,156.5187,506,2530000
2267.88,507,1916.97,15.1048,-16086.93359375,156.4474,507,2535000
2281.44,508,1959.2,15.1477,-16120.427734375,156.6356,508,2540000
2277.97,509,1935.35,15.1573,-16099.8310546875,156.4741,509,2545000
2291.14,510,1946.06,15.3502,-16193.91796875,156.7448,510,2550000
2316.64,511,1968.59,15.1958,-16140.0068359375,156.652,511,2555000
2257.9,512,1905.91,15.1738,-16180.3662109375,156.7153,512,2560000
2318.42,513,1971.54,15.1507,-16195.9912109375,156.5164,513,2565000
2301.17,514,1972.64,15.0512,-16217.9951171875,156.5745,514,2570000
2300.52,515,1970.68,15.1044,-16276.3046875,156.5666,515,2575000
2269.14,516,1902.13,15.325,-16256.1240234375,156.5403,516,2580000
2222.8,517,1899.26,15.122,-16258.9951171875,156.6622,517,2585000
2249.96,518,1961.24,15.2373,-16286.462890625,156.4386,518,2590000
2248.61,519,1937.28,15.1686,-16310.474609375,156.5496,519,2595000
2313.07,520,1978.26,15.3446,-16384.048828125,156.5307,520,2600000
2274.4,521,1939.6,15.2086,-16327.1328125,156.601,521,2605000
2237.64,522,1952.78,15.0623,-16340.2783203125,156.5817,522,2610000
2316.54,523,1982.24,15.4641,-16429.265625,156.5234,523,2615000
2263.72,524,1973.24,15.2375,-16410.15234375,156.5706,524,2620000
2268.2,525,1938.6,15.363,-16394.62890625,156.5499,525,2625000
2267.26,526,1937.0,15.0875,-16362.974609375,156.4851,526,2630000
2305.41,527,1933.96,15.3791,-16431.58984375,156.625,527,2635000
2298.33,528,1925.73,15.2002,-16443.205078125,156.4325,528,2640000
2243.44,529,1970.76,15.2767,-16504.927734375,156.5279,529,2645000
2259.0,530,1940.43,15.0684,-16444.98046875,156.5044,530,2650000
2264.9,531,1934.34,15.2325,-16507.572265625,156.6694,531,2655000
2293.05,532,1958.22,15.1623,-16518.77734375,156.5965,532,2660000
2294.83,533,1950.98,15.3547,-16562.48046875,156.5237,533,2665000
2278.77,534,1978.72,15.2811,-16513.939453125,156.3963,534,2670000
2278.28,535,1957.15,15.1427,-16533.263671875,156.4882,535,2675000
2304.28,536,1942.13,15.155,-16597.84375,156.4589,536,2680000
2298.34,537,1962.3,15.084,-16567.068359375,156.5076,537,2685000
2267.45,538,1935.35,15.0059,-16599.41796875,156.5498,538,2690000
2174.46,539,1960.7,14.9979,-16619.267578125,156.5018,539,2695000
2265.1,540,1934.68,15.0843,-16640.43359375,156.4773,540,2700000
2269.96,541,1962.69,15.11,-16716.7578125,156.5177,541,2705000
2319.17,542,1952.55,15.2749,-16708.34765625,156.5723,542,2710000
2282.4,543,1977.12,15.2742,-16695.56640625,156.4333,543,2715000
2213.44,544,1960.49,14.9892,-16660.3515625,156.4692,544,2720000
2281.85,545,1931.47,15.2307,-16702.34765625,156.5855,545,2725000
2303.81,546,1962.61,15.2092,-16792.658203125,156.5539,546,2730000
2244.52,547,1945.27,15.3373,-16791.14453125,156.6058,547,2735000
2294.33,548,1951.23,15.1945,-16771.443359375,156.5844,548,2740000
2226.77,549,1967.44,15.1948,-16809.970703125,156.5175,549,2745000
2250.99,550,1964.46,15.1682,-16784.46484375,156.432,550,2750000
2315.59,551,1950.32,15.1835,-16832.669921875,156.5335,551,2755000
2304.98,552,1960.12,15.1818,-16843.4296875,156.4098,552,2760000
2296.41,553,1976.66,15.3897,-16863.10546875,156.4797,553,2765000
2332.77,554,1957.5,15.1979,-16904.111328125,156.3657,554,2770000
2293.24,555,1945.63,15.3391,-16918.693359375,156.6097,555,2775000
2313.06,556,1905.66,15.1985,-16876.25,156.586,556,2780000
2347.53,557,2002.93,15.4281,-16958.396484375,156.5664,557,2785000
2315.77,558,1978.08,15.5698,-17001.556640625,156.5524,558,2790000
2317.51,559,1991.17,15.3099,-16950.84375,156.5118,559,2795000
2310.54,560,1980.39,15.0557,-16976.318359375,156.4989,560,2800000
2288.14,561,1964.23,15.1193,-16988.83203125,156.4015,561,2805000
2291.51,562,1941.65,15.3266,-17052.70703125,156.4868,562,2810000
2309.65,563,1981.75,15.0738,-17057.94140625,156.4508,563,2815000
2343.36,564,1986.02,15.4172,-17118.916015625,156.5646,564,2820000
2318.7,565,1958.89,15.2131,-17101.482421875,156.2658,565,2825000
2324.27,566,1939.79,15.2791,-17080.05859375,156.5764,566,2830000
2316.95,567,1967.48,15.2779,-17178.05859375,156.6701,567,2835000
2310.23,568,1966.03,15.3653,-17175.26953125,156.4934,568,2840000
2335.36,569,1995.43,15.391,-17179.625,156.5266,569,2845000
2310.47,570,1978.59,15.1668,-17170.552734375,156.5753,570,2850000
2318.42,571,2000.17,15.2832,-17161.25390625,156.5472,571,2855000
2336.58,572,1987.2,15.1454,-17215.41015625,156.4644,572,2860000
2332.79,573,1964.31,15.0988,-17218.779296875,156.5108,573,2865000
2343.99,574,1973.83,15.2877,-17307.84375,156.4455,574,2870000
2334.32,575,1999.46,15.3003,-17284.388671875,156.281,575,2875000
2346.01,576,1988.72,15.341,-17282.798828125,156.5898,576,2880000
2308.62,577,1986.6,15.0904,-17255.33203125,156.5206,577,2885000
2328.92,578,1967.11,15.1304,-17294.16796875,156.3704,578,2890000
2312.2,579,1972.85,15.0135,-17281.58984375,156.4487,579,2895000
2291.04,580,1967.73,15.0474,-17336.28125,156.4916,580,2900000
2285.2,581,1950.65,14.7905,-17335.4921875,156.4273,581,2905000
2319.68,582,1961.3,15.2809,-17369.783203125,156.6263,582,2910000
2307.42,583,1996.21,15.2597,-17386.6171875,156.4827,583,2915000
2309.91,584,1966.71,14.9327,-17386.51171875,156.5705,584,2920000
2304.85,585,1990.56,15.2105,-17384.974609375,156.4477,585,2925000
2334.74,586,2007.09,15.139,-17431.66796875,156.5858,586,2930000
2326.77,587,2001.32,15.1758,-17453.59765625,156.5257,587,2935000
2322.73,588,1966.61,15.1943,-17450.671875,156.5239,588,2940000
2356.94,589,2011.56,15.2546,-17480.0,156.5021,589,2945000
2327.89,590,1968.31,15.1665,-17469.3671875,156.4667,590,2950000
2305.84,591,1963.4,15.1351,-17490.0390625,156.4787,591,2955000
2328.19,592,1988.17,15.208,-17501.880859375,156.553,592,2960000
2326.64,593,1959.54,15.1143,-17513.54296875,156.4569,593,2965000
2273.81,594,1989.27,15.0847,-17531.490234375,156.274,594,2970000
2291.11,595,1957.25,14.8968,-17523.470703125,156.5719,595,2975000
2330.38,596,2000.35,15.031,-17538.859375,156.3771,596,2980000
2313.2,597,1995.27,15.302,-17546.8984375,156.4159,597,2985000
2316.78,598,1969.76,15.1662,-17597.53125,156.5011,598,2990000
2312.8,599,1995.5,15.1676,-17561.21875,156.5479,599,2995000
