Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Reward Loss
3860000,772,772,5062.89,4985.41,19.8226,35.1831,-27035.732421875
3865000,773,773,5225.66,4859.32,20.4641,35.2763,-25814.501953125
3870000,774,774,5190.33,5182.53,21.32,36.4543,-25995.71484375
3875000,775,775,5233.15,5233.01,21.0373,36.5205,-25105.6640625
3880000,776,776,5225.04,5216.88,20.3993,35.4838,-24934.65234375
3885000,777,777,5187.62,5179.35,22.3271,37.364,-25318.876953125
3890000,778,778,5287.33,5276.9,20.8426,36.6668,-24061.3125
3895000,779,779,5391.87,5339.18,20.7679,36.4394,-24499.85546875
3900000,780,780,5322.29,5268.8,20.7264,35.9108,-25856.234375
3905000,781,781,5346.75,5303.22,20.6245,35.9522,-25148.380859375
3910000,782,782,5423.31,5343.7,21.3406,36.581,-25966.544921875
3915000,783,783,5351.05,4869.49,20.592,36.6083,-25930.650390625
3920000,784,784,5378.19,5325.88,21.3314,36.9306,-25924.18359375
3925000,785,785,5343.97,5309.68,20.6479,36.0603,-25682.53515625
3930000,786,786,5379.3,5323.88,21.8553,37.1996,-26952.974609375
3935000,787,787,5332.53,5283.16,20.9045,36.0499,-27522.064453125
3940000,788,788,5417.69,5372.09,20.5024,35.937,-27571.021484375
3945000,789,789,5406.47,5358.96,20.7963,36.0595,-27363.833984375
3950000,790,790,5427.15,5324.06,20.294,36.0772,-26767.17578125
3955000,791,791,5470.36,5352.96,19.5056,35.9653,-28761.34765625
3960000,792,792,5508.36,5369.57,19.8312,35.2081,-28330.185546875
3965000,793,793,5495.51,5380.02,19.0752,35.6865,-27560.095703125
3970000,794,794,5472.6,5367.39,19.2459,36.0835,-28265.423828125
3975000,795,795,5435.39,5407.12,18.5548,35.9766,-28849.111328125
3980000,796,796,5524.97,5441.35,18.1696,34.4966,-26987.21484375
3985000,797,797,5465.85,5390.75,18.1056,34.5289,-27587.49609375
3990000,798,798,5447.34,5405.6,18.0286,33.0756,-24664.796875
3995000,799,799,5417.42,5380.17,17.7974,32.9624,-24474.322265625
4000000,800,800,5513.79,5459.6,17.2727,33.4139,-25165.2734375
4005000,801,801,5452.94,5441.34,17.6494,33.2114,-24844.341796875
4010000,802,802,5497.17,5453.88,18.3509,33.6614,-26142.7890625
4015000,803,803,5520.09,5480.69,18.1985,34.2789,-25775.302734375
4020000,804,804,5533.46,5479.28,17.2213,33.5016,-24918.279296875
4025000,805,805,5440.1,5420.32,17.6112,33.7374,-25641.63671875
4030000,806,806,5527.25,5465.5,17.8918,34.0773,-25673.90234375
4035000,807,807,5568.57,5501.33,18.4649,34.25,-25640.978515625
4040000,808,808,5520.18,5461.12,17.8073,34.2404,-24926.451171875
4045000,809,809,5500.13,5460.18,17.6717,33.5462,-24531.802734375
4050000,810,810,5458.37,5440.44,17.7368,33.6886,-24333.880859375
4055000,811,811,5579.27,5504.13,17.5489,33.7483,-25013.685546875
4060000,812,812,5530.95,5486.2,17.3993,33.7988,-24563.689453125
4065000,813,813,5503.22,5467.02,17.6,33.7348,-24884.904296875
4070000,814,814,5474.98,5439.14,17.744,33.932,-24959.3046875
4075000,815,815,5576.17,5509.99,17.9208,33.2438,-24559.119140625
4080000,816,816,5585.59,5505.65,17.4442,33.4397,-24700.998046875
4085000,817,817,5571.13,5501.46,16.7594,33.6157,-24440.169921875
4090000,818,818,5500.53,5461.84,17.3202,33.6663,-24579.82421875
4095000,819,819,5524.38,5446.91,17.2516,34.2372,-24846.5234375
4100000,820,820,5544.72,5503.53,17.6576,33.6563,-25135.521484375
4105000,821,821,5473.94,5290.66,19.1637,35.4194,-26871.90625
4110000,822,822,4899.69,4810.57,19.465,36.8652,-21505.740234375
4115000,823,823,5052.54,5103.79,18.1681,34.4828,-26880.185546875
4120000,824,824,5058.02,4995.15,16.6231,35.6589,-27808.48046875
4125000,825,825,5094.71,5055.14,17.7144,34.3557,-28066.24609375
4130000,826,826,5333.25,5299.0,17.8895,34.0674,-27675.60546875
4135000,827,827,5431.28,5340.93,17.5901,34.3355,-28639.501953125
4140000,828,828,5439.88,5347.02,16.9867,33.3071,-25912.166015625
4145000,829,829,5469.01,5371.87,17.5992,34.3674,-26771.697265625
4150000,830,830,5478.5,5353.72,17.89,35.8774,-28789.1640625
4155000,831,831,5339.04,5258.85,17.112,34.6128,-27061.54296875
4160000,832,832,5305.22,5226.08,17.8533,36.3925,-28117.47265625
4165000,833,833,5245.84,5127.64,19.3626,36.7269,-28810.58984375
4170000,834,834,5333.56,5193.53,19.9749,36.4421,-30029.248046875
4175000,835,835,5327.73,5222.88,20.2692,36.7829,-30854.591796875
4180000,836,836,5340.63,5274.69,19.2894,36.0167,-30293.326171875
4185000,837,837,5484.3,5373.07,18.9715,36.126,-28600.71875
4190000,838,838,5446.44,5365.27,16.8467,34.8896,-24652.6953125
4195000,839,839,5254.19,5081.87,18.5246,34.4162,-25251.9140625
4200000,840,840,5393.65,5352.3,18.3838,33.1284,-22536.646484375
4205000,841,841,1608.75,829.81,23.9909,40.8503,-24572.29296875
4210000,842,842,4491.31,4539.26,19.3408,36.2316,-26811.14453125
4215000,843,843,4925.76,4645.81,19.7065,37.8708,-27388.841796875
4220000,844,844,5116.56,5038.61,18.8203,36.6789,-30645.34375
4225000,845,845,5254.35,4942.94,19.0685,36.0673,-29182.2265625
4230000,846,846,5297.74,5187.28,16.3595,33.6765,-24154.376953125
4235000,847,847,5332.34,5015.92,17.4076,35.4318,-25981.841796875
4240000,848,848,5228.42,4054.03,18.8608,35.8776,-26406.869140625
4245000,849,849,4293.8,4588.77,16.5287,35.3789,-26988.95703125
4250000,850,850,5387.79,4962.91,17.5904,35.2534,-27304.962890625
4255000,851,851,5383.07,5019.63,17.2932,35.7527,-28275.783203125
4260000,852,852,5399.25,5297.88,18.4513,35.3178,-27659.23046875
4265000,853,853,5458.95,5325.04,18.6835,34.833,-27521.28125
4270000,854,854,5507.31,5381.67,17.5439,34.2593,-26122.6171875
4275000,855,855,5487.67,5369.15,17.8768,34.9336,-27813.669921875
4280000,856,856,5432.96,5252.91,17.0917,34.1319,-26757.23046875
4285000,857,857,5512.16,5366.21,17.4593,34.4885,-28321.5703125
4290000,858,858,5449.71,5332.81,17.916,34.6558,-27661.712890625
4295000,859,859,5479.49,5345.14,17.0823,34.1718,-26954.564453125
4300000,860,860,5444.81,5343.22,16.1056,33.5911,-27280.53515625
4305000,861,861,5451.45,5347.51,16.7,34.0559,-27615.384765625
4310000,862,862,5446.71,5073.9,16.4482,34.7277,-27737.1171875
4315000,863,863,5455.54,5000.76,17.2039,34.6729,-28347.962890625
4320000,864,864,5526.57,4879.85,16.7595,34.253,-28087.1171875
4325000,865,865,5521.67,5377.97,17.3756,34.6994,-28936.255859375
4330000,866,866,5395.74,4982.35,17.1768,34.0712,-29868.814453125
4335000,867,867,5428.14,5333.36,17.4524,33.8583,-29712.7421875
4340000,868,868,5431.39,4542.52,17.4053,34.4519,-29382.12890625
4345000,869,869,5396.53,5113.92,17.0393,33.376,-29773.826171875
4350000,870,870,5503.29,5392.43,21.2339,34.5349,-30701.7109375
4355000,871,871,5492.77,5347.99,17.6198,34.2007,-30123.998046875
4360000,872,872,5579.74,5406.36,16.1569,33.2712,-28927.40234375
4365000,873,873,5549.34,5397.22,17.6436,32.617,-28528.970703125
4370000,874,874,5576.12,5398.05,16.511,33.7336,-28182.0546875
4375000,875,875,5603.83,5401.88,15.946,32.8305,-28849.59765625
