Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Reward Loss
365000,73,73,4193.37,4144.63,14.094,39.5518,-1562.3416748046875
370000,74,74,4579.7,3270.88,12.6496,37.2389,-1499.13671875
375000,75,75,4142.72,4243.99,14.3605,38.5357,-1653.3082275390625
380000,76,76,4298.17,3392.0,12.7534,38.8544,-1563.7662353515625
385000,77,77,4313.08,4233.24,13.0317,39.3889,-1521.364013671875
390000,78,78,4474.6,3897.86,13.808,37.4232,-1497.3465576171875
395000,79,79,4310.72,4101.36,13.1488,38.0582,-1620.466796875
400000,80,80,4449.66,4360.94,13.4292,37.7278,-1604.4599609375
405000,81,81,4290.09,3541.96,12.906,39.4046,-1878.7154541015625
410000,82,82,4457.79,4406.68,14.1603,37.2467,-1616.0042724609375
415000,83,83,4552.97,4242.9,12.4896,36.3047,-1720.4580078125
420000,84,84,4494.2,4260.32,13.6334,38.1001,-1942.843505859375
425000,85,85,4290.06,4081.25,13.6506,37.8529,-1676.4588623046875
430000,86,86,4386.56,4362.32,15.6334,38.2992,-1679.4169921875
435000,87,87,4363.23,4340.95,13.7177,38.7612,-1713.3629150390625
440000,88,88,4455.83,4455.95,14.6719,37.5436,-1686.85888671875
445000,89,89,4379.25,4365.9,14.8117,38.5386,-1800.111083984375
450000,90,90,4445.57,4274.68,14.9848,39.1665,-1679.5120849609375
455000,91,91,4552.77,4353.11,14.7599,38.6501,-1447.804443359375
460000,92,92,4512.92,4301.01,14.4966,37.3705,-1607.9617919921875
465000,93,93,4657.11,4527.82,14.3238,38.0572,-1630.04931640625
470000,94,94,4645.75,4335.7,14.3548,37.3151,-1764.279296875
475000,95,95,4726.37,4409.58,15.5245,37.5021,-1616.024169921875
480000,96,96,4595.77,4170.36,13.2102,37.1092,-1836.61474609375
485000,97,97,4784.78,4572.93,14.2888,36.6087,-1701.6295166015625
490000,98,98,4875.58,4707.44,13.7811,35.9454,-1623.703857421875
495000,99,99,4882.91,4531.68,14.2944,35.1913,-1570.4854736328125
500000,100,100,4686.23,4638.18,14.4354,36.4065,-1633.726318359375
505000,101,101,4920.26,4764.16,14.3201,35.2151,-1553.6112060546875
510000,102,102,4452.17,4481.14,14.0738,36.2678,-1848.0753173828125
515000,103,103,4917.61,4754.88,13.5482,34.3715,-1451.147216796875
520000,104,104,4798.98,4740.36,14.3377,35.6965,-1621.6842041015625
525000,105,105,5050.36,4875.52,14.7323,35.4151,-1599.75341796875
530000,106,106,4958.07,4762.1,13.057,34.3365,-1593.760986328125
535000,107,107,4427.7,4468.44,13.7775,35.3591,-1727.74169921875
540000,108,108,4936.4,4746.43,13.6945,36.1447,-1714.5242919921875
545000,109,109,4799.18,4712.7,13.6639,35.2835,-1667.8687744140625
550000,110,110,4925.72,4566.56,13.0915,34.8364,-1560.7767333984375
555000,111,111,5034.26,4869.23,14.642,34.6109,-1578.384033203125
560000,112,112,4916.33,4828.88,12.9942,34.3957,-1639.855224609375
565000,113,113,4994.83,4859.63,14.2564,34.6099,-1676.808349609375
570000,114,114,5093.6,4852.11,12.5235,34.0522,-1649.323486328125
575000,115,115,4622.4,4635.99,12.6729,34.9418,-1757.677978515625
580000,116,116,4862.75,4705.9,15.012,37.0473,-1884.9532470703125
585000,117,117,5036.8,4836.51,13.908,34.1727,-1730.628173828125
590000,118,118,5223.71,5068.4,13.597,33.1889,-1491.064453125
595000,119,119,5019.49,4826.82,13.6202,34.3085,-1737.136962890625
600000,120,120,4893.73,4781.99,13.8013,34.8412,-1675.172119140625
605000,121,121,5071.33,4766.96,14.2578,35.8002,-1933.9957275390625
610000,122,122,5093.8,4724.96,13.1711,33.61,-1610.0797119140625
615000,123,123,5014.24,4835.2,15.8633,36.7944,-1944.1868896484375
620000,124,124,5115.32,4960.34,13.3071,33.8943,-1647.549072265625
625000,125,125,4938.18,4875.69,13.5294,34.1471,-1870.46875
630000,126,126,5207.85,5009.97,12.5232,33.8126,-1697.7930908203125
635000,127,127,4999.36,4707.94,13.4222,35.8459,-2062.8056640625
640000,128,128,5073.77,4975.87,12.8399,33.69,-1855.68017578125
645000,129,129,5250.14,4814.07,12.5019,32.8907,-1446.3690185546875
650000,130,130,5232.81,5053.1,12.5652,33.3184,-1624.125732421875
655000,131,131,5050.22,4929.59,12.6402,32.491,-1686.462646484375
660000,132,132,5030.42,5024.3,12.6189,33.6576,-1757.275634765625
665000,133,133,5304.34,4584.95,11.9648,33.9393,-1744.13720703125
670000,134,134,5190.08,5060.0,12.9909,33.167,-1687.67822265625
675000,135,135,5236.82,4831.05,12.0775,32.7375,-2032.1514892578125
680000,136,136,5043.84,4829.7,13.1319,34.7598,-1897.5159912109375
685000,137,137,5272.98,5032.15,12.6641,32.7617,-1827.1026611328125
690000,138,138,5303.63,5148.47,13.3554,32.9389,-1640.6419677734375
695000,139,139,5171.05,5047.83,13.1542,33.5646,-1897.225830078125
700000,140,140,4437.29,4865.64,11.6967,33.4374,-1957.201171875
705000,141,141,5354.7,4980.62,12.2115,31.7606,-1537.4844970703125
710000,142,142,5256.25,5082.15,13.445,33.9899,-1828.6812744140625
715000,143,143,5357.64,4754.44,12.3158,32.9971,-1979.03076171875
720000,144,144,4984.47,4859.19,13.6362,34.4733,-2246.6826171875
725000,145,145,5157.9,4913.12,12.6626,33.1084,-2134.4091796875
730000,146,146,5139.25,5042.17,13.0218,32.4649,-1766.718994140625
735000,147,147,4958.39,4825.0,14.6906,35.3847,-2296.975830078125
740000,148,148,5315.15,3820.39,14.5472,37.4568,-3881.69287109375
745000,149,149,5054.86,4875.69,13.9312,35.0456,-2148.26806640625
750000,150,150,5063.33,4812.84,13.2423,34.7239,-2354.140380859375
755000,151,151,4895.62,4643.22,15.7131,38.0156,-3022.059814453125
760000,152,152,5153.07,4958.22,14.4392,34.1515,-2216.4443359375
765000,153,153,5131.65,4859.47,14.2263,35.5934,-2294.332763671875
770000,154,154,5295.33,5120.86,13.4033,33.4895,-1927.231201171875
775000,155,155,5114.97,5008.69,14.474,33.2151,-2001.63671875
780000,156,156,5211.37,5005.8,13.916,35.1565,-2300.08251953125
785000,157,157,4891.99,4786.59,13.8359,35.9375,-2458.438232421875
790000,158,158,5113.74,4968.78,13.5759,32.7467,-2021.0667724609375
795000,159,159,5229.59,5029.16,15.0217,33.5376,-2220.01318359375
800000,160,160,4921.26,4838.35,14.3644,35.8102,-2154.73291015625
805000,161,161,5209.11,4938.13,14.766,36.1582,-2632.182861328125
810000,162,162,5077.12,4895.22,14.3592,34.9535,-2690.7841796875
815000,163,163,5345.4,5103.09,13.4509,32.865,-2132.1015625
820000,164,164,4956.6,4891.46,13.6709,34.4122,-2383.597412109375
825000,165,165,5027.56,4850.22,14.4516,34.5814,-2479.175537109375
830000,166,166,5204.89,5020.17,14.8662,32.584,-2403.01708984375
835000,167,167,4848.39,4782.53,14.5529,35.1382,-2432.633544921875
840000,168,168,5128.18,4132.51,12.9744,34.9513,-2945.636474609375
845000,169,169,5131.27,4941.25,15.7621,36.0033,-2429.881103515625
850000,170,170,2010.55,4512.7,11.8295,33.6189,-2777.927001953125
855000,171,171,5165.79,5081.74,12.4919,32.4362,-2050.08544921875
860000,172,172,5158.03,4986.9,14.2058,33.8463,-2461.072021484375
865000,173,173,5101.3,5081.59,13.065,31.628,-2209.812255859375
870000,174,174,5066.57,4817.11,15.7053,36.3166,-2872.90478515625
875000,175,175,4955.37,4124.02,13.1295,37.0663,-3139.629638671875
880000,176,176,5236.58,5100.84,13.892,32.2157,-2227.946044921875
885000,177,177,5061.27,4912.16,13.0362,33.9979,-2614.068359375
890000,178,178,5231.43,5055.34,13.1693,33.6464,-2474.3212890625
895000,179,179,2274.62,3211.33,16.9857,40.5893,-4557.10400390625
900000,180,180,3218.05,2348.47,18.3961,40.4342,-4326.7783203125
905000,181,181,4443.98,4259.06,16.4468,38.2684,-3140.161865234375
910000,182,182,3870.73,3752.17,16.1376,38.0828,-4120.25048828125
915000,183,183,4534.13,4082.49,14.1867,35.32,-3125.071044921875
920000,184,184,4527.58,4543.02,17.7416,38.2582,-3223.429931640625
925000,185,185,4803.4,4412.89,13.9709,35.3209,-3040.623779296875
930000,186,186,3852.0,4427.48,15.2192,36.0512,-3295.724609375
935000,187,187,4908.82,4717.14,13.0455,33.3664,-3172.385498046875
940000,188,188,4809.96,4729.97,14.1689,33.7813,-2671.1259765625
945000,189,189,4740.7,4614.72,12.934,34.8617,-3111.67626953125
950000,190,190,5000.33,4681.05,12.8496,34.5412,-3229.523193359375
955000,191,191,5256.14,4246.33,12.1537,33.5993,-3329.5595703125
960000,192,192,4846.6,4164.6,11.8193,32.2709,-2566.365478515625
965000,193,193,5228.06,4832.07,11.9283,31.8899,-2631.5244140625
970000,194,194,5069.37,4286.76,12.8786,33.6761,-3137.36962890625
975000,195,195,5178.31,4657.15,13.1106,33.4932,-3122.7958984375
980000,196,196,5211.07,4959.5,12.689,34.281,-3099.922607421875
985000,197,197,5107.81,4562.13,13.3636,34.9196,-3468.1748046875
990000,198,198,4989.68,4530.82,11.672,32.5322,-3220.14990234375
995000,199,199,5039.61,4825.5,12.2768,32.6741,-2886.197265625
1000000,200,200,5158.32,5074.63,13.1556,33.6603,-2891.78515625
1005000,201,201,5173.59,4925.41,13.3244,33.8583,-2882.967041015625
1010000,202,202,5269.6,5056.37,12.8195,33.1111,-2831.4560546875
1015000,203,203,5127.54,5016.41,12.6665,33.2756,-2903.220947265625
1020000,204,204,5327.59,5158.27,12.6532,32.3736,-2722.253662109375
1025000,205,205,5207.05,5046.7,12.7717,33.0937,-3004.957275390625
1030000,206,206,5182.89,4979.95,12.7797,33.2651,-2887.60498046875
1035000,207,207,5187.88,5026.39,12.7177,33.8407,-3058.7646484375
1040000,208,208,5174.13,5018.53,13.1973,34.2629,-3013.911865234375
1045000,209,209,5363.06,5167.17,12.9694,33.1553,-2646.451416015625
1050000,210,210,5372.0,5158.93,12.8534,32.982,-2741.88720703125
1055000,211,211,5277.7,5138.72,12.6466,33.6082,-2907.927490234375
1060000,212,212,5314.65,5153.76,12.7978,33.3117,-2957.694580078125
1065000,213,213,5322.78,5179.06,12.6148,32.4625,-2892.8291015625
1070000,214,214,5284.07,5183.82,12.6209,33.0891,-2912.8154296875
1075000,215,215,5275.36,5108.51,13.3356,33.6905,-3148.446044921875
1080000,216,216,5141.49,4772.07,12.566,33.8183,-3060.866943359375
1085000,217,217,5254.5,5104.84,13.5163,33.2797,-3081.89306640625
1090000,218,218,5335.48,5180.98,13.0379,33.2604,-3045.470703125
1095000,219,219,4926.9,4134.36,12.7799,34.0788,-3432.470458984375
1100000,220,220,2919.8,2685.59,20.0366,39.4336,-5426.8212890625
1105000,221,221,4102.4,4364.52,16.8925,38.2201,-4244.65380859375
1110000,222,222,3296.65,3923.91,26.5183,37.8167,-6276.02197265625
1115000,223,223,4709.86,4584.44,16.5008,36.3862,-4227.42333984375
1120000,224,224,5201.06,5051.64,14.8498,33.1897,-3079.014892578125
1125000,225,225,3540.61,3897.23,17.6915,34.9863,-4848.1923828125
1130000,226,226,4243.43,4007.36,18.4897,34.7649,-4991.93505859375
1135000,227,227,4153.11,4224.16,16.8397,37.5431,-4878.11328125
1140000,228,228,5118.19,4968.94,14.992,34.0068,-3938.194091796875
1145000,229,229,4806.18,4875.19,14.2874,32.5042,-3329.023681640625
1150000,230,230,5033.16,3059.83,13.3912,34.741,-5186.71484375
1155000,231,231,4459.47,2736.52,26.5358,38.7015,-6503.99267578125
1160000,232,232,4971.67,4838.63,15.0601,34.8316,-3945.580078125
1165000,233,233,5160.96,4964.16,15.9135,34.8953,-3868.12890625
1170000,234,234,4565.97,4524.68,15.4013,35.511,-4555.50634765625
1175000,235,235,4906.71,4822.77,16.422,34.8588,-4714.1533203125
1180000,236,236,4087.61,4558.32,14.1538,34.0767,-5218.95458984375
1185000,237,237,4834.4,4781.55,15.0296,34.9783,-4378.02001953125
1190000,238,238,5364.14,5174.92,14.456,34.6367,-4262.43359375
1195000,239,239,4664.17,4475.19,14.3684,35.5233,-3971.424072265625
1200000,240,240,4902.87,4492.68,15.2871,34.4468,-4480.2255859375
1205000,241,241,5011.92,4885.07,15.3354,36.2361,-4190.04736328125
1210000,242,242,4640.85,4564.45,15.7736,36.063,-4982.88134765625
1215000,243,243,5154.48,4984.0,15.1503,35.165,-4311.1611328125
1220000,244,244,4977.82,4189.01,14.8752,34.6339,-4707.03564453125
1225000,245,245,5200.0,4726.32,15.4405,33.3534,-4736.9189453125
1230000,246,246,5256.47,4854.84,14.0699,34.1144,-3886.323486328125
1235000,247,247,4915.89,4698.26,14.7024,34.6423,-4629.5810546875
1240000,248,248,5256.82,4353.98,15.5997,33.9866,-5123.37939453125
1245000,249,249,5092.01,4814.4,13.506,32.6661,-3623.22607421875
1250000,250,250,4880.38,4760.14,16.9967,35.5966,-4837.04052734375
1255000,251,251,4972.02,4923.45,17.0093,35.0265,-5168.90234375
1260000,252,252,4885.05,4767.59,15.0584,33.6468,-4618.22509765625
1265000,253,253,5072.66,4727.57,14.0296,34.5255,-5115.11376953125
1270000,254,254,5081.01,4789.86,13.6437,32.5138,-3960.922607421875
1275000,255,255,4433.58,4532.32,15.0097,36.5587,-4819.244140625
1280000,256,256,5125.99,4771.13,16.995,33.7712,-5054.59716796875
1285000,257,257,4976.61,4946.47,13.6515,32.5678,-4193.52685546875
1290000,258,258,5209.46,4981.27,14.7483,33.983,-4751.2578125
1295000,259,259,5233.97,5091.7,12.9962,31.3902,-3818.526611328125
1300000,260,260,4874.34,4851.22,16.6602,34.1101,-5669.2119140625
1305000,261,261,5150.46,4766.27,16.1681,35.1303,-5500.06787109375
1310000,262,262,5205.77,5063.71,12.8989,32.631,-4435.25390625
1315000,263,263,2512.32,3124.83,35.1896,38.2826,-9604.8720703125
1320000,264,264,5151.39,4867.44,12.8378,31.2737,-4327.748046875
1325000,265,265,4682.0,4609.23,14.88,34.7085,-5330.85107421875
1330000,266,266,4883.57,5150.76,14.2209,32.9239,-4187.3671875
1335000,267,267,5167.78,4973.81,13.9591,30.7265,-4308.9169921875
1340000,268,268,4851.91,4804.65,14.4949,34.5317,-5018.41162109375
1345000,269,269,4994.74,4892.9,14.2677,33.6976,-4717.62890625
1350000,270,270,5337.72,4422.86,20.5782,33.2635,-6067.7578125
1355000,271,271,5042.55,4998.57,13.987,33.7243,-4833.6904296875
1360000,272,272,4934.53,4885.49,13.6858,35.1065,-5771.3408203125
1365000,273,273,5423.02,5143.28,14.6348,32.1873,-4420.9267578125
1370000,274,274,5205.37,5124.28,14.8934,33.9999,-4590.9501953125
1375000,275,275,5129.22,5042.91,13.2742,33.1297,-4437.23388671875
1380000,276,276,5357.25,5174.3,14.5966,32.1743,-3923.042724609375
1385000,277,277,5251.48,5116.35,13.5978,30.9892,-3888.464599609375
1390000,278,278,5166.65,4829.7,13.5205,32.6405,-4269.65478515625
1395000,279,279,5328.48,4494.96,13.1444,33.3238,-4757.654296875
1400000,280,280,5405.32,5011.09,15.5761,32.4882,-5074.13818359375
1405000,281,281,5220.69,5049.58,13.7925,33.7498,-5173.607421875
1410000,282,282,5118.31,5030.26,14.7569,34.6388,-5418.85986328125
1415000,283,283,5564.02,5254.44,15.0019,32.6049,-4572.89892578125
1420000,284,284,5284.34,5053.87,17.1275,33.7909,-6035.103515625
1425000,285,285,5273.34,5191.29,13.8541,32.1841,-4363.44921875
1430000,286,286,5385.5,5242.71,13.7369,31.6586,-4692.486328125
1435000,287,287,5540.88,5306.63,13.2999,31.8796,-4073.37744140625
1440000,288,288,5319.89,5182.23,13.334,31.9051,-4614.2421875
1445000,289,289,5430.83,5307.79,13.9223,31.5077,-4581.25732421875
1450000,290,290,5521.39,5331.53,12.9793,30.8022,-4087.77099609375
1455000,291,291,5516.77,5306.65,12.7515,31.785,-4482.361328125
1460000,292,292,5374.08,5194.41,13.1978,30.9413,-4510.0908203125
1465000,293,293,5396.94,5230.06,13.4353,31.7466,-4567.28955078125
1470000,294,294,5484.84,4742.26,12.8522,31.4275,-4281.375
1475000,295,295,5412.28,5225.82,13.3795,31.9948,-4631.4384765625
1480000,296,296,5487.64,5013.69,12.9286,31.1665,-4440.0
1485000,297,297,5487.52,5045.57,12.3507,31.3885,-4374.42529296875
1490000,298,298,5564.54,3437.63,12.4299,30.8607,-4408.21337890625
1495000,299,299,5465.03,4711.8,13.983,31.4029,-5466.93701171875
1500000,300,300,5410.89,4720.76,14.1399,33.6431,-5105.33984375
1505000,301,301,4996.13,2671.03,34.9533,37.2391,-10499.6787109375
1510000,302,302,2414.21,2095.33,27.8061,40.4973,-11595.90625
1515000,303,303,4451.27,3688.08,28.9045,40.2402,-8906.5537109375
1520000,304,304,4163.1,2293.01,29.1883,40.3208,-10946.4140625
1525000,305,305,1169.52,1837.71,39.4176,41.2502,-11232.09375
1530000,306,306,2976.13,2126.99,21.2679,40.4353,-11033.3330078125
1535000,307,307,4329.61,3959.65,17.4835,37.8426,-7733.7998046875
1540000,308,308,4406.41,3709.77,17.7619,36.0186,-7130.50732421875
1545000,309,309,4514.03,4471.71,16.1959,37.6441,-6882.77880859375
1550000,310,310,5177.91,4564.04,15.1071,33.9302,-5606.25634765625
1555000,311,311,5176.07,5022.89,15.6329,33.9897,-6470.958984375
1560000,312,312,5102.23,4016.82,14.2116,32.7201,-5888.69140625
1565000,313,313,5002.09,5057.32,14.7013,32.3641,-5765.2490234375
1570000,314,314,5065.81,4812.86,16.3148,33.0337,-6893.94287109375
1575000,315,315,5021.53,4929.56,17.7557,32.1999,-7088.9521484375
1580000,316,316,4550.67,4788.93,14.2274,32.0545,-6346.51953125
1585000,317,317,5285.52,4966.24,15.1369,31.3352,-5703.3759765625
1590000,318,318,5342.11,5111.12,15.2761,32.2341,-6468.47216796875
1595000,319,319,4328.99,3833.49,16.3814,32.9517,-8209.357421875
1600000,320,320,5245.5,5103.18,15.1786,31.248,-6261.19482421875
1605000,321,321,5223.91,4263.83,14.659,31.5372,-6301.73828125
1610000,322,322,5358.39,4691.53,14.7362,31.7318,-6610.876953125
1615000,323,323,5509.61,5272.73,15.1032,31.7873,-5885.5419921875
1620000,324,324,5521.43,5236.86,13.7337,30.6312,-5386.5419921875
1625000,325,325,5539.48,5015.6,13.9925,30.8884,-5282.67578125
1630000,326,326,5490.76,5301.02,13.761,30.4082,-5456.99169921875
1635000,327,327,5484.69,5281.76,13.8394,30.8392,-5778.6201171875
1640000,328,328,5444.01,4992.33,12.9127,30.8924,-5743.4189453125
1645000,329,329,5463.45,5092.57,15.6645,31.7602,-6902.85009765625
1650000,330,330,5494.25,5262.37,16.3191,31.0395,-6924.55615234375
1655000,331,331,5467.73,5302.0,13.18,31.0641,-5982.05810546875
1660000,332,332,5487.57,5337.4,13.7428,31.0742,-5541.29296875
1665000,333,333,5520.0,5306.91,13.4226,31.2675,-6860.6328125
1670000,334,334,5533.8,5339.23,13.6945,31.0748,-6717.71337890625
1675000,335,335,5568.76,5400.94,14.8173,31.5594,-6544.37890625
1680000,336,336,5460.66,5214.67,12.9945,30.6092,-5658.578125
1685000,337,337,5481.83,5253.66,13.1087,31.4449,-5905.3046875
1690000,338,338,5440.09,5299.8,14.426,32.1806,-6187.28271484375
1695000,339,339,5469.86,5239.7,14.13,31.7444,-6278.88037109375
1700000,340,340,5487.39,5261.15,13.7169,31.6286,-6111.5634765625
1705000,341,341,5319.19,5097.79,15.1197,32.8594,-7920.5615234375
1710000,342,342,5496.76,5174.62,13.3271,31.8701,-6395.73291015625
1715000,343,343,5211.27,4958.72,14.3825,33.6227,-6541.4609375
1720000,344,344,5318.41,5195.56,13.0401,32.1908,-6364.30810546875
1725000,345,345,5468.92,5182.71,13.884,32.8072,-6307.35302734375
1730000,346,346,5357.26,5109.34,14.0002,33.3942,-7518.03076171875
1735000,347,347,5253.66,4593.07,14.6836,34.6862,-9958.576171875
1740000,348,348,5422.54,5227.82,13.2386,32.211,-6531.2978515625
1745000,349,349,5448.01,4715.31,13.2096,32.9843,-8813.287109375
1750000,350,350,5347.15,5132.06,13.4729,32.9662,-6396.84716796875
1755000,351,351,5442.44,5236.18,13.5461,32.343,-6276.83984375
1760000,352,352,5334.27,5163.85,12.8672,32.1716,-6525.1337890625
1765000,353,353,5559.64,5184.18,13.5819,32.2843,-7480.52587890625
1770000,354,354,5387.19,4892.26,13.8806,33.0377,-7296.546875
1775000,355,355,5467.63,4604.07,13.9778,32.9067,-10044.9501953125
1780000,356,356,5423.15,5242.55,12.5191,31.2843,-6357.52294921875
1785000,357,357,5580.51,5307.52,13.405,31.1181,-6242.67333984375
1790000,358,358,5621.76,5256.99,12.5889,31.2608,-6119.740234375
1795000,359,359,5442.07,3483.04,18.7161,32.5632,-11677.1884765625
1800000,360,360,5468.14,4902.25,11.9789,31.9939,-6799.0751953125
1805000,361,361,5491.66,5070.47,12.844,31.6022,-6660.11865234375
1810000,362,362,5472.69,5084.99,12.4754,31.5657,-6983.923828125
1815000,363,363,5524.19,4507.35,13.6004,31.7827,-9762.8515625
1820000,364,364,5522.54,5302.69,13.1971,31.117,-7400.84619140625
1825000,365,365,5505.22,5300.31,13.6872,30.6628,-6654.0986328125
1830000,366,366,5554.6,5262.26,13.0532,30.6423,-6555.123046875
1835000,367,367,5572.67,5347.27,13.154,31.0889,-6590.88427734375
1840000,368,368,5562.13,5318.94,13.0496,30.7447,-6348.41796875
1845000,369,369,5514.03,5169.11,13.1544,31.3311,-7387.96435546875
1850000,370,370,5532.45,5302.77,13.068,30.8534,-6594.46923828125
1855000,371,371,5339.76,5215.64,13.3606,31.3511,-7006.43505859375
1860000,372,372,5319.45,5165.0,13.7469,31.5517,-7320.67626953125
1865000,373,373,5335.35,5085.97,12.6764,31.171,-8490.576171875
1870000,374,374,5522.29,5289.27,12.9292,31.5922,-7111.17138671875
1875000,375,375,5005.79,4738.08,14.0311,33.6812,-10481.1982421875
1880000,376,376,5321.24,5117.41,13.9582,31.7459,-7417.61181640625
1885000,377,377,4699.69,4266.8,12.8703,32.7346,-9893.2880859375
1890000,378,378,3238.62,4338.88,13.031,31.3788,-9740.5185546875
1895000,379,379,5416.36,5015.05,12.773,30.9821,-6965.4267578125
1900000,380,380,5440.11,5280.74,13.3942,30.4288,-6741.79150390625
1905000,381,381,5465.8,5023.62,13.9171,32.3255,-7321.32666015625
1910000,382,382,5518.98,5367.19,13.554,30.7086,-7402.51220703125
1915000,383,383,5581.25,5337.58,12.9724,30.6955,-6534.4150390625
