Itration,Running Env Steps,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL
50,250000,50,8057.35,151.0823,-1257.94091796875,7406.86,16.5389
51,255000,51,7871.63,151.1866,-1238.311279296875,7026.45,15.7578
52,260000,52,8119.33,150.6074,-1249.4320068359375,7547.42,15.9054
53,265000,53,7991.88,151.2288,-1297.3177490234375,7423.4,15.5085
54,270000,54,8075.71,151.1709,-1306.5631103515625,7486.47,15.4008
55,275000,55,8194.82,151.0866,-1352.638427734375,7732.64,16.645
56,280000,56,7328.43,151.5129,-1345.499755859375,7015.94,15.522
57,285000,57,8286.02,151.1672,-1344.0091552734375,7615.42,16.8366
58,290000,58,8116.64,151.2248,-1374.556640625,7680.36,16.4855
59,295000,59,8361.9,150.9816,-1372.195068359375,7851.89,16.3117
60,300000,60,8376.28,150.7361,-1393.0419921875,7968.38,16.0704
61,305000,61,8202.29,150.3737,-1425.8062744140625,7852.29,17.2087
62,310000,62,8529.36,150.417,-1415.8380126953125,8036.67,16.3658
63,315000,63,8340.17,151.0544,-1473.4608154296875,7747.41,17.1435
64,320000,64,8469.18,150.6585,-1445.9613037109375,8059.52,16.7313
65,325000,65,8729.58,150.1656,-1478.188232421875,8258.96,17.0889
66,330000,66,8874.87,150.8712,-1521.801025390625,8206.88,17.4708
67,335000,67,8519.58,150.9168,-1590.10791015625,8016.79,16.7889
68,340000,68,8942.32,151.3862,-1562.380126953125,8368.23,18.1753
69,345000,69,8698.8,150.5689,-1578.7554931640625,8275.31,17.4422
70,350000,70,8829.07,150.6321,-1638.0054931640625,8304.14,17.5617
71,355000,71,8856.28,150.2679,-1585.739990234375,8371.72,17.2151
72,360000,72,9137.4,150.1029,-1566.7734375,8610.65,17.5073
73,365000,73,8939.67,149.8396,-1621.961669921875,8523.82,17.7145
74,370000,74,9228.05,150.0747,-1608.7674560546875,8733.73,17.1856
75,375000,75,8999.31,149.7226,-1679.5269775390625,8539.34,18.0005
76,380000,76,8948.92,150.2584,-1705.8265380859375,8538.84,17.266
77,385000,77,9130.77,150.3362,-1710.40576171875,8738.75,17.796
78,390000,78,8588.17,149.9735,-1651.8531494140625,8178.69,16.7429
79,395000,79,8922.11,149.8316,-1710.636474609375,8571.25,17.6838
80,400000,80,9012.34,150.0442,-1778.5755615234375,8652.23,16.2599
81,405000,81,9247.94,149.4451,-1707.346435546875,8787.94,16.9295
82,410000,82,9064.15,150.2169,-1875.0848388671875,8370.93,17.2352
83,415000,83,8694.64,150.475,-1757.3807373046875,8400.32,17.3125
84,420000,84,9251.69,149.3405,-1793.1124267578125,8815.39,17.5443
85,425000,85,9211.95,149.3936,-1841.6351318359375,8361.0,16.8253
86,430000,86,9365.94,149.5057,-1814.7105712890625,8928.5,17.0289
87,435000,87,9117.72,149.1181,-1823.8662109375,8782.3,17.1366
88,440000,88,9347.54,150.0496,-1924.005859375,8890.78,17.4575
89,445000,89,9402.72,149.3773,-1814.4134521484375,8860.99,17.512
90,450000,90,9347.76,149.6981,-1886.30322265625,8951.39,17.6066
91,455000,91,9479.05,149.5303,-1902.3309326171875,8991.63,17.3517
92,460000,92,9332.76,149.3951,-1936.7589111328125,8980.78,17.797
93,465000,93,8344.03,149.4991,-2029.9052734375,8244.17,16.9294
94,470000,94,9490.34,149.3693,-1959.9356689453125,9056.25,17.94
95,475000,95,9526.8,148.3332,-1939.3642578125,9125.43,16.6791
96,480000,96,9625.57,148.6125,-1943.2535400390625,9216.56,16.2943
97,485000,97,9583.67,149.5263,-2015.1534423828125,9077.94,17.4994
98,490000,98,8978.29,149.022,-1997.0115966796875,9014.42,17.22
99,495000,99,9835.03,148.6831,-1989.0919189453125,9270.49,17.604
100,500000,100,9370.7,148.7347,-2011.7060546875,9371.4,17.2842
101,505000,101,9194.84,149.0187,-2140.0224609375,8630.97,16.9563
102,510000,102,9699.17,148.6063,-2118.262451171875,8981.83,17.2099
103,515000,103,9613.56,148.3141,-2093.036376953125,9191.29,16.5324
104,520000,104,9419.03,148.8124,-2161.9111328125,8912.11,16.5406
105,525000,105,9644.09,148.9425,-2129.5947265625,9238.29,17.6204
106,530000,106,9427.53,148.7137,-2151.44580078125,8864.62,16.0351
107,535000,107,9748.43,148.4429,-2129.140869140625,9395.23,17.8475
108,540000,108,9725.02,148.993,-2176.446044921875,9206.35,16.0487
109,545000,109,9185.83,148.3293,-2298.474853515625,8563.08,17.5842
110,550000,110,9782.16,148.6417,-2239.61376953125,9248.44,16.6156
111,555000,111,9824.17,147.7673,-2204.91357421875,9412.84,17.5333
112,560000,112,9895.24,148.2451,-2260.63330078125,9217.04,17.2319
113,565000,113,9090.43,148.8557,-2385.24755859375,8361.09,15.3544
114,570000,114,9815.98,148.0378,-2262.670166015625,8964.52,17.9417
115,575000,115,7879.4,149.1919,-2417.982177734375,8478.83,16.2099
116,580000,116,10118.5,148.3739,-2323.972900390625,9511.68,17.9432
117,585000,117,9484.85,147.9647,-2367.855712890625,9162.66,16.4834
118,590000,118,8747.8,148.8707,-2406.821533203125,8333.38,15.9857
119,595000,119,9633.71,148.021,-2343.63232421875,9243.71,16.6304
120,600000,120,9192.95,148.2621,-2401.58349609375,9266.27,17.0975
121,605000,121,9850.5,147.6301,-2363.254638671875,9321.82,16.7946
122,610000,122,9902.62,148.2266,-2360.031494140625,9439.51,16.5937
123,615000,123,9863.25,148.2234,-2427.84130859375,9579.02,17.2401
124,620000,124,10058.7,148.1872,-2442.60546875,8744.02,17.2578
125,625000,125,9818.36,148.0329,-2484.744140625,9483.91,18.2336
126,630000,126,9928.88,148.3328,-2488.010986328125,9203.4,17.8959
127,635000,127,9908.03,147.625,-2426.158447265625,9423.25,16.7748
128,640000,128,9439.42,148.1196,-2586.849365234375,9081.12,17.2303
129,645000,129,10028.77,147.8588,-2549.690673828125,9421.79,17.134
130,650000,130,9434.57,147.8214,-2551.571533203125,8837.64,16.8426
131,655000,131,9728.56,147.858,-2583.55126953125,9297.54,17.1563
132,660000,132,9990.95,147.7864,-2573.344970703125,9824.48,17.7453
133,665000,133,9769.51,148.3525,-2678.430419921875,9450.93,17.582
134,670000,134,9957.14,147.9494,-2561.09375,9538.46,16.9596
135,675000,135,10057.64,147.5585,-2626.603271484375,9677.68,17.5386
136,680000,136,10182.83,148.1052,-2623.43212890625,9751.44,18.5155
137,685000,137,10004.11,147.8456,-2710.91650390625,9596.32,17.0986
138,690000,138,10051.94,148.7001,-2719.22412109375,9637.14,17.6688
139,695000,139,10195.54,147.454,-2686.123291015625,9719.16,17.283
140,700000,140,10009.65,146.7897,-2723.703369140625,9547.35,17.1288
141,705000,141,10380.42,146.9753,-2745.12841796875,9811.16,18.0645
142,710000,142,9954.51,148.0952,-2797.60302734375,9520.97,18.4706
143,715000,143,10133.95,147.7296,-2751.748046875,9665.84,18.4715
144,720000,144,9910.96,147.5044,-2790.58447265625,9455.61,17.1304
145,725000,145,10087.48,148.2449,-2905.88818359375,9684.12,17.4409
146,730000,146,10288.86,147.1347,-2852.45654296875,9793.17,18.51
147,735000,147,10299.95,148.0764,-2862.169189453125,9777.44,17.9457
148,740000,148,10467.74,147.681,-2823.795654296875,9993.58,18.8938
149,745000,149,10335.73,146.5732,-2859.706298828125,9943.59,18.1171
150,750000,150,10518.34,147.8795,-2945.3505859375,9968.44,18.4643
151,755000,151,10192.15,147.5693,-2953.511474609375,9785.08,18.3212
152,760000,152,10269.82,147.6928,-2886.198974609375,9845.45,18.5929
153,765000,153,10173.12,147.3023,-2935.920654296875,9776.24,18.3251
154,770000,154,9894.36,147.1375,-2950.3486328125,9786.31,18.3373
155,775000,155,10478.31,147.6383,-2981.703857421875,10041.84,18.8838
156,780000,156,10283.84,147.1513,-3035.27001953125,9879.68,16.4089
157,785000,157,10427.98,147.2516,-3066.9462890625,9941.92,18.0054
158,790000,158,10267.79,147.8936,-3047.32373046875,9764.71,18.503
159,795000,159,10332.62,146.645,-3028.1826171875,10156.53,18.8709
160,800000,160,10215.74,146.5234,-3065.77294921875,9898.86,17.801
161,805000,161,10316.72,147.4247,-3166.278564453125,9623.31,17.9008
162,810000,162,10439.89,147.1805,-3111.80029296875,9866.67,17.8228
163,815000,163,10644.95,147.3455,-3105.943359375,10171.48,18.5868
164,820000,164,10467.02,146.9766,-3225.987060546875,9632.58,19.7278
165,825000,165,10525.59,146.7817,-3139.819091796875,10031.25,17.7917
166,830000,166,9746.36,147.8794,-3269.575439453125,10113.57,19.2286
167,835000,167,10371.43,146.8317,-3341.51416015625,9839.64,18.2186
168,840000,168,10615.08,146.8144,-3206.99951171875,10220.86,18.72
169,845000,169,10453.76,147.3556,-3201.5615234375,9921.87,19.2309
170,850000,170,10499.97,146.9111,-3362.6005859375,10123.33,18.5094
171,855000,171,10591.99,146.9524,-3338.749755859375,10101.41,17.9809
172,860000,172,10721.7,146.1738,-3308.9169921875,10231.08,19.1156
173,865000,173,10573.88,147.4585,-3423.799560546875,10191.36,18.4651
174,870000,174,10641.82,147.5756,-3415.2412109375,10234.41,18.6563
175,875000,175,10701.41,146.967,-3387.777099609375,10302.79,19.4248
176,880000,176,10591.72,146.5961,-3423.13818359375,10058.42,17.9153
177,885000,177,10713.29,146.2602,-3417.90625,10228.61,17.9784
178,890000,178,10405.2,146.1777,-3617.89404296875,9986.5,17.6765
179,895000,179,10773.73,146.3281,-3450.784423828125,10326.32,18.6422
180,900000,180,10768.12,147.1319,-3534.38720703125,10334.64,19.4046
181,905000,181,10526.16,146.8518,-3648.796875,10058.75,18.0342
182,910000,182,10712.35,146.6072,-3482.54296875,10270.29,18.6229
183,915000,183,10653.87,146.8702,-3585.72998046875,9931.93,18.4283
184,920000,184,10691.68,145.6141,-3490.679443359375,10330.37,18.5116
185,925000,185,10304.61,146.9056,-3595.63232421875,9851.98,17.6623
186,930000,186,10448.38,145.9453,-3697.570068359375,10064.34,17.8622
187,935000,187,10702.6,146.849,-3696.612060546875,10222.81,19.5022
188,940000,188,10800.46,147.1244,-3757.464599609375,10295.98,18.6987
189,945000,189,10784.9,146.4005,-3642.388427734375,10220.89,19.0772
190,950000,190,10527.74,145.9616,-3653.205322265625,10204.76,18.657
191,955000,191,10921.77,147.6011,-3636.1591796875,10517.48,18.8329
192,960000,192,10623.22,145.9435,-3687.185302734375,10253.11,18.2767
193,965000,193,11094.46,147.21,-3782.67333984375,10545.64,19.4447
194,970000,194,10958.3,146.7577,-3817.78662109375,10109.15,18.2277
195,975000,195,10949.0,145.5344,-3865.3251953125,10551.76,19.0879
196,980000,196,11024.4,147.5389,-3923.361083984375,10463.27,18.5772
197,985000,197,10745.51,146.5601,-3863.090087890625,10263.94,17.7471
198,990000,198,10496.09,146.5955,-3933.766357421875,10262.69,17.4949
199,995000,199,10586.15,147.3582,-4107.87109375,10235.92,18.0368
200,1000000,200,10743.2,146.8547,-4055.795654296875,10314.82,17.463
201,1005000,201,10891.42,145.3855,-4070.775390625,10341.89,17.6436
202,1010000,202,10771.29,146.1336,-4082.0146484375,10304.64,17.7343
203,1015000,203,10851.23,146.009,-4027.26220703125,10480.38,17.7944
204,1020000,204,10994.82,145.5784,-4113.03955078125,10444.96,17.8724
205,1025000,205,10778.26,146.4334,-4175.27978515625,10397.92,18.0699
206,1030000,206,10957.49,146.3704,-4152.49755859375,10318.61,18.203
207,1035000,207,10897.65,145.9109,-4172.17724609375,10510.93,17.8452
208,1040000,208,10569.42,146.5992,-4283.72412109375,9187.8,17.2917
209,1045000,209,10893.89,146.1082,-4220.404296875,10470.51,18.2166
210,1050000,210,10822.06,144.6251,-4224.076171875,10348.78,16.8704
211,1055000,211,11018.99,145.6539,-4229.8798828125,10232.38,18.6965
212,1060000,212,11070.23,145.2666,-4237.3408203125,10608.94,17.8706
213,1065000,213,10973.92,145.1991,-4343.39697265625,10212.09,18.2689
214,1070000,214,10870.75,146.1126,-4276.2939453125,10500.69,17.5807
215,1075000,215,10866.81,146.1147,-4329.0166015625,10446.84,18.2011
216,1080000,216,10944.2,145.2608,-4345.38623046875,10247.49,17.4768
217,1085000,217,10804.73,145.3301,-4498.24609375,10104.23,17.4341
218,1090000,218,10991.89,146.0793,-4474.1806640625,10210.2,17.6416
219,1095000,219,10996.87,145.2928,-4451.66015625,10149.9,17.2397
220,1100000,220,11030.25,145.1124,-4473.36767578125,10190.89,17.8918
221,1105000,221,10636.72,145.0165,-4524.466796875,10276.54,17.4284
222,1110000,222,10936.28,145.4306,-4579.4072265625,10488.1,18.355
223,1115000,223,11080.09,145.625,-4551.08251953125,10380.46,17.6821
224,1120000,224,10761.71,145.7758,-4648.8330078125,10318.25,17.5705
225,1125000,225,10885.76,144.8703,-4593.97119140625,9941.64,17.9264
226,1130000,226,10976.39,145.2723,-4616.16845703125,10610.1,18.0171
227,1135000,227,11170.08,144.9016,-4669.50048828125,10420.88,17.6524
228,1140000,228,11164.57,145.335,-4663.49169921875,10629.39,17.9406
229,1145000,229,11048.92,146.4418,-4758.71484375,10613.85,18.4151
230,1150000,230,11084.04,145.4463,-4724.724609375,10622.03,17.2931
231,1155000,231,10812.41,145.8405,-4858.48095703125,10643.15,16.7104
232,1160000,232,10423.99,145.1541,-4897.31982421875,10163.83,16.4745
233,1165000,233,11092.9,145.6845,-4822.0517578125,10449.4,17.8145
234,1170000,234,10666.18,145.9764,-4960.44482421875,10009.55,17.6434
235,1175000,235,10973.37,145.4159,-4974.34619140625,10319.24,18.5272
236,1180000,236,10685.59,144.3051,-4860.57763671875,10612.9,17.5913
237,1185000,237,11306.83,145.6861,-4896.35546875,10495.63,17.9268
238,1190000,238,10977.36,145.6193,-4924.92578125,10693.27,18.1666
239,1195000,239,11187.91,145.6112,-4915.044921875,10712.78,17.9793
240,1200000,240,11150.28,145.6056,-4867.36083984375,10631.52,18.6961
241,1205000,241,11391.09,145.7374,-4975.2021484375,10858.98,18.7593
242,1210000,242,11060.81,145.6705,-5112.34716796875,10640.53,17.8511
243,1215000,243,11303.14,146.1659,-5117.2919921875,10696.95,18.5442
244,1220000,244,11321.66,146.0918,-5071.4599609375,10853.32,18.7404
245,1225000,245,11199.93,144.663,-5177.72509765625,10427.03,17.6374
246,1230000,246,10926.55,144.1939,-5275.47119140625,10083.15,16.5368
247,1235000,247,11107.57,144.7257,-5243.34228515625,10135.23,17.3229
248,1240000,248,11123.72,145.4672,-5270.02001953125,10654.75,18.1239
249,1245000,249,11259.34,145.0529,-5355.376953125,10576.72,18.0682
250,1250000,250,10984.41,145.1154,-5253.23193359375,10678.14,18.4718
251,1255000,251,10946.81,144.2214,-5292.3623046875,10060.46,17.0588
252,1260000,252,11101.58,143.5305,-5217.96533203125,10237.07,17.105
253,1265000,253,11344.83,144.08,-5207.9560546875,10264.62,17.8014
254,1270000,254,11287.32,144.4952,-5297.4853515625,10814.91,17.6518
255,1275000,255,10799.04,145.4057,-5321.095703125,10432.22,17.6669
256,1280000,256,11329.86,144.2335,-5370.505859375,10475.41,16.5778
257,1285000,257,11403.68,145.5151,-5281.0810546875,10884.61,18.111
258,1290000,258,11407.1,145.0079,-5281.8603515625,10704.86,17.9926
259,1295000,259,11259.74,144.3387,-5416.7646484375,10165.03,16.6649
260,1300000,260,11081.35,144.6022,-5423.8564453125,10648.64,16.5165
261,1305000,261,10962.09,145.1964,-5698.56298828125,10102.74,16.6057
262,1310000,262,11135.99,145.6278,-5700.88525390625,9957.21,16.7541
263,1315000,263,11166.65,143.1048,-5663.27880859375,10392.02,16.9247
264,1320000,264,11351.97,144.6908,-5591.876953125,10754.91,16.9771
265,1325000,265,11321.89,145.2707,-5662.87353515625,10341.2,17.6797
266,1330000,266,11194.97,145.1174,-5656.5927734375,10233.87,17.0367
267,1335000,267,11143.29,144.6913,-5748.83251953125,10168.51,17.3875
268,1340000,268,10972.9,144.6428,-5784.6640625,9994.18,16.793
269,1345000,269,11310.4,144.4278,-5741.92138671875,10779.23,17.333
270,1350000,270,11131.48,144.7878,-5779.34814453125,10360.3,17.2366
271,1355000,271,10728.63,144.367,-5801.65576171875,10222.8,17.3096
272,1360000,272,11218.26,143.8434,-5855.61279296875,10697.76,17.1095
273,1365000,273,11376.9,144.6168,-5963.6396484375,10847.95,18.0279
274,1370000,274,9479.53,143.4356,-5917.82421875,9946.03,15.9678
275,1375000,275,11088.73,144.8421,-6029.29736328125,10652.45,16.9649
276,1380000,276,11266.93,144.2259,-5922.6787109375,10736.06,17.8169
277,1385000,277,11268.87,143.2765,-5784.49755859375,10766.17,17.2949
278,1390000,278,11378.29,143.4217,-5953.03662109375,10529.24,17.4346
279,1395000,279,10736.98,144.4286,-5970.306640625,9977.1,17.1875
280,1400000,280,11418.64,144.025,-5849.6015625,10907.01,18.0698
281,1405000,281,11227.78,143.7154,-5920.19970703125,10818.05,17.0969
282,1410000,282,11404.78,144.3826,-6187.28125,10304.19,16.6398
283,1415000,283,11373.89,143.3962,-6141.91064453125,10276.27,16.8158
284,1420000,284,10025.67,144.1971,-6207.4794921875,9252.22,17.5084
285,1425000,285,11051.17,143.8263,-6032.50537109375,10731.73,17.3285
286,1430000,286,11417.88,144.6874,-6204.43603515625,10927.64,18.2014
287,1435000,287,10786.64,144.2124,-6243.794921875,10121.31,15.9081
288,1440000,288,11389.71,143.7467,-6180.1630859375,10690.45,17.2721
289,1445000,289,10505.49,144.7858,-6479.1005859375,8944.93,14.7156
290,1450000,290,10878.77,143.6088,-6262.54150390625,10407.57,16.3113
291,1455000,291,11437.62,144.1592,-6302.17822265625,10708.93,17.9258
292,1460000,292,11051.6,142.8537,-6197.5400390625,10842.78,18.2909
293,1465000,293,10708.75,143.3138,-6474.4267578125,8898.17,15.7289
294,1470000,294,10278.76,143.6102,-6498.64892578125,10708.86,15.5856
295,1475000,295,10548.45,144.2598,-6554.18896484375,9823.2,16.353
296,1480000,296,11480.43,144.2633,-6409.1298828125,10859.88,17.054
297,1485000,297,11293.79,143.0206,-6273.99267578125,10831.74,16.7361
298,1490000,298,11535.53,145.6065,-6482.8974609375,10443.13,17.1407
299,1495000,299,11370.29,142.7176,-6445.47509765625,10240.23,17.3518
300,1500000,300,11316.6,142.3537,-6481.68896484375,10649.7,16.2433
301,1505000,301,11393.77,143.1824,-6479.18603515625,10600.58,17.295
302,1510000,302,11574.68,142.7182,-6344.72509765625,10676.8,18.2504
303,1515000,303,11432.43,142.1008,-6550.5263671875,10862.97,16.3508
304,1520000,304,11477.56,144.0828,-6517.99853515625,10835.74,17.9319
305,1525000,305,11172.43,143.6453,-6593.857421875,10698.83,17.7126
306,1530000,306,11249.0,145.1066,-6882.603515625,8606.12,16.5435
307,1535000,307,11465.53,143.3285,-6565.16552734375,10481.53,17.772
308,1540000,308,11661.92,143.1795,-6440.89013671875,10540.24,18.0977
309,1545000,309,11134.37,143.5141,-6609.25830078125,10942.25,18.2436
310,1550000,310,11418.68,144.0643,-6691.8056640625,10845.62,17.5226
311,1555000,311,11100.59,143.2695,-6473.435546875,11100.86,18.5039
312,1560000,312,11370.84,144.0815,-6749.74072265625,10453.05,18.3211
313,1565000,313,11083.49,142.5092,-6527.1171875,10746.36,18.6781
314,1570000,314,11608.93,143.2669,-6651.40478515625,11056.19,18.5462
315,1575000,315,11342.6,142.5959,-6774.63916015625,10224.17,16.7285
316,1580000,316,11523.83,143.4586,-6722.84375,10575.62,18.326
317,1585000,317,10334.87,144.0542,-6756.9990234375,10844.49,17.4104
318,1590000,318,11506.69,143.6668,-6663.10595703125,10580.61,18.3721
319,1595000,319,11431.0,143.8702,-6639.06396484375,11122.52,19.0865
320,1600000,320,11004.32,143.7138,-6893.7470703125,10657.79,18.4507
321,1605000,321,11441.35,142.6686,-6933.18359375,10814.24,16.9213
322,1610000,322,11630.88,142.3514,-6958.298828125,10666.89,17.0568
323,1615000,323,11133.61,143.0817,-6845.03369140625,10497.84,18.0054
324,1620000,324,11447.61,143.7541,-6770.27490234375,10968.48,17.754
325,1625000,325,10908.39,144.0214,-6906.30517578125,10995.59,16.978
326,1630000,326,11246.5,143.863,-6870.1513671875,10641.35,17.9411
327,1635000,327,11629.36,144.4256,-6954.546875,11000.37,18.0018
328,1640000,328,11465.29,142.3664,-6987.04736328125,11003.26,17.7612
329,1645000,329,11418.67,144.647,-6925.97998046875,10704.14,17.8578
330,1650000,330,11369.37,144.3262,-7134.77490234375,11029.72,17.1636
331,1655000,331,11154.73,142.9846,-6772.6474609375,10443.32,18.3425
332,1660000,332,11344.26,143.4034,-7035.970703125,10536.62,17.0776
333,1665000,333,11234.6,143.9419,-7101.52197265625,10734.66,17.966
334,1670000,334,9664.3,143.0878,-7016.2236328125,10600.91,18.0393
335,1675000,335,11247.76,144.2808,-7135.52197265625,10526.8,18.9619
336,1680000,336,11110.12,143.3292,-6955.5048828125,10595.55,17.1643
337,1685000,337,10874.03,143.2299,-7167.98291015625,10471.61,18.216
338,1690000,338,11386.49,143.0939,-7151.49462890625,10549.95,18.847
339,1695000,339,10772.16,144.4042,-7177.6416015625,10669.75,18.5753
340,1700000,340,10672.71,143.5375,-7158.1611328125,10717.12,16.3275
341,1705000,341,11136.01,142.1299,-7172.73828125,10569.04,17.2445
342,1710000,342,11418.89,143.8916,-7204.07177734375,10345.31,17.6675
343,1715000,343,10207.2,145.6592,-7139.6162109375,10335.01,17.4968
344,1720000,344,11467.92,143.2798,-7186.08837890625,10988.9,18.2916
345,1725000,345,11508.83,144.2647,-7275.2412109375,10810.82,19.384
346,1730000,346,10766.05,144.2798,-7217.7548828125,10416.8,18.5098
347,1735000,347,11626.99,144.3293,-7324.00048828125,11161.48,19.3945
348,1740000,348,11490.76,143.2476,-7160.65673828125,10692.67,18.9961
349,1745000,349,11203.63,143.441,-7213.85693359375,10824.75,19.1571
350,1750000,350,11376.19,142.5286,-7266.2314453125,10872.72,19.0534
351,1755000,351,10884.97,143.7236,-7473.82861328125,11023.58,18.2227
352,1760000,352,11578.18,142.8989,-7396.875,11032.49,18.6468
353,1765000,353,11471.64,142.0669,-7412.91845703125,10946.84,18.4992
354,1770000,354,11297.9,143.9994,-7522.59228515625,10176.25,18.5849
355,1775000,355,10915.56,143.4261,-7308.6943359375,10708.52,18.7994
356,1780000,356,11435.16,144.2779,-7506.4375,10884.99,19.1513
357,1785000,357,11175.05,143.0629,-7395.26025390625,10654.72,18.169
358,1790000,358,11307.43,142.8252,-7459.1181640625,10954.56,17.8224
359,1795000,359,11699.75,144.3304,-7577.54345703125,11119.08,18.8215
360,1800000,360,11581.72,142.5539,-7458.9404296875,10624.82,18.9907
361,1805000,361,11621.05,143.4063,-7537.51318359375,11185.45,18.951
362,1810000,362,11218.36,143.947,-7524.05810546875,11020.32,18.6633
363,1815000,363,11742.6,141.8066,-7349.18310546875,11012.64,18.4372
364,1820000,364,11445.78,142.2368,-7437.1748046875,10781.42,18.4129
365,1825000,365,11609.84,142.3508,-7357.5400390625,10655.81,17.7383
366,1830000,366,11035.94,141.6918,-7584.4306640625,10677.65,17.3166
367,1835000,367,11436.96,142.9383,-7569.6318359375,10681.74,19.3647
368,1840000,368,11688.62,142.976,-7610.53759765625,11189.06,18.6157
369,1845000,369,11265.83,143.0092,-7490.0654296875,11000.51,18.0862
370,1850000,370,11574.16,143.4874,-7715.11474609375,11155.38,19.1389
371,1855000,371,11535.66,143.7657,-7551.7392578125,10984.21,17.8788
372,1860000,372,11304.62,142.399,-7461.8427734375,10286.45,17.2607
373,1865000,373,10998.59,144.0119,-7711.8271484375,10947.49,19.37
374,1870000,374,11607.38,143.2546,-7668.93408203125,10628.96,18.3284
375,1875000,375,11289.63,144.278,-7702.53076171875,10925.35,19.0803
376,1880000,376,10667.8,143.9648,-7809.5859375,10488.0,18.65
377,1885000,377,10717.25,144.2547,-7780.396484375,10331.16,17.6956
378,1890000,378,11427.82,144.4172,-7852.03857421875,10266.34,18.5399
379,1895000,379,10678.67,144.7153,-7725.0390625,10509.88,18.5531
380,1900000,380,10807.06,143.3742,-7742.10791015625,10609.09,18.3292
381,1905000,381,11445.83,144.5568,-7969.884765625,10827.76,18.1906
382,1910000,382,10816.54,144.3255,-7947.71484375,10550.28,16.8177
