Running Forward KL,Running Reverse KL,Itration,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps
156.9258,15.7392,63,-2441.380859375,63,2145.15,1764.24,315000
156.9035,15.4029,64,-2469.26611328125,64,2034.25,1738.32,320000
156.7244,15.2935,65,-2518.6474609375,65,2062.84,1736.84,325000
156.8427,15.7392,66,-2535.236083984375,66,2138.3,1785.12,330000
156.9683,16.1587,67,-2590.456298828125,67,2153.52,1825.87,335000
156.992,15.5594,68,-2624.382080078125,68,2179.17,1779.76,340000
156.6771,15.8626,69,-2665.232421875,69,2124.3,1799.06,345000
156.659,15.6713,70,-2695.689208984375,70,2106.92,1771.01,350000
156.8377,15.624,71,-2765.862060546875,71,2146.61,1800.9,355000
156.8132,15.7443,72,-2775.665771484375,72,2150.5,1767.21,360000
156.7372,15.2623,73,-2811.9892578125,73,2097.5,1750.01,365000
157.0034,15.9767,74,-2876.642333984375,74,2137.6,1794.97,370000
157.0497,15.5919,75,-2921.491943359375,75,2117.87,1759.0,375000
156.7616,15.3109,76,-2925.246337890625,76,2095.45,1770.92,380000
156.9964,15.3937,77,-2972.18310546875,77,2095.34,1763.04,385000
156.696,15.3156,78,-3036.064208984375,78,2177.48,1797.0,390000
156.8298,15.6156,79,-3080.103759765625,79,2174.53,1823.46,395000
156.6783,15.9235,80,-3103.036376953125,80,2187.12,1824.17,400000
156.8376,16.0722,81,-3158.135986328125,81,2176.91,1824.06,405000
156.9496,16.0926,82,-3210.373291015625,82,2155.27,1812.96,410000
156.8725,15.8133,83,-3245.24755859375,83,2164.17,1827.1,415000
156.8353,15.5775,84,-3295.873291015625,84,2119.4,1814.1,420000
156.785,15.3308,85,-3332.533447265625,85,2206.78,1792.56,425000
156.7218,15.5023,86,-3368.718994140625,86,2183.89,1828.14,430000
156.6631,15.5488,87,-3401.273193359375,87,2209.69,1858.72,435000
156.7619,15.4608,88,-3431.717041015625,88,2180.62,1818.71,440000
156.6619,15.3519,89,-3466.747802734375,89,2137.74,1809.62,445000
156.7262,15.2046,90,-3493.849853515625,90,2137.76,1801.15,450000
156.7303,15.6225,91,-3589.157470703125,91,2218.94,1822.79,455000
156.8479,15.5019,92,-3607.6298828125,92,2216.54,1821.22,460000
156.8337,15.3377,93,-3663.916259765625,93,2148.36,1821.6,465000
156.5806,15.5205,94,-3694.390869140625,94,2187.4,1834.79,470000
156.8626,15.3584,95,-3727.0751953125,95,2157.36,1825.82,475000
156.8064,15.5128,96,-3796.041015625,96,2207.43,1843.19,480000
156.6241,15.1978,97,-3833.976806640625,97,2115.19,1786.26,485000
156.5738,15.6686,98,-3862.131591796875,98,2153.03,1808.99,490000
156.806,15.3648,99,-3890.0283203125,99,2141.97,1813.49,495000
156.6501,15.3036,100,-3961.888671875,100,2194.57,1839.37,500000
156.8653,15.4,101,-4000.723388671875,101,2194.34,1818.24,505000
156.7199,15.2603,102,-4044.506591796875,102,2209.13,1828.01,510000
156.7042,15.4832,103,-4090.76123046875,103,2245.11,1883.69,515000
156.8751,15.4815,104,-4154.119140625,104,2152.78,1822.48,520000
156.7304,15.5919,105,-4204.13720703125,105,2192.05,1828.55,525000
156.5638,15.4514,106,-4213.0087890625,106,2191.44,1857.42,530000
156.659,15.3526,107,-4260.08203125,107,2180.29,1816.42,535000
156.6186,15.8579,108,-4341.79345703125,108,2225.38,1866.45,540000
156.7204,15.5425,109,-4404.1416015625,109,2219.38,1874.82,545000
156.7744,15.296,110,-4413.4189453125,110,2215.33,1842.05,550000
156.8448,15.4506,111,-4477.43505859375,111,2213.84,1855.42,555000
156.8193,15.4125,112,-4530.5498046875,112,2120.23,1805.08,560000
156.7262,15.6445,113,-4579.44140625,113,2242.3,1872.69,565000
156.8591,15.4268,114,-4610.50390625,114,2219.97,1834.51,570000
156.7927,15.3674,115,-4671.39404296875,115,2203.28,1831.34,575000
156.7004,15.1163,116,-4686.35009765625,116,2216.83,1849.05,580000
156.7526,15.385,117,-4758.99365234375,117,2139.64,1827.17,585000
156.6472,15.3778,118,-4804.62451171875,118,2192.38,1841.16,590000
156.6181,15.3453,119,-4864.6953125,119,2222.1,1876.22,595000
156.606,14.9291,120,-4856.759765625,120,2185.55,1833.04,600000
156.8514,15.4714,121,-4975.69677734375,121,2216.51,1862.73,605000
156.722,15.5051,122,-5014.89599609375,122,2208.43,1861.39,610000
156.585,15.2189,123,-5046.68896484375,123,2226.72,1842.44,615000
156.791,15.3769,124,-5098.7353515625,124,2209.07,1853.54,620000
156.8139,15.4782,125,-5182.56591796875,125,2233.62,1866.56,625000
156.6844,15.045,126,-5183.9296875,126,2166.5,1842.4,630000
156.5184,15.1479,127,-5228.8447265625,127,2232.43,1875.89,635000
156.6614,15.2294,128,-5293.64208984375,128,2216.61,1857.44,640000
156.5691,15.0731,129,-5337.94873046875,129,2197.51,1867.08,645000
156.6527,15.3578,130,-5374.11572265625,130,2226.83,1901.44,650000
156.56,15.0333,131,-5374.89111328125,131,2231.44,1849.55,655000
156.7625,15.0797,132,-5509.17578125,132,2206.1,1839.26,660000
156.6099,15.4162,133,-5521.47412109375,133,2220.17,1877.84,665000
156.6631,15.2498,134,-5609.6845703125,134,2242.01,1866.11,670000
156.636,15.0759,135,-5644.05419921875,135,2247.56,1840.27,675000
156.7478,15.3565,136,-5668.8232421875,136,2227.42,1887.09,680000
156.6012,15.0213,137,-5742.0478515625,137,2199.37,1861.18,685000
156.8525,15.15,138,-5787.9951171875,138,2233.2,1854.27,690000
156.6328,15.1864,139,-5777.24072265625,139,2251.89,1912.16,695000
156.7049,15.0667,140,-5911.7900390625,140,2210.42,1833.3,700000
156.8194,15.5635,141,-5966.0810546875,141,2229.13,1880.14,705000
156.5419,14.7195,142,-5932.8623046875,142,2232.61,1849.76,710000
156.5906,15.2457,143,-5983.59228515625,143,2205.96,1871.08,715000
156.5869,15.2366,144,-6013.7265625,144,2238.93,1894.29,720000
156.7209,15.0336,145,-6086.119140625,145,2163.56,1836.12,725000
156.8128,15.0637,146,-6156.74609375,146,2166.23,1837.35,730000
156.8342,15.3111,147,-6202.859375,147,2219.29,1857.76,735000
156.7467,15.2191,148,-6278.92529296875,148,2233.31,1892.81,740000
156.7921,15.4108,149,-6288.10791015625,149,2244.36,1881.26,745000
156.5362,15.1522,150,-6337.11328125,150,2258.98,1876.09,750000
156.5257,15.1191,151,-6350.28271484375,151,2269.64,1875.44,755000
156.3772,14.8398,152,-6399.55078125,152,2146.36,1828.62,760000
156.7567,14.9706,153,-6481.150390625,153,2195.97,1824.84,765000
156.6655,15.0311,154,-6515.9970703125,154,2219.51,1864.22,770000
156.5201,15.293,155,-6541.06689453125,155,2241.93,1914.44,775000
156.591,15.0877,156,-6534.310546875,156,2222.47,1878.93,780000
156.7363,15.4334,157,-6682.46533203125,157,2237.37,1878.69,785000
156.4691,15.1961,158,-6649.57421875,158,2257.73,1903.04,790000
156.5539,15.1408,159,-6676.75439453125,159,2270.71,1887.4,795000
156.5993,15.0197,160,-6754.95654296875,160,2242.12,1885.34,800000
156.5187,15.259,161,-6816.46875,161,2258.54,1885.7,805000
156.6479,14.9143,162,-6850.880859375,162,2225.64,1876.58,810000
156.6394,15.2578,163,-6901.5556640625,163,2261.5,1920.99,815000
156.6333,15.1692,164,-6952.67822265625,164,2201.29,1867.89,820000
156.5657,15.3049,165,-7021.63427734375,165,2196.65,1874.29,825000
156.5166,14.9353,166,-6983.1142578125,166,2243.5,1874.68,830000
156.6133,14.9786,167,-7071.80419921875,167,2152.12,1822.35,835000
156.6428,14.9406,168,-7101.23486328125,168,2237.91,1885.9,840000
156.7742,15.4399,169,-7131.28955078125,169,2285.86,1906.08,845000
156.5495,15.2996,170,-7214.7861328125,170,2277.08,1899.48,850000
156.6667,15.1329,171,-7238.74609375,171,2248.37,1901.26,855000
156.6704,15.215,172,-7266.94189453125,172,2251.24,1878.98,860000
156.5662,15.5254,173,-7331.15771484375,173,2313.72,1942.86,865000
156.547,14.8105,174,-7361.96142578125,174,2256.19,1899.33,870000
156.7941,15.1949,175,-7396.595703125,175,2227.99,1885.51,875000
156.5911,15.297,176,-7379.79443359375,176,2237.07,1890.37,880000
156.5419,15.2863,177,-7483.25048828125,177,2268.6,1913.61,885000
156.7342,15.0526,178,-7505.4384765625,178,2248.38,1893.21,890000
156.6317,14.7509,179,-7556.51318359375,179,2260.19,1856.04,895000
156.8597,14.9789,180,-7572.2470703125,180,2207.65,1882.38,900000
156.7079,15.1193,181,-7615.1669921875,181,2229.79,1887.11,905000
156.5718,15.2859,182,-7619.216796875,182,2276.81,1930.59,910000
156.6154,15.0757,183,-7669.67578125,183,2249.4,1902.55,915000
156.4113,14.8247,184,-7696.38916015625,184,2264.44,1851.82,920000
156.4296,15.3504,185,-7766.59912109375,185,2287.24,1935.77,925000
156.7895,15.0214,186,-7751.44482421875,186,2210.85,1866.13,930000
156.6467,15.0818,187,-7775.58154296875,187,2285.42,1910.4,935000
156.6915,15.2026,188,-7845.18359375,188,2267.23,1921.73,940000
156.6063,14.8093,189,-7844.5126953125,189,2260.45,1899.18,945000
156.6203,15.151,190,-7887.09326171875,190,2302.46,1915.74,950000
156.4643,15.0056,191,-7856.810546875,191,2282.13,1889.57,955000
156.5466,15.2493,192,-7930.19677734375,192,2284.78,1921.59,960000
156.6379,15.2727,193,-8008.43408203125,193,2308.24,1943.96,965000
156.6266,15.0585,194,-8002.1259765625,194,2261.53,1906.51,970000
156.5764,14.8848,195,-8042.5146484375,195,2295.78,1878.71,975000
156.6521,15.162,196,-8040.09228515625,196,2263.49,1900.09,980000
156.5093,14.7656,197,-8096.04150390625,197,2221.31,1867.85,985000
156.6527,15.285,198,-8150.1123046875,198,2280.63,1914.7,990000
156.4507,14.7031,199,-8100.83984375,199,2254.21,1860.03,995000
156.6537,14.9684,200,-8103.41845703125,200,2262.48,1934.64,1000000
156.4059,14.9999,201,-8183.44580078125,201,2257.6,1931.94,1005000
156.5198,15.1109,202,-8183.794921875,202,2264.51,1943.03,1010000
156.4345,14.9751,203,-8228.607421875,203,2269.5,1932.71,1015000
156.4448,15.0469,204,-8245.3779296875,204,2282.84,1926.35,1020000
156.4274,14.9408,205,-8240.3720703125,205,2248.04,1928.61,1025000
156.573,14.98,206,-8310.349609375,206,2258.75,1937.88,1030000
156.4885,14.9364,207,-8308.81640625,207,2275.42,1936.94,1035000
156.4158,15.0191,208,-8321.2314453125,208,2270.61,1933.9,1040000
156.4568,14.8792,209,-8373.990234375,209,2280.79,1935.24,1045000
156.4463,15.111,210,-8424.90625,210,2270.6,1930.45,1050000
156.524,14.9644,211,-8468.689453125,211,2299.03,1943.26,1055000
156.4808,15.0719,212,-8481.453125,212,2279.66,1931.19,1060000
156.5191,14.7642,213,-8509.5078125,213,2241.29,1922.26,1065000
156.4557,14.9939,214,-8522.4736328125,214,2283.86,1919.13,1070000
156.268,14.9172,215,-8524.8427734375,215,2269.6,1928.09,1075000
156.4823,14.9215,216,-8607.908203125,216,2261.27,1937.94,1080000
156.475,14.8893,217,-8624.720703125,217,2279.64,1950.67,1085000
156.451,14.8205,218,-8615.75390625,218,2265.97,1916.7,1090000
156.5926,14.823,219,-8638.7529296875,219,2274.64,1914.28,1095000
156.6384,15.1125,220,-8689.94140625,220,2289.44,1927.63,1100000
156.5817,14.9921,221,-8718.7744140625,221,2272.9,1931.98,1105000
156.4703,14.9796,222,-8729.1005859375,222,2272.21,1935.14,1110000
156.52,14.824,223,-8729.591796875,223,2235.94,1907.99,1115000
156.5096,14.9545,224,-8778.6396484375,224,2267.03,1942.55,1120000
156.4173,14.9677,225,-8815.9169921875,225,2277.14,1939.19,1125000
156.6783,14.9489,226,-8841.85546875,226,2264.29,1929.09,1130000
156.5375,15.0605,227,-8888.087890625,227,2281.77,1940.79,1135000
156.5373,14.9966,228,-8879.712890625,228,2301.14,1923.43,1140000
156.5652,14.873,229,-8898.8525390625,229,2297.28,1931.08,1145000
156.4599,15.0979,230,-8982.2099609375,230,2286.28,1937.96,1150000
156.5577,14.9,231,-8982.90234375,231,2275.79,1936.55,1155000
156.5563,14.883,232,-9014.3779296875,232,2293.23,1926.0,1160000
156.4151,15.092,233,-9006.927734375,233,2275.47,1905.77,1165000
156.4781,14.9541,234,-9049.14453125,234,2284.5,1934.46,1170000
156.4339,15.0755,235,-9122.0966796875,235,2294.48,1937.24,1175000
156.6252,15.1249,236,-9122.25,236,2306.02,1942.3,1180000
156.4685,15.0382,237,-9119.2734375,237,2288.56,1926.2,1185000
156.618,15.0029,238,-9168.998046875,238,2303.03,1927.35,1190000
156.5996,15.0363,239,-9159.208984375,239,2282.71,1925.81,1195000
156.5333,15.1801,240,-9229.732421875,240,2300.98,1940.91,1200000
156.5452,14.9484,241,-9231.48046875,241,2285.37,1925.52,1205000
156.6991,15.0945,242,-9260.5224609375,242,2301.18,1928.39,1210000
156.5859,14.9958,243,-9279.9140625,243,2265.64,1921.01,1215000
156.4379,15.0681,244,-9290.4375,244,2305.95,1922.35,1220000
156.4791,15.0955,245,-9351.1650390625,245,2315.07,1932.9,1225000
156.587,15.1649,246,-9401.2841796875,246,2316.31,1927.73,1230000
156.4639,15.0162,247,-9421.5263671875,247,2305.48,1914.8,1235000
156.5457,15.1516,248,-9407.806640625,248,2311.03,1929.18,1240000
156.5694,15.084,249,-9425.3154296875,249,2289.48,1920.1,1245000
156.396,15.126,250,-9448.8232421875,250,2301.39,1927.4,1250000
156.3583,15.0666,251,-9474.5263671875,251,2292.54,1934.85,1255000
156.5995,15.2132,252,-9538.423828125,252,2288.62,1906.46,1260000
156.5106,15.1243,253,-9587.8291015625,253,2299.39,1924.7,1265000
156.5547,15.2015,254,-9574.4990234375,254,2303.92,1924.04,1270000
156.533,15.0874,255,-9633.0263671875,255,2291.01,1921.6,1275000
156.5442,14.9452,256,-9640.21875,256,2293.1,1931.91,1280000
156.552,15.2384,257,-9683.80859375,257,2296.94,1930.67,1285000
156.4784,14.9719,258,-9687.01171875,258,2276.29,1907.31,1290000
156.5933,14.9711,259,-9744.37109375,259,2261.59,1908.46,1295000
156.556,15.0866,260,-9771.6123046875,260,2257.82,1911.21,1300000
156.7353,14.9234,261,-9754.5732421875,261,2277.79,1894.73,1305000
156.3868,15.1568,262,-9779.0361328125,262,2314.23,1909.79,1310000
156.5708,15.0575,263,-9839.326171875,263,2297.4,1928.53,1315000
156.4961,15.0293,264,-9819.4404296875,264,2274.27,1917.56,1320000
156.6053,15.3262,265,-9912.7939453125,265,2302.13,1946.41,1325000
156.5435,15.0999,266,-9889.5927734375,266,2299.28,1934.72,1330000
156.4554,15.0562,267,-9881.328125,267,2297.97,1919.75,1335000
156.4793,15.0702,268,-9957.732421875,268,2301.91,1919.3,1340000
156.4534,15.1971,269,-9974.5205078125,269,2296.86,1948.91,1345000
156.5651,15.2656,270,-10029.2529296875,270,2293.42,1930.32,1350000
156.5432,15.0714,271,-10024.5107421875,271,2315.91,1940.28,1355000
156.6707,14.9499,272,-10054.0966796875,272,2277.16,1924.82,1360000
156.5005,15.0604,273,-10103.373046875,273,2301.12,1938.84,1365000
156.4158,15.1575,274,-10138.7919921875,274,2288.38,1937.56,1370000
156.5036,14.913,275,-10123.916015625,275,2307.3,1942.57,1375000
156.5512,15.0446,276,-10157.9033203125,276,2280.03,1921.26,1380000
156.3794,14.9985,277,-10190.90625,277,2291.94,1938.51,1385000
156.4633,15.1784,278,-10220.248046875,278,2286.0,1937.48,1390000
156.5628,15.1239,279,-10245.3447265625,279,2288.22,1945.66,1395000
156.6306,15.1969,280,-10274.62109375,280,2305.05,1913.68,1400000
156.5568,15.2509,281,-10261.2392578125,281,2305.2,1951.53,1405000
156.3577,15.0375,282,-10269.220703125,282,2285.3,1897.76,1410000
156.5308,15.1093,283,-10304.4013671875,283,2291.67,1939.88,1415000
156.5788,14.9916,284,-10325.9736328125,284,2294.19,1920.05,1420000
156.559,15.0846,285,-10373.1513671875,285,2291.76,1931.13,1425000
156.4929,15.1091,286,-10373.14453125,286,2304.7,1936.4,1430000
156.5049,15.1383,287,-10431.2109375,287,2325.88,1941.28,1435000
156.4157,15.1196,288,-10445.3154296875,288,2298.65,1945.34,1440000
156.477,15.2065,289,-10490.4873046875,289,2311.29,1963.68,1445000
156.6291,15.0374,290,-10480.24609375,290,2315.44,1947.58,1450000
156.5019,15.0251,291,-10481.1025390625,291,2309.68,1952.89,1455000
156.5642,15.207,292,-10553.767578125,292,2303.15,1951.54,1460000
156.537,15.0751,293,-10585.2607421875,293,2295.23,1904.79,1465000
156.4474,15.0721,294,-10618.3046875,294,2302.33,1946.18,1470000
156.4682,15.1294,295,-10653.2861328125,295,2274.22,1936.15,1475000
156.538,14.9994,296,-10672.8056640625,296,2314.98,1936.99,1480000
156.4111,15.1495,297,-10693.5546875,297,2321.63,1953.11,1485000
156.5661,15.0289,298,-10688.91015625,298,2279.44,1932.23,1490000
156.4273,15.1335,299,-10778.31640625,299,2312.34,1952.12,1495000
156.6012,14.9612,300,-10753.5244140625,300,2296.24,1892.0,1500000
156.4992,14.9756,301,-10849.5263671875,301,2307.86,1922.58,1505000
156.6401,15.1441,302,-10765.6455078125,302,2275.65,1906.95,1510000
156.4979,15.043,303,-10803.1103515625,303,2311.92,1903.67,1515000
156.6278,14.9739,304,-10858.39453125,304,2294.5,1915.06,1520000
156.386,15.0113,305,-10874.6201171875,305,2284.14,1938.94,1525000
156.5193,15.2474,306,-10920.7314453125,306,2318.53,1936.98,1530000
156.5991,15.0767,307,-10917.0244140625,307,2294.32,1922.08,1535000
156.5509,15.1725,308,-10976.93359375,308,2311.2,1955.32,1540000
156.6839,15.1115,309,-10962.908203125,309,2295.86,1948.08,1545000
156.5545,15.2312,310,-11017.5556640625,310,2324.0,1954.71,1550000
156.3944,15.1194,311,-11045.5205078125,311,2310.89,1958.5,1555000
156.487,15.1613,312,-11076.142578125,312,2313.16,1937.24,1560000
156.4721,15.0744,313,-11109.6943359375,313,2310.83,1928.04,1565000
156.4948,15.0383,314,-11095.6357421875,314,2292.5,1928.2,1570000
156.5578,15.0959,315,-11127.3271484375,315,2325.16,1955.69,1575000
156.6856,15.1203,316,-11149.0146484375,316,2326.07,1954.21,1580000
156.5934,15.0724,317,-11178.5166015625,317,2324.65,1946.99,1585000
156.5264,15.0091,318,-11180.4013671875,318,2332.52,1960.27,1590000
156.5252,15.0365,319,-11249.2080078125,319,2303.79,1925.85,1595000
156.6539,15.1639,320,-11279.5126953125,320,2318.11,1942.04,1600000
156.4684,15.2336,321,-11317.49609375,321,2330.69,1943.44,1605000
156.4451,15.0483,322,-11323.2861328125,322,2293.44,1935.48,1610000
156.5977,15.1404,323,-11359.6865234375,323,2345.46,1944.02,1615000
156.6431,15.1252,324,-11387.0263671875,324,2324.71,1957.7,1620000
156.5797,15.1883,325,-11418.685546875,325,2316.68,1946.21,1625000
156.5882,15.1163,326,-11435.7822265625,326,2331.45,1957.13,1630000
156.632,15.0681,327,-11463.9453125,327,2327.67,1940.97,1635000
156.5544,14.9968,328,-11460.2470703125,328,2334.68,1943.58,1640000
156.5878,15.074,329,-11504.0224609375,329,2319.97,1917.02,1645000
156.4966,15.1025,330,-11525.060546875,330,2331.09,1945.05,1650000
156.5648,15.0673,331,-11511.255859375,331,2319.9,1942.19,1655000
156.6743,14.98,332,-11601.162109375,332,2271.75,1919.79,1660000
156.5592,14.629,333,-11534.3818359375,333,2102.47,1779.04,1665000
156.6913,15.1549,334,-11643.1484375,334,2259.66,1913.73,1670000
156.6003,15.1779,335,-11651.8056640625,335,2271.07,1906.27,1675000
156.6257,15.0412,336,-11697.72265625,336,2272.72,1874.63,1680000
156.5668,14.9666,337,-11748.19140625,337,2270.6,1890.95,1685000
156.5121,15.0731,338,-11754.80078125,338,2278.45,1882.84,1690000
156.6931,15.0244,339,-11728.3623046875,339,2232.33,1844.14,1695000
156.423,15.1813,340,-11793.8056640625,340,2294.39,1902.23,1700000
156.5152,14.9472,341,-11829.416015625,341,2268.52,1868.78,1705000
156.6355,14.9262,342,-11858.255859375,342,2260.34,1867.71,1710000
156.4709,15.0469,343,-11900.05078125,343,2271.69,1856.54,1715000
156.6377,14.9036,344,-11899.8974609375,344,2244.4,1833.6,1720000
156.6065,15.0579,345,-12006.509765625,345,2291.18,1842.71,1725000
156.5655,15.0218,346,-12018.4521484375,346,2275.45,1823.37,1730000
156.5563,15.1012,347,-12035.47265625,347,2277.59,1852.98,1735000
156.5504,14.894,348,-12029.6103515625,348,2294.21,1839.13,1740000
156.5739,14.8801,349,-12048.7802734375,349,2259.37,1832.5,1745000
156.5974,14.7581,350,-12061.0029296875,350,2263.65,1832.03,1750000
156.3893,14.921,351,-12154.298828125,351,2288.17,1867.9,1755000
156.4412,14.8609,352,-12114.396484375,352,2276.07,1834.43,1760000
156.4434,14.8744,353,-12197.0224609375,353,2302.9,1867.74,1765000
156.5145,14.7535,354,-12193.0068359375,354,2271.04,1863.03,1770000
156.557,14.627,355,-12228.4169921875,355,2298.54,1868.67,1775000
156.6448,14.8077,356,-12254.798828125,356,2291.75,1880.21,1780000
156.5523,14.8144,357,-12321.05078125,357,2273.02,1865.58,1785000
156.4315,14.9037,358,-12326.5341796875,358,2306.88,1885.72,1790000
156.6434,14.7413,359,-12380.54296875,359,2266.73,1855.76,1795000
156.641,14.8021,360,-12366.1220703125,360,2285.36,1879.46,1800000
156.5744,14.9402,361,-12401.416015625,361,2297.46,1862.67,1805000
156.5531,14.8613,362,-12427.8662109375,362,2267.8,1855.7,1810000
157.521,13.6414,363,-11286.1328125,363,-167.58,164.48,1815000
156.6632,14.7899,364,-12445.94140625,364,2249.07,1830.93,1820000
156.7403,15.0325,365,-12552.318359375,365,2250.42,1868.61,1825000
156.6123,14.8204,366,-12577.5419921875,366,2309.16,1895.43,1830000
156.565,15.1641,367,-12650.6875,367,2327.38,1939.39,1835000
156.6472,14.8531,368,-12650.154296875,368,2307.99,1910.14,1840000
156.6169,14.9589,369,-12690.6455078125,369,2287.98,1887.4,1845000
156.4868,14.762,370,-12662.2763671875,370,2274.26,1865.91,1850000
156.5402,14.5909,371,-12646.4921875,371,2174.79,1700.11,1855000
156.4187,14.7624,372,-12590.7099609375,372,1867.22,1749.16,1860000
156.5149,14.8508,373,-12685.61328125,373,2283.81,1889.9,1865000
156.5685,14.6235,374,-12690.822265625,374,2282.42,1872.62,1870000
156.6199,14.847,375,-12721.8603515625,375,2293.62,1885.95,1875000
156.5418,14.6219,376,-12798.2685546875,376,2283.6,1906.12,1880000
156.6757,14.7009,377,-12841.1845703125,377,2296.26,1887.58,1885000
156.5655,14.7945,378,-12802.90234375,378,2150.44,1876.79,1890000
156.3717,14.9647,379,-12883.6826171875,379,2337.84,1957.97,1895000
156.5203,14.7268,380,-12891.9013671875,380,-163.98,1849.36,1900000
156.4503,14.9298,381,-12899.560546875,381,2319.72,1944.73,1905000
156.4337,14.8732,382,-12953.8515625,382,2301.74,1953.01,1910000
156.3801,14.7485,383,-12995.3154296875,383,2292.74,1906.46,1915000
156.7286,14.8867,384,-12998.72265625,384,2304.37,1923.2,1920000
156.5186,14.88,385,-13020.3232421875,385,2295.07,1934.49,1925000
