Real Det Return,Real Sto Return,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Running Update Time
2102.13,1753.61,-7903.8564453125,157.087,16.2915,205000,41,41
2118.75,1706.92,-8147.10986328125,157.0733,15.9526,210000,42,42
2080.37,1714.01,-8362.38671875,157.1543,16.157,215000,43,43
2117.26,1764.69,-8482.0771484375,157.0477,16.2652,220000,44,44
2074.81,1738.54,-8676.7880859375,156.8877,15.945,225000,45,45
2084.06,1741.96,-8884.5732421875,157.1473,16.3266,230000,46,46
2048.25,1737.1,-9055.66796875,156.9809,15.9978,235000,47,47
2130.87,1741.34,-9333.14453125,156.9833,15.9279,240000,48,48
2053.38,1735.63,-9427.287109375,156.8381,15.5516,245000,49,49
2129.94,1768.81,-9682.556640625,157.0153,15.9728,250000,50,50
2139.44,1784.59,-9876.3603515625,156.817,16.1348,255000,51,51
2128.87,1786.0,-9998.66796875,156.7814,16.1387,260000,52,52
2096.17,1749.92,-10156.583984375,156.9138,15.4731,265000,53,53
2154.77,1776.43,-10340.5400390625,157.0323,16.0522,270000,54,54
2126.17,1793.0,-10577.314453125,156.8432,15.9743,275000,55,55
2085.13,1755.05,-10783.388671875,156.9289,16.0871,280000,56,56
2067.38,1747.62,-10999.5478515625,157.0065,15.8063,285000,57,57
2109.45,1791.34,-11105.5615234375,156.9453,15.7593,290000,58,58
2115.91,1788.67,-11472.560546875,157.0993,16.1313,295000,59,59
2125.93,1808.17,-11635.357421875,156.9761,16.0746,300000,60,60
2136.36,1795.09,-11893.3662109375,157.0018,16.1265,305000,61,61
2079.15,1755.27,-12007.5380859375,156.791,15.5892,310000,62,62
2164.41,1813.4,-12224.3369140625,156.912,15.8199,315000,63,63
2124.69,1767.51,-12383.8095703125,156.8049,15.4906,320000,64,64
2082.38,1800.3,-12590.2529296875,156.9205,15.6125,325000,65,65
2067.38,1782.52,-12871.2724609375,156.9629,15.7123,330000,66,66
2111.34,1777.71,-12923.6318359375,156.8391,15.7309,335000,67,67
2120.57,1790.56,-13226.482421875,157.0118,15.7843,340000,68,68
2181.85,1839.55,-13436.5927734375,156.7989,15.9315,345000,69,69
2153.82,1837.4,-13667.7099609375,156.8262,15.8834,350000,70,70
2121.15,1822.63,-13898.130859375,156.9924,15.9293,355000,71,71
2153.42,1797.09,-14049.8173828125,156.9316,16.0044,360000,72,72
2192.26,1843.65,-14272.392578125,156.8993,16.0628,365000,73,73
2153.83,1826.44,-14462.947265625,156.9298,15.7433,370000,74,74
2221.86,1867.8,-14814.5234375,156.9059,16.0666,375000,75,75
2159.79,1833.99,-14830.8603515625,156.8528,15.5985,380000,76,76
2177.78,1821.19,-15070.705078125,156.7331,15.6236,385000,77,77
2084.87,1777.62,-15259.5947265625,156.852,15.5433,390000,78,78
2202.94,1844.86,-15482.6943359375,156.871,15.7142,395000,79,79
2166.05,1805.25,-15736.7177734375,156.8915,15.8154,400000,80,80
2152.07,1844.05,-15954.6787109375,156.8197,15.5362,405000,81,81
2183.98,1825.86,-16194.994140625,156.8103,16.0193,410000,82,82
2204.05,1848.47,-16370.5244140625,156.7198,15.7289,415000,83,83
2144.76,1810.86,-16585.947265625,156.8694,15.5948,420000,84,84
2173.8,1816.83,-16774.3203125,156.7408,15.6698,425000,85,85
2221.14,1849.14,-16996.7421875,156.735,15.7638,430000,86,86
2234.96,1876.91,-17169.080078125,156.6753,15.5828,435000,87,87
2227.13,1859.77,-17402.642578125,156.7888,15.8174,440000,88,88
2201.28,1867.53,-17657.62890625,156.6047,15.4321,445000,89,89
2207.65,1824.24,-17893.08984375,156.9603,15.4591,450000,90,90
2254.68,1873.56,-18106.365234375,156.8165,15.7847,455000,91,91
2215.99,1872.94,-18286.837890625,156.6834,15.6157,460000,92,92
2204.63,1846.26,-18507.943359375,156.7489,15.4315,465000,93,93
2210.03,1846.16,-18802.607421875,156.765,15.5896,470000,94,94
2204.89,1847.9,-19035.96484375,156.8347,15.3999,475000,95,95
2179.62,1833.05,-19168.50390625,156.5923,15.4354,480000,96,96
2203.98,1859.1,-19558.052734375,156.6835,15.607,485000,97,97
2236.17,1888.22,-19719.341796875,156.8217,15.6825,490000,98,98
2223.62,1874.4,-19913.16015625,156.7371,15.5574,495000,99,99
2156.47,1841.4,-20097.59765625,156.6633,15.2353,500000,100,100
2251.23,1870.71,-20533.76953125,156.8728,15.9021,505000,101,101
2170.6,1811.23,-20609.146484375,156.7951,15.3013,510000,102,102
2211.8,1853.57,-20822.61328125,156.7794,15.2545,515000,103,103
2243.63,1888.34,-20955.498046875,156.6346,15.4411,520000,104,104
2213.6,1883.75,-21220.384765625,156.5731,15.4365,525000,105,105
2222.09,1855.86,-21484.03125,156.7371,15.2927,530000,106,106
2202.59,1853.27,-21902.048828125,156.6756,15.5188,535000,107,107
2267.37,1871.78,-22139.89453125,156.7102,15.468,540000,108,108
2242.55,1884.58,-22186.775390625,156.6609,15.5912,545000,109,109
2264.39,1870.43,-22591.392578125,156.7475,15.5878,550000,110,110
2182.53,1817.68,-22837.9453125,156.9788,15.1144,555000,111,111
2186.13,1852.36,-23055.1328125,156.653,15.2466,560000,112,112
2152.97,1840.64,-23238.0546875,156.6281,15.1275,565000,113,113
2245.1,1863.56,-23653.2265625,156.784,15.4773,570000,114,114
2219.71,1895.74,-23652.431640625,156.6478,15.5149,575000,115,115
2209.08,1869.17,-23970.224609375,156.6075,15.3267,580000,116,116
2217.38,1851.76,-24126.552734375,156.5756,15.1666,585000,117,117
2250.44,1874.04,-24458.86328125,156.6851,15.5352,590000,118,118
2249.99,1843.32,-24598.46875,156.5922,15.2079,595000,119,119
2204.51,1866.77,-24815.205078125,156.7931,15.3176,600000,120,120
2195.22,1876.78,-25016.5625,156.6259,15.2454,605000,121,121
2284.13,1896.04,-25409.01953125,156.6505,15.4505,610000,122,122
2186.38,1863.86,-25801.115234375,156.7127,15.4635,615000,123,123
2263.34,1898.39,-26007.173828125,156.6194,15.5032,620000,124,124
2265.01,1898.7,-26242.3046875,156.6621,15.2449,625000,125,125
2280.12,1870.57,-26461.314453125,156.6306,15.4116,630000,126,126
2260.75,1860.36,-26698.392578125,156.7101,15.2727,635000,127,127
2242.25,1863.29,-26874.884765625,156.6672,15.2328,640000,128,128
2204.51,1870.26,-27266.095703125,156.8904,15.2507,645000,129,129
2261.0,1852.33,-27574.986328125,156.6056,15.3541,650000,130,130
2265.99,1921.99,-27803.2109375,156.752,15.4985,655000,131,131
2218.62,1860.09,-28020.416015625,156.606,15.2231,660000,132,132
2180.49,1838.41,-28308.40234375,156.7451,15.159,665000,133,133
2301.34,1897.09,-28646.466796875,156.6607,15.5445,670000,134,134
2264.81,1885.17,-28815.310546875,156.5898,15.1184,675000,135,135
2278.96,1902.15,-28933.83984375,156.6493,15.3627,680000,136,136
2191.5,1864.12,-29305.51953125,156.6966,15.0185,685000,137,137
2257.36,1875.12,-29505.623046875,156.5762,15.0801,690000,138,138
2260.72,1902.75,-29879.869140625,156.5717,15.2627,695000,139,139
2227.73,1909.9,-30045.001953125,156.5059,15.4903,700000,140,140
2263.61,1908.27,-30509.43359375,156.5977,15.0668,705000,141,141
2233.29,1861.48,-30876.966796875,156.6098,15.1449,710000,142,142
2275.14,1895.05,-30997.46875,156.5977,15.291,715000,143,143
2271.79,1875.22,-31050.60546875,156.7056,15.173,720000,144,144
2277.28,1900.97,-31378.3125,156.544,15.2823,725000,145,145
2260.95,1885.45,-31914.376953125,156.724,15.2328,730000,146,146
2250.01,1880.33,-32160.857421875,156.7734,15.276,735000,147,147
2280.28,1935.3,-32568.66796875,156.6784,15.6764,740000,148,148
2282.87,1898.47,-32789.00390625,156.6964,15.334,745000,149,149
2263.63,1876.87,-32891.20703125,156.5148,14.9038,750000,150,150
2258.65,1928.51,-33243.265625,156.6302,15.2941,755000,151,151
2303.12,1894.77,-33521.83984375,156.5354,15.2302,760000,152,152
2298.95,1922.38,-33842.21484375,156.6263,15.2986,765000,153,153
2273.4,1887.34,-34026.7734375,156.6463,15.1925,770000,154,154
2278.86,1887.07,-34386.85546875,156.5247,15.0921,775000,155,155
2274.02,1916.93,-34800.31640625,156.709,15.1322,780000,156,156
2241.93,1873.81,-35071.9375,156.6791,15.1292,785000,157,157
2296.47,1896.17,-35296.0078125,156.6822,15.1046,790000,158,158
2285.35,1900.46,-35543.61328125,156.7235,15.1596,795000,159,159
2255.29,1906.65,-36002.57421875,156.7256,15.1498,800000,160,160
2302.43,1922.87,-36100.015625,156.6989,15.2054,805000,161,161
2311.18,1939.55,-36534.66796875,156.5147,15.2775,810000,162,162
2293.98,1936.6,-36813.23046875,156.7429,15.5767,815000,163,163
2302.6,1895.52,-37100.71484375,156.7295,15.3416,820000,164,164
2311.69,1925.44,-37410.27734375,156.4963,15.2451,825000,165,165
2308.55,1910.37,-37771.23828125,156.5077,15.0486,830000,166,166
2279.52,1906.38,-37989.13671875,156.663,15.2813,835000,167,167
2281.94,1889.98,-38058.6328125,156.6353,15.2477,840000,168,168
2300.58,1919.65,-38294.6875,156.5109,15.0075,845000,169,169
2298.72,1918.84,-38437.84765625,156.5722,15.3028,850000,170,170
2293.21,1942.09,-38736.26171875,156.6624,15.3124,855000,171,171
2289.29,1914.74,-38940.67578125,156.6252,15.0955,860000,172,172
2266.46,1893.67,-39352.16796875,156.5872,15.3088,865000,173,173
2296.03,1920.68,-39216.94921875,156.6116,15.1978,870000,174,174
2314.43,1935.06,-39612.59765625,156.5988,15.4633,875000,175,175
2298.23,1891.12,-39833.86328125,156.6263,15.0563,880000,176,176
2295.22,1923.82,-40008.80078125,156.6137,15.2234,885000,177,177
2171.17,1870.27,-40045.234375,156.545,14.9742,890000,178,178
2284.67,1910.5,-40215.59765625,156.5858,15.0501,895000,179,179
2308.21,1908.08,-40746.44140625,156.4981,15.3522,900000,180,180
2301.05,1912.74,-40760.80078125,156.5997,15.1722,905000,181,181
2260.69,1904.17,-40803.81640625,156.6079,15.0731,910000,182,182
2300.45,1891.14,-41051.84375,156.8377,15.1517,915000,183,183
2313.18,1931.33,-41249.2265625,156.6035,15.0657,920000,184,184
2277.12,1911.93,-41559.6171875,156.5821,15.0384,925000,185,185
2313.87,1929.48,-41810.39453125,156.6585,15.3159,930000,186,186
2333.8,1937.28,-42160.69921875,156.5442,15.3471,935000,187,187
2320.66,1945.28,-42167.81640625,156.6077,15.253,940000,188,188
2276.75,1906.31,-42337.38671875,156.5575,14.8287,945000,189,189
2298.19,1927.89,-42505.1875,156.5263,15.0087,950000,190,190
2256.49,1891.41,-42917.66015625,156.7407,15.1859,955000,191,191
2310.29,1951.14,-42873.18359375,156.4236,15.0648,960000,192,192
2284.39,1911.07,-43353.06640625,156.4251,14.9628,965000,193,193
2273.21,1903.47,-43495.890625,156.7725,15.0902,970000,194,194
2282.02,1886.61,-43663.13671875,156.522,14.859,975000,195,195
2321.81,1936.68,-43935.609375,156.6386,15.2664,980000,196,196
2301.66,1941.62,-43867.93359375,156.5195,15.0525,985000,197,197
2267.73,1913.27,-44159.47265625,156.5243,15.0032,990000,198,198
2299.46,1924.18,-44575.74609375,156.6244,15.1136,995000,199,199
2271.17,1898.19,-45002.109375,156.6319,15.2513,1000000,200,200
2300.04,1919.7,-45348.45703125,156.6451,15.464,1005000,201,201
2312.52,1925.67,-45363.58984375,156.518,15.3725,1010000,202,202
2322.81,1931.51,-45730.1015625,156.6921,15.6064,1015000,203,203
2306.7,1932.1,-45880.84375,156.7195,15.4484,1020000,204,204
2334.83,1943.16,-45804.0859375,156.6125,15.2626,1025000,205,205
2341.49,1933.36,-46241.80859375,156.6338,15.2793,1030000,206,206
2331.13,1954.7,-46524.53125,156.6197,15.5286,1035000,207,207
2311.17,1921.5,-46829.52734375,156.6511,15.3722,1040000,208,208
2285.11,1946.6,-47031.21484375,156.5905,15.5789,1045000,209,209
2344.0,1963.45,-46918.1953125,156.5481,15.4588,1050000,210,210
2304.61,1938.11,-47145.80078125,156.6199,15.2298,1055000,211,211
2311.26,1936.07,-47386.78515625,156.6117,15.343,1060000,212,212
2299.94,1924.67,-47431.01953125,156.5182,15.2156,1065000,213,213
2326.79,1944.31,-47687.19140625,156.6013,15.3873,1070000,214,214
2310.67,1937.35,-47884.13671875,156.5577,15.279,1075000,215,215
2320.72,1943.99,-48122.390625,156.608,15.346,1080000,216,216
2294.42,1957.95,-48225.4765625,156.7358,15.3161,1085000,217,217
2310.16,1933.13,-48374.359375,156.608,15.2624,1090000,218,218
2347.91,1932.01,-48418.0703125,156.4113,15.2441,1095000,219,219
2305.79,1928.02,-48770.3828125,156.6582,15.2157,1100000,220,220
2334.4,1939.38,-48936.375,156.5109,15.3164,1105000,221,221
2339.93,1931.53,-49113.18359375,156.4775,15.2931,1110000,222,222
2318.0,1947.24,-49184.34375,156.6212,15.2352,1115000,223,223
2298.2,1928.05,-49414.859375,156.6433,15.3047,1120000,224,224
2312.81,1922.58,-49651.28125,156.6201,15.2386,1125000,225,225
2318.22,1948.15,-49931.921875,156.4943,15.3072,1130000,226,226
2328.9,1950.65,-50017.67578125,156.4952,15.1844,1135000,227,227
2346.71,1946.31,-50225.28125,156.533,15.0841,1140000,228,228
2324.67,1955.56,-50414.71484375,156.64,15.1745,1145000,229,229
2328.07,1953.64,-50616.49609375,156.6415,15.2926,1150000,230,230
2348.77,1945.16,-50670.65625,156.4323,15.2547,1155000,231,231
2341.93,1945.36,-50971.4609375,156.4198,15.2104,1160000,232,232
2321.93,1945.36,-51075.015625,156.5218,15.228,1165000,233,233
2321.33,1959.78,-51262.046875,156.5406,15.1963,1170000,234,234
2327.62,1958.76,-51471.56640625,156.5921,15.1789,1175000,235,235
2313.5,1943.0,-51632.328125,156.5874,15.2179,1180000,236,236
2329.07,1959.37,-51928.7421875,156.6014,15.2436,1185000,237,237
2327.32,1947.63,-52089.57421875,156.6133,15.3545,1190000,238,238
2313.72,1937.22,-52157.8828125,156.6174,15.1442,1195000,239,239
2331.8,1949.21,-52325.6640625,156.6717,15.3208,1200000,240,240
2317.15,1968.8,-52530.32421875,156.4874,15.2638,1205000,241,241
2327.55,1962.27,-52768.7109375,156.5976,15.352,1210000,242,242
2334.82,1968.92,-52939.07421875,156.4512,15.3458,1215000,243,243
2348.49,1970.81,-53115.4375,156.6424,15.2971,1220000,244,244
2307.72,1964.52,-53302.11328125,156.5458,15.388,1225000,245,245
2305.59,1936.63,-53402.46875,156.643,15.2914,1230000,246,246
2351.91,1975.74,-53603.7890625,156.5398,15.3415,1235000,247,247
2334.36,1947.68,-53870.4609375,156.4261,15.1441,1240000,248,248
2353.74,1972.37,-54088.88671875,156.6281,15.2784,1245000,249,249
2350.18,1969.36,-54249.16796875,156.5982,15.232,1250000,250,250
2324.57,1969.46,-54197.92578125,156.5709,15.2873,1255000,251,251
2308.13,1952.61,-54615.3828125,156.6337,15.2981,1260000,252,252
2325.81,1953.83,-54694.55859375,156.636,15.2334,1265000,253,253
2329.37,1969.02,-54782.30078125,156.4953,15.2312,1270000,254,254
2325.05,1961.16,-54981.78515625,156.5443,15.2909,1275000,255,255
2331.32,1959.96,-55165.9765625,156.6346,15.2254,1280000,256,256
2318.07,1947.44,-55311.35546875,156.6922,15.2457,1285000,257,257
2312.7,1948.55,-55223.59375,156.6721,15.2055,1290000,258,258
2326.8,1943.41,-55584.96484375,156.5748,15.1596,1295000,259,259
2341.22,1959.95,-55845.94140625,156.6178,15.3042,1300000,260,260
2336.81,1953.37,-56156.921875,156.5707,15.3282,1305000,261,261
2303.32,1953.19,-56071.6328125,156.6949,15.1686,1310000,262,262
2301.13,1955.08,-56240.3359375,156.6344,15.2168,1315000,263,263
2319.19,1947.23,-56322.35546875,156.6074,15.0994,1320000,264,264
2334.66,1954.37,-56580.7421875,156.62,15.2457,1325000,265,265
2341.3,1967.83,-56836.1484375,156.6386,15.1078,1330000,266,266
2312.94,1955.18,-57146.21484375,156.4313,15.1453,1335000,267,267
2324.03,1956.91,-57117.1171875,156.5844,15.2504,1340000,268,268
2294.55,1946.42,-57131.99609375,156.5672,15.2624,1345000,269,269
2290.16,1942.33,-57489.41015625,156.6731,15.1328,1350000,270,270
2303.68,1952.39,-57769.93359375,156.5011,15.2455,1355000,271,271
2315.17,1937.41,-57876.7109375,156.6152,15.2159,1360000,272,272
2321.98,1948.9,-57902.14453125,156.5171,15.1238,1365000,273,273
2305.88,1966.86,-58030.3046875,156.5685,15.195,1370000,274,274
2308.42,1950.97,-58374.78125,156.5849,15.2549,1375000,275,275
2323.21,1957.03,-58372.96484375,156.6795,15.2093,1380000,276,276
2355.68,1980.24,-58856.1328125,156.5934,15.4155,1385000,277,277
2322.6,1956.49,-58892.98046875,156.444,15.3829,1390000,278,278
2313.91,1954.45,-58979.06640625,156.5589,15.1035,1395000,279,279
2321.2,1974.84,-59107.37890625,156.5992,15.2752,1400000,280,280
2337.52,1976.36,-59382.078125,156.4976,15.1202,1405000,281,281
2315.58,1965.0,-59231.9140625,156.4875,15.2705,1410000,282,282
2330.25,1962.6,-59584.578125,156.5548,15.1419,1415000,283,283
2347.33,1977.47,-60051.5078125,156.6476,15.2985,1420000,284,284
2339.81,1971.47,-59925.68359375,156.5377,15.2426,1425000,285,285
2324.21,1959.26,-60327.234375,156.4615,15.2428,1430000,286,286
2335.41,1966.65,-60373.3984375,156.5447,15.2761,1435000,287,287
2330.07,1962.84,-60578.671875,156.492,15.2272,1440000,288,288
2353.34,1985.63,-60554.55859375,156.6188,15.216,1445000,289,289
2344.48,1967.74,-60762.81640625,156.3816,15.1356,1450000,290,290
2316.79,1968.83,-60929.59375,156.5353,15.2885,1455000,291,291
2348.28,1981.78,-61170.3515625,156.5339,15.2583,1460000,292,292
2320.5,1971.45,-61392.83203125,156.4547,15.3359,1465000,293,293
2317.7,1961.86,-61441.86328125,156.5064,15.0158,1470000,294,294
2348.55,1965.83,-61671.29296875,156.4633,15.2801,1475000,295,295
2332.16,1966.13,-61758.90234375,156.5606,15.2635,1480000,296,296
2352.15,1968.46,-61778.4375,156.5773,15.2258,1485000,297,297
2348.21,1979.44,-62297.01171875,156.473,15.3884,1490000,298,298
2320.55,1965.42,-62040.5625,156.5066,15.3022,1495000,299,299
2347.85,1972.54,-62588.85546875,156.5106,15.3501,1500000,300,300
2342.74,1988.41,-62130.24609375,156.4882,15.1526,1505000,301,301
2333.19,1961.05,-62667.3671875,156.5832,15.2707,1510000,302,302
2328.22,1980.62,-62607.5703125,156.4168,15.2109,1515000,303,303
2327.99,1971.23,-62839.39453125,156.6293,15.3261,1520000,304,304
2327.06,1961.39,-62937.03125,156.5072,15.1268,1525000,305,305
2306.98,1957.12,-62808.3828125,156.515,15.1725,1530000,306,306
2344.78,1972.18,-63552.4296875,156.3908,15.2345,1535000,307,307
2329.94,1966.53,-63686.73828125,156.5665,15.2229,1540000,308,308
2336.92,1975.98,-63479.47265625,156.5432,15.0761,1545000,309,309
2343.02,1972.89,-63674.9140625,156.5118,15.3059,1550000,310,310
2326.15,1954.29,-63789.7265625,156.5606,15.1313,1555000,311,311
2353.19,1966.38,-64006.15625,156.6398,15.3098,1560000,312,312
2327.37,1935.07,-64215.77734375,156.4965,15.0343,1565000,313,313
2321.84,1961.92,-64124.0546875,156.6218,15.1527,1570000,314,314
2351.02,1965.84,-64571.88671875,156.3744,15.1209,1575000,315,315
2361.42,1987.75,-64531.9921875,156.5266,15.2469,1580000,316,316
2342.66,1975.55,-64740.56640625,156.4579,15.2588,1585000,317,317
2353.2,1974.2,-64831.2421875,156.504,15.1883,1590000,318,318
2341.58,1971.13,-64857.4609375,156.6649,15.1907,1595000,319,319
2349.48,1986.83,-65364.0234375,156.6034,15.2661,1600000,320,320
2345.93,1984.68,-65169.515625,156.5042,15.2086,1605000,321,321
2349.11,1994.58,-65397.91015625,156.4852,15.3574,1610000,322,322
2356.03,1998.83,-65487.88671875,156.6035,15.2715,1615000,323,323
2342.36,1967.3,-65696.234375,156.495,15.2355,1620000,324,324
2349.83,2000.7,-65932.8125,156.5493,15.2807,1625000,325,325
2353.04,1978.5,-66121.6796875,156.4946,15.2446,1630000,326,326
2338.64,1979.04,-66154.0859375,156.5287,15.1979,1635000,327,327
2353.07,1987.31,-66295.2109375,156.5122,15.291,1640000,328,328
2327.08,1973.65,-66244.1953125,156.5497,15.1551,1645000,329,329
2336.13,1974.26,-66331.484375,156.4728,15.1301,1650000,330,330
2324.55,1985.32,-66263.8984375,156.4978,15.2291,1655000,331,331
2334.71,1997.58,-66541.140625,156.3483,15.2295,1660000,332,332
2342.05,1989.38,-66457.28125,156.5777,15.2431,1665000,333,333
2368.37,1992.33,-66891.6484375,156.4333,15.3033,1670000,334,334
2346.93,1995.7,-66828.515625,156.54,15.2374,1675000,335,335
2354.42,1986.04,-67126.4921875,156.5208,15.1959,1680000,336,336
2360.37,1976.16,-66961.03125,156.4558,15.147,1685000,337,337
2366.04,1974.87,-67170.6015625,156.522,15.1688,1690000,338,338
2337.69,1975.96,-67213.78125,156.4225,15.1121,1695000,339,339
2332.03,1978.13,-67366.1796875,156.6626,15.0964,1700000,340,340
2354.09,1999.21,-67479.2734375,156.508,15.2624,1705000,341,341
2313.77,1966.48,-67582.2734375,156.571,15.1037,1710000,342,342
2320.82,1970.52,-67632.171875,156.5338,14.9729,1715000,343,343
2323.47,1975.91,-67705.359375,156.3255,15.1242,1720000,344,344
2341.46,1970.87,-68033.7265625,156.4029,15.145,1725000,345,345
2340.8,1973.58,-67756.734375,156.6033,15.0305,1730000,346,346
2345.18,1978.51,-68334.3359375,156.571,15.2619,1735000,347,347
2349.09,1983.3,-68641.78125,156.6535,15.2792,1740000,348,348
2362.91,1975.08,-68876.0546875,156.4531,15.2084,1745000,349,349
2330.64,1989.26,-68709.3828125,156.5474,15.2733,1750000,350,350
2351.04,1963.99,-68850.0859375,156.4874,15.2684,1755000,351,351
2350.32,1986.28,-68768.3046875,156.467,15.2127,1760000,352,352
2376.53,1977.61,-69162.2734375,156.5375,15.167,1765000,353,353
2345.45,1962.93,-69347.0625,156.5348,15.1818,1770000,354,354
2374.03,1978.28,-69504.9453125,156.5899,15.1499,1775000,355,355
2358.67,1987.23,-69332.40625,156.5397,15.2155,1780000,356,356
2366.61,1984.44,-69295.53125,156.4012,14.9997,1785000,357,357
2366.25,1986.7,-69859.8203125,156.4989,15.3101,1790000,358,358
2339.36,1977.64,-69210.4140625,156.5825,15.1375,1795000,359,359
2357.77,1995.09,-69593.9453125,156.478,15.0269,1800000,360,360
2391.82,2013.02,-69901.3046875,156.6359,15.4034,1805000,361,361
2373.78,2002.5,-70393.0625,156.4793,15.3706,1810000,362,362
2377.84,1986.54,-69932.484375,156.4607,15.1909,1815000,363,363
2371.69,1946.59,-70070.078125,156.4742,15.1921,1820000,364,364
2378.13,1996.49,-70209.3046875,156.5428,15.2095,1825000,365,365
2363.13,1983.11,-70054.921875,156.4956,15.1154,1830000,366,366
2364.26,1982.87,-70418.9140625,156.4976,15.2277,1835000,367,367
2373.2,1991.33,-70475.484375,156.5354,15.224,1840000,368,368
2383.72,1980.8,-70747.515625,156.6199,15.2952,1845000,369,369
2381.82,2010.91,-70588.6640625,156.441,15.2062,1850000,370,370
2363.1,1963.18,-70493.65625,156.4328,15.0778,1855000,371,371
2377.31,1952.67,-70591.140625,156.4821,15.0692,1860000,372,372
2382.65,1993.07,-71268.5546875,156.4871,15.1518,1865000,373,373
2365.28,1993.65,-71096.9765625,156.406,15.1098,1870000,374,374
2375.46,1967.52,-71217.640625,156.4172,15.146,1875000,375,375
2361.11,1962.46,-71320.609375,156.5459,15.2597,1880000,376,376
2361.68,1940.52,-71126.703125,156.4376,15.0569,1885000,377,377
2352.63,1986.33,-71841.078125,156.4512,15.3327,1890000,378,378
2370.66,1984.73,-71538.921875,156.3712,15.2133,1895000,379,379
2364.26,1991.58,-71676.75,156.5482,15.1644,1900000,380,380
2378.62,1977.39,-71648.1171875,156.4532,15.0411,1905000,381,381
2379.99,1986.24,-72286.390625,156.457,15.25,1910000,382,382
2367.66,1973.48,-71818.7578125,156.5498,15.1368,1915000,383,383
2357.25,1984.17,-71889.265625,156.5924,15.1357,1920000,384,384
2366.48,1979.74,-72067.1328125,156.532,15.1302,1925000,385,385
2366.65,1988.37,-72353.9375,156.485,15.2208,1930000,386,386
2373.25,1973.88,-72181.5078125,156.4366,15.2052,1935000,387,387
2364.48,1985.02,-72387.671875,156.5442,15.1538,1940000,388,388
2379.41,1981.31,-72449.2734375,156.5166,15.23,1945000,389,389
2346.44,1965.41,-72395.2890625,156.4143,15.0167,1950000,390,390
2352.58,1971.17,-72485.859375,156.4227,15.1817,1955000,391,391
2352.6,1992.3,-72719.953125,156.4818,15.1777,1960000,392,392
2350.45,1979.81,-72777.9375,156.4672,15.2034,1965000,393,393
