Running Forward KL,Real Sto Return,Real Det Return,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time
75.3276,182.4,703.02,30.0186,2045000,409,-19106.0390625,409
75.1732,131.96,653.83,30.2495,2050000,410,-19275.51171875,410
75.18,229.76,643.26,30.2813,2055000,411,-19176.154296875,411
74.5291,230.7,794.29,30.1247,2060000,412,-19014.6328125,412
75.9809,157.82,796.6,30.3997,2065000,413,-19245.888671875,413
75.6743,225.32,646.26,30.6288,2070000,414,-19171.39453125,414
75.328,161.44,894.43,29.9534,2075000,415,-19142.365234375,415
75.4457,222.45,800.37,30.2436,2080000,416,-19152.8515625,416
75.3695,219.63,843.47,29.8925,2085000,417,-19254.212890625,417
74.9978,157.46,757.19,30.1877,2090000,418,-19186.19921875,418
75.6168,201.77,953.08,30.457,2095000,419,-19288.794921875,419
75.5536,147.67,654.45,30.6165,2100000,420,-19251.193359375,420
74.3235,159.52,553.98,29.7492,2105000,421,-19041.275390625,421
74.801,156.24,713.36,30.5936,2110000,422,-19313.05859375,422
75.3174,151.42,700.89,30.2722,2115000,423,-19135.341796875,423
75.6466,153.48,757.57,30.6322,2120000,424,-19326.990234375,424
75.3392,195.8,752.01,30.3146,2125000,425,-19249.4765625,425
74.9359,243.64,572.13,30.6465,2130000,426,-19331.779296875,426
75.0572,216.47,803.68,30.1504,2135000,427,-19261.05078125,427
75.4159,242.33,794.76,30.5289,2140000,428,-19300.1640625,428
75.9168,251.79,764.52,30.357,2145000,429,-19349.927734375,429
74.8717,110.72,785.14,30.5904,2150000,430,-19262.572265625,430
75.4472,177.28,856.69,30.1366,2155000,431,-19304.962890625,431
76.0782,191.79,612.03,30.5233,2160000,432,-19224.771484375,432
74.7395,192.98,667.5,30.0379,2165000,433,-19173.53125,433
74.6564,159.24,596.24,30.4028,2170000,434,-19361.609375,434
75.3977,218.45,610.73,30.1223,2175000,435,-19323.69140625,435
75.3209,227.48,599.2,30.6627,2180000,436,-19302.87890625,436
74.6417,134.59,655.18,30.5748,2185000,437,-19319.603515625,437
74.131,247.59,811.75,30.3002,2190000,438,-19260.326171875,438
75.1349,230.85,659.14,30.2246,2195000,439,-19379.330078125,439
74.4471,247.67,565.34,29.8671,2200000,440,-19232.041015625,440
74.7529,219.87,700.82,29.6393,2205000,441,-19138.123046875,441
74.8604,161.97,710.91,30.3249,2210000,442,-19356.484375,442
74.9247,230.56,707.38,30.2982,2215000,443,-19295.107421875,443
74.5114,214.26,494.19,29.929,2220000,444,-19236.498046875,444
74.8241,181.14,708.58,29.9011,2225000,445,-19227.6875,445
74.7367,128.86,819.12,30.1955,2230000,446,-19291.283203125,446
74.897,196.37,668.26,29.9169,2235000,447,-19220.42578125,447
75.1465,280.19,761.25,30.4565,2240000,448,-19336.5703125,448
74.9349,203.71,866.54,30.2556,2245000,449,-19319.376953125,449
74.8641,234.89,627.37,30.7409,2250000,450,-19368.361328125,450
75.0098,213.4,714.82,29.8321,2255000,451,-19196.98046875,451
74.8442,167.14,540.77,30.1317,2260000,452,-19372.08984375,452
75.7892,204.12,716.52,30.3427,2265000,453,-19349.568359375,453
75.6028,248.88,558.95,30.1632,2270000,454,-19334.40625,454
74.9233,188.66,714.19,29.8841,2275000,455,-19380.181640625,455
74.9838,232.88,756.49,29.6553,2280000,456,-19199.478515625,456
75.1585,222.39,692.05,29.7672,2285000,457,-19367.38671875,457
75.2188,146.9,714.53,29.3968,2290000,458,-19302.8203125,458
74.9028,152.23,567.56,29.892,2295000,459,-19395.16796875,459
74.4883,194.5,808.21,30.0006,2300000,460,-19312.6875,460
75.3978,247.18,761.81,30.437,2305000,461,-19389.857421875,461
75.1749,232.54,660.94,30.0219,2310000,462,-19315.2265625,462
75.1955,155.95,632.85,30.0972,2315000,463,-19411.416015625,463
73.6807,213.95,711.86,29.5671,2320000,464,-19226.45703125,464
74.4266,177.16,762.25,30.18,2325000,465,-19351.25390625,465
74.1417,218.67,817.92,30.0188,2330000,466,-19444.484375,466
74.5922,233.62,906.95,29.7303,2335000,467,-19334.103515625,467
75.211,159.51,515.03,30.0266,2340000,468,-19389.4765625,468
75.9172,182.7,661.06,29.5442,2345000,469,-19362.84765625,469
74.6009,169.29,605.68,30.4941,2350000,470,-19384.173828125,470
74.6434,181.16,818.12,30.1992,2355000,471,-19471.89453125,471
75.4506,121.84,604.1,30.3435,2360000,472,-19421.748046875,472
74.5117,148.03,752.86,29.9099,2365000,473,-19345.78515625,473
75.3817,224.28,679.83,30.1128,2370000,474,-19342.658203125,474
75.3745,207.65,689.41,29.9731,2375000,475,-19380.583984375,475
74.766,140.86,668.85,30.1962,2380000,476,-19384.98046875,476
75.5816,204.76,820.9,30.194,2385000,477,-19402.431640625,477
75.2989,252.09,606.64,30.1486,2390000,478,-19382.435546875,478
74.4595,145.53,646.02,29.9941,2395000,479,-19320.396484375,479
75.3836,213.82,714.75,30.198,2400000,480,-19406.513671875,480
74.8233,242.58,655.63,30.393,2405000,481,-19443.130859375,481
75.015,157.46,650.08,30.1319,2410000,482,-19273.32421875,482
73.6453,181.89,813.51,29.3283,2415000,483,-19246.03515625,483
74.9212,259.58,680.46,30.3905,2420000,484,-19434.326171875,484
75.8265,255.91,759.35,30.5001,2425000,485,-19509.41015625,485
75.8707,227.11,762.56,29.6975,2430000,486,-19383.083984375,486
74.9156,178.95,713.37,29.5828,2435000,487,-19381.16015625,487
74.864,190.1,711.48,30.0855,2440000,488,-19441.173828125,488
74.5927,144.35,770.93,30.2638,2445000,489,-19431.248046875,489
74.8382,214.28,814.67,29.5288,2450000,490,-19431.30859375,490
74.9349,89.14,658.78,29.98,2455000,491,-19411.955078125,491
74.9208,164.13,767.87,30.2731,2460000,492,-19426.998046875,492
74.7509,229.38,862.75,30.2494,2465000,493,-19394.359375,493
74.3058,204.98,709.37,30.0336,2470000,494,-19427.115234375,494
74.484,183.96,737.05,29.4457,2475000,495,-19336.279296875,495
74.8408,239.3,761.74,29.9774,2480000,496,-19435.87890625,496
74.9401,156.52,606.45,30.5564,2485000,497,-19498.357421875,497
74.5992,208.34,657.65,30.1043,2490000,498,-19398.673828125,498
74.7098,233.94,753.22,30.1825,2495000,499,-19397.759765625,499
75.2352,207.57,757.5,30.2257,2500000,500,-19480.00390625,500
74.5125,202.1,631.67,30.2775,2505000,501,-19417.900390625,501
75.6301,184.55,663.13,30.2825,2510000,502,-19486.263671875,502
75.1564,189.13,703.23,30.5221,2515000,503,-19519.83984375,503
75.2564,187.46,605.29,31.391,2520000,504,-19448.517578125,504
75.0466,157.17,732.58,30.3567,2525000,505,-19483.87109375,505
75.1767,222.48,657.12,30.5702,2530000,506,-19462.58984375,506
74.472,237.39,764.48,30.1863,2535000,507,-19460.076171875,507
75.5979,190.09,606.16,30.0174,2540000,508,-19448.20703125,508
75.8615,144.51,896.47,31.6481,2545000,509,-19467.041015625,509
75.7208,195.3,595.67,30.6665,2550000,510,-19497.703125,510
74.3886,223.74,860.97,29.9294,2555000,511,-19406.310546875,511
75.3766,203.47,670.27,30.17,2560000,512,-19509.78125,512
74.4345,234.66,805.37,30.2152,2565000,513,-19429.529296875,513
75.4848,202.7,809.5,30.1867,2570000,514,-19459.380859375,514
74.3386,220.16,817.01,30.3836,2575000,515,-19535.46875,515
74.7182,201.47,761.09,30.1221,2580000,516,-19473.416015625,516
75.1368,136.24,756.37,30.625,2585000,517,-19511.3203125,517
74.9483,158.27,753.56,30.1996,2590000,518,-19468.484375,518
74.2615,232.64,809.06,30.0182,2595000,519,-19478.142578125,519
74.8975,247.11,709.2,30.1594,2600000,520,-19478.875,520
74.4495,207.95,662.89,30.0523,2605000,521,-19455.009765625,521
73.9429,237.15,811.73,30.4829,2610000,522,-19419.2265625,522
74.7232,215.73,750.85,30.047,2615000,523,-19473.94140625,523
75.0784,135.1,696.59,30.178,2620000,524,-19542.5078125,524
75.0914,224.04,766.07,29.8117,2625000,525,-19438.66015625,525
74.8812,215.44,706.02,29.8519,2630000,526,-19416.775390625,526
74.3632,194.57,706.09,29.5619,2635000,527,-19382.31640625,527
74.565,177.23,605.66,30.0463,2640000,528,-19508.2890625,528
74.3887,192.53,561.49,29.9622,2645000,529,-19443.892578125,529
74.8304,208.05,763.7,29.9813,2650000,530,-19506.208984375,530
74.8234,166.69,968.63,30.0816,2655000,531,-19520.369140625,531
74.4306,200.87,692.93,29.7834,2660000,532,-19418.95703125,532
74.0764,174.79,658.52,30.3162,2665000,533,-19435.197265625,533
74.2056,229.77,805.1,29.887,2670000,534,-19427.7578125,534
75.0672,196.78,609.18,30.5407,2675000,535,-19537.701171875,535
75.3036,248.12,837.94,29.9517,2680000,536,-19544.609375,536
75.083,183.22,680.05,30.1727,2685000,537,-19452.93359375,537
74.7022,197.82,758.25,30.3873,2690000,538,-19517.140625,538
74.9415,227.69,652.73,30.3921,2695000,539,-19524.650390625,539
74.7547,148.52,621.43,30.373,2700000,540,-19540.16796875,540
75.1247,256.31,700.55,30.4952,2705000,541,-19531.65234375,541
74.9586,175.45,709.53,30.377,2710000,542,-19513.931640625,542
75.9713,142.46,659.31,30.4953,2715000,543,-19531.173828125,543
74.1903,186.67,554.4,29.6154,2720000,544,-19486.205078125,544
75.0566,204.09,861.29,30.164,2725000,545,-19460.3046875,545
75.2146,197.49,757.46,30.4061,2730000,546,-19506.3671875,546
74.5329,177.66,558.23,29.7424,2735000,547,-19486.763671875,547
74.5284,211.9,721.75,29.783,2740000,548,-19479.712890625,548
75.1203,185.34,803.96,29.9803,2745000,549,-19496.703125,549
74.3798,237.92,502.78,30.6608,2750000,550,-19511.701171875,550
74.6142,254.83,809.44,29.972,2755000,551,-19510.91796875,551
74.5877,121.35,696.66,30.0087,2760000,552,-19460.41796875,552
74.8082,176.59,651.28,29.9214,2765000,553,-19460.78515625,553
74.5601,179.03,600.24,30.0405,2770000,554,-19507.236328125,554
75.7228,154.94,561.85,29.936,2775000,555,-19510.818359375,555
74.7359,198.58,751.54,30.1354,2780000,556,-19521.126953125,556
75.0722,191.2,862.94,30.2079,2785000,557,-19485.2890625,557
74.6511,178.23,739.57,29.6915,2790000,558,-19461.6640625,558
74.9979,171.87,606.16,30.1959,2795000,559,-19499.18359375,559
74.3386,112.22,612.3,29.8203,2800000,560,-19513.53125,560
74.745,202.36,761.53,30.175,2805000,561,-19481.197265625,561
74.7337,160.8,659.88,30.4587,2810000,562,-19563.98046875,562
75.1081,164.28,658.96,30.2852,2815000,563,-19533.580078125,563
74.565,174.75,910.59,30.0798,2820000,564,-19436.634765625,564
74.7672,167.34,645.52,30.1213,2825000,565,-19482.3984375,565
74.5186,171.7,850.18,29.9321,2830000,566,-19432.74609375,566
75.5298,151.98,751.81,30.3764,2835000,567,-19532.79296875,567
74.0444,229.94,546.45,30.3292,2840000,568,-19529.708984375,568
75.1011,188.27,795.7,29.8623,2845000,569,-19473.953125,569
74.6811,151.87,654.22,30.1837,2850000,570,-19474.94140625,570
75.3446,148.17,609.16,30.0921,2855000,571,-19505.2109375,571
74.5942,147.5,985.37,29.9603,2860000,572,-19535.763671875,572
74.7982,198.22,654.97,30.2628,2865000,573,-19510.92578125,573
74.1492,173.03,758.85,29.5744,2870000,574,-19414.3515625,574
75.2444,155.85,639.28,30.4898,2875000,575,-19577.201171875,575
75.4245,179.74,472.86,30.3134,2880000,576,-19532.302734375,576
74.7832,172.94,696.25,29.7833,2885000,577,-19505.328125,577
75.1508,167.46,650.88,30.4127,2890000,578,-19576.375,578
75.529,121.57,553.85,30.1143,2895000,579,-19565.234375,579
73.9251,134.99,650.51,29.6265,2900000,580,-19454.296875,580
74.8681,153.91,585.97,30.3438,2905000,581,-19531.025390625,581
73.693,106.57,655.3,29.6304,2910000,582,-19411.53515625,582
76.0168,155.64,658.42,30.0564,2915000,583,-19498.521484375,583
74.7097,174.3,649.89,30.0598,2920000,584,-19484.154296875,584
75.4942,175.74,608.49,30.0663,2925000,585,-19460.76953125,585
75.3285,182.42,497.35,30.54,2930000,586,-19511.26953125,586
74.6988,138.26,591.73,30.0665,2935000,587,-19530.544921875,587
75.0314,160.16,551.98,30.2284,2940000,588,-19530.326171875,588
75.2629,240.17,573.68,30.3604,2945000,589,-19573.037109375,589
75.3065,191.3,575.76,29.5962,2950000,590,-19492.71484375,590
74.4688,211.54,536.63,29.7598,2955000,591,-19439.12109375,591
75.2216,192.96,425.04,29.9319,2960000,592,-19480.029296875,592
74.9961,148.8,406.64,29.9946,2965000,593,-19512.130859375,593
75.8365,158.9,452.63,30.232,2970000,594,-19545.23828125,594
75.2975,112.57,586.9,30.276,2975000,595,-19504.05859375,595
74.72,72.88,620.34,30.1795,2980000,596,-19552.109375,596
75.3272,166.61,549.62,30.387,2985000,597,-19529.58984375,597
75.6382,106.77,647.69,30.1285,2990000,598,-19564.244140625,598
75.0165,146.25,601.51,30.6336,2995000,599,-19608.009765625,599
