Running Reverse KL,Reward Loss,Itration,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return,Running Forward KL
26.0766,-471.1371765136719,34,170000,34,471.68,1018.56,61.0357
27.2446,-474.8377685546875,35,175000,35,672.41,1651.34,61.3072
26.5986,-484.6917419433594,36,180000,36,530.39,1555.25,60.5697
25.373,-488.66558837890625,37,185000,37,885.9,1259.79,59.7411
25.6458,-496.52728271484375,38,190000,38,657.82,1407.33,58.6547
24.9348,-510.1260070800781,39,195000,39,876.99,1464.48,59.8275
24.7182,-538.19970703125,40,200000,40,690.77,1210.42,59.3864
25.2922,-556.5846557617188,41,205000,41,552.77,817.78,60.5481
25.4243,-533.9298706054688,42,210000,42,969.67,1729.91,58.7202
24.0089,-545.2185668945312,43,215000,43,621.04,828.73,57.5848
23.0499,-532.5768432617188,44,220000,44,834.42,1547.74,56.0581
22.176,-490.07098388671875,45,225000,45,718.59,1717.52,52.8949
24.3196,-605.41943359375,46,230000,46,1149.93,1673.18,58.3217
22.745,-563.980712890625,47,235000,47,1119.04,1281.92,55.0741
22.1909,-581.8821411132812,48,240000,48,1010.76,1737.97,54.712
20.8138,-506.29974365234375,49,245000,49,967.16,1814.48,51.4605
23.6626,-650.6533813476562,50,250000,50,1140.03,1513.71,56.6259
21.3422,-579.399169921875,51,255000,51,1167.22,2225.15,52.569
21.1434,-581.5372924804688,52,260000,52,1234.84,1662.36,52.5015
22.9986,-536.23583984375,53,265000,53,1629.8,2282.21,52.153
19.9204,-606.1731567382812,54,270000,54,907.43,2140.11,51.6078
20.9434,-601.666259765625,55,275000,55,1494.19,2148.84,52.0464
21.1599,-662.7762451171875,56,280000,56,1762.56,2080.35,54.3137
20.4463,-604.822509765625,57,285000,57,1566.93,1449.81,50.7153
20.4883,-580.7677612304688,58,290000,58,1456.69,1823.5,50.3107
18.999,-592.54150390625,59,295000,59,1965.93,2541.25,49.0047
18.6389,-558.6710205078125,60,300000,60,1661.04,2907.06,46.442
18.3863,-607.240478515625,61,305000,61,1225.75,1852.58,49.0395
18.1823,-621.9923706054688,62,310000,62,1733.77,2584.97,49.3969
16.6769,-652.085205078125,63,315000,63,1463.02,2387.57,48.961
16.8984,-618.4935913085938,64,320000,64,1735.77,1920.33,46.9203
18.864,-722.2283935546875,65,325000,65,1397.45,2149.13,50.6072
17.42,-599.5928344726562,66,330000,66,1340.13,2191.89,46.3626
19.1762,-717.4957275390625,67,335000,67,1306.49,1761.37,50.4976
17.0656,-688.481689453125,68,340000,68,1057.19,1736.07,47.9095
17.2653,-702.9984130859375,69,345000,69,1518.03,2915.58,47.2062
17.7998,-729.8787231445312,70,350000,70,1365.37,2482.38,47.4601
18.7367,-789.6670532226562,71,355000,71,1531.91,2768.85,49.2569
18.3918,-804.294189453125,72,360000,72,1196.57,2160.8,49.4069
16.7488,-637.4957275390625,73,365000,73,1713.26,2807.58,45.8309
16.9466,-740.56005859375,74,370000,74,1854.59,2803.37,47.7051
16.033,-745.9182739257812,75,375000,75,1809.57,2503.87,46.6362
16.6624,-757.1754760742188,76,380000,76,1189.69,1719.63,46.8375
18.7194,-864.0409545898438,77,385000,77,1540.3,2223.84,49.5254
17.1703,-825.0961303710938,78,390000,78,1326.76,2133.13,47.6758
16.9934,-758.2517700195312,79,395000,79,1669.66,2367.81,46.8097
14.4286,-768.7333374023438,80,400000,80,1679.8,2642.37,44.8897
15.9387,-718.8554077148438,81,405000,81,1397.18,2718.96,44.8161
17.845,-913.2964477539062,82,410000,82,1453.78,2730.77,48.8701
15.186,-699.2896118164062,83,415000,83,1692.22,1774.51,44.4148
16.3432,-635.9073486328125,84,420000,84,1791.06,2919.75,43.7739
15.2371,-739.2268676757812,85,425000,85,2187.79,2581.47,44.3418
16.0228,-610.1930541992188,86,430000,86,2064.95,3017.97,42.2594
16.5405,-696.8164672851562,87,435000,87,1652.95,2689.72,43.6429
16.3969,-797.0846557617188,88,440000,88,1698.05,2533.78,45.7235
16.9038,-723.0049438476562,89,445000,89,2315.68,3166.62,44.4961
15.3083,-800.2368774414062,90,450000,90,2029.64,2682.65,44.7874
15.3897,-701.337158203125,91,455000,91,1833.06,2787.93,42.9714
17.2941,-723.2603149414062,92,460000,92,1819.72,2845.07,42.8876
15.5076,-854.028564453125,93,465000,93,2195.8,1702.78,45.0758
16.6051,-936.4972534179688,94,470000,94,2040.71,2124.24,47.3839
15.1923,-814.3102416992188,95,475000,95,2050.37,2669.13,44.3141
16.4797,-831.64013671875,96,480000,96,2496.84,2559.94,45.4677
15.5761,-765.0472412109375,97,485000,97,1978.0,2204.84,42.6964
15.0226,-800.9832763671875,98,490000,98,2202.55,3217.7,42.6992
17.1331,-896.5899047851562,99,495000,99,2427.25,2757.78,45.7645
13.8298,-952.1001586914062,100,500000,100,1766.44,2737.36,43.8854
14.65,-854.8756713867188,101,505000,101,2383.47,3319.62,42.8581
16.9131,-841.6461791992188,102,510000,102,1993.55,3412.59,44.0032
15.6836,-873.1122436523438,103,515000,103,2241.6,3172.87,42.9966
14.2229,-845.8433227539062,104,520000,104,2507.7,3288.33,42.0264
14.7247,-885.1495361328125,105,525000,105,2318.54,3160.69,42.964
18.0594,-760.892822265625,106,530000,106,2513.21,3395.25,41.4642
15.2305,-778.4573974609375,107,535000,107,2475.28,3613.41,41.446
17.7323,-779.8486328125,108,540000,108,2601.57,3416.82,41.1378
15.1064,-946.0657958984375,109,545000,109,2519.19,2744.64,43.6327
16.7343,-794.7188720703125,110,550000,110,2560.17,3641.99,40.9726
16.3325,-965.6222534179688,111,555000,111,2265.38,3097.47,44.1856
16.0278,-747.7327880859375,112,560000,112,2375.76,3517.75,39.8137
13.8806,-892.4117431640625,113,565000,113,2633.18,3392.64,41.203
16.5531,-821.093505859375,114,570000,114,2278.14,3627.47,41.1122
15.3441,-834.3505249023438,115,575000,115,2582.11,2585.48,40.2906
17.495,-805.2722778320312,116,580000,116,2884.44,3429.2,41.088
15.269,-973.6830444335938,117,585000,117,2435.96,3565.71,41.2362
15.6504,-877.7033081054688,118,590000,118,2110.69,3572.87,40.4845
18.0213,-910.6661376953125,119,595000,119,2525.15,3641.52,42.2023
17.2069,-959.1529541015625,120,600000,120,2142.74,3500.81,42.8491
14.9117,-983.4299926757812,121,605000,121,2095.58,3321.02,41.4752
15.4556,-929.689453125,122,610000,122,2171.06,3481.24,41.9837
14.6088,-1068.950927734375,123,615000,123,2265.86,3349.37,42.3097
16.2296,-894.8436889648438,124,620000,124,2616.43,3234.24,41.2482
17.8637,-917.958251953125,125,625000,125,1961.67,3299.93,42.5037
16.7552,-972.7247314453125,126,630000,126,2483.85,2920.17,42.2577
16.6253,-1013.7471923828125,127,635000,127,2363.94,3658.16,42.4356
16.279,-952.4708251953125,128,640000,128,2778.2,3737.06,41.209
15.1483,-1052.1917724609375,129,645000,129,2322.61,3600.49,41.8203
15.6101,-1148.552734375,130,650000,130,2390.1,3038.73,44.6858
17.7799,-967.7689208984375,131,655000,131,2240.64,3443.79,42.6211
17.1585,-955.8142700195312,132,660000,132,2217.52,2558.56,42.5523
15.6266,-1008.667724609375,133,665000,133,2476.97,3165.68,41.4192
15.3762,-1036.964599609375,134,670000,134,2597.54,3115.09,42.1538
15.1882,-1244.003173828125,135,675000,135,2069.76,2334.39,44.1673
14.3495,-1092.012451171875,136,680000,136,2114.51,3423.1,42.1261
15.1006,-1131.71142578125,137,685000,137,2165.58,3206.37,43.1437
15.3346,-1167.7593994140625,138,690000,138,2415.3,3219.03,42.9895
16.6014,-1227.640869140625,139,695000,139,2855.03,3641.12,44.0899
18.337,-1089.0601806640625,140,700000,140,1996.99,3336.95,42.9925
14.8225,-1385.090576171875,141,705000,141,2041.91,2717.18,44.9847
14.7902,-1249.6888427734375,142,710000,142,2806.34,3547.24,42.7647
16.7425,-1233.2613525390625,143,715000,143,2208.12,3394.95,44.5692
16.3016,-1258.614501953125,144,720000,144,2512.75,3293.79,43.8498
15.0054,-1390.868896484375,145,725000,145,2223.21,3210.85,44.757
14.7775,-1470.721923828125,146,730000,146,2586.06,3386.19,44.8032
17.2364,-1295.282958984375,147,735000,147,2399.72,3199.9,44.2372
16.9727,-1253.050048828125,148,740000,148,2765.74,3745.93,43.9626
16.5488,-1301.6400146484375,149,745000,149,1863.97,3129.44,44.11
16.7118,-1293.75439453125,150,750000,150,2423.61,3620.83,43.0878
14.7061,-1398.846923828125,151,755000,151,2918.23,3562.25,43.5365
16.054,-1332.925537109375,152,760000,152,2119.48,3126.63,43.6871
17.2871,-1264.696533203125,153,765000,153,2499.67,2994.21,43.3005
14.9569,-1634.2808837890625,154,770000,154,2397.55,3467.04,45.5722
16.1803,-1254.4019775390625,155,775000,155,2680.78,3148.02,42.3374
17.5735,-1284.182373046875,156,780000,156,2163.67,2920.78,43.9351
19.2603,-1248.26953125,157,785000,157,2840.72,3591.35,43.0522
18.7762,-1267.36376953125,158,790000,158,2953.12,3259.09,41.8366
16.4584,-1298.1201171875,159,795000,159,2597.15,3476.09,41.707
17.2261,-1381.19091796875,160,800000,160,2831.94,3456.72,43.0638
17.7537,-1311.6796875,161,805000,161,2976.51,3471.24,42.2306
18.2032,-1253.098876953125,162,810000,162,2632.34,3619.16,41.8903
15.1221,-1470.758056640625,163,815000,163,2354.27,3404.83,42.8102
15.9261,-1441.843017578125,164,820000,164,2943.92,3439.48,43.2044
17.2652,-1317.279052734375,165,825000,165,2541.27,3728.22,41.8451
17.4711,-1556.272216796875,166,830000,166,2077.67,3421.78,44.8708
19.3434,-1602.6761474609375,167,835000,167,1979.64,3085.72,45.1704
17.685,-1492.0615234375,168,840000,168,2809.46,3770.92,43.0381
20.7043,-1391.73486328125,169,845000,169,2775.71,3158.87,44.0971
17.929,-1514.2320556640625,170,850000,170,2307.62,3648.22,43.3639
15.9816,-1771.0006103515625,171,855000,171,2364.27,3622.59,45.144
17.2629,-1654.010986328125,172,860000,172,2166.63,3166.82,44.2398
15.9797,-1882.486328125,173,865000,173,2302.83,2363.38,45.719
18.71,-1565.223388671875,174,870000,174,2580.2,3356.22,42.9912
18.0789,-1476.3642578125,175,875000,175,2955.75,3694.31,42.6155
18.7012,-1520.0892333984375,176,880000,176,2706.02,3062.95,42.5098
15.7123,-1861.492919921875,177,885000,177,2329.35,3395.04,44.1899
19.2606,-1661.30859375,178,890000,178,3102.79,3150.86,44.5334
15.0808,-2036.78466796875,179,895000,179,2830.45,3631.38,45.8601
16.3585,-1530.0484619140625,180,900000,180,2997.53,3838.88,42.0247
15.4937,-2037.20263671875,181,905000,181,2378.73,3060.48,46.1133
19.0214,-1599.651611328125,182,910000,182,3038.62,3778.15,42.9625
17.4499,-1768.2130126953125,183,915000,183,2898.03,3718.83,44.2275
16.2073,-1924.02734375,184,920000,184,2229.12,3511.78,45.6274
15.7052,-1862.4788818359375,185,925000,185,2490.64,4115.95,43.0819
18.3023,-1742.6795654296875,186,930000,186,2325.83,2956.57,43.9787
19.5411,-1739.4093017578125,187,935000,187,2922.93,3317.82,42.8978
19.5015,-1746.33740234375,188,940000,188,2208.02,3128.54,45.3317
15.8518,-1880.705810546875,189,945000,189,2479.28,3471.3,43.215
17.3626,-1960.5137939453125,190,950000,190,2701.2,3690.26,44.5146
19.5103,-1802.767578125,191,955000,191,2824.23,3985.45,43.2559
18.4465,-1873.6566162109375,192,960000,192,2772.73,3438.23,43.261
17.761,-2191.286865234375,193,965000,193,2887.82,3517.91,45.6617
17.9875,-1943.9913330078125,194,970000,194,2385.01,3650.16,44.2949
17.6279,-2061.951171875,195,975000,195,3073.73,4013.96,44.5317
17.2471,-2135.505126953125,196,980000,196,3046.46,3572.66,45.1452
15.1678,-2307.6669921875,197,985000,197,2697.91,3069.92,44.9865
19.2615,-1996.966552734375,198,990000,198,2373.33,3483.78,44.6686
16.2267,-2486.424072265625,199,995000,199,2626.08,3341.49,47.525
20.0843,-2023.5325927734375,200,1000000,200,3136.09,3683.48,44.3384
17.6161,-2137.851806640625,201,1005000,201,2316.37,3939.55,43.4008
16.9851,-2306.04736328125,202,1010000,202,2150.17,2896.54,45.809
16.5362,-2423.714599609375,203,1015000,203,2583.94,2852.37,46.3251
17.8789,-2122.643798828125,204,1020000,204,2327.53,4045.77,44.1645
17.4084,-2336.520751953125,205,1025000,205,1965.61,4019.71,45.3437
17.7288,-2732.516845703125,206,1030000,206,1957.12,3006.15,49.2046
16.5916,-2414.3505859375,207,1035000,207,2758.57,3048.9,45.7137
19.5666,-2269.921875,208,1040000,208,2203.44,2892.92,45.473
18.3388,-2392.83544921875,209,1045000,209,2913.53,3318.06,46.0088
17.9868,-2544.649169921875,210,1050000,210,2116.69,3183.95,46.776
16.6351,-2746.296875,211,1055000,211,2217.31,2830.04,47.1459
16.9537,-2835.779296875,212,1060000,212,2336.16,2875.76,48.7037
18.8778,-2498.8984375,213,1065000,213,2877.25,3772.32,46.1694
18.9875,-2510.56005859375,214,1070000,214,2824.75,3382.07,46.7646
21.7292,-2423.406005859375,215,1075000,215,2711.51,3598.84,45.855
18.0268,-2876.54296875,216,1080000,216,2151.36,2598.24,47.7304
18.538,-2650.613037109375,217,1085000,217,1845.07,2628.96,46.7331
20.4264,-2571.965087890625,218,1090000,218,2140.43,2757.3,46.7684
20.4615,-2564.095947265625,219,1095000,219,1889.42,3478.21,46.2598
18.2858,-2863.51025390625,220,1100000,220,2489.17,2705.79,48.1255
17.6863,-3070.271484375,221,1105000,221,2415.48,3123.52,47.5961
22.7185,-2746.456787109375,222,1110000,222,2553.65,3326.18,48.0005
20.591,-2946.186279296875,223,1115000,223,2214.85,3216.66,48.5526
19.9727,-2943.228759765625,224,1120000,224,2484.87,3050.9,48.5514
19.281,-2956.450927734375,225,1125000,225,1695.42,2029.51,46.7032
20.3085,-3090.3447265625,226,1130000,226,2817.71,3343.31,49.1267
19.2221,-2849.7890625,227,1135000,227,2461.37,3347.86,46.0062
20.2831,-3387.909423828125,228,1140000,228,3465.55,2905.3,50.6811
22.3999,-2898.03369140625,229,1145000,229,2208.93,3447.66,47.2931
20.0984,-3024.144287109375,230,1150000,230,2300.86,2219.7,47.2284
19.7767,-3270.819091796875,231,1155000,231,2130.91,2736.97,49.2523
20.6194,-3300.74560546875,232,1160000,232,2721.73,3513.0,49.7681
23.5744,-3008.356689453125,233,1165000,233,3052.68,3229.3,48.1609
21.7469,-3087.12841796875,234,1170000,234,2391.46,3474.38,48.1604
21.3542,-3416.272705078125,235,1175000,235,2928.86,2911.17,49.1188
21.8749,-3246.352294921875,236,1180000,236,3195.89,3452.32,49.8069
24.7794,-3139.27001953125,237,1185000,237,2943.74,3419.34,49.1484
23.3901,-3164.66796875,238,1190000,238,3083.86,2626.03,48.1204
23.2688,-3557.7373046875,239,1195000,239,2841.21,3641.77,50.5547
23.3598,-3269.831298828125,240,1200000,240,2327.61,3282.34,50.0029
23.6934,-3398.268798828125,241,1205000,241,2752.38,3281.72,49.1892
24.3581,-3339.72998046875,242,1210000,242,2741.06,3144.66,49.2707
22.0921,-3474.171630859375,243,1215000,243,2498.5,2456.42,49.8685
25.6935,-3458.135009765625,244,1220000,244,2698.25,3382.45,50.084
25.2925,-3596.02734375,245,1225000,245,2987.48,3331.9,51.1773
28.6213,-3417.57373046875,246,1230000,246,3245.94,2789.95,50.8647
24.9465,-3757.623779296875,247,1235000,247,2815.43,3297.93,50.1932
24.3043,-3603.02392578125,248,1240000,248,2743.11,3121.86,50.085
25.6456,-3591.279541015625,249,1245000,249,2828.07,3883.44,50.0977
26.3587,-3723.61328125,250,1250000,250,2333.29,3313.53,50.2409
23.8941,-3755.613037109375,251,1255000,251,2721.92,3899.28,49.8718
25.9529,-3872.441650390625,252,1260000,252,2870.54,3917.12,50.9391
26.1749,-3744.38623046875,253,1265000,253,3262.25,3937.99,50.0147
27.5466,-3838.827392578125,254,1270000,254,2601.48,4281.09,51.0447
24.8756,-3891.969482421875,255,1275000,255,2748.64,3450.19,50.7881
25.112,-3952.55419921875,256,1280000,256,2712.69,3167.53,50.6298
24.9214,-4158.40478515625,257,1285000,257,2478.51,3492.89,52.1144
24.3323,-3977.764404296875,258,1290000,258,2732.22,3791.79,50.764
24.1453,-4069.9462890625,259,1295000,259,1879.05,2670.72,51.0875
28.5412,-4064.55322265625,260,1300000,260,3486.15,3856.45,52.3324
26.9995,-3915.55615234375,261,1305000,261,2561.62,3110.62,51.3865
22.8712,-4217.046875,262,1310000,262,2341.55,3150.73,51.0312
26.4254,-4026.9599609375,263,1315000,263,2514.17,2974.5,51.4704
21.9272,-4331.5341796875,264,1320000,264,2363.32,3782.55,52.0247
28.1829,-3987.677001953125,265,1325000,265,2960.84,3568.93,50.9605
27.4516,-4078.896484375,266,1330000,266,2491.53,3215.14,51.573
21.6009,-4474.517578125,267,1335000,267,1896.41,3490.65,53.4433
26.3697,-4219.11865234375,268,1340000,268,2360.74,2801.71,51.9824
22.9047,-4296.26611328125,269,1345000,269,1856.98,2730.72,51.7815
22.4534,-4550.8720703125,270,1350000,270,2488.56,2599.04,53.0615
24.177,-4340.22607421875,271,1355000,271,1992.84,2881.61,51.6357
28.5222,-4400.2197265625,272,1360000,272,2153.35,3169.13,52.6637
23.1592,-4471.552734375,273,1365000,273,2084.65,2834.12,51.5924
23.933,-4493.34375,274,1370000,274,2755.64,3629.33,52.081
21.7588,-4455.63720703125,275,1375000,275,2605.84,3072.16,52.0445
25.234,-4648.0224609375,276,1380000,276,2215.78,2933.06,53.1409
21.7211,-4647.58544921875,277,1385000,277,2063.61,2195.49,52.5816
27.9857,-4334.8349609375,278,1390000,278,2965.05,3667.63,51.4577
27.2893,-4346.94384765625,279,1395000,279,2080.58,3494.67,51.4546
24.9785,-4416.18896484375,280,1400000,280,2561.58,3398.89,52.0072
24.9543,-4436.02294921875,281,1405000,281,2279.11,2449.4,51.7581
21.3322,-4736.31103515625,282,1410000,282,3034.12,3185.69,53.0098
23.5453,-4633.591796875,283,1415000,283,1857.51,2806.42,52.1569
24.3443,-4682.67431640625,284,1420000,284,2649.55,3344.03,51.7909
25.1061,-4730.72998046875,285,1425000,285,1884.31,2188.79,52.0959
21.1561,-4811.986328125,286,1430000,286,2458.59,2581.41,52.2491
32.6448,-4750.13427734375,287,1435000,287,2582.83,2781.7,53.263
23.9059,-4850.1279296875,288,1440000,288,2985.17,3604.26,52.1494
25.225,-4708.43310546875,289,1445000,289,3020.63,3034.71,51.1008
26.1597,-4773.8740234375,290,1450000,290,2323.76,3490.89,52.2282
23.4746,-4801.50146484375,291,1455000,291,1955.99,3335.19,51.8067
27.7389,-4723.484375,292,1460000,292,2667.65,2926.39,52.0402
23.9624,-4805.23779296875,293,1465000,293,3444.7,3153.95,52.6329
29.7921,-4769.6484375,294,1470000,294,2923.99,3408.84,53.8047
25.9615,-5014.78271484375,295,1475000,295,2506.79,3542.0,52.7203
29.2627,-4812.45947265625,296,1480000,296,2846.24,4013.82,52.5175
30.1756,-4880.15576171875,297,1485000,297,2877.32,3165.02,53.5651
25.8005,-4936.4306640625,298,1490000,298,2909.4,3707.78,53.6974
28.0142,-4795.38916015625,299,1495000,299,2544.13,3852.96,51.4096
31.0761,-4984.84375,300,1500000,300,2480.92,2542.88,53.6242
24.4917,-5051.248046875,301,1505000,301,2997.69,3499.55,52.5935
29.1593,-4822.35693359375,302,1510000,302,2839.32,3640.41,53.4188
30.1533,-4940.0,303,1515000,303,3043.06,4409.9,53.657
30.2498,-5074.71826171875,304,1520000,304,2508.21,3694.37,54.3393
25.1863,-5147.478515625,305,1525000,305,2502.94,3121.47,53.3455
27.0197,-5131.21728515625,306,1530000,306,2679.64,3623.93,52.8498
24.6734,-5226.41455078125,307,1535000,307,2530.51,3931.26,54.0388
