Running Update Time,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Reverse KL,Real Sto Return,Reward Loss
58,290000,326.75,58,3220.89,147.3011,3722.44,-31657.5390625
59,295000,332.7737,59,2435.79,147.1929,3853.13,-21847.11328125
60,300000,349.4682,60,1932.44,165.9023,3153.98,-35492.328125
61,305000,327.5255,61,2093.76,144.511,3684.5,-32060.96875
62,310000,351.3811,62,2560.03,183.0825,3577.61,-44929.37109375
63,315000,334.8652,63,2261.71,162.7261,4023.09,-34832.3984375
64,320000,342.1602,64,2033.86,171.2201,3243.8,-37907.16015625
65,325000,305.178,65,3706.89,101.4929,3868.99,-21062.865234375
66,330000,335.0659,66,3427.5,163.69,3676.83,-33016.7421875
67,335000,319.3442,67,4382.32,121.1172,4104.41,-23316.509765625
68,340000,314.2855,68,2096.45,118.806,4026.51,-27789.947265625
69,345000,325.2497,69,2536.28,148.0475,3781.19,-34311.7890625
70,350000,341.895,70,2654.08,165.6297,2896.86,-40092.24609375
71,355000,331.5777,71,3082.3,159.3613,4341.35,-41369.74609375
72,360000,323.7251,72,2288.65,160.981,3800.6,-36027.42578125
73,365000,320.8139,73,3373.2,125.8541,4320.97,-26809.3359375
74,370000,332.6441,74,2664.23,150.4028,4247.83,-35760.23828125
75,375000,316.8805,75,2228.31,134.258,3398.82,-32882.5
76,380000,328.3414,76,3935.48,141.3434,4059.85,-32788.55078125
77,385000,315.953,77,3753.13,132.9676,3497.76,-37015.83203125
78,390000,316.2881,78,4901.22,136.7427,4718.95,-34986.234375
79,395000,314.0599,79,4479.59,134.6349,3866.3,-39332.67578125
80,400000,331.8835,80,3947.78,151.3172,4316.63,-40238.53125
81,405000,317.0313,81,4243.46,131.3149,3927.1,-35714.796875
82,410000,324.6682,82,4256.63,140.9067,3784.4,-42337.640625
83,415000,304.0113,83,4570.91,106.7148,4164.53,-36055.0234375
84,420000,329.0112,84,4452.13,140.157,3947.94,-46944.6875
85,425000,311.196,85,4238.25,115.7862,4286.13,-39392.76953125
86,430000,316.5737,86,4718.12,114.0146,4442.04,-39703.03515625
87,435000,331.8078,87,4370.51,150.2207,4617.45,-46468.0625
88,440000,311.7136,88,4453.04,101.406,4290.21,-37881.54296875
89,445000,332.8526,89,4780.45,154.0937,4502.15,-51149.99609375
90,450000,320.7239,90,2279.87,142.442,3294.4,-50872.6484375
91,455000,316.173,91,1732.99,139.2804,3638.14,-47704.8125
92,460000,343.3215,92,2612.55,212.622,1802.82,-59927.0546875
93,465000,308.8357,93,4367.48,110.1411,3611.44,-48359.25390625
94,470000,324.0301,94,4885.83,132.8283,3761.71,-51272.12109375
95,475000,315.6871,95,4906.34,138.1382,4418.68,-51224.63671875
96,480000,306.6459,96,4989.21,111.5395,4244.92,-47106.17578125
97,485000,304.3264,97,3259.22,127.4308,3600.33,-51204.875
98,490000,313.0804,98,2157.01,147.513,2676.68,-53796.3125
99,495000,307.0605,99,3429.11,105.7767,4099.21,-48437.6953125
100,500000,305.086,100,3120.89,113.4507,4197.4,-49337.57421875
101,505000,309.593,101,4606.3,97.027,4297.53,-46718.23828125
102,510000,298.4657,102,3924.25,93.9568,4847.84,-45132.9609375
103,515000,303.4748,103,4624.97,102.8804,4400.09,-48980.703125
104,520000,296.9871,104,5055.45,97.6732,4633.67,-49102.9765625
105,525000,295.952,105,4604.17,94.3664,4043.08,-51455.421875
106,530000,294.1211,106,5083.1,95.8031,5051.81,-50483.62890625
107,535000,289.0459,107,4138.32,95.6478,4070.32,-48939.9609375
108,540000,299.4747,108,4649.83,99.133,4673.89,-53872.4921875
109,545000,300.0435,109,4651.38,96.4271,4962.35,-52873.10546875
110,550000,300.8991,110,4939.89,86.4054,4764.71,-51125.2109375
111,555000,275.1337,111,4073.32,79.9521,4613.7,-48004.90234375
112,560000,286.9035,112,3790.62,88.1499,4525.05,-52430.31640625
113,565000,307.9164,113,4724.16,96.9946,4813.01,-55070.78125
114,570000,290.6315,114,4960.26,94.6973,4576.22,-56542.91015625
115,575000,285.0364,115,5075.07,83.8685,4618.19,-55136.74609375
116,580000,291.1453,116,3543.47,87.7136,4595.13,-58300.375
117,585000,284.4206,117,4626.11,88.8001,4670.41,-53692.78515625
118,590000,276.6521,118,4862.33,74.8242,4465.37,-51985.734375
119,595000,284.2257,119,4910.58,79.9886,4721.5,-55707.3125
120,600000,290.9417,120,4957.18,109.0025,3903.44,-59232.46875
121,605000,315.1925,121,1610.91,164.5739,3187.27,-63424.171875
122,610000,281.2805,122,4693.71,80.5115,4892.54,-59426.07421875
123,615000,289.0524,123,4946.18,82.9736,4937.17,-53938.8984375
124,620000,272.5928,124,4643.6,77.7598,4976.88,-58431.0546875
125,625000,280.2428,125,4576.38,79.4389,4745.52,-59037.2578125
126,630000,281.8335,126,5007.48,78.5643,4971.53,-57012.08984375
127,635000,279.6665,127,5027.43,78.0515,4950.31,-59428.71484375
128,640000,272.3968,128,3876.43,77.3376,4812.19,-57958.53515625
129,645000,272.517,129,5101.0,75.3963,4867.14,-60775.0703125
130,650000,274.2907,130,4993.01,74.6544,4941.13,-60165.66015625
131,655000,268.1112,131,4977.95,69.9773,4849.74,-55066.70703125
132,660000,280.1277,132,5026.86,72.8891,4612.5,-62556.82421875
133,665000,286.1988,133,3791.7,104.2284,4858.91,-64687.1171875
134,670000,278.2833,134,4555.43,73.6321,4678.6,-57904.6796875
135,675000,264.6648,135,5078.4,80.5681,4806.96,-57296.55078125
136,680000,269.7029,136,5104.33,76.0545,4795.29,-56108.34375
137,685000,277.4047,137,4997.61,72.4227,4984.44,-58694.66015625
138,690000,271.7185,138,5082.23,68.9746,4854.85,-62972.78515625
139,695000,285.9789,139,4921.1,81.9271,4905.74,-61971.53515625
140,700000,279.4971,140,5020.08,75.1531,4965.4,-63459.6875
141,705000,277.7512,141,4944.74,74.2706,4994.79,-64474.71875
142,710000,294.6554,142,1877.8,108.202,3091.51,-64972.3515625
143,715000,259.3929,143,5067.41,56.8995,5001.17,-59077.44921875
144,720000,271.0067,144,5025.77,68.6971,4851.63,-63883.92578125
145,725000,272.307,145,4996.92,68.7235,4888.7,-59941.5859375
146,730000,277.3967,146,4909.86,70.0144,4642.85,-60026.21484375
147,735000,266.4892,147,5115.71,64.7675,5007.66,-59639.921875
148,740000,268.7717,148,5092.3,66.5813,4822.35,-65204.6875
149,745000,275.7687,149,4653.76,67.6109,4921.52,-64589.07421875
150,750000,267.4196,150,4615.65,67.8759,5017.3,-65483.38671875
151,755000,259.3399,151,4865.59,58.0333,4988.17,-62696.0078125
152,760000,262.7893,152,4698.07,66.9331,4752.56,-63176.0546875
153,765000,263.869,153,5116.35,77.623,4512.92,-61533.5
154,770000,262.6045,154,4994.3,76.4375,4487.8,-60642.73046875
155,775000,271.5545,155,5062.33,77.5844,4819.03,-60877.94140625
156,780000,274.2434,156,5074.02,60.5623,4696.41,-62085.96484375
157,785000,277.266,157,5010.42,68.9994,4940.31,-65071.37890625
158,790000,277.1673,158,3377.72,92.7763,4305.68,-68886.5390625
159,795000,273.2859,159,5121.17,70.6133,5025.83,-69665.90625
160,800000,271.3322,160,5118.89,81.3723,4888.6,-68500.5546875
161,805000,278.7755,161,4053.25,81.959,4401.17,-67612.4765625
162,810000,276.9247,162,5090.64,73.8988,4987.01,-71912.6171875
163,815000,276.9167,163,4851.51,68.0196,4286.0,-69362.828125
164,820000,272.4069,164,5013.76,67.5602,4972.82,-65591.5703125
165,825000,271.2041,165,5112.11,62.6968,4785.2,-69131.6875
166,830000,275.5668,166,4183.28,73.1025,4924.75,-67760.2890625
167,835000,269.2302,167,5074.49,76.2452,4699.95,-67414.7265625
168,840000,268.4597,168,5061.08,60.2292,4438.72,-66241.21875
169,845000,276.9053,169,3728.59,118.068,3418.97,-71100.515625
170,850000,275.9467,170,4901.33,63.1437,4917.54,-69401.3515625
171,855000,271.2959,171,4909.32,70.2347,5036.78,-70874.40625
172,860000,269.2068,172,4833.99,76.5867,4651.32,-71170.3125
173,865000,269.061,173,4708.92,66.105,4862.92,-69368.9609375
174,870000,273.348,174,4818.97,63.7807,4937.22,-70217.734375
175,875000,266.6329,175,3821.81,76.8785,4681.23,-68986.6015625
176,880000,261.247,176,4602.62,59.3808,4604.38,-69163.7109375
177,885000,275.6803,177,4574.01,68.0862,4847.2,-71548.2578125
178,890000,270.1387,178,5041.25,74.1974,4811.7,-70675.4921875
179,895000,268.3801,179,5021.73,80.0114,4807.21,-69215.09375
180,900000,265.8408,180,4100.03,69.6493,4981.81,-70175.0390625
181,905000,261.4997,181,5082.36,57.1573,5036.73,-70500.984375
182,910000,273.0674,182,3219.84,87.7968,4088.75,-69488.359375
183,915000,261.4538,183,3205.38,68.079,4972.58,-66173.4140625
184,920000,266.4877,184,4667.37,55.2642,4643.68,-67599.828125
185,925000,254.9961,185,4189.52,49.439,4933.97,-63632.83984375
186,930000,257.68,186,4931.28,52.5768,4849.58,-72214.734375
187,935000,262.4798,187,3429.07,64.5449,4948.88,-74451.9296875
188,940000,260.4867,188,5029.48,75.3898,5026.64,-73027.4609375
189,945000,262.0377,189,3321.11,58.1926,4895.42,-72409.359375
190,950000,261.3865,190,5074.17,56.4046,4932.02,-71077.0234375
191,955000,259.7022,191,1802.17,69.8896,4758.68,-74040.2578125
192,960000,259.5855,192,4725.62,55.986,5009.48,-73630.828125
193,965000,250.0729,193,4863.95,48.1312,5035.39,-70815.6171875
194,970000,249.1946,194,5052.66,47.546,4823.55,-70691.578125
195,975000,237.1991,195,2734.81,43.0011,4192.06,-67220.421875
196,980000,250.6053,196,2626.84,48.4309,4985.74,-71524.171875
197,985000,256.7129,197,5131.6,70.717,4880.55,-71879.8125
198,990000,255.8389,198,5090.36,57.5717,5004.58,-71737.4453125
199,995000,268.4361,199,3531.74,105.4278,3467.75,-75221.359375
200,1000000,253.6716,200,5122.51,48.1938,4566.67,-68042.7734375
201,1005000,248.6233,201,5111.84,49.3894,4942.64,-66433.0390625
202,1010000,242.0441,202,5102.12,42.0694,5011.06,-61335.8984375
203,1015000,243.9623,203,5142.77,45.7191,4912.94,-65675.1484375
204,1020000,243.7567,204,5095.97,40.625,4769.3,-68085.359375
205,1025000,239.5174,205,5118.54,40.1229,4969.13,-63541.20703125
206,1030000,244.5454,206,5109.99,41.9647,4735.33,-66596.84375
207,1035000,256.7423,207,5023.15,51.7536,4659.34,-71558.5703125
208,1040000,256.1928,208,2092.9,60.1142,4583.99,-70889.6875
209,1045000,271.4158,209,5146.53,129.4173,3233.14,-69312.0234375
210,1050000,265.724,210,1594.31,129.1498,3166.29,-70468.828125
211,1055000,251.5075,211,4835.04,61.4929,4638.07,-71592.578125
212,1060000,261.4388,212,4719.15,99.8612,4373.96,-73466.96875
213,1065000,259.6168,213,5104.19,54.3132,4927.91,-76234.4921875
214,1070000,259.2268,214,4878.88,67.5886,4885.07,-76799.8984375
215,1075000,263.157,215,4485.29,64.5357,4807.82,-78365.3359375
216,1080000,268.9303,216,1401.06,86.6447,4691.59,-77120.6484375
217,1085000,277.6831,217,2348.5,103.204,3587.02,-79060.5390625
218,1090000,274.1309,218,1155.75,83.1662,4126.22,-79242.3828125
219,1095000,278.8017,219,1137.23,85.2107,3845.12,-81671.0625
220,1100000,265.1891,220,3750.72,52.7765,4975.61,-78916.359375
221,1105000,262.6275,221,5119.76,58.7028,4957.77,-80773.3046875
222,1110000,275.9684,222,5196.63,93.2183,5067.54,-82814.484375
223,1115000,278.7605,223,2622.38,98.3705,3754.07,-82442.234375
224,1120000,260.1106,224,5142.37,64.3241,5031.81,-79869.125
225,1125000,273.6837,225,5051.73,66.9839,5000.48,-83993.1484375
226,1130000,282.1991,226,5109.88,90.5232,4561.14,-84009.6640625
227,1135000,262.7243,227,1701.97,60.2011,4575.81,-82244.0234375
228,1140000,275.3416,228,1433.56,79.2783,4155.86,-83899.734375
229,1145000,325.4459,229,1546.12,188.1199,2736.07,-80200.8671875
230,1150000,271.4559,230,5065.47,91.2235,4289.69,-78680.703125
231,1155000,260.8698,231,4840.74,61.1511,4604.74,-81543.9375
232,1160000,256.4626,232,5002.47,60.326,4999.53,-79615.359375
233,1165000,262.3441,233,3792.31,68.3777,5037.12,-80406.203125
234,1170000,265.0,234,5008.38,64.2682,4463.41,-81246.4140625
235,1175000,262.6235,235,4481.75,77.7468,4992.61,-79758.109375
236,1180000,267.0748,236,4556.58,77.2982,3880.03,-81608.234375
237,1185000,314.5163,237,2985.56,171.4952,3563.84,-82319.6953125
238,1190000,280.0293,238,4928.65,89.7135,4472.31,-83931.9765625
239,1195000,344.2358,239,1001.84,197.037,2156.14,-80705.171875
240,1200000,287.6287,240,5249.43,86.0883,4561.18,-85833.140625
241,1205000,273.9411,241,4977.77,72.2965,4630.59,-84565.546875
242,1210000,285.2403,242,5191.15,99.4247,4441.69,-85497.4765625
243,1215000,275.279,243,4165.88,79.6649,4441.33,-83209.890625
244,1220000,308.8043,244,1669.25,115.6434,3608.97,-84353.421875
245,1225000,316.0989,245,4463.18,148.4056,3774.82,-82095.9140625
246,1230000,298.4145,246,3806.02,109.4885,4144.01,-83146.7421875
247,1235000,258.1648,247,3705.71,69.4945,4651.36,-74326.9609375
248,1240000,254.6626,248,4734.15,62.3223,4912.21,-73668.984375
249,1245000,283.0286,249,2277.96,116.1201,4428.86,-80750.265625
250,1250000,277.2277,250,1403.98,103.9258,4628.03,-81306.3359375
251,1255000,274.4094,251,4584.34,97.9179,4417.55,-83980.3515625
252,1260000,290.278,252,4773.08,122.4105,4144.21,-86265.2890625
253,1265000,285.919,253,4158.47,113.0111,3963.24,-85947.8984375
254,1270000,275.5728,254,4061.36,96.4808,4023.91,-86200.8203125
255,1275000,264.053,255,4762.38,92.3684,4103.04,-85714.6640625
256,1280000,282.2632,256,4667.07,134.3095,3091.08,-84655.4765625
257,1285000,311.2621,257,328.96,206.4952,1797.77,-83787.3671875
258,1290000,309.3076,258,3137.85,143.3743,4287.98,-83747.0
259,1295000,274.7701,259,3936.53,79.5128,4554.75,-86839.8515625
260,1300000,258.4785,260,5125.83,69.3322,5027.45,-87174.328125
261,1305000,263.5146,261,5121.57,69.8844,5006.13,-87251.0
262,1310000,278.1805,262,4856.89,89.0506,4465.68,-87406.40625
263,1315000,334.1255,263,1306.72,223.0233,1700.87,-88506.9296875
264,1320000,305.122,264,3978.84,153.7738,4215.42,-88139.015625
265,1325000,341.7575,265,2083.59,218.5044,1790.47,-87552.078125
266,1330000,317.7524,266,4004.87,147.8685,3381.11,-87370.2890625
267,1335000,288.107,267,3294.67,89.0,4682.39,-89523.40625
268,1340000,311.5511,268,4467.38,122.4362,4360.86,-90894.0234375
269,1345000,346.473,269,4343.04,212.0568,2304.68,-89041.5625
270,1350000,352.5128,270,2170.25,199.4368,3576.86,-89880.6640625
271,1355000,319.5281,271,3598.01,153.4216,3952.33,-92133.7578125
272,1360000,315.0524,272,3753.2,151.2699,3592.8,-91279.890625
273,1365000,291.39,273,4722.72,110.823,4586.84,-86434.8515625
274,1370000,276.354,274,4407.23,75.8517,4777.38,-79576.5390625
275,1375000,324.2825,275,1529.19,211.078,2782.34,-85922.34375
276,1380000,268.1738,276,5246.84,103.0077,5143.89,-87396.4609375
277,1385000,261.0859,277,4357.01,72.5828,5061.73,-85665.2890625
278,1390000,269.9033,278,4768.01,64.1855,4776.43,-83122.953125
279,1395000,290.1513,279,4965.02,83.3239,4678.3,-83497.578125
280,1400000,261.1032,280,4462.77,73.5512,4577.72,-84780.640625
281,1405000,299.315,281,4921.39,104.0245,4378.25,-87090.53125
282,1410000,273.9073,282,4075.2,78.5304,4943.2,-81796.890625
283,1415000,273.2018,283,5094.73,80.801,4864.26,-86566.8125
284,1420000,263.1435,284,4828.27,78.8054,4835.95,-86257.3046875
285,1425000,281.3698,285,4853.67,91.9681,4335.06,-86707.140625
286,1430000,296.1116,286,4420.63,100.1342,4336.37,-90575.0234375
287,1435000,293.3872,287,4746.14,114.5616,3783.88,-90059.21875
288,1440000,277.5211,288,5000.83,96.5536,4957.54,-87817.5703125
289,1445000,254.6588,289,5149.62,56.3647,5056.42,-84425.6640625
290,1450000,265.6674,290,5147.17,68.0664,4755.27,-86945.28125
291,1455000,366.8062,291,856.62,238.8798,1172.97,-79280.234375
292,1460000,268.7569,292,5073.37,71.3689,4983.11,-87088.9765625
293,1465000,274.9,293,4923.41,78.6804,4863.93,-88470.0078125
294,1470000,297.2458,294,4892.82,105.1286,4259.18,-87613.9921875
295,1475000,294.9115,295,2096.12,159.549,1805.46,-82178.1015625
296,1480000,309.257,296,3197.43,150.6636,2058.84,-85184.34375
297,1485000,293.8556,297,5025.36,138.9306,3735.47,-85502.1015625
298,1490000,287.3256,298,5036.04,107.6689,4778.27,-91321.3984375
299,1495000,263.6033,299,5135.13,75.4859,4432.85,-87736.125
300,1500000,268.734,300,5009.94,85.7388,4833.26,-88341.46875
301,1505000,264.0055,301,5112.89,83.8921,5007.91,-86524.1328125
302,1510000,281.3421,302,4383.63,82.1783,4367.21,-82282.953125
303,1515000,260.6969,303,5166.36,74.1451,5048.45,-84841.0546875
304,1520000,267.437,304,5043.26,69.3674,4142.0,-82292.9375
305,1525000,265.7665,305,4671.61,71.3328,4620.95,-76019.40625
306,1530000,265.4122,306,3489.47,74.9778,4516.91,-83466.171875
307,1535000,284.1774,307,3793.03,160.0413,4240.12,-78309.953125
308,1540000,262.1542,308,3521.64,64.0647,4765.93,-76509.9453125
309,1545000,263.1711,309,2218.83,61.1262,4705.4,-80297.171875
310,1550000,285.1207,310,2940.67,110.2346,4128.6,-86812.765625
311,1555000,261.6693,311,5019.68,59.7377,4926.1,-85049.3046875
312,1560000,286.1716,312,4360.87,95.0941,4739.87,-90934.21875
313,1565000,302.1061,313,4840.68,113.4058,4844.12,-90602.3515625
314,1570000,345.7079,314,2372.84,223.8264,1411.61,-73681.984375
315,1575000,419.171,315,472.36,244.2369,565.23,-76883.4375
316,1580000,391.4129,316,763.0,239.7703,720.84,-78517.046875
317,1585000,380.6652,317,382.15,220.1168,371.57,-77179.890625
318,1590000,431.119,318,319.1,260.4011,322.69,-79958.0078125
319,1595000,393.6039,319,379.82,266.8726,444.79,-81949.7890625
320,1600000,380.9269,320,610.72,233.2937,805.1,-82742.390625
321,1605000,373.9841,321,432.72,260.4729,800.57,-84123.890625
322,1610000,371.1192,322,739.3,265.1437,949.05,-81604.90625
323,1615000,350.5066,323,1007.48,266.79,805.08,-84738.109375
324,1620000,363.6005,324,1187.13,318.8545,1770.16,-91742.4375
325,1625000,330.121,325,1146.27,217.2993,1338.95,-86952.2578125
326,1630000,402.8938,326,1279.65,362.6074,987.62,-84687.0390625
327,1635000,348.2075,327,1583.5,293.7225,1054.67,-84969.828125
328,1640000,373.8458,328,740.77,331.9612,818.66,-89575.125
329,1645000,373.2067,329,869.05,367.7062,839.13,-91084.515625
330,1650000,429.4002,330,888.86,445.8686,690.25,-92738.7421875
331,1655000,360.6412,331,633.25,382.3139,613.56,-90273.828125
332,1660000,349.6024,332,1187.33,372.8605,893.41,-90656.4765625
333,1665000,394.701,333,653.09,553.6509,334.81,-92179.0390625
334,1670000,417.3817,334,551.18,615.751,887.68,-87321.8515625
335,1675000,583.6066,335,198.45,637.2713,517.12,-94626.0625
336,1680000,451.3124,336,789.92,618.9231,866.48,-96827.5078125
337,1685000,449.9037,337,474.95,512.6618,562.51,-85607.3984375
338,1690000,461.9288,338,416.59,587.3789,471.42,-88098.34375
339,1695000,480.237,339,234.51,548.978,205.37,-89314.40625
340,1700000,504.9059,340,239.71,576.8681,217.2,-97303.671875
341,1705000,562.7636,341,119.55,644.9627,150.4,-96740.3671875
342,1710000,528.586,342,156.91,690.198,188.33,-95592.234375
343,1715000,521.8836,343,249.16,653.8863,215.03,-96771.921875
344,1720000,567.4422,344,189.9,670.4208,252.64,-97469.9140625
345,1725000,491.5531,345,203.24,542.1799,175.72,-95968.109375
346,1730000,486.3888,346,220.16,688.0685,244.77,-79378.703125
347,1735000,489.9486,347,191.62,626.8644,179.3,-81383.375
348,1740000,513.5524,348,235.69,612.3064,181.66,-88961.296875
349,1745000,617.6982,349,96.55,677.3169,99.79,-97650.2578125
350,1750000,635.7996,350,90.03,597.4104,87.41,-97579.7734375
351,1755000,611.2531,351,98.88,582.0145,101.02,-91559.0625
352,1760000,638.621,352,81.42,820.2656,81.77,-95594.5234375
353,1765000,638.4706,353,72.97,724.4032,72.48,-92977.7421875
354,1770000,678.8063,354,66.7,978.5693,66.74,-60329.67578125
355,1775000,665.7566,355,65.91,444.566,69.89,-71515.90625
356,1780000,672.4863,356,62.87,619.1545,64.13,-65263.4296875
357,1785000,560.0726,357,65.92,479.2489,66.77,-83216.015625
358,1790000,547.9133,358,67.59,408.3716,68.69,-89770.5078125
359,1795000,509.3213,359,66.0,413.0234,67.44,-87018.7421875
360,1800000,495.7805,360,69.48,390.0694,69.92,-92388.3046875
361,1805000,510.3974,361,69.42,582.3256,69.44,-83329.578125
362,1810000,503.7664,362,72.87,464.5372,72.93,-79002.125
363,1815000,482.3997,363,72.56,701.6416,72.19,-81743.546875
364,1820000,491.8114,364,72.37,1021.1244,72.05,-75239.96875
365,1825000,479.671,365,73.37,451.6248,72.79,-84544.390625
366,1830000,488.5942,366,73.96,430.8348,73.01,-85594.953125
367,1835000,475.8369,367,75.72,377.6101,73.97,-88594.90625
368,1840000,489.5912,368,73.96,474.0473,73.56,-91517.6328125
369,1845000,484.9794,369,73.43,870.2108,73.44,-67054.578125
370,1850000,495.6498,370,72.83,572.2456,73.25,-84716.9140625
371,1855000,481.7011,371,74.15,412.1642,73.38,-90622.4375
372,1860000,518.9194,372,72.7,925.7144,73.17,-84342.2734375
373,1865000,497.1047,373,74.24,460.4356,74.57,-92737.234375
374,1870000,528.4254,374,74.71,790.7299,75.12,-83375.6796875
375,1875000,485.0788,375,76.28,403.1184,74.64,-93617.2578125
376,1880000,497.2348,376,76.57,381.2829,74.27,-84786.34375
377,1885000,498.1656,377,74.47,388.2868,73.17,-92839.515625
378,1890000,474.3456,378,64.47,286.6241,65.98,-89182.546875
379,1895000,526.7985,379,61.2,485.237,60.91,-69863.296875
380,1900000,530.5064,380,64.15,364.7086,63.74,-86422.3046875
381,1905000,572.6977,381,64.62,366.6295,64.11,-89003.953125
382,1910000,580.6787,382,63.46,357.7824,63.8,-92496.390625
383,1915000,612.3192,383,65.62,372.7456,65.58,-92432.8828125
384,1920000,634.9154,384,63.13,386.7408,68.22,-93160.71875
385,1925000,657.8142,385,65.61,445.0943,66.59,-93466.53125
386,1930000,680.9866,386,60.37,498.7716,63.25,-94857.859375
387,1935000,667.0436,387,60.31,496.7665,61.15,-88723.3359375
388,1940000,645.6665,388,60.65,472.6051,61.62,-84587.171875
389,1945000,685.9536,389,61.61,1066.1521,61.37,-82727.1015625
390,1950000,680.3819,390,60.43,641.2292,61.28,-89405.359375
391,1955000,670.3489,391,64.32,539.1329,68.53,-95605.8125
392,1960000,660.6426,392,61.05,431.5542,61.46,-77076.4296875
393,1965000,636.8104,393,62.99,478.4967,62.91,-89044.328125
394,1970000,560.5172,394,276.37,540.8461,274.99,-90217.5390625
395,1975000,570.0912,395,229.59,569.2898,229.49,-90945.796875
396,1980000,573.834,396,258.28,3013.0815,258.32,-98254.9375
397,1985000,543.2219,397,208.63,406.334,209.34,-96919.65625
398,1990000,524.4301,398,240.05,507.8211,255.62,-93829.0
399,1995000,523.6103,399,220.77,1622.9127,224.33,-97208.796875
400,2000000,633.5935,400,145.94,1543.1588,143.52,-97554.296875
401,2005000,563.0464,401,234.88,364.0695,260.6,-95920.8671875
402,2010000,585.8147,402,208.92,372.4543,205.25,-95907.1875
403,2015000,484.2929,403,414.7,1223.1687,378.25,-93935.3671875
404,2020000,513.4858,404,238.09,339.2804,239.31,-85935.5390625
