Real Sto Return,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Itration,Running Update Time,Running Reverse KL
4782.73,4758.6,1925000,-8763.2587890625,36.5576,385,385,14.5728
4689.7,4734.67,1930000,-9859.12890625,37.3011,386,386,13.9045
4799.72,4814.61,1935000,-8897.693359375,36.357,387,387,13.9163
4526.68,2442.69,1940000,-9031.138671875,36.2194,388,388,14.2136
4797.47,4719.81,1945000,-9249.6201171875,36.9229,389,389,14.4456
4771.21,4764.92,1950000,-9265.5693359375,36.3016,390,390,13.8004
4768.49,4705.27,1955000,-9363.3427734375,36.5021,391,391,13.9343
4693.24,4647.68,1960000,-10044.0107421875,36.6809,392,392,13.6454
4534.02,4723.68,1965000,-10289.796875,37.5151,393,393,14.4984
4895.44,4827.9,1970000,-9233.798828125,36.3533,394,394,14.6253
4602.33,4311.18,1975000,-10374.197265625,37.614,395,395,14.8229
4835.44,4820.33,1980000,-10013.287109375,37.2814,396,396,15.3706
4620.39,4794.81,1985000,-9446.3642578125,36.4138,397,397,14.5652
4543.16,4752.47,1990000,-10059.5400390625,36.841,398,398,14.1936
4776.09,4678.88,1995000,-11151.75,36.6838,399,399,12.9005
4720.96,4743.83,2000000,-10377.4853515625,37.1779,400,400,13.9295
4645.05,4848.31,2005000,-10035.1533203125,36.544,401,401,14.7816
4579.79,4746.3,2010000,-10163.6015625,36.8345,402,402,14.4081
4794.63,4792.26,2015000,-9576.876953125,36.4999,403,403,14.3598
4216.35,4850.63,2020000,-9808.7314453125,35.837,404,404,14.8698
4829.05,4827.26,2025000,-9500.322265625,36.0196,405,405,15.118
4860.25,4819.94,2030000,-9627.18359375,36.6336,406,406,14.7272
4782.85,4836.3,2035000,-9829.619140625,36.1581,407,407,13.5526
4873.2,4924.74,2040000,-9945.4443359375,36.5333,408,408,13.4311
4594.54,4768.98,2045000,-11003.9912109375,36.0725,409,409,13.256
4846.71,4889.56,2050000,-11098.5458984375,36.1481,410,410,13.277
4969.81,5002.52,2055000,-9282.09375,35.5989,411,411,14.551
4648.74,4855.77,2060000,-9330.7880859375,35.9208,412,412,13.8754
4789.09,4930.15,2065000,-9775.51953125,35.5019,413,413,13.1317
4796.73,4859.7,2070000,-10949.6904296875,36.2142,414,414,13.24
4780.28,4849.94,2075000,-10090.7001953125,36.3795,415,415,14.157
4782.85,4806.12,2080000,-9772.2236328125,35.5341,416,416,13.1761
4843.66,4822.19,2085000,-10535.3583984375,36.6432,417,417,13.7687
4867.7,4936.94,2090000,-9277.2236328125,35.7942,418,418,13.8064
4769.98,4754.71,2095000,-10032.3046875,36.6602,419,419,14.3169
4892.19,4910.96,2100000,-9492.345703125,35.9498,420,420,14.9443
4805.98,4750.49,2105000,-9774.556640625,36.5954,421,421,14.4161
4778.81,4797.68,2110000,-10321.2568359375,36.8774,422,422,14.1036
4755.03,4747.02,2115000,-10563.5107421875,36.5909,423,423,13.2559
4809.63,4880.2,2120000,-9998.1640625,35.8359,424,424,13.5143
4608.8,4789.71,2125000,-9974.51953125,36.0105,425,425,13.7024
4667.91,4703.62,2130000,-10548.810546875,36.5721,426,426,12.9506
4675.33,4763.71,2135000,-10732.58203125,36.4953,427,427,13.3304
4654.15,4715.04,2140000,-11216.951171875,37.0574,428,428,13.0365
4937.13,4977.5,2145000,-9601.7607421875,35.2242,429,429,13.3644
4737.44,4672.31,2150000,-10984.99609375,36.652,430,430,13.925
4803.42,4783.19,2155000,-9802.2373046875,35.0458,431,431,13.0082
4758.87,4784.98,2160000,-10843.650390625,35.731,432,432,13.4541
4726.02,4734.3,2165000,-10687.9482421875,36.2274,433,433,13.4954
4890.67,4983.32,2170000,-10025.6259765625,34.6311,434,434,13.8737
4845.68,4896.21,2175000,-14228.1708984375,35.8642,435,435,13.3256
202.49,203.73,2180000,-24965.822265625,54.4114,436,436,67.0146
525.67,565.44,2185000,-25045.72265625,47.7268,437,437,26.762
784.14,707.63,2190000,-24767.1015625,47.2073,438,438,18.4029
4570.57,4556.62,2195000,-13941.3916015625,39.1337,439,439,18.2667
4069.98,4100.56,2200000,-14670.1630859375,43.2359,440,440,19.5757
4216.81,4141.85,2205000,-16807.91015625,41.8784,441,441,19.4826
4818.19,4849.47,2210000,-10600.36328125,36.8972,442,442,16.2958
4804.7,4742.35,2215000,-10584.263671875,37.4682,443,443,16.3178
4895.39,4844.49,2220000,-10427.4404296875,36.1172,444,444,15.2713
4678.55,4671.79,2225000,-11488.55078125,35.8155,445,445,14.0226
4820.28,4844.76,2230000,-10280.7275390625,35.0389,446,446,14.434
4864.24,4859.79,2235000,-10162.3642578125,34.7116,447,447,14.1115
4971.38,4999.74,2240000,-9598.7607421875,34.0237,448,448,14.0453
4714.56,4560.06,2245000,-11326.9541015625,36.5193,449,449,14.379
4813.61,4828.83,2250000,-10864.654296875,36.0229,450,450,14.0668
4695.89,4886.07,2255000,-10107.3994140625,34.9322,451,451,14.0916
4925.84,4960.84,2260000,-9925.064453125,34.1444,452,452,14.0878
4868.89,4855.18,2265000,-10520.666015625,35.1691,453,453,14.0173
4917.32,4921.39,2270000,-10288.671875,34.5809,454,454,13.4501
4682.9,4435.26,2275000,-12576.830078125,36.7394,455,455,13.7892
4407.25,4485.78,2280000,-12786.8310546875,36.7434,456,456,13.5311
4625.38,4878.39,2285000,-11086.607421875,35.2583,457,457,13.526
4924.46,4908.53,2290000,-10428.2841796875,34.9605,458,458,13.8113
4849.42,4852.1,2295000,-10721.1416015625,35.5858,459,459,13.722
4791.65,4801.1,2300000,-11503.9052734375,36.0239,460,460,13.9416
4901.47,4925.26,2305000,-10922.263671875,35.2501,461,461,13.6951
4949.3,5020.29,2310000,-10428.1181640625,34.4006,462,462,12.7398
4980.89,4938.36,2315000,-11116.939453125,34.4282,463,463,13.2681
4712.52,4847.22,2320000,-10192.03515625,33.7858,464,464,13.7369
4879.56,4874.94,2325000,-10723.95703125,34.2635,465,465,13.0746
4866.64,4842.58,2330000,-10596.5498046875,35.1213,466,466,14.5159
4934.16,4933.88,2335000,-10195.8310546875,33.6165,467,467,13.35
4987.2,4989.54,2340000,-10649.75,34.352,468,468,13.3053
4998.52,5052.33,2345000,-9958.255859375,33.0306,469,469,13.6333
4908.04,4831.66,2350000,-10701.314453125,35.4039,470,470,14.0332
4986.64,5054.22,2355000,-9939.6513671875,33.2107,471,471,13.713
4942.82,4774.46,2360000,-10524.439453125,34.3226,472,472,13.4122
4814.51,4737.19,2365000,-11178.40625,35.0802,473,473,14.2121
4896.57,4827.57,2370000,-10840.658203125,34.9082,474,474,13.9479
4940.17,4916.48,2375000,-10134.953125,33.8831,475,475,13.418
4993.65,4975.39,2380000,-9655.2236328125,33.5676,476,476,12.9933
4902.34,4928.29,2385000,-10318.5087890625,34.3072,477,477,13.144
4928.49,4891.44,2390000,-10471.7158203125,34.3229,478,478,13.8163
4623.99,4882.09,2395000,-10772.9677734375,34.0658,479,479,13.4426
4917.27,4817.03,2400000,-10393.275390625,34.4456,480,480,13.7953
4949.12,4965.49,2405000,-10377.41015625,34.3494,481,481,13.4543
5014.6,5071.29,2410000,-9559.251953125,32.6321,482,482,12.8928
4903.25,4895.42,2415000,-10360.876953125,34.2203,483,483,13.0116
4874.44,5073.36,2420000,-9640.9072265625,32.9374,484,484,13.3821
5014.75,5082.73,2425000,-9818.66015625,33.2529,485,485,13.1871
4991.75,4959.33,2430000,-10078.142578125,33.1315,486,486,13.3429
5012.14,4954.33,2435000,-9740.6650390625,33.7702,487,487,14.144
5032.01,5063.08,2440000,-11153.5927734375,34.6963,488,488,13.3489
4568.94,4998.6,2445000,-10181.3681640625,33.7545,489,489,13.4385
4533.35,4976.5,2450000,-11600.2548828125,33.73,490,490,12.4975
5069.61,5116.69,2455000,-10327.85546875,33.4905,491,491,13.7903
5077.97,5089.33,2460000,-10421.2890625,34.0265,492,492,13.8535
5094.71,5172.69,2465000,-9729.8369140625,33.0581,493,493,13.3132
4857.38,5233.7,2470000,-9717.1982421875,33.008,494,494,12.9584
5016.49,5142.44,2475000,-10459.552734375,33.2146,495,495,12.4735
4934.01,5144.14,2480000,-10512.041015625,33.8181,496,496,13.2957
4991.52,5273.67,2485000,-9829.8076171875,33.5813,497,497,13.8108
4951.98,5244.61,2490000,-10452.90625,34.3857,498,498,12.8873
4871.04,5218.19,2495000,-10373.2490234375,33.298,499,499,13.3094
3407.25,4652.9,2500000,-19483.705078125,37.1802,500,500,17.5654
334.01,361.11,2505000,-32748.802734375,49.2717,501,501,30.2707
374.41,409.45,2510000,-29886.6640625,50.229,502,502,45.2314
1893.72,3047.76,2515000,-23655.744140625,45.1619,503,503,20.101
3521.6,1028.5,2520000,-21895.271484375,41.8661,504,504,17.2931
4388.83,4490.71,2525000,-14015.7734375,36.7559,505,505,16.3784
4524.43,4843.66,2530000,-13032.3994140625,34.7695,506,506,14.3052
4403.04,4938.27,2535000,-13664.1142578125,34.3117,507,507,15.3555
4299.66,3360.01,2540000,-15219.1328125,34.1102,508,508,14.5317
4843.6,4992.57,2545000,-11847.1083984375,33.9194,509,509,13.0641
4845.23,4937.09,2550000,-11901.5859375,34.5375,510,510,12.7036
4999.71,5092.02,2555000,-11488.62890625,34.9166,511,511,13.2896
4947.23,5073.76,2560000,-11982.435546875,35.4506,512,512,13.9717
4918.1,5027.11,2565000,-12436.62890625,35.3227,513,513,14.7823
4701.79,4998.92,2570000,-12021.7216796875,35.0221,514,514,13.5779
3075.67,3385.83,2575000,-18661.484375,37.8195,515,515,15.8744
4717.04,4452.3,2580000,-12086.44921875,35.1468,516,516,12.8706
4014.15,4985.1,2585000,-16834.58203125,35.6519,517,517,12.8494
4995.0,5199.93,2590000,-10854.18359375,33.4576,518,518,12.6756
4784.92,4884.22,2595000,-12550.2802734375,34.4238,519,519,12.9011
4959.59,5167.88,2600000,-12336.57421875,33.8062,520,520,12.6546
4925.26,5125.38,2605000,-12029.1572265625,34.3262,521,521,12.8584
4903.26,5032.3,2610000,-11353.2333984375,34.14,522,522,12.753
4780.42,5031.11,2615000,-11317.828125,34.3407,523,523,13.0395
4941.4,4965.37,2620000,-11278.1005859375,34.4916,524,524,13.6141
4879.57,4874.33,2625000,-11729.357421875,35.0398,525,525,12.9519
4962.9,5005.32,2630000,-11115.4599609375,34.064,526,526,13.0633
4965.65,5012.97,2635000,-11520.0478515625,34.5386,527,527,13.1928
4957.32,4891.5,2640000,-11116.5712890625,34.3315,528,528,13.5376
4663.36,4857.34,2645000,-12631.6171875,34.77,529,529,13.3769
4764.3,5066.82,2650000,-11394.927734375,33.3995,530,530,12.7057
4709.81,4969.85,2655000,-11571.052734375,34.5987,531,531,13.1613
4778.86,4704.58,2660000,-12541.8759765625,35.04,532,532,13.065
4826.49,4744.76,2665000,-12147.712890625,34.8255,533,533,12.9319
4833.64,4747.48,2670000,-12286.443359375,34.5747,534,534,13.6402
4965.82,5126.98,2675000,-11245.55078125,33.385,535,535,12.865
4935.88,4912.61,2680000,-11249.71875,33.6818,536,536,12.9964
4901.41,4957.93,2685000,-11443.66015625,33.2976,537,537,12.3566
4959.25,4922.13,2690000,-11552.708984375,33.846,538,538,13.1812
4765.76,4926.43,2695000,-11286.646484375,33.7998,539,539,12.9396
5028.0,4982.63,2700000,-11044.5859375,33.4102,540,540,13.3264
4901.01,5057.91,2705000,-10939.2373046875,33.03,541,541,12.9465
4950.42,4979.99,2710000,-11218.3740234375,33.5438,542,542,12.9302
5004.21,5018.07,2715000,-10898.673828125,33.6984,543,543,12.9113
4677.84,4869.56,2720000,-12331.595703125,34.3037,544,544,13.1661
4990.68,5091.98,2725000,-11375.31640625,33.5226,545,545,12.9792
4836.97,5042.75,2730000,-11598.6943359375,33.9385,546,546,13.5121
3781.23,5011.24,2735000,-17577.18359375,35.0225,547,547,13.7858
3934.57,5032.04,2740000,-15976.7724609375,34.9453,548,548,12.672
3418.15,4190.88,2745000,-17626.84375,35.6214,549,549,13.1777
3820.47,5025.77,2750000,-18333.955078125,35.4628,550,550,13.0954
4036.69,3801.91,2755000,-17147.19921875,35.5759,551,551,11.947
3957.11,5099.61,2760000,-15524.8203125,33.8904,552,552,15.6245
4486.05,5103.02,2765000,-13037.3408203125,33.2029,553,553,12.275
4904.96,5183.34,2770000,-10583.3759765625,32.8133,554,554,12.5781
4998.02,5036.17,2775000,-13867.9501953125,33.7214,555,555,11.6587
4654.85,5071.1,2780000,-15531.2744140625,33.7376,556,556,11.1635
4818.63,4961.04,2785000,-12737.5302734375,33.4795,557,557,11.896
4657.08,4884.45,2790000,-11968.396484375,33.9261,558,558,12.7826
4868.44,4999.92,2795000,-11469.5673828125,33.5224,559,559,12.7662
4968.19,5076.35,2800000,-11093.8369140625,32.6373,560,560,12.7564
4662.18,2686.0,2805000,-15581.267578125,34.043,561,561,12.0917
5036.37,5062.5,2810000,-10338.251953125,32.5584,562,562,12.8797
4524.48,5222.87,2815000,-10962.8212890625,31.9674,563,563,12.1885
4812.49,5164.19,2820000,-11122.2265625,32.7304,564,564,13.2921
4643.14,5170.76,2825000,-12357.9091796875,33.1829,565,565,12.4406
5067.37,5102.01,2830000,-11349.5478515625,33.4091,566,566,13.2441
5105.44,5095.22,2835000,-13230.50390625,33.0489,567,567,12.2433
4882.13,5108.78,2840000,-10828.0478515625,32.3047,568,568,12.3095
5030.47,5160.63,2845000,-10495.2841796875,32.3812,569,569,12.619
5079.31,5158.14,2850000,-10954.6025390625,32.8752,570,570,12.9815
5031.58,5097.09,2855000,-10761.845703125,32.4949,571,571,12.9878
4502.91,5198.36,2860000,-13443.0673828125,33.0118,572,572,12.2478
4968.16,5097.91,2865000,-11771.279296875,33.8073,573,573,12.9746
4787.26,4957.36,2870000,-12673.5078125,33.926,574,574,12.7468
4928.43,4992.92,2875000,-12157.5556640625,33.5289,575,575,13.2731
4919.27,5013.07,2880000,-11694.12890625,32.5186,576,576,12.5092
5005.75,5104.84,2885000,-11222.01953125,31.5897,577,577,12.8996
4690.19,5131.89,2890000,-15889.009765625,34.3179,578,578,12.0665
4862.38,5163.39,2895000,-13364.3203125,34.0238,579,579,12.5374
4940.32,5179.38,2900000,-11913.642578125,33.0134,580,580,12.3931
4973.02,5145.72,2905000,-14053.2998046875,33.216,581,581,13.253
23.53,18.39,2910000,-26864.474609375,38.4353,582,582,12.9297
4423.9,4714.08,2915000,-14240.638671875,34.7534,583,583,12.4439
4107.33,4890.39,2920000,-14965.650390625,33.6585,584,584,10.9168
4747.06,4874.42,2925000,-13293.515625,34.0417,585,585,11.9374
4703.11,4955.95,2930000,-13734.533203125,33.9127,586,586,11.5046
4710.27,4873.9,2935000,-13726.306640625,33.5946,587,587,11.1377
4955.37,5102.26,2940000,-11688.568359375,33.2352,588,588,12.4104
5077.11,5202.76,2945000,-11229.6953125,32.9035,589,589,12.4361
5091.1,5179.12,2950000,-10844.7900390625,32.8048,590,590,12.4376
5008.7,5079.0,2955000,-11795.505859375,33.049,591,591,12.7071
4890.46,5204.51,2960000,-11233.958984375,31.9621,592,592,12.3104
4981.47,5118.86,2965000,-12001.708984375,33.1664,593,593,12.7253
4800.41,5215.49,2970000,-13196.94921875,33.0291,594,594,14.1112
4980.2,4982.27,2975000,-12451.62890625,32.5639,595,595,12.3548
4959.37,5097.75,2980000,-11834.474609375,32.305,596,596,12.1721
5016.18,5126.14,2985000,-12198.5537109375,32.463,597,597,12.1647
5073.26,5159.6,2990000,-11505.173828125,32.6971,598,598,12.5229
5055.21,5139.73,2995000,-12303.1767578125,33.0093,599,599,13.0031
4898.69,5020.18,3000000,-11282.51953125,31.7434,600,600,12.4764
4656.06,5192.44,3005000,-12171.1962890625,32.6124,601,601,12.1391
5123.99,5246.09,3010000,-12372.515625,32.8381,602,602,12.9174
5062.82,5301.55,3015000,-12024.0068359375,32.7154,603,603,12.702
4960.21,5226.32,3020000,-11813.056640625,32.8187,604,604,12.6832
5137.62,5317.81,3025000,-12807.9697265625,33.3967,605,605,13.5074
5071.94,5266.99,3030000,-11311.8076171875,32.0254,606,606,12.3147
5107.59,5242.06,3035000,-11330.6552734375,32.7351,607,607,13.2141
4931.74,5337.03,3040000,-14327.4345703125,34.3215,608,608,12.5023
5038.03,5309.65,3045000,-12961.330078125,32.8277,609,609,12.4331
4251.38,4680.03,3050000,-13976.5830078125,33.5041,610,610,11.6737
5007.91,5231.03,3055000,-11720.078125,32.4474,611,611,12.2471
5075.78,5239.59,3060000,-11166.404296875,31.9036,612,612,12.3823
4943.24,5196.76,3065000,-11830.4072265625,32.4571,613,613,11.8886
5015.79,5002.84,3070000,-12281.8623046875,32.6114,614,614,12.8718
5107.36,5193.8,3075000,-11977.8515625,32.645,615,615,11.9215
5129.56,5330.15,3080000,-10631.4638671875,31.1907,616,616,12.0332
5078.55,5282.63,3085000,-11875.02734375,31.768,617,617,12.1236
5036.87,5142.5,3090000,-12183.0302734375,32.2449,618,618,12.0173
4994.42,5110.24,3095000,-13059.068359375,32.8129,619,619,11.6129
4820.81,5258.92,3100000,-12322.6181640625,32.4462,620,620,11.508
4992.56,5280.49,3105000,-12807.6396484375,32.3247,621,621,11.7337
5057.29,5269.43,3110000,-11761.26953125,31.7225,622,622,11.4465
5104.62,5336.13,3115000,-11624.75,32.12,623,623,12.0413
5049.82,5172.34,3120000,-11946.734375,31.7732,624,624,11.1085
4888.89,5284.24,3125000,-11776.1708984375,32.2494,625,625,11.8831
5061.49,5241.45,3130000,-12460.8203125,32.759,626,626,12.2631
5047.7,5205.03,3135000,-12366.8662109375,33.0527,627,627,12.1345
5181.39,5379.27,3140000,-10718.3076171875,31.4284,628,628,11.325
5122.99,5289.16,3145000,-11320.3603515625,31.5395,629,629,11.9691
5122.55,5309.74,3150000,-11988.8876953125,31.7928,630,630,12.1399
5142.05,5326.49,3155000,-12114.57421875,32.0299,631,631,12.0408
5060.98,5274.46,3160000,-11595.3876953125,31.6446,632,632,11.3255
4969.23,5284.63,3165000,-11319.544921875,31.5868,633,633,11.1619
5177.49,5350.92,3170000,-12090.6630859375,31.5376,634,634,11.1776
4832.01,5121.0,3175000,-12282.5234375,31.9271,635,635,11.3332
5091.43,5267.98,3180000,-12073.4716796875,31.5376,636,636,11.6195
5034.48,5179.65,3185000,-12640.7060546875,32.042,637,637,11.6054
4949.42,5223.0,3190000,-12218.96484375,32.9751,638,638,11.6512
4721.2,5184.9,3195000,-13942.966796875,32.6479,639,639,11.9297
5132.4,5238.31,3200000,-12350.6240234375,32.0832,640,640,12.1485
5119.67,5201.57,3205000,-12709.234375,32.5071,641,641,12.0338
571.38,551.26,3210000,-32073.376953125,42.4429,642,642,38.9751
424.8,442.56,3215000,-32813.2890625,49.4558,643,643,36.9393
2996.94,4716.91,3220000,-23574.58984375,38.9966,644,644,23.8464
1595.17,1140.62,3225000,-22817.025390625,36.6844,645,645,12.1451
2365.39,3189.93,3230000,-24115.447265625,36.9797,646,646,32.401
4456.14,4429.1,3235000,-17642.935546875,33.2902,647,647,17.9537
4986.46,4821.07,3240000,-14905.728515625,34.1316,648,648,12.5768
4141.95,5139.41,3245000,-18155.65234375,33.8505,649,649,12.1992
3664.73,4180.24,3250000,-17158.0234375,32.5015,650,650,10.2531
4839.78,5154.59,3255000,-16393.353515625,32.0603,651,651,14.9486
5082.3,5138.04,3260000,-13161.14453125,32.058,652,652,11.7866
4441.54,5116.43,3265000,-16289.0078125,33.1821,653,653,10.6805
4658.66,4854.72,3270000,-16401.810546875,33.4112,654,654,10.9826
5060.77,5126.59,3275000,-13573.3759765625,32.012,655,655,11.4175
4873.1,5169.85,3280000,-14264.734375,32.3779,656,656,11.2915
2918.47,4655.23,3285000,-24378.7578125,34.8678,657,657,16.3982
4775.72,5086.98,3290000,-17760.279296875,33.2684,658,658,11.2032
3239.11,4151.64,3295000,-21367.28125,34.6252,659,659,12.6682
3965.89,3520.4,3300000,-21430.146484375,35.9854,660,660,17.1604
4502.57,5241.84,3305000,-16501.6484375,33.754,661,661,11.989
4362.83,5272.22,3310000,-20321.12109375,34.6209,662,662,21.0619
3800.72,4164.04,3315000,-14361.296875,33.3199,663,663,11.4172
4830.36,5019.84,3320000,-14939.892578125,32.2891,664,664,11.8861
4821.98,4923.54,3325000,-13543.1787109375,31.402,665,665,11.4331
4655.58,4937.12,3330000,-15152.818359375,32.0331,666,666,11.5811
5027.79,5170.96,3335000,-13699.541015625,31.3911,667,667,12.1235
5043.47,5268.56,3340000,-12492.3818359375,30.5362,668,668,11.0494
5192.66,5359.96,3345000,-12498.7529296875,31.5405,669,669,11.8661
5246.14,5415.71,3350000,-11897.57421875,29.9169,670,670,11.3257
4417.59,4832.12,3355000,-15025.123046875,31.5738,671,671,14.4073
5168.3,5246.52,3360000,-14688.4482421875,31.3678,672,672,13.6956
5025.56,5096.82,3365000,-15145.4423828125,32.3016,673,673,12.7726
4802.51,5170.6,3370000,-14115.1337890625,31.9006,674,674,12.1659
5262.88,5381.85,3375000,-12716.810546875,30.9918,675,675,11.8046
5095.95,5324.06,3380000,-17041.279296875,32.6365,676,676,13.5914
5122.7,5256.33,3385000,-13198.4716796875,31.1429,677,677,12.1789
5060.62,5175.76,3390000,-14488.4267578125,32.2871,678,678,12.381
5214.53,5448.08,3395000,-12250.1162109375,30.5403,679,679,12.272
4433.05,5305.66,3400000,-15670.7646484375,31.6835,680,680,12.2352
4988.59,4926.15,3405000,-14448.5517578125,31.6245,681,681,11.6505
5173.25,5375.59,3410000,-11762.18359375,30.9364,682,682,11.1939
5251.96,5349.27,3415000,-12801.9775390625,31.0621,683,683,11.9968
4745.33,5227.48,3420000,-13576.0244140625,31.3471,684,684,12.5333
5232.65,5313.31,3425000,-13870.0302734375,31.5603,685,685,12.7532
5192.01,5321.46,3430000,-12564.36328125,31.3393,686,686,11.8052
5225.14,5179.6,3435000,-12464.4267578125,31.0806,687,687,11.7258
5171.72,5284.69,3440000,-11773.37890625,31.0832,688,688,11.8274
5224.54,5296.22,3445000,-12270.5546875,31.144,689,689,11.6481
5207.4,5290.62,3450000,-12773.1640625,31.0549,690,690,11.7313
5236.93,5253.49,3455000,-15013.41015625,31.5638,691,691,13.2166
5208.2,5214.29,3460000,-13601.236328125,32.4029,692,692,12.4191
5257.56,5244.76,3465000,-12946.15625,31.3987,693,693,12.5078
4111.8,3990.79,3470000,-16078.2685546875,31.9826,694,694,11.712
5060.03,5259.25,3475000,-13664.998046875,31.0519,695,695,12.0989
4992.34,5185.27,3480000,-14053.501953125,31.9843,696,696,12.4482
5139.34,5184.57,3485000,-14019.3271484375,31.2499,697,697,12.6198
5063.19,5064.99,3490000,-18142.75,32.9151,698,698,14.3237
5162.93,5229.92,3495000,-14269.541015625,31.9183,699,699,11.9751
5179.37,5289.31,3500000,-14491.568359375,32.0224,700,700,12.6305
5049.04,5174.88,3505000,-15838.2412109375,32.2723,701,701,12.0726
5165.44,5242.57,3510000,-14240.3837890625,31.6489,702,702,12.4998
5174.41,5166.73,3515000,-13459.8447265625,30.7143,703,703,12.4418
5085.95,5176.58,3520000,-15269.1640625,32.3236,704,704,12.8555
5159.61,5211.16,3525000,-14053.7138671875,32.2469,705,705,12.0313
5150.15,5193.34,3530000,-13598.3349609375,31.0176,706,706,12.738
5234.87,5292.46,3535000,-12686.599609375,30.736,707,707,12.0416
5241.55,5287.48,3540000,-12548.779296875,31.2618,708,708,11.7433
5184.51,5182.03,3545000,-12882.6982421875,30.8664,709,709,12.4799
5010.94,5204.79,3550000,-13337.4970703125,31.6161,710,710,11.8598
5218.22,5209.99,3555000,-12316.513671875,30.6374,711,711,11.8222
5184.67,5283.81,3560000,-13183.8837890625,31.6198,712,712,12.0824
4817.47,5143.53,3565000,-13763.017578125,31.9117,713,713,12.5111
4620.8,5311.33,3570000,-13431.953125,31.8282,714,714,12.1986
5012.62,5297.54,3575000,-16058.3359375,32.2931,715,715,12.0005
5047.78,4482.77,3580000,-20737.939453125,33.4065,716,716,11.5407
5122.62,5159.22,3585000,-14297.7607421875,31.5834,717,717,12.3828
4968.62,5256.97,3590000,-13881.505859375,31.627,718,718,12.2443
5215.21,5235.24,3595000,-12137.6328125,30.3969,719,719,11.8899
5221.55,5289.3,3600000,-13169.5966796875,30.9617,720,720,11.8785
5182.34,5287.5,3605000,-13931.546875,31.0064,721,721,11.5317
5002.9,5352.96,3610000,-12678.0341796875,30.8242,722,722,11.8493
5236.51,5308.17,3615000,-12845.396484375,30.4431,723,723,12.1195
5218.16,5373.77,3620000,-13156.513671875,31.335,724,724,12.6213
5216.37,5286.37,3625000,-12813.345703125,30.6578,725,725,11.5516
5033.5,5189.22,3630000,-13376.875,31.072,726,726,11.7408
5191.6,5215.7,3635000,-13163.40234375,30.7348,727,727,11.9813
5139.01,5316.76,3640000,-15922.021484375,31.4333,728,728,14.1671
4905.01,5207.46,3645000,-15833.4111328125,31.7207,729,729,12.536
5016.6,5255.55,3650000,-13905.599609375,31.5922,730,730,11.6091
4904.53,5265.51,3655000,-14009.966796875,31.741,731,731,11.5105
5200.72,5292.25,3660000,-13555.31640625,30.5093,732,732,11.9475
5079.59,5316.43,3665000,-15038.0244140625,31.4882,733,733,11.2165
5188.49,5361.67,3670000,-13902.05859375,30.5495,734,734,12.0199
5232.29,5336.02,3675000,-12302.158203125,30.6801,735,735,11.6208
5204.04,5390.87,3680000,-13195.6962890625,30.5818,736,736,11.9102
5223.48,5345.42,3685000,-13470.509765625,30.8023,737,737,12.0604
5246.95,5360.77,3690000,-12144.0322265625,29.9688,738,738,12.1226
5231.04,5276.55,3695000,-12522.4052734375,29.9104,739,739,12.087
5188.14,5283.51,3700000,-12473.1982421875,30.1355,740,740,11.9645
5185.6,5233.62,3705000,-14875.044921875,31.1204,741,741,11.892
5165.95,5242.84,3710000,-13572.3603515625,31.1103,742,742,12.4162
5111.73,5334.52,3715000,-14590.025390625,31.0759,743,743,11.9497
3408.23,3863.59,3720000,-17031.234375,32.475,744,744,12.0177
4865.7,5012.23,3725000,-18011.8046875,32.6184,745,745,11.2191
5146.23,5400.46,3730000,-13987.853515625,31.4062,746,746,12.1093
5074.97,5241.62,3735000,-13466.41796875,30.9581,747,747,12.485
5008.34,5317.95,3740000,-13238.22265625,30.4523,748,748,12.4197
5234.1,5432.63,3745000,-13896.982421875,30.8728,749,749,11.5381
4852.62,5241.02,3750000,-14240.0302734375,31.0536,750,750,11.9936
5259.05,5341.14,3755000,-15165.9599609375,30.7704,751,751,11.8312
5185.46,5433.98,3760000,-16803.68359375,32.2742,752,752,11.4589
5023.19,5058.85,3765000,-20402.751953125,31.6485,753,753,12.45
5187.65,5472.93,3770000,-12927.8291015625,30.3453,754,754,11.8892
5138.04,5496.75,3775000,-12114.0341796875,29.5489,755,755,12.2151
4963.78,5449.94,3780000,-16221.7919921875,30.5252,756,756,10.7798
5341.19,5352.33,3785000,-13426.84765625,30.3983,757,757,12.0966
5270.0,5311.43,3790000,-13695.47265625,30.0092,758,758,11.8092
5095.95,5237.63,3795000,-15902.291015625,30.1633,759,759,12.6589
4610.11,4299.04,3800000,-17784.369140625,30.9053,760,760,12.7976
5167.18,5019.51,3805000,-15137.7373046875,30.9378,761,761,11.4805
5329.21,5459.73,3810000,-12843.8671875,29.4932,762,762,11.8686
5282.21,5470.5,3815000,-13173.45703125,29.3561,763,763,11.1398
5309.09,5494.78,3820000,-12477.931640625,29.8729,764,764,10.9528
5267.97,5387.32,3825000,-14851.2431640625,31.1694,765,765,11.8073
5154.01,5503.31,3830000,-14223.9560546875,30.7178,766,766,11.519
5308.52,5450.61,3835000,-14277.4775390625,30.9332,767,767,11.9533
5304.58,5524.62,3840000,-13086.978515625,30.2484,768,768,11.8052
4931.1,5506.7,3845000,-14770.9755859375,31.1277,769,769,11.0165
5326.34,5437.51,3850000,-13615.1533203125,30.2405,770,770,11.5658
