Itration,Running Update Time,Real Det Return,Reward Loss,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return
36,36,3556.89,-269.9721984863281,180000,22.1093,45.6999,3028.61
37,37,2911.3,-381.4891052246094,185000,19.2167,44.8095,2339.43
38,38,3202.03,-341.2529296875,190000,19.3667,45.4755,2834.4
39,39,3519.74,-288.5699157714844,195000,19.2695,45.8235,3326.97
40,40,3543.1,-373.8263854980469,200000,18.4637,45.8494,2730.77
41,41,2622.9,-410.806884765625,205000,19.1473,45.3886,2784.8
42,42,3385.34,-413.2044982910156,210000,18.4178,44.7381,2981.91
43,43,3464.97,-297.16217041015625,215000,17.6176,44.5031,3230.89
44,44,3473.55,-309.3728332519531,220000,20.3217,45.4461,3300.52
45,45,3415.17,-352.70562744140625,225000,19.4057,45.1182,3353.42
46,46,3558.9,-257.2847900390625,230000,22.8558,46.7484,3635.61
47,47,3460.67,-319.4936218261719,235000,19.3409,45.2372,3379.2
48,48,3582.6,-332.71173095703125,240000,22.0598,46.5685,3528.43
49,49,3730.27,-298.1885986328125,245000,25.0284,47.107,3759.37
50,50,3594.22,-322.96795654296875,250000,16.4807,44.0707,3516.36
51,51,3582.73,-306.4653625488281,255000,21.8995,46.9405,3656.68
52,52,3781.42,-323.8222351074219,260000,19.4337,45.2487,3498.54
53,53,3728.1,-324.656494140625,265000,22.8786,46.5453,3755.08
54,54,3780.24,-319.21563720703125,270000,22.3187,45.4085,3802.93
55,55,3964.76,-317.69989013671875,275000,21.5444,44.8115,3933.85
56,56,3733.87,-342.4516296386719,280000,23.9262,46.1121,3828.2
57,57,3865.91,-337.14501953125,285000,22.2166,45.2317,3843.45
58,58,3866.56,-338.2926025390625,290000,20.9682,45.4459,3926.21
59,59,3920.32,-350.99383544921875,295000,25.0997,47.0625,3979.34
60,60,3877.63,-366.56146240234375,300000,22.2312,45.4315,3915.33
61,61,3818.14,-378.9793701171875,305000,23.3166,45.4768,3879.68
62,62,3981.31,-375.4175109863281,310000,21.2837,45.1269,3936.07
63,63,3725.18,-407.4186706542969,315000,23.5716,45.6552,3793.97
64,64,3855.48,-383.6242370605469,320000,23.1295,45.0634,3867.04
65,65,3903.25,-401.2294006347656,325000,22.2934,44.5183,3925.69
66,66,3859.84,-391.8421936035156,330000,23.3964,45.1973,3900.52
67,67,4002.02,-450.05548095703125,335000,23.4766,45.7017,3998.25
68,68,4029.87,-399.2040710449219,340000,22.5256,45.7523,4017.79
69,69,3975.42,-429.78363037109375,345000,22.107,44.9751,3973.46
70,70,4027.62,-407.5780944824219,350000,23.2675,45.2483,4020.39
71,71,3971.47,-444.88592529296875,355000,25.1995,45.9122,3986.38
72,72,4112.94,-424.3171081542969,360000,24.9125,45.6877,4085.72
73,73,4037.5,-433.0455627441406,365000,23.1475,45.7501,4012.23
74,74,4166.25,-432.11883544921875,370000,23.2191,44.6028,4136.17
75,75,4176.32,-444.3047180175781,375000,21.8359,44.1761,4103.61
76,76,4094.67,-449.58154296875,380000,23.5689,45.0768,4071.6
77,77,4096.38,-446.28948974609375,385000,22.0889,44.8053,4110.53
78,78,4030.97,-480.13116455078125,390000,21.5088,44.5183,4042.52
79,79,4141.51,-468.1134948730469,395000,21.4193,44.5602,4065.66
80,80,4111.01,-474.336669921875,400000,22.2695,44.928,4058.76
81,81,4135.71,-481.2707824707031,405000,23.0023,45.6437,4140.54
82,82,4175.89,-488.8921813964844,410000,21.258,45.1577,4127.36
83,83,4224.14,-480.36981201171875,415000,23.0758,44.8269,4141.13
84,84,4058.11,-509.0323791503906,420000,23.2882,44.5539,4054.42
85,85,4037.12,-500.5074768066406,425000,22.1018,44.6428,4036.93
86,86,4090.58,-531.2716064453125,430000,20.8055,44.0444,3945.4
87,87,4128.15,-518.6640014648438,435000,20.6245,43.5505,4078.15
88,88,4171.39,-517.81787109375,440000,21.9949,44.183,4103.12
89,89,4202.4,-567.724853515625,445000,21.1648,43.9628,3996.55
90,90,4153.87,-535.5093994140625,450000,22.0027,43.9938,4142.56
91,91,4049.68,-554.4988403320312,455000,22.1802,44.4069,4058.11
92,92,4142.45,-563.9000244140625,460000,21.4921,44.8151,4063.0
93,93,4138.1,-563.95947265625,465000,19.6629,43.357,4102.08
94,94,4124.37,-551.1280517578125,470000,20.8874,43.9497,4103.41
95,95,4166.02,-583.6995239257812,475000,21.6944,44.0326,4128.74
96,96,4218.46,-577.1683959960938,480000,20.282,44.7748,4118.32
97,97,4192.98,-578.847900390625,485000,21.5518,44.4877,4156.33
98,98,4174.24,-592.6626586914062,490000,20.4417,43.5221,4126.23
99,99,4218.46,-592.7721557617188,495000,20.0712,43.6954,4173.51
100,100,4091.34,-594.092529296875,500000,19.9902,43.2771,4097.13
101,101,4146.11,-602.06982421875,505000,19.7661,43.4962,4126.82
102,102,4232.79,-627.3086547851562,510000,20.108,43.9884,4142.77
103,103,4177.35,-602.76708984375,515000,21.2119,43.8684,4120.73
104,104,4167.27,-618.88330078125,520000,19.663,43.8405,4174.48
105,105,4207.36,-681.1582641601562,525000,19.7039,43.5656,3926.49
106,106,4160.92,-634.055908203125,530000,18.6582,42.9638,4150.95
107,107,4058.0,-664.2052001953125,535000,20.4496,43.6444,4087.26
108,108,4084.24,-636.1288452148438,540000,19.3566,42.8439,4084.92
109,109,4165.24,-671.138427734375,545000,21.0914,43.2651,4156.29
110,110,4250.8,-684.4674072265625,550000,21.0839,44.3467,4187.22
111,111,4173.83,-671.9793090820312,555000,19.9679,43.4627,4167.09
112,112,4228.41,-671.2924194335938,560000,18.8082,42.241,4049.43
113,113,4239.85,-701.5286865234375,565000,20.0537,43.7033,4200.08
114,114,4199.55,-695.1876220703125,570000,20.5809,43.3157,4203.95
115,115,4220.71,-674.9044189453125,575000,19.5498,43.3503,4015.17
116,116,4208.69,-693.2393798828125,580000,19.4455,43.2529,3885.38
117,117,4197.41,-704.5316162109375,585000,20.6617,43.6698,4205.1
118,118,4157.33,-711.083740234375,590000,18.8416,43.1502,3866.11
119,119,4168.55,-720.7152709960938,595000,19.984,42.9289,4160.68
120,120,4183.69,-748.4778442382812,600000,19.9771,43.677,4166.96
121,121,4260.63,-724.2236328125,605000,20.2669,43.6118,4239.18
122,122,4203.05,-797.7472534179688,610000,20.8029,43.6316,4147.15
123,123,4202.41,-726.0885009765625,615000,19.8678,43.0984,4199.42
124,124,4293.1,-738.0964965820312,620000,19.9749,43.3062,4209.58
125,125,4233.73,-810.6898193359375,625000,19.8289,42.6751,3977.67
126,126,4252.89,-770.9595947265625,630000,19.1306,42.8588,4182.33
127,127,4219.38,-780.7709350585938,635000,19.5635,43.2835,4084.36
128,128,4282.09,-757.1837158203125,640000,20.1081,42.8679,3880.21
129,129,4315.42,-818.387451171875,645000,18.4272,42.7294,4067.87
130,130,4278.28,-804.9822998046875,650000,19.589,43.3785,4214.81
131,131,4325.81,-782.13720703125,655000,18.6491,42.666,4248.84
132,132,4219.63,-809.6674194335938,660000,18.3679,42.4182,3984.14
133,133,4293.17,-807.0735473632812,665000,18.7286,42.4786,4237.68
134,134,4264.89,-822.3865966796875,670000,19.5054,42.492,4218.93
135,135,4128.99,-877.03369140625,675000,18.6599,42.701,4121.63
136,136,3939.22,-918.233154296875,680000,17.2303,43.233,3891.4
137,137,4318.97,-879.9800415039062,685000,19.0391,42.669,4204.66
138,138,4124.2,-840.6795654296875,690000,18.5422,42.683,4110.25
139,139,4309.66,-856.6635131835938,695000,18.8423,42.7842,4218.01
140,140,4361.8,-868.8436279296875,700000,19.6415,42.5851,4091.2
141,141,4367.57,-911.3880615234375,705000,19.5842,42.3762,4267.15
142,142,4312.9,-898.9701538085938,710000,18.3669,42.1731,4234.16
143,143,4262.26,-876.4979248046875,715000,18.5323,42.169,4236.6
144,144,4248.32,-885.707763671875,720000,19.011,42.2882,4172.92
145,145,4326.05,-995.0884399414062,725000,14.9593,42.47,3554.04
146,146,4333.08,-933.040771484375,730000,17.8194,42.3363,4278.64
147,147,4467.19,-946.6196899414062,735000,17.7897,42.2859,3971.06
148,148,4257.58,-906.5059814453125,740000,18.6615,42.7104,4156.74
149,149,4283.25,-921.3367309570312,745000,18.5095,42.6078,4135.56
150,150,4301.16,-923.6017456054688,750000,18.8085,42.7395,4270.39
151,151,4397.08,-939.8413696289062,755000,17.6412,42.1444,3942.63
152,152,4282.37,-953.6690673828125,760000,19.3423,42.8147,4186.71
153,153,4332.27,-1032.4627685546875,765000,17.0851,42.6637,4218.03
154,154,3136.25,-1229.0235595703125,770000,15.6943,43.728,3296.21
155,155,4290.42,-969.294189453125,775000,17.7327,42.1669,4179.0
156,156,4288.15,-998.082763671875,780000,18.245,42.7687,4156.19
157,157,4302.98,-992.924072265625,785000,17.9663,42.3973,4224.95
158,158,4240.8,-1006.6057739257812,790000,19.2152,42.7515,4202.29
159,159,4387.09,-1024.3818359375,795000,18.5467,42.382,4279.27
160,160,4407.29,-1003.7835693359375,800000,18.3396,42.7566,4269.2
161,161,4428.99,-988.9989013671875,805000,17.5406,42.3019,3955.56
162,162,4245.21,-1058.83349609375,810000,18.6871,42.2583,4197.14
163,163,4337.34,-992.4578857421875,815000,17.6897,42.2433,4212.61
164,164,4453.2,-1021.5115356445312,820000,17.5997,41.6839,4154.87
165,165,3963.16,-1126.1044921875,825000,17.0945,42.3528,3972.17
166,166,4102.73,-1028.820556640625,830000,17.1419,42.0213,4044.41
167,167,4419.36,-1076.1221923828125,835000,17.8605,42.4599,4285.01
168,168,4124.43,-1040.0411376953125,840000,17.4419,42.0388,3649.43
169,169,4308.59,-1064.82373046875,845000,18.7169,42.301,4233.16
170,170,4407.75,-1074.2105712890625,850000,18.6375,42.4599,4283.01
171,171,4084.11,-1478.7655029296875,855000,18.2216,43.4112,3120.46
172,172,4386.94,-1059.1318359375,860000,18.3251,42.3225,4098.84
173,173,4360.75,-1058.0543212890625,865000,17.0549,41.9698,4231.96
174,174,4454.03,-1060.09814453125,870000,17.9677,42.4537,4362.09
175,175,4284.83,-1190.32373046875,875000,17.3221,42.0955,4025.63
176,176,4176.75,-1115.3614501953125,880000,17.5296,41.6268,4144.39
177,177,4399.56,-1102.0489501953125,885000,17.3122,41.6659,4307.92
178,178,4209.25,-1133.699462890625,890000,16.4977,41.7205,4180.9
179,179,4350.33,-1130.84814453125,895000,17.6397,41.7002,4288.69
180,180,4451.03,-1075.6658935546875,900000,16.7386,40.8237,4338.18
181,181,4250.41,-1143.0028076171875,905000,17.2884,42.1347,4160.27
182,182,4389.3,-1155.998291015625,910000,18.3332,42.2215,3969.76
183,183,4418.9,-1174.650634765625,915000,16.1437,41.558,4280.69
184,184,4441.98,-1159.853515625,920000,16.1828,41.0034,4333.56
185,185,4433.01,-1182.21142578125,925000,17.5688,41.6036,4321.18
186,186,4339.59,-1217.6947021484375,930000,16.6766,42.2263,4236.75
187,187,4455.5,-1156.31591796875,935000,16.835,41.2511,4359.18
188,188,4433.53,-1164.6212158203125,940000,16.8074,41.8016,4322.4
189,189,4445.59,-1151.19482421875,945000,17.5751,41.9794,4372.08
190,190,4451.56,-1188.09228515625,950000,16.8197,41.1216,4318.76
191,191,4316.72,-1302.890869140625,955000,15.9588,41.7041,4193.06
192,192,4388.56,-1154.2467041015625,960000,16.2561,41.1116,4267.94
193,193,4426.09,-1205.1446533203125,965000,18.3689,42.1571,4286.34
194,194,4150.02,-1358.4803466796875,970000,19.1744,42.0611,3790.75
195,195,4432.33,-1222.6395263671875,975000,17.0123,41.82,4341.5
196,196,3735.01,-1495.5457763671875,980000,22.767,42.1795,3809.85
197,197,4499.49,-1181.2796630859375,985000,16.0304,40.9753,4161.65
198,198,4446.26,-1197.6451416015625,990000,15.5601,40.7018,4148.18
199,199,4098.51,-1499.0146484375,995000,15.9923,41.6945,3870.22
200,200,4480.76,-1200.9095458984375,1000000,18.0139,41.0834,4410.16
201,201,4429.98,-1225.876220703125,1005000,17.4379,40.841,4377.83
202,202,4445.49,-1239.0146484375,1010000,16.9937,40.8521,4384.68
203,203,4429.84,-1254.2381591796875,1015000,17.0752,41.3616,4366.94
204,204,4381.39,-1260.91796875,1020000,16.5859,40.4637,4314.44
205,205,4428.91,-1272.5255126953125,1025000,16.3719,40.4619,4370.72
206,206,4451.27,-1287.2042236328125,1030000,16.5349,40.8215,4381.71
207,207,4455.93,-1294.96728515625,1035000,17.1498,40.3881,4370.7
208,208,4351.68,-1294.6795654296875,1040000,16.5978,41.1071,4294.03
209,209,4427.74,-1294.211669921875,1045000,17.2963,40.614,4399.57
210,210,4406.7,-1322.06298828125,1050000,16.7464,41.2634,4380.61
211,211,4452.19,-1307.6199951171875,1055000,16.4915,40.6656,4377.03
212,212,4562.97,-1295.806640625,1060000,16.8241,40.322,4467.11
213,213,4456.8,-1322.7591552734375,1065000,16.7739,40.5903,4387.03
214,214,4512.46,-1283.7347412109375,1070000,16.9071,40.2571,4444.82
215,215,4515.63,-1326.9210205078125,1075000,16.8839,40.9799,4402.67
216,216,4528.48,-1332.2557373046875,1080000,16.4363,40.7866,4429.12
217,217,4527.75,-1371.0653076171875,1085000,16.9757,41.0103,4388.46
218,218,4513.77,-1361.8353271484375,1090000,17.2101,41.0691,4433.44
219,219,4523.33,-1347.8221435546875,1095000,17.156,40.7226,4444.84
220,220,4501.93,-1363.38330078125,1100000,16.6255,40.9459,4445.23
221,221,4561.5,-1437.53173828125,1105000,16.3829,41.0559,4483.45
222,222,4534.85,-1373.999755859375,1110000,17.4312,40.8916,4493.33
223,223,4573.06,-1386.5576171875,1115000,17.3856,41.0864,4503.87
224,224,4523.98,-1393.60595703125,1120000,16.8304,40.2531,4473.24
225,225,4544.08,-1398.9012451171875,1125000,16.878,41.0979,4495.19
226,226,4533.81,-1406.03759765625,1130000,16.6131,40.5022,4480.5
227,227,4585.77,-1447.857421875,1135000,16.4515,40.8198,4085.64
228,228,4470.38,-1437.9447021484375,1140000,16.8428,40.7436,4437.5
229,229,4540.73,-1441.6949462890625,1145000,16.6481,40.8156,4469.68
230,230,4559.23,-1441.4432373046875,1150000,16.445,40.4124,4496.01
231,231,4581.06,-1519.8004150390625,1155000,15.33,40.8748,4101.41
232,232,4555.41,-1619.2257080078125,1160000,15.3713,41.3346,4285.62
233,233,4564.45,-1624.874267578125,1165000,15.326,41.071,4311.52
234,234,4555.28,-1624.0423583984375,1170000,15.6815,40.6277,4279.09
235,235,4544.39,-1476.7418212890625,1175000,16.7612,40.3598,4485.71
236,236,4503.61,-1508.413818359375,1180000,16.7032,40.8136,4484.64
237,237,4483.01,-1492.42919921875,1185000,16.9929,40.6678,4433.25
238,238,4448.77,-1525.67529296875,1190000,16.5776,40.8658,4421.08
239,239,4433.52,-1530.367431640625,1195000,16.1995,40.7642,4268.55
240,240,4467.34,-1499.8641357421875,1200000,16.4592,40.6206,4387.36
241,241,4602.68,-1542.355224609375,1205000,16.0224,40.8106,4335.9
242,242,4492.11,-1563.984130859375,1210000,15.6088,40.1006,4194.11
243,243,4527.98,-1570.517578125,1215000,15.8165,40.4093,4231.7
244,244,4589.25,-1620.3656005859375,1220000,15.1311,40.8271,4515.08
245,245,4514.05,-1550.4718017578125,1225000,15.5331,40.3652,4394.64
246,246,4602.1,-1557.40380859375,1230000,15.2342,40.4676,4489.47
247,247,4595.05,-1641.366455078125,1235000,19.3042,40.2167,4417.89
248,248,4623.83,-1525.1453857421875,1240000,15.8508,39.7617,4534.79
249,249,4650.4,-1542.1962890625,1245000,15.4138,39.9997,4514.49
250,250,4652.46,-1586.287109375,1250000,15.5775,40.1397,4150.32
251,251,4615.13,-1615.7562255859375,1255000,16.5438,40.5007,4513.69
252,252,4575.06,-1557.62646484375,1260000,15.8001,40.4577,4296.79
253,253,4588.69,-1626.81005859375,1265000,15.9851,40.0702,4075.95
254,254,4563.98,-1698.1102294921875,1270000,15.2648,40.3924,4210.82
255,255,4637.91,-1709.3505859375,1275000,14.6137,40.3539,4317.86
256,256,4617.65,-1648.422607421875,1280000,16.0405,40.4174,4454.51
257,257,4613.64,-1704.141845703125,1285000,15.7007,40.56,4473.37
258,258,4643.58,-1689.651611328125,1290000,15.1977,40.4783,4283.16
259,259,4640.93,-1763.1492919921875,1295000,15.727,40.49,4080.44
260,260,4646.37,-1688.4365234375,1300000,15.8452,40.4745,4512.42
261,261,4604.97,-1688.2894287109375,1305000,15.8109,40.0555,4500.06
262,262,4618.28,-1725.737060546875,1310000,16.0092,40.6009,4511.7
263,263,4633.0,-1750.7696533203125,1315000,15.7312,40.3702,4507.47
264,264,4625.67,-1903.9151611328125,1320000,14.6255,40.4487,4459.75
265,265,4564.12,-1768.3037109375,1325000,16.8208,40.4242,4308.41
266,266,4581.77,-1798.524658203125,1330000,15.6946,40.2355,4318.16
267,267,4562.48,-1774.2001953125,1335000,16.1345,40.4135,4479.91
268,268,4597.22,-1791.525390625,1340000,15.2413,40.0546,4475.64
269,269,4537.21,-1780.74267578125,1345000,16.078,40.7445,4486.76
270,270,4611.0,-1821.4345703125,1350000,15.1637,40.0597,4488.33
271,271,4619.06,-1843.3485107421875,1355000,15.3787,40.0943,4143.27
272,272,4593.48,-1843.57080078125,1360000,14.6815,40.2363,4497.63
273,273,4615.3,-1862.5140380859375,1365000,15.0113,40.5566,3905.25
274,274,4617.74,-1812.8077392578125,1370000,15.0179,40.1584,4483.15
275,275,4588.39,-1776.4112548828125,1375000,14.8578,39.8718,4320.12
276,276,4586.35,-1865.906005859375,1380000,15.1612,40.3133,4445.26
277,277,4584.53,-1929.982177734375,1385000,13.0457,40.1909,4477.28
278,278,4608.6,-1884.49658203125,1390000,15.5751,40.5769,4462.39
279,279,4567.73,-1935.09326171875,1395000,14.9207,40.3759,4428.76
280,280,4534.28,-2018.7420654296875,1400000,13.6975,40.2259,4432.54
281,281,4610.93,-1977.1778564453125,1405000,15.3346,40.6235,4321.5
282,282,4498.8,-1932.4423828125,1410000,16.4955,40.6567,4182.64
283,283,4228.53,-2016.75390625,1415000,15.2168,40.5893,4154.84
284,284,4562.54,-2000.97900390625,1420000,15.2136,40.3308,4234.51
285,285,4580.46,-1957.091064453125,1425000,15.0641,39.7362,4465.48
286,286,4598.37,-1963.2042236328125,1430000,15.8849,39.9714,4464.98
287,287,4576.86,-1985.9422607421875,1435000,13.4835,39.7036,4111.19
288,288,4599.69,-1982.892333984375,1440000,14.0367,39.8064,4456.62
289,289,4647.39,-1964.465087890625,1445000,15.3044,40.0543,4357.15
290,290,4674.38,-2030.2703857421875,1450000,13.8767,39.963,4535.16
291,291,4622.68,-2021.4996337890625,1455000,15.3201,40.161,4480.65
292,292,4641.13,-2001.2784423828125,1460000,15.377,39.6012,4501.34
293,293,4586.77,-2014.6226806640625,1465000,15.0315,39.9043,4481.75
294,294,4651.64,-2058.71923828125,1470000,15.1109,40.23,4360.24
295,295,4702.75,-2046.648681640625,1475000,14.8668,39.982,4347.63
296,296,4595.95,-2066.318603515625,1480000,15.3014,40.3328,4327.78
297,297,4644.56,-2122.89013671875,1485000,14.7133,40.4762,4341.06
298,298,4608.41,-2135.74658203125,1490000,15.4215,40.3786,4528.76
299,299,4565.23,-2120.611572265625,1495000,14.6413,39.7332,4415.2
300,300,4598.69,-2153.0537109375,1500000,14.07,40.1044,4483.53
301,301,4603.34,-2148.658935546875,1505000,14.6019,39.9858,4509.34
302,302,4580.03,-2255.26123046875,1510000,14.0761,39.6846,4482.12
303,303,4584.36,-2148.336669921875,1515000,14.6638,39.8278,4526.06
304,304,4644.69,-2118.055419921875,1520000,15.4065,40.2515,4453.81
305,305,4543.25,-2238.559326171875,1525000,15.2126,39.923,4488.2
306,306,4627.23,-2187.3193359375,1530000,14.7272,39.6356,4499.22
307,307,4473.17,-2287.457275390625,1535000,15.3281,39.9052,4270.55
308,308,4582.19,-2252.1572265625,1540000,14.5776,40.5651,4170.09
309,309,4542.12,-2331.3564453125,1545000,13.5503,40.0864,4037.75
310,310,4498.3,-2300.597900390625,1550000,15.315,40.0032,4399.27
311,311,4543.01,-2307.841796875,1555000,15.1266,40.2237,4330.04
312,312,4478.72,-2429.37255859375,1560000,13.833,39.9264,3783.9
313,313,4550.62,-2358.608642578125,1565000,13.8994,39.8095,4391.11
314,314,4510.31,-2365.6806640625,1570000,15.2922,40.4678,4481.32
315,315,4574.31,-2320.530029296875,1575000,14.9172,40.1851,4185.33
316,316,4434.34,-2481.55859375,1580000,13.7383,40.0207,4092.69
317,317,4529.51,-2334.4599609375,1585000,14.9802,40.0847,4454.43
318,318,4338.58,-2503.35009765625,1590000,14.5645,40.1216,4102.21
319,319,4604.88,-2369.546875,1595000,15.333,39.7286,4025.14
320,320,4490.29,-2456.853759765625,1600000,14.5085,39.8988,4048.12
321,321,4485.37,-2477.0283203125,1605000,14.9858,40.3785,4287.16
322,322,4594.46,-2410.546630859375,1610000,14.921,39.8629,4323.15
323,323,4564.31,-2453.953857421875,1615000,15.0059,40.2761,4461.68
324,324,4614.57,-2505.900390625,1620000,15.3434,40.1256,4181.26
325,325,4612.95,-2595.228515625,1625000,14.1868,40.5153,4108.76
326,326,4007.64,-2487.88037109375,1630000,15.6652,39.8553,4339.62
327,327,4627.1,-2633.663330078125,1635000,14.5586,39.8326,4122.84
328,328,4525.33,-2547.315185546875,1640000,15.3386,39.8476,4292.15
329,329,4572.42,-2550.22900390625,1645000,15.7199,39.9495,4487.45
330,330,4536.43,-2636.13134765625,1650000,15.2184,39.7828,4443.45
331,331,4583.07,-2589.398193359375,1655000,15.4737,39.8863,4324.9
332,332,4597.4,-2566.081787109375,1660000,14.8767,39.4437,4499.51
333,333,4653.53,-2557.53857421875,1665000,15.3765,39.8014,3740.35
334,334,4607.37,-2673.127197265625,1670000,15.4537,39.6511,4537.55
335,335,4652.09,-2658.054931640625,1675000,15.2243,40.098,4350.71
336,336,4427.8,-2829.38525390625,1680000,13.5245,39.5405,4339.26
337,337,4642.81,-2807.933349609375,1685000,14.3194,39.641,4117.06
338,338,4590.48,-2764.81201171875,1690000,15.4022,39.6457,4303.44
339,339,4605.39,-2734.05078125,1695000,14.9122,39.8931,4322.71
340,340,4646.23,-2725.5869140625,1700000,15.134,39.7536,4253.02
341,341,4396.15,-2808.482666015625,1705000,14.3775,39.9048,4106.77
342,342,3810.13,-2934.44970703125,1710000,13.8164,40.1815,3937.68
343,343,4413.47,-2986.5361328125,1715000,13.5492,39.6907,4526.67
344,344,4620.86,-2782.944091796875,1720000,15.1663,39.6091,4525.39
345,345,4666.93,-3006.0390625,1725000,14.0478,40.2453,3789.18
346,346,4611.8,-2923.746826171875,1730000,13.4586,40.1206,4093.63
347,347,4523.53,-2842.83447265625,1735000,15.0439,39.4042,4429.22
348,348,4350.35,-2931.793212890625,1740000,15.3189,39.9537,4288.0
349,349,4626.82,-2893.53466796875,1745000,14.7716,39.3031,4149.48
350,350,4611.67,-2873.5537109375,1750000,15.3551,39.9739,4504.14
351,351,4685.63,-2989.576904296875,1755000,14.5501,39.4119,4551.34
352,352,4621.92,-2940.31591796875,1760000,15.4087,39.957,4531.07
353,353,4648.69,-2908.531982421875,1765000,14.9027,39.9761,4526.06
354,354,4597.32,-3039.034912109375,1770000,15.1914,39.9883,4498.66
355,355,4655.4,-3043.25,1775000,15.6168,39.9024,4525.15
356,356,4650.46,-3064.783935546875,1780000,14.7896,39.5096,4349.73
357,357,4600.06,-3052.65087890625,1785000,15.8709,39.9593,4411.57
358,358,4630.76,-3097.060791015625,1790000,14.4328,39.6513,4508.12
359,359,4652.87,-3187.266845703125,1795000,14.6294,39.9398,4457.98
360,360,4626.92,-3053.905029296875,1800000,14.7756,39.7318,4550.37
361,361,4636.31,-3080.73486328125,1805000,15.3629,40.0825,4445.65
362,362,4615.8,-3124.255859375,1810000,15.5158,40.0667,4528.73
363,363,4610.94,-3139.85546875,1815000,16.1368,40.1512,4420.01
364,364,4619.5,-3209.7890625,1820000,14.8704,39.8552,4399.5
365,365,4656.06,-3208.4453125,1825000,14.4813,39.7378,4558.08
366,366,4667.51,-3215.43701171875,1830000,15.4379,40.0601,4391.53
367,367,4616.73,-3191.127197265625,1835000,14.6454,39.5553,4390.99
368,368,4670.11,-3272.427001953125,1840000,14.027,39.8357,4545.26
369,369,4619.69,-3313.280517578125,1845000,15.3573,40.2763,4421.39
370,370,4634.06,-3312.24951171875,1850000,14.6441,40.2143,4409.8
371,371,4616.3,-3281.538818359375,1855000,15.3375,39.9674,4476.8
372,372,4692.88,-3268.982666015625,1860000,15.6421,40.1359,4552.23
373,373,4665.0,-3263.01904296875,1865000,15.1507,39.7658,4339.0
374,374,4674.57,-3240.661865234375,1870000,14.2646,39.4847,4539.77
375,375,4704.02,-3402.438720703125,1875000,13.3711,39.3697,4464.26
376,376,4619.31,-3377.15869140625,1880000,14.3163,40.0318,4510.67
377,377,4665.16,-3445.21142578125,1885000,14.5305,40.0281,4430.48
378,378,4681.37,-3386.958984375,1890000,14.599,39.6202,4522.71
379,379,4298.79,-3505.326171875,1895000,15.4577,39.8794,4432.94
380,380,4591.1,-3526.741943359375,1900000,14.7549,40.0336,4197.01
381,381,4641.69,-3620.2392578125,1905000,13.6317,39.8433,4085.4
382,382,4584.12,-3590.544189453125,1910000,15.5955,40.21,4483.22
