Running Reverse KL,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Env Steps,Itration,Real Sto Return
101.5998,62,4840.22,304.3952,-3790.5068359375,310000,62,5052.44
128.6502,63,3396.19,304.2777,-5566.8447265625,315000,63,4721.97
108.0483,64,5012.85,307.2473,-5286.486328125,320000,64,4260.27
114.0801,65,3707.89,312.6777,-4480.25732421875,325000,65,4824.57
145.365,66,4781.74,305.205,-6119.65673828125,330000,66,4066.69
113.6907,67,5030.92,307.9491,-4865.5283203125,335000,67,4558.04
123.9889,68,4055.94,318.6905,-5913.1875,340000,68,4677.31
155.8757,69,3041.75,327.839,-7763.87451171875,345000,69,3760.18
97.1209,70,5065.97,296.3878,-4805.75390625,350000,70,5001.75
196.608,71,3391.21,325.5298,-8563.763671875,355000,71,3614.77
94.4495,72,4727.18,284.8095,-5729.10009765625,360000,72,4789.65
237.6745,73,1724.45,338.9078,-10586.275390625,365000,73,1673.85
90.7041,74,5064.71,294.5426,-5425.42236328125,370000,74,4874.06
94.3004,75,4182.15,289.214,-5674.6708984375,375000,75,4831.05
134.5493,76,1236.02,311.6987,-7936.00439453125,380000,76,3829.02
92.5028,77,5172.2,289.9261,-5661.34375,385000,77,5042.04
107.9121,78,4998.13,302.6125,-6717.037109375,390000,78,5011.23
121.702,79,5116.64,302.5696,-7024.5849609375,395000,79,5012.1
84.2724,80,4859.1,294.4636,-6092.59130859375,400000,80,4191.87
90.6544,81,5136.85,286.4437,-6022.07958984375,405000,81,4939.38
96.807,82,4682.76,290.1512,-6907.6640625,410000,82,4143.6
89.6423,83,5117.83,285.7243,-6657.97265625,415000,83,5017.88
118.9983,84,4649.21,299.2881,-7644.9892578125,420000,84,4021.23
99.5572,85,5042.94,299.5577,-7505.35302734375,425000,85,4693.75
100.7005,86,4858.8,292.6767,-7521.263671875,430000,86,4595.67
95.2705,87,5120.69,293.1049,-7469.0390625,435000,87,5021.25
136.2178,88,2586.29,314.6766,-9347.63671875,440000,88,3951.51
93.3446,89,5107.54,286.0925,-7832.98486328125,445000,89,4505.83
94.1783,90,5117.53,293.0434,-7831.02294921875,450000,90,4994.66
131.2121,91,5074.03,308.9236,-8998.9375,455000,91,4387.27
124.8564,92,4702.13,300.1432,-8656.0244140625,460000,92,4468.57
93.3021,93,5182.77,289.2216,-8141.86181640625,465000,93,5059.71
94.623,94,5133.57,291.1777,-8032.4365234375,470000,94,4956.38
105.4157,95,4960.11,298.5592,-8757.3212890625,475000,95,5024.5
88.1171,96,5193.02,283.244,-8169.6015625,480000,96,4909.81
93.3139,97,4758.09,294.8121,-8163.443359375,485000,97,4986.7
92.4731,98,3933.83,294.5242,-8505.923828125,490000,98,4427.64
99.0498,99,3724.12,297.0323,-8556.8623046875,495000,99,4969.04
92.1331,100,5016.53,288.3604,-8321.89453125,500000,100,4869.16
91.6934,101,2478.61,289.8771,-8724.939453125,505000,101,4585.23
92.9396,102,5209.77,282.2842,-8364.53515625,510000,102,5072.88
102.5656,103,5221.81,289.7263,-9046.1337890625,515000,103,4936.43
106.272,104,5060.92,300.507,-8791.3720703125,520000,104,4261.23
101.6556,105,5176.52,297.5781,-9156.9443359375,525000,105,4668.67
99.5318,106,4917.67,294.6017,-9238.19140625,530000,106,4877.06
92.6115,107,5144.33,289.5741,-9152.087890625,535000,107,4880.4
118.6982,108,3397.83,299.757,-10076.35546875,540000,108,4726.67
95.9534,109,5038.53,288.3194,-9630.7216796875,545000,109,4454.31
125.7855,110,5017.07,318.8854,-10269.384765625,550000,110,4930.87
89.2676,111,5241.27,292.9215,-9017.330078125,555000,111,5102.92
100.6088,112,5130.57,291.1935,-10059.1640625,560000,112,4298.59
105.5244,113,5213.9,296.8006,-10231.4384765625,565000,113,4924.61
88.5104,114,5116.44,283.8521,-9705.7783203125,570000,114,5063.71
110.4055,115,3771.8,295.5472,-10811.701171875,575000,115,4146.6
95.599,116,5002.33,284.0701,-10090.294921875,580000,116,4259.95
87.2407,117,5076.06,278.6463,-9740.3466796875,585000,117,5009.95
89.7784,118,5017.44,282.6074,-10037.4794921875,590000,118,4741.58
125.8561,119,3438.93,321.3099,-10806.2265625,595000,119,4607.28
94.7709,120,4782.41,292.754,-10691.7080078125,600000,120,4693.95
88.3158,121,5097.52,280.4448,-9936.16015625,605000,121,5033.61
85.2895,122,5057.46,281.4444,-10245.6796875,610000,122,4825.01
96.67,123,5032.27,288.1176,-10810.7001953125,615000,123,4492.14
94.3104,124,5120.8,288.5782,-10752.2421875,620000,124,4827.85
126.6803,125,4295.47,305.3942,-11902.8759765625,625000,125,3672.97
88.5699,126,5084.52,285.853,-10852.1474609375,630000,126,4901.15
97.5547,127,5057.9,292.0922,-11281.3681640625,635000,127,4819.08
87.22,128,5102.52,281.7109,-10896.716796875,640000,128,5011.38
88.5043,129,5093.65,286.8966,-10807.140625,645000,129,4948.32
95.1332,130,5026.34,291.4316,-11266.5673828125,650000,130,4962.3
88.6892,131,5106.82,281.3554,-11072.08203125,655000,131,5026.18
91.6761,132,5037.23,286.8294,-11221.701171875,660000,132,4966.61
100.3593,133,3053.59,283.6186,-11517.44921875,665000,133,5007.88
94.1628,134,5110.94,290.3363,-11297.7216796875,670000,134,4928.19
84.1041,135,5018.79,279.9082,-11306.9130859375,675000,135,4938.76
85.485,136,4676.16,283.9923,-11379.1943359375,680000,136,4990.2
94.5179,137,4994.16,288.2024,-11925.7255859375,685000,137,4789.21
98.3647,138,5039.86,289.0469,-12077.62890625,690000,138,4825.21
93.0406,139,4928.97,284.215,-12071.9453125,695000,139,4987.73
124.8965,140,5033.18,291.6926,-12695.162109375,700000,140,4148.34
101.6159,141,5061.82,293.2913,-12629.6962890625,705000,141,4661.86
87.8905,142,5062.12,285.5176,-11838.380859375,710000,142,5002.73
99.6362,143,5045.51,293.2383,-12791.81640625,715000,143,4897.8
93.0509,144,5035.59,283.9272,-12283.3896484375,720000,144,4757.06
100.8321,145,5049.94,291.1911,-12931.16015625,725000,145,4971.45
93.5087,146,5048.31,291.3441,-12728.234375,730000,146,4811.23
88.0717,147,5070.43,291.9948,-12671.423828125,735000,147,5002.86
95.5777,148,5013.47,290.7073,-13229.7734375,740000,148,4622.77
96.2326,149,5065.11,289.8437,-13200.158203125,745000,149,4896.51
106.8162,150,4064.94,288.0739,-13435.884765625,750000,150,4628.21
134.4256,151,4590.38,299.2029,-13348.6669921875,755000,151,5019.69
98.2269,152,5016.4,302.676,-13773.05078125,760000,152,4377.88
116.0881,153,4978.59,305.6182,-13881.255859375,765000,153,4173.95
94.4819,154,4356.13,290.9993,-13560.61328125,770000,154,4638.5
85.4897,155,5061.35,291.0984,-13451.9345703125,775000,155,4902.17
93.9577,156,4862.35,286.3746,-13584.3935546875,780000,156,4938.43
95.6988,157,4595.71,297.9945,-14157.693359375,785000,157,4744.88
106.7826,158,5121.87,301.6654,-14209.9990234375,790000,158,4782.75
101.9009,159,4796.89,294.7803,-14160.8662109375,795000,159,4495.22
95.0739,160,5043.45,291.0899,-14234.5390625,800000,160,4968.91
92.9993,161,5063.78,294.9227,-14285.0361328125,805000,161,4976.37
94.4396,162,5049.93,299.111,-14471.1103515625,810000,162,4659.22
89.4651,163,4895.15,291.1661,-14302.724609375,815000,163,4327.96
97.0981,164,5048.92,299.0914,-14831.6669921875,820000,164,4637.81
94.5173,165,5055.32,301.6869,-14427.9501953125,825000,165,4803.32
91.4352,166,4909.72,290.7892,-14647.0625,830000,166,4880.99
94.8297,167,5106.46,289.4969,-14850.931640625,835000,167,4916.22
103.1376,168,5065.85,296.4445,-15173.9462890625,840000,168,4904.42
99.6136,169,5131.83,292.2372,-15046.046875,845000,169,5023.31
119.3593,170,5039.35,305.836,-15556.5126953125,850000,170,4157.37
89.2926,171,5088.88,283.5882,-14828.4892578125,855000,171,4970.78
95.3685,172,4859.34,293.7825,-15167.8623046875,860000,172,4689.12
97.6711,173,5084.92,303.7419,-15347.8642578125,865000,173,4783.52
86.7644,174,5077.56,285.0457,-14926.341796875,870000,174,4983.96
91.5889,175,4966.58,292.644,-15316.794921875,875000,175,4755.42
93.9842,176,5102.19,293.7596,-15524.5458984375,880000,176,4973.47
104.1113,177,5100.77,303.0367,-15594.060546875,885000,177,4216.69
85.9382,178,5019.43,294.2278,-15339.2705078125,890000,178,2726.45
92.403,179,5065.19,292.0129,-15549.7890625,895000,179,4970.84
88.8628,180,5058.06,291.4923,-15508.2080078125,900000,180,4661.05
106.3854,181,5033.9,297.0983,-15864.80859375,905000,181,3632.58
103.3857,182,5050.0,292.2145,-15542.2900390625,910000,182,4534.73
96.6125,183,5090.21,294.3207,-15675.908203125,915000,183,4427.69
89.6131,184,5069.91,291.8872,-15777.0732421875,920000,184,4214.95
96.9316,185,5127.65,291.209,-15872.6376953125,925000,185,4979.15
87.8847,186,5093.14,288.007,-15879.96484375,930000,186,4909.05
90.9844,187,5035.8,290.9394,-15968.8857421875,935000,187,4380.19
90.4878,188,5087.82,287.5321,-15913.892578125,940000,188,4603.67
95.102,189,5144.06,291.4115,-16168.298828125,945000,189,4713.18
90.6607,190,5060.73,294.0433,-16349.4794921875,950000,190,4856.68
106.8923,191,5077.99,293.375,-16419.2578125,955000,191,4686.5
111.8105,192,4982.72,297.6473,-16456.73046875,960000,192,4874.46
93.6603,193,5077.68,296.9266,-16552.63671875,965000,193,4835.8
91.144,194,5074.78,295.4724,-16477.24609375,970000,194,4912.54
93.2596,195,5003.29,295.0868,-16488.541015625,975000,195,4955.33
94.3625,196,4643.58,298.0245,-16652.9765625,980000,196,4710.56
92.8774,197,5054.13,297.6906,-16630.779296875,985000,197,4778.82
92.4219,198,5104.15,294.494,-16601.126953125,990000,198,4853.99
98.3496,199,4824.36,292.7941,-16319.82421875,995000,199,4249.86
92.9346,200,5055.77,292.72,-16690.140625,1000000,200,4932.58
90.795,201,5063.74,293.8816,-16809.7109375,1005000,201,4950.67
88.9987,202,4627.12,292.5232,-16899.916015625,1010000,202,4964.95
94.0815,203,4917.71,292.8084,-16911.888671875,1015000,203,4942.65
93.6786,204,5089.85,293.7562,-16952.068359375,1020000,204,4956.18
92.8138,205,4687.19,292.9602,-16903.107421875,1025000,205,4974.74
108.7152,206,5109.69,293.7298,-16824.4140625,1030000,206,4981.07
100.9714,207,5054.6,298.6088,-17175.900390625,1035000,207,4980.11
95.4438,208,5110.91,293.4278,-17241.845703125,1040000,208,4994.05
89.9925,209,5102.26,288.5863,-17094.43359375,1045000,209,5006.01
98.9792,210,5030.18,302.963,-17175.43359375,1050000,210,4765.6
94.8039,211,5139.71,288.7402,-17187.783203125,1055000,211,5018.18
101.6105,212,5137.34,294.9105,-17392.03125,1060000,212,5033.41
92.412,213,4599.86,285.993,-17031.150390625,1065000,213,4821.79
116.4889,214,4593.74,295.2965,-17138.490234375,1070000,214,5002.59
94.8426,215,5074.83,287.2768,-17070.416015625,1075000,215,5023.35
109.6717,216,4886.9,294.3811,-17220.279296875,1080000,216,4855.71
116.0005,217,3963.21,288.7718,-16696.0078125,1085000,217,4911.85
106.4736,218,4777.71,290.2401,-17079.28125,1090000,218,4884.79
131.7473,219,4978.32,294.4403,-16884.884765625,1095000,219,4244.32
109.874,220,4292.38,296.8792,-17524.689453125,1100000,220,4902.67
109.2963,221,4693.2,290.6046,-17247.158203125,1105000,221,4754.68
123.024,222,4672.9,287.9716,-17073.58984375,1110000,222,4644.25
115.5683,223,3516.74,295.8977,-17456.431640625,1115000,223,4424.09
117.5291,224,4275.73,294.9536,-17384.533203125,1120000,224,4800.71
118.6553,225,3992.55,289.5051,-17020.724609375,1125000,225,4961.98
117.7576,226,4594.51,301.668,-17909.33984375,1130000,226,4749.89
111.7406,227,4005.49,301.3578,-17963.96875,1135000,227,4889.0
120.8155,228,4518.24,300.1095,-17616.66015625,1140000,228,4969.7
106.5229,229,3834.44,295.1134,-17670.681640625,1145000,229,4993.19
112.4488,230,4377.65,299.3856,-17865.169921875,1150000,230,4750.58
102.9632,231,4379.45,293.9479,-17886.666015625,1155000,231,4780.51
110.8219,232,5070.96,299.5815,-17937.580078125,1160000,232,4618.77
103.8129,233,4909.64,295.1236,-17950.03125,1165000,233,5015.92
111.2007,234,4882.66,304.4766,-18060.283203125,1170000,234,4977.37
115.6427,235,5068.3,309.5633,-18109.5625,1175000,235,4765.68
121.4737,236,5141.96,308.734,-18118.583984375,1180000,236,4999.31
142.2419,237,5027.82,323.8901,-17777.22265625,1185000,237,4848.7
129.4296,238,5122.11,313.0865,-18355.845703125,1190000,238,4835.08
116.8528,239,5076.71,309.6323,-18204.7734375,1195000,239,4929.85
116.6438,240,4746.05,311.0144,-18017.974609375,1200000,240,4603.53
122.3536,241,5056.01,316.077,-18302.517578125,1205000,241,4467.22
115.9679,242,5072.45,312.2636,-18236.12890625,1210000,242,4922.13
124.8003,243,4843.39,319.4903,-18441.7421875,1215000,243,4701.0
127.0636,244,5086.67,318.9226,-17926.5,1220000,244,4920.51
125.1834,245,4788.07,318.8481,-18326.87890625,1225000,245,4695.69
127.8474,246,5014.72,321.2365,-17919.986328125,1230000,246,4384.8
125.2393,247,4107.48,319.9944,-18121.36328125,1235000,247,4583.52
112.8342,248,4147.0,316.2069,-17962.509765625,1240000,248,3871.09
107.1835,249,5016.57,311.095,-18120.076171875,1245000,249,4696.98
96.8084,250,5035.6,297.6901,-17959.8203125,1250000,250,4601.84
135.5753,251,5068.15,314.6268,-17311.298828125,1255000,251,4243.21
122.1932,252,5082.11,311.5389,-17518.82421875,1260000,252,4795.87
129.722,253,3147.38,315.8516,-17862.306640625,1265000,253,3334.64
123.5578,254,4774.58,306.9863,-17802.447265625,1270000,254,4237.59
105.695,255,4586.52,300.7141,-18278.251953125,1275000,255,4947.63
111.2566,256,2217.6,302.9014,-17952.921875,1280000,256,4596.12
107.5789,257,5115.26,300.625,-18389.654296875,1285000,257,4948.14
112.3336,258,5107.62,299.0929,-18459.98046875,1290000,258,4753.58
111.9185,259,5105.02,300.3843,-18082.267578125,1295000,259,4411.65
103.5302,260,4368.57,296.0156,-18270.376953125,1300000,260,3914.24
118.2237,261,4579.91,309.6921,-18365.490234375,1305000,261,4442.19
157.2988,262,4030.66,313.062,-17233.42578125,1310000,262,3855.29
127.1424,263,4588.31,312.5593,-17943.19921875,1315000,263,4172.05
112.5413,264,4061.13,302.5965,-18271.01953125,1320000,264,4943.7
117.35,265,3604.99,304.9178,-18667.380859375,1325000,265,4535.83
114.0271,266,4091.78,309.5023,-18750.3671875,1330000,266,4727.75
117.628,267,3846.88,308.0454,-18530.2890625,1335000,267,4946.02
121.2267,268,2449.83,314.3938,-18720.662109375,1340000,268,4941.3
120.4373,269,4076.66,313.9731,-18686.31640625,1345000,269,4581.45
120.9131,270,4559.42,314.9551,-18428.474609375,1350000,270,3776.08
128.8853,271,4819.95,314.0471,-18226.490234375,1355000,271,4464.92
115.2169,272,4500.15,309.3903,-18582.4609375,1360000,272,4401.5
137.5133,273,3520.71,317.0985,-18609.638671875,1365000,273,3972.09
124.4096,274,4146.46,315.3451,-18544.953125,1370000,274,3866.0
125.2817,275,4764.23,314.2962,-18640.33984375,1375000,275,4746.9
125.9836,276,4678.97,314.497,-18728.9609375,1380000,276,4496.56
123.7432,277,4543.86,311.1198,-18721.3671875,1385000,277,4985.71
133.0323,278,4865.59,317.5218,-18489.37890625,1390000,278,4375.17
131.5938,279,5127.9,315.3208,-18714.759765625,1395000,279,4643.34
130.1821,280,4276.47,315.0862,-17793.716796875,1400000,280,4723.93
114.0384,281,4660.96,305.5572,-18289.490234375,1405000,281,4559.67
132.6975,282,4834.52,319.4355,-17620.73046875,1410000,282,3270.6
145.1275,283,1668.81,328.6412,-17005.783203125,1415000,283,3856.77
151.7829,284,2658.83,322.4193,-17341.294921875,1420000,284,4770.36
118.1571,285,2531.16,314.9733,-18314.876953125,1425000,285,4127.31
124.0104,286,2625.68,311.7635,-18485.96484375,1430000,286,4567.86
132.362,287,4198.15,314.1972,-18016.1328125,1435000,287,4290.68
148.9913,288,4964.87,316.3613,-18113.453125,1440000,288,3853.69
111.884,289,3993.35,308.1478,-17690.06640625,1445000,289,3848.89
115.1377,290,4150.34,306.3541,-17793.095703125,1450000,290,3138.21
125.3188,291,2971.74,315.9688,-17899.583984375,1455000,291,4192.12
131.6589,292,2280.81,322.1515,-17331.435546875,1460000,292,3676.54
142.2252,293,1513.95,322.2214,-17398.796875,1465000,293,2858.84
141.7802,294,1279.23,322.9049,-17608.193359375,1470000,294,3041.61
157.6855,295,1527.21,324.2203,-18107.814453125,1475000,295,3607.83
206.1196,296,2220.74,327.099,-18127.787109375,1480000,296,3942.73
121.4867,297,4070.59,321.3714,-18131.298828125,1485000,297,4774.02
130.2005,298,3680.18,320.6022,-18369.2109375,1490000,298,4421.19
149.1407,299,4992.81,335.0437,-18363.076171875,1495000,299,4759.17
150.0781,300,4846.92,339.8509,-18467.10546875,1500000,300,4658.44
139.9783,301,4613.77,339.9022,-18276.455078125,1505000,301,4663.7
155.4403,302,4838.04,339.7843,-18333.896484375,1510000,302,4986.3
212.9667,303,4743.47,342.5314,-18280.484375,1515000,303,4694.75
165.7241,304,3578.21,338.4412,-18059.203125,1520000,304,3320.91
527.918,305,1469.18,433.4567,-17816.615234375,1525000,305,1523.1
502.7874,306,1041.77,411.2037,-18057.2578125,1530000,306,1231.87
335.219,307,2498.07,379.4372,-18136.23828125,1535000,307,2293.04
469.4512,308,3116.74,379.8429,-18392.91015625,1540000,308,2902.69
237.0886,309,2970.45,359.7147,-18005.19140625,1545000,309,3210.98
281.8995,310,2141.79,376.8714,-18580.4375,1550000,310,3080.63
328.6516,311,3633.22,373.793,-18958.083984375,1555000,311,3163.67
212.8889,312,2867.29,372.2347,-18511.08203125,1560000,312,2123.07
287.4172,313,3712.17,365.0727,-19070.79296875,1565000,313,3390.73
541.4794,314,2748.91,379.3419,-19137.3984375,1570000,314,3530.37
257.5716,315,3084.84,356.6002,-19140.435546875,1575000,315,3254.67
611.9734,316,2155.67,370.795,-19287.876953125,1580000,316,2745.23
256.0683,317,3786.56,367.532,-19305.919921875,1585000,317,3943.26
543.0561,318,2899.26,375.6271,-18791.3203125,1590000,318,4157.12
360.7796,319,3496.32,375.8811,-18880.982421875,1595000,319,2303.61
280.7408,320,3370.17,359.303,-19099.533203125,1600000,320,3853.84
372.0769,321,4262.68,384.7315,-19459.197265625,1605000,321,3757.93
264.2506,322,4867.59,381.8181,-19518.9921875,1610000,322,4728.56
250.7208,323,3937.64,386.6737,-19242.615234375,1615000,323,4457.82
263.2483,324,4019.28,375.1907,-19218.560546875,1620000,324,3522.48
280.1607,325,4158.96,380.8257,-19572.498046875,1625000,325,4124.71
248.6735,326,4465.84,395.1639,-19019.599609375,1630000,326,4751.7
332.4608,327,4173.09,406.637,-19100.892578125,1635000,327,4572.25
312.3969,328,4351.7,396.0542,-19492.31640625,1640000,328,3481.95
522.2997,329,3897.61,417.7416,-18962.830078125,1645000,329,3711.99
276.5017,330,4372.87,397.2794,-19499.966796875,1650000,330,4802.97
337.1754,331,3884.51,402.8447,-19169.0859375,1655000,331,4145.67
292.0166,332,4407.27,403.269,-19150.314453125,1660000,332,4085.28
336.8909,333,3699.85,406.732,-19331.2890625,1665000,333,4676.26
280.7216,334,3016.59,401.5311,-18813.328125,1670000,334,2406.84
301.9792,335,3934.09,405.2507,-19134.974609375,1675000,335,3767.16
334.9507,336,3303.5,409.6274,-19290.1796875,1680000,336,3520.42
341.9258,337,4771.53,420.269,-19356.30078125,1685000,337,4768.98
276.4608,338,4529.68,410.3332,-19612.92578125,1690000,338,4578.8
257.8889,339,4527.68,393.6495,-19562.9609375,1695000,339,4754.46
222.8189,340,4274.65,386.649,-18962.94921875,1700000,340,4680.89
229.2994,341,4190.73,370.287,-18860.421875,1705000,341,3847.0
279.3942,342,4397.25,375.8952,-19439.361328125,1710000,342,4673.23
285.5931,343,4248.06,386.5728,-19484.138671875,1715000,343,4600.72
306.0297,344,4553.73,402.923,-19424.171875,1720000,344,4624.13
267.2037,345,4566.26,399.5179,-19617.22265625,1725000,345,4417.98
290.2717,346,2450.07,407.459,-18958.751953125,1730000,346,2798.46
277.8746,347,3176.46,408.6129,-18806.634765625,1735000,347,3412.97
299.5017,348,3936.75,402.7864,-19018.021484375,1740000,348,4167.12
306.5648,349,4463.75,426.0112,-19601.263671875,1745000,349,4391.1
282.2516,350,3322.85,409.7685,-19097.0625,1750000,350,3242.38
268.7175,351,3952.79,411.605,-18776.158203125,1755000,351,3374.57
256.1516,352,2845.59,393.6435,-18811.58203125,1760000,352,3090.14
343.3472,353,1652.23,409.3426,-18261.83984375,1765000,353,1618.22
320.2721,354,2517.59,384.5485,-19182.45703125,1770000,354,3033.49
300.8707,355,3730.4,388.6713,-19107.220703125,1775000,355,3539.2
296.459,356,4464.76,396.1403,-19611.923828125,1780000,356,4153.68
282.5919,357,4661.46,402.1538,-19468.59375,1785000,357,4443.48
271.1178,358,4629.71,383.8161,-19655.353515625,1790000,358,4537.97
265.237,359,3940.45,382.2595,-19582.4609375,1795000,359,4037.86
298.376,360,4573.93,394.7295,-19610.37109375,1800000,360,4226.06
385.5085,361,4075.84,390.6531,-19634.005859375,1805000,361,4467.06
323.9351,362,4330.74,386.3695,-19531.23046875,1810000,362,4525.23
291.2744,363,3756.83,399.7966,-19216.99609375,1815000,363,4035.96
347.1563,364,4587.6,392.1459,-19246.46484375,1820000,364,4801.79
322.2383,365,4520.37,390.8593,-19687.48046875,1825000,365,4644.23
339.3116,366,4348.21,412.3433,-19256.755859375,1830000,366,4306.44
300.7785,367,4530.7,392.2009,-19401.2109375,1835000,367,4373.24
359.1961,368,4565.39,390.4071,-19622.552734375,1840000,368,4484.44
286.3877,369,4601.04,383.9969,-19564.775390625,1845000,369,3990.13
282.9254,370,3954.39,387.832,-19125.27734375,1850000,370,3602.87
296.0418,371,3997.89,389.186,-19520.416015625,1855000,371,3942.64
315.8505,372,4219.66,389.9677,-19186.515625,1860000,372,3869.56
303.2487,373,4470.95,391.6325,-19216.083984375,1865000,373,4456.69
285.9649,374,4631.22,393.9568,-19130.978515625,1870000,374,4613.92
344.0009,375,4665.25,396.0152,-19564.080078125,1875000,375,4596.44
320.4786,376,4680.92,396.0178,-19707.82421875,1880000,376,4794.73
319.5935,377,4580.48,393.8168,-19540.15234375,1885000,377,4326.63
332.5106,378,4794.39,391.6909,-19507.0234375,1890000,378,4659.16
329.3068,379,4512.48,394.9163,-19641.19921875,1895000,379,4781.3
324.2494,380,4788.35,395.375,-19709.33984375,1900000,380,4583.73
319.3629,381,3989.43,404.148,-19661.115234375,1905000,381,4713.13
320.3183,382,3755.71,399.4896,-19110.9765625,1910000,382,3916.36
378.6967,383,4119.64,401.712,-19706.611328125,1915000,383,4560.76
340.2884,384,4448.45,411.7509,-19469.56640625,1920000,384,4744.72
342.7936,385,4559.83,404.4716,-19617.69140625,1925000,385,3786.85
335.9287,386,4598.36,406.865,-19774.75390625,1930000,386,4719.89
318.4185,387,4717.22,393.9142,-19571.861328125,1935000,387,4683.9
362.4269,388,4607.88,401.9618,-19740.72265625,1940000,388,4811.6
395.3722,389,4807.4,405.3947,-19790.474609375,1945000,389,4691.04
338.347,390,4820.31,397.6675,-19686.37890625,1950000,390,4817.03
342.7435,391,4842.3,397.7167,-19541.462890625,1955000,391,4843.71
