Running Reverse KL,Itration,Running Update Time,Reward Loss,Running Env Steps,Running Forward KL,Real Sto Return,Real Det Return
104.5066,164,164,-14000.3642578125,820000,310.5882,5096.06,5230.79
101.2463,165,165,-14066.2158203125,825000,314.415,5102.71,5234.92
121.5529,166,166,-15008.1708984375,830000,325.4142,4780.07,5175.84
109.0984,167,167,-14471.423828125,835000,318.3645,5048.93,5229.61
119.7366,168,168,-14959.546875,840000,324.1716,5086.61,5169.49
121.9904,169,169,-15025.5263671875,845000,330.5952,5109.74,5256.98
124.492,170,170,-15007.6953125,850000,332.1572,5079.26,5171.31
115.7547,171,171,-14894.0947265625,855000,329.3992,4758.5,5154.11
115.011,172,172,-14876.12109375,860000,329.9078,4919.94,5302.67
110.0147,173,173,-14737.822265625,865000,319.7377,4445.59,5219.57
115.4384,174,174,-15152.970703125,870000,317.2658,4968.25,5222.59
115.0148,175,175,-15440.8037109375,875000,330.6672,5069.52,5143.16
114.2863,176,176,-15555.4560546875,880000,330.9296,4622.57,5050.6
121.8835,177,177,-15795.177734375,885000,327.8567,5080.46,5233.79
115.4509,178,178,-15636.6357421875,890000,322.8797,5018.53,5127.63
129.4638,179,179,-15927.33203125,895000,335.5387,4950.31,5265.01
119.3738,180,180,-15884.5,900000,326.0459,5049.98,5061.25
114.4758,181,181,-15364.9033203125,905000,323.956,4492.73,5069.66
130.6256,182,182,-16334.154296875,910000,337.4266,5056.55,5037.7
115.775,183,183,-15920.3837890625,915000,323.9573,5081.52,5189.28
122.0043,184,184,-16102.1845703125,920000,326.0588,5131.79,5259.16
116.472,185,185,-16183.365234375,925000,324.8466,4895.43,5093.29
117.2879,186,186,-15970.3095703125,930000,323.7736,5075.89,5147.67
119.9955,187,187,-16064.8349609375,935000,332.835,4527.66,5141.16
112.0184,188,188,-15516.2578125,940000,330.5826,4700.95,5115.03
110.4795,189,189,-16107.650390625,945000,324.1389,5016.29,5145.33
120.5625,190,190,-16230.29296875,950000,323.6535,5168.66,5305.72
121.2102,191,191,-16299.154296875,955000,326.1416,5100.85,5182.23
127.888,192,192,-16546.55078125,960000,333.8703,5164.35,5306.2
136.0493,193,193,-16754.830078125,965000,337.5299,5153.04,5413.91
127.487,194,194,-16742.732421875,970000,335.9395,5112.12,5198.58
120.9469,195,195,-16426.662109375,975000,328.5912,5224.44,5376.23
115.178,196,196,-16405.146484375,980000,321.2959,5133.84,5185.5
133.9524,197,197,-16877.4375,985000,333.7246,5063.69,5277.54
111.9944,198,198,-16267.0576171875,990000,323.2591,4933.14,5225.05
134.7863,199,199,-17071.99609375,995000,332.5611,5175.28,5224.39
124.3091,200,200,-16628.9453125,1000000,336.5651,4807.38,5387.9
115.8598,201,201,-16529.26171875,1005000,326.2138,5155.65,5265.67
113.4757,202,202,-16563.529296875,1010000,325.9347,5111.7,5206.12
124.663,203,203,-16957.623046875,1015000,335.0946,5153.79,5306.16
135.1705,204,204,-17332.09375,1020000,342.4796,4905.85,5417.47
132.5213,205,205,-17277.615234375,1025000,337.2138,5155.23,5444.46
128.4292,206,206,-17253.9921875,1030000,335.754,5123.46,5364.61
127.9184,207,207,-17246.447265625,1035000,335.3466,5156.85,5397.45
133.0959,208,208,-17446.27734375,1040000,341.8144,5114.93,5331.82
129.7625,209,209,-17358.0625,1045000,331.2913,5189.49,5274.97
140.4616,210,210,-17471.115234375,1050000,343.6701,5154.8,5332.93
132.016,211,211,-17297.888671875,1055000,337.1449,5137.99,5316.66
128.1225,212,212,-17356.25390625,1060000,331.4786,5201.89,5331.17
134.7855,213,213,-17401.974609375,1065000,339.0328,5178.25,5402.42
124.6749,214,214,-17449.423828125,1070000,330.9229,5116.89,5169.46
128.04,215,215,-17432.2265625,1075000,333.0547,5095.92,5263.2
120.2341,216,216,-17014.51171875,1080000,324.8088,5162.46,5271.29
124.9464,217,217,-17316.646484375,1085000,327.8239,5180.21,5333.63
120.7064,218,218,-17292.728515625,1090000,326.1661,5151.01,5199.83
122.4795,219,219,-17555.625,1095000,332.0235,5155.5,5305.96
123.0361,220,220,-17451.0546875,1100000,324.6338,5168.19,5281.76
126.323,221,221,-17580.146484375,1105000,333.3351,5105.27,5200.22
127.5385,222,222,-17536.28125,1110000,335.1441,5091.17,5305.39
117.7138,223,223,-17362.794921875,1115000,326.2943,5105.58,5175.36
113.0857,224,224,-17322.849609375,1120000,324.4732,4618.79,5128.03
116.856,225,225,-17405.59375,1125000,327.0039,4932.73,5205.88
116.1194,226,226,-17461.60546875,1130000,326.572,5063.21,5196.11
145.5843,227,227,-17329.150390625,1135000,337.4554,4422.56,5124.39
153.0097,228,228,-17421.8203125,1140000,346.4825,4326.58,5123.78
133.664,229,229,-17865.626953125,1145000,336.1876,4871.48,5286.45
112.416,230,230,-17485.15625,1150000,326.5357,4167.22,5274.4
135.5738,231,231,-17448.330078125,1155000,336.6293,4010.45,5268.87
131.226,232,232,-17257.931640625,1160000,332.3942,3975.21,4849.3
119.8476,233,233,-17520.0,1165000,328.3971,4797.28,5163.32
121.7082,234,234,-17478.580078125,1170000,325.0784,4807.14,5353.3
112.9224,235,235,-17104.4921875,1175000,320.2546,4491.35,4956.97
121.4956,236,236,-17523.5859375,1180000,326.5684,4123.46,4849.23
132.6533,237,237,-17251.216796875,1185000,334.8693,3493.47,4214.1
175.2076,238,238,-16179.9091796875,1190000,353.3409,2532.72,2069.94
154.9369,239,239,-17828.62109375,1195000,351.1238,4485.59,3084.69
149.915,240,240,-15090.3681640625,1200000,339.0442,2655.71,4712.33
108.5208,241,241,-16893.955078125,1205000,319.6259,4022.58,4150.59
131.3149,242,242,-15399.7919921875,1210000,327.8702,3158.72,3371.21
147.4504,243,243,-17481.96875,1215000,345.1229,3076.0,4840.87
148.087,244,244,-17351.0625,1220000,346.8212,4379.47,5301.55
158.7642,245,245,-17953.541015625,1225000,353.5549,4809.97,5248.59
165.2733,246,246,-18299.041015625,1230000,348.9865,5121.1,5279.19
175.6161,247,247,-18412.236328125,1235000,359.5414,4626.3,5333.87
179.0041,248,248,-18118.076171875,1240000,366.4826,4810.49,5254.72
181.3879,249,249,-18484.275390625,1245000,366.4584,4995.24,5050.78
180.1297,250,250,-18504.986328125,1250000,365.204,5038.79,5166.69
181.8134,251,251,-18524.306640625,1255000,360.6176,4838.9,5190.76
199.247,252,252,-18551.083984375,1260000,366.0833,4871.13,5207.78
183.5256,253,253,-18310.294921875,1265000,360.9143,4993.79,5227.38
164.1202,254,254,-17416.53515625,1270000,357.5331,5051.44,5345.2
156.8816,255,255,-17763.548828125,1275000,344.4697,4948.65,5287.25
164.2962,256,256,-17382.693359375,1280000,348.0909,5007.57,3421.28
148.9927,257,257,-17428.958984375,1285000,344.6406,4556.74,3448.89
193.5637,258,258,-18721.19140625,1290000,369.2319,4904.84,4701.46
151.742,259,259,-17918.302734375,1295000,341.8226,4676.57,4645.61
186.6055,260,260,-17768.392578125,1300000,364.3416,5017.25,4137.17
210.9347,261,261,-18589.517578125,1305000,371.832,4964.96,5014.04
220.5824,262,262,-18742.984375,1310000,377.8875,4367.85,5209.39
265.7345,263,263,-16435.546875,1315000,387.868,2040.04,842.82
244.8763,264,264,-16550.27734375,1320000,396.5247,3877.47,4811.39
249.2207,265,265,-18838.603515625,1325000,388.0087,4809.28,4275.64
224.3709,266,266,-19052.798828125,1330000,379.6703,4965.66,5003.23
239.6478,267,267,-18024.8203125,1335000,393.1296,4016.64,4912.77
243.4613,268,268,-19063.05859375,1340000,395.8787,4388.82,3474.68
265.518,269,269,-19103.330078125,1345000,404.5266,4447.79,4537.27
217.0821,270,270,-17568.080078125,1350000,385.9486,3145.35,2231.69
199.0984,271,271,-17232.580078125,1355000,388.0341,3988.23,2703.13
234.4492,272,272,-18835.1796875,1360000,402.7195,4067.89,3886.51
225.3963,273,273,-16797.634765625,1365000,389.5103,2503.23,2169.09
261.3215,274,274,-16943.251953125,1370000,402.4321,3863.57,2961.83
267.8028,275,275,-14672.3173828125,1375000,428.3665,1380.39,1020.14
290.2561,276,276,-14374.5615234375,1380000,420.7447,758.67,961.37
231.7893,277,277,-13640.6669921875,1385000,425.3139,1434.84,1025.22
228.837,278,278,-13426.7158203125,1390000,414.5978,1689.97,1278.84
241.0722,279,279,-12757.162109375,1395000,437.6745,1211.04,900.37
229.5083,280,280,-13755.2509765625,1400000,426.0173,1643.82,2330.83
263.3384,281,281,-13595.0947265625,1405000,420.7109,853.45,907.42
225.3893,282,282,-12480.30859375,1410000,415.1536,1789.98,1623.68
225.7057,283,283,-13124.921875,1415000,415.7302,1161.39,1030.85
224.6423,284,284,-14353.779296875,1420000,399.6283,1456.56,2235.05
226.239,285,285,-13756.111328125,1425000,414.3504,1801.57,2105.12
227.4445,286,286,-13592.625,1430000,406.7717,1352.23,1339.29
233.2947,287,287,-14372.6865234375,1435000,406.5263,955.07,946.85
229.6037,288,288,-12767.8154296875,1440000,408.6659,968.24,1024.38
862.2861,289,289,-15417.708984375,1445000,468.795,417.18,419.96
376.1636,290,290,-13481.35546875,1450000,507.4135,388.92,305.48
925.8801,291,291,-13947.16796875,1455000,504.0066,238.17,221.11
2231.2666,292,292,-11561.990234375,1460000,528.3529,242.89,252.88
583.0436,293,293,-13561.064453125,1465000,494.4015,280.88,302.52
462.4506,294,294,-13996.78125,1470000,505.629,284.03,277.42
1134.6138,295,295,-12511.1953125,1475000,505.5162,313.24,287.5
1149.9463,296,296,-12731.04296875,1480000,559.2578,74.33,75.06
1885.3719,297,297,-10944.9765625,1485000,553.5008,80.25,79.05
1471.1115,298,298,-14165.86328125,1490000,581.5705,68.7,66.37
718.4741,299,299,-13926.37109375,1495000,590.7914,64.65,64.37
533.8028,300,300,-15674.65234375,1500000,592.0555,65.55,66.71
535.5202,301,301,-14053.2470703125,1505000,647.1816,79.78,76.23
549.8342,302,302,-15972.34375,1510000,591.7635,74.57,74.87
680.0338,303,303,-16060.9609375,1515000,618.6376,81.2,77.92
918.6416,304,304,-14749.1025390625,1520000,608.6332,64.23,66.29
338.8874,305,305,-14174.1640625,1525000,617.2538,66.41,67.52
376.0328,306,306,-14186.830078125,1530000,632.1568,62.91,64.03
397.4329,307,307,-16115.7724609375,1535000,672.6727,65.18,64.39
466.4729,308,308,-18207.337890625,1540000,684.4762,64.77,64.26
671.8335,309,309,-18038.55078125,1545000,679.5687,62.81,62.15
450.2023,310,310,-16523.6796875,1550000,643.8484,65.26,64.82
466.4924,311,311,-14305.4931640625,1555000,675.588,64.35,66.02
521.0339,312,312,-15766.27734375,1560000,661.3974,64.2,64.54
422.0404,313,313,-12142.4189453125,1565000,662.6382,65.0,65.19
462.8015,314,314,-12407.4833984375,1570000,658.392,66.49,65.58
504.0762,315,315,-17217.8046875,1575000,699.2277,66.41,66.51
621.2174,316,316,-12192.4580078125,1580000,669.6564,66.51,66.74
439.4261,317,317,-14965.0302734375,1585000,659.4541,65.45,65.2
690.3373,318,318,-14195.556640625,1590000,647.2237,65.05,65.02
881.0911,319,319,-12602.6826171875,1595000,689.2452,65.71,65.63
443.8437,320,320,-16254.3408203125,1600000,666.672,63.7,64.28
688.2545,321,321,-17164.55859375,1605000,695.705,66.85,67.05
615.731,322,322,-16897.37890625,1610000,676.0416,59.1,59.75
634.192,323,323,-17443.7578125,1615000,526.8898,234.4,235.88
553.8925,324,324,-14872.9658203125,1620000,589.5485,155.24,159.28
784.7905,325,325,-17611.095703125,1625000,527.2709,216.89,215.97
401.0679,326,326,-14758.6572265625,1630000,517.3949,219.74,229.33
538.778,327,327,-16773.3203125,1635000,542.59,238.77,236.01
264.2041,328,328,-16423.4609375,1640000,485.1987,409.69,403.5
695.9874,329,329,-17912.609375,1645000,498.4643,402.18,454.59
458.2568,330,330,-16379.65625,1650000,518.1689,305.73,299.79
1096.6531,331,331,-18649.59375,1655000,547.0335,189.5,191.04
292.9788,332,332,-17491.5,1660000,542.4718,239.48,240.11
423.4874,333,333,-17081.86328125,1665000,535.2611,292.77,305.47
460.7527,334,334,-16672.0703125,1670000,533.1172,296.71,285.18
407.2454,335,335,-17599.3984375,1675000,523.1849,332.87,311.23
324.4955,336,336,-16905.09765625,1680000,533.3111,287.6,294.97
424.6753,337,337,-18547.4921875,1685000,557.0995,253.46,270.05
679.1375,338,338,-18620.697265625,1690000,514.7877,323.61,313.5
422.4398,339,339,-18121.626953125,1695000,513.6831,386.78,416.52
617.9141,340,340,-17897.060546875,1700000,491.7701,420.0,436.78
733.4876,341,341,-18190.77734375,1705000,496.9432,399.93,392.89
278.275,342,342,-17832.03125,1710000,493.3355,410.84,379.26
281.5367,343,343,-18256.68359375,1715000,489.7916,363.27,373.09
252.8611,344,344,-18035.685546875,1720000,506.8659,270.07,255.11
284.6717,345,345,-18399.0625,1725000,516.5244,256.4,247.72
286.3404,346,346,-17939.412109375,1730000,578.3031,190.22,173.22
313.601,347,347,-17523.525390625,1735000,567.6908,217.73,206.73
324.2402,348,348,-17422.607421875,1740000,565.1936,239.17,250.68
313.9003,349,349,-17055.654296875,1745000,543.7959,248.4,254.86
272.7255,350,350,-18258.025390625,1750000,540.5845,150.7,139.54
284.3574,351,351,-17810.58203125,1755000,599.7826,87.91,80.34
351.7074,352,352,-17699.998046875,1760000,624.4786,88.84,79.41
306.1976,353,353,-17645.1953125,1765000,599.4422,80.05,81.16
319.5985,354,354,-17279.56640625,1770000,597.451,78.54,97.83
321.3911,355,355,-17551.62109375,1775000,593.4876,70.71,71.62
397.1282,356,356,-18445.064453125,1780000,635.9519,76.96,78.64
701.3447,357,357,-18549.064453125,1785000,614.3816,90.71,89.51
507.8638,358,358,-19055.88671875,1790000,648.2388,66.05,66.75
378.3944,359,359,-18738.845703125,1795000,640.9004,88.11,87.56
362.6198,360,360,-18203.26171875,1800000,550.3124,202.39,197.84
363.0871,361,361,-18617.619140625,1805000,604.6525,132.73,140.18
405.5106,362,362,-18825.302734375,1810000,534.2431,306.33,313.68
523.087,363,363,-18962.681640625,1815000,559.6636,177.77,183.86
384.5707,364,364,-18535.03515625,1820000,626.1823,103.53,102.53
381.3667,365,365,-18531.93359375,1825000,640.4056,76.77,102.29
423.6643,366,366,-18718.60546875,1830000,583.3911,180.65,155.08
514.0471,367,367,-18954.763671875,1835000,623.4464,120.51,109.38
452.8981,368,368,-18799.515625,1840000,528.7708,156.1,209.0
451.2381,369,369,-18478.8359375,1845000,628.4196,68.4,67.97
598.2229,370,370,-19041.916015625,1850000,644.5435,67.7,67.82
501.0972,371,371,-18973.609375,1855000,639.5757,65.51,65.24
506.6113,372,372,-18822.990234375,1860000,626.5333,60.71,60.85
399.2651,373,373,-18947.533203125,1865000,568.8566,96.98,85.39
344.4349,374,374,-18922.578125,1870000,613.0881,69.77,69.73
509.261,375,375,-19059.193359375,1875000,614.2564,63.82,63.06
469.6798,376,376,-19090.103515625,1880000,559.6119,170.13,184.5
352.9155,377,377,-18541.603515625,1885000,597.3227,67.98,68.25
458.1884,378,378,-18932.357421875,1890000,595.272,57.78,57.41
493.7544,379,379,-18833.48046875,1895000,622.1924,69.15,69.15
831.8407,380,380,-19184.482421875,1900000,603.8791,63.04,63.11
554.131,381,381,-19348.591796875,1905000,614.4724,55.29,53.84
401.368,382,382,-18975.638671875,1910000,506.9401,106.83,57.76
382.3041,383,383,-18835.341796875,1915000,515.8051,334.11,361.31
349.0831,384,384,-18548.357421875,1920000,505.6743,328.91,325.36
1482.4441,385,385,-19129.298828125,1925000,504.196,291.8,291.12
465.9536,386,386,-18857.638671875,1930000,514.7476,305.32,292.83
1556.5049,387,387,-19145.1875,1935000,521.1763,395.35,382.99
1269.9882,388,388,-19212.005859375,1940000,528.3305,273.17,286.9
353.2893,389,389,-18494.01953125,1945000,545.8229,285.42,276.62
1140.3272,390,390,-19092.017578125,1950000,514.6165,274.67,282.49
1775.7708,391,391,-19417.564453125,1955000,529.0878,279.97,305.34
1684.1099,392,392,-19193.1640625,1960000,512.1478,332.21,295.0
313.5322,393,393,-18434.9140625,1965000,497.737,279.88,286.21
1705.3233,394,394,-19081.681640625,1970000,528.9952,236.74,237.76
563.9032,395,395,-18793.068359375,1975000,547.5135,212.33,211.06
2115.41,396,396,-19502.47265625,1980000,526.3362,313.79,312.73
1985.5917,397,397,-19284.9921875,1985000,512.112,369.78,325.11
