Running Env Steps,Reward Loss,Real Sto Return,Running Update Time,Running Reverse KL,Real Det Return,Itration,Running Forward KL
280000,-1153.463623046875,2045.6,56,37.6548,1021.17,56,24.89
285000,-1094.5614013671875,2064.32,57,27.9879,2912.37,57,23.4273
290000,-1514.9842529296875,1552.2,58,32.3119,1615.87,58,25.7997
295000,-1508.5977783203125,2519.51,59,40.1915,3452.21,59,24.432
300000,-2187.968505859375,1801.02,60,65.8633,1116.38,60,26.4355
305000,-1062.4752197265625,2182.84,61,32.8976,2807.51,61,23.9865
310000,-1052.96826171875,2178.24,62,28.6,3069.28,62,24.4631
315000,-1921.2841796875,2365.05,63,49.9081,2388.35,63,24.0039
320000,-1560.7412109375,2037.66,64,38.4337,2956.43,64,23.8817
325000,-1890.13525390625,1970.44,65,64.3929,1102.27,65,24.8483
330000,-2286.492431640625,2045.71,66,51.6063,1518.22,66,25.4313
335000,-3024.318359375,1725.59,67,83.5282,1462.14,67,25.0037
340000,-2284.1357421875,2594.98,68,57.6588,2747.09,68,25.6327
345000,-3819.480224609375,1060.07,69,99.636,1016.0,69,26.8616
350000,-2143.5849609375,1836.28,70,51.4982,2221.43,70,25.1821
355000,-2278.423828125,1944.86,71,35.7053,1417.35,71,25.8702
360000,-2107.17822265625,1622.97,72,45.9103,1583.14,72,22.5813
365000,-2415.311767578125,1389.1,73,30.3237,1996.02,73,24.223
370000,-1714.1357421875,2026.31,74,22.0532,2942.73,74,24.1134
375000,-2607.51708984375,1182.39,75,71.1831,954.36,75,25.1777
380000,-2838.1923828125,1853.15,76,24.5743,1799.27,76,27.0733
385000,-2379.844970703125,2159.44,77,39.7091,3391.23,77,24.5939
390000,-2309.673095703125,2119.41,78,47.4598,3364.05,78,25.7591
395000,-3220.0771484375,1546.1,79,37.8891,2447.17,79,27.1623
400000,-2554.698974609375,1601.48,80,60.8479,3474.87,80,24.8514
405000,-3346.58935546875,1700.32,81,48.5104,2660.43,81,27.0807
410000,-2919.081298828125,1684.11,82,55.7394,1650.85,82,26.3415
415000,-3726.55029296875,998.41,83,84.534,2187.97,83,27.5245
420000,-2523.760986328125,1654.05,84,48.5874,3127.25,84,25.8178
425000,-4266.08251953125,1021.59,85,96.5427,1354.08,85,27.4677
430000,-3478.404296875,1591.38,86,77.6864,1120.83,86,25.5281
435000,-4502.10986328125,974.36,87,100.8739,1286.79,87,25.7778
440000,-3918.2587890625,924.64,88,27.3499,1171.75,88,27.098
445000,-3320.486083984375,704.33,89,32.2476,292.47,89,26.4598
450000,-3811.23388671875,856.1,90,23.3907,1290.96,90,24.6579
455000,-2963.11572265625,1207.48,91,22.7675,2220.73,91,26.0213
460000,-2884.461181640625,471.05,92,17.3102,1153.63,92,26.896
465000,-2937.556640625,1338.62,93,51.6739,1357.0,93,26.252
470000,-2485.470703125,1643.43,94,31.0096,2623.84,94,25.8085
475000,-3318.609130859375,1360.29,95,25.6547,1378.41,95,25.8473
480000,-3371.496826171875,1741.37,96,24.4221,1814.66,96,26.1872
485000,-4742.45458984375,1017.96,97,77.2999,1155.56,97,27.7001
490000,-4485.85693359375,1869.26,98,51.3058,1109.62,98,25.6104
495000,-2996.9658203125,1697.33,99,50.5185,1412.87,99,25.1282
500000,-2409.941650390625,1394.06,100,16.8228,1103.99,100,24.8623
505000,-3411.96728515625,1188.33,101,37.5646,1044.98,101,25.7554
510000,-2892.876220703125,1154.05,102,18.6379,1317.58,102,25.7466
515000,-3275.858642578125,1566.97,103,35.3136,3369.25,103,24.9635
520000,-3051.657958984375,1192.27,104,21.0056,1242.15,104,25.0969
525000,-5836.56982421875,1149.1,105,99.0536,1070.35,105,26.1353
530000,-4269.9072265625,1391.33,106,40.9827,1346.67,106,25.222
535000,-4340.50439453125,1836.58,107,42.5728,3020.08,107,25.2976
540000,-6299.953125,938.29,108,53.9999,934.83,108,25.9826
545000,-2379.730224609375,2218.95,109,16.7977,3363.0,109,24.0421
550000,-6003.07568359375,1548.54,110,28.8446,2357.5,110,26.4008
555000,-3220.74609375,2517.27,111,19.2704,3197.38,111,23.2024
560000,-4387.21435546875,1510.2,112,60.7179,2790.03,112,25.4901
565000,-5536.0654296875,1370.43,113,33.4539,3514.73,113,24.7103
570000,-5626.62939453125,1111.45,114,35.4153,1174.07,114,27.1238
575000,-3977.2421875,1531.23,115,23.4063,1147.79,115,25.6565
580000,-6590.72265625,1319.78,116,56.1156,1916.43,116,24.6981
585000,-3838.011962890625,1602.41,117,22.4503,2884.08,117,23.4743
590000,-3368.4560546875,1248.51,118,24.0774,3481.69,118,23.0111
595000,-3010.37060546875,1635.36,119,26.3531,1297.03,119,23.9298
600000,-4981.05322265625,1073.28,120,68.4878,1179.74,120,26.2227
605000,-4461.24267578125,1461.74,121,36.0729,1477.82,121,25.6478
610000,-4571.3603515625,301.29,122,33.5485,200.3,122,24.5296
615000,-3767.7060546875,1166.07,123,42.4716,1227.93,123,23.898
620000,-3998.857177734375,1804.24,124,63.0901,2484.52,124,25.5788
625000,-4859.29345703125,254.75,125,73.0719,25.88,125,24.9259
630000,-4559.5439453125,1389.24,126,60.8203,1113.74,126,25.4269
635000,-4365.9404296875,1168.28,127,52.7387,1378.47,127,24.1459
640000,-6524.41015625,1356.55,128,86.3001,3439.72,128,24.7128
645000,-5731.0732421875,1392.55,129,72.1699,1967.72,129,24.6469
650000,-4373.7734375,1551.06,130,41.6657,3255.0,130,24.8895
655000,-4002.65380859375,1734.54,131,27.2348,1532.15,131,24.59
660000,-3034.42041015625,2073.28,132,24.0486,3482.95,132,22.6284
665000,-3989.423828125,1672.88,133,31.4756,3277.02,133,23.4269
670000,-3972.42919921875,941.47,134,21.9143,3457.02,134,23.519
675000,-3872.227783203125,1665.15,135,30.7082,1176.27,135,23.7539
680000,-3711.181396484375,1071.29,136,25.6238,2985.19,136,25.1682
685000,-4905.236328125,1402.18,137,23.5163,1201.57,137,25.5454
690000,-4000.75390625,1976.13,138,31.3205,1662.82,138,24.2957
695000,-5384.88916015625,1561.31,139,22.238,3013.82,139,24.4971
700000,-3833.338134765625,26.26,140,17.429,24.76,140,23.232
705000,-3760.4677734375,1670.67,141,17.7885,2266.69,141,24.0536
710000,-5694.427734375,1354.39,142,42.1338,2974.33,142,25.4859
715000,-4427.50244140625,260.57,143,77.8987,61.55,143,24.7289
720000,-4076.170654296875,1749.76,144,65.4228,3457.52,144,23.1857
725000,-6044.14111328125,1216.84,145,90.2509,1435.31,145,26.6277
730000,-3915.033447265625,2019.84,146,22.2882,3164.9,146,22.9321
735000,-4713.77685546875,1716.44,147,46.5147,1901.52,147,24.8471
740000,-5458.44677734375,1159.5,148,75.4167,2317.76,148,24.1391
745000,-3550.2021484375,2473.49,149,36.2791,3385.18,149,25.1439
750000,-3135.404541015625,1865.71,150,15.2822,3437.48,150,24.0153
755000,-3263.373291015625,2034.89,151,14.6026,2059.93,151,23.5806
760000,-4952.85400390625,1314.23,152,60.3113,2529.26,152,25.0947
765000,-2795.537353515625,2174.26,153,15.1117,3450.37,153,23.7452
770000,-5501.7685546875,1531.24,154,35.5113,2170.5,154,22.9172
775000,-5158.18505859375,887.95,155,45.407,2469.94,155,25.3048
780000,-5023.041015625,1478.81,156,16.5687,1620.1,156,25.5027
785000,-6376.79052734375,1787.46,157,53.5431,1220.81,157,24.8799
790000,-4580.060546875,2069.49,158,27.8415,3391.05,158,24.6393
795000,-5316.15087890625,1175.23,159,25.52,1319.03,159,24.2061
800000,-5993.72900390625,1517.08,160,34.4287,1603.65,160,24.5486
805000,-7777.42578125,1045.54,161,67.7003,3100.29,161,27.0396
810000,-5764.76708984375,1588.45,162,50.2149,1951.48,162,23.9598
815000,-5929.64794921875,1127.31,163,20.1525,2352.28,163,25.2093
820000,-4295.14697265625,2063.49,164,31.8989,2710.86,164,23.6643
825000,-6005.3505859375,1673.45,165,19.6002,676.97,165,24.6393
830000,-4394.8056640625,1735.45,166,36.2336,3070.2,166,23.2316
835000,-5358.341796875,1743.42,167,32.4779,1459.97,167,24.4208
840000,-4172.58203125,1700.21,168,15.1653,1326.21,168,22.6416
845000,-5220.24853515625,378.15,169,56.5793,77.39,169,25.209
850000,-5042.86767578125,1340.94,170,15.4491,1956.39,170,24.1665
855000,-4668.5556640625,1438.86,171,15.385,1868.23,171,23.8747
860000,-5124.607421875,2156.08,172,32.1972,3204.29,172,23.7722
865000,-5668.84619140625,1757.77,173,23.4801,1898.78,173,23.3188
870000,-5329.8359375,1479.82,174,16.5331,1493.87,174,24.0744
875000,-7094.09033203125,1400.9,175,61.5605,1223.25,175,25.1818
880000,-7090.20654296875,1612.13,176,41.3425,2196.55,176,24.5067
885000,-6647.537109375,93.64,177,56.4601,32.24,177,23.9205
890000,-8578.20703125,1878.4,178,58.7775,1883.21,178,26.2496
895000,-6169.03173828125,1844.28,179,42.7281,1483.93,179,23.543
900000,-8003.166015625,1490.43,180,52.7317,2233.09,180,25.7632
905000,-4021.26513671875,1863.34,181,15.2767,2793.03,181,21.3838
910000,-6868.23486328125,1914.61,182,26.0109,1121.81,182,24.3783
915000,-6191.7626953125,1710.08,183,34.3883,2950.91,183,24.0521
920000,-6273.62109375,1790.51,184,19.55,2601.24,184,25.1241
925000,-6101.36083984375,1407.52,185,15.1675,2890.42,185,24.6479
930000,-6706.00341796875,1402.52,186,44.2809,2377.55,186,24.284
935000,-6114.4951171875,1203.6,187,14.6085,1223.19,187,25.1879
940000,-6249.14501953125,1350.39,188,29.5252,1619.96,188,23.978
945000,-5186.97021484375,1622.98,189,11.7068,1784.09,189,23.835
950000,-6477.13818359375,1506.45,190,20.943,1053.94,190,25.2132
955000,-9204.9404296875,1478.72,191,61.7308,1092.64,191,25.8025
960000,-7790.29833984375,1063.54,192,43.3859,1387.05,192,25.8224
965000,-6913.04833984375,1689.82,193,34.4012,3109.41,193,25.0784
970000,-9684.5126953125,1167.06,194,43.1399,2063.83,194,25.0568
975000,-6644.00341796875,2095.59,195,26.756,1930.44,195,23.7529
980000,-7157.1572265625,1271.04,196,75.495,2016.85,196,25.5807
985000,-7278.54052734375,1744.73,197,21.5834,2103.8,197,24.1716
990000,-8409.0849609375,1648.66,198,53.5024,1616.29,198,24.9151
995000,-6725.85693359375,1319.84,199,17.705,1074.0,199,26.0912
