Running Forward KL,Real Sto Return,Itration,Running Update Time,Reward Loss,Running Reverse KL,Running Env Steps,Real Det Return
156.7687,1852.77,89,89,-17257.5234375,15.883,445000,2219.17
156.7609,1802.22,90,90,-17509.908203125,15.5245,450000,2158.54
156.7499,1779.76,91,91,-17678.080078125,15.2836,455000,2108.3
156.8022,1770.63,92,92,-17877.3203125,15.4864,460000,2155.91
156.7918,1819.37,93,93,-18095.83203125,15.627,465000,2192.34
156.7838,1797.26,94,94,-18141.33203125,15.2407,470000,2147.25
156.8211,1764.94,95,95,-18573.1328125,15.2825,475000,2091.22
156.8297,1798.25,96,96,-18769.244140625,15.6626,480000,2136.37
156.9144,1812.81,97,97,-18996.04296875,15.9295,485000,2191.68
156.7198,1843.67,98,98,-19199.919921875,15.4855,490000,2215.38
157.0317,1820.26,99,99,-19588.19140625,15.9694,495000,2214.05
156.798,1843.31,100,100,-19594.77734375,15.7332,500000,2184.7
156.8526,1809.01,101,101,-19890.865234375,15.5257,505000,2149.17
156.7164,1804.41,102,102,-20040.123046875,15.4211,510000,2176.27
156.6323,1770.6,103,103,-20387.365234375,15.56,515000,2159.6
156.8534,1826.45,104,104,-20659.357421875,15.6217,520000,2176.07
156.6817,1844.88,105,105,-20715.439453125,15.8489,525000,2209.68
156.9282,1821.1,106,106,-21067.640625,15.5982,530000,2210.12
156.796,1841.1,107,107,-21256.705078125,15.7381,535000,2190.75
156.8933,1812.38,108,108,-21300.3203125,15.4586,540000,2124.32
157.0413,1819.62,109,109,-21715.8984375,15.4885,545000,2178.69
156.6706,1835.93,110,110,-22032.30859375,15.5355,550000,2147.05
156.7727,1798.49,111,111,-22087.8984375,15.3083,555000,2122.79
156.6322,1850.47,112,112,-22327.33203125,15.4798,560000,2212.36
156.941,1817.87,113,113,-22786.166015625,15.461,565000,2134.89
156.5777,1847.8,114,114,-22736.998046875,15.453,570000,2179.74
156.6752,1833.14,115,115,-23168.39453125,15.326,575000,2166.35
156.6838,1866.13,116,116,-23388.1484375,15.2842,580000,2243.41
156.8307,1840.71,117,117,-23602.841796875,15.5927,585000,2194.13
156.8486,1855.69,118,118,-23921.173828125,15.7278,590000,2179.1
156.9014,1811.63,119,119,-24313.91796875,15.536,595000,2177.63
156.6969,1843.61,120,120,-24279.630859375,15.3196,600000,2157.1
156.8397,1869.99,121,121,-24676.396484375,15.5106,605000,2216.53
156.8478,1815.48,122,122,-24885.01953125,15.4342,610000,2070.58
156.9845,1834.95,123,123,-25147.025390625,15.5665,615000,2162.87
156.7655,1823.57,124,124,-25393.98828125,15.5404,620000,2182.79
156.593,1864.05,125,125,-25589.421875,15.5605,625000,2227.95
156.7002,1883.98,126,126,-25772.080078125,15.6683,630000,2225.3
156.8896,1817.05,127,127,-25989.8203125,15.375,635000,2170.71
156.7942,1827.12,128,128,-26385.71875,15.4407,640000,2146.87
156.6408,1825.12,129,129,-26386.52734375,15.4708,645000,2219.99
156.6694,1860.17,130,130,-26773.501953125,15.362,650000,2191.21
156.8161,1846.26,131,131,-27062.771484375,15.3041,655000,2218.32
156.8301,1863.75,132,132,-27316.830078125,15.4365,660000,2205.8
156.603,1851.73,133,133,-27442.892578125,15.1734,665000,2169.71
156.9179,1846.23,134,134,-27890.634765625,15.3281,670000,2202.87
156.5767,1837.3,135,135,-28092.994140625,15.2255,675000,2184.09
156.7456,1872.78,136,136,-28552.4921875,15.5138,680000,2215.18
156.7603,1843.42,137,137,-28779.763671875,15.6484,685000,2220.34
156.7321,1868.5,138,138,-28791.884765625,15.417,690000,2212.02
156.7441,1853.04,139,139,-29073.859375,15.4607,695000,2216.74
156.6342,1856.41,140,140,-29274.166015625,15.447,700000,2212.81
156.4956,1889.53,141,141,-29234.751953125,15.4075,705000,2254.72
156.5834,1871.7,142,142,-29762.095703125,15.1877,710000,2215.43
156.7622,1851.85,143,143,-29940.869140625,15.1965,715000,2159.05
156.7378,1867.05,144,144,-30180.46875,15.4553,720000,2198.97
156.8912,1834.72,145,145,-30240.111328125,15.2751,725000,2193.2
156.7544,1843.71,146,146,-30546.89453125,15.1359,730000,2172.85
156.8182,1897.84,147,147,-30798.5703125,15.2638,735000,2246.71
156.6458,1856.45,148,148,-30721.830078125,15.3566,740000,2207.98
156.6162,1897.34,149,149,-31032.84375,15.5928,745000,2267.21
156.8847,1875.25,150,150,-31478.099609375,15.5188,750000,2166.42
156.6632,1858.62,151,151,-31558.52734375,15.4692,755000,2190.91
156.7798,1894.57,152,152,-31768.677734375,15.2482,760000,2205.06
156.6796,1866.71,153,153,-32260.796875,15.3178,765000,2203.12
156.7611,1837.45,154,154,-32180.013671875,15.1951,770000,2205.09
156.8268,1840.85,155,155,-32450.201171875,15.0816,775000,2189.45
156.8445,1848.23,156,156,-32668.064453125,15.3601,780000,2181.19
156.9228,1869.26,157,157,-32848.609375,15.3163,785000,2248.47
156.8216,1876.72,158,158,-33207.9140625,15.3439,790000,2144.15
156.772,1890.34,159,159,-33409.71484375,15.4207,795000,2227.01
156.6496,1872.96,160,160,-33683.421875,15.33,800000,2238.48
156.6269,1851.33,161,161,-33575.04296875,15.372,805000,2174.45
156.709,1888.8,162,162,-33888.67578125,15.44,810000,2223.51
156.6948,1903.53,163,163,-34473.265625,15.6019,815000,2228.74
156.6855,1889.84,164,164,-34627.64453125,15.4744,820000,2224.84
156.6938,1876.48,165,165,-34826.6953125,15.4033,825000,2228.56
156.5693,1877.23,166,166,-34940.22265625,15.3508,830000,2208.64
156.746,1869.65,167,167,-35670.81640625,15.4625,835000,2229.4
156.7881,1877.94,168,168,-35391.36328125,15.4078,840000,2188.7
156.7209,1893.94,169,169,-35782.50390625,15.2639,845000,2211.64
156.9196,1885.32,170,170,-35978.77734375,15.2615,850000,2222.2
156.7913,1857.13,171,171,-36160.12109375,15.2984,855000,2232.74
156.5479,1903.79,172,172,-36317.265625,15.3285,860000,2235.57
156.7287,1853.32,173,173,-36436.18359375,15.4734,865000,2139.99
157.0283,1911.25,174,174,-36892.20703125,15.8066,870000,2275.59
156.6787,1888.42,175,175,-36825.859375,15.2028,875000,2257.81
156.7867,1859.75,176,176,-37050.68359375,15.3866,880000,2201.34
156.7201,1891.95,177,177,-37320.44140625,15.2915,885000,2229.76
156.5811,1909.45,178,178,-37496.12109375,15.2838,890000,2278.2
156.6791,1886.63,179,179,-37337.5625,15.4897,895000,2255.15
156.7688,1867.29,180,180,-37570.0234375,15.3415,900000,2208.93
156.5829,1898.87,181,181,-37363.00390625,15.174,905000,2236.68
156.7345,1892.58,182,182,-37984.4296875,15.6272,910000,2255.94
156.5787,1914.27,183,183,-37878.984375,15.1607,915000,2239.13
156.7666,1928.37,184,184,-38234.9375,15.3956,920000,2237.46
156.5752,1957.73,185,185,-38434.984375,15.5558,925000,2314.66
156.6687,1854.94,186,186,-38603.5546875,15.2205,930000,2178.63
156.8115,1897.31,187,187,-38909.875,15.4418,935000,2237.03
156.7105,1880.3,188,188,-38749.00390625,15.1304,940000,2210.12
156.9673,1900.61,189,189,-39156.06640625,15.2551,945000,2296.29
156.6936,1925.14,190,190,-39248.546875,15.6106,950000,2300.95
156.6006,1938.03,191,191,-39369.0078125,15.3528,955000,2271.96
156.7445,1905.65,192,192,-39423.8203125,15.341,960000,2231.61
156.7655,1901.58,193,193,-39542.93359375,15.0643,965000,2192.05
156.934,1919.28,194,194,-39785.4609375,15.4186,970000,2212.38
156.6088,1901.66,195,195,-39771.81640625,15.2635,975000,2192.47
156.6675,1893.02,196,196,-40164.33203125,15.2003,980000,2216.99
156.7332,1885.6,197,197,-40120.6640625,15.1563,985000,2217.12
156.6277,1913.22,198,198,-40123.37890625,15.2083,990000,2199.25
156.7324,1927.04,199,199,-40598.578125,15.6238,995000,2236.47
156.8571,1891.3,200,200,-40571.7421875,15.5435,1000000,2216.41
156.6591,1879.23,201,201,-40534.796875,15.505,1005000,2218.69
156.7607,1874.76,202,202,-40605.015625,15.3031,1010000,2219.82
156.6051,1889.74,203,203,-40883.63671875,15.3774,1015000,2218.45
156.7585,1874.86,204,204,-41080.23046875,15.4752,1020000,2214.91
156.5702,1861.89,205,205,-41103.2578125,15.2016,1025000,2206.1
156.7416,1876.94,206,206,-41096.28125,15.3558,1030000,2203.79
156.7638,1848.98,207,207,-41455.76953125,15.3775,1035000,2181.87
156.7763,1870.44,208,208,-41569.4453125,15.3312,1040000,2210.32
156.7825,1854.46,209,209,-41487.0703125,15.1754,1045000,2175.46
156.6736,1848.11,210,210,-41721.3515625,15.1665,1050000,2173.73
156.5199,1874.41,211,211,-41661.765625,15.1484,1055000,2222.56
156.7523,1847.04,212,212,-41995.98828125,15.2717,1060000,2172.41
156.7833,1855.54,213,213,-42125.86328125,15.2047,1065000,2193.62
156.8081,1857.26,214,214,-42304.9140625,15.0772,1070000,2203.39
156.6939,1856.12,215,215,-42276.01953125,15.2046,1075000,2191.03
156.7376,1846.49,216,216,-42436.6171875,15.0104,1080000,2155.33
156.7248,1854.08,217,217,-42525.61328125,15.096,1085000,2166.51
156.6268,1833.04,218,218,-42875.05078125,15.1501,1090000,2160.5
156.53,1835.11,219,219,-42884.77734375,15.1449,1095000,2160.07
156.7656,1834.63,220,220,-43075.80859375,15.1674,1100000,2182.67
156.645,1877.02,221,221,-43284.1484375,15.2901,1105000,2187.8
156.6002,1878.49,222,222,-43483.1171875,15.3351,1110000,2180.81
156.6223,1866.15,223,223,-43434.11328125,15.0652,1115000,2194.4
156.6408,1874.42,224,224,-43534.77734375,15.2502,1120000,2199.68
156.6622,1875.32,225,225,-43546.3515625,15.2887,1125000,2233.71
156.6597,1872.32,226,226,-43731.6328125,15.1657,1130000,2203.43
156.7809,1887.19,227,227,-43893.32421875,15.3391,1135000,2220.01
156.7334,1879.93,228,228,-44267.921875,15.3553,1140000,2222.72
156.5896,1866.42,229,229,-44388.02734375,15.3181,1145000,2210.82
156.7128,1872.32,230,230,-44325.55078125,15.1574,1150000,2194.07
156.6891,1839.52,231,231,-44483.703125,15.0313,1155000,2190.26
156.5421,1858.26,232,232,-44594.55859375,15.2899,1160000,2184.64
156.7952,1871.63,233,233,-44731.00390625,15.2399,1165000,2219.8
156.6795,1879.36,234,234,-44907.73046875,15.291,1170000,2223.71
156.631,1873.4,235,235,-44851.57421875,15.1986,1175000,2199.17
156.753,1889.2,236,236,-44991.41015625,15.373,1180000,2211.29
156.662,1888.39,237,237,-45262.73828125,15.3091,1185000,2207.76
156.7192,1858.74,238,238,-45429.07421875,15.2472,1190000,2192.01
156.7199,1884.44,239,239,-45629.66796875,15.3281,1195000,2251.58
156.667,1867.89,240,240,-45739.18359375,15.089,1200000,2210.58
156.7474,1884.65,241,241,-45914.69140625,15.2342,1205000,2243.13
156.7549,1885.23,242,242,-45960.828125,15.3602,1210000,2231.47
156.6885,1879.07,243,243,-45892.0234375,15.2038,1215000,2234.0
156.6957,1874.19,244,244,-46194.625,15.2942,1220000,2216.17
156.6429,1881.18,245,245,-46166.13671875,15.2977,1225000,2234.15
156.6506,1869.44,246,246,-46374.51171875,15.0749,1230000,2202.11
156.5467,1874.92,247,247,-46540.8671875,15.3252,1235000,2197.68
156.8091,1875.67,248,248,-46661.9921875,15.337,1240000,2230.13
156.7068,1888.37,249,249,-46886.5,15.3432,1245000,2223.5
156.7142,1880.76,250,250,-46918.0703125,15.2882,1250000,2207.56
156.7733,1868.69,251,251,-47029.57421875,15.3986,1255000,2208.9
156.6864,1886.49,252,252,-47148.98046875,15.3902,1260000,2226.3
156.7228,1885.87,253,253,-47216.80078125,15.3661,1265000,2232.09
156.8781,1886.68,254,254,-47260.640625,15.2506,1270000,2225.44
156.5035,1881.12,255,255,-47361.6171875,15.0555,1275000,2199.92
156.7313,1865.05,256,256,-47545.6015625,15.1465,1280000,2188.62
156.5872,1868.7,257,257,-47636.91015625,15.3151,1285000,2179.44
156.7126,1893.58,258,258,-47675.74609375,15.294,1290000,2234.19
156.6554,1895.39,259,259,-47971.4375,15.4983,1295000,2215.16
156.5603,1906.48,260,260,-48152.37890625,15.4167,1300000,2216.85
156.7473,1884.63,261,261,-48116.69921875,15.4357,1305000,2230.23
156.8293,1853.56,262,262,-48249.27734375,15.3329,1310000,2202.39
156.6979,1884.68,263,263,-48488.96875,15.203,1315000,2217.3
156.6356,1910.36,264,264,-48430.890625,15.3096,1320000,2235.02
156.8367,1901.57,265,265,-48581.91015625,15.1589,1325000,2216.42
156.5819,1900.61,266,266,-48927.609375,15.328,1330000,2242.36
156.6773,1883.45,267,267,-48799.0703125,15.2858,1335000,2190.48
156.6496,1875.58,268,268,-49040.63671875,15.3718,1340000,2215.5
156.7827,1921.4,269,269,-49280.28125,15.2724,1345000,2224.74
156.8751,1890.78,270,270,-49274.53125,15.3415,1350000,2214.34
156.5775,1896.65,271,271,-49455.59765625,15.1688,1355000,2240.55
156.8556,1896.12,272,272,-49741.61328125,15.3648,1360000,2235.89
156.6373,1894.88,273,273,-49662.890625,15.3252,1365000,2228.88
156.8347,1892.25,274,274,-49816.140625,15.6063,1370000,2228.38
156.8052,1890.6,275,275,-49979.828125,15.3724,1375000,2252.54
156.9163,1879.87,276,276,-50126.4921875,15.352,1380000,2223.2
156.6904,1898.17,277,277,-50195.703125,15.2635,1385000,2246.92
156.8353,1886.97,278,278,-50295.56640625,15.1655,1390000,2233.31
156.7573,1892.54,279,279,-50359.03515625,15.4103,1395000,2238.75
156.6474,1906.63,280,280,-50503.69921875,15.2969,1400000,2234.29
156.5818,1898.8,281,281,-50894.39453125,15.4799,1405000,2244.39
156.6334,1889.46,282,282,-50806.05078125,15.2443,1410000,2207.97
156.5908,1893.16,283,283,-50891.5546875,15.1839,1415000,2194.91
156.5144,1861.22,284,284,-51208.05078125,15.229,1420000,2199.22
156.5666,1880.14,285,285,-51239.265625,15.1902,1425000,2198.44
156.6885,1900.12,286,286,-51271.1953125,15.2732,1430000,2224.96
156.7327,1903.89,287,287,-51583.5078125,15.4313,1435000,2239.98
156.5924,1892.47,288,288,-51834.3671875,15.2953,1440000,2217.11
156.7344,1893.45,289,289,-51610.41015625,15.2154,1445000,2250.34
156.6492,1872.38,290,290,-51855.76171875,15.2728,1450000,2229.61
156.5916,1891.3,291,291,-51953.890625,15.2177,1455000,2224.4
156.6513,1904.53,292,292,-52021.34375,15.4279,1460000,2243.9
156.665,1882.7,293,293,-52235.8828125,15.4037,1465000,2244.51
156.6361,1889.57,294,294,-52232.06640625,15.1841,1470000,2249.85
156.594,1901.43,295,295,-52471.03125,15.4216,1475000,2235.24
156.678,1904.79,296,296,-52611.08984375,15.1689,1480000,2235.64
156.72,1906.13,297,297,-52568.4921875,15.4111,1485000,2247.45
156.7062,1930.99,298,298,-52779.1640625,15.3148,1490000,2279.78
156.6094,1920.66,299,299,-52960.49609375,15.3845,1495000,2271.75
156.5375,1914.47,300,300,-52915.17578125,15.3593,1500000,2242.37
156.7198,1928.2,301,301,-53170.984375,15.2657,1505000,2253.18
156.6426,1912.49,302,302,-53136.91015625,15.3452,1510000,2226.41
156.6394,1917.37,303,303,-53156.37109375,15.2814,1515000,2241.79
156.6036,1934.65,304,304,-53347.41015625,15.4929,1520000,2240.3
156.6301,1903.55,305,305,-53412.59765625,15.1854,1525000,2222.49
156.652,1941.85,306,306,-53628.9453125,15.4386,1530000,2256.79
156.6844,1912.77,307,307,-53631.859375,15.439,1535000,2232.29
156.665,1922.94,308,308,-53845.12109375,15.3931,1540000,2238.38
156.615,1919.31,309,309,-54085.2578125,15.4242,1545000,2257.07
156.6669,1923.34,310,310,-54026.46875,15.4562,1550000,2243.6
156.6925,1906.27,311,311,-54188.6171875,15.2501,1555000,2244.01
156.7863,1932.17,312,312,-54431.28125,15.3685,1560000,2240.44
156.5523,1917.7,313,313,-54305.42578125,15.2786,1565000,2242.9
156.7513,1917.01,314,314,-54500.68359375,15.3831,1570000,2218.1
156.8303,1914.0,315,315,-54724.0703125,15.4347,1575000,2242.83
156.6264,1918.95,316,316,-54651.9375,15.3686,1580000,2235.11
156.7677,1902.68,317,317,-55014.875,15.3766,1585000,2239.18
156.6424,1916.76,318,318,-55080.625,15.3105,1590000,2267.82
156.6994,1931.75,319,319,-55227.078125,15.4519,1595000,2281.18
156.5445,1953.33,320,320,-55343.08984375,15.3,1600000,2276.86
156.5798,1926.81,321,321,-55442.8984375,15.2178,1605000,2257.71
156.6623,1937.49,322,322,-55673.16796875,15.3388,1610000,2277.84
156.637,1936.41,323,323,-55721.875,15.5367,1615000,2270.82
156.721,1923.24,324,324,-55671.4921875,15.3387,1620000,2260.1
156.7321,1942.74,325,325,-55952.80859375,15.5617,1625000,2260.69
156.6472,1935.94,326,326,-56155.41015625,15.5246,1630000,2266.29
156.5829,1914.73,327,327,-56268.98828125,15.3578,1635000,2268.91
156.701,1914.22,328,328,-56437.921875,15.4191,1640000,2265.57
156.7313,1944.16,329,329,-56524.21484375,15.4736,1645000,2285.53
156.661,1917.78,330,330,-56788.859375,15.3659,1650000,2277.18
156.6803,1913.46,331,331,-56677.5078125,15.5897,1655000,2256.58
156.556,1950.08,332,332,-56614.94140625,15.6054,1660000,2269.04
156.7718,1935.44,333,333,-57101.3984375,15.5211,1665000,2283.07
156.7497,1934.9,334,334,-57147.48046875,15.4282,1670000,2263.08
156.6814,1922.4,335,335,-57359.8359375,15.4785,1675000,2259.4
156.5692,1944.78,336,336,-57298.19140625,15.4842,1680000,2276.42
156.6878,1933.68,337,337,-57416.35546875,15.5155,1685000,2278.8
156.6177,1945.65,338,338,-57579.671875,15.2508,1690000,2284.22
156.7931,1937.84,339,339,-57627.97265625,15.4171,1695000,2267.0
156.7253,1954.66,340,340,-58209.12109375,15.632,1700000,2297.94
156.6319,1927.83,341,341,-57897.55078125,15.3591,1705000,2271.95
156.6225,1927.94,342,342,-58182.921875,15.2221,1710000,2282.87
156.7487,1896.03,343,343,-58417.265625,15.5074,1715000,2262.28
156.6875,1947.17,344,344,-58383.42578125,15.497,1720000,2297.87
156.7686,1923.39,345,345,-58564.7578125,15.3551,1725000,2274.6
156.783,1935.11,346,346,-58672.2265625,15.4777,1730000,2289.59
156.4093,1945.11,347,347,-58637.1875,15.3296,1735000,2254.81
156.6723,1941.15,348,348,-58735.3828125,15.5595,1740000,2268.24
156.6638,1960.17,349,349,-58843.03515625,15.4818,1745000,2289.14
156.5817,1935.39,350,350,-58869.2578125,15.2517,1750000,2266.44
156.7636,1968.15,351,351,-59134.28515625,15.4036,1755000,2260.03
156.678,1959.07,352,352,-59475.40625,15.4443,1760000,2273.05
156.7485,1964.71,353,353,-59491.75390625,15.4927,1765000,2282.94
156.7225,1948.33,354,354,-59767.265625,15.4129,1770000,2270.83
156.7268,1965.77,355,355,-59660.05859375,15.5042,1775000,2299.31
156.6752,1965.29,356,356,-59876.6953125,15.3889,1780000,2267.83
156.7321,1936.33,357,357,-59978.69921875,15.2313,1785000,2268.8
156.7492,1965.04,358,358,-60359.2421875,15.5537,1790000,2305.84
156.7327,1956.14,359,359,-60165.29296875,15.605,1795000,2295.84
156.6118,1954.41,360,360,-60497.13671875,15.3581,1800000,2304.6
156.6162,1924.5,361,361,-60402.18359375,15.2661,1805000,2269.63
156.6135,1947.78,362,362,-60698.57421875,15.2667,1810000,2294.83
156.6189,1956.71,363,363,-60748.9140625,15.474,1815000,2275.71
156.7285,1963.74,364,364,-61253.3828125,15.4448,1820000,2288.6
156.7129,1953.99,365,365,-61258.828125,15.3697,1825000,2303.02
156.7666,1953.67,366,366,-61277.48828125,15.3019,1830000,2307.65
156.5435,1967.1,367,367,-61585.39453125,15.4452,1835000,2292.78
156.6208,1956.24,368,368,-61586.77734375,15.2719,1840000,2302.03
156.7018,1944.97,369,369,-61616.23046875,15.2518,1845000,2286.84
156.7232,1960.87,370,370,-61709.16015625,15.3847,1850000,2285.29
156.6253,1950.72,371,371,-61644.87890625,15.273,1855000,2285.38
156.5731,1937.89,372,372,-61732.20703125,15.1441,1860000,2281.15
156.5027,1953.74,373,373,-62087.5859375,15.2805,1865000,2293.85
156.6308,1943.42,374,374,-62161.9453125,15.2244,1870000,2279.76
156.562,1957.65,375,375,-62378.36328125,15.2562,1875000,2318.64
156.6349,1937.56,376,376,-62530.1171875,15.252,1880000,2266.55
156.5735,1955.13,377,377,-62475.8828125,15.1529,1885000,2295.21
156.5465,1952.26,378,378,-62924.56640625,15.4065,1890000,2299.0
156.6653,1938.14,379,379,-62691.44140625,15.091,1895000,2281.15
156.5453,1943.14,380,380,-62884.34375,15.0872,1900000,2284.33
156.5644,1952.24,381,381,-63256.90234375,15.2132,1905000,2327.36
156.6431,1964.79,382,382,-63374.703125,15.3729,1910000,2296.9
156.6147,1952.8,383,383,-63315.22265625,15.1961,1915000,2326.33
156.6779,1923.24,384,384,-63522.375,15.13,1920000,2271.98
156.6471,1958.61,385,385,-63667.17578125,15.3751,1925000,2317.55
156.5979,1944.05,386,386,-63856.51171875,15.3592,1930000,2320.03
156.6428,1952.39,387,387,-63695.28515625,15.1731,1935000,2303.31
156.7291,1952.73,388,388,-63941.45703125,15.3101,1940000,2310.68
156.6286,1956.89,389,389,-64403.89453125,15.0687,1945000,2311.36
156.6032,1939.26,390,390,-64339.74609375,15.2673,1950000,2310.31
156.6474,1959.36,391,391,-64608.57421875,15.1335,1955000,2316.8
156.697,1956.71,392,392,-64623.765625,15.2059,1960000,2328.39
156.7285,1950.6,393,393,-64551.46484375,15.124,1965000,2303.2
