Real Det Return,Running Forward KL,Running Reverse KL,Reward Loss,Running Update Time,Real Sto Return,Itration,Running Env Steps
50.48,626.4781,522.3241,-19001.681640625,400,50.48,400,2000000
52.53,625.1568,458.4958,-18779.8125,401,52.53,401,2005000
50.62,625.5515,520.6792,-18897.140625,402,50.83,402,2010000
50.57,604.4246,431.0383,-18306.732421875,403,50.8,403,2015000
50.86,636.7102,854.9835,-18753.361328125,404,50.71,404,2020000
49.82,623.308,436.891,-18458.013671875,405,51.03,405,2025000
50.77,641.4865,815.8163,-18665.8125,406,51.17,406,2030000
50.99,640.1304,510.0899,-18616.705078125,407,50.99,407,2035000
51.08,630.7283,467.5796,-18415.763671875,408,51.08,408,2040000
57.41,642.1715,467.3243,-18035.955078125,409,57.41,409,2045000
56.67,686.974,500.9548,-18986.896484375,410,56.63,410,2050000
59.02,674.6808,885.8834,-19209.599609375,411,59.2,411,2055000
49.16,656.1704,451.3384,-18902.087890625,412,50.05,412,2060000
59.24,653.0457,456.2303,-18937.005859375,413,59.17,413,2065000
59.11,633.3823,434.242,-18253.09765625,414,58.91,414,2070000
59.02,643.8943,463.6321,-19005.916015625,415,58.94,415,2075000
58.95,660.7214,468.5741,-19082.83984375,416,58.85,416,2080000
58.21,632.0664,453.2267,-19011.130859375,417,58.15,417,2085000
58.82,641.1951,441.5607,-18804.203125,418,58.83,418,2090000
57.93,659.3864,497.5428,-19136.08203125,419,58.07,419,2095000
58.1,660.6282,686.1142,-19107.025390625,420,57.37,420,2100000
58.42,670.5507,449.4698,-18959.4453125,421,54.77,421,2105000
50.85,625.0004,469.0613,-19049.9609375,422,51.16,422,2110000
55.36,629.4054,736.7453,-19036.353515625,423,54.93,423,2115000
51.25,651.1225,510.5437,-19279.12109375,424,51.22,424,2120000
49.59,614.6867,423.6901,-18621.384765625,425,49.66,425,2125000
49.53,661.1904,464.6405,-18991.462890625,426,50.1,426,2130000
49.94,637.7437,606.2981,-19143.669921875,427,49.57,427,2135000
49.39,674.2852,444.8477,-19075.5546875,428,49.44,428,2140000
50.18,650.9395,469.3758,-19069.111328125,429,50.2,429,2145000
50.14,643.5132,425.6748,-18918.087890625,430,50.37,430,2150000
50.51,648.0156,454.4797,-19006.951171875,431,50.26,431,2155000
51.98,660.0693,458.0886,-19302.07421875,432,51.98,432,2160000
50.55,616.1563,451.5563,-18760.154296875,433,50.61,433,2165000
49.71,641.5671,487.2784,-18987.67578125,434,49.99,434,2170000
52.29,588.0285,369.4791,-18365.3984375,435,52.43,435,2175000
52.08,626.6905,437.1228,-18995.533203125,436,51.42,436,2180000
55.41,610.3173,397.526,-18484.669921875,437,55.94,437,2185000
56.1,638.0343,418.6165,-18910.3125,438,55.67,438,2190000
50.83,632.962,439.344,-18822.55078125,439,51.42,439,2195000
54.75,640.923,446.7306,-18947.14453125,440,54.43,440,2200000
51.22,628.1323,441.74,-19107.515625,441,52.42,441,2205000
51.41,622.6467,432.9848,-18853.783203125,442,51.27,442,2210000
53.26,642.1315,432.7456,-18855.640625,443,52.78,443,2215000
55.82,626.3953,427.9967,-19025.119140625,444,55.08,444,2220000
53.05,595.7627,433.5533,-18622.599609375,445,53.3,445,2225000
52.73,611.7746,418.87,-18803.919921875,446,54.44,446,2230000
52.57,629.5747,420.211,-18906.509765625,447,51.63,447,2235000
56.0,628.289,416.4806,-18887.4921875,448,56.74,448,2240000
55.4,635.6681,434.6949,-19029.337890625,449,56.29,449,2245000
56.38,623.9448,422.8232,-18906.42578125,450,56.33,450,2250000
54.45,641.8011,422.4142,-18771.083984375,451,54.27,451,2255000
55.2,634.7542,395.7921,-18598.171875,452,55.58,452,2260000
54.57,627.8217,405.4231,-18618.287109375,453,54.75,453,2265000
53.37,626.1853,437.1748,-18776.79296875,454,53.43,454,2270000
52.32,634.3481,409.7983,-18495.455078125,455,52.32,455,2275000
52.36,615.4428,381.9298,-17720.208984375,456,53.16,456,2280000
55.79,606.1176,400.4672,-17823.611328125,457,55.56,457,2285000
53.91,618.4105,391.0525,-17810.755859375,458,54.17,458,2290000
52.32,599.6389,400.7239,-17356.791015625,459,51.98,459,2295000
54.86,603.2361,383.6445,-17291.1484375,460,54.43,460,2300000
51.26,613.154,418.9179,-17673.04296875,461,51.32,461,2305000
53.05,607.7918,395.3577,-17573.68359375,462,54.01,462,2310000
57.99,610.7189,390.5125,-17020.119140625,463,57.04,463,2315000
55.25,599.0772,397.9029,-17585.56640625,464,55.27,464,2320000
54.53,641.9099,477.0884,-17735.771484375,465,55.12,465,2325000
59.68,621.8455,363.6522,-16594.9453125,466,59.68,466,2330000
57.58,596.5421,398.8587,-16805.65234375,467,56.88,467,2335000
58.98,608.127,403.9857,-17231.302734375,468,59.21,468,2340000
55.02,617.5714,399.1081,-17249.83984375,469,56.75,469,2345000
54.51,623.4127,463.9427,-17890.087890625,470,54.77,470,2350000
55.16,609.7245,397.3251,-16733.916015625,471,55.15,471,2355000
55.05,612.0271,409.9518,-17375.408203125,472,55.06,472,2360000
54.49,632.4096,405.9023,-17740.576171875,473,53.34,473,2365000
54.58,614.0173,392.6851,-17648.755859375,474,54.77,474,2370000
54.58,591.5238,405.9842,-18053.794921875,475,55.45,475,2375000
56.89,592.9608,464.4561,-18024.41015625,476,56.84,476,2380000
52.65,636.3004,436.1841,-18267.38671875,477,51.74,477,2385000
55.19,619.7625,407.8302,-17873.751953125,478,55.97,478,2390000
47.46,613.2757,449.201,-17961.6875,479,47.53,479,2395000
55.53,607.5101,381.0632,-17779.703125,480,55.27,480,2400000
54.1,608.7529,392.1692,-17590.671875,481,54.37,481,2405000
52.8,598.033,380.0439,-17731.443359375,482,52.29,482,2410000
51.57,619.5688,442.1326,-18387.390625,483,52.04,483,2415000
52.43,628.5113,451.691,-18775.701171875,484,54.04,484,2420000
54.52,617.1068,458.3456,-18737.203125,485,54.47,485,2425000
51.98,612.0068,542.5708,-18616.435546875,486,51.98,486,2430000
54.83,616.4083,474.7657,-18831.50390625,487,54.88,487,2435000
52.77,618.6664,468.8844,-18903.00390625,488,52.99,488,2440000
55.62,641.8948,507.9391,-19199.36328125,489,55.79,489,2445000
53.98,605.8605,466.7069,-18753.251953125,490,53.82,490,2450000
56.13,601.5533,463.644,-19060.626953125,491,56.33,491,2455000
54.21,611.2962,481.0655,-19223.232421875,492,53.54,492,2460000
53.7,607.2418,498.1363,-19261.78515625,493,53.19,493,2465000
52.02,624.1244,525.3482,-19262.326171875,494,52.02,494,2470000
54.41,615.8218,505.3853,-19196.47265625,495,54.43,495,2475000
54.44,596.6302,499.088,-19145.927734375,496,53.8,496,2480000
53.84,604.5125,486.1496,-18917.212890625,497,54.0,497,2485000
54.22,607.3743,529.0245,-19114.642578125,498,52.9,498,2490000
52.07,626.5195,529.7035,-19367.927734375,499,52.12,499,2495000
51.81,612.9479,516.0538,-19260.73828125,500,51.94,500,2500000
52.98,616.5858,488.5573,-19048.568359375,501,52.99,501,2505000
52.99,611.6977,494.5249,-19127.265625,502,52.97,502,2510000
52.65,623.6282,525.1173,-19324.25390625,503,52.66,503,2515000
53.35,599.3875,487.07,-18955.765625,504,53.25,504,2520000
52.02,598.9394,482.4051,-19182.8515625,505,51.95,505,2525000
51.7,590.3818,506.7428,-19210.076171875,506,51.72,506,2530000
52.95,618.2056,570.5511,-19390.23046875,507,52.97,507,2535000
52.49,610.4259,594.1879,-19360.224609375,508,52.5,508,2540000
52.67,618.1524,499.3742,-19324.52734375,509,52.69,509,2545000
52.66,613.9309,534.3764,-19376.79296875,510,52.69,510,2550000
51.94,604.763,485.7049,-19032.7421875,511,51.95,511,2555000
52.09,616.5609,493.3284,-19326.412109375,512,52.17,512,2560000
52.19,612.9355,456.1238,-19109.111328125,513,52.09,513,2565000
52.29,617.4373,482.2001,-19323.2734375,514,52.25,514,2570000
52.26,611.4037,449.1453,-18914.947265625,515,52.12,515,2575000
51.7,610.5368,483.5009,-19213.681640625,516,51.79,516,2580000
52.4,614.1173,453.0081,-19013.16796875,517,52.32,517,2585000
51.95,615.9697,486.6586,-19033.1875,518,51.83,518,2590000
52.17,615.1575,475.2167,-19294.392578125,519,52.19,519,2595000
51.99,596.9428,503.3267,-19294.322265625,520,51.93,520,2600000
52.23,621.316,479.5246,-19238.072265625,521,51.95,521,2605000
52.23,626.7033,491.0118,-19293.08984375,522,52.21,522,2610000
52.25,607.7915,459.0975,-19068.83984375,523,52.36,523,2615000
51.61,610.7417,462.5952,-19283.3125,524,51.65,524,2620000
52.27,606.9117,443.2873,-19219.443359375,525,52.36,525,2625000
52.28,610.2231,451.1256,-19126.30078125,526,52.36,526,2630000
51.16,604.4122,432.7682,-19086.08984375,527,51.7,527,2635000
51.23,608.3643,440.1773,-19088.572265625,528,51.61,528,2640000
52.44,598.4015,388.3561,-18722.37109375,529,52.57,529,2645000
52.3,600.3596,411.1543,-19031.58984375,530,52.39,530,2650000
52.35,597.474,439.2377,-19102.423828125,531,52.41,531,2655000
48.01,609.1156,452.6522,-19206.595703125,532,50.78,532,2660000
52.41,624.0557,405.1735,-18897.953125,533,52.69,533,2665000
52.34,627.4738,446.3402,-19091.755859375,534,52.09,534,2670000
51.53,634.3561,451.2519,-19076.935546875,535,51.76,535,2675000
50.88,633.7375,444.9544,-18860.375,536,51.01,536,2680000
53.79,623.3138,443.4403,-19221.68359375,537,53.79,537,2685000
52.2,634.7024,560.5135,-19338.806640625,538,52.26,538,2690000
52.59,629.9274,444.4993,-19042.15625,539,52.6,539,2695000
51.3,619.1163,420.8267,-18924.359375,540,51.36,540,2700000
51.06,629.8598,459.6284,-19238.208984375,541,51.35,541,2705000
51.63,618.1315,464.4244,-19370.541015625,542,51.68,542,2710000
51.4,625.2264,476.4696,-19414.958984375,543,51.77,543,2715000
49.93,625.4185,458.5534,-19226.884765625,544,51.77,544,2720000
51.68,626.6743,456.5632,-19124.599609375,545,51.91,545,2725000
51.64,636.2497,465.6777,-19294.955078125,546,51.65,546,2730000
51.86,640.4087,435.384,-18887.6953125,547,52.01,547,2735000
51.01,619.1355,448.9695,-19203.826171875,548,51.3,548,2740000
51.72,623.0667,497.2714,-19156.310546875,549,51.76,549,2745000
51.28,621.5479,474.0301,-18996.244140625,550,51.81,550,2750000
51.91,622.1845,548.3568,-19305.9375,551,51.97,551,2755000
51.31,623.1252,464.7905,-19242.947265625,552,51.7,552,2760000
51.87,641.6108,538.1014,-19465.607421875,553,51.75,553,2765000
52.2,644.8348,516.9568,-19447.56640625,554,52.38,554,2770000
52.16,657.2653,487.601,-19514.173828125,555,52.66,555,2775000
51.69,655.6045,539.213,-19515.13671875,556,51.67,556,2780000
52.24,638.0555,494.9028,-19616.52734375,557,52.03,557,2785000
52.08,677.7721,610.0071,-19645.052734375,558,52.02,558,2790000
52.38,691.1835,633.5832,-19727.974609375,559,52.31,559,2795000
51.31,688.3018,586.8612,-19689.083984375,560,51.74,560,2800000
52.79,669.3035,580.6189,-19683.24609375,561,52.97,561,2805000
51.29,647.0611,513.7843,-19513.916015625,562,51.49,562,2810000
51.87,662.9849,482.7748,-19577.537109375,563,52.16,563,2815000
52.07,651.8816,502.1733,-19669.390625,564,51.98,564,2820000
52.14,633.378,505.0595,-19534.3671875,565,52.28,565,2825000
52.09,650.2091,494.8146,-19500.453125,566,52.08,566,2830000
52.1,645.3396,490.9438,-19497.83984375,567,52.17,567,2835000
52.67,661.4062,550.9598,-19663.068359375,568,52.54,568,2840000
52.18,677.8926,704.1555,-19681.03125,569,52.19,569,2845000
51.85,689.2802,684.9142,-19731.873046875,570,51.93,570,2850000
53.07,687.821,605.1834,-19775.6953125,571,53.27,571,2855000
52.38,672.8281,489.9151,-19737.87109375,572,52.35,572,2860000
52.87,688.0537,575.8386,-19761.251953125,573,52.63,573,2865000
52.41,687.7445,646.344,-19768.99609375,574,52.92,574,2870000
53.02,675.5354,685.3426,-19716.419921875,575,53.2,575,2875000
52.65,676.2209,553.9822,-19709.203125,576,53.06,576,2880000
52.21,676.1597,510.9866,-19719.875,577,52.34,577,2885000
52.23,658.5841,534.6731,-19578.173828125,578,52.11,578,2890000
51.65,662.7701,528.8429,-19558.470703125,579,51.74,579,2895000
51.98,653.8128,523.8948,-19505.85546875,580,51.94,580,2900000
52.03,665.792,536.5212,-19543.15234375,581,52.32,581,2905000
51.84,667.0207,554.6045,-19634.193359375,582,52.11,582,2910000
52.35,664.0039,552.8262,-19652.38671875,583,52.38,583,2915000
51.71,672.5014,549.7509,-19598.9609375,584,51.84,584,2920000
51.3,683.5703,560.9274,-19660.27734375,585,51.83,585,2925000
51.54,691.8471,559.9629,-19670.77734375,586,51.73,586,2930000
51.73,679.2924,563.6478,-19647.265625,587,52.07,587,2935000
51.75,676.7416,574.112,-19657.69921875,588,51.8,588,2940000
51.97,664.0683,541.2567,-19633.404296875,589,52.08,589,2945000
51.97,666.7318,526.8857,-19669.6171875,590,52.05,590,2950000
52.45,686.905,503.3447,-19638.458984375,591,52.52,591,2955000
52.02,673.6145,536.2456,-19629.951171875,592,52.32,592,2960000
52.31,670.0758,530.5829,-19693.607421875,593,51.3,593,2965000
51.72,681.7844,514.2292,-19838.150390625,594,51.56,594,2970000
52.02,668.753,551.4927,-19715.236328125,595,51.27,595,2975000
51.32,673.8455,563.7162,-19712.552734375,596,51.39,596,2980000
51.96,658.8886,534.4493,-19633.021484375,597,51.2,597,2985000
52.04,698.9954,589.9308,-19767.748046875,598,52.17,598,2990000
52.11,671.9803,595.5822,-19787.341796875,599,52.21,599,2995000
