Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return,Itration,Real Det Return,Running Reverse KL
157.2015,205000,41,-6540.81640625,1630.46,41,2022.33,16.2477
157.4337,210000,42,-6811.15966796875,1593.15,42,1921.79,15.8263
157.3359,215000,43,-7000.884765625,1615.25,43,1951.69,16.152
157.2014,220000,44,-7160.791015625,1644.7,44,2017.17,16.0536
157.1203,225000,45,-7240.53076171875,1632.37,45,1989.15,15.4619
157.0159,230000,46,-7482.2216796875,1656.92,46,2046.34,15.6311
157.1918,235000,47,-7708.91796875,1661.25,47,2049.0,15.7972
156.9044,240000,48,-7759.54345703125,1673.11,48,2066.49,15.7354
157.0809,245000,49,-8043.8369140625,1713.72,49,2085.24,16.303
156.9416,250000,50,-8275.3427734375,1663.4,50,1965.53,15.416
157.0572,255000,51,-8333.96484375,1716.16,51,2099.93,15.7437
157.039,260000,52,-8507.6630859375,1721.8,52,2114.72,15.9155
157.0339,265000,53,-8757.7001953125,1675.28,53,2075.01,15.8048
156.9783,270000,54,-8940.44921875,1678.7,54,2064.92,15.4944
157.08,275000,55,-9140.630859375,1696.09,55,2074.43,15.8272
156.9251,280000,56,-9191.1669921875,1725.06,56,2091.04,15.9326
157.2581,285000,57,-9513.7548828125,1713.46,57,2084.98,15.7222
156.8965,290000,58,-9614.2587890625,1734.54,58,2085.11,15.4366
156.8992,295000,59,-9890.0009765625,1738.34,59,2137.76,15.8668
156.851,300000,60,-10071.3984375,1759.31,60,2122.77,15.6176
156.7792,305000,61,-10221.1533203125,1754.2,61,2087.09,15.5008
156.8706,310000,62,-10441.685546875,1704.25,62,2060.32,15.5713
156.959,315000,63,-10688.56640625,1692.14,63,2090.77,15.5383
156.8819,320000,64,-10878.990234375,1744.98,64,2107.32,15.8753
156.8303,325000,65,-10998.916015625,1715.66,65,2070.52,15.2451
156.8161,330000,66,-11163.1708984375,1749.22,66,2105.51,15.5309
156.9171,335000,67,-11456.5146484375,1729.15,67,2024.65,15.4167
156.933,340000,68,-11664.5302734375,1781.77,68,2092.69,16.2308
156.9327,345000,69,-11821.4990234375,1734.66,69,2082.72,15.4851
156.9031,350000,70,-12056.046875,1736.3,70,2102.91,15.4688
156.7963,355000,71,-12231.6630859375,1764.41,71,2148.49,15.5807
156.7796,360000,72,-12458.6279296875,1725.13,72,2054.49,15.3935
156.7994,365000,73,-12588.9619140625,1799.81,73,2174.04,15.7888
157.0478,370000,74,-12833.4052734375,1776.99,74,2140.85,15.8095
156.8678,375000,75,-13100.7958984375,1763.69,75,2104.08,15.7726
156.7667,380000,76,-13259.2060546875,1724.34,76,2052.26,15.181
156.8697,385000,77,-13501.1376953125,1762.61,77,2078.49,15.2708
156.7544,390000,78,-13711.275390625,1756.5,78,2110.33,15.3259
156.6655,395000,79,-13870.7197265625,1749.17,79,2077.28,15.4237
156.9526,400000,80,-14030.0478515625,1795.8,80,2164.69,15.6048
156.7309,405000,81,-14232.388671875,1768.2,81,2107.24,15.6015
156.8153,410000,82,-14470.5849609375,1770.82,82,2134.28,15.2657
156.7706,415000,83,-14623.9013671875,1777.52,83,2108.64,15.6908
156.8606,420000,84,-14958.064453125,1794.01,84,2146.68,15.8693
156.8256,425000,85,-15147.091796875,1778.31,85,2134.97,15.6411
156.8838,430000,86,-15348.1728515625,1792.74,86,2158.38,15.5748
156.7492,435000,87,-15523.66796875,1808.72,87,2141.59,15.5549
156.6625,440000,88,-15715.96484375,1745.51,88,2069.51,15.1254
156.793,445000,89,-15949.40234375,1791.54,89,2120.6,15.3483
156.82,450000,90,-16068.728515625,1797.74,90,2167.04,15.4393
156.7356,455000,91,-16439.888671875,1802.7,91,2159.89,15.4023
156.9404,460000,92,-16667.091796875,1746.13,92,2028.52,15.2602
156.8284,465000,93,-16847.85546875,1768.45,93,2114.16,15.1644
157.006,470000,94,-17075.71484375,1805.13,94,2159.74,15.8319
156.619,475000,95,-17247.67578125,1796.79,95,2099.55,15.5686
156.7448,480000,96,-17557.953125,1772.77,96,2088.22,15.331
156.7755,485000,97,-17639.865234375,1824.58,97,2185.3,15.5139
156.8834,490000,98,-17884.533203125,1822.83,98,2193.73,15.7092
156.7207,495000,99,-18221.658203125,1775.51,99,2087.2,15.3154
156.7936,500000,100,-18204.447265625,1797.98,100,2139.38,15.426
156.9857,505000,101,-18706.30859375,1795.61,101,2102.34,15.5116
156.8583,510000,102,-18837.052734375,1828.73,102,2177.51,15.577
156.89,515000,103,-19102.7265625,1767.24,103,2158.01,15.2712
156.9546,520000,104,-19335.609375,1823.62,104,2183.6,15.5901
156.8625,525000,105,-19593.05078125,1804.5,105,2160.82,15.4428
156.724,530000,106,-19677.25390625,1822.32,106,2127.57,15.3114
156.7249,535000,107,-19987.146484375,1810.9,107,2166.88,15.4864
156.771,540000,108,-20277.845703125,1827.47,108,2175.06,15.3538
156.9739,545000,109,-20575.783203125,1837.83,109,2160.51,15.5677
156.743,550000,110,-20607.314453125,1806.46,110,2144.94,15.4099
156.7108,555000,111,-21021.876953125,1865.63,111,2214.63,15.7816
156.9754,560000,112,-21177.009765625,1822.25,112,2189.06,15.8422
156.7662,565000,113,-21412.572265625,1843.23,113,2205.03,15.5158
156.8429,570000,114,-21604.2890625,1819.04,114,2156.39,15.288
156.8238,575000,115,-21880.40234375,1829.49,115,2173.3,15.4348
156.8343,580000,116,-22106.501953125,1767.59,116,2079.2,15.1186
156.8596,585000,117,-22466.298828125,1830.58,117,2196.99,15.4002
156.5447,590000,118,-22607.30859375,1833.86,118,2185.08,15.4582
156.8188,595000,119,-22871.248046875,1809.04,119,2189.28,15.0975
156.8071,600000,120,-23154.447265625,1857.78,120,2184.76,15.4563
156.92,605000,121,-23530.140625,1850.82,121,2227.98,15.5863
156.8636,610000,122,-23715.203125,1813.38,122,2181.2,15.4498
156.8637,615000,123,-23921.576171875,1850.41,123,2203.27,15.6946
156.7983,620000,124,-24204.9609375,1799.47,124,2177.8,15.4121
156.9515,625000,125,-24484.6796875,1831.58,125,2115.58,15.4531
156.7133,630000,126,-24698.603515625,1830.39,126,2139.5,15.2611
156.6612,635000,127,-25036.15625,1836.47,127,2178.51,15.3269
156.724,640000,128,-25101.865234375,1861.43,128,2245.59,15.4185
156.9045,645000,129,-25703.583984375,1860.02,129,2190.71,15.5328
156.8452,650000,130,-25847.103515625,1857.86,130,2172.69,15.2239
156.6823,655000,131,-25920.73046875,1831.93,131,2164.27,15.2348
156.8865,660000,132,-26304.142578125,1809.05,132,2148.31,14.9736
156.7656,665000,133,-26609.505859375,1822.05,133,2180.33,15.3874
157.0284,670000,134,-26902.173828125,1850.84,134,2189.11,15.2788
156.6677,675000,135,-27021.939453125,1832.84,135,2176.03,15.153
156.6851,680000,136,-27275.591796875,1852.29,136,2187.58,15.3525
156.7959,685000,137,-27771.49609375,1833.73,137,2175.44,15.6094
156.8676,690000,138,-28051.607421875,1862.94,138,2212.58,15.8111
156.822,695000,139,-28486.49609375,1848.37,139,2208.39,15.2884
156.8753,700000,140,-28797.533203125,1854.7,140,2217.32,15.5673
156.917,705000,141,-28942.107421875,1829.29,141,2171.02,15.3716
156.9456,710000,142,-29093.05859375,1858.4,142,2206.27,15.4283
156.7906,715000,143,-29361.865234375,1887.82,143,2208.83,15.5929
156.7361,720000,144,-29602.322265625,1889.07,144,2230.18,15.5165
156.6916,725000,145,-30032.5390625,1829.04,145,2189.61,15.7056
156.6947,730000,146,-30253.921875,1862.53,146,2161.01,15.4654
156.8525,735000,147,-30380.3671875,1860.72,147,2207.67,15.7107
156.7823,740000,148,-30588.978515625,1872.59,148,2203.2,15.3947
156.8062,745000,149,-30822.91796875,1831.35,149,2169.2,15.3957
156.685,750000,150,-31055.88671875,1815.96,150,2162.35,15.2606
156.8021,755000,151,-31304.423828125,1831.76,151,2205.17,15.4875
156.9244,760000,152,-31287.154296875,1821.96,152,2156.91,15.3968
156.7747,765000,153,-31658.43359375,1852.2,153,2180.18,15.2373
156.853,770000,154,-31890.228515625,1827.48,154,2147.95,15.4098
156.8596,775000,155,-32229.5078125,1894.89,155,2251.28,15.7712
156.7989,780000,156,-32451.03515625,1864.86,156,2253.75,15.6435
156.8983,785000,157,-32580.662109375,1895.96,157,2225.35,15.4461
156.9083,790000,158,-32753.453125,1850.52,158,2164.36,15.3186
156.6784,795000,159,-33102.00390625,1863.08,159,2160.65,15.3206
156.8151,800000,160,-33279.74609375,1861.87,160,2241.44,15.3601
156.5366,805000,161,-33369.80078125,1896.32,161,2204.59,15.4294
156.7882,810000,162,-33713.3828125,1870.13,162,2174.42,15.3258
156.857,815000,163,-34064.44921875,1885.67,163,2235.69,15.8099
156.7602,820000,164,-34050.66015625,1863.95,164,2149.97,15.1802
156.8451,825000,165,-34331.63671875,1840.86,165,2146.34,15.4395
156.7255,830000,166,-34513.05859375,1872.43,166,2214.13,15.2721
156.8419,835000,167,-34805.2265625,1822.54,167,2164.64,15.1568
156.7166,840000,168,-34943.65625,1850.13,168,2219.1,15.0469
156.6511,845000,169,-35119.9765625,1878.98,169,2217.29,15.2229
156.7524,850000,170,-35432.04296875,1881.18,170,2205.94,15.302
156.692,855000,171,-35732.296875,1887.53,171,2203.19,15.5096
156.7505,860000,172,-36018.05859375,1884.74,172,2259.83,15.5941
156.7088,865000,173,-36279.78515625,1891.11,173,2224.26,15.7875
156.7308,870000,174,-36507.453125,1869.55,174,2236.53,15.4634
156.7917,875000,175,-36545.39453125,1871.49,175,2195.38,15.0568
156.7525,880000,176,-36834.296875,1882.04,176,2232.66,15.2431
156.7533,885000,177,-37187.0546875,1924.08,177,2225.83,15.5072
156.6544,890000,178,-37171.296875,1868.99,178,2206.11,15.0819
156.8615,895000,179,-37201.84375,1863.35,179,2201.02,15.1442
156.8933,900000,180,-37654.98046875,1887.27,180,2224.2,15.5104
156.7156,905000,181,-37485.1484375,1891.09,181,2223.71,15.0331
156.8169,910000,182,-37907.66015625,1864.55,182,2208.21,15.1197
156.6715,915000,183,-38001.6171875,1860.37,183,2245.38,15.35
156.6251,920000,184,-38082.39453125,1886.05,184,2243.63,15.234
156.6616,925000,185,-38166.99609375,1855.33,185,2195.09,15.1387
156.575,930000,186,-38547.296875,1875.55,186,2212.84,15.2484
156.7862,935000,187,-38636.23828125,1911.02,187,2297.82,15.4161
156.6735,940000,188,-38641.640625,1876.63,188,2217.93,15.1308
156.6758,945000,189,-38665.27734375,1882.71,189,2228.71,15.2733
156.741,950000,190,-38968.9609375,1898.92,190,2241.97,15.4591
156.6912,955000,191,-39068.73046875,1873.31,191,2199.16,15.2192
156.745,960000,192,-39298.609375,1836.57,192,2211.24,15.0185
156.613,965000,193,-39465.71875,1861.5,193,2179.95,14.9411
156.7679,970000,194,-39573.859375,1898.11,194,2241.95,15.1688
156.8989,975000,195,-39876.75390625,1878.35,195,2223.97,15.116
156.5988,980000,196,-39733.62890625,1901.69,196,2229.69,15.1888
156.5563,985000,197,-39773.1171875,1860.8,197,2212.72,15.0913
156.4241,990000,198,-39825.7578125,1873.18,198,2231.82,15.0632
156.7025,995000,199,-40234.45703125,1845.62,199,2139.77,14.8182
156.7238,1000000,200,-40394.68359375,1871.01,200,2239.13,15.2112
156.5234,1005000,201,-40379.16015625,1865.66,201,2191.56,15.1232
156.5498,1010000,202,-40619.96875,1902.06,202,2238.43,15.4371
156.6481,1015000,203,-40653.6875,1889.62,203,2239.96,15.3482
156.7317,1020000,204,-40929.65625,1878.65,204,2207.41,15.3639
156.6967,1025000,205,-41098.0234375,1901.83,205,2234.36,15.5308
156.6379,1030000,206,-41187.89453125,1909.98,206,2237.32,15.486
156.7229,1035000,207,-41410.49609375,1866.39,207,2207.95,15.2062
156.717,1040000,208,-41461.328125,1889.23,208,2225.68,15.3361
156.6384,1045000,209,-41589.04296875,1894.26,209,2247.06,15.4468
156.6031,1050000,210,-41696.734375,1887.13,210,2250.37,15.2835
156.6946,1055000,211,-41786.03125,1877.17,211,2220.82,15.2225
156.5944,1060000,212,-42029.16015625,1895.52,212,2249.45,15.2496
156.6908,1065000,213,-42334.453125,1912.29,213,2244.33,15.5566
156.6239,1070000,214,-42356.07421875,1909.46,214,2255.31,15.4557
156.5206,1075000,215,-42368.625,1893.65,215,2225.27,15.1697
156.6213,1080000,216,-42546.796875,1898.38,216,2238.22,15.257
156.6952,1085000,217,-42699.36328125,1893.14,217,2233.96,15.4439
156.7324,1090000,218,-42817.17578125,1890.4,218,2231.28,15.4296
156.6119,1095000,219,-42878.9375,1924.84,219,2256.0,15.3335
156.599,1100000,220,-43093.54296875,1879.48,220,2228.51,15.366
156.6437,1105000,221,-43386.1953125,1918.8,221,2248.6,15.4063
156.7527,1110000,222,-43348.078125,1890.31,222,2228.55,15.2221
156.7025,1115000,223,-43578.8984375,1911.87,223,2278.03,15.2985
156.692,1120000,224,-43663.9765625,1903.4,224,2248.32,15.4541
156.675,1125000,225,-43845.70703125,1904.62,225,2286.68,15.3342
156.5351,1130000,226,-43760.66796875,1887.58,226,2236.45,15.255
156.6054,1135000,227,-43853.828125,1919.11,227,2263.92,15.3344
156.8452,1140000,228,-44108.04296875,1918.82,228,2284.17,15.2495
156.7534,1145000,229,-44287.6015625,1904.89,229,2274.77,15.2108
156.7015,1150000,230,-44281.26171875,1898.14,230,2273.12,15.2979
156.6861,1155000,231,-44522.43359375,1909.75,231,2279.62,15.2703
156.5979,1160000,232,-44688.9296875,1905.02,232,2264.28,15.2679
156.5916,1165000,233,-44677.3203125,1897.64,233,2269.97,15.1937
156.5826,1170000,234,-44871.83984375,1886.86,234,2266.28,15.0943
156.6596,1175000,235,-44993.1484375,1896.01,235,2281.47,15.3675
156.707,1180000,236,-45196.48828125,1889.55,236,2262.7,15.318
156.7782,1185000,237,-45349.41015625,1890.36,237,2268.78,15.2372
156.6179,1190000,238,-45423.31640625,1899.15,238,2269.31,15.1986
156.7019,1195000,239,-45511.0546875,1889.12,239,2271.65,15.2343
156.6584,1200000,240,-45699.92578125,1877.19,240,2252.28,15.2624
156.6873,1205000,241,-45799.265625,1892.96,241,2267.76,15.4181
156.7035,1210000,242,-45895.625,1905.31,242,2279.54,15.4175
156.7165,1215000,243,-45983.7421875,1878.95,243,2260.99,15.1297
156.7818,1220000,244,-46334.546875,1881.75,244,2232.74,15.3644
156.5792,1225000,245,-46359.515625,1892.91,245,2273.53,15.3166
156.6554,1230000,246,-46544.53125,1892.7,246,2243.41,15.4595
156.817,1235000,247,-46692.6875,1900.2,247,2267.39,15.3529
156.6587,1240000,248,-46498.203125,1888.44,248,2237.24,15.1484
156.5218,1245000,249,-46777.76953125,1902.36,249,2261.74,15.265
156.7004,1250000,250,-47129.75390625,1888.88,250,2260.43,15.276
156.7308,1255000,251,-47120.8125,1885.05,251,2263.1,15.2154
156.7243,1260000,252,-47312.07421875,1907.33,252,2273.66,15.2892
156.6771,1265000,253,-47409.55859375,1903.57,253,2276.38,15.4373
156.6362,1270000,254,-47431.09375,1899.58,254,2273.06,15.2655
156.7167,1275000,255,-47616.0546875,1888.09,255,2279.93,15.3492
156.7211,1280000,256,-47836.7421875,1893.16,256,2284.98,15.3168
156.4661,1285000,257,-47840.41015625,1880.13,257,2256.62,15.0165
156.6491,1290000,258,-48024.44140625,1881.21,258,2247.92,15.0562
156.6037,1295000,259,-48054.94921875,1889.84,259,2276.89,15.0597
156.6917,1300000,260,-48303.5234375,1884.41,260,2284.97,15.2807
156.6995,1305000,261,-48384.421875,1881.87,261,2289.23,15.2817
156.7965,1310000,262,-48529.53515625,1880.79,262,2255.09,15.3013
156.7177,1315000,263,-48547.9921875,1877.36,263,2295.45,15.1677
156.5773,1320000,264,-48679.3515625,1881.77,264,2255.13,15.2111
156.6028,1325000,265,-48957.19921875,1878.05,265,2281.55,15.3032
156.6518,1330000,266,-48965.2890625,1905.11,266,2287.06,15.2432
156.5469,1335000,267,-49287.046875,1875.91,267,2280.16,15.2132
156.7017,1340000,268,-49136.69921875,1888.08,268,2285.62,15.0389
156.7351,1345000,269,-49267.65234375,1873.6,269,2268.58,15.1742
156.5022,1350000,270,-49368.01171875,1878.57,270,2262.34,15.0735
156.5397,1355000,271,-49463.52734375,1877.31,271,2269.7,15.091
156.7649,1360000,272,-49506.73046875,1884.7,272,2245.97,15.2338
156.602,1365000,273,-49591.68359375,1865.32,273,2272.21,15.1391
156.7946,1370000,274,-49765.765625,1882.47,274,2262.32,15.0626
156.7491,1375000,275,-49702.515625,1778.91,275,2270.49,14.9168
156.6801,1380000,276,-50042.38671875,1844.86,276,2274.86,15.1813
156.6865,1385000,277,-49990.64453125,1854.87,277,2277.73,15.0141
156.705,1390000,278,-50222.2890625,1884.98,278,2273.94,15.165
156.6932,1395000,279,-50184.3046875,1885.98,279,2270.46,15.1617
156.5907,1400000,280,-50449.30078125,1877.55,280,2294.7,15.2395
156.6691,1405000,281,-50452.3984375,1853.39,281,2284.78,15.2074
156.7037,1410000,282,-50684.6875,1869.93,282,2291.25,15.18
156.6704,1415000,283,-50786.7890625,1838.81,283,2277.23,15.2361
156.6127,1420000,284,-50842.32421875,1866.8,284,2296.14,15.0716
156.7214,1425000,285,-50931.63671875,1807.42,285,2279.8,14.965
156.7487,1430000,286,-51166.5703125,1868.1,286,2279.37,15.086
156.5723,1435000,287,-51281.64453125,1877.23,287,2291.3,14.9039
156.5367,1440000,288,-51392.02734375,1890.33,288,2293.6,14.929
156.6122,1445000,289,-51467.6328125,1899.88,289,2294.68,15.2445
156.6216,1450000,290,-51408.70703125,1853.59,290,2303.4,15.1254
156.6872,1455000,291,-51551.87890625,1814.23,291,2258.75,15.3017
156.7159,1460000,292,-51725.640625,1837.29,292,2299.62,15.1289
156.5307,1465000,293,-51816.109375,1819.0,293,2274.9,14.9178
156.5398,1470000,294,-52126.99609375,1853.84,294,2281.05,15.034
156.7194,1475000,295,-52098.6953125,1860.33,295,2289.31,15.0364
156.5315,1480000,296,-52043.59765625,1841.02,296,2291.63,14.9535
156.644,1485000,297,-52238.0625,1852.76,297,2300.74,15.059
156.4751,1490000,298,-52421.83203125,1866.94,298,2291.18,14.9935
156.5994,1495000,299,-52345.65234375,1835.86,299,2270.92,14.9229
156.736,1500000,300,-52634.45703125,1869.43,300,2280.26,15.1521
156.5328,1505000,301,-52648.671875,1855.22,301,2262.13,15.0086
156.6315,1510000,302,-52701.13671875,1859.9,302,2270.82,14.9286
156.751,1515000,303,-52944.98046875,1865.25,303,2295.7,15.1282
156.6641,1520000,304,-52895.6171875,1865.5,304,2303.17,14.9529
156.7141,1525000,305,-53001.81640625,1870.23,305,2309.63,15.0405
156.7416,1530000,306,-53039.1875,1898.4,306,2314.63,15.1164
156.631,1535000,307,-53395.3671875,1885.53,307,2311.5,15.3017
156.5785,1540000,308,-53454.8984375,1873.74,308,2287.15,14.9368
156.6173,1545000,309,-53457.8984375,1868.73,309,2270.76,14.9272
156.5728,1550000,310,-53488.3203125,1873.86,310,2306.24,15.0933
156.6307,1555000,311,-53798.7109375,1874.45,311,2292.34,15.0729
156.7294,1560000,312,-53723.90625,1859.57,312,2278.61,15.1007
156.6824,1565000,313,-53660.08984375,1837.88,313,2271.01,14.9726
156.6771,1570000,314,-53942.4921875,1855.05,314,2303.61,14.9192
156.7701,1575000,315,-53954.453125,1849.3,315,2283.63,15.0007
156.6284,1580000,316,-53934.43359375,1871.2,316,2284.41,14.9765
156.7881,1585000,317,-53927.83203125,1862.81,317,2290.37,15.0292
156.7344,1590000,318,-54137.17578125,1885.74,318,2289.01,15.1302
156.6561,1595000,319,-54379.5390625,1857.67,319,2288.16,15.0095
156.6741,1600000,320,-54310.83984375,1875.57,320,2285.43,15.1176
156.7089,1605000,321,-54642.11328125,1900.89,321,2316.06,15.0737
156.5957,1610000,322,-54557.3359375,1880.99,322,2304.31,14.8599
156.7324,1615000,323,-54679.140625,1879.62,323,2300.31,14.9125
156.7697,1620000,324,-54812.87109375,1881.79,324,2305.67,15.024
156.8494,1625000,325,-54783.6171875,1908.76,325,2309.08,15.0514
156.7212,1630000,326,-54924.5859375,1877.66,326,2291.65,15.0247
156.7237,1635000,327,-54996.40234375,1883.91,327,2285.99,14.8926
156.6017,1640000,328,-54899.5390625,1884.11,328,2270.78,14.9417
156.8785,1645000,329,-54995.37109375,1906.19,329,2297.78,14.9711
156.7126,1650000,330,-55081.30859375,1909.08,330,2324.78,15.0798
156.6816,1655000,331,-55202.89453125,1887.97,331,2307.88,14.8668
156.6773,1660000,332,-55328.21484375,1896.03,332,2297.49,15.1088
156.7069,1665000,333,-55463.0859375,1892.67,333,2296.86,15.0717
156.684,1670000,334,-55346.2578125,1902.43,334,2322.68,14.9601
156.7584,1675000,335,-55530.34765625,1860.16,335,2283.86,15.0397
156.7578,1680000,336,-55675.6015625,1896.19,336,2316.34,15.0212
156.5903,1685000,337,-55766.32421875,1900.61,337,2302.21,15.128
156.6758,1690000,338,-55696.34375,1917.23,338,2318.38,14.9932
156.6905,1695000,339,-56144.98046875,1919.33,339,2326.55,15.2356
156.6514,1700000,340,-55954.640625,1897.3,340,2301.2,15.0379
156.7557,1705000,341,-56201.328125,1909.43,341,2336.59,15.222
156.5295,1710000,342,-56215.890625,1886.29,342,2290.58,15.0371
156.6927,1715000,343,-56197.1875,1895.59,343,2315.99,15.1822
156.6136,1720000,344,-56517.4765625,1914.29,344,2330.61,15.1664
156.7169,1725000,345,-56467.31640625,1899.83,345,2318.95,15.0747
156.6916,1730000,346,-56588.734375,1897.32,346,2301.08,15.1569
156.7518,1735000,347,-56607.59765625,1902.77,347,2314.47,15.1001
156.675,1740000,348,-56364.078125,1906.27,348,2297.46,14.977
156.6162,1745000,349,-56749.86328125,1903.99,349,2319.72,14.9984
156.6253,1750000,350,-56939.77734375,1915.08,350,2328.82,14.8813
156.5055,1755000,351,-56692.92578125,1891.97,351,2313.99,14.7863
156.5071,1760000,352,-57066.0,1911.22,352,2321.29,14.9944
156.5142,1765000,353,-57138.5,1916.97,353,2329.87,15.0041
156.5939,1770000,354,-57197.5,1924.29,354,2311.48,15.1809
156.6422,1775000,355,-57321.734375,1924.94,355,2339.83,15.2414
156.7267,1780000,356,-57525.390625,1900.1,356,2302.4,15.1449
156.5607,1785000,357,-57436.5078125,1862.28,357,2318.95,14.9015
156.553,1790000,358,-57383.45703125,1894.17,358,2321.34,14.8211
156.6006,1795000,359,-57628.4921875,1902.43,359,2305.24,14.9927
156.6078,1800000,360,-57517.37109375,1878.33,360,2298.38,14.9919
156.6084,1805000,361,-57606.01953125,1886.15,361,2294.35,14.9734
156.6056,1810000,362,-57986.65625,1904.12,362,2319.04,15.1637
156.6344,1815000,363,-57999.16796875,1912.9,363,2326.85,14.9462
156.4787,1820000,364,-58140.66796875,1912.63,364,2318.51,15.1654
156.6844,1825000,365,-58065.171875,1895.93,365,2325.54,15.2191
156.5381,1830000,366,-58014.0703125,1892.39,366,2302.04,14.8372
156.5636,1835000,367,-58356.6015625,1884.85,367,2307.28,14.9124
156.6737,1840000,368,-58110.7265625,1900.33,368,2301.43,15.058
156.5291,1845000,369,-58284.1015625,1903.15,369,2312.05,14.9522
156.7117,1850000,370,-58285.2421875,1879.42,370,2312.72,15.0708
156.6321,1855000,371,-58446.25390625,1921.67,371,2299.39,15.1317
156.5795,1860000,372,-58698.43359375,1884.56,372,2297.94,15.0344
156.816,1865000,373,-58703.63671875,1918.71,373,2306.78,15.116
156.7278,1870000,374,-58816.69921875,1883.12,374,2304.85,14.9596
156.7418,1875000,375,-59335.859375,1900.74,375,2321.93,15.171
156.5576,1880000,376,-59049.55078125,1916.64,376,2317.96,15.0924
156.6808,1885000,377,-59207.89453125,1889.67,377,2334.85,14.9096
156.5686,1890000,378,-59162.69140625,1893.24,378,2323.57,14.9784
156.7028,1895000,379,-59314.44921875,1902.27,379,2324.03,15.192
156.5941,1900000,380,-59379.78125,1918.6,380,2324.6,15.0153
156.471,1905000,381,-59789.82421875,1903.79,381,2345.52,15.0012
156.7429,1910000,382,-59592.8125,1889.6,382,2318.79,14.8611
156.7471,1915000,383,-59689.65234375,1919.48,383,2319.07,15.0653
156.6253,1920000,384,-59930.44921875,1889.13,384,2302.03,15.1675
156.6672,1925000,385,-59741.54296875,1907.79,385,2322.35,14.8794
156.6549,1930000,386,-59790.51953125,1893.31,386,2323.6,15.0349
156.6335,1935000,387,-60027.50390625,1913.17,387,2320.08,14.8924
156.7206,1940000,388,-60177.43359375,1896.21,388,2314.08,15.1216
156.6419,1945000,389,-59926.7890625,1900.98,389,2286.79,15.0359
156.6289,1950000,390,-60140.26171875,1917.98,390,2316.17,15.1248
156.6832,1955000,391,-60131.73828125,1912.13,391,2304.01,14.9997
156.754,1960000,392,-60518.7265625,1913.12,392,2322.56,15.1587
156.5512,1965000,393,-60348.4140625,1905.65,393,2295.55,15.2573
