Reward Loss,Real Det Return,Real Sto Return,Running Update Time,Running Forward KL,Running Reverse KL,Itration,Running Env Steps
-73436.9609375,2347.55,1924.88,395,156.5918,15.0026,395,1975000
-73580.4765625,2372.62,1993.6,396,156.5,15.3012,396,1980000
-73343.2578125,2349.06,1987.7,397,156.4565,15.0973,397,1985000
-73622.6875,2352.99,1983.31,398,156.6082,15.2921,398,1990000
-73797.7421875,2371.76,1988.59,399,156.4913,15.287,399,1995000
-74125.6953125,2383.71,1981.91,400,156.525,15.4105,400,2000000
-74032.421875,2370.81,1994.39,401,156.4259,15.1499,401,2005000
-73914.3671875,2358.03,1975.52,402,156.4617,15.2033,402,2010000
-74367.28125,2366.59,1989.6,403,156.4293,15.2845,403,2015000
-74016.3671875,2368.64,1972.77,404,156.4788,15.0551,404,2020000
-74230.296875,2352.71,1964.71,405,156.4721,15.1654,405,2025000
-74125.828125,2369.3,1978.79,406,156.5551,15.0002,406,2030000
-74136.953125,2363.56,1982.65,407,156.5561,15.1654,407,2035000
-74334.828125,2357.44,1965.8,408,156.585,15.158,408,2040000
-74413.3828125,2355.67,1980.33,409,156.5742,15.0333,409,2045000
-74707.84375,2369.25,1995.31,410,156.5304,15.2392,410,2050000
-74670.125,2373.76,1984.83,411,156.6084,15.1724,411,2055000
-74608.375,2369.22,2008.17,412,156.417,15.1346,412,2060000
-74825.1015625,2372.19,1981.81,413,156.4493,15.1249,413,2065000
-75027.8984375,2374.09,1978.26,414,156.4969,15.2689,414,2070000
-74978.34375,2382.28,1988.65,415,156.4586,15.0117,415,2075000
-74815.0078125,2355.89,1975.89,416,156.5367,15.2323,416,2080000
-74881.015625,2364.37,1990.66,417,156.5759,15.1665,417,2085000
-75139.671875,2372.98,1986.63,418,156.4531,15.1573,418,2090000
-75222.3828125,2376.63,2000.81,419,156.4538,15.1207,419,2095000
-75121.59375,2360.79,1991.61,420,156.4949,14.9655,420,2100000
-75248.1796875,2355.54,1981.91,421,156.5525,15.0341,421,2105000
-75330.171875,2352.02,1971.69,422,156.5206,15.1251,422,2110000
-75370.953125,2351.99,1970.78,423,156.6289,15.0176,423,2115000
-75532.8828125,2367.21,1990.67,424,156.4364,15.1786,424,2120000
-75623.625,2380.41,1980.43,425,156.6195,15.121,425,2125000
-75747.078125,2366.48,1988.78,426,156.4816,15.0686,426,2130000
-75439.8515625,2356.21,1990.03,427,156.5344,14.9761,427,2135000
-75822.1015625,2354.37,1978.43,428,156.6255,15.0287,428,2140000
-76081.8671875,2362.47,1989.87,429,156.4534,15.2445,429,2145000
-76067.265625,2372.98,1983.28,430,156.5898,15.0593,430,2150000
-75974.25,2369.54,1987.28,431,156.5417,15.1086,431,2155000
-76438.9140625,2374.46,1988.78,432,156.6325,15.2174,432,2160000
-76095.4921875,2362.5,1985.42,433,156.6152,15.0439,433,2165000
-76269.6796875,2358.33,2004.51,434,156.5852,15.1975,434,2170000
-76130.3046875,2360.3,1991.22,435,156.5581,15.1506,435,2175000
-76182.40625,2343.56,1985.97,436,156.5582,15.0761,436,2180000
-76401.6640625,2374.58,1984.97,437,156.5168,15.1015,437,2185000
-76627.21875,2369.19,1991.55,438,156.5818,15.137,438,2190000
-76551.2890625,2357.11,1991.3,439,156.6531,14.9999,439,2195000
-77167.90625,2369.02,2014.75,440,156.4779,15.2498,440,2200000
-76889.0,2353.27,1967.4,441,156.6219,14.9873,441,2205000
-76854.53125,2366.31,1997.57,442,156.6166,15.1153,442,2210000
-77077.890625,2373.59,1990.68,443,156.4866,15.1755,443,2215000
-77121.1796875,2367.91,1995.01,444,156.5303,15.1577,444,2220000
-77268.890625,2375.92,2007.22,445,156.476,15.1599,445,2225000
-77093.6171875,2367.42,1984.87,446,156.5477,15.0473,446,2230000
-77344.640625,2380.85,1990.22,447,156.6579,15.1255,447,2235000
-77220.484375,2366.89,1985.7,448,156.5326,15.1294,448,2240000
-77596.9140625,2352.92,1989.57,449,156.4899,14.9575,449,2245000
-77522.2734375,2342.52,1982.02,450,156.4508,15.0944,450,2250000
-77640.03125,2304.83,1932.37,451,156.6337,14.9889,451,2255000
-77841.5234375,2339.59,1948.28,452,156.5204,15.1573,452,2260000
-77667.21875,2364.68,1999.12,453,156.405,15.1419,453,2265000
-77590.6015625,2334.62,1960.25,454,156.4768,15.0217,454,2270000
-77696.6484375,2284.0,1917.8,455,156.556,15.0863,455,2275000
-77788.390625,2357.87,2018.47,456,156.5602,15.3277,456,2280000
-77771.8671875,2330.72,1971.2,457,156.6548,15.3125,457,2285000
-77942.71875,2377.43,2015.76,458,156.5894,15.2133,458,2290000
-78080.96875,2367.36,2017.49,459,156.4376,15.313,459,2295000
-78384.84375,2381.97,2010.86,460,156.5044,15.2994,460,2300000
-78490.109375,2368.41,2014.4,461,156.5797,15.2838,461,2305000
-78484.0,2364.72,2019.25,462,156.4569,15.227,462,2310000
-78522.8125,2351.66,1997.56,463,156.5922,15.2701,463,2315000
-78579.2109375,2349.58,2008.17,464,156.5296,15.2758,464,2320000
-78446.96875,2336.67,1987.0,465,156.5069,15.1873,465,2325000
-78686.890625,2356.49,1999.32,466,156.614,15.3744,466,2330000
-78700.984375,2346.82,2001.1,467,156.698,15.2564,467,2335000
-78889.859375,2360.44,2017.72,468,156.5899,15.2544,468,2340000
-78739.7421875,2342.95,1991.33,469,156.5307,15.0926,469,2345000
-78960.5703125,2330.91,1985.97,470,156.5862,15.3626,470,2350000
-78625.75,2339.59,1998.8,471,156.5545,15.2596,471,2355000
-78899.0546875,2348.23,2000.36,472,156.6499,15.3226,472,2360000
-79148.21875,2361.9,2006.57,473,156.4235,15.2065,473,2365000
-79150.4140625,2350.72,2009.69,474,156.589,15.3493,474,2370000
-79528.046875,2364.3,2013.4,475,156.5721,15.3057,475,2375000
-79035.1484375,2323.71,1989.95,476,156.4042,15.3196,476,2380000
-79341.0859375,2350.05,2002.16,477,156.6069,15.299,477,2385000
-79186.390625,2355.45,1996.49,478,156.4845,15.0944,478,2390000
-79590.796875,2353.57,2007.05,479,156.4726,15.3691,479,2395000
-79161.4140625,2375.33,2014.11,480,156.6219,15.1068,480,2400000
-79571.609375,2371.7,2005.27,481,156.3953,15.2539,481,2405000
-79620.8046875,2375.27,2001.42,482,156.4624,15.1047,482,2410000
-79784.765625,2358.05,2007.17,483,156.5616,15.311,483,2415000
-79749.953125,2339.49,2008.32,484,156.6135,15.421,484,2420000
-79857.7109375,2352.22,2004.41,485,156.6461,15.2361,485,2425000
-80004.734375,2367.09,1981.14,486,156.7301,15.2878,486,2430000
-80053.6640625,2361.73,2013.24,487,156.4998,15.0646,487,2435000
-80193.3125,2335.11,1986.49,488,156.5992,15.1044,488,2440000
-79871.0546875,2336.92,1996.41,489,156.6472,15.1084,489,2445000
-79838.4453125,2337.72,1982.15,490,156.4938,15.0602,490,2450000
-80211.578125,2311.27,1995.04,491,156.5575,15.2003,491,2455000
-80239.4609375,2286.7,1980.95,492,156.506,15.1225,492,2460000
-80284.328125,2328.26,1974.34,493,156.6664,15.1848,493,2465000
-80570.65625,2338.71,1997.93,494,156.6551,15.1854,494,2470000
-80392.390625,2336.98,1999.02,495,156.4856,15.2107,495,2475000
-80698.6015625,2323.13,2001.01,496,156.6008,15.3008,496,2480000
-80858.109375,2334.36,1998.73,497,156.5816,15.1234,497,2485000
-81097.8671875,2359.75,1999.53,498,156.6998,15.4427,498,2490000
-80767.328125,2350.36,1989.72,499,156.6397,15.2741,499,2495000
-80303.2734375,2328.2,1971.53,500,156.6112,14.9266,500,2500000
-80678.21875,2336.71,2008.8,501,156.701,15.2441,501,2505000
-81108.4375,2362.86,2005.51,502,156.6587,15.2756,502,2510000
-80835.1875,2308.56,1968.27,503,156.7221,15.0306,503,2515000
-80908.8046875,2352.43,1987.1,504,156.5761,15.1743,504,2520000
-81009.7890625,2358.92,1993.79,505,156.6262,15.0392,505,2525000
-81289.21875,2337.82,1974.1,506,156.5683,15.178,506,2530000
-81238.6953125,2348.69,1999.18,507,156.5365,15.1434,507,2535000
-81059.609375,2364.14,1999.31,508,156.7027,15.0449,508,2540000
-81594.0859375,2375.79,2028.84,509,156.6697,15.2913,509,2545000
-81575.390625,2356.33,2019.61,510,156.6108,15.1891,510,2550000
-81640.34375,2359.53,2018.18,511,156.5623,15.238,511,2555000
-81621.6328125,2362.42,2012.61,512,156.507,15.0538,512,2560000
-81587.421875,2354.93,2010.93,513,156.6398,15.316,513,2565000
-81626.2890625,2359.81,2002.88,514,156.689,14.9983,514,2570000
-82023.015625,2371.21,1990.62,515,156.5566,15.1396,515,2575000
-81983.0234375,2362.77,2007.76,516,156.7059,15.2735,516,2580000
-81914.4921875,2348.69,1991.92,517,156.6041,15.0145,517,2585000
-82373.890625,2392.37,2036.53,518,156.5524,15.2973,518,2590000
-82257.7265625,2362.15,1997.17,519,156.584,15.2806,519,2595000
-82144.1875,2341.94,2016.93,520,156.5214,15.1753,520,2600000
-82463.0546875,2361.42,2018.34,521,156.5766,15.3019,521,2605000
-82406.9140625,2355.33,2010.3,522,156.5254,15.0455,522,2610000
-82534.0625,2347.73,1988.84,523,156.5425,15.1499,523,2615000
-82640.59375,2365.45,2021.7,524,156.5228,15.0765,524,2620000
-82398.2734375,2359.62,1996.95,525,156.6478,15.196,525,2625000
-82525.7734375,2378.62,2019.72,526,156.657,15.1929,526,2630000
-82642.8203125,2380.97,2011.86,527,156.6208,15.1752,527,2635000
-82664.859375,2383.6,2022.43,528,156.6951,15.0956,528,2640000
-82998.78125,2369.7,2003.24,529,156.5593,15.0793,529,2645000
-83112.65625,2363.71,2004.82,530,156.5436,15.1088,530,2650000
-83202.2109375,2378.22,2006.39,531,156.637,15.0887,531,2655000
-83103.3046875,2352.68,1990.21,532,156.7414,15.1237,532,2660000
-83347.984375,2375.81,2001.53,533,156.5999,15.116,533,2665000
-83243.28125,2394.17,2015.33,534,156.5067,14.985,534,2670000
-83324.625,2382.18,2024.34,535,156.5156,15.0165,535,2675000
-83444.0,2365.79,2017.59,536,156.5438,15.026,536,2680000
-83275.8671875,2361.41,2000.98,537,156.5718,15.0447,537,2685000
-83765.2421875,2394.99,2015.67,538,156.6506,15.2236,538,2690000
-83594.9765625,2371.38,1979.69,539,156.77,14.9586,539,2695000
-83539.46875,2368.88,1987.44,540,156.5858,14.9135,540,2700000
-83825.4296875,2378.9,2004.28,541,156.675,15.1318,541,2705000
-83598.84375,2356.31,2006.81,542,156.6671,15.1408,542,2710000
-83737.734375,2388.51,2001.03,543,156.6198,15.2128,543,2715000
-84077.390625,2367.71,2001.19,544,156.5852,15.271,544,2720000
-83999.6171875,2377.32,2011.56,545,156.746,15.1412,545,2725000
-84061.8515625,2386.21,2001.01,546,156.6848,15.1636,546,2730000
-84000.7890625,2374.82,2005.23,547,156.6161,15.198,547,2735000
-83982.8125,2352.63,1982.85,548,156.6109,15.054,548,2740000
-84400.8125,2367.41,2002.78,549,156.6283,15.0761,549,2745000
-84145.3046875,2371.4,1997.13,550,156.5287,14.9783,550,2750000
-84532.3359375,2374.94,2000.41,551,156.5935,15.1613,551,2755000
-84113.671875,2378.12,2003.08,552,156.4274,14.8583,552,2760000
-84431.4296875,2380.8,2003.93,553,156.5107,15.1266,553,2765000
-84378.0859375,2369.19,2000.58,554,156.6319,15.1014,554,2770000
-84546.625,2388.89,2020.39,555,156.4403,15.162,555,2775000
-84666.0078125,2383.03,2013.29,556,156.5872,15.1197,556,2780000
-84622.875,2379.27,2022.04,557,156.585,15.2133,557,2785000
-85156.0546875,2380.43,2012.99,558,156.5493,14.6683,558,2790000
-84860.796875,2375.1,2006.68,559,156.7039,15.1014,559,2795000
-84745.7109375,2371.5,1990.28,560,156.5512,14.9558,560,2800000
-84774.0234375,2390.12,2017.5,561,156.5735,14.9897,561,2805000
-84709.6328125,2384.17,2029.55,562,156.4311,15.1301,562,2810000
-85047.4609375,2376.28,2019.6,563,156.5048,15.1052,563,2815000
-84537.3046875,2375.36,1997.26,564,156.5823,15.0034,564,2820000
-85121.9296875,2371.16,2007.74,565,156.6438,15.1705,565,2825000
-84731.578125,2375.31,2012.27,566,156.4267,14.9965,566,2830000
-84978.8203125,2371.82,2007.97,567,156.5028,14.974,567,2835000
-85285.0078125,2375.12,2001.87,568,156.4173,15.0966,568,2840000
-85099.7578125,2386.9,2018.02,569,156.4601,14.8788,569,2845000
-85286.328125,2384.51,2012.69,570,156.4042,15.1958,570,2850000
-85124.9453125,2371.06,1998.55,571,156.583,14.9488,571,2855000
-85076.265625,2377.46,1998.54,572,156.6021,14.8473,572,2860000
-85468.0625,2364.64,2008.77,573,156.4217,14.9932,573,2865000
-85500.7265625,2357.88,1989.84,574,156.4732,14.9081,574,2870000
-85629.234375,2378.01,1995.23,575,156.5556,15.0335,575,2875000
-85596.15625,2382.44,2013.34,576,156.5991,15.0664,576,2880000
-85668.390625,2387.16,2022.3,577,156.4982,15.0914,577,2885000
-85443.5859375,2384.98,2002.87,578,156.5487,14.8731,578,2890000
-85583.9609375,2376.9,2007.68,579,156.5882,14.9278,579,2895000
-85596.578125,2388.37,2017.52,580,156.6624,15.0052,580,2900000
-85643.515625,2374.28,1997.01,581,156.682,14.9534,581,2905000
-85631.34375,2385.84,1998.03,582,156.6205,15.0119,582,2910000
-85792.953125,2378.3,1993.33,583,156.645,14.8215,583,2915000
-86045.1796875,2401.35,2012.0,584,156.4816,14.9781,584,2920000
-85935.0859375,2369.36,1997.92,585,156.5305,14.9638,585,2925000
-86100.1328125,2372.67,1970.72,586,156.3647,14.7458,586,2930000
-85814.2265625,2344.88,1943.55,587,156.4491,14.6242,587,2935000
-86048.234375,2362.74,1962.55,588,156.4992,14.4644,588,2940000
-86195.4921875,2361.56,1962.79,589,156.6064,14.5212,589,2945000
-86404.4296875,2345.54,1919.67,590,156.5343,14.46,590,2950000
-85913.28125,2333.76,1913.29,591,156.3636,14.2775,591,2955000
-86046.1328125,2338.37,1941.62,592,156.3191,14.3226,592,2960000
-86301.609375,2310.72,1926.46,593,156.3829,14.234,593,2965000
-86134.9921875,2347.46,1944.26,594,156.4376,14.2156,594,2970000
-86259.2578125,2337.71,1932.78,595,156.3585,14.3453,595,2975000
-86375.2734375,2351.98,1933.61,596,156.4218,14.412,596,2980000
-86362.8125,2361.55,1944.54,597,156.3777,14.3683,597,2985000
-86405.6484375,2329.15,1925.91,598,156.3425,14.2903,598,2990000
-86271.21875,2324.86,1933.45,599,156.4088,14.3154,599,2995000
