Real Sto Return,Reward Loss,Running Update Time,Itration,Running Forward KL,Running Reverse KL,Running Env Steps,Real Det Return
1840.96,-5640.78759765625,132,132,156.6702,15.2298,660000,2157.67
1836.35,-5707.708984375,133,133,156.6971,15.2989,665000,2175.5
1858.51,-5783.57763671875,134,134,156.7853,15.8076,670000,2235.61
1833.05,-5832.01904296875,135,135,156.7177,15.08,675000,2180.18
1863.21,-5873.7880859375,136,136,156.7573,15.4753,680000,2194.47
1869.34,-5934.37890625,137,137,156.7916,15.6319,685000,2208.52
1864.56,-5992.58740234375,138,138,156.8291,15.702,690000,2185.65
1850.7,-6039.048828125,139,139,156.8525,15.3179,695000,2194.85
1857.34,-6111.30908203125,140,140,156.8383,15.557,700000,2194.75
1843.36,-6143.35205078125,141,141,156.636,15.1285,705000,2198.82
1871.2,-6195.53564453125,142,142,156.5967,15.1677,710000,2182.1
1864.64,-6264.9833984375,143,143,156.6993,15.3502,715000,2172.09
1864.06,-6290.40380859375,144,144,156.587,15.4655,720000,2223.26
1841.45,-6383.0244140625,145,145,156.7476,15.2997,725000,2231.18
1839.33,-6413.97802734375,146,146,156.5676,15.1407,730000,2157.66
1855.57,-6470.3740234375,147,147,156.6916,15.2696,735000,2185.24
1853.0,-6548.13671875,148,148,156.5362,15.3167,740000,2209.73
1889.53,-6566.12353515625,149,149,156.6401,15.6222,745000,2258.44
1859.6,-6674.82568359375,150,150,156.6877,15.3476,750000,2215.35
1846.24,-6730.4560546875,151,151,156.7851,15.1906,755000,2205.4
1890.31,-6756.626953125,152,152,156.6613,15.2932,760000,2214.79
1890.44,-6828.85107421875,153,153,156.6745,15.3901,765000,2210.46
1868.87,-6905.80908203125,154,154,156.6497,15.3712,770000,2253.68
1853.82,-6919.72705078125,155,155,156.6346,15.3742,775000,2214.64
1852.62,-6996.10400390625,156,156,156.6752,15.1405,780000,2161.35
1857.09,-7063.66162109375,157,157,156.6193,15.2294,785000,2229.48
1866.21,-7095.80908203125,158,158,156.6177,15.2304,790000,2220.09
1834.55,-7194.92431640625,159,159,156.6718,15.2265,795000,2163.23
1883.43,-7240.6357421875,160,160,156.5832,15.3222,800000,2251.82
1843.78,-7305.5263671875,161,161,156.753,14.9791,805000,2114.29
1856.3,-7348.21728515625,162,162,156.6492,15.1422,810000,2233.85
1875.83,-7417.685546875,163,163,156.695,15.1716,815000,2235.43
1832.52,-7501.466796875,164,164,156.6933,15.1784,820000,2196.74
1880.05,-7544.30322265625,165,165,156.5424,15.3522,825000,2238.0
1874.81,-7622.7255859375,166,166,156.6517,15.3303,830000,2254.31
1858.45,-7653.92822265625,167,167,156.6596,15.1438,835000,2222.66
1889.3,-7742.85302734375,168,168,156.6819,15.5348,840000,2255.23
1906.45,-7790.50439453125,169,169,156.6973,15.3207,845000,2267.19
1908.45,-7808.80126953125,170,170,156.5943,15.5861,850000,2253.87
1885.72,-7829.47314453125,171,171,156.6273,15.3319,855000,2262.06
1890.23,-7899.61474609375,172,172,156.6886,15.2179,860000,2229.66
1912.3,-7921.98974609375,173,173,156.6561,15.5524,865000,2240.13
1859.7,-7986.591796875,174,174,156.6904,15.3339,870000,2209.15
1865.27,-8002.275390625,175,175,156.6826,15.1386,875000,2179.11
1870.75,-8032.9951171875,176,176,156.5969,15.0802,880000,2177.42
1888.64,-8056.40869140625,177,177,156.7195,15.2779,885000,2230.75
1891.42,-8117.765625,178,178,156.5631,15.248,890000,2226.53
1906.23,-8187.31201171875,179,179,156.619,15.3106,895000,2209.84
1888.8,-8202.6767578125,180,180,156.56,15.4119,900000,2235.59
1890.23,-8236.060546875,181,181,156.5369,15.4082,905000,2266.77
1880.06,-8303.91015625,182,182,156.5773,15.2178,910000,2234.17
1869.26,-8330.6025390625,183,183,156.508,14.9672,915000,2223.58
1892.09,-8419.1181640625,184,184,156.5938,15.3368,920000,2225.72
1882.3,-8409.5458984375,185,185,156.5937,15.0528,925000,2207.34
1909.31,-8481.3544921875,186,186,156.5653,15.2336,930000,2280.21
1897.01,-8508.3203125,187,187,156.5053,15.133,935000,2280.41
1888.27,-8568.306640625,188,188,156.5495,15.2891,940000,2243.97
1913.47,-8598.169921875,189,189,156.678,15.3594,945000,2243.56
1902.1,-8625.7587890625,190,190,156.5711,15.2971,950000,2218.41
1918.0,-8679.6201171875,191,191,156.5073,15.4453,955000,2285.75
1910.25,-8742.8779296875,192,192,156.6305,15.3756,960000,2282.72
1913.66,-8791.7802734375,193,193,156.658,15.6324,965000,2257.73
1888.76,-8851.6064453125,194,194,156.6624,15.198,970000,2234.22
1916.64,-8879.484375,195,195,156.7191,15.1103,975000,2235.29
1893.39,-8876.1708984375,196,196,156.5469,15.1065,980000,2204.37
1902.07,-8966.41796875,197,197,156.5815,15.2821,985000,2259.4
1923.99,-9006.5166015625,198,198,156.5718,15.2255,990000,2288.1
1910.41,-9038.11328125,199,199,156.7767,15.3142,995000,2275.09
1904.48,-9077.654296875,200,200,156.5165,15.2453,1000000,2207.12
1921.72,-9141.201171875,201,201,156.6017,15.262,1005000,2249.98
1924.46,-9177.0703125,202,202,156.6753,15.1265,1010000,2220.5
1920.25,-9232.1787109375,203,203,156.5568,15.0981,1015000,2221.23
1909.57,-9279.412109375,204,204,156.5531,15.0607,1020000,2202.28
1907.34,-9308.4970703125,205,205,156.53,15.0401,1025000,2213.8
1925.52,-9352.8857421875,206,206,156.6656,15.0948,1030000,2224.3
1919.34,-9409.728515625,207,207,156.7129,15.1917,1035000,2201.56
1920.3,-9438.5673828125,208,208,156.5715,15.1304,1040000,2210.34
1930.87,-9477.666015625,209,209,156.584,15.0751,1045000,2218.61
1923.97,-9526.2392578125,210,210,156.6596,15.241,1050000,2260.16
1938.87,-9609.5400390625,211,211,156.4875,15.2202,1055000,2265.22
1935.07,-9621.232421875,212,212,156.4284,15.2741,1060000,2296.59
1936.78,-9651.673828125,213,213,156.6387,15.1351,1065000,2285.85
1956.43,-9675.998046875,214,214,156.5262,15.3112,1070000,2303.25
1945.9,-9752.6572265625,215,215,156.5493,15.1729,1075000,2268.68
1965.41,-9753.876953125,216,216,156.6452,15.5298,1080000,2295.81
1960.4,-9805.5439453125,217,217,156.6723,15.4288,1085000,2280.34
1957.0,-9855.03125,218,218,156.6398,15.1798,1090000,2291.59
1949.85,-9843.6220703125,219,219,156.542,15.2501,1095000,2276.09
1951.9,-9866.8115234375,220,220,156.6117,15.3078,1100000,2279.08
1943.42,-9943.0419921875,221,221,156.7855,15.2749,1105000,2268.77
1938.34,-9980.9365234375,222,222,156.6192,15.3337,1110000,2295.72
1945.22,-10029.455078125,223,223,156.6267,15.331,1115000,2302.99
1948.95,-10045.3251953125,224,224,156.5471,15.3817,1120000,2294.54
1960.24,-10104.3134765625,225,225,156.653,15.4055,1125000,2306.9
1943.27,-10137.2138671875,226,226,156.5774,15.2572,1130000,2284.72
1949.89,-10150.5087890625,227,227,156.5831,15.1876,1135000,2280.29
1955.79,-10177.25,228,228,156.6256,15.4219,1140000,2283.6
1952.32,-10192.3291015625,229,229,156.6783,15.26,1145000,2285.66
1940.79,-10274.1865234375,230,230,156.6236,15.1869,1150000,2246.54
1929.04,-10295.7744140625,231,231,156.6361,15.2096,1155000,2243.71
1948.43,-10358.9169921875,232,232,156.6382,15.3528,1160000,2298.91
1946.35,-10394.3203125,233,233,156.6257,15.2209,1165000,2248.68
1960.92,-10421.7998046875,234,234,156.5461,15.2488,1170000,2254.06
1964.4,-10474.0791015625,235,235,156.5878,15.4063,1175000,2299.83
1959.68,-10520.970703125,236,236,156.474,15.4088,1180000,2281.25
1954.26,-10535.4736328125,237,237,156.509,15.2526,1185000,2260.48
1958.21,-10603.3544921875,238,238,156.6278,15.5222,1190000,2294.89
1941.09,-10584.4853515625,239,239,156.6294,15.272,1195000,2265.72
1963.78,-10670.794921875,240,240,156.5407,15.5812,1200000,2322.89
1953.71,-10722.9697265625,241,241,156.6271,15.4069,1205000,2288.54
1964.95,-10760.78515625,242,242,156.6817,15.4452,1210000,2298.9
1943.51,-10723.322265625,243,243,156.4639,15.4387,1215000,2271.95
1965.33,-10800.5615234375,244,244,156.5107,15.4371,1220000,2278.49
1948.61,-10845.8154296875,245,245,156.526,15.3094,1225000,2283.1
1953.54,-10884.18359375,246,246,156.6365,15.2447,1230000,2271.89
1955.96,-10931.8056640625,247,247,156.5892,15.2887,1235000,2288.88
1939.93,-10967.4091796875,248,248,156.5431,15.4159,1240000,2281.94
1974.12,-10988.599609375,249,249,156.5894,15.6523,1245000,2317.33
1943.93,-10985.3203125,250,250,156.705,15.3504,1250000,2300.01
1993.05,-11060.0205078125,251,251,156.6313,15.4703,1255000,2308.71
1964.51,-11090.0224609375,252,252,156.4225,15.4028,1260000,2301.76
1998.15,-11120.0947265625,253,253,156.4321,15.5314,1265000,2335.57
1967.06,-11158.2451171875,254,254,156.6568,15.3339,1270000,2293.58
1965.27,-11213.12109375,255,255,156.8013,15.5304,1275000,2333.55
1949.85,-11216.1787109375,256,256,156.5752,15.3929,1280000,2298.91
1969.25,-11284.591796875,257,257,156.5694,15.4765,1285000,2317.64
1973.07,-11369.6630859375,258,258,156.6273,15.5366,1290000,2340.96
1961.1,-11332.177734375,259,259,156.7365,15.3759,1295000,2302.32
1966.58,-11391.734375,260,260,156.482,15.299,1300000,2315.66
1940.22,-11396.9326171875,261,261,156.5573,15.092,1305000,2324.22
1966.41,-11459.9208984375,262,262,156.4841,15.4178,1310000,2308.08
1947.0,-11541.103515625,263,263,156.7515,15.4149,1315000,2319.61
1966.15,-11557.9951171875,264,264,156.715,15.3547,1320000,2335.15
1962.54,-11575.5615234375,265,265,156.6585,15.3944,1325000,2323.18
1948.43,-11599.8994140625,266,266,156.6544,15.249,1330000,2326.1
1934.39,-11679.1220703125,267,267,156.5575,15.3292,1335000,2331.93
1943.87,-11712.751953125,268,268,156.7258,15.3083,1340000,2312.55
1922.99,-11702.7548828125,269,269,156.67,15.2001,1345000,2283.34
1942.18,-11750.5185546875,270,270,156.6885,15.3454,1350000,2301.09
1962.98,-11806.5546875,271,271,156.5815,15.3496,1355000,2299.64
1935.27,-11799.693359375,272,272,156.5891,15.2705,1360000,2287.92
1943.54,-11879.6025390625,273,273,156.6173,15.3088,1365000,2281.08
1959.89,-11841.4150390625,274,274,156.6063,15.1253,1370000,2301.28
1912.77,-11888.9716796875,275,275,156.6639,15.2508,1375000,2249.01
1955.36,-12017.912109375,276,276,156.5642,15.3036,1380000,2290.94
1964.11,-12004.2783203125,277,277,156.661,15.495,1385000,2308.95
1946.69,-12006.16796875,278,278,156.6064,15.3783,1390000,2316.1
1957.55,-12113.1484375,279,279,156.6778,15.4193,1395000,2310.75
1945.42,-12071.5185546875,280,280,156.6632,15.2235,1400000,2329.17
1924.19,-12158.43359375,281,281,156.6579,15.3169,1405000,2303.44
1929.42,-12203.8955078125,282,282,156.4414,15.4123,1410000,2309.15
1953.37,-12281.32421875,283,283,156.6839,15.3543,1415000,2301.06
1923.61,-12226.595703125,284,284,156.6816,15.2163,1420000,2286.09
1946.82,-12275.228515625,285,285,156.6924,15.3401,1425000,2275.0
1949.19,-12260.12109375,286,286,156.523,15.1491,1430000,2309.7
1946.98,-12389.39453125,287,287,156.5572,15.3027,1435000,2300.33
1944.16,-12417.998046875,288,288,156.5638,15.5479,1440000,2327.77
1944.06,-12433.3974609375,289,289,156.747,15.3416,1445000,2310.59
1945.03,-12528.5263671875,290,290,156.5314,15.3996,1450000,2328.59
1956.17,-12534.390625,291,291,156.552,15.3217,1455000,2316.15
1949.14,-12601.119140625,292,292,156.3957,15.2693,1460000,2331.7
1952.08,-12591.8984375,293,293,156.605,15.2213,1465000,2310.58
1964.56,-12677.15234375,294,294,156.6178,15.3944,1470000,2337.42
1958.53,-12662.7001953125,295,295,156.4962,15.12,1475000,2323.39
1942.92,-12668.0693359375,296,296,156.469,15.2969,1480000,2313.04
1947.47,-12715.4833984375,297,297,156.6054,15.3912,1485000,2325.62
1943.13,-12763.85546875,298,298,156.558,15.3634,1490000,2326.05
1965.05,-12773.59765625,299,299,156.5701,15.3133,1495000,2336.81
1950.43,-12793.9345703125,300,300,156.5015,15.2642,1500000,2340.73
1951.03,-12846.099609375,301,301,156.6456,15.3572,1505000,2318.3
1951.97,-12840.1943359375,302,302,156.6104,15.3143,1510000,2314.78
1953.94,-12877.51171875,303,303,156.6837,15.41,1515000,2327.22
1944.34,-12901.544921875,304,304,156.4575,15.2246,1520000,2313.85
1955.18,-12963.1953125,305,305,156.5654,15.4241,1525000,2334.75
1934.23,-12953.7626953125,306,306,156.5618,15.2775,1530000,2303.44
1946.89,-13046.322265625,307,307,156.5824,15.2252,1535000,2314.88
1951.02,-13040.2626953125,308,308,156.5174,15.3874,1540000,2307.02
1907.15,-13025.033203125,309,309,156.5045,15.3313,1545000,2302.97
1945.31,-13088.6943359375,310,310,156.5458,15.4636,1550000,2320.51
1938.35,-13104.5703125,311,311,156.4855,15.3221,1555000,2290.7
1932.35,-13128.4755859375,312,312,156.6393,15.5075,1560000,2331.52
1955.87,-13143.2880859375,313,313,156.4505,15.3527,1565000,2300.57
1930.96,-13249.2216796875,314,314,156.658,15.4073,1570000,2296.95
1937.31,-13236.0341796875,315,315,156.52,15.3888,1575000,2313.92
1924.43,-13214.3955078125,316,316,156.5821,15.2824,1580000,2296.08
1908.93,-13200.927734375,317,317,156.5698,15.4842,1585000,2291.93
1943.99,-13255.279296875,318,318,156.5687,15.302,1590000,2315.96
1941.18,-13250.97265625,319,319,156.5277,15.164,1595000,2294.01
1934.74,-13321.34375,320,320,156.6224,15.3453,1600000,2314.41
1937.84,-13266.1689453125,321,321,156.61,15.2515,1605000,2308.77
1935.07,-13411.03125,322,322,156.4631,15.39,1610000,2308.88
1951.24,-13352.9794921875,323,323,156.6759,15.3511,1615000,2296.28
1936.35,-13387.3310546875,324,324,156.6585,15.4342,1620000,2288.43
1933.84,-13420.4765625,325,325,156.6214,15.5066,1625000,2303.18
1949.0,-13479.9443359375,326,326,156.4693,15.3268,1630000,2292.21
1940.28,-13416.5263671875,327,327,156.6191,15.1653,1635000,2298.32
1917.15,-13445.134765625,328,328,156.7119,15.1963,1640000,2282.79
1961.49,-13501.4267578125,329,329,156.5253,15.4076,1645000,2312.9
1922.21,-13524.9267578125,330,330,156.5504,15.351,1650000,2269.94
1961.89,-13569.9990234375,331,331,156.6792,15.4876,1655000,2321.86
1957.92,-13569.4521484375,332,332,156.6651,15.4171,1660000,2308.35
1964.45,-13689.537109375,333,333,156.6607,15.5624,1665000,2339.76
1950.41,-13625.3837890625,334,334,156.5371,15.3054,1670000,2320.87
1955.91,-13646.6328125,335,335,156.6342,15.3534,1675000,2287.19
1963.69,-13688.0205078125,336,336,156.4914,15.1875,1680000,2306.48
1959.01,-13707.107421875,337,337,156.608,15.4246,1685000,2319.09
1947.03,-13757.5244140625,338,338,156.6337,15.2466,1690000,2310.51
1962.44,-13762.37109375,339,339,156.6295,15.3529,1695000,2313.31
1956.7,-13822.3212890625,340,340,156.7033,15.5445,1700000,2320.86
1968.0,-13803.2255859375,341,341,156.3388,15.5531,1705000,2339.8
1982.97,-13847.5478515625,342,342,156.5266,15.3709,1710000,2331.53
1968.19,-13865.4052734375,343,343,156.5951,15.4266,1715000,2315.48
1933.1,-13774.1279296875,344,344,156.6777,15.2688,1720000,2308.1
1962.3,-13823.244140625,345,345,156.5294,15.2217,1725000,2297.27
1966.72,-13867.451171875,346,346,156.7078,15.4699,1730000,2310.67
1982.03,-13949.5166015625,347,347,156.6003,15.4403,1735000,2319.36
1960.47,-13970.748046875,348,348,156.8457,15.4929,1740000,2310.57
1969.84,-13925.47265625,349,349,156.6624,15.366,1745000,2298.93
1986.77,-13985.0849609375,350,350,156.4768,15.6062,1750000,2327.11
1962.08,-13996.4404296875,351,351,156.7138,15.4549,1755000,2310.95
1988.14,-13996.845703125,352,352,156.5531,15.4868,1760000,2341.62
1978.88,-14000.7578125,353,353,156.7312,15.5011,1765000,2330.44
1952.87,-14069.189453125,354,354,156.7196,15.4252,1770000,2337.9
1944.92,-13992.3291015625,355,355,156.5044,15.2783,1775000,2314.04
1959.27,-14055.841796875,356,356,156.7023,15.5723,1780000,2325.58
1963.43,-14091.650390625,357,357,156.5669,15.3982,1785000,2319.24
1963.62,-14109.6865234375,358,358,156.6559,15.464,1790000,2312.79
1972.54,-14065.7841796875,359,359,156.7682,15.3659,1795000,2304.6
1965.23,-14175.3369140625,360,360,156.6052,15.4501,1800000,2339.07
1977.56,-14130.6630859375,361,361,156.4331,15.4579,1805000,2313.83
1982.33,-14222.1982421875,362,362,156.6182,15.489,1810000,2306.29
1958.93,-14232.7998046875,363,363,156.5504,15.542,1815000,2319.0
1980.13,-14190.404296875,364,364,156.5484,15.3687,1820000,2320.96
1973.17,-14243.9345703125,365,365,156.5958,15.4675,1825000,2318.49
1974.23,-14265.61328125,366,366,156.4491,15.5603,1830000,2331.29
1957.49,-14186.4375,367,367,156.599,15.3305,1835000,2277.27
1983.19,-14247.97265625,368,368,156.4352,15.4375,1840000,2310.69
1951.71,-14226.638671875,369,369,156.6249,15.2967,1845000,2295.71
1985.66,-14341.1220703125,370,370,156.5369,15.4694,1850000,2321.13
1974.65,-14275.796875,371,371,156.5753,15.3702,1855000,2307.52
1956.79,-14333.4296875,372,372,156.6883,15.3248,1860000,2299.7
1983.54,-14321.0009765625,373,373,156.5045,15.4958,1865000,2299.13
1962.83,-14306.03515625,374,374,156.7682,15.454,1870000,2308.42
1946.87,-14292.0400390625,375,375,156.6161,15.1277,1875000,2287.14
1945.24,-14333.6923828125,376,376,156.5432,15.3824,1880000,2250.21
1946.86,-14404.521484375,377,377,156.6523,15.1818,1885000,2304.35
1951.58,-14417.0146484375,378,378,156.5034,15.1861,1890000,2271.87
1942.79,-14423.6240234375,379,379,156.7478,15.1211,1895000,2264.43
1952.56,-14377.6337890625,380,380,156.5829,15.2347,1900000,2292.14
1941.33,-14410.17578125,381,381,156.6684,15.4024,1905000,2285.7
1965.25,-14440.91796875,382,382,156.6071,15.1727,1910000,2275.71
1934.53,-14417.5888671875,383,383,156.6091,15.3308,1915000,2302.85
1970.7,-14495.109375,384,384,156.6944,15.4988,1920000,2271.43
1952.62,-14517.9443359375,385,385,156.5454,15.2422,1925000,2333.09
