Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return
37.9351,4653.7,66,15.7274,4456.83
37.0116,4605.77,67,13.4603,4346.76
37.7795,4429.64,68,14.075,4326.85
37.2631,4366.32,69,14.1119,4408.27
37.6904,4603.63,70,15.1298,4427.42
36.5885,4455.75,71,14.1193,4397.69
38.2641,4453.0,72,15.1614,4355.2
37.0766,4574.01,73,14.1027,4429.77
37.2656,4570.58,74,14.4907,3833.44
36.5899,4676.89,75,13.9545,4458.39
37.3449,4636.4,76,14.8276,4492.24
37.1484,4640.24,77,13.7836,4449.76
36.7773,4540.22,78,13.1402,4356.91
37.7462,4279.21,79,12.8621,4243.0
36.2025,4602.53,80,13.3694,4461.78
36.0129,4582.31,81,13.4893,4479.12
35.9788,4645.32,82,14.1723,4504.88
35.9873,4717.71,83,14.9497,4550.73
37.1877,4688.2,84,13.238,4460.03
36.3273,4549.97,85,13.2593,4321.42
36.4295,4636.25,86,13.8408,4493.33
36.1204,4678.43,87,12.7041,4387.53
36.2844,4652.31,88,13.676,4525.56
36.5488,4606.71,89,13.8188,4456.91
36.1857,4614.02,90,13.2276,4500.69
36.4832,4689.36,91,14.6154,4528.44
35.7475,4678.19,92,14.6767,4587.43
35.8698,4722.29,93,13.1112,4502.04
35.5313,4744.89,94,13.4096,4525.91
35.5403,4717.47,95,13.7104,4598.4
36.16,4740.51,96,14.026,4600.99
35.7092,4747.07,97,13.9796,4552.48
35.3152,4754.92,98,13.4199,4623.99
35.7242,4742.72,99,13.4335,4604.27
36.5606,4640.64,100,12.8402,4511.68
35.2055,4767.76,101,13.2348,4615.65
35.5786,4724.35,102,13.8792,4578.03
35.4715,4268.65,103,12.5301,3097.35
35.882,4774.73,104,14.2758,4619.11
36.2606,4720.07,105,12.8415,4530.48
35.3648,4698.78,106,12.9282,4356.87
35.3979,4673.65,107,13.0249,4593.07
35.4072,4813.15,108,13.6626,4645.63
35.5989,3701.57,109,12.7714,4538.35
35.2127,4834.26,110,13.4572,4670.3
35.9392,4749.28,111,13.3377,4602.97
35.2399,4862.69,112,12.4582,4639.81
35.4616,4679.3,113,12.7047,4561.0
35.6198,4742.64,114,13.5153,4569.15
36.0775,4757.36,115,13.4139,4570.14
35.4492,4732.5,116,12.7461,4554.52
35.1946,4819.15,117,12.89,4651.82
34.7448,4852.61,118,13.9844,4682.77
35.0817,4794.85,119,12.4939,4590.53
35.1995,4759.18,120,12.8474,4602.18
34.0933,4805.3,121,13.5262,4667.08
35.0152,4802.0,122,12.9201,4638.19
34.4944,4830.65,123,12.0127,4645.27
35.105,4684.95,124,12.6796,4704.25
35.4254,4866.81,125,13.4045,4661.97
35.0365,4809.05,126,13.2594,4630.74
35.1035,4735.1,127,12.8295,4599.35
35.0385,4719.01,128,13.1677,4589.18
34.5218,4847.71,129,12.506,4636.95
34.6669,4910.94,130,12.3008,4432.38
34.797,4832.46,131,12.8016,4648.27
34.8083,4901.73,132,11.7178,4639.06
34.9564,4837.08,133,12.3691,4659.87
34.3076,4859.79,134,12.6441,4649.49
34.2692,4876.09,135,12.5011,4727.47
34.2923,4974.79,136,12.107,4488.22
35.0563,4783.23,137,12.6202,4635.01
34.295,4989.68,138,12.5152,4747.64
34.3295,4868.33,139,12.2533,4648.98
34.3637,5000.74,140,12.1771,4719.01
33.1433,4960.64,141,12.0805,4763.84
34.4273,4935.55,142,12.3651,4686.98
34.6563,4962.1,143,12.621,4738.54
35.1439,4989.89,144,12.8782,4731.06
34.0025,5021.48,145,11.6291,4751.75
34.1039,4938.05,146,13.0273,4765.18
33.5623,4919.28,147,12.6186,4778.7
33.686,5014.11,148,12.2689,4773.09
34.0199,5063.43,149,11.9945,4803.51
33.4423,5103.38,150,12.4513,4847.21
33.7571,4950.08,151,12.3843,4785.65
33.6827,5049.59,152,11.7311,4773.26
34.0452,5010.85,153,12.1039,4782.94
33.4424,4982.24,154,11.4279,4738.17
33.2536,4994.6,155,12.1255,4785.51
34.1333,4982.0,156,12.3424,4811.64
32.9614,5117.76,157,11.6674,4843.49
32.5192,5090.46,158,12.0957,4865.73
32.495,5136.48,159,11.7041,4847.19
33.7626,5073.45,160,12.8644,4835.75
33.6378,5056.6,161,12.0443,4760.89
32.8318,5035.62,162,12.3507,4869.31
32.9385,5092.78,163,12.1022,4860.07
33.5007,5096.89,164,11.3399,4817.37
32.5781,5107.99,165,11.9794,4872.57
32.742,5136.22,166,12.3861,4912.83
31.9865,5090.21,167,11.3565,4867.08
32.8674,5141.94,168,11.8463,4903.56
33.0292,5134.28,169,11.8404,4850.94
32.6091,5183.35,170,11.6154,4893.57
32.5826,5107.78,171,11.7026,4822.76
32.0009,5115.72,172,12.457,4883.16
32.6367,4948.22,173,12.6186,4771.54
32.2141,5201.71,174,12.016,4978.06
32.8521,5091.05,175,12.3821,4869.22
31.9651,5210.59,176,11.9751,4929.26
32.3669,5242.38,177,11.1698,4850.24
31.9492,5115.0,178,11.1048,4869.47
32.0997,5157.35,179,11.6236,4885.63
31.8657,5184.13,180,11.9238,4945.91
30.6979,5330.59,181,11.4548,5014.25
32.3963,5211.74,182,12.3409,4965.9
32.3599,5240.17,183,12.1342,4980.29
31.0234,5139.41,184,11.6294,4957.33
32.0184,5189.87,185,11.4866,4964.81
32.5957,5278.44,186,11.8221,5007.86
32.1905,5201.31,187,11.3953,4955.23
32.2612,5131.99,188,11.4892,4908.29
32.4339,5190.31,189,11.3903,4939.24
31.9936,5176.63,190,11.4412,4957.85
31.9982,5289.85,191,11.2374,4993.88
31.7809,5228.99,192,11.4942,4983.95
32.4053,5186.89,193,11.6062,4902.47
32.3054,5334.82,194,11.2863,5021.63
31.3903,5248.23,195,11.66,4983.53
31.9309,5274.4,196,10.8669,5001.18
31.8494,5169.52,197,10.9928,4896.66
32.9303,5237.37,198,12.0561,5019.27
31.7262,5219.33,199,11.8977,4958.48
31.4933,5273.06,200,11.1801,5017.06
31.341,5249.41,201,10.9906,5019.57
31.3791,5263.1,202,11.0391,4939.95
30.3587,5248.75,203,11.3542,5054.61
31.4794,5249.62,204,11.5432,5013.77
31.3998,5289.24,205,11.2863,5030.81
31.4215,5303.83,206,10.8649,4924.61
31.0529,5222.75,207,11.1771,5012.59
30.8443,5276.16,208,11.1287,4979.31
30.6591,5255.45,209,11.316,4949.22
31.972,5187.21,210,14.059,5031.69
31.0306,5328.03,211,11.0386,5082.92
30.6052,5211.07,212,10.9745,5037.53
31.3212,5257.14,213,11.0771,5028.03
31.3442,5302.14,214,10.4447,4910.37
31.5699,5209.35,215,11.0588,5009.56
31.5418,5154.28,216,10.8817,4966.54
30.498,4966.74,217,10.7133,5024.7
30.6656,5146.12,218,10.9792,5072.31
31.2778,5124.17,219,11.0448,5035.08
31.2285,5212.82,220,10.3801,5009.57
31.0991,5015.34,221,11.1516,4967.1
31.4639,5144.37,222,10.2955,4818.44
31.3444,5389.72,223,10.5436,4901.74
30.5807,5272.88,224,11.0072,5024.85
31.022,5330.58,225,10.9093,4912.4
30.8734,5295.86,226,10.5635,5108.99
30.4553,5348.4,227,10.6921,4825.4
30.7754,5317.47,228,11.1771,5038.73
30.023,5405.05,229,10.8816,5090.49
29.9795,5391.31,230,10.92,5060.18
30.8429,5317.21,231,10.9629,5008.51
31.6547,5326.25,232,10.5018,4950.42
30.6198,5419.23,233,10.8893,4996.69
31.1827,5228.2,234,10.9752,5021.48
38.0516,4286.01,235,15.6549,3909.82
36.4843,2956.96,236,16.3327,2368.06
37.1736,4424.04,237,14.672,4149.41
36.1005,4154.63,238,15.3046,4017.22
33.186,4763.39,239,14.4608,4365.17
34.1068,3985.33,240,16.0124,4366.36
32.6973,4659.6,241,13.0587,4510.62
31.6818,4744.37,242,11.9085,4745.81
31.7866,5081.51,243,15.6591,4525.26
31.4466,5239.15,244,11.0055,4587.63
32.2395,4905.28,245,11.2445,4747.91
32.8053,4893.8,246,11.0659,4624.12
31.8085,5084.77,247,10.5683,4778.44
31.7143,5254.29,248,10.9019,4912.78
31.46,5195.17,249,11.0489,4961.28
31.7131,5201.9,250,10.5523,4976.84
31.6117,5138.88,251,10.4413,4965.7
31.7675,5048.02,252,10.8149,4985.47
31.1511,5238.03,253,10.3949,4953.93
31.349,5231.87,254,10.4381,5046.46
30.994,5309.31,255,16.3241,5031.22
31.2332,5276.15,256,10.1898,4967.07
31.6377,5287.36,257,10.1856,4958.28
31.2814,5295.29,258,10.2511,4883.56
31.5199,5238.07,259,11.0597,5043.4
30.9403,5150.89,260,10.468,4972.34
30.7116,5213.66,261,10.4623,5044.98
30.9303,5275.59,262,10.1587,5047.91
31.3771,5271.22,263,10.4928,5122.76
30.7873,5232.65,264,10.1811,4979.37
30.8208,5296.1,265,10.714,5044.11
30.5973,5281.34,266,10.7483,5039.76
31.3173,5352.18,267,10.4842,5045.03
31.2794,5319.99,268,10.0241,5109.84
30.8919,5329.54,269,10.0716,5106.27
31.2939,5175.84,270,10.1392,5116.67
31.2442,5299.53,271,10.2794,5078.69
31.7857,5332.19,272,10.494,5071.61
32.0398,5283.69,273,10.5224,5052.04
31.7514,5215.47,274,10.7975,4911.09
30.6401,5232.41,275,10.5119,5054.12
31.5575,5131.02,276,11.2228,5124.68
32.404,5262.24,277,14.4563,4478.24
31.1843,5370.69,278,10.7932,5019.4
31.2214,5222.72,279,11.0408,5108.79
32.8317,5143.39,280,13.9991,3826.88
31.4599,5251.59,281,11.1122,4607.87
31.7487,5240.91,282,13.7554,5133.99
31.4873,5329.48,283,10.9245,5142.97
30.7803,5324.28,284,10.6537,5098.63
31.5517,5380.12,285,10.3543,5129.92
31.3282,5311.06,286,10.6857,5138.29
30.8652,5340.61,287,11.136,5162.63
31.6043,5424.57,288,10.9512,5168.45
31.4548,5332.31,289,10.8697,5132.97
31.2511,5276.49,290,10.5103,5120.71
31.4139,5358.45,291,10.8077,5036.64
31.3419,5417.09,292,11.1357,5139.47
30.8782,5286.8,293,10.557,5126.11
31.5394,5263.67,294,10.228,5001.69
31.5902,5270.26,295,11.0583,5106.88
30.7449,5339.66,296,10.9558,5102.41
31.0519,5350.24,297,10.3327,5047.95
30.9909,5354.97,298,11.0903,5110.52
30.8265,5376.9,299,10.6691,5150.67
31.1835,5406.86,300,11.0971,5146.23
30.3882,5305.4,301,10.7138,5156.41
31.5467,5292.0,302,11.057,5152.85
30.9221,5378.53,303,10.979,5184.65
30.8595,5294.83,304,10.3932,4138.32
31.2199,5391.22,305,10.9051,4879.54
30.7048,5406.5,306,10.9104,4854.49
30.3881,5379.6,307,11.5691,5170.02
30.7481,5333.68,308,11.1264,4831.22
30.6905,5351.58,309,10.6417,5095.59
31.0009,5313.25,310,10.5995,5075.98
31.4251,5383.6,311,10.4113,4794.79
31.9064,5276.7,312,10.8859,4935.17
31.856,5157.25,313,11.0268,4963.07
32.0897,5055.6,314,11.0293,4774.79
40.6197,1209.85,315,24.1588,1581.09
40.2686,1621.32,316,14.3309,2142.29
38.9241,3971.78,317,15.4177,3083.36
33.1328,4204.5,318,16.9234,4628.03
30.7631,5074.27,319,12.3513,4938.41
34.8714,4150.81,320,22.4724,4166.44
31.6971,5348.36,321,14.6346,5126.6
31.156,5339.22,322,11.5474,4973.31
30.8986,5292.76,323,11.3091,4979.84
30.4616,5370.13,324,11.3805,5201.89
31.0826,5362.78,325,11.3601,4899.82
31.7835,5165.24,326,11.196,4561.11
30.4806,5357.76,327,11.7667,4923.58
31.0544,5365.3,328,11.1804,4968.0
30.9353,5321.08,329,11.4167,5127.72
30.5986,5359.64,330,10.947,4917.88
30.6902,5368.65,331,11.4175,5195.39
30.7197,5376.55,332,11.5064,5195.8
30.8039,5378.64,333,11.2335,5202.8
30.8779,5423.02,334,11.4525,5230.91
31.3517,5382.48,335,13.2619,5213.72
30.9789,5417.79,336,12.5381,5097.51
30.9315,5370.53,337,13.0133,5159.53
30.8375,5427.62,338,11.3691,5249.6
30.8973,5358.11,339,11.8442,5254.56
30.834,5362.41,340,11.7636,4984.67
30.6861,5428.07,341,11.9426,5206.92
30.4307,5419.7,342,12.4474,5210.46
31.1917,5332.24,343,12.886,5240.55
30.8881,5136.53,344,13.8141,5076.67
51.2055,-0.5,345,28.5422,-0.29
55.3327,-25.94,346,50.1583,-25.12
52.852,276.66,347,46.1369,277.87
48.988,314.05,348,54.5261,309.1
51.3976,274.95,349,22.768,234.26
50.4448,173.89,350,16.2591,411.76
47.8413,834.16,351,50.7387,647.71
48.0733,1945.81,352,33.6314,1664.21
44.2156,3371.86,353,25.3063,3380.04
41.7798,3442.65,354,22.2017,3522.06
36.162,4171.63,355,16.3107,4019.15
41.8818,3083.29,356,19.447,3052.61
33.1505,4287.42,357,20.2883,4125.56
35.9121,3889.87,358,16.456,3980.17
34.0243,4163.84,359,17.8414,4378.32
36.3263,3360.37,360,22.6381,3133.0
34.6302,4317.81,361,17.8022,4018.47
37.0892,2904.11,362,25.1175,2982.84
38.6872,1551.2,363,35.9294,1901.35
37.5115,1752.49,364,38.0595,1955.6
35.3076,3598.72,365,17.6493,3643.98
34.386,4086.91,366,16.1813,3976.44
34.3623,3034.79,367,15.8644,3766.92
38.6762,3742.14,368,20.7646,3459.54
35.049,4635.18,369,16.4466,3933.65
32.927,4456.37,370,13.7918,4480.76
33.6088,4521.94,371,14.1091,4697.03
32.7919,4728.6,372,13.8554,4642.08
32.118,4875.48,373,14.1336,4695.63
32.9932,4762.95,374,13.7062,4726.9
32.4417,4797.6,375,13.4252,4723.03
31.8496,4770.8,376,13.0102,4648.99
32.3499,4807.91,377,13.5126,4658.59
31.5754,4727.88,378,12.7745,4805.86
30.7517,4887.68,379,12.4454,4880.94
30.4535,5066.22,380,13.024,4909.46
30.3231,4861.17,381,12.8328,4924.5
30.6777,4880.89,382,12.9966,4915.22
30.4895,5084.99,383,12.7954,4953.28
30.8113,5062.25,384,12.2953,4905.81
30.8544,5131.79,385,12.7849,4932.56
30.8283,5138.6,386,12.7023,4943.99
30.75,5182.03,387,12.9521,4942.69
30.5493,5190.52,388,13.5513,5009.02
30.9342,5125.66,389,13.2779,5079.24
30.9687,5012.66,390,13.5732,4987.18
30.4096,5134.51,391,13.5375,5080.93
30.3902,5162.33,392,13.8001,4998.74
29.8657,5175.41,393,13.4368,5053.83
30.4248,5202.33,394,13.7205,5069.4
30.2783,5056.22,395,12.5271,4903.02
39.4625,4368.27,396,18.8612,4227.66
40.6423,165.54,397,26.27,162.73
38.3403,4023.92,398,17.7692,3319.6
35.3489,4217.62,399,18.1524,4155.2
34.2968,4178.16,400,14.995,4320.93
33.0464,4600.16,401,15.9142,4504.12
32.5,4567.75,402,13.8405,4481.17
33.0826,4526.5,403,13.3817,4343.49
33.7172,3956.56,404,16.9766,3742.71
33.5791,4667.09,405,16.3617,4391.33
37.1821,1849.87,406,40.6289,1051.27
33.323,4597.83,407,15.4458,4249.0
32.7392,4750.95,408,19.8509,4234.22
32.8111,4867.16,409,16.4104,4773.74
32.2585,4747.38,410,16.959,4665.31
31.8471,4877.81,411,15.0982,4851.04
