Real Sto Return,Itration,Running Env Steps,Running Update Time,Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss
1757.13,82,410000,82,16.0352,156.8889,2145.19,-2362.431396484375
1747.95,83,415000,83,15.5361,157.0333,2143.95,-2399.164306640625
1795.19,84,420000,84,15.8139,157.0265,2144.87,-2422.062744140625
1798.5,85,425000,85,16.0776,157.2307,2158.7,-2463.843994140625
1775.49,86,430000,86,15.7577,156.8496,2124.58,-2491.802978515625
1796.52,87,435000,87,15.6761,157.016,2155.91,-2525.63525390625
1779.38,88,440000,88,15.8432,156.9225,2140.94,-2556.5009765625
1818.62,89,445000,89,15.8692,156.7448,2186.69,-2594.61376953125
1786.33,90,450000,90,15.7371,156.8763,2112.65,-2623.369140625
1800.84,91,455000,91,15.8233,156.8082,2127.15,-2651.973876953125
1777.92,92,460000,92,15.4668,156.9343,2122.0,-2686.6123046875
1801.14,93,465000,93,15.9128,156.8339,2154.04,-2724.172119140625
1770.67,94,470000,94,15.6912,156.9571,2139.35,-2767.28466796875
1834.82,95,475000,95,15.9337,156.8738,2180.44,-2806.234130859375
1795.11,96,480000,96,15.5217,156.9171,2112.79,-2828.19091796875
1806.86,97,485000,97,15.5932,157.0213,2121.63,-2857.632568359375
1790.39,98,490000,98,15.6536,156.9843,2144.81,-2910.42626953125
1815.41,99,495000,99,15.6971,156.8586,2158.06,-2934.900390625
1805.11,100,500000,100,15.8044,156.8698,2175.45,-2977.71630859375
1794.62,101,505000,101,15.664,157.1221,2158.48,-3007.708251953125
1782.96,102,510000,102,15.6733,157.1423,2135.83,-3041.31396484375
1815.53,103,515000,103,15.83,156.9369,2163.49,-3092.09423828125
1822.61,104,520000,104,15.764,156.7973,2189.74,-3116.015625
1823.04,105,525000,105,15.7499,156.944,2154.8,-3154.511962890625
1836.26,106,530000,106,15.8695,156.791,2160.61,-3198.267578125
1821.48,107,535000,107,15.5022,156.7908,2186.06,-3228.457763671875
1842.38,108,540000,108,15.8656,157.0005,2158.86,-3275.6357421875
1849.11,109,545000,109,15.9004,156.9106,2208.92,-3322.407470703125
1812.87,110,550000,110,15.5517,156.5735,2185.39,-3335.476318359375
1801.92,111,555000,111,15.4944,156.9387,2105.37,-3388.013671875
1819.52,112,560000,112,15.9156,156.8969,2187.62,-3435.641845703125
1841.87,113,565000,113,15.6549,157.0612,2172.57,-3463.90087890625
1833.3,114,570000,114,15.7111,156.7822,2179.37,-3486.202392578125
1863.55,115,575000,115,15.8925,156.8905,2204.79,-3548.838623046875
1817.82,116,580000,116,15.3518,156.8788,2159.7,-3576.88427734375
1845.87,117,585000,117,15.8268,156.8768,2228.37,-3608.66650390625
1831.21,118,590000,118,15.5783,156.9837,2158.28,-3648.6474609375
1805.15,119,595000,119,15.2592,156.7003,2129.43,-3683.17822265625
1838.54,120,600000,120,15.7693,156.8946,2199.06,-3734.52490234375
1817.82,121,605000,121,15.6421,156.7632,2201.05,-3772.99560546875
1834.08,122,610000,122,15.6638,157.0045,2192.2,-3833.21337890625
1833.61,123,615000,123,15.5854,156.8008,2133.03,-3854.457275390625
1871.56,124,620000,124,15.9503,156.9804,2238.19,-3892.770751953125
1813.03,125,625000,125,15.5995,157.1124,2151.69,-3929.617919921875
1877.04,126,630000,126,15.5953,156.928,2203.91,-3952.061767578125
1836.96,127,635000,127,15.6524,156.9737,2191.21,-4031.92626953125
1842.33,128,640000,128,15.7905,156.688,2228.06,-4077.62158203125
1862.99,129,645000,129,15.9288,156.7888,2237.44,-4093.471923828125
1835.65,130,650000,130,15.5595,156.9286,2166.68,-4147.07470703125
1843.07,131,655000,131,15.6881,156.7948,2202.11,-4183.9521484375
1859.88,132,660000,132,15.5409,156.8307,2232.01,-4230.85205078125
1849.71,133,665000,133,15.4801,156.6803,2208.24,-4275.7578125
1842.76,134,670000,134,15.5243,156.9471,2158.76,-4315.18603515625
1833.43,135,675000,135,15.4843,156.8752,2133.87,-4349.8173828125
1877.22,136,680000,136,15.7037,156.5596,2222.61,-4376.6640625
1838.08,137,685000,137,15.6381,156.9266,2193.35,-4452.8740234375
1863.69,138,690000,138,15.6187,156.9123,2219.68,-4485.296875
1887.79,139,695000,139,15.8732,156.8292,2249.25,-4536.677734375
1874.58,140,700000,140,15.5341,156.8483,2195.13,-4559.93359375
1861.55,141,705000,141,15.7815,156.9262,2222.82,-4641.57470703125
1861.51,142,710000,142,15.5661,156.9114,2169.45,-4649.3935546875
1853.61,143,715000,143,15.6534,156.7789,2221.49,-4684.16796875
1849.67,144,720000,144,15.2869,156.7795,2205.24,-4768.158203125
1831.75,145,725000,145,15.2733,156.8903,2173.09,-4785.8974609375
1863.62,146,730000,146,15.5412,156.7631,2227.98,-4857.81884765625
1859.56,147,735000,147,15.1316,156.7771,2165.2,-4889.1748046875
1863.1,148,740000,148,15.641,156.7701,2216.7,-4946.55517578125
1869.75,149,745000,149,15.5126,156.6911,2215.82,-4975.18798828125
1867.11,150,750000,150,15.6033,156.8022,2226.13,-5053.1806640625
1877.9,151,755000,151,15.6783,156.6774,2219.81,-5090.96923828125
1883.97,152,760000,152,15.5709,156.796,2240.24,-5140.1328125
1904.95,153,765000,153,15.6177,156.9061,2244.85,-5188.32666015625
1859.48,154,770000,154,15.43,156.6767,2209.34,-5217.279296875
1877.29,155,775000,155,15.5613,156.8479,2217.43,-5288.822265625
1907.45,156,780000,156,15.7071,156.8274,2238.95,-5341.0693359375
1888.08,157,785000,157,15.8927,156.9474,2230.76,-5400.46533203125
1865.89,158,790000,158,15.5796,156.7438,2217.65,-5438.1611328125
1892.07,159,795000,159,15.5932,156.8102,2250.88,-5492.69482421875
1873.7,160,800000,160,15.6959,156.9182,2226.82,-5510.75634765625
1867.74,161,805000,161,15.3133,156.7428,2210.5,-5575.59423828125
1847.35,162,810000,162,15.595,156.8883,2200.91,-5650.900390625
1887.81,163,815000,163,15.382,156.7755,2226.9,-5674.361328125
1859.68,164,820000,164,15.382,156.7997,2214.31,-5720.8466796875
1909.92,165,825000,165,15.609,156.8982,2247.36,-5792.35986328125
1885.41,166,830000,166,15.4869,157.0238,2216.02,-5857.03662109375
1884.26,167,835000,167,15.5796,156.7783,2250.06,-5906.6328125
1877.24,168,840000,168,15.4237,156.8261,2230.97,-5966.08203125
1877.09,169,845000,169,15.505,156.9199,2248.38,-6015.673828125
1904.58,170,850000,170,15.4484,156.8106,2256.13,-6054.70751953125
1881.23,171,855000,171,15.3364,156.8104,2238.47,-6106.3857421875
1889.47,172,860000,172,15.8371,156.8611,2254.04,-6170.0634765625
1908.14,173,865000,173,15.6569,156.7818,2244.1,-6220.68798828125
1866.4,174,870000,174,15.3717,156.784,2240.52,-6254.44384765625
1886.24,175,875000,175,15.2416,156.8123,2268.95,-6303.66162109375
1839.4,176,880000,176,15.4059,156.7718,2180.92,-6381.8173828125
1887.57,177,885000,177,15.5617,156.8524,2229.41,-6406.4697265625
1920.79,178,890000,178,15.8685,156.9355,2281.39,-6447.0673828125
1911.5,179,895000,179,15.7589,156.69,2261.41,-6494.328125
1896.77,180,900000,180,15.6786,156.7918,2236.86,-6541.46142578125
1923.15,181,905000,181,15.5637,156.7193,2284.51,-6570.0419921875
1900.65,182,910000,182,15.6152,156.7384,2250.12,-6643.35888671875
1936.25,183,915000,183,15.5265,156.7638,2234.83,-6663.234375
1904.3,184,920000,184,15.5466,156.9381,2289.55,-6721.890625
1891.76,185,925000,185,15.1862,156.7466,2244.31,-6774.177734375
1874.16,186,930000,186,15.5101,156.7749,2236.21,-6785.47216796875
1914.97,187,935000,187,15.3558,156.6673,2271.08,-6858.67578125
1914.73,188,940000,188,15.6963,156.8901,2259.36,-6959.0439453125
1911.68,189,945000,189,15.5299,156.6661,2278.25,-6972.66162109375
1892.67,190,950000,190,15.5257,156.6955,2273.61,-6997.6630859375
1918.86,191,955000,191,15.5439,156.9085,2250.61,-7056.73388671875
1934.66,192,960000,192,15.82,156.8868,2293.59,-7117.216796875
1922.25,193,965000,193,15.426,156.6823,2286.18,-7170.0166015625
1873.42,194,970000,194,15.3249,156.7697,2174.53,-7195.8310546875
1916.01,195,975000,195,15.3293,156.8193,2236.69,-7257.01953125
1930.34,196,980000,196,15.6309,156.6758,2269.06,-7326.9912109375
1908.68,197,985000,197,15.351,156.8406,2230.25,-7372.27099609375
1893.78,198,990000,198,15.4043,156.7628,2236.45,-7384.5302734375
1890.35,199,995000,199,15.6555,156.8805,2235.11,-7441.6298828125
1928.7,200,1000000,200,15.452,156.8176,2262.05,-7513.37353515625
1937.32,201,1005000,201,15.2449,156.9021,2274.89,-7555.93310546875
1937.38,202,1010000,202,15.3934,156.8267,2227.56,-7642.58740234375
1923.11,203,1015000,203,15.514,156.6181,2245.11,-7682.8388671875
1928.96,204,1020000,204,15.3421,156.6951,2255.19,-7725.0673828125
1928.72,205,1025000,205,15.4079,156.6864,2275.21,-7798.0322265625
1933.01,206,1030000,206,15.3673,156.9466,2252.76,-7842.52587890625
1928.15,207,1035000,207,15.4034,156.8589,2232.6,-7884.705078125
1928.2,208,1040000,208,15.3276,156.7317,2242.3,-7924.51513671875
1922.29,209,1045000,209,15.476,156.7135,2254.98,-8009.123046875
1926.19,210,1050000,210,15.5369,156.8657,2254.58,-8040.46142578125
1893.85,211,1055000,211,15.4227,156.7144,2230.48,-8071.34228515625
1929.6,212,1060000,212,15.4707,156.7944,2271.48,-8118.7685546875
1926.33,213,1065000,213,15.4962,156.6619,2275.23,-8172.3251953125
1924.4,214,1070000,214,15.5304,156.6105,2248.88,-8224.6044921875
1935.49,215,1075000,215,15.2841,156.6588,2250.15,-8277.7861328125
1924.23,216,1080000,216,15.2581,156.6865,2259.61,-8332.1591796875
1935.93,217,1085000,217,15.4151,156.8305,2277.42,-8362.595703125
1915.12,218,1090000,218,15.4128,156.7673,2254.82,-8404.3837890625
1911.77,219,1095000,219,15.2418,156.5935,2246.29,-8430.5625
1912.24,220,1100000,220,15.1936,156.6805,2221.75,-8440.1435546875
1929.97,221,1105000,221,15.2209,156.678,2255.71,-8499.232421875
1895.69,222,1110000,222,15.1537,156.7028,2230.9,-8524.552734375
1915.68,223,1115000,223,15.363,156.7387,2262.42,-8560.2578125
1918.07,224,1120000,224,15.2807,156.6335,2255.27,-8578.0126953125
1888.08,225,1125000,225,15.3095,156.8216,2219.57,-8620.8134765625
1926.27,226,1130000,226,15.5174,156.4789,2254.55,-8655.0791015625
1935.56,227,1135000,227,15.2223,156.6354,2264.61,-8657.9345703125
1918.37,228,1140000,228,15.5657,156.6451,2262.71,-8703.8359375
1934.07,229,1145000,229,15.4137,156.6309,2263.33,-8757.5537109375
1897.42,230,1150000,230,15.2866,156.7044,2241.02,-8759.501953125
1924.56,231,1155000,231,15.359,156.6324,2277.09,-8796.4130859375
1925.96,232,1160000,232,15.3757,156.7858,2264.93,-8833.630859375
1917.62,233,1165000,233,15.3244,156.6652,2268.46,-8832.908203125
1921.04,234,1170000,234,15.4773,156.681,2255.68,-8887.142578125
1888.98,235,1175000,235,15.1863,156.6526,2257.62,-8918.66015625
1930.84,236,1180000,236,15.2914,156.8346,2262.2,-8972.3173828125
1922.05,237,1185000,237,15.2919,156.578,2270.53,-8970.556640625
1923.36,238,1190000,238,15.4107,156.834,2265.51,-9009.3701171875
1924.01,239,1195000,239,15.523,156.6694,2250.83,-9056.6806640625
1875.0,240,1200000,240,15.4509,156.6351,2262.91,-9093.5224609375
1900.33,241,1205000,241,15.318,156.6681,2228.77,-9078.58203125
1932.31,242,1210000,242,15.4394,156.7158,2256.65,-9134.3212890625
1912.95,243,1215000,243,15.4816,156.7401,2259.97,-9178.2001953125
1921.34,244,1220000,244,15.4796,156.6949,2249.03,-9164.1396484375
1933.77,245,1225000,245,15.5424,156.6502,2273.34,-9226.9130859375
1948.59,246,1230000,246,15.5378,156.7651,2284.04,-9271.595703125
1909.48,247,1235000,247,15.3923,156.5862,2275.91,-9299.076171875
1936.6,248,1240000,248,15.4328,156.6946,2289.69,-9322.82421875
1909.24,249,1245000,249,15.2382,156.5691,2268.47,-9339.6826171875
1883.37,250,1250000,250,15.5375,156.5415,2277.34,-9387.462890625
1923.71,251,1255000,251,15.4256,156.7332,2261.2,-9416.4736328125
1909.34,252,1260000,252,15.517,156.6538,2269.88,-9455.3779296875
1942.14,253,1265000,253,15.5078,156.6242,2272.38,-9489.5244140625
1954.03,254,1270000,254,15.5777,156.6239,2280.07,-9506.7607421875
1930.2,255,1275000,255,15.3385,156.6326,2267.38,-9525.634765625
1930.83,256,1280000,256,15.516,156.566,2289.72,-9585.5869140625
1957.58,257,1285000,257,15.4897,156.6726,2283.05,-9597.1220703125
1928.95,258,1290000,258,15.3892,156.5587,2249.0,-9610.275390625
1935.15,259,1295000,259,15.5901,156.67,2276.01,-9674.6259765625
1947.22,260,1300000,260,15.6868,156.7502,2294.24,-9698.796875
1947.81,261,1305000,261,15.4588,156.5249,2267.1,-9713.681640625
1958.89,262,1310000,262,15.5542,156.5676,2297.16,-9760.8701171875
1951.93,263,1315000,263,15.4868,156.5853,2278.0,-9750.4794921875
1942.79,264,1320000,264,15.375,156.634,2269.96,-9822.306640625
1945.77,265,1325000,265,15.5494,156.7266,2255.04,-9839.7177734375
1948.09,266,1330000,266,15.4141,156.6504,2264.16,-9877.564453125
1924.76,267,1335000,267,15.3979,156.6639,2237.78,-9903.7490234375
1926.6,268,1340000,268,15.4546,156.578,2241.97,-9913.9638671875
1945.08,269,1345000,269,15.3375,156.5533,2262.31,-9967.2294921875
1909.25,270,1350000,270,15.5308,156.6834,2272.02,-9969.19921875
1928.37,271,1355000,271,15.3642,156.6977,2281.06,-9996.8974609375
1967.35,272,1360000,272,15.4947,156.6969,2279.39,-10034.888671875
1945.9,273,1365000,273,15.474,156.4918,2275.25,-10048.0234375
1932.92,274,1370000,274,15.4085,156.5791,2263.25,-10101.107421875
1941.13,275,1375000,275,15.5037,156.7019,2267.53,-10136.5634765625
1926.79,276,1380000,276,15.5017,156.6414,2289.41,-10149.79296875
1957.01,277,1385000,277,15.4577,156.6999,2282.32,-10181.802734375
1942.83,278,1390000,278,15.3667,156.6515,2275.28,-10222.4296875
1958.17,279,1395000,279,15.5186,156.6659,2280.79,-10240.4296875
1962.13,280,1400000,280,15.2983,156.6596,2288.14,-10306.2060546875
1951.91,281,1405000,281,15.45,156.5814,2272.82,-10300.6337890625
1929.13,282,1410000,282,15.4578,156.7893,2261.51,-10350.625
1921.88,283,1415000,283,15.2973,156.7328,2270.96,-10377.869140625
1944.65,284,1420000,284,15.4917,156.6573,2277.74,-10413.7421875
1932.49,285,1425000,285,15.4455,156.6893,2256.52,-10433.0869140625
1936.42,286,1430000,286,15.3895,156.6403,2281.79,-10436.94921875
1951.05,287,1435000,287,15.3787,156.5326,2281.4,-10465.0078125
1923.26,288,1440000,288,15.479,156.5775,2264.61,-10513.4091796875
1945.53,289,1445000,289,15.289,156.6446,2270.73,-10528.474609375
1931.32,290,1450000,290,15.3441,156.5899,2265.64,-10566.7734375
1929.14,291,1455000,291,15.5901,156.6805,2285.98,-10593.64453125
1922.23,292,1460000,292,15.3558,156.549,2150.87,-10585.4404296875
1930.11,293,1465000,293,15.4737,156.728,2282.5,-10640.30859375
1956.66,294,1470000,294,15.2864,156.5723,2172.21,-10632.4013671875
1936.24,295,1475000,295,15.4807,156.6546,2293.49,-10705.359375
1942.14,296,1480000,296,15.4049,156.63,2285.4,-10734.5341796875
1952.76,297,1485000,297,15.4578,156.6227,2296.05,-10770.369140625
1956.97,298,1490000,298,15.6334,156.6197,2298.49,-10807.5185546875
1954.51,299,1495000,299,15.5121,156.6317,2294.04,-10831.50390625
1949.04,300,1500000,300,15.5125,156.5526,2296.38,-10854.546875
1946.66,301,1505000,301,15.3872,156.8528,2297.02,-10862.7412109375
1956.85,302,1510000,302,15.4417,156.4878,2316.1,-10899.1376953125
1943.13,303,1515000,303,15.5158,156.679,2301.88,-10954.0390625
1951.11,304,1520000,304,15.409,156.7437,2299.17,-10964.7734375
1966.07,305,1525000,305,15.3462,156.8431,2289.64,-10990.888671875
1949.09,306,1530000,306,15.5195,156.6477,2303.9,-11061.634765625
1946.74,307,1535000,307,15.5783,156.5394,2301.55,-11057.08203125
1961.03,308,1540000,308,15.5724,156.6176,2308.01,-11097.1376953125
1952.02,309,1545000,309,15.4865,156.7026,2294.79,-11104.9453125
1937.81,310,1550000,310,15.4693,156.6633,2300.55,-11162.5615234375
1974.36,311,1555000,311,15.6002,156.4232,2293.61,-11170.59765625
1933.26,312,1560000,312,15.4674,156.5571,2284.64,-11194.7744140625
1964.68,313,1565000,313,15.4642,156.7041,2304.87,-11219.0810546875
1944.03,314,1570000,314,15.4896,156.6123,2308.44,-11232.6484375
1967.99,315,1575000,315,15.6423,156.6647,2325.52,-11261.181640625
1951.52,316,1580000,316,15.4092,156.648,2292.98,-11300.3818359375
1955.6,317,1585000,317,15.5694,156.5264,2300.38,-11333.7841796875
1959.56,318,1590000,318,15.4939,156.5348,2319.19,-11339.474609375
1949.07,319,1595000,319,15.4939,156.5975,2293.24,-11380.400390625
1962.18,320,1600000,320,15.3278,156.5412,2304.24,-11395.076171875
1967.11,321,1605000,321,15.44,156.569,2319.66,-11440.248046875
1955.65,322,1610000,322,15.4993,156.7495,2318.3,-11470.2607421875
1954.51,323,1615000,323,15.6785,156.5999,2319.4,-11509.767578125
1973.83,324,1620000,324,15.6016,156.625,2321.35,-11531.43359375
1973.37,325,1625000,325,15.498,156.7479,2322.51,-11554.5517578125
1963.8,326,1630000,326,15.6071,156.7938,2317.53,-11566.009765625
1971.52,327,1635000,327,15.5409,156.5087,2314.16,-11576.0263671875
1946.99,328,1640000,328,15.6154,156.5367,2303.48,-11590.9296875
1961.54,329,1645000,329,15.5829,156.7021,2309.55,-11638.2353515625
1951.66,330,1650000,330,15.527,156.5851,2314.92,-11646.5166015625
1966.35,331,1655000,331,15.3352,156.6165,2319.09,-11649.984375
1985.56,332,1660000,332,15.7298,156.6667,2318.45,-11725.2333984375
1955.26,333,1665000,333,15.452,156.5821,2318.47,-11731.892578125
1958.6,334,1670000,334,15.3456,156.6609,2302.87,-11715.330078125
1964.77,335,1675000,335,15.413,156.6885,2316.04,-11756.98046875
1967.47,336,1680000,336,15.6979,156.5927,2319.32,-11771.2490234375
1961.36,337,1685000,337,15.4178,156.6999,2320.87,-11803.2353515625
1962.91,338,1690000,338,15.564,156.6669,2310.7,-11822.9326171875
1981.94,339,1695000,339,15.463,156.5145,2348.45,-11868.7626953125
1977.7,340,1700000,340,15.342,156.5592,2326.16,-11854.5224609375
1968.42,341,1705000,341,15.3978,156.6234,2327.83,-11872.904296875
1971.05,342,1710000,342,15.5407,156.556,2317.92,-11943.04296875
1953.24,343,1715000,343,15.2722,156.5245,2310.66,-11930.8837890625
1963.84,344,1720000,344,15.3905,156.7278,2325.7,-11965.181640625
1986.92,345,1725000,345,15.5921,156.5683,2324.22,-12007.2060546875
1974.41,346,1730000,346,15.3937,156.524,2318.03,-11977.798828125
1939.82,347,1735000,347,15.4897,156.573,2299.03,-12034.904296875
1980.51,348,1740000,348,15.4332,156.4797,2333.73,-12050.7236328125
1976.4,349,1745000,349,15.3794,156.4808,2324.89,-12045.888671875
1985.65,350,1750000,350,15.591,156.5444,2330.64,-12087.1279296875
1954.59,351,1755000,351,15.4025,156.6584,2299.71,-12110.8974609375
1985.19,352,1760000,352,15.3638,156.5877,2316.34,-12146.533203125
1958.28,353,1765000,353,15.4336,156.5695,2318.63,-12135.1240234375
1976.62,354,1770000,354,15.4569,156.4852,2327.07,-12183.330078125
1987.85,355,1775000,355,15.1901,156.6663,2324.38,-12170.9814453125
1973.06,356,1780000,356,15.5129,156.4584,2322.85,-12218.6201171875
1987.85,357,1785000,357,15.772,156.6088,2334.52,-12269.2705078125
1970.61,358,1790000,358,15.4817,156.6983,2323.73,-12268.0390625
1951.52,359,1795000,359,15.4275,156.6415,2313.56,-12284.9716796875
