Real Sto Return,Real Det Return,Running Forward KL,Reward Loss,Running Update Time,Running Env Steps,Itration,Running Reverse KL
1893.36,2266.85,156.8188,-73143.109375,395,1975000,395,14.9377
1880.49,2262.48,156.6601,-73092.140625,396,1980000,396,15.0305
1902.75,2264.9,156.6245,-73000.484375,397,1985000,397,15.1023
1915.13,2286.52,156.7116,-73205.890625,398,1990000,398,15.0045
1908.63,2289.76,156.6558,-73278.828125,399,1995000,399,15.1775
1920.13,2285.78,156.7381,-73360.90625,400,2000000,400,15.2222
1907.6,2266.4,156.6942,-73675.5859375,401,2005000,401,15.1609
1912.4,2282.92,156.5853,-73682.5625,402,2010000,402,15.2075
1922.01,2284.37,156.6335,-73690.5234375,403,2015000,403,15.0951
1916.68,2268.09,156.5961,-73756.1015625,404,2020000,404,15.1218
1891.88,2256.64,156.6406,-73905.6875,405,2025000,405,15.0807
1939.56,2296.03,156.5912,-74198.5546875,406,2030000,406,15.2398
1891.69,2277.4,156.6385,-74154.171875,407,2035000,407,15.1685
1912.09,2265.6,156.6764,-74332.203125,408,2040000,408,15.054
1905.8,2247.9,156.5716,-74184.6953125,409,2045000,409,15.0493
1867.28,2230.03,156.6082,-74607.8671875,410,2050000,410,15.2341
1893.44,2274.32,156.519,-74061.1875,411,2055000,411,14.922
1873.52,2241.01,156.6369,-74355.46875,412,2060000,412,14.8988
1897.07,2250.72,156.575,-74406.546875,413,2065000,413,15.101
1918.23,2258.72,156.5574,-74382.203125,414,2070000,414,14.9471
1833.59,2214.55,156.5738,-74306.2734375,415,2075000,415,15.0238
1935.81,2285.9,156.5904,-74728.0703125,416,2080000,416,15.062
1904.19,2262.01,156.6082,-74866.0390625,417,2085000,417,15.0906
1888.52,2268.77,156.5581,-74507.4765625,418,2090000,418,15.1072
1910.38,2263.84,156.6974,-75072.3828125,419,2095000,419,15.0777
1929.63,2275.37,156.6075,-75429.046875,420,2100000,420,14.9815
1912.56,2279.52,156.6202,-75146.8671875,421,2105000,421,14.9706
1921.38,2310.43,156.6979,-75564.828125,422,2110000,422,14.9848
1919.78,2281.34,156.6897,-75463.4453125,423,2115000,423,15.2134
1904.13,2270.05,156.7642,-75759.59375,424,2120000,424,15.1591
1925.8,2303.2,156.6526,-75739.7421875,425,2125000,425,15.1238
1920.64,2289.99,156.6474,-75681.5078125,426,2130000,426,15.1791
1934.66,2293.77,156.7303,-75664.6875,427,2135000,427,15.1187
1938.05,2300.71,156.578,-76025.0546875,428,2140000,428,15.183
1919.82,2290.49,156.6729,-75483.875,429,2145000,429,14.9642
1932.54,2304.31,156.5949,-76435.2109375,430,2150000,430,15.2582
1939.73,2289.09,156.5856,-76106.2109375,431,2155000,431,15.1316
1936.07,2299.85,156.6937,-76249.9765625,432,2160000,432,15.2784
1927.82,2295.9,156.6659,-76242.0234375,433,2165000,433,15.19
1920.47,2289.42,156.7351,-76551.0,434,2170000,434,15.1141
1925.96,2283.75,156.5945,-76202.234375,435,2175000,435,15.2349
1937.0,2299.85,156.6301,-76772.4296875,436,2180000,436,15.3308
1962.9,2318.79,156.6131,-76462.421875,437,2185000,437,15.2907
1956.29,2295.5,156.5562,-76883.78125,438,2190000,438,15.3939
1904.1,2244.46,156.7036,-76296.0859375,439,2195000,439,15.2661
1966.1,2303.59,156.5297,-77062.109375,440,2200000,440,15.465
1918.22,2281.17,156.6512,-76837.7421875,441,2205000,441,15.2106
1923.51,2251.48,156.6756,-76596.3046875,442,2210000,442,15.1985
1917.04,2275.39,156.73,-76881.25,443,2215000,443,15.0661
1938.37,2296.66,156.6542,-76809.4765625,444,2220000,444,15.2157
1920.07,2281.9,156.7506,-76741.96875,445,2225000,445,15.1853
1892.34,2202.04,156.5056,-76985.390625,446,2230000,446,15.0831
1916.6,2273.85,156.5604,-77251.3828125,447,2235000,447,15.2105
1929.05,2284.87,156.7864,-77719.78125,448,2240000,448,15.2216
1953.21,2274.47,156.525,-77587.578125,449,2245000,449,15.173
1897.44,2255.18,156.6622,-77490.4375,450,2250000,450,15.2752
1925.26,2284.06,156.4753,-77452.40625,451,2255000,451,15.0377
1931.32,2282.35,156.4974,-77583.203125,452,2260000,452,15.1187
1933.17,2302.18,156.718,-77727.09375,453,2265000,453,15.3304
1921.61,2295.63,156.6392,-77620.5390625,454,2270000,454,15.2441
1918.76,2283.98,156.7347,-77980.234375,455,2275000,455,15.0975
1945.37,2279.79,156.7029,-78088.2109375,456,2280000,456,15.1989
1912.09,2259.91,156.631,-77724.7734375,457,2285000,457,15.1946
1945.31,2301.61,156.6172,-78112.6328125,458,2290000,458,15.1695
1946.57,2287.73,156.5565,-78001.96875,459,2295000,459,15.1874
1950.98,2276.99,156.625,-78151.8125,460,2300000,460,15.3284
1947.04,2283.17,156.5202,-77908.6171875,461,2305000,461,15.2247
1949.03,2291.1,156.503,-77974.953125,462,2310000,462,15.1069
1908.77,2267.07,156.4712,-78411.4375,463,2315000,463,15.2536
1966.51,2327.76,156.7004,-78588.6015625,464,2320000,464,15.149
1954.72,2305.67,156.5734,-78433.3828125,465,2325000,465,15.1035
1960.89,2320.06,156.4975,-78750.8125,466,2330000,466,15.2417
1938.6,2297.32,156.6442,-78669.109375,467,2335000,467,15.1904
1937.67,2288.89,156.5679,-78697.6875,468,2340000,468,15.2656
1926.04,2261.59,156.5715,-78396.8671875,469,2345000,469,14.94
1845.15,278.92,156.4743,-78440.5234375,470,2350000,470,15.1083
1937.7,2334.47,156.7379,-78845.1953125,471,2355000,471,15.2671
1941.89,2286.92,156.4437,-78793.3828125,472,2360000,472,15.1092
1927.43,2298.18,156.5863,-78797.671875,473,2365000,473,15.2858
1921.42,2281.37,156.647,-79368.7109375,474,2370000,474,15.0817
1861.77,2157.98,156.5974,-78995.5546875,475,2375000,475,15.0529
1836.15,2220.87,156.554,-78522.1953125,476,2380000,476,14.9554
1917.87,2245.57,156.5256,-79379.7109375,477,2385000,477,15.187
1915.97,1211.17,156.4498,-79327.109375,478,2390000,478,15.0576
1878.85,2251.33,156.3664,-79919.359375,479,2395000,479,15.0917
1961.52,2316.26,156.5508,-79678.921875,480,2400000,480,15.2236
1969.39,2329.42,156.5735,-79897.7265625,481,2405000,481,15.2855
1678.81,1768.38,156.5066,-79162.15625,482,2410000,482,14.8572
1940.83,2298.94,156.6611,-79770.203125,483,2415000,483,15.2416
1946.54,2306.82,156.6862,-79774.171875,484,2420000,484,15.1198
1925.97,2308.13,156.5937,-80227.9921875,485,2425000,485,15.1195
1936.35,2302.41,156.6386,-79941.484375,486,2430000,486,15.1896
1901.56,2269.39,156.6122,-79594.7578125,487,2435000,487,15.0663
1900.51,2220.87,156.5896,-79866.53125,488,2440000,488,14.9172
1930.72,2289.07,156.7623,-80290.3828125,489,2445000,489,15.1418
1931.61,2300.75,156.6939,-80249.1015625,490,2450000,490,15.0204
1939.04,2296.81,156.4649,-80262.1484375,491,2455000,491,15.1431
1941.83,2328.75,156.6083,-80442.2109375,492,2460000,492,15.237
1925.19,2307.53,156.6417,-80567.5703125,493,2465000,493,15.1939
1931.93,2304.53,156.4033,-80697.078125,494,2470000,494,15.3486
1922.94,2307.03,156.526,-80504.8828125,495,2475000,495,15.1228
1946.82,2325.23,156.5876,-80515.984375,496,2480000,496,15.1296
1971.71,2326.87,156.537,-80850.4765625,497,2485000,497,15.2948
1910.66,2301.19,156.5219,-80755.8828125,498,2490000,498,14.8495
1928.19,2322.45,156.3828,-81014.5234375,499,2495000,499,14.8347
1935.32,2313.29,156.5105,-80515.8984375,500,2500000,500,14.9851
1940.9,2302.61,156.6082,-80999.3515625,501,2505000,501,15.0549
1981.17,2330.87,156.4657,-80802.046875,502,2510000,502,15.1608
1958.09,2318.73,156.509,-80929.203125,503,2515000,503,15.005
1952.54,2310.33,156.6642,-80883.2578125,504,2520000,504,15.0522
1956.57,2308.95,156.4414,-81377.5625,505,2525000,505,15.0339
1934.74,2306.45,156.5463,-81056.3828125,506,2530000,506,14.8714
1929.11,2256.79,156.3686,-81065.8046875,507,2535000,507,15.0496
1957.39,2315.95,156.5839,-81356.203125,508,2540000,508,15.0865
1933.9,2289.94,156.5305,-81278.890625,509,2545000,509,15.1558
1953.96,2321.29,156.5771,-81643.6328125,510,2550000,510,14.9684
1945.51,2287.64,156.6582,-81131.125,511,2555000,511,14.9928
1926.87,2283.09,156.6903,-81329.359375,512,2560000,512,14.8484
1946.46,2290.55,156.6096,-81397.4296875,513,2565000,513,15.0439
1915.39,2260.94,156.3683,-81659.0234375,514,2570000,514,14.8767
1934.2,2299.53,156.5716,-81452.125,515,2575000,515,14.9677
1943.93,2305.89,156.475,-81614.3828125,516,2580000,516,14.9768
1955.34,2317.51,156.5465,-81664.0859375,517,2585000,517,14.9755
1950.34,2295.7,156.5441,-81415.3671875,518,2590000,518,14.9198
1926.68,2299.44,156.563,-81592.9921875,519,2595000,519,15.0527
1921.94,2300.64,156.4903,-81789.3671875,520,2600000,520,15.0108
1929.34,2279.42,156.5702,-81878.6171875,521,2605000,521,14.9416
1921.73,2313.04,156.5236,-81719.890625,522,2610000,522,14.8981
1944.65,2293.81,156.3642,-82178.546875,523,2615000,523,15.1062
1870.23,2251.54,156.535,-82060.609375,524,2620000,524,14.9058
1902.37,2272.38,156.4817,-81981.0703125,525,2625000,525,14.7812
1964.14,2307.56,156.5566,-82341.390625,526,2630000,526,14.8685
1957.28,2305.7,156.6297,-82360.1953125,527,2635000,527,15.1269
1896.83,2207.98,156.5486,-82143.8046875,528,2640000,528,14.8869
1901.64,2209.72,156.4527,-81687.1796875,529,2645000,529,14.7974
1906.39,2289.87,156.5542,-82394.109375,530,2650000,530,14.886
1829.19,2294.22,156.5484,-82231.1484375,531,2655000,531,14.9392
1905.01,2216.48,156.4601,-82133.109375,532,2660000,532,14.7072
1891.51,2272.3,156.4686,-82284.015625,533,2665000,533,14.7084
1918.28,2309.46,156.5972,-82633.234375,534,2670000,534,14.9679
1915.35,2039.67,156.4303,-83245.96875,535,2675000,535,15.1296
1787.53,2152.12,156.4545,-83853.7109375,536,2680000,536,15.0528
1710.18,2018.61,156.5706,-83510.203125,537,2685000,537,15.0703
459.82,527.86,157.3935,-84140.7890625,538,2690000,538,12.6453
1563.17,1803.99,156.6522,-83893.7265625,539,2695000,539,15.8498
1914.56,2298.11,156.4171,-83095.7421875,540,2700000,540,15.2688
1716.6,79.87,156.613,-81862.1953125,541,2705000,541,14.7633
1926.48,2227.82,156.5215,-83000.9765625,542,2710000,542,15.3586
1951.46,2293.62,156.4076,-83259.6171875,543,2715000,543,15.3593
1914.24,2280.59,156.4202,-83444.4453125,544,2720000,544,15.133
1693.51,2044.79,156.2874,-83964.03125,545,2725000,545,15.2042
1920.55,2252.62,156.4055,-82983.015625,546,2730000,546,15.1516
1956.83,2303.87,156.5549,-83545.8125,547,2735000,547,15.1496
1940.56,2303.21,156.665,-83579.4453125,548,2740000,548,15.2861
1938.39,2315.2,156.4522,-84010.5234375,549,2745000,549,15.1511
1953.19,2319.28,156.4868,-83857.953125,550,2750000,550,15.1298
1939.37,2318.09,156.5519,-84011.4765625,551,2755000,551,15.0871
1919.53,2286.41,156.5961,-83911.421875,552,2760000,552,14.9438
1926.05,2292.31,156.5647,-83849.7890625,553,2765000,553,14.9556
1925.21,2300.99,156.3919,-83931.3359375,554,2770000,554,14.7873
1937.38,2315.5,156.7437,-84212.3984375,555,2775000,555,15.0249
1947.26,2298.62,156.4831,-84179.015625,556,2780000,556,15.1118
1933.01,2301.46,156.5434,-84150.984375,557,2785000,557,15.0017
1926.28,2292.94,156.4559,-84006.8828125,558,2790000,558,14.9437
1928.36,2295.83,156.5131,-84125.9296875,559,2795000,559,14.6919
1948.07,2308.98,156.4779,-84190.0546875,560,2800000,560,14.9546
1965.06,2322.2,156.589,-84301.3359375,561,2805000,561,14.8869
1950.35,2317.8,156.5037,-84324.78125,562,2810000,562,14.878
1920.37,2289.69,156.5123,-84304.53125,563,2815000,563,14.9505
1932.3,2305.53,156.4895,-84238.2109375,564,2820000,564,15.0599
1971.72,2332.21,156.5405,-84404.4765625,565,2825000,565,14.9063
1960.06,2314.0,156.571,-84261.703125,566,2830000,566,14.8751
1974.86,2329.08,156.6324,-84476.328125,567,2835000,567,14.9118
1971.02,2316.55,156.6803,-84421.9921875,568,2840000,568,14.7638
1966.54,2326.22,156.5265,-84652.1953125,569,2845000,569,14.7633
1990.58,2327.62,156.4597,-84670.7265625,570,2850000,570,14.955
1967.4,2302.45,156.6048,-84731.2890625,571,2855000,571,14.9041
1914.19,2257.7,156.4675,-84487.03125,572,2860000,572,14.6897
1809.2,2158.36,156.4836,-84023.203125,573,2865000,573,14.5691
1932.77,2269.21,156.4897,-84804.1953125,574,2870000,574,15.0403
1917.98,2251.88,156.451,-84623.7734375,575,2875000,575,14.706
1925.13,2262.28,156.5265,-84773.109375,576,2880000,576,14.796
1908.04,2248.61,156.6803,-84649.359375,577,2885000,577,14.8756
1904.63,2228.82,156.6821,-84499.9453125,578,2890000,578,14.6721
1660.7,2013.56,156.6962,-84221.1875,579,2895000,579,14.298
447.05,515.4,157.9922,-82566.7890625,580,2900000,580,13.4184
1241.56,1597.54,156.9814,-84966.9375,581,2905000,581,13.5932
1917.24,2253.22,156.6339,-85198.640625,582,2910000,582,14.5144
1969.25,2298.68,156.437,-85430.640625,583,2915000,583,14.7939
1965.46,2291.63,156.5724,-85060.8203125,584,2920000,584,14.9674
1976.49,2303.09,156.4008,-85358.65625,585,2925000,585,14.9417
1966.22,2307.52,156.6016,-84966.5546875,586,2930000,586,14.8259
1930.56,2256.72,156.4754,-85066.1328125,587,2935000,587,14.8855
1982.52,2310.46,156.5639,-85749.6875,588,2940000,588,15.0309
1959.49,2265.15,156.4705,-85460.28125,589,2945000,589,14.9635
1921.84,2280.85,156.5712,-85862.640625,590,2950000,590,15.0583
1933.73,2242.56,156.5982,-85364.859375,591,2955000,591,15.0185
1933.3,2253.93,156.5498,-85592.4296875,592,2960000,592,15.0139
1935.28,2277.58,156.6814,-85665.9296875,593,2965000,593,14.9061
1929.3,2269.9,156.6105,-85886.3828125,594,2970000,594,14.9529
1938.71,2227.9,156.5404,-85754.390625,595,2975000,595,14.9132
1939.15,2269.89,156.6281,-85756.3046875,596,2980000,596,14.7443
1929.98,2268.07,156.5389,-85749.140625,597,2985000,597,14.7989
1931.54,2292.51,156.7679,-85931.78125,598,2990000,598,14.8988
1937.37,2296.22,156.4729,-85995.546875,599,2995000,599,15.019
