Running Env Steps,Real Sto Return,Real Det Return,Running Forward KL,Itration,Running Reverse KL,Running Update Time,Reward Loss
1960000,4555.5,5420.79,83.5667,392,78.7937,392,-61698.1171875
1965000,4916.39,5328.15,84.1025,393,75.8345,393,-61612.69140625
1970000,4487.65,4995.35,84.8893,394,79.8478,394,-62113.046875
1975000,4902.71,5392.8,87.4819,395,80.3156,395,-63018.35546875
1980000,4132.04,5477.84,86.1365,396,78.0083,396,-62672.11328125
1985000,4894.07,5685.12,85.9518,397,80.341,397,-62741.10546875
1990000,4640.47,5607.52,78.2173,398,73.6958,398,-60288.0234375
1995000,4775.35,5414.57,87.835,399,83.1624,399,-63254.1875
2000000,4396.93,5170.32,85.3235,400,77.4797,400,-62997.73046875
2005000,4647.44,5515.74,85.9718,401,80.7249,401,-63767.5
2010000,5300.51,5424.48,84.5449,402,78.423,402,-63565.4921875
2015000,5158.02,5597.36,82.4994,403,77.1923,403,-62666.58984375
2020000,5071.96,5463.34,85.6211,404,78.164,404,-63820.2734375
2025000,5135.8,5100.39,89.2621,405,80.7849,405,-64659.48046875
2030000,4925.67,5234.52,86.8321,406,81.8502,406,-64347.7890625
2035000,4376.22,5709.07,79.2403,407,74.6291,407,-62334.734375
2040000,4914.75,5465.29,86.1439,408,78.2692,408,-64336.81640625
2045000,5250.84,5661.63,82.5584,409,75.9468,409,-63626.32421875
2050000,5082.68,5660.69,86.25,410,80.6481,410,-64967.59375
2055000,4678.68,5379.6,86.9905,411,80.7452,411,-65100.5
2060000,4579.68,5424.51,86.6832,412,81.3596,412,-65508.9765625
2065000,4026.95,5419.94,86.1342,413,81.0591,413,-65670.2421875
2070000,4712.43,5301.34,85.2717,414,81.5839,414,-65258.234375
2075000,4834.0,5352.85,87.6035,415,84.3881,415,-65796.3203125
2080000,4609.31,5442.74,79.0559,416,77.661,416,-62923.67578125
2085000,5381.32,5203.56,82.8115,417,81.1827,417,-65115.390625
2090000,5130.03,5429.54,88.0924,418,83.2017,418,-66148.3125
2095000,5158.98,5638.58,80.5148,419,77.3308,419,-63295.5234375
2100000,5329.01,5559.59,86.8491,420,82.7924,420,-66416.859375
2105000,5068.91,5468.25,77.7693,421,75.9712,421,-62446.203125
2110000,4426.52,5166.4,82.0227,422,78.7188,422,-65308.34375
2115000,4843.39,5414.97,87.1261,423,80.1244,423,-66638.0390625
2120000,4264.61,5362.91,86.5503,424,81.0083,424,-66681.5234375
2125000,4770.5,5463.34,89.34,425,86.7446,425,-67621.375
2130000,4540.48,5172.44,82.6754,426,76.6039,426,-63444.0703125
2135000,4512.9,5383.17,85.49,427,82.791,427,-66806.28125
2140000,3927.32,4869.47,84.6104,428,80.8054,428,-66942.3125
2145000,5090.12,5255.37,88.5086,429,86.0404,429,-68081.828125
2150000,5249.92,5668.31,87.7108,430,85.1496,430,-68111.46875
2155000,4646.75,5551.23,87.1437,431,86.0387,431,-68399.4609375
2160000,4691.86,5362.74,88.3624,432,85.684,432,-68141.46875
2165000,4656.81,5666.49,85.9723,433,80.5056,433,-67892.421875
2170000,5327.32,4893.31,88.0883,434,84.8979,434,-68596.796875
2175000,4568.41,5415.88,83.7361,435,82.1815,435,-67409.15625
2180000,4832.11,5632.06,87.1126,436,85.6543,436,-68807.015625
2185000,4761.39,5487.79,89.6364,437,84.9849,437,-69033.8203125
2190000,4794.3,5396.18,88.4671,438,83.667,438,-69179.46875
2195000,5071.93,5560.11,88.5634,439,84.0858,439,-69016.7265625
2200000,5141.86,5402.04,88.781,440,86.0334,440,-69561.46875
2205000,5066.4,5609.65,87.2251,441,84.4758,441,-69245.8671875
2210000,5022.14,5331.38,89.7978,442,84.8748,442,-69926.65625
2215000,5343.3,5596.56,89.0266,443,86.1803,443,-69872.7421875
2220000,5246.47,5339.64,86.9769,444,83.1012,444,-69791.359375
2225000,5060.27,5503.52,80.4678,445,78.5543,445,-66333.75
2230000,4865.69,5469.88,84.8224,446,79.9916,446,-68077.453125
2235000,4704.71,5534.87,87.5452,447,84.7076,447,-70117.7421875
2240000,4869.54,5461.25,89.7257,448,90.7944,448,-70421.40625
2245000,4540.31,5540.36,80.5693,449,77.3954,449,-64538.9921875
2250000,4491.23,5320.27,80.8871,450,77.2611,450,-64627.66796875
2255000,5287.11,5520.6,79.9933,451,78.8197,451,-66983.2109375
2260000,4661.49,5249.9,87.0911,452,84.6691,452,-70727.390625
2265000,5001.94,5565.31,86.862,453,86.2378,453,-70560.03125
2270000,5371.29,5622.42,87.5992,454,82.6959,454,-70761.6484375
2275000,5333.84,4775.34,83.3113,455,80.2088,455,-68688.7421875
2280000,5168.51,5309.66,83.2206,456,85.477,456,-67358.9296875
2285000,5119.03,5720.84,84.7811,457,78.5804,457,-70328.8046875
2290000,4802.37,5483.02,86.8381,458,85.1282,458,-70962.8046875
2295000,4827.55,5515.74,80.5832,459,78.7129,459,-66748.8828125
2300000,5001.31,5602.8,87.0956,460,86.1896,460,-71422.84375
2305000,4381.16,5335.34,82.6865,461,79.8039,461,-69283.9375
2310000,4907.57,5633.06,85.0738,462,82.6252,462,-71371.9453125
2315000,4798.52,4747.89,82.7192,463,80.0819,463,-69325.75
2320000,5294.22,5160.03,86.8888,464,84.0921,464,-71428.578125
2325000,5055.74,4893.05,89.0473,465,86.7354,465,-72420.375
2330000,5120.33,5357.32,83.7369,466,83.3624,466,-71688.3203125
2335000,5391.48,5593.66,86.8668,467,84.7998,467,-71938.8203125
2340000,4957.27,5226.08,89.9095,468,89.4926,468,-72544.9921875
2345000,4784.08,5642.1,85.5002,469,81.5364,469,-70979.75
2350000,5305.54,5596.15,87.8439,470,84.3569,470,-72211.2578125
2355000,5154.16,5590.48,86.9715,471,82.7157,471,-72776.0859375
2360000,4755.63,5470.76,89.1161,472,86.9538,472,-72974.609375
2365000,5221.31,5440.85,81.5553,473,79.1355,473,-69607.1328125
2370000,5065.8,5304.58,90.1205,474,88.0173,474,-73236.65625
2375000,5239.27,5340.52,90.3259,475,89.2586,475,-73486.890625
2380000,4957.65,5500.81,87.6122,476,85.2222,476,-72786.1015625
2385000,5024.21,5576.79,88.5208,477,85.1899,477,-73486.1015625
2390000,4955.29,5485.33,88.1919,478,87.484,478,-73233.171875
2395000,5212.43,5595.38,86.8323,479,85.4296,479,-73796.671875
2400000,5160.15,5280.73,86.9495,480,87.2785,480,-73884.171875
2405000,5135.35,5581.4,88.1454,481,88.3387,481,-74208.9609375
2410000,5081.59,5505.07,84.701,482,85.2783,482,-70063.0234375
2415000,5020.03,4723.75,86.7906,483,84.518,483,-73918.234375
2420000,5243.49,5583.83,88.3208,484,85.7207,484,-73910.4140625
2425000,5317.46,5513.73,91.6032,485,89.8353,485,-74819.1171875
2430000,4395.71,4906.21,81.7027,486,79.1594,486,-70438.96875
2435000,5086.52,5194.88,89.4592,487,88.9874,487,-75018.375
2440000,5206.42,5547.78,83.2722,488,81.2133,488,-70652.9140625
2445000,4781.38,5422.22,87.9124,489,83.7625,489,-74342.03125
2450000,5050.31,5510.61,87.4866,490,87.4101,490,-74667.5546875
2455000,5228.7,5383.92,87.0544,491,85.7118,491,-74412.9375
2460000,4790.59,5453.89,88.9786,492,87.3391,492,-75074.125
2465000,4291.6,5601.21,84.941,493,82.6529,493,-73260.6171875
2470000,4925.53,5544.57,90.7338,494,89.8173,494,-75301.421875
2475000,737.04,959.06,66.3143,495,41.1931,495,-29440.013671875
2480000,4351.66,4521.98,87.3375,496,87.1058,496,-70902.96875
2485000,4993.85,5095.54,90.7516,497,85.6364,497,-75035.1015625
2490000,4468.53,5410.63,86.6237,498,84.2535,498,-73319.0078125
2495000,4785.19,5523.9,88.1758,499,89.0999,499,-75173.1328125
2500000,4743.64,5308.61,87.4717,500,84.8897,500,-72856.6171875
2505000,4772.02,5492.43,90.7612,501,90.6707,501,-75991.5546875
2510000,4043.06,5473.89,89.4158,502,87.5494,502,-75622.8984375
2515000,4976.58,5596.25,84.6077,503,86.3372,503,-74440.90625
2520000,4502.45,5226.02,90.3936,504,92.2863,504,-76380.2421875
2525000,5345.36,5348.25,88.8809,505,90.046,505,-76583.0859375
2530000,4976.14,5214.63,88.845,506,90.3924,506,-76504.140625
2535000,4656.59,5340.28,88.9618,507,89.1449,507,-76712.265625
2540000,4407.18,5318.34,88.1723,508,88.3065,508,-76503.6953125
2545000,5008.62,5253.58,92.3954,509,92.5319,509,-77147.09375
2550000,4723.89,5593.73,90.1992,510,89.0384,510,-77147.59375
2555000,4940.34,5442.85,89.9235,511,90.3492,511,-77117.5390625
2560000,4895.8,5585.72,88.941,512,89.9148,512,-77315.7578125
2565000,4800.25,5612.56,87.3779,513,87.0987,513,-76861.796875
2570000,4847.34,5649.94,89.1336,514,86.683,514,-77308.4296875
2575000,4714.55,5089.24,90.09,515,88.4233,515,-77648.6640625
2580000,4558.92,5312.74,90.3413,516,92.0388,516,-77829.703125
2585000,4924.23,5205.14,90.7404,517,93.5549,517,-78065.65625
2590000,5268.01,5491.17,88.9494,518,92.1372,518,-77983.1875
2595000,5242.55,5302.71,88.1059,519,90.6208,519,-78204.125
2600000,4959.31,5395.62,88.9326,520,92.9116,520,-77949.109375
2605000,5152.23,5169.16,90.7961,521,91.1281,521,-78260.921875
2610000,5086.89,5382.9,90.3167,522,95.6087,522,-78562.2265625
2615000,4592.37,4930.24,82.4093,523,87.159,523,-74884.09375
2620000,5023.38,5471.33,91.5906,524,92.6695,524,-78735.46875
2625000,5185.6,5266.75,91.6226,525,94.9369,525,-78741.078125
2630000,4911.92,4856.19,88.2595,526,90.7993,526,-78684.6171875
2635000,4983.81,5461.17,92.1013,527,96.5214,527,-78958.171875
2640000,4957.53,5246.59,90.1882,528,91.2772,528,-78844.265625
2645000,4886.91,5151.04,89.0407,529,98.0917,529,-79311.5546875
2650000,4689.52,4790.76,86.9753,530,92.6625,530,-78838.484375
2655000,4952.59,4835.44,87.2475,531,85.8517,531,-78575.140625
2660000,4817.49,5373.47,88.0122,532,89.5544,532,-78625.6015625
2665000,4479.2,5680.14,87.5604,533,91.4345,533,-79093.515625
2670000,4956.31,5502.34,87.9929,534,92.2099,534,-79141.671875
2675000,5026.86,5513.0,86.0396,535,90.724,535,-78134.875
2680000,5186.32,5527.75,88.0935,536,92.5617,536,-79361.140625
2685000,4750.2,5323.92,86.5043,537,85.3949,537,-78535.234375
2690000,5274.17,5455.89,88.6517,538,92.3346,538,-79472.0703125
2695000,4318.85,5410.07,93.2175,539,97.3724,539,-79565.0234375
2700000,4834.07,5124.84,89.5078,540,92.7573,540,-79504.171875
2705000,4963.72,5377.44,84.8383,541,86.5821,541,-76493.3203125
2710000,4910.19,5366.56,87.0305,542,90.3632,542,-79433.1484375
2715000,3989.07,4825.01,85.9155,543,85.8952,543,-79017.28125
2720000,4373.19,5316.71,88.7503,544,95.1043,544,-79914.3125
2725000,4987.74,5117.11,90.569,545,94.9766,545,-80490.890625
2730000,3894.32,4637.8,85.4016,546,89.2927,546,-78376.6953125
2735000,5239.68,5201.5,89.489,547,92.4522,547,-79768.625
2740000,4001.1,5252.09,84.1175,548,85.1093,548,-74754.96875
2745000,4616.31,5180.67,90.0506,549,91.9482,549,-80150.7734375
2750000,4693.3,5369.83,88.3628,550,93.0986,550,-80231.71875
2755000,5186.66,5495.28,89.768,551,89.2615,551,-79857.6328125
2760000,4163.41,5082.43,87.7648,552,90.087,552,-79793.0859375
2765000,4851.14,5239.35,89.3175,553,91.0807,553,-80142.5234375
2770000,4832.45,4665.61,89.7295,554,91.8476,554,-80816.546875
2775000,5044.3,5441.39,90.4927,555,92.2144,555,-80724.2265625
2780000,4866.67,5298.64,87.2985,556,91.1498,556,-80416.4765625
2785000,5135.3,5540.04,91.3583,557,93.8439,557,-80986.328125
2790000,5316.26,5234.52,90.5382,558,92.297,558,-80466.3671875
2795000,4941.47,5509.57,85.8542,559,90.8504,559,-79002.7421875
2800000,4923.46,5687.91,89.1524,560,89.8045,560,-80581.8125
2805000,4854.88,5458.93,91.4698,561,92.7514,561,-80441.6640625
2810000,5032.92,5357.55,90.2453,562,95.571,562,-80991.1328125
2815000,5077.62,5427.45,90.6709,563,93.4259,563,-80889.734375
2820000,4772.82,5204.82,86.6578,564,93.5716,564,-76740.765625
2825000,4898.18,5291.32,93.3592,565,96.9867,565,-81601.53125
2830000,4975.62,4855.51,92.8044,566,98.1656,566,-81498.7578125
2835000,5117.29,5449.47,93.8883,567,95.808,567,-81244.3515625
2840000,4711.14,5519.67,88.3143,568,91.9647,568,-80837.609375
2845000,5050.88,5546.45,89.1633,569,89.7506,569,-80802.421875
2850000,5184.4,5612.76,90.3121,570,92.8147,570,-81302.2734375
2855000,4867.31,5518.13,94.5282,571,97.1665,571,-81839.546875
2860000,4569.72,5547.62,89.6174,572,90.7155,572,-81550.625
2865000,4167.2,5270.06,85.7558,573,87.1142,573,-78869.6328125
2870000,5232.07,5400.18,91.7547,574,96.8874,574,-82044.0859375
2875000,5258.91,5485.08,92.0669,575,96.4638,575,-81970.828125
2880000,5093.44,5319.42,89.8407,576,91.3791,576,-81904.375
2885000,4974.81,5618.71,90.8297,577,89.1472,577,-81644.5078125
2890000,4858.0,5468.29,91.4457,578,96.7714,578,-82480.8046875
2895000,5052.75,5607.27,91.1499,579,88.8224,579,-81798.375
2900000,5331.34,5643.88,92.118,580,92.8735,580,-82267.1171875
2905000,5199.13,5212.88,92.6261,581,92.6989,581,-81969.8515625
2910000,5056.89,5481.85,91.8108,582,92.6094,582,-82152.6484375
2915000,5248.2,5535.55,90.6854,583,91.3813,583,-82346.390625
2920000,5195.51,5573.19,90.4437,584,89.7857,584,-81912.46875
2925000,5175.37,5651.14,90.3563,585,90.9318,585,-82457.6953125
2930000,5010.9,5621.19,90.2261,586,91.173,586,-82261.8828125
2935000,5255.01,5320.81,91.7857,587,95.8078,587,-83010.8046875
2940000,5156.52,5604.32,89.3208,588,89.0338,588,-82191.4140625
2945000,5261.53,5428.03,91.4759,589,89.3904,589,-82382.96875
2950000,4641.76,5566.34,89.5075,590,91.327,590,-82283.46875
2955000,4569.73,5461.6,86.1557,591,87.1546,591,-78443.03125
2960000,4917.41,5512.77,90.223,592,91.1768,592,-82628.9765625
2965000,5300.72,5590.58,88.53,593,89.435,593,-82424.2890625
2970000,5245.87,5437.89,91.0905,594,91.419,594,-82648.59375
2975000,2319.09,3584.07,75.639,595,61.5078,595,-66688.1015625
2980000,4967.71,4669.2,89.2134,596,89.397,596,-77859.609375
2985000,5002.13,5252.62,80.7263,597,76.1812,597,-66879.3125
2990000,5222.21,5416.59,93.3689,598,93.5911,598,-82469.0
2995000,5097.52,5380.37,94.5066,599,97.6203,599,-83616.0234375
