Running Reverse KL,Real Sto Return,Itration,Running Forward KL,Real Det Return
90.5625,4753.53,118,267.4871,5266.57
72.5045,4774.7,119,258.5822,4855.99
66.895,4785.33,120,255.4816,5260.93
62.1907,4618.39,121,255.4806,5199.43
64.5412,4464.93,122,261.4184,5138.06
86.5151,4920.1,123,252.4517,5268.67
97.31,3713.76,124,270.5484,5101.33
64.8093,5033.97,125,254.316,4977.5
75.1263,4307.87,126,247.6769,4559.96
124.4238,4250.55,127,274.4339,4754.95
72.3616,3774.94,128,252.6722,4558.06
78.6868,4631.13,129,259.9195,5297.72
75.1634,3011.33,130,267.0973,4335.42
66.5245,4657.28,131,259.4136,5184.56
106.1288,3978.16,132,272.9788,4827.12
61.7814,5075.37,133,250.1058,5014.66
76.0797,4692.82,134,267.5998,4909.7
61.8828,4718.19,135,252.6368,4286.96
82.7129,4559.17,136,264.0478,5146.53
107.4069,3539.69,137,276.8019,4557.42
69.0709,5022.92,138,256.4103,4563.74
68.9015,5095.94,139,257.3787,5231.35
90.0138,5073.11,140,256.4773,4549.09
64.682,4957.59,141,257.6675,4707.37
66.5099,5132.02,142,255.9981,4752.4
88.0468,4938.43,143,266.3183,3988.41
59.6734,4892.37,144,247.941,5239.25
79.1954,4840.36,145,260.2644,4216.04
73.9864,5108.17,146,263.3114,5130.07
61.5731,5113.31,147,252.7058,4730.97
78.4946,5043.18,148,260.2917,4954.15
68.5967,4915.99,149,260.9271,3600.41
58.8981,4905.93,150,246.5545,4375.25
54.467,4968.46,151,248.4859,5319.97
73.9883,5108.42,152,253.7372,5149.93
66.5082,5052.61,153,254.902,3935.61
62.0959,4924.86,154,254.3052,3797.13
68.5089,4856.08,155,261.2559,4821.98
60.742,4600.13,156,248.7303,4843.61
59.4652,5066.8,157,257.2646,5243.97
71.334,5043.02,158,259.737,5236.73
78.8589,4323.39,159,261.755,2659.34
58.8507,5030.22,160,254.1708,4635.91
93.6654,4704.51,161,256.9945,5097.86
78.8372,4219.24,162,264.1849,4960.06
75.6685,5137.8,163,254.1254,4579.01
51.8132,5005.16,164,248.6979,5253.59
56.0198,5018.98,165,244.8606,5265.57
43.527,5171.41,166,235.1397,5318.68
57.8206,4832.39,167,251.4308,5205.31
60.0665,4982.84,168,254.9206,5201.69
71.1665,4982.46,169,264.4992,5213.79
58.646,4823.06,170,256.6261,4535.22
55.0499,5163.73,171,248.575,4826.88
40.2373,5142.3,172,233.8443,5336.97
38.7025,5147.51,173,231.1562,5221.69
48.8877,5089.43,174,249.1942,5274.44
49.1955,4875.32,175,246.4512,5242.54
66.5626,5013.55,176,248.5055,5145.66
48.9572,5089.72,177,248.4079,5377.72
48.5435,5148.64,178,246.1234,5317.51
53.8003,5099.58,179,241.7331,5317.6
39.5358,5034.7,180,237.7884,5222.69
71.8755,4816.45,181,256.9794,5440.28
54.0221,5157.36,182,245.5548,5362.75
42.7207,5087.97,183,240.6426,5348.05
35.5492,5090.96,184,237.6565,4655.6
61.3247,4586.95,185,251.051,4756.88
40.6367,5087.2,186,235.8118,5055.1
71.9626,4476.2,187,259.808,4001.1
57.4231,4843.76,188,249.5032,5272.06
40.8163,4830.2,189,239.3726,5091.6
44.8438,4879.69,190,246.9348,5199.94
40.6576,4923.6,191,239.3588,5167.35
63.2405,5091.19,192,245.5178,5374.49
65.0806,3694.27,193,248.6718,5138.69
35.5099,4988.43,194,238.1067,5094.6
42.1477,5060.3,195,238.9929,4873.66
38.0423,4955.37,196,234.1849,5322.35
39.2467,4888.91,197,237.2987,5249.8
50.8482,4346.85,198,245.9396,5142.22
43.6601,4787.06,199,242.1837,5162.58
56.4698,4740.66,200,247.9304,5174.85
37.9915,4826.08,201,240.3407,5202.16
44.3116,4655.38,202,244.5557,5236.59
39.3688,4893.91,203,240.8701,4585.55
44.1055,4760.96,204,243.5802,4204.88
43.5473,4941.94,205,247.6123,5087.93
45.1891,4751.83,206,243.9514,3889.04
105.0274,3938.77,207,253.2608,2813.97
78.8737,4631.1,208,256.2533,4860.88
67.3072,5151.81,209,260.6302,5212.49
67.8362,4736.83,210,257.5856,4891.72
77.6796,4640.37,211,266.4352,4672.92
106.065,4428.74,212,266.8685,5126.37
74.4981,4906.51,213,265.2525,3649.94
215.9117,1310.18,214,308.2972,1127.82
72.2587,3549.0,215,264.4386,1929.03
63.4777,3895.59,216,242.3487,3734.15
39.4172,4988.39,217,231.8515,4498.77
39.7586,4813.31,218,236.1293,5174.51
54.4507,5281.49,219,244.6908,5363.07
60.7115,5202.49,220,238.4879,4368.99
43.3188,4724.83,221,236.9036,5000.5
51.1191,4858.32,222,230.7227,4759.63
94.1145,4043.19,223,253.1711,1727.03
67.9279,4465.96,224,238.7096,2538.44
64.4006,3828.27,225,248.754,2751.37
88.7836,3220.48,226,264.265,2994.33
51.1735,4566.7,227,251.3703,4242.3
75.6636,4804.09,228,239.2327,4613.32
53.5322,5195.53,229,237.1606,4997.04
