Reward Loss,Running Update Time,Running Reverse KL,Running Env Steps,Itration,Running Forward KL,Real Sto Return,Real Det Return
-16872.58984375,393,145.2465,1965000,393,347.5835,3881.76,3507.46
-16934.24609375,394,241.003,1970000,394,386.437,1924.46,1735.16
-17711.841796875,395,164.896,1975000,395,341.7231,4109.96,3446.23
-16934.943359375,396,196.6925,1980000,396,382.459,3218.34,2824.49
-18346.51171875,397,204.8885,1985000,397,370.0288,4482.11,4532.95
-18061.59375,398,173.2719,1990000,398,359.9479,4270.38,4652.55
-17844.59375,399,150.303,1995000,399,355.5578,4211.77,4341.46
-17517.3984375,400,196.3755,2000000,400,374.2158,2195.86,2783.95
-17699.349609375,401,165.3611,2005000,401,348.5378,4044.6,3868.06
-18322.853515625,402,184.0603,2010000,402,394.1898,3809.45,4286.5
-17420.810546875,403,149.4275,2015000,403,366.6611,4316.87,4052.19
-18275.455078125,404,159.471,2020000,404,362.6621,4605.19,4020.9
-18256.064453125,405,157.7195,2025000,405,361.8516,4050.84,3933.82
-18349.9609375,406,141.9419,2030000,406,362.8867,4408.51,4576.98
-17982.3671875,407,149.7926,2035000,407,359.3247,4243.56,3547.82
-17161.6640625,408,159.1451,2040000,408,373.1755,3564.02,3182.84
-17514.314453125,409,130.6063,2045000,409,350.224,4336.56,4171.22
-17724.552734375,410,130.5158,2050000,410,349.1104,4366.9,4400.22
-17693.61328125,411,132.8597,2055000,411,353.5512,3746.41,4347.55
-17628.21875,412,145.7068,2060000,412,358.1793,3720.32,3877.31
-17137.5703125,413,143.4408,2065000,413,347.3913,2329.09,2449.63
-15253.751953125,414,207.789,2070000,414,385.3909,1502.61,1918.35
-13949.3154296875,415,139.4108,2075000,415,333.1114,2751.7,3253.48
-15672.7099609375,416,159.1016,2080000,416,351.3493,3130.33,2369.28
-16174.3359375,417,105.5067,2085000,417,341.8936,3671.11,4020.99
-16952.189453125,418,151.208,2090000,418,352.519,3934.88,4099.31
-15870.6416015625,419,111.9817,2095000,419,330.3366,4178.94,4415.93
-15466.138671875,420,133.1992,2100000,420,341.8742,3815.59,4274.81
-14334.4423828125,421,165.9602,2105000,421,356.8378,4381.43,4277.76
-15533.8916015625,422,152.6887,2110000,422,349.2792,3771.38,4822.16
-16327.2265625,423,174.5482,2115000,423,344.0522,3773.81,3983.73
-17647.525390625,424,169.9856,2120000,424,357.3335,4408.1,3960.65
-17313.12890625,425,168.7195,2125000,425,389.3396,2910.88,3259.34
-15002.142578125,426,222.1286,2130000,426,399.3609,4266.04,4206.79
-16269.6875,427,167.7215,2135000,427,364.5479,4538.83,4272.87
-17830.126953125,428,168.4628,2140000,428,359.7863,4650.14,4860.66
-17946.08203125,429,159.4437,2145000,429,373.1968,4262.14,3540.42
-17584.28125,430,150.0631,2150000,430,359.589,4117.68,4430.95
-18229.056640625,431,183.5317,2155000,431,357.3228,4368.1,4614.5
-18129.0546875,432,171.5383,2160000,432,362.5355,4690.17,4507.03
-18220.115234375,433,156.4281,2165000,433,363.582,4570.81,4111.24
-18543.728515625,434,167.8907,2170000,434,373.2729,4408.19,4357.64
-18509.27734375,435,177.7855,2175000,435,381.0825,4398.68,4478.77
-18460.779296875,436,170.4909,2180000,436,370.8068,4237.5,4268.5
-18599.109375,437,163.0116,2185000,437,357.3457,4219.29,4344.25
-17844.3984375,438,183.4889,2190000,438,362.8216,4180.7,4452.05
-18401.078125,439,157.4615,2195000,439,366.7782,4085.31,4333.3
-17732.046875,440,331.0,2200000,440,356.7871,4675.27,4500.31
-18878.998046875,441,166.377,2205000,441,355.0283,4040.32,4462.8
-17866.60546875,442,188.0728,2210000,442,371.0494,4511.39,4245.4
-18243.94140625,443,199.9587,2215000,443,371.7513,3728.36,4189.54
-17687.90625,444,209.0378,2220000,444,372.0812,4594.58,4596.2
-15601.359375,445,198.6484,2225000,445,387.8044,3574.74,3893.98
-15882.6181640625,446,205.4045,2230000,446,385.9523,3429.74,3864.43
-16383.8388671875,447,271.325,2235000,447,401.243,2172.55,3686.0
-16959.580078125,448,200.7848,2240000,448,373.1166,2952.53,3448.87
-16260.8681640625,449,214.589,2245000,449,388.8809,3698.45,3266.68
-17161.673828125,450,196.0304,2250000,450,383.0606,2038.9,2267.16
-16608.88671875,451,513.0879,2255000,451,386.3534,2662.68,3092.3
-17307.28515625,452,235.234,2260000,452,388.4137,2894.12,2533.93
-15585.0205078125,453,244.8755,2265000,453,391.7933,2566.55,2965.45
-16677.62890625,454,284.2965,2270000,454,385.7836,2992.06,2790.71
-18236.115234375,455,178.9551,2275000,455,378.4845,3028.3,3575.56
-16880.009765625,456,206.7815,2280000,456,395.4332,1776.18,2005.9
-16941.654296875,457,172.2561,2285000,457,382.3555,2913.57,3462.23
-17714.744140625,458,172.8024,2290000,458,377.4628,2107.75,2426.46
-15472.919921875,459,239.8556,2295000,459,416.0715,1338.3,1457.61
-15935.142578125,460,202.8992,2300000,460,394.4817,2360.86,1992.48
-16072.24609375,461,232.5842,2305000,461,412.1353,1859.45,1691.48
-16974.595703125,462,202.7675,2310000,462,391.9102,2531.38,2137.76
-15581.8916015625,463,207.8996,2315000,463,398.7516,1838.76,1520.67
-14472.5537109375,464,237.1419,2320000,464,405.4647,1760.1,1874.77
-14286.4140625,465,250.1187,2325000,465,411.1555,955.1,1512.22
-16694.5390625,466,221.0098,2330000,466,405.7301,3127.41,3236.58
-17668.357421875,467,179.9023,2335000,467,389.1177,2178.96,2468.54
-17613.77734375,468,165.3434,2340000,468,387.8184,3412.74,3749.38
-17445.921875,469,209.3624,2345000,469,390.6091,3235.41,2648.0
-15469.0302734375,470,212.1745,2350000,470,400.1163,2496.34,2243.92
-16571.4765625,471,200.2345,2355000,471,387.9352,3172.55,3511.16
-17365.91796875,472,214.603,2360000,472,399.4856,2247.81,2810.02
-16982.60546875,473,196.4794,2365000,473,405.2189,2507.0,3330.01
-17791.400390625,474,209.4652,2370000,474,389.0693,2958.06,2957.31
-17038.806640625,475,226.9148,2375000,475,413.6296,1776.91,2429.21
-15832.37109375,476,233.716,2380000,476,412.6514,2400.63,1787.36
-18653.294921875,477,212.6494,2385000,477,413.2068,3329.0,3538.99
-16401.826171875,478,562.096,2390000,478,434.7423,1459.98,1926.12
-17899.490234375,479,228.9545,2395000,479,428.7084,2117.81,2421.49
-15829.9228515625,480,278.6181,2400000,480,455.4531,1753.9,1560.88
-17612.28125,481,245.1867,2405000,481,420.8737,2591.62,2662.52
-18273.4375,482,234.2755,2410000,482,422.4853,3077.83,2734.37
-17241.517578125,483,210.74,2415000,483,430.5012,2541.7,1856.41
-18329.349609375,484,446.0127,2420000,484,434.802,1766.14,1552.26
-17521.9375,485,200.1433,2425000,485,431.6778,2195.72,2280.77
-17262.6640625,486,197.4428,2430000,486,439.2615,2835.17,2884.8
-17466.81640625,487,239.8836,2435000,487,435.0449,1529.09,1751.03
-17930.65625,488,261.9013,2440000,488,446.6695,2561.8,2312.85
-18033.369140625,489,221.8113,2445000,489,433.8285,3126.64,2912.71
-16400.779296875,490,519.0718,2450000,490,438.817,1621.06,1510.49
-18805.57421875,491,348.554,2455000,491,420.6498,3056.8,3163.59
-17466.498046875,492,1053.0444,2460000,492,448.533,2047.58,2277.53
-18245.017578125,493,503.03,2465000,493,434.2082,2642.66,2044.28
-19085.1640625,494,1418.8683,2470000,494,424.3077,2884.63,3095.25
-17819.451171875,495,821.2953,2475000,495,429.5877,1766.5,1761.41
-17663.60546875,496,242.3087,2480000,496,430.92,1589.19,1774.0
-18014.865234375,497,436.4114,2485000,497,449.1989,1362.47,1867.11
-17858.171875,498,639.4528,2490000,498,436.1046,1268.19,1843.66
-18159.51171875,499,888.4318,2495000,499,444.2027,2512.36,2646.62
-18667.232421875,500,707.3865,2500000,500,433.5964,1626.72,1486.28
-17994.638671875,501,241.6441,2505000,501,439.2031,2367.12,1905.74
-18941.703125,502,229.8794,2510000,502,420.7324,3431.71,3197.61
-17999.435546875,503,299.3588,2515000,503,443.2395,1570.66,1557.57
-18663.298828125,504,756.2972,2520000,504,446.5139,1019.27,926.71
-18633.46484375,505,579.9103,2525000,505,437.4867,2047.08,1814.12
-18969.71875,506,299.8755,2530000,506,432.4346,2816.61,3371.29
-18590.6171875,507,2130.2668,2535000,507,443.2461,734.65,749.7
-18442.046875,508,311.6708,2540000,508,439.9501,1376.22,978.25
-19060.5625,509,1612.5037,2545000,509,444.7249,1325.29,1750.46
-18479.787109375,510,866.5284,2550000,510,432.0944,1112.05,1102.46
-18532.330078125,511,1326.7018,2555000,511,458.7548,977.35,930.07
-19138.458984375,512,692.436,2560000,512,438.2318,1250.07,1002.37
-19019.21875,513,587.3047,2565000,513,459.5072,658.07,728.96
-18394.5078125,514,469.4914,2570000,514,450.5581,800.82,709.27
-18498.349609375,515,1128.8593,2575000,515,455.5247,925.19,991.61
-18437.693359375,516,1171.6598,2580000,516,449.3219,761.44,1341.15
-19255.759765625,517,2056.0982,2585000,517,450.8968,800.22,758.38
-18687.72265625,518,379.3167,2590000,518,443.73,757.54,869.82
-19175.853515625,519,282.7408,2595000,519,423.6598,1870.18,2419.94
-19187.982421875,520,569.5435,2600000,520,433.2231,1747.95,1914.84
-19209.921875,521,806.5715,2605000,521,463.6075,612.59,629.03
-18768.638671875,522,857.4774,2610000,522,449.3815,757.62,858.4
-18978.798828125,523,1343.295,2615000,523,455.3121,1020.77,1358.22
-19203.7578125,524,577.921,2620000,524,463.9539,778.61,707.28
-19280.673828125,525,2645.848,2625000,525,465.8206,847.16,749.84
-18294.990234375,526,844.2417,2630000,526,458.0138,843.08,740.15
-17955.544921875,527,305.5273,2635000,527,456.3315,784.48,716.62
-18170.560546875,528,280.807,2640000,528,462.9365,851.85,703.98
-18777.8125,529,792.5064,2645000,529,468.5448,572.3,629.41
-18836.814453125,530,2443.772,2650000,530,471.5977,706.56,650.2
-17957.380859375,531,1356.7427,2655000,531,463.0198,570.06,522.54
-18851.72265625,532,1549.3424,2660000,532,456.6309,700.57,677.74
-19296.6953125,533,1306.108,2665000,533,469.3791,574.35,617.79
-18721.048828125,534,1446.2964,2670000,534,462.1367,678.69,632.53
-18727.68359375,535,460.6878,2675000,535,464.6863,517.43,592.38
-18867.6640625,536,457.6583,2680000,536,490.0738,351.52,427.2
-18630.130859375,537,325.2923,2685000,537,482.959,489.93,509.02
-17498.34765625,538,325.0339,2690000,538,471.4071,381.95,375.93
-17775.98046875,539,318.4328,2695000,539,477.6353,467.96,541.77
-18109.771484375,540,589.1976,2700000,540,467.4231,434.75,487.96
-18557.697265625,541,747.5601,2705000,541,471.7876,478.48,456.52
-18559.10546875,542,307.4633,2710000,542,466.0361,474.89,483.37
-18746.3984375,543,729.1032,2715000,543,475.0896,500.67,465.92
-19011.646484375,544,418.255,2720000,544,518.7149,262.84,219.63
-18680.30078125,545,640.4175,2725000,545,479.04,448.33,395.31
-18118.150390625,546,355.3515,2730000,546,487.6725,354.04,313.98
-18952.080078125,547,412.8685,2735000,547,504.5802,297.46,312.86
-18786.80078125,548,510.2995,2740000,548,475.7661,351.04,370.43
-18887.5078125,549,794.4828,2745000,549,487.2869,369.49,354.04
-18896.30078125,550,635.2776,2750000,550,522.9204,276.27,250.24
-18225.10546875,551,614.9527,2755000,551,520.8807,248.98,249.86
-18628.705078125,552,695.4516,2760000,552,482.1339,446.58,419.18
-18061.15625,553,592.9371,2765000,553,512.1106,323.06,332.86
-19028.3515625,554,536.5067,2770000,554,540.6233,250.69,263.45
-18876.728515625,555,440.8446,2775000,555,517.4559,303.47,290.11
-18811.271484375,556,367.0658,2780000,556,506.9685,317.14,361.07
-18384.466796875,557,420.6508,2785000,557,494.5746,361.42,382.21
-18198.798828125,558,360.8725,2790000,558,518.6983,306.48,301.41
-18985.40625,559,939.698,2795000,559,523.2604,292.19,297.59
-19022.712890625,560,396.9923,2800000,560,511.3195,253.25,240.82
-19091.681640625,561,1393.9471,2805000,561,539.403,224.69,199.69
-19420.341796875,562,571.2786,2810000,562,523.1046,228.5,217.15
-19179.142578125,563,1596.5958,2815000,563,489.4804,393.76,377.23
-19240.41796875,564,1316.5989,2820000,564,515.7243,380.72,406.11
-19090.212890625,565,1206.206,2825000,565,506.2146,281.61,285.31
-18811.90625,566,545.9928,2830000,566,504.7739,301.98,340.93
-19321.00390625,567,1068.5321,2835000,567,507.4727,271.3,242.79
-19357.71484375,568,1505.1792,2840000,568,520.3385,252.12,229.02
-19078.78515625,569,1656.9674,2845000,569,520.8692,312.19,280.89
-19028.078125,570,517.6046,2850000,570,508.4363,283.59,276.35
-19237.12109375,571,1244.7726,2855000,571,510.5762,293.12,285.2
-19310.171875,572,1374.4836,2860000,572,529.2354,339.41,330.17
-19165.40234375,573,707.1684,2865000,573,532.4481,393.6,379.75
-19248.3359375,574,1302.2227,2870000,574,541.0271,360.89,378.79
-19266.138671875,575,950.3898,2875000,575,514.527,368.01,363.11
-18842.1328125,576,498.955,2880000,576,532.6658,360.57,382.22
-18905.5390625,577,333.6027,2885000,577,530.5319,453.14,456.92
-18468.673828125,578,563.6916,2890000,578,533.2538,353.42,408.52
-18817.830078125,579,460.0618,2895000,579,530.6278,405.29,398.14
-19621.521484375,580,1093.6963,2900000,580,512.8545,450.36,465.58
-19125.46484375,581,518.0612,2905000,581,503.6165,491.84,470.62
-19057.609375,582,605.125,2910000,582,491.6525,454.3,460.94
-19196.4765625,583,738.7253,2915000,583,512.3543,472.48,460.02
-19225.9375,584,388.6961,2920000,584,530.5248,484.99,431.11
-19128.845703125,585,403.8473,2925000,585,530.6357,433.22,451.82
-19259.44140625,586,344.1898,2930000,586,507.6953,461.99,506.0
-19139.677734375,587,841.8093,2935000,587,512.826,457.35,446.15
-19433.10546875,588,726.0124,2940000,588,498.4312,501.69,512.76
-19505.625,589,605.2636,2945000,589,501.1637,495.48,493.65
-19236.35546875,590,1020.8888,2950000,590,499.2403,431.81,389.3
-18823.009765625,591,410.5996,2955000,591,510.3914,256.23,264.05
-19183.74609375,592,456.3978,2960000,592,554.8984,188.51,190.45
-18922.54296875,593,667.0585,2965000,593,559.4561,172.75,165.43
-18307.44140625,594,704.1795,2970000,594,598.8659,145.12,137.06
-18322.228515625,595,620.5794,2975000,595,554.0831,135.17,130.93
-19121.322265625,596,1115.7687,2980000,596,543.405,141.55,128.96
-19700.39453125,597,1372.3763,2985000,597,545.2623,166.99,185.56
-19332.560546875,598,420.5798,2990000,598,640.3016,165.0,155.26
-19283.48828125,599,1105.9422,2995000,599,638.6633,204.98,194.66
