Running Forward KL,Real Sto Return,Running Reverse KL,Itration,Real Det Return
156.764,1886.6,15.5952,155,2228.76
156.7726,1882.18,15.376,156,2227.08
156.7234,1884.69,15.5175,157,2234.71
156.7154,1895.04,15.5783,158,2234.59
156.7124,1875.27,15.7537,159,2226.57
156.7627,1877.74,15.596,160,2241.3
156.6393,1879.25,15.4585,161,2218.39
156.8793,1865.74,15.707,162,2266.42
156.8483,1855.21,15.3094,163,2176.54
156.8847,1906.04,15.6932,164,2241.66
156.8012,1856.6,15.7124,165,2223.47
156.7789,1887.19,15.5974,166,2230.73
156.7035,1850.19,15.5057,167,2190.62
156.8498,1873.93,15.4411,168,2218.4
156.7466,1855.93,15.1106,169,2209.72
156.7331,1905.6,15.8331,170,2251.33
156.7092,1869.91,15.3681,171,2224.18
156.6287,1877.66,15.4842,172,2229.03
156.8423,1890.28,15.6705,173,2245.48
156.8575,1924.78,15.868,174,2285.09
156.7515,1869.3,15.4684,175,2199.45
156.6002,1886.67,15.5732,176,2230.18
156.7847,1886.59,15.4433,177,2211.37
156.8408,1899.36,15.5322,178,2250.51
156.8366,1866.86,15.4208,179,2182.86
156.6831,1936.37,15.6474,180,2250.95
156.7565,1857.0,15.3178,181,2186.55
156.6246,1918.05,15.2811,182,2209.7
156.6379,1889.06,15.5974,183,2243.29
156.491,1887.01,15.1112,184,2215.25
156.5823,1897.13,15.2276,185,2222.96
156.8355,1903.73,15.4609,186,2237.53
156.6178,1924.09,15.6232,187,2247.18
156.6489,1880.41,15.2783,188,2262.99
156.7398,1910.62,15.6504,189,2257.36
156.7994,1911.85,15.5738,190,2256.0
156.6015,1908.47,15.396,191,2239.59
156.8125,1919.65,15.6058,192,2275.05
156.7068,1903.25,15.4077,193,2269.19
156.8352,1888.92,15.4786,194,2276.96
156.6383,1882.2,15.2803,195,2189.61
156.6827,1891.22,15.2516,196,2186.76
156.7972,1886.32,15.2951,197,2205.92
156.6529,1896.32,15.24,198,2261.4
156.6216,1900.05,15.4977,199,2276.38
156.6795,1887.46,15.2315,200,2226.33
156.4422,1903.74,15.2802,201,2211.42
156.6518,1913.54,15.3347,202,2205.35
156.7231,1893.7,15.3859,203,2213.83
156.6054,1889.41,15.1833,204,2191.13
156.5943,1897.46,15.3516,205,2225.78
156.6839,1877.22,15.2265,206,2182.24
156.6158,1902.56,15.3947,207,2235.66
156.6887,1901.51,15.6092,208,2221.24
156.5598,1898.31,15.154,209,2199.07
156.6182,1893.77,15.2473,210,2202.15
156.5877,1886.15,15.3714,211,2217.49
156.6801,1933.15,15.5711,212,2221.8
156.5269,1896.78,15.3659,213,2183.88
156.8763,714.34,14.4082,214,-307.97
157.9426,344.37,16.9652,215,-223.36
157.7637,277.11,14.6084,216,354.72
156.767,915.33,13.9741,217,431.54
157.2975,-130.43,19.5791,218,566.45
157.0892,646.58,15.0085,219,306.59
156.4569,1717.45,14.8466,220,2088.08
156.5351,1797.33,15.2204,221,2116.16
156.4827,1240.83,13.5532,222,1557.16
156.5247,1266.15,13.7177,223,1063.94
156.4216,1685.34,14.3367,224,1548.73
156.6466,1405.91,14.2534,225,543.87
159.2982,183.78,15.5234,226,228.72
156.5655,1730.64,14.4448,227,1829.3
156.4725,1740.48,14.6082,228,2121.33
160.0815,-47.3,16.145,229,48.2
156.8089,993.35,14.4937,230,341.72
156.6429,1819.75,15.1251,231,1929.39
160.2584,-78.31,17.7499,232,-95.05
156.5272,1311.17,13.4099,233,345.02
156.5162,1868.24,15.1675,234,2226.01
156.5421,1853.58,14.9717,235,2194.86
156.3417,1808.92,14.9988,236,2207.4
156.4072,1851.25,15.1332,237,2203.43
156.4037,1841.9,15.0167,238,2178.24
156.3726,1649.35,14.5353,239,2183.04
156.3238,1886.72,15.1404,240,2223.94
156.5405,1493.54,14.7566,241,655.58
156.5688,1834.86,15.2825,242,2181.39
156.9058,412.89,15.1575,243,-275.58
158.5062,789.18,15.1873,244,918.89
156.6,1784.68,15.1091,245,2107.18
156.5873,1852.48,15.1835,246,2177.67
156.5143,1911.34,15.4728,247,2261.68
157.4731,534.03,15.7361,248,-47.88
156.4499,1766.79,14.8808,249,1840.13
156.3679,1866.73,15.1081,250,2227.83
156.5402,1832.01,15.0435,251,2168.73
156.6804,1790.12,14.9548,252,2145.9
156.4405,1828.78,15.1585,253,2172.64
156.4878,1854.56,15.4124,254,2206.68
156.6532,1844.68,15.3241,255,2203.21
156.5121,1752.47,15.0351,256,2055.92
156.5086,1776.03,15.2625,257,2076.09
156.6815,1694.89,15.6193,258,2177.49
156.7082,1084.76,15.081,259,1235.66
156.6607,679.47,12.7244,260,711.54
156.5766,948.72,14.3482,261,1036.18
156.6783,1537.65,15.0194,262,1663.52
156.5513,1714.77,14.978,263,2017.57
156.5826,1763.54,15.098,264,2077.09
156.5694,1771.22,15.1847,265,2079.5
156.7122,1728.47,14.9303,266,1939.47
156.631,1791.8,15.0796,267,2045.13
156.5037,1819.04,15.5872,268,2125.09
156.417,1796.67,15.441,269,2061.92
156.5947,1755.5,15.1831,270,2052.42
156.5176,1762.56,14.6919,271,1839.84
156.4901,1707.53,14.8602,272,1917.34
156.4611,1647.61,14.7805,273,2010.98
156.5225,1564.36,14.5217,274,1541.2
156.8323,1691.79,15.3067,275,1968.33
156.4645,1646.44,15.2794,276,1941.61
156.439,1711.15,15.2831,277,1940.18
156.5926,1438.83,15.3096,278,1648.83
157.0898,1085.14,14.571,279,1248.39
156.8267,1060.99,14.8282,280,1248.58
160.7355,-195.49,22.2734,281,-222.7
159.7488,-143.83,18.7656,282,-317.57
159.3899,39.92,16.2684,283,-122.8
156.7596,747.46,13.6455,284,847.02
156.9949,770.62,13.5341,285,705.02
157.6308,45.6,15.7216,286,-90.11
157.8545,2.34,15.6048,287,32.13
157.4081,468.95,18.8009,288,612.35
160.4125,-170.09,22.5402,289,-320.38
157.5641,189.37,19.1597,290,51.19
158.2078,263.86,14.266,291,-172.31
156.9418,1086.73,15.6238,292,1207.45
156.8647,869.52,14.5512,293,737.9
157.8918,-146.06,14.6321,294,-1033.3
156.9942,972.12,15.4343,295,842.36
157.1628,293.44,14.7841,296,-120.93
157.2351,1165.03,16.5932,297,1499.39
156.8924,1381.81,16.3123,298,1170.82
158.6713,-172.28,14.1741,299,-107.51
157.3003,404.73,14.5329,300,-19.48
157.825,19.54,15.8689,301,-193.16
156.793,851.4,14.0601,302,1110.95
157.1266,860.59,14.939,303,1264.38
157.1285,1336.54,16.9647,304,1757.99
157.1204,475.67,14.8478,305,385.76
156.9069,967.93,15.0988,306,1137.76
157.3195,1004.09,15.0769,307,1126.69
157.6357,858.17,16.4163,308,1096.87
157.0427,1028.78,14.3098,309,1204.38
156.9707,1333.05,16.1591,310,1393.47
156.8928,1119.43,15.2697,311,1094.85
157.3108,531.45,13.7644,312,477.74
159.5539,153.38,16.5125,313,-53.79
157.5346,446.74,15.7883,314,386.22
160.7698,-204.64,21.5323,315,-211.0
157.6255,234.92,14.2343,316,115.49
157.1172,1505.38,15.9224,317,1963.23
157.0884,1263.94,14.503,318,-297.24
157.0123,1302.86,15.7572,319,1554.61
160.2982,-193.95,20.0555,320,-183.79
158.0046,891.38,13.795,321,1456.93
157.5283,491.24,14.0168,322,389.16
157.8851,957.46,16.0422,323,993.55
157.7694,782.34,15.132,324,1148.8
157.9518,602.26,15.6398,325,1085.56
156.9607,1672.13,15.9683,326,2075.65
157.3949,1128.94,15.5341,327,1298.7
157.2342,634.03,14.7295,328,48.63
156.9844,1640.02,16.0647,329,1972.54
156.9984,409.44,16.6529,330,37.91
159.5575,228.21,17.4772,331,-105.32
156.9515,1439.62,14.4556,332,1442.63
156.8839,620.38,14.8051,333,668.15
158.6694,-20.8,17.7946,334,594.72
157.2715,901.22,15.346,335,-86.41
156.7767,1658.27,16.0107,336,2036.83
156.8942,1319.63,17.644,337,1407.13
156.8066,1771.62,16.2297,338,2110.52
156.9855,1753.48,15.7772,339,2148.15
156.9178,1345.16,15.6714,340,1567.02
156.8641,1657.44,15.2876,341,1795.18
156.9155,1538.43,17.2428,342,1840.06
160.0714,-67.09,21.0594,343,-202.25
158.1452,39.21,16.1753,344,-120.36
156.9775,1165.28,16.167,345,1838.66
157.0523,1129.26,16.3346,346,1268.36
159.728,301.11,17.3191,347,-89.43
157.3346,1071.36,17.5726,348,1199.27
157.0447,1374.7,16.2479,349,1472.2
157.4081,1003.85,14.3884,350,1081.41
156.8508,943.46,16.6941,351,991.73
156.9995,1721.47,16.2685,352,2141.42
156.8678,1070.43,14.6844,353,1481.94
156.9463,1747.54,16.1093,354,2134.73
157.1131,76.45,16.0986,355,84.03
158.6641,355.47,15.2953,356,743.55
158.2805,265.53,13.7884,357,468.66
157.5815,514.03,15.7076,358,785.21
158.5052,-246.56,21.0512,359,-209.78
157.6062,393.95,15.6181,360,916.63
159.5999,172.5,16.1238,361,282.57
157.105,1702.03,16.1406,362,2120.29
156.9106,1736.29,15.8189,363,2077.32
157.6903,867.81,15.7159,364,1211.24
157.1986,1761.07,16.2573,365,2140.86
157.1815,1771.02,15.9896,366,2090.47
157.1261,1303.35,14.5852,367,1575.58
159.5714,-185.57,20.0012,368,-67.12
157.2348,1384.1,15.3643,369,698.79
159.4679,110.64,14.7342,370,-109.7
157.0957,813.24,15.3523,371,771.42
159.0008,449.77,15.1617,372,508.72
159.8584,-127.54,20.9264,373,-166.49
157.0314,905.85,16.051,374,1032.29
157.059,810.2,17.4019,375,1652.13
159.3278,-193.89,15.3211,376,-171.55
157.8758,1027.6,14.0471,377,1287.32
157.7014,688.91,15.3791,378,933.82
158.2568,983.36,14.6404,379,1398.5
157.1849,1127.94,14.8504,380,1458.45
158.5936,385.26,14.2365,381,362.52
157.2139,1612.33,16.3016,382,1971.96
156.9461,1589.65,15.6945,383,2025.42
157.1654,878.21,14.3547,384,1038.93
157.2835,1695.11,16.2389,385,1719.33
158.3048,395.71,15.374,386,456.77
157.1302,1724.73,16.7847,387,2078.11
157.0119,1210.11,13.7724,388,1250.43
156.728,927.83,14.9567,389,1089.3
156.9271,978.5,14.8161,390,1376.29
157.4441,1024.37,12.7377,391,1243.28
157.2526,841.65,14.8149,392,1177.74
157.3901,1065.92,15.2615,393,1224.04
157.2947,541.09,13.6188,394,534.46
156.9566,1166.69,15.2754,395,1456.67
156.8131,1230.22,15.266,396,1538.61
157.6054,795.9,12.9059,397,467.3
157.5066,239.56,15.2363,398,168.84
157.0151,1116.81,15.3101,399,1448.77
157.2414,173.23,18.43,400,826.61
156.8096,836.89,16.9807,401,1131.8
157.7622,940.1,12.7758,402,1262.09
157.4114,1059.25,14.5298,403,1397.91
158.9616,242.42,16.4397,404,290.52
158.5299,410.46,14.6655,405,-78.05
158.1263,689.19,13.6006,406,1912.38
157.077,1177.57,15.2832,407,1437.72
157.351,1484.7,16.1578,408,1625.56
157.4974,431.45,12.4059,409,269.79
157.1851,1581.87,14.9019,410,1890.04
157.2133,752.29,14.0002,411,486.59
158.1115,891.59,15.2123,412,933.89
157.1965,1633.01,15.6011,413,1857.61
161.1385,-237.89,21.4103,414,-150.81
157.0673,1523.7,13.8157,415,1823.05
156.9923,1584.92,15.5635,416,1979.12
157.3768,1306.34,15.4331,417,1607.06
157.4533,1243.08,14.2838,418,1420.53
157.3195,1451.3,15.834,419,1701.79
157.7436,417.47,12.8939,420,675.67
157.1951,1487.76,15.35,421,1765.06
158.1284,1051.72,14.6575,422,1069.72
157.6593,1560.19,14.7062,423,1884.32
157.0612,1161.1,13.8721,424,1755.34
157.2303,1136.35,13.8451,425,1479.65
157.2773,1555.64,13.8646,426,1870.88
157.1094,1689.6,13.873,427,1921.15
156.9773,1609.27,14.9294,428,2358.82
156.7491,1716.41,14.1849,429,2243.64
156.7655,1668.24,14.8082,430,2116.21
157.1224,1253.09,13.9387,431,1191.74
157.0064,1691.55,14.1229,432,1638.95
156.8046,1628.65,15.2363,433,1787.24
157.4017,686.98,14.4703,434,450.05
161.8204,-393.54,28.3956,435,-384.94
156.9901,1536.57,15.3518,436,1602.97
156.9929,1755.08,13.3512,437,2066.3
156.9192,1700.8,15.8362,438,1976.66
161.3466,-347.51,26.1899,439,-294.35
