Real Sto Return,Running Reverse KL,Running Update Time,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Itration
4760.51,15.8488,367,4917.57,1835000,-1770.4725341796875,37.3292,367
4738.05,16.0121,368,4900.6,1840000,-1835.5030517578125,37.6901,368
4766.19,15.2669,369,4898.82,1845000,-1793.404541015625,37.0022,369
4728.86,14.7121,370,4861.42,1850000,-1845.1435546875,36.8177,370
4671.99,13.8989,371,4958.83,1855000,-1766.1158447265625,36.5091,371
4815.54,14.3819,372,4962.06,1860000,-1725.3858642578125,36.2341,372
4741.64,14.041,373,4955.47,1865000,-1754.83984375,36.2739,373
4757.8,14.2092,374,4766.52,1870000,-1786.478271484375,36.2916,374
4801.85,14.3546,375,4973.75,1875000,-1788.281494140625,36.0711,375
4814.32,14.5953,376,4991.8,1880000,-1776.692626953125,36.1072,376
4815.39,14.5567,377,5013.05,1885000,-1780.43798828125,36.5211,377
4895.07,14.0295,378,5067.74,1890000,-1745.992431640625,35.8502,378
4877.36,14.2365,379,5096.0,1895000,-1736.93994140625,36.1392,379
4840.65,14.7606,380,4969.57,1900000,-1789.32470703125,36.205,380
4866.99,13.8704,381,4992.03,1905000,-1736.84716796875,35.3815,381
4874.13,14.1858,382,5095.92,1910000,-1726.712646484375,36.1937,382
4911.12,14.4088,383,5123.03,1915000,-1741.626220703125,36.3651,383
