Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Reward Loss,Running Env Steps,Running Update Time
1841.76,15.5652,2168.16,156.6667,104,-4837.68994140625,520000,104
1885.29,15.8159,2212.62,156.752,105,-4879.728515625,525000,105
1872.16,15.7585,2182.35,156.712,106,-4906.28466796875,530000,106
1857.0,15.7807,2156.09,156.6542,107,-4936.69677734375,535000,107
1875.52,15.6283,2200.54,156.7772,108,-5036.93115234375,540000,108
1856.99,15.2635,2203.65,156.6078,109,-5065.517578125,545000,109
1872.22,15.6507,2244.67,156.7863,110,-5114.966796875,550000,110
1862.88,15.504,2245.63,156.8819,111,-5187.52197265625,555000,111
1853.18,15.6429,2219.45,156.7942,112,-5258.7021484375,560000,112
1828.17,15.3487,2180.5,156.6498,113,-5264.71142578125,565000,113
1872.15,15.6248,2206.61,156.6453,114,-5346.89599609375,570000,114
1870.37,15.4544,2239.42,156.7341,115,-5407.57177734375,575000,115
1878.49,15.9799,2219.72,156.7756,116,-5457.2373046875,580000,116
1860.17,15.5088,2211.66,156.6898,117,-5514.78173828125,585000,117
1869.92,15.6265,2201.12,156.7875,118,-5540.9775390625,590000,118
1879.14,15.536,2228.49,156.6641,119,-5598.2666015625,595000,119
1862.76,15.57,2201.79,156.7467,120,-5655.4501953125,600000,120
1850.92,15.4907,2209.23,156.6307,121,-5698.6611328125,605000,121
1859.64,15.518,2189.08,156.728,122,-5748.2109375,610000,122
1820.8,15.668,2158.01,156.8286,123,-5822.19677734375,615000,123
1894.17,15.8683,2278.27,156.923,124,-5882.54345703125,620000,124
1886.68,15.7234,2217.78,156.8065,125,-5950.14208984375,625000,125
1873.93,15.4456,2198.3,156.6804,126,-6004.61669921875,630000,126
1877.66,15.4628,2221.79,156.7536,127,-6055.43994140625,635000,127
1855.61,15.5094,2224.37,156.6921,128,-6077.70361328125,640000,128
1863.88,15.4831,2205.51,156.7022,129,-6138.1953125,645000,129
1870.95,15.675,2225.89,156.7437,130,-6230.9462890625,650000,130
1888.73,15.3052,2238.88,156.5966,131,-6258.7119140625,655000,131
1907.66,15.5772,2228.24,156.727,132,-6319.8076171875,660000,132
1862.5,15.5614,2179.09,156.8198,133,-6402.86083984375,665000,133
1875.0,15.4962,2204.97,156.7051,134,-6429.79541015625,670000,134
1887.91,15.4974,2228.51,156.7354,135,-6497.56103515625,675000,135
1870.01,15.4291,2205.77,156.5158,136,-6575.10595703125,680000,136
1862.26,15.2212,2215.9,156.7309,137,-6607.6396484375,685000,137
1855.63,15.4761,2230.67,156.7593,138,-6653.78271484375,690000,138
1906.86,15.6807,2264.86,156.6993,139,-6736.833984375,695000,139
1893.41,15.3845,2245.92,156.7579,140,-6827.767578125,700000,140
1909.18,15.4891,2256.54,156.5277,141,-6853.67138671875,705000,141
1903.75,15.2545,2253.7,156.6014,142,-6900.4833984375,710000,142
1870.21,15.3176,2238.1,156.5372,143,-6984.177734375,715000,143
1879.02,15.4292,2202.85,156.6161,144,-7050.9033203125,720000,144
1914.59,15.657,2278.74,156.7444,145,-7118.83349609375,725000,145
1902.42,15.2334,2246.59,156.6093,146,-7121.5712890625,730000,146
1924.65,15.6824,2257.26,156.6327,147,-7231.70947265625,735000,147
1885.03,15.1927,2247.88,156.6059,148,-7267.19091796875,740000,148
1886.47,15.3968,2248.74,156.526,149,-7295.9521484375,745000,149
1899.93,15.512,2280.49,156.5902,150,-7391.89892578125,750000,150
1898.93,15.3855,2250.03,156.6668,151,-7403.50634765625,755000,151
1896.48,15.1613,2252.56,156.6688,152,-7457.580078125,760000,152
1905.52,15.6577,2210.37,156.5661,153,-7518.849609375,765000,153
1903.33,15.252,2268.25,156.6767,154,-7584.6279296875,770000,154
1936.32,15.6921,2287.31,156.6399,155,-7613.59130859375,775000,155
1922.09,15.5969,2288.48,156.5567,156,-7725.93603515625,780000,156
1893.75,15.4704,2227.14,156.728,157,-7725.2021484375,785000,157
1877.06,15.1266,2262.75,156.5773,158,-7805.34765625,790000,158
1916.19,15.4189,2281.01,156.8051,159,-7853.82275390625,795000,159
1886.09,15.1758,2244.73,156.516,160,-7871.33837890625,800000,160
1868.19,15.3335,2245.87,156.638,161,-7931.62646484375,805000,161
1884.82,15.4733,2265.93,156.4677,162,-8077.28076171875,810000,162
1921.21,15.3525,2240.51,156.5881,163,-8057.130859375,815000,163
1926.44,15.5974,2298.68,156.7097,164,-8188.08056640625,820000,164
1921.13,15.6346,2286.34,156.6682,165,-8186.6923828125,825000,165
1908.45,15.278,2285.11,156.6221,166,-8220.626953125,830000,166
1932.53,15.3253,2284.81,156.6407,167,-8306.75390625,835000,167
1906.04,15.4961,2281.69,156.5796,168,-8360.3076171875,840000,168
1939.99,15.2963,2278.21,156.6497,169,-8379.095703125,845000,169
1869.28,15.3021,2234.65,156.6398,170,-8422.7900390625,850000,170
1950.73,15.6308,2267.76,156.6027,171,-8495.8447265625,855000,171
1910.73,15.3328,2272.65,156.6676,172,-8559.9453125,860000,172
1918.61,15.3251,2284.33,156.6252,173,-8641.189453125,865000,173
1954.83,15.5484,2306.1,156.752,174,-8682.8017578125,870000,174
1898.28,15.0313,2264.8,156.486,175,-8739.966796875,875000,175
1933.78,15.3284,2288.12,156.5499,176,-8771.1005859375,880000,176
1902.89,15.179,2253.94,156.6881,177,-8850.283203125,885000,177
1963.13,15.4436,2287.33,156.6565,178,-8847.2724609375,890000,178
1887.13,15.0446,2203.72,156.4399,179,-8938.2734375,895000,179
1955.91,15.6918,2313.72,156.4417,180,-9044.0146484375,900000,180
1937.06,15.3142,2232.78,156.6177,181,-8991.8251953125,905000,181
1925.72,15.5098,2294.16,156.7195,182,-9100.0,910000,182
1927.28,15.5581,2299.01,156.5437,183,-9104.0087890625,915000,183
1919.21,15.2543,2302.98,156.6001,184,-9203.873046875,920000,184
1923.49,15.4714,2260.54,156.785,185,-9264.451171875,925000,185
1909.57,15.2697,2300.69,156.8333,186,-9278.6484375,930000,186
1898.24,15.0804,2263.04,156.3711,187,-9275.8583984375,935000,187
1909.83,15.1277,2292.19,156.5947,188,-9273.4677734375,940000,188
1948.43,15.6102,2315.28,156.6667,189,-9451.8818359375,945000,189
1918.88,15.3573,2291.02,156.5248,190,-9437.2353515625,950000,190
1934.38,15.3013,2302.05,156.5269,191,-9411.9873046875,955000,191
1935.72,15.2321,2315.39,156.4642,192,-9500.2119140625,960000,192
1870.68,15.2214,2225.79,156.6402,193,-9532.26953125,965000,193
1928.24,15.2319,2278.5,156.5812,194,-9526.4345703125,970000,194
1887.42,15.0553,2248.09,156.5797,195,-9608.7451171875,975000,195
1948.69,15.5649,2271.03,156.6252,196,-9586.7724609375,980000,196
1944.09,15.3546,2318.77,156.541,197,-9661.0654296875,985000,197
1910.92,15.2805,2273.13,156.4261,198,-9699.67578125,990000,198
1911.11,15.0476,2298.86,156.5713,199,-9739.6875,995000,199
1918.02,15.4379,2303.21,156.605,200,-9752.2236328125,1000000,200
1901.88,15.3073,2270.76,156.6646,201,-9769.6220703125,1005000,201
1912.34,15.3722,2283.39,156.5201,202,-9846.21484375,1010000,202
1914.44,15.3995,2316.87,156.6543,203,-9857.515625,1015000,203
1918.31,15.3704,2303.95,156.5191,204,-9892.1279296875,1020000,204
1892.97,15.2729,2284.48,156.5357,205,-9935.560546875,1025000,205
1924.78,15.4653,2296.04,156.7184,206,-9967.439453125,1030000,206
1912.8,15.347,2305.65,156.6561,207,-10002.5302734375,1035000,207
1906.58,15.2955,2288.84,156.6486,208,-10036.2998046875,1040000,208
1925.87,15.5014,2303.99,156.6579,209,-10057.1923828125,1045000,209
1911.58,15.3308,2320.42,156.5851,210,-10122.5771484375,1050000,210
1921.62,15.5466,2305.73,156.5417,211,-10139.0830078125,1055000,211
1929.17,15.5108,2301.09,156.6212,212,-10212.80859375,1060000,212
1904.81,15.4352,2301.87,156.6249,213,-10213.6767578125,1065000,213
1931.62,15.3536,2288.12,156.5903,214,-10237.2353515625,1070000,214
1912.23,15.437,2300.41,156.7222,215,-10294.71484375,1075000,215
1934.74,15.4574,2314.54,156.5596,216,-10284.4443359375,1080000,216
1910.27,15.6601,2315.75,156.71,217,-10362.5244140625,1085000,217
1933.39,15.5421,2300.35,156.5779,218,-10366.6923828125,1090000,218
1923.84,15.4068,2310.79,156.6749,219,-10392.1123046875,1095000,219
1925.95,15.5891,2315.43,156.6093,220,-10405.66796875,1100000,220
1931.75,15.4575,2303.07,156.5063,221,-10440.8291015625,1105000,221
1918.79,15.3672,2301.45,156.5799,222,-10440.107421875,1110000,222
1928.94,15.4313,2316.05,156.6871,223,-10469.2275390625,1115000,223
1936.89,15.5766,2325.34,156.6236,224,-10544.986328125,1120000,224
1910.78,15.4397,2300.97,156.6278,225,-10549.8056640625,1125000,225
1939.22,15.5727,2326.5,156.5584,226,-10618.7998046875,1130000,226
1936.72,15.5312,2312.76,156.5797,227,-10587.23828125,1135000,227
1922.75,15.2617,2303.87,156.6288,228,-10632.1474609375,1140000,228
1929.98,15.3068,2314.11,156.5054,229,-10648.2138671875,1145000,229
1917.16,15.3043,2321.62,156.4863,230,-10661.9765625,1150000,230
1923.92,15.3337,2330.45,156.4525,231,-10722.89453125,1155000,231
1928.92,15.3997,2347.89,156.4028,232,-10749.84375,1160000,232
1918.79,15.1912,2315.09,156.4807,233,-10738.3154296875,1165000,233
1896.55,15.1724,2299.54,156.5599,234,-10756.8486328125,1170000,234
1880.84,15.2909,2329.34,156.8034,235,-10832.4638671875,1175000,235
1944.07,15.2203,2352.92,156.6288,236,-10834.5576171875,1180000,236
1925.37,15.2764,2325.14,156.5841,237,-10843.4697265625,1185000,237
1924.24,15.2474,2325.9,156.7729,238,-10875.9130859375,1190000,238
1923.52,15.3017,2322.95,156.6075,239,-10854.619140625,1195000,239
1904.14,15.4276,2311.61,156.5948,240,-10891.541015625,1200000,240
1930.6,15.2518,2334.18,156.6938,241,-10943.0361328125,1205000,241
1932.88,15.4111,2336.26,156.6439,242,-10954.4638671875,1210000,242
1922.08,15.3544,2315.98,156.5702,243,-10965.46875,1215000,243
1936.34,15.3006,2344.82,156.652,244,-11012.962890625,1220000,244
1946.84,15.414,2338.49,156.6728,245,-11025.2421875,1225000,245
1931.75,15.4993,2340.5,156.537,246,-11035.8408203125,1230000,246
1946.72,15.399,2339.8,156.4434,247,-11077.3408203125,1235000,247
1937.25,15.3625,2329.96,156.5286,248,-11097.16015625,1240000,248
1935.33,15.3614,2326.39,156.5918,249,-11099.873046875,1245000,249
1923.18,15.2276,2332.96,156.5333,250,-11139.0673828125,1250000,250
1940.09,15.4452,2333.43,156.6441,251,-11192.994140625,1255000,251
1937.31,15.3852,2343.84,156.6625,252,-11217.802734375,1260000,252
1918.35,15.5083,2324.28,156.7261,253,-11270.5791015625,1265000,253
1948.39,15.4846,2332.12,156.5982,254,-11237.677734375,1270000,254
1942.0,15.2139,2343.38,156.4463,255,-11253.9638671875,1275000,255
1931.1,15.3237,2324.64,156.7088,256,-11285.6650390625,1280000,256
1943.1,15.5586,2331.18,156.6707,257,-11334.5908203125,1285000,257
1948.02,15.512,2332.97,156.5497,258,-11332.2822265625,1290000,258
1932.52,15.4557,2297.17,156.643,259,-11384.8193359375,1295000,259
1924.8,15.5629,2325.0,156.6136,260,-11421.85546875,1300000,260
1937.91,15.4312,2320.73,156.7372,261,-11405.359375,1305000,261
1947.38,15.4124,2337.64,156.5953,262,-11418.375,1310000,262
1930.72,15.4096,2317.41,156.6161,263,-11453.1494140625,1315000,263
1931.82,15.3841,2308.02,156.5898,264,-11477.26953125,1320000,264
1926.0,15.3554,2309.72,156.4442,265,-11514.3466796875,1325000,265
1920.95,15.1747,2297.56,156.4951,266,-11527.4541015625,1330000,266
1934.47,15.3831,2313.92,156.4539,267,-11529.857421875,1335000,267
1925.55,15.462,2327.24,156.693,268,-11618.2998046875,1340000,268
1928.78,15.4398,2307.4,156.5919,269,-11636.8818359375,1345000,269
1912.97,15.3364,2294.81,156.5432,270,-11619.2060546875,1350000,270
1918.6,15.5066,2312.33,156.5207,271,-11714.0390625,1355000,271
1898.8,15.3238,2300.61,156.5668,272,-11667.3486328125,1360000,272
1915.84,15.335,2313.15,156.7005,273,-11731.79296875,1365000,273
1926.91,15.398,2315.89,156.5804,274,-11750.873046875,1370000,274
1947.81,15.3913,2318.22,156.6405,275,-11796.4248046875,1375000,275
1902.12,15.1966,2313.02,156.498,276,-11806.65625,1380000,276
1927.86,15.3788,2317.51,156.5594,277,-11861.33203125,1385000,277
1932.15,15.3533,2295.44,156.7003,278,-11863.3310546875,1390000,278
1921.05,15.35,2335.13,156.6077,279,-11912.857421875,1395000,279
1917.83,15.1608,2310.36,156.5419,280,-11949.02734375,1400000,280
1934.82,15.3649,2313.84,156.5634,281,-11971.669921875,1405000,281
1944.33,15.2903,2324.16,156.4878,282,-11952.9462890625,1410000,282
1916.48,15.4053,2297.81,156.5426,283,-11993.3779296875,1415000,283
1922.16,15.3304,2314.46,156.6242,284,-11990.193359375,1420000,284
1932.31,15.2234,2291.74,156.724,285,-12014.580078125,1425000,285
1935.2,15.3356,2317.33,156.6616,286,-12042.87890625,1430000,286
1916.3,15.1676,2315.09,156.6649,287,-12051.8681640625,1435000,287
1923.91,15.1731,2316.96,156.6642,288,-12135.3515625,1440000,288
1924.37,15.2579,2297.43,156.5147,289,-12136.0166015625,1445000,289
1934.7,15.0979,2329.59,156.3358,290,-12119.02734375,1450000,290
1900.04,15.3586,2314.44,156.668,291,-12239.9765625,1455000,291
1925.49,15.2411,2294.12,156.4724,292,-12169.4833984375,1460000,292
1936.98,15.0846,2322.67,156.5582,293,-12197.5439453125,1465000,293
1919.46,15.1366,2310.82,156.7427,294,-12253.4404296875,1470000,294
1952.19,15.3423,2310.96,156.5027,295,-12243.3974609375,1475000,295
1908.47,15.1784,2186.93,156.5317,296,-12248.8359375,1480000,296
1952.79,15.2062,2324.33,156.5773,297,-12312.6220703125,1485000,297
1927.6,15.2516,2298.16,156.5373,298,-12369.0888671875,1490000,298
1936.48,15.2716,2310.16,156.7822,299,-12343.6728515625,1495000,299
1937.49,15.1182,2309.87,156.6311,300,-12357.40625,1500000,300
1933.96,15.1081,2307.38,156.6869,301,-12409.9443359375,1505000,301
1931.37,15.246,2320.46,156.634,302,-12373.4873046875,1510000,302
1934.13,15.1404,2302.6,156.7772,303,-12423.71484375,1515000,303
1918.94,15.1878,2280.49,156.6625,304,-12435.0751953125,1520000,304
1952.21,15.2207,2317.71,156.5458,305,-12512.5078125,1525000,305
1938.9,15.2758,2305.68,156.4502,306,-12471.30078125,1530000,306
1923.91,15.2404,2281.38,156.5492,307,-12500.849609375,1535000,307
1944.24,15.3921,2321.36,156.8414,308,-12543.9931640625,1540000,308
1953.04,15.315,2320.15,156.5714,309,-12587.2060546875,1545000,309
1950.23,15.1125,2308.72,156.7915,310,-12540.4189453125,1550000,310
1923.24,15.289,2312.09,156.6514,311,-12591.7451171875,1555000,311
1933.04,15.3074,2336.64,156.6739,312,-12656.2900390625,1560000,312
1925.49,15.141,2293.71,156.5936,313,-12634.759765625,1565000,313
1948.4,15.3271,2309.04,156.6136,314,-12668.55078125,1570000,314
1961.33,15.2535,2309.96,156.5453,315,-12721.541015625,1575000,315
1919.53,15.1988,2276.6,156.6676,316,-12650.5791015625,1580000,316
1937.59,15.296,2320.08,156.6056,317,-12718.078125,1585000,317
1950.77,15.3047,2328.09,156.5311,318,-12767.0849609375,1590000,318
1935.96,15.2296,2333.15,156.5757,319,-12772.9951171875,1595000,319
1947.42,15.1463,2316.02,156.5786,320,-12725.7001953125,1600000,320
1947.91,15.2395,2332.02,156.5249,321,-12792.0576171875,1605000,321
1949.75,15.1353,2312.85,156.4023,322,-12812.744140625,1610000,322
1963.72,15.3083,2322.91,156.6088,323,-12901.525390625,1615000,323
1961.82,15.2797,2321.69,156.4758,324,-12924.2216796875,1620000,324
1957.28,15.3934,2309.21,156.5658,325,-12917.51953125,1625000,325
1961.6,15.1551,2320.57,156.6023,326,-12883.365234375,1630000,326
1945.22,15.2991,2306.16,156.633,327,-12989.5283203125,1635000,327
1957.17,15.2424,2320.67,156.6807,328,-12943.609375,1640000,328
1948.39,15.2559,2306.99,156.6288,329,-12935.0009765625,1645000,329
1960.93,15.3016,2329.86,156.6716,330,-12985.4716796875,1650000,330
1972.44,15.357,2359.27,156.5241,331,-13027.0673828125,1655000,331
1956.37,15.3102,2310.51,156.6574,332,-13036.451171875,1660000,332
1961.35,15.1778,2299.35,156.6695,333,-13080.2744140625,1665000,333
1952.66,15.1134,2279.43,156.35,334,-12996.3662109375,1670000,334
1959.15,15.1782,2297.07,156.44,335,-13078.2421875,1675000,335
1936.4,15.298,2273.45,156.578,336,-13039.208984375,1680000,336
1956.38,15.2787,2309.61,156.6521,337,-13089.9453125,1685000,337
1946.89,15.4058,2307.07,156.4766,338,-13112.44140625,1690000,338
1955.58,15.3693,2299.75,156.5877,339,-13132.5146484375,1695000,339
1975.59,15.1715,2331.12,156.5774,340,-13166.125,1700000,340
1950.94,15.2381,2321.96,156.5774,341,-13171.611328125,1705000,341
1954.84,15.3033,2296.71,156.5208,342,-13172.2412109375,1710000,342
1916.02,15.1114,2278.74,156.6303,343,-13193.857421875,1715000,343
1972.05,15.366,2301.77,156.7539,344,-13236.9853515625,1720000,344
1937.85,15.2261,2271.32,156.5183,345,-13249.505859375,1725000,345
1955.06,15.2295,2303.06,156.7525,346,-13298.177734375,1730000,346
1941.22,15.2685,2259.96,156.6785,347,-13226.337890625,1735000,347
1951.82,15.4298,2271.47,156.7195,348,-13315.3447265625,1740000,348
1971.2,15.4041,2326.12,156.5282,349,-13427.6865234375,1745000,349
1956.37,15.3809,2303.57,156.6079,350,-13447.2392578125,1750000,350
1957.27,15.2431,2286.76,156.435,351,-13414.9111328125,1755000,351
1963.47,15.2144,2289.96,156.7381,352,-13418.52734375,1760000,352
1957.11,15.1758,2319.22,156.7326,353,-13503.0048828125,1765000,353
1944.15,15.1669,2308.93,156.6455,354,-13428.9560546875,1770000,354
1946.0,15.1683,2313.43,156.67,355,-13510.82421875,1775000,355
1958.01,15.1884,2307.24,156.6952,356,-13524.5068359375,1780000,356
1961.72,15.209,2302.87,156.6293,357,-13473.6337890625,1785000,357
1961.62,15.2871,2320.86,156.5615,358,-13580.818359375,1790000,358
1969.64,15.4537,2303.25,156.6178,359,-13609.55078125,1795000,359
1969.98,15.3212,2301.62,156.6633,360,-13595.642578125,1800000,360
1956.01,15.0835,2296.53,156.5028,361,-13575.7578125,1805000,361
1966.84,15.3313,2299.92,156.791,362,-13574.888671875,1810000,362
1944.93,15.1174,2282.44,156.6466,363,-13546.474609375,1815000,363
1972.95,15.186,2336.51,156.6153,364,-13677.798828125,1820000,364
1963.01,15.2546,2309.91,156.4863,365,-13660.3876953125,1825000,365
1950.0,15.1961,2297.97,156.8474,366,-13731.0751953125,1830000,366
1954.49,15.0643,2300.62,156.6818,367,-13707.9326171875,1835000,367
1959.42,15.2708,2336.13,156.6448,368,-13800.2060546875,1840000,368
1963.16,15.1647,2321.61,156.6242,369,-13759.75,1845000,369
1954.7,15.2102,2313.42,156.5849,370,-13780.18359375,1850000,370
1949.97,15.1176,2306.33,156.5776,371,-13804.8408203125,1855000,371
1957.84,15.2523,2308.17,156.5632,372,-13842.0390625,1860000,372
1971.05,15.1918,2314.67,156.6007,373,-13822.3759765625,1865000,373
1944.85,14.9276,2291.93,156.7176,374,-13887.126953125,1870000,374
