Running Update Time,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return
124,620000,-1693.074462890625,124,4675.64,40.9981,19.0333,4662.0
125,625000,-1789.127197265625,125,4651.63,41.8336,17.8797,4477.19
126,630000,-1927.1614990234375,126,4712.25,41.337,15.8104,4403.77
127,635000,-1738.89404296875,127,4647.93,41.074,16.3243,4599.18
128,640000,-2170.25732421875,128,4754.3,42.1862,16.9275,4210.39
129,645000,-1780.2166748046875,129,4725.45,41.7421,18.0917,4628.54
130,650000,-1781.0985107421875,130,4593.4,41.2426,17.4764,4609.69
131,655000,-2092.448974609375,131,4681.22,41.3862,16.4521,4601.9
132,660000,-1810.0135498046875,132,4729.07,41.47,17.7792,4647.16
133,665000,-1775.021484375,133,4631.76,41.0131,16.37,4590.07
134,670000,-1821.58154296875,134,4829.4,40.8404,16.8849,4717.66
135,675000,-2084.720458984375,135,4561.88,41.8983,17.9335,3894.63
136,680000,-2200.488525390625,136,4711.44,41.4241,16.3047,4144.86
137,685000,-2129.277099609375,137,4543.36,40.5537,16.6806,4532.85
138,690000,-2972.601318359375,138,4528.06,43.1655,21.9461,3144.36
139,695000,-1905.39794921875,139,4700.92,41.5008,18.3613,4689.34
140,700000,-1919.0765380859375,140,4784.02,41.7323,16.7583,4684.03
141,705000,-2132.798095703125,141,4746.58,42.0782,19.4088,4741.83
142,710000,-2091.40234375,142,4647.1,41.6968,18.834,4656.57
143,715000,-2089.971435546875,143,4634.58,41.7025,18.2281,4629.48
144,720000,-2086.5888671875,144,4708.38,40.8046,16.3694,4611.9
145,725000,-2253.89892578125,145,4835.14,42.0011,18.9012,4762.51
146,730000,-2193.04052734375,146,4752.25,40.9797,17.2473,4678.66
147,735000,-2121.421630859375,147,4695.06,41.2297,17.1511,4154.98
148,740000,-2213.61669921875,148,4736.24,41.0934,16.4393,4671.92
149,745000,-2187.53857421875,149,4783.72,41.7749,17.8836,4696.82
150,750000,-2088.350830078125,150,4736.62,40.7559,17.2687,4733.22
151,755000,-2086.900634765625,151,4813.42,41.4067,18.2402,4752.69
152,760000,-2506.23779296875,152,4816.5,41.7803,17.7419,4754.54
153,765000,-2321.0068359375,153,4783.8,40.4637,16.6117,4690.52
154,770000,-2266.28173828125,154,4665.79,41.5665,17.6292,4452.26
155,775000,-2510.369140625,155,4700.45,40.858,17.6101,4624.0
156,780000,-2398.5244140625,156,4730.1,42.0838,18.2509,4661.83
157,785000,-2376.4189453125,157,4728.72,41.3808,18.0445,4695.63
158,790000,-2323.40283203125,158,4777.73,41.8132,17.6138,4508.98
159,795000,-2634.8642578125,159,4685.8,40.1714,16.5195,4649.31
160,800000,-2323.470703125,160,4748.57,40.13,17.2698,4749.9
161,805000,-2431.960205078125,161,4667.79,40.8153,18.0591,4660.82
162,810000,-2871.726806640625,162,4858.86,41.6336,17.8197,3401.52
163,815000,-2933.62548828125,163,4783.09,41.9756,16.7436,4437.13
164,820000,-2564.4521484375,164,4889.37,40.8928,15.6201,4611.4
165,825000,-2686.914794921875,165,4786.24,41.4724,17.9018,4741.68
166,830000,-2475.212646484375,166,4813.17,41.4159,18.117,4760.49
167,835000,-2705.055908203125,167,4720.65,41.574,17.4227,4493.73
168,840000,-2817.714599609375,168,4814.17,40.5106,17.3801,4705.27
169,845000,-2623.79150390625,169,4802.8,40.2945,16.4481,4753.48
170,850000,-2630.204345703125,170,4866.69,40.8241,17.2944,4775.38
171,855000,-2707.11767578125,171,4768.02,40.5129,17.1569,4554.59
172,860000,-2673.814208984375,172,4804.26,40.4625,16.9969,4732.72
173,865000,-2776.537353515625,173,4797.28,41.4716,17.8447,4713.32
174,870000,-2780.644775390625,174,4800.32,40.7971,17.524,4740.01
175,875000,-2792.159912109375,175,4775.21,40.4982,17.9372,4740.58
176,880000,-2651.403076171875,176,4823.57,40.0281,17.4205,4766.03
177,885000,-2742.5341796875,177,4740.35,41.02,17.4006,4705.52
178,890000,-2676.651611328125,178,4901.26,41.2459,17.2827,4768.76
179,895000,-2663.08837890625,179,4854.13,40.3204,17.7415,4771.62
180,900000,-2893.65087890625,180,4804.66,40.4245,16.9999,4732.47
181,905000,-2932.358154296875,181,4929.7,40.6694,16.8065,4788.63
182,910000,-3013.72412109375,182,4868.64,40.837,16.1149,4821.36
183,915000,-2881.1884765625,183,5037.52,41.5152,19.1236,4838.54
184,920000,-2719.2998046875,184,4840.68,40.1135,16.765,4811.61
185,925000,-3053.267578125,185,4837.81,40.4057,16.4981,4752.1
186,930000,-3156.547607421875,186,4829.87,40.5495,17.6104,4527.28
187,935000,-2669.255859375,187,4838.59,40.1124,16.1642,4730.83
188,940000,-2939.926025390625,188,4794.03,40.5971,16.4096,4736.26
189,945000,-2918.836669921875,189,4865.8,39.754,16.3176,4790.0
190,950000,-2802.02197265625,190,4760.58,40.4379,15.7123,4733.11
191,955000,-2813.060791015625,191,4939.57,40.1473,16.7389,4897.23
192,960000,-3040.289306640625,192,4872.17,40.2534,17.0004,4825.36
193,965000,-3120.9833984375,193,4767.73,39.8377,16.3135,4726.82
194,970000,-3060.2265625,194,4923.27,40.336,16.8256,4821.22
195,975000,-3167.062255859375,195,4961.67,40.8693,15.6114,4451.2
196,980000,-3280.33056640625,196,4843.77,41.5402,17.0091,4578.33
197,985000,-3339.709228515625,197,4873.01,39.9447,15.447,4775.56
198,990000,-3331.12255859375,198,4830.63,40.2281,17.3153,4367.6
199,995000,-3479.996826171875,199,4710.2,39.7218,17.1446,4668.12
200,1000000,-3226.10791015625,200,4925.47,40.2539,16.5369,4842.09
201,1005000,-3360.720458984375,201,4854.08,40.4705,16.2864,4807.45
202,1010000,-3337.770263671875,202,4921.47,40.4035,16.5689,4840.02
203,1015000,-3319.23583984375,203,5012.97,40.9744,16.9299,4911.66
204,1020000,-3430.24853515625,204,4859.04,40.5047,16.9094,4829.2
205,1025000,-3209.722900390625,205,4964.96,40.5441,17.2283,4840.93
206,1030000,-3788.83984375,206,4972.61,41.2301,16.5774,4888.63
207,1035000,-3685.916015625,207,4943.68,40.897,16.4566,4683.48
208,1040000,-3467.49462890625,208,4958.13,40.5151,17.2942,4895.29
209,1045000,-3534.5576171875,209,4901.0,40.5978,17.0001,4645.2
210,1050000,-3592.127685546875,210,4905.37,40.4415,17.2841,4450.74
211,1055000,-3753.32763671875,211,4934.86,40.9992,17.3005,4689.79
212,1060000,-3667.6220703125,212,4894.35,40.6076,17.3492,4667.57
213,1065000,-3626.35693359375,213,4935.64,40.8386,17.6065,4843.0
214,1070000,-3737.470947265625,214,4901.16,40.1058,16.9425,4641.03
215,1075000,-3710.079833984375,215,4961.43,40.2711,16.752,4855.56
216,1080000,-3635.243896484375,216,5015.03,40.3944,16.9167,4907.82
217,1085000,-3586.2529296875,217,5011.45,40.1942,16.8436,4918.51
218,1090000,-3628.520263671875,218,5028.76,40.4341,16.8656,4909.3
219,1095000,-3672.50732421875,219,5028.74,40.7675,16.5999,4898.82
220,1100000,-3682.16796875,220,5024.47,40.3941,16.8587,4923.74
221,1105000,-3780.596435546875,221,5009.1,40.7381,16.6714,4921.83
222,1110000,-3740.054443359375,222,5038.44,40.6711,16.9457,4920.64
223,1115000,-3811.576171875,223,5047.34,40.8233,16.9408,4941.58
224,1120000,-3911.73486328125,224,5059.77,40.4525,16.8699,4939.81
225,1125000,-3904.41845703125,225,5077.62,40.6509,16.7982,4948.05
226,1130000,-3949.97216796875,226,5049.85,40.2996,17.049,4957.16
227,1135000,-3986.43115234375,227,5041.26,40.3932,16.4819,4968.75
228,1140000,-3894.216064453125,228,5115.9,40.7433,17.2583,4980.28
229,1145000,-4043.695068359375,229,4970.1,40.2201,16.9939,4910.44
230,1150000,-3967.970703125,230,4790.87,40.132,16.4662,4957.41
231,1155000,-4062.925048828125,231,4990.62,40.3452,16.353,4808.14
232,1160000,-4274.47216796875,232,5009.2,40.2633,16.4569,4954.12
233,1165000,-4121.58203125,233,4215.7,40.6195,17.1162,4964.92
234,1170000,-4225.73828125,234,4145.75,40.0618,17.0939,4960.13
235,1175000,-4233.98193359375,235,4992.75,40.3039,17.0615,5002.37
236,1180000,-4109.923828125,236,4624.41,40.8362,17.2285,4987.46
237,1185000,-4255.0224609375,237,5000.45,40.6523,17.2137,4814.51
238,1190000,-4709.19970703125,238,3896.37,41.0061,18.2581,4503.27
239,1195000,-4019.89501953125,239,4474.57,40.2325,17.6978,4900.69
240,1200000,-4316.9931640625,240,5100.26,40.4572,16.7249,4992.87
241,1205000,-4101.29248046875,241,5061.21,39.2852,16.8434,4895.61
242,1210000,-4160.69189453125,242,5086.4,40.0715,17.0501,4951.38
243,1215000,-4247.12646484375,243,5050.27,39.2996,16.5155,4969.1
244,1220000,-4362.390625,244,4978.96,40.2426,17.1921,4940.86
245,1225000,-4490.9228515625,245,5032.39,40.3585,16.318,4834.23
246,1230000,-4431.02978515625,246,4954.03,40.1569,17.1034,4924.61
247,1235000,-4346.4375,247,5079.96,39.7474,16.6581,4524.28
248,1240000,-4177.09130859375,248,5052.74,39.6463,16.4565,4986.83
249,1245000,-4520.93701171875,249,3890.39,39.866,15.5931,4729.81
250,1250000,-4519.83984375,250,3854.22,40.3225,16.6714,4827.88
251,1255000,-4388.8388671875,251,5039.83,40.0074,16.5233,4926.2
252,1260000,-4591.14697265625,252,4843.48,39.425,16.2068,4915.4
253,1265000,-4752.0546875,253,3779.16,40.2645,16.0505,4021.55
254,1270000,-4546.43994140625,254,4702.77,39.8367,15.9422,5003.54
255,1275000,-4485.84765625,255,4463.1,39.5494,16.0299,4965.17
256,1280000,-5086.4990234375,256,3552.19,40.5801,14.9346,4590.74
257,1285000,-4425.88232421875,257,4371.96,39.5511,16.4002,4801.37
258,1290000,-4632.35009765625,258,4244.42,40.2136,16.4899,4671.9
259,1295000,-4715.43994140625,259,4491.63,38.9772,16.4713,4919.18
260,1300000,-5158.033203125,260,4767.67,40.128,14.5527,4595.15
261,1305000,-5242.9365234375,261,3672.4,40.9152,15.3428,4291.99
262,1310000,-4891.52197265625,262,4787.52,39.9182,15.4824,4745.03
263,1315000,-5446.04931640625,263,4436.33,40.5434,14.6504,4281.41
264,1320000,-4888.6240234375,264,4503.95,40.1338,15.6808,4886.91
265,1325000,-5412.57470703125,265,3931.88,40.0555,15.034,4787.16
266,1330000,-4981.43798828125,266,5035.04,39.8545,16.1591,5045.1
267,1335000,-5400.5419921875,267,4705.55,40.422,15.7983,4794.2
268,1340000,-5103.97900390625,268,5027.42,40.0619,16.3802,4806.36
269,1345000,-4963.2998046875,269,4841.76,39.6367,16.1238,5057.38
270,1350000,-5270.14453125,270,5025.44,40.2382,16.3642,4833.21
271,1355000,-5154.22705078125,271,5118.32,39.6719,16.3513,5067.55
272,1360000,-5285.97216796875,272,5035.06,40.4386,16.2313,5032.26
273,1365000,-4872.0634765625,273,4880.56,39.6291,16.3496,5049.2
274,1370000,-5041.5888671875,274,5078.92,39.6383,16.1355,4985.92
275,1375000,-5380.5478515625,275,4970.28,39.4047,15.9889,4894.76
276,1380000,-5458.7666015625,276,5077.77,39.3724,16.0043,5037.32
277,1385000,-5283.234375,277,5002.31,39.4283,16.3161,5046.83
278,1390000,-4938.58642578125,278,4959.4,38.8148,15.7023,5029.79
279,1395000,-5459.7060546875,279,5084.76,39.1925,15.8198,4941.22
280,1400000,-5235.9140625,280,4990.7,39.6727,16.0593,4975.22
281,1405000,-5397.80419921875,281,5078.93,39.0721,16.1065,4975.88
282,1410000,-5415.16650390625,282,5011.64,38.8954,15.7738,4680.58
283,1415000,-5578.31201171875,283,5094.25,39.5747,16.2912,4990.55
284,1420000,-5299.708984375,284,4882.17,39.5074,16.3516,4861.56
285,1425000,-5382.44189453125,285,5059.6,39.0658,15.6077,4995.86
286,1430000,-5445.6953125,286,5093.59,39.6763,15.8364,4963.25
287,1435000,-5550.0654296875,287,4622.6,39.7776,16.273,4924.65
288,1440000,-5700.01904296875,288,3902.27,40.3612,15.912,4268.3
289,1445000,-5655.2060546875,289,4146.7,39.7265,14.9353,4978.04
290,1450000,-6132.541015625,290,4577.97,39.814,14.393,4848.8
291,1455000,-5502.82177734375,291,5101.2,39.156,15.5517,4332.29
292,1460000,-5821.2763671875,292,4353.36,39.9706,16.1603,4815.25
293,1465000,-5804.8291015625,293,5105.05,39.5652,16.0132,5101.05
294,1470000,-5981.6630859375,294,5152.98,39.4374,16.3772,5087.56
295,1475000,-6192.19873046875,295,5078.62,39.6984,15.7559,4778.8
296,1480000,-6286.0595703125,296,5098.39,39.5632,16.3106,4841.73
297,1485000,-6209.6875,297,5068.35,39.7805,16.1683,4726.25
298,1490000,-6277.369140625,298,4911.6,39.6741,16.7264,4882.32
299,1495000,-6498.02783203125,299,4989.55,39.5988,16.1935,4909.68
300,1500000,-6533.43603515625,300,4920.42,39.9456,17.3677,4974.47
301,1505000,-6405.943359375,301,4954.65,40.0295,17.2072,4942.73
302,1510000,-6391.05712890625,302,4940.81,39.6142,17.4943,4934.61
303,1515000,-6474.99560546875,303,4761.45,40.1007,17.8696,4617.34
304,1520000,-6155.98779296875,304,4865.65,39.4288,16.3944,4937.26
305,1525000,-6420.9990234375,305,4983.57,39.2405,16.7886,4620.02
306,1530000,-6081.7822265625,306,3904.93,39.5399,17.2092,4666.42
307,1535000,-6270.2294921875,307,4788.89,39.4688,16.487,4606.18
308,1540000,-6150.2158203125,308,4865.43,39.3824,16.7416,4781.67
309,1545000,-6420.8046875,309,4751.01,39.365,15.1082,4970.19
310,1550000,-6256.04541015625,310,4805.9,39.5432,16.9987,5027.38
311,1555000,-6370.74609375,311,4809.74,39.892,16.7132,4995.02
312,1560000,-6359.9921875,312,5026.93,39.3608,16.1375,4835.85
313,1565000,-6244.49609375,313,4913.79,39.1263,16.2232,4934.01
314,1570000,-6300.1962890625,314,4998.02,39.3551,16.1935,4946.33
315,1575000,-6652.26171875,315,5017.06,39.847,17.3909,4893.04
316,1580000,-6744.083984375,316,5010.43,39.2296,16.5222,4925.1
317,1585000,-6529.32177734375,317,5115.46,39.2106,16.8394,4811.84
318,1590000,-6437.58154296875,318,5145.53,38.6624,16.2998,5084.86
319,1595000,-6797.12060546875,319,5045.74,39.1836,16.612,5047.56
320,1600000,-6514.56640625,320,5139.1,39.5197,16.3245,4943.74
321,1605000,-6736.15966796875,321,5149.53,39.3643,16.3303,5077.18
322,1610000,-6803.75,322,5215.45,39.3463,16.6806,5107.49
323,1615000,-7151.95166015625,323,5123.29,39.6825,16.6819,5087.53
324,1620000,-6969.25390625,324,5115.64,38.8444,16.0736,5067.7
325,1625000,-6913.119140625,325,5172.31,39.5071,16.1015,5074.84
326,1630000,-6946.54248046875,326,5143.24,38.8928,15.5418,4866.61
327,1635000,-6755.42529296875,327,5052.42,39.3993,16.1112,4504.63
328,1640000,-6870.43017578125,328,4989.52,39.563,15.8897,4947.89
329,1645000,-6832.09521484375,329,5136.1,39.6734,16.0605,5091.9
330,1650000,-7674.00927734375,330,5143.73,40.2748,17.049,5120.65
331,1655000,-7014.52880859375,331,4366.57,39.166,16.342,4780.42
332,1660000,-7754.26220703125,332,5011.64,39.9823,16.3985,4485.74
333,1665000,-7551.00537109375,333,4972.38,39.718,15.177,4350.52
334,1670000,-7505.4970703125,334,5144.49,39.5756,15.8597,4760.45
335,1675000,-7221.49951171875,335,5028.14,39.9055,17.4527,5035.26
336,1680000,-7292.6953125,336,5139.47,39.6035,17.29,5071.55
337,1685000,-7144.48193359375,337,5148.47,39.092,15.7369,4899.05
338,1690000,-7834.12255859375,338,5076.69,39.6006,17.5485,5060.08
339,1695000,-8488.47265625,339,5077.28,40.0011,17.078,4806.74
340,1700000,-7385.794921875,340,5161.01,38.9403,17.1903,5122.23
341,1705000,-7775.89013671875,341,5124.99,39.1788,20.5674,4244.97
342,1710000,-7563.8662109375,342,4219.87,40.3184,19.3027,4966.75
343,1715000,-7325.533203125,343,5094.01,39.4206,16.4522,4664.07
344,1720000,-7591.9384765625,344,5125.59,39.5483,16.3155,4608.82
345,1725000,-7883.56689453125,345,5136.06,39.8797,21.8638,4632.53
346,1730000,-7720.7373046875,346,5190.11,39.7058,21.8126,4813.84
347,1735000,-7698.923828125,347,5199.62,39.6032,19.078,4276.79
348,1740000,-8035.24169921875,348,5131.89,39.8874,16.9171,4857.23
349,1745000,-8240.2802734375,349,5085.17,39.904,16.9648,5020.13
350,1750000,-7921.39599609375,350,5042.75,39.5497,15.2747,4728.7
351,1755000,-8456.2001953125,351,5022.64,39.7519,16.2896,5014.08
352,1760000,-8311.50390625,352,5005.18,39.6691,16.2872,4777.6
353,1765000,-8897.2880859375,353,5137.21,39.5879,16.8934,5083.78
354,1770000,-8554.1298828125,354,5080.36,39.4071,15.9578,5050.8
355,1775000,-8339.287109375,355,5120.08,39.5638,16.3121,4845.29
356,1780000,-8172.36279296875,356,5117.09,38.7857,16.128,4873.29
357,1785000,-8840.359375,357,5104.59,39.5682,17.1525,5074.0
358,1790000,-9343.6298828125,358,5152.56,39.9774,17.871,4899.05
359,1795000,-8329.279296875,359,5131.82,38.9799,15.7325,5097.1
360,1800000,-8494.6767578125,360,5153.3,39.8021,16.3734,4918.13
361,1805000,-8963.5068359375,361,3739.5,39.523,16.1072,5124.06
362,1810000,-9207.310546875,362,4774.47,39.5803,16.725,4847.96
363,1815000,-8690.57421875,363,5215.54,39.4731,16.7192,5146.29
364,1820000,-8247.28515625,364,5163.78,38.7462,16.5863,5078.46
365,1825000,-8520.685546875,365,5215.69,38.9992,16.3717,5179.94
366,1830000,-8450.865234375,366,5164.42,38.8335,16.3295,5102.8
367,1835000,-9121.322265625,367,5156.56,39.0079,15.7487,5117.5
368,1840000,-8431.0908203125,368,5218.68,38.1574,16.7563,5176.46
369,1845000,-8817.6005859375,369,5126.69,38.2522,15.4918,5131.71
370,1850000,-9318.3115234375,370,5165.51,39.5163,16.1993,5136.43
371,1855000,-8996.2451171875,371,5147.15,39.3396,16.1694,5099.92
372,1860000,-9447.8818359375,372,4991.55,39.0279,16.2528,4737.19
373,1865000,-10261.9814453125,373,4239.58,39.5479,17.3501,3040.36
374,1870000,-9355.46484375,374,5117.68,39.1206,16.6831,5110.23
375,1875000,-8762.345703125,375,5138.55,39.615,16.4655,5056.44
376,1880000,-8991.2314453125,376,5119.92,39.6531,16.6105,5027.7
377,1885000,-12281.9619140625,377,684.46,42.6595,16.2707,2467.19
378,1890000,-9953.580078125,378,4922.79,39.7241,17.0584,4859.27
379,1895000,-9497.494140625,379,5233.41,38.5036,16.9702,5175.17
380,1900000,-9941.4912109375,380,5132.6,39.8979,17.8551,4910.8
381,1905000,-9259.9111328125,381,5121.98,39.1642,16.6151,5078.09
382,1910000,-9343.560546875,382,5038.69,38.9086,15.4109,5070.05
383,1915000,-10649.7099609375,383,4945.93,40.4144,29.2633,4211.61
384,1920000,-9930.2236328125,384,4840.23,38.6647,14.8226,4880.02
385,1925000,-10081.658203125,385,3538.21,38.9633,15.5365,4424.77
386,1930000,-11004.9833984375,386,2890.58,40.2109,20.5375,3686.8
