Real Sto Return,Running Update Time,Running Env Steps,Itration,Running Reverse KL,Reward Loss,Running Forward KL,Real Det Return
1825.83,51,255000,51,21.0533,-436.8890075683594,51.5275,2916.41
1519.8,52,260000,52,22.0945,-430.1219177246094,52.5526,3014.36
2440.1,53,265000,53,28.7609,-299.1347351074219,52.4813,3337.52
1167.05,54,270000,54,21.723,-474.7076110839844,52.9255,2235.36
1927.83,55,275000,55,26.2934,-380.22552490234375,52.4723,2824.57
2352.27,56,280000,56,25.8679,-355.9887390136719,51.5677,3315.83
2004.64,57,285000,57,26.6568,-369.4842529296875,52.1434,3540.86
2547.04,58,290000,58,27.8449,-402.0726623535156,54.814,3752.37
1976.15,59,295000,59,22.5637,-578.0673217773438,56.1595,2704.11
2665.0,60,300000,60,23.2253,-436.4562683105469,51.6539,3127.07
2975.02,61,305000,61,30.6405,-424.0087585449219,55.6357,3888.94
1900.31,62,310000,62,27.0562,-348.2012634277344,52.5478,2652.77
2813.45,63,315000,63,31.594,-336.9988098144531,54.2944,3681.44
923.52,64,320000,64,26.5447,-398.5155334472656,54.9059,2116.87
2478.98,65,325000,65,32.5794,-353.9621276855469,54.6052,3984.49
2712.4,66,330000,66,35.0754,-352.3370056152344,55.8809,4215.77
3002.07,67,335000,67,30.6462,-453.1129455566406,55.9578,4474.83
2431.6,68,340000,68,32.1118,-366.73516845703125,53.0423,2046.43
2069.74,69,345000,69,29.3969,-477.3093566894531,54.9345,3513.97
2070.58,70,350000,70,29.689,-431.59234619140625,54.6119,2904.75
2878.64,71,355000,71,39.7024,-419.1920166015625,59.4535,3934.38
3212.03,72,360000,72,32.8162,-483.4737854003906,57.7642,3814.8
3850.31,73,365000,73,42.4105,-430.2939758300781,58.1643,4275.47
3783.86,74,370000,74,46.3191,-388.3626403808594,61.528,4447.22
3804.34,75,375000,75,46.8986,-381.3443298339844,62.7029,4637.24
3995.66,76,380000,76,47.7023,-421.4207458496094,62.5133,3933.67
3504.74,77,385000,77,44.7043,-428.5109558105469,60.2832,4566.13
3684.44,78,390000,78,36.6771,-435.44281005859375,57.342,4490.34
3868.16,79,395000,79,44.2979,-436.82305908203125,61.1433,4732.54
3929.9,80,400000,80,52.0237,-439.4544982910156,64.4968,4593.49
3764.16,81,405000,81,37.5745,-471.0853576660156,57.6914,4538.87
2761.65,82,410000,82,42.0541,-485.85491943359375,59.5975,4093.62
3062.24,83,415000,83,39.8229,-494.9225769042969,60.2736,3397.1
3528.2,84,420000,84,40.4258,-535.0411376953125,60.5767,3995.69
3910.73,85,425000,85,40.235,-526.9329833984375,61.5488,5006.13
3716.23,86,430000,86,36.536,-575.7613525390625,59.662,4208.04
3746.47,87,435000,87,49.1207,-505.4404602050781,62.4496,4684.68
3977.13,88,440000,88,44.3725,-550.8143310546875,60.6166,4892.8
3549.7,89,445000,89,44.2313,-554.8007202148438,63.9563,4352.56
3381.86,90,450000,90,40.1748,-648.2403564453125,61.8252,3856.91
3567.27,91,455000,91,45.13,-614.9097900390625,63.0234,4153.49
4115.95,92,460000,92,50.2219,-529.5367431640625,64.4634,4621.25
3695.28,93,465000,93,52.9765,-560.5210571289062,66.4668,4721.02
3940.6,94,470000,94,48.2038,-584.438232421875,62.9093,4628.77
2816.28,95,475000,95,45.2735,-623.4578247070312,62.3608,3776.62
3174.66,96,480000,96,43.6207,-665.7100830078125,62.6273,4760.57
3586.5,97,485000,97,35.0305,-714.9854125976562,60.7084,4430.16
3773.27,98,490000,98,39.7198,-684.526123046875,60.6123,4650.87
4261.3,99,495000,99,61.1591,-649.9386596679688,69.7845,3934.8
4504.87,100,500000,100,54.8081,-684.6552124023438,68.2973,4832.78
4384.62,101,505000,101,54.1983,-653.387451171875,64.7904,5369.2
3655.56,102,510000,102,47.9045,-730.1903076171875,63.8151,5158.36
4704.42,103,515000,103,49.3209,-735.177734375,63.8908,5001.36
4375.79,104,520000,104,49.3393,-767.3834228515625,63.086,5112.04
3162.7,105,525000,105,66.4084,-753.7103881835938,70.0918,4474.03
3668.02,106,530000,106,49.4749,-777.2484130859375,64.1461,4747.19
4558.27,107,535000,107,54.8203,-774.5704345703125,66.0317,5005.67
4620.58,108,540000,108,42.1157,-842.6932373046875,61.2107,4798.9
3767.95,109,545000,109,60.8296,-801.93017578125,67.3853,5046.46
3858.66,110,550000,110,52.8513,-834.3186645507812,65.1117,5135.82
3932.16,111,555000,111,48.1792,-836.4566040039062,63.9917,5067.29
4030.19,112,560000,112,67.3236,-840.4863891601562,68.9269,4789.28
4139.69,113,565000,113,58.0454,-871.4814453125,67.8855,5137.74
4293.7,114,570000,114,59.8055,-884.692138671875,68.5773,5358.56
4121.42,115,575000,115,54.0807,-894.2950439453125,65.7349,4971.63
4278.48,116,580000,116,58.434,-922.665283203125,69.2633,4980.81
4944.69,117,585000,117,59.5561,-935.3202514648438,66.8279,4944.9
5007.89,118,590000,118,65.1187,-983.772216796875,69.3978,5065.06
4517.26,119,595000,119,64.3893,-1005.7349243164062,70.1014,4962.14
4721.75,120,600000,120,56.0135,-1020.5823364257812,65.8536,5161.37
4527.7,121,605000,121,59.4992,-1045.7591552734375,66.4116,5273.68
4520.02,122,610000,122,57.4446,-1110.007080078125,67.4101,5163.0
2734.16,123,615000,123,63.9529,-1132.6951904296875,68.1879,4721.85
4756.02,124,620000,124,67.3747,-1111.7677001953125,71.7874,4870.3
4799.41,125,625000,125,60.3985,-1139.6151123046875,66.8252,5320.01
3423.19,126,630000,126,71.415,-1177.8800048828125,71.3339,4341.58
4677.6,127,635000,127,58.2777,-1173.8582763671875,67.6113,4888.93
3593.33,128,640000,128,49.0213,-1210.5703125,63.6699,4580.55
4784.05,129,645000,129,68.4814,-1243.4744873046875,70.1179,4943.58
4225.4,130,650000,130,64.3387,-1276.3809814453125,68.1746,4977.96
4769.3,131,655000,131,57.5958,-1255.97900390625,65.5562,5402.88
4999.5,132,660000,132,62.6876,-1304.1280517578125,66.3851,5436.02
4657.69,133,665000,133,70.4613,-1315.9349365234375,72.6514,4840.91
4595.85,134,670000,134,74.759,-1357.7220458984375,74.024,5139.73
4763.22,135,675000,135,71.4627,-1392.58935546875,71.5501,4726.69
4807.04,136,680000,136,69.705,-1377.78466796875,72.1861,5105.21
4761.6,137,685000,137,69.978,-1448.065185546875,71.6092,4941.06
5174.32,138,690000,138,65.9749,-1453.4163818359375,70.3609,5300.73
4646.86,139,695000,139,70.9039,-1515.1739501953125,71.5922,5017.92
4761.96,140,700000,140,68.4536,-1527.3612060546875,71.2948,5026.67
4491.96,141,705000,141,73.9053,-1582.03271484375,70.7208,4820.43
5003.71,142,710000,142,69.0992,-1551.7032470703125,71.6936,4850.38
4199.62,143,715000,143,73.3943,-1636.6402587890625,74.108,5163.45
4667.45,144,720000,144,70.7373,-1662.9815673828125,72.2128,4748.72
5048.49,145,725000,145,57.0916,-1627.1488037109375,66.7987,5471.22
4607.48,146,730000,146,69.8599,-1685.0233154296875,72.8971,4949.01
4782.3,147,735000,147,72.1691,-1720.8751220703125,72.5956,5420.12
4156.01,148,740000,148,71.2302,-1749.7366943359375,71.9897,4933.69
4909.5,149,745000,149,70.3806,-1765.118408203125,72.8469,5406.66
4500.58,150,750000,150,71.291,-1816.8699951171875,72.1364,5243.47
4833.58,151,755000,151,72.7261,-1812.9339599609375,73.5499,5494.56
4615.94,152,760000,152,63.8407,-1822.37890625,72.8725,5040.0
3915.26,153,765000,153,68.6445,-1925.9893798828125,69.7583,5022.65
4566.56,154,770000,154,75.5467,-1936.492431640625,74.7044,4570.75
4404.56,155,775000,155,75.3209,-1978.493408203125,76.7603,5102.61
4592.94,156,780000,156,78.3922,-2032.4056396484375,75.6633,4731.93
5022.26,157,785000,157,64.6248,-1979.6383056640625,68.2499,5331.29
5099.91,158,790000,158,67.9961,-2045.9552001953125,70.4816,5117.64
5092.29,159,795000,159,70.3572,-2100.64599609375,69.5593,5313.79
4583.16,160,800000,160,63.1503,-2094.472900390625,71.1453,5554.07
4549.54,161,805000,161,76.8221,-2169.03857421875,74.9347,5305.62
4679.35,162,810000,162,70.6797,-2214.77392578125,73.4678,5004.38
4897.86,163,815000,163,66.2751,-2198.26806640625,71.596,5509.99
3843.31,164,820000,164,59.6344,-2239.477783203125,66.534,4434.08
4706.41,165,825000,165,68.7369,-2304.34130859375,72.4406,5106.1
4301.62,166,830000,166,73.8006,-2346.75439453125,75.9159,4985.76
5232.85,167,835000,167,72.7503,-2372.22607421875,73.0146,5532.65
4621.97,168,840000,168,70.5502,-2414.1689453125,70.7709,4697.96
5230.6,169,845000,169,72.3321,-2409.706787109375,74.8882,5564.73
5078.7,170,850000,170,73.0867,-2497.911865234375,72.0129,5183.05
5091.88,171,855000,171,73.9903,-2529.016357421875,73.995,5010.63
4928.68,172,860000,172,70.6228,-2584.2236328125,73.5789,5349.5
4403.15,173,865000,173,74.5779,-2610.340576171875,74.128,5011.82
4902.51,174,870000,174,66.6196,-2604.532958984375,69.2188,5327.69
5273.07,175,875000,175,73.3373,-2726.5146484375,74.8999,5574.91
4132.89,176,880000,176,60.6015,-2627.641845703125,66.4012,5226.27
4723.38,177,885000,177,68.8633,-2697.88623046875,72.3733,5519.7
4937.93,178,890000,178,70.5427,-2768.88525390625,73.8275,4997.86
4414.79,179,895000,179,65.9772,-2813.210693359375,71.1273,5224.07
5189.69,180,900000,180,60.0813,-2817.15673828125,68.0743,5134.11
4676.74,181,905000,181,66.9425,-2919.25146484375,71.0242,5327.14
4639.09,182,910000,182,63.4946,-2889.499755859375,68.6488,5369.39
5131.6,183,915000,183,61.6321,-2942.67578125,67.6237,5503.64
4202.57,184,920000,184,72.6285,-3049.50244140625,75.0882,5286.63
5125.54,185,925000,185,69.3502,-3056.831298828125,73.4492,5566.83
4940.12,186,930000,186,70.7254,-3127.241943359375,74.2795,5337.88
4891.6,187,935000,187,76.422,-3192.28125,75.2242,5362.77
4448.03,188,940000,188,67.4903,-3211.625,73.1757,5042.03
4757.69,189,945000,189,79.4868,-3328.921630859375,75.6753,5146.36
5048.88,190,950000,190,78.0389,-3312.18798828125,77.1068,5477.95
4816.23,191,955000,191,77.8313,-3419.776611328125,77.8052,5253.29
4968.2,192,960000,192,70.9765,-3422.974609375,74.065,5546.31
5006.89,193,965000,193,68.0433,-3438.6748046875,75.0475,5294.25
5045.47,194,970000,194,75.239,-3518.937255859375,75.367,5494.6
5096.39,195,975000,195,66.5336,-3424.740234375,72.2557,5088.89
5119.03,196,980000,196,70.0533,-3536.00927734375,76.9703,5553.65
4879.59,197,985000,197,72.4007,-3605.81005859375,75.702,5142.26
4433.12,198,990000,198,66.6004,-3589.76611328125,70.3513,4887.31
4468.11,199,995000,199,73.4056,-3750.04638671875,76.6193,4398.74
5026.65,200,1000000,200,69.3835,-3697.041259765625,74.8821,5085.44
5006.3,201,1005000,201,71.1009,-3765.75048828125,75.0544,5310.87
4878.77,202,1010000,202,71.6443,-3802.832763671875,77.4519,5384.51
4986.77,203,1015000,203,68.5661,-3824.992919921875,74.4685,5360.74
4931.54,204,1020000,204,72.9177,-3905.276611328125,75.2764,5353.93
4805.12,205,1025000,205,63.3345,-3835.597412109375,68.8883,5637.41
5159.89,206,1030000,206,73.3152,-3976.796875,75.6985,5573.87
5283.58,207,1035000,207,67.4076,-3971.53369140625,70.7461,5319.08
5396.78,208,1040000,208,68.1121,-4049.304931640625,75.0307,5628.07
4836.87,209,1045000,209,74.2288,-4090.606689453125,72.9326,5615.63
4650.41,210,1050000,210,78.473,-4242.8662109375,78.2896,5389.99
4830.35,211,1055000,211,73.0592,-4183.763671875,76.7871,5689.4
4948.47,212,1060000,212,79.067,-4250.2353515625,78.0795,5628.13
5143.69,213,1065000,213,76.3966,-4361.21630859375,77.0556,5591.73
4838.01,214,1070000,214,73.199,-4353.0146484375,78.6502,5652.67
4447.65,215,1075000,215,70.0295,-4387.41259765625,75.842,5401.3
5349.48,216,1080000,216,75.8029,-4481.142578125,78.3564,5609.25
4864.77,217,1085000,217,74.5201,-4496.71728515625,76.4253,5545.71
5324.64,218,1090000,218,66.8462,-4388.611328125,69.7881,5533.09
5178.74,219,1095000,219,74.8722,-4623.505859375,78.771,5654.61
5039.16,220,1100000,220,72.5292,-4605.05126953125,76.4922,5761.06
5119.97,221,1105000,221,72.8585,-4671.5126953125,76.9999,5701.5
4911.75,222,1110000,222,72.5998,-4704.85205078125,75.044,5688.87
4668.36,223,1115000,223,69.9374,-4670.9658203125,70.9471,5662.39
5290.16,224,1120000,224,69.0066,-4752.4560546875,75.4085,5595.05
5192.7,225,1125000,225,75.5062,-4893.42431640625,78.7944,5559.1
4856.23,226,1130000,226,78.2107,-4933.08056640625,78.6913,5689.97
5425.56,227,1135000,227,76.0922,-4959.57177734375,77.0842,5215.31
5075.35,228,1140000,228,74.1026,-4935.755859375,77.4494,5238.66
4753.73,229,1145000,229,73.9904,-4946.79248046875,77.5018,5494.52
4934.32,230,1150000,230,75.8087,-5050.34375,77.5585,5435.65
5154.02,231,1155000,231,72.9816,-5080.32080078125,77.3548,5727.46
5004.11,232,1160000,232,73.1948,-5127.06982421875,78.4303,5439.95
4842.64,233,1165000,233,73.8247,-5160.78125,77.6682,5351.97
5077.55,234,1170000,234,71.4501,-5119.66259765625,73.4476,5704.47
5216.35,235,1175000,235,71.2137,-5204.43798828125,77.4789,5648.07
5138.24,236,1180000,236,74.9213,-5285.154296875,78.5603,5724.02
5042.13,237,1185000,237,68.7735,-5095.08544921875,70.5593,5384.67
5346.56,238,1190000,238,71.9956,-5364.3271484375,77.6131,5708.97
4910.51,239,1195000,239,73.2083,-5345.21728515625,78.61,5598.29
4910.44,240,1200000,240,67.9592,-5336.22216796875,73.2154,5041.66
5195.2,241,1205000,241,69.2135,-5396.04296875,74.94,5400.54
5244.28,242,1210000,242,76.5529,-5537.58251953125,80.3408,5314.93
4843.08,243,1215000,243,76.7863,-5548.87353515625,79.4783,5749.4
5355.66,244,1220000,244,63.5864,-5221.15185546875,70.5739,5773.33
5063.01,245,1225000,245,69.8977,-5516.14013671875,75.7171,5585.23
5279.71,246,1230000,246,58.9909,-5301.79443359375,68.9043,4914.28
4270.45,247,1235000,247,72.4158,-5679.08740234375,80.4309,5345.91
4908.17,248,1240000,248,73.7325,-5725.6875,79.2289,5499.36
5446.5,249,1245000,249,76.9964,-5750.50048828125,79.1131,4990.38
4958.27,250,1250000,250,64.9832,-5508.68017578125,69.3233,5414.8
5489.29,251,1255000,251,72.1767,-5802.27587890625,77.4666,5436.79
4145.9,252,1260000,252,74.5575,-5862.64990234375,77.6097,5352.65
4489.18,253,1265000,253,70.8597,-5780.8095703125,78.173,5516.74
4881.1,254,1270000,254,74.128,-5861.62109375,78.4898,5524.45
4925.27,255,1275000,255,66.7544,-5726.85302734375,71.9289,4713.96
4256.71,256,1280000,256,72.8612,-5911.03369140625,78.1082,5028.55
4304.4,257,1285000,257,72.7992,-5960.90234375,77.996,5278.23
5359.32,258,1290000,258,60.3019,-5599.935546875,67.8819,5613.48
5314.29,259,1295000,259,59.6326,-5503.3271484375,66.5771,5716.14
5544.44,260,1300000,260,72.7098,-6110.5625,77.9247,5750.83
5313.51,261,1305000,261,72.815,-6143.91162109375,76.8134,5639.26
4535.14,262,1310000,262,71.1918,-6159.4052734375,77.2037,5619.85
5265.52,263,1315000,263,71.4099,-6106.28857421875,71.9051,5356.09
5378.24,264,1320000,264,76.8304,-6217.37841796875,78.4445,5481.82
4696.4,265,1325000,265,59.3354,-5758.025390625,67.8184,5286.18
5154.0,266,1330000,266,73.1803,-6255.7314453125,77.7653,5208.54
4949.57,267,1335000,267,75.2886,-6294.74609375,77.8048,5710.93
5107.35,268,1340000,268,64.9748,-6034.29345703125,70.6384,5694.7
4849.61,269,1345000,269,59.5262,-5840.64013671875,67.7445,5839.07
4983.4,270,1350000,270,67.1674,-6055.505859375,69.4399,5844.25
4556.25,271,1355000,271,75.5679,-6468.9541015625,78.2579,5823.05
5305.14,272,1360000,272,76.6027,-6426.6259765625,77.5781,5557.12
5589.79,273,1365000,273,76.8953,-6555.56689453125,79.0555,5831.21
5315.8,274,1370000,274,73.8653,-6545.0029296875,76.1525,5944.65
5232.67,275,1375000,275,67.4988,-6194.26123046875,69.3484,5842.01
5649.09,276,1380000,276,76.8048,-6562.09814453125,77.1208,5728.78
4986.88,277,1385000,277,69.5264,-6267.42431640625,69.0262,5773.33
5282.92,278,1390000,278,73.9471,-6667.216796875,76.8812,5816.13
5572.18,279,1395000,279,68.2715,-6373.388671875,68.8047,5870.62
4902.67,280,1400000,280,75.1846,-6811.45361328125,77.6131,5753.06
5509.12,281,1405000,281,72.4002,-6595.44873046875,74.2107,5811.57
4955.04,282,1410000,282,74.9135,-6792.98095703125,77.4942,5880.73
5287.9,283,1415000,283,77.8002,-6797.06005859375,78.8858,5081.06
5441.79,284,1420000,284,73.9728,-6881.314453125,77.63,5432.94
5015.96,285,1425000,285,75.447,-6836.86181640625,77.7263,5774.01
5566.11,286,1430000,286,76.6924,-6933.4287109375,78.0983,5923.61
5269.12,287,1435000,287,77.9542,-6914.54833984375,78.6018,5833.21
5095.44,288,1440000,288,69.1217,-6610.19189453125,70.7919,5678.16
5304.48,289,1445000,289,65.3736,-6375.3330078125,69.2974,5593.99
5401.74,290,1450000,290,81.0763,-7150.6826171875,78.6632,5577.13
5100.04,291,1455000,291,79.7831,-7133.35546875,78.1669,5865.16
5364.43,292,1460000,292,78.8082,-7170.0400390625,78.8779,5902.25
5329.4,293,1465000,293,74.7511,-7111.00146484375,76.4442,5869.26
5049.71,294,1470000,294,76.4248,-7106.21728515625,74.7337,5753.02
5418.54,295,1475000,295,73.0137,-7143.48095703125,76.5586,5554.2
5353.66,296,1480000,296,69.675,-6880.017578125,69.9123,5826.4
4536.41,297,1485000,297,78.7238,-7304.7060546875,78.5453,5843.18
5305.62,298,1490000,298,71.1609,-6967.65625,71.2781,5839.56
4929.41,299,1495000,299,77.5012,-7428.08349609375,78.8042,5813.48
4945.42,300,1500000,300,77.3038,-7390.140625,78.4249,5536.91
5177.73,301,1505000,301,80.3743,-7444.2802734375,79.9695,5680.3
5321.98,302,1510000,302,73.2595,-7371.8564453125,74.499,5505.52
5004.71,303,1515000,303,70.4153,-7074.07373046875,70.9279,5826.16
5049.26,304,1520000,304,76.1661,-7600.986328125,78.661,5670.52
5544.94,305,1525000,305,70.4621,-7357.4873046875,71.0401,5857.67
5194.78,306,1530000,306,66.9844,-7250.91748046875,70.8354,5661.34
5123.61,307,1535000,307,79.69,-7720.88671875,79.2993,5849.64
5551.22,308,1540000,308,77.9423,-7619.779296875,78.6266,5352.13
5551.28,309,1545000,309,66.7065,-7388.2734375,71.2478,5535.95
5124.22,310,1550000,310,81.1206,-7827.23974609375,76.873,5345.17
5577.2,311,1555000,311,79.6098,-7893.33984375,79.5831,5677.97
5124.79,312,1560000,312,71.1292,-7521.59619140625,70.5424,5728.22
5405.09,313,1565000,313,79.2401,-8056.0693359375,77.9172,5563.22
5067.17,314,1570000,314,76.5217,-8018.1416015625,77.9186,5381.23
5049.14,315,1575000,315,59.2347,-6882.57421875,67.215,5819.39
5291.14,316,1580000,316,64.9947,-7519.0361328125,70.3246,5727.37
5275.42,317,1585000,317,70.1766,-7519.1005859375,70.9153,5778.87
4279.53,318,1590000,318,80.3815,-8242.78125,79.8598,5180.98
4926.22,319,1595000,319,78.8455,-8155.81689453125,78.1165,5683.38
5341.11,320,1600000,320,73.5371,-8113.453125,74.0769,5385.25
5283.18,321,1605000,321,76.6301,-8116.10009765625,76.8941,5953.76
5358.06,322,1610000,322,78.3118,-8341.0224609375,79.3175,5129.74
5150.58,323,1615000,323,67.8353,-7812.73876953125,69.6579,5385.69
4757.87,324,1620000,324,71.1474,-8173.23681640625,72.903,5001.14
5410.58,325,1625000,325,75.8494,-8457.5537109375,78.3492,5921.65
4776.27,326,1630000,326,76.6921,-8537.841796875,77.5052,5643.76
5337.85,327,1635000,327,80.6456,-8639.3642578125,78.1809,5890.45
5181.73,328,1640000,328,73.8584,-8333.083984375,72.8242,4837.27
5346.81,329,1645000,329,86.1644,-8789.2041015625,81.3724,5865.72
5370.13,330,1650000,330,67.7766,-7834.18701171875,69.5199,5880.7
4756.84,331,1655000,331,68.5863,-8113.861328125,70.5267,5882.8
5151.48,332,1660000,332,79.0496,-8861.60546875,80.1033,5890.24
5178.59,333,1665000,333,72.5012,-8606.5322265625,74.1602,5796.9
4803.85,334,1670000,334,75.6083,-8851.3642578125,75.8325,5598.45
4699.18,335,1675000,335,72.71,-8544.2333984375,71.3624,5194.86
5294.23,336,1680000,336,78.0766,-8958.501953125,77.8164,4788.7
4632.54,337,1685000,337,76.4593,-9017.130859375,78.4615,5480.65
5503.55,338,1690000,338,68.0325,-8456.0302734375,71.7499,5353.45
5340.06,339,1695000,339,69.9005,-8779.4404296875,74.314,5260.38
5316.94,340,1700000,340,72.1177,-8586.51171875,73.4025,5609.1
4735.52,341,1705000,341,70.086,-8592.734375,72.15,5342.8
5231.83,342,1710000,342,72.5444,-8721.921875,70.8506,5635.94
5416.37,343,1715000,343,75.1347,-9202.384765625,76.7797,5485.34
5518.53,344,1720000,344,72.1523,-8769.3173828125,72.8041,5713.32
4714.39,345,1725000,345,77.0966,-9282.78125,78.375,5363.63
5569.33,346,1730000,346,81.8225,-9453.0107421875,80.0447,5273.85
5412.69,347,1735000,347,75.0027,-9415.498046875,77.4874,5746.09
4971.42,348,1740000,348,65.1019,-8260.095703125,70.6506,5345.97
5346.86,349,1745000,349,80.9189,-9632.0380859375,80.5339,5645.13
5144.35,350,1750000,350,77.6815,-9715.9443359375,77.256,5953.04
5182.15,351,1755000,351,74.7718,-9459.3427734375,75.5693,5525.32
5283.84,352,1760000,352,78.1173,-9738.8271484375,78.1891,5320.81
4777.9,353,1765000,353,77.0526,-9654.6591796875,77.5403,5359.21
5322.15,354,1770000,354,80.1567,-9684.6181640625,76.9352,5577.55
5385.12,355,1775000,355,78.5122,-9870.1953125,78.8664,5595.36
5028.32,356,1780000,356,80.4239,-9852.2138671875,78.6471,5593.8
5073.87,357,1785000,357,76.0308,-9964.310546875,79.0847,5735.86
5240.24,358,1790000,358,77.9989,-9962.568359375,79.5445,5705.31
4766.35,359,1795000,359,79.2219,-9975.3193359375,78.7579,5964.45
5226.24,360,1800000,360,81.6673,-10177.51171875,78.8411,5923.89
5103.09,361,1805000,361,78.5107,-10135.681640625,78.8165,5737.81
5402.88,362,1810000,362,80.4965,-10154.07421875,79.6248,5984.63
5388.64,363,1815000,363,72.1597,-9791.484375,74.0145,5675.73
5744.42,364,1820000,364,82.7161,-10557.2333984375,81.8509,5991.48
5489.78,365,1825000,365,79.4409,-10323.318359375,80.44,5763.36
4640.43,366,1830000,366,84.4168,-10429.9013671875,79.2862,5878.17
5650.74,367,1835000,367,76.6596,-10289.517578125,74.8458,5712.75
5277.86,368,1840000,368,81.7496,-10531.1240234375,79.4028,5929.58
5095.26,369,1845000,369,76.5774,-10437.845703125,76.5836,5510.95
5234.68,370,1850000,370,80.7675,-10672.2333984375,80.2449,5695.71
5433.28,371,1855000,371,74.4884,-10564.0009765625,77.4494,5487.24
5256.55,372,1860000,372,82.4349,-10785.2099609375,80.7934,5973.78
5173.7,373,1865000,373,78.6077,-10631.841796875,80.2532,5724.49
5318.58,374,1870000,374,83.3117,-10905.4833984375,81.7895,5666.58
5415.07,375,1875000,375,64.604,-9330.7998046875,70.7499,5630.74
4891.91,376,1880000,376,79.312,-10821.6220703125,79.9991,5462.26
4707.16,377,1885000,377,72.6543,-10385.4609375,74.3534,5879.43
4672.21,378,1890000,378,74.828,-10763.8759765625,76.2718,5699.56
4824.8,379,1895000,379,68.243,-10031.234375,70.5719,5625.59
5478.15,380,1900000,380,77.4261,-11028.87109375,78.7157,5727.54
5604.48,381,1905000,381,79.7316,-11170.8857421875,80.1397,5969.52
4678.49,382,1910000,382,76.8054,-11115.30078125,78.3643,5746.67
5144.2,383,1915000,383,78.7149,-11236.021484375,79.0715,6034.4
5477.61,384,1920000,384,80.3126,-11213.2265625,80.2278,5498.08
5539.83,385,1925000,385,75.3033,-11165.7646484375,76.7481,5744.21
