Real Sto Return,Running Forward KL,Running Update Time,Running Reverse KL,Real Det Return,Reward Loss,Running Env Steps,Itration
658.46,65.9944,30,26.4422,1289.52,-1582.2237548828125,150000,30
927.94,61.4409,31,25.0763,1594.43,-1477.8885498046875,155000,31
1089.86,64.1432,32,25.0578,1685.31,-1588.0400390625,160000,32
1114.71,62.272,33,25.3761,2306.25,-1537.994384765625,165000,33
1080.46,61.3568,34,25.4249,1818.66,-1586.730712890625,170000,34
848.8,63.5518,35,25.8773,1623.38,-1669.9649658203125,175000,35
1318.53,63.3544,36,28.4056,2471.75,-1713.5174560546875,180000,36
1732.77,63.0742,37,28.3029,2528.55,-1691.348388671875,185000,37
862.72,63.243,38,25.2056,1152.07,-1862.0252685546875,190000,38
2022.89,61.7147,39,29.726,2739.56,-1649.4969482421875,195000,39
1741.75,61.1543,40,27.2436,2267.91,-1740.6002197265625,200000,40
1491.75,61.5832,41,25.7283,2658.69,-1910.7291259765625,205000,41
1614.05,62.8695,42,29.6987,2738.58,-1811.7353515625,210000,42
1908.36,61.6552,43,31.9577,2567.56,-1705.6195068359375,215000,43
2015.12,62.0928,44,35.2227,3422.13,-1671.1937255859375,220000,44
1771.71,61.9431,45,29.4202,3330.66,-1846.06787109375,225000,45
2139.39,63.7689,46,36.2071,3185.07,-1619.3189697265625,230000,46
2881.62,62.6293,47,35.4061,3616.18,-1766.1732177734375,235000,47
1536.66,62.6633,48,32.9667,2683.14,-1946.9951171875,240000,48
1438.74,62.8285,49,31.8267,2590.79,-2009.872802734375,245000,49
2813.6,61.1054,50,34.215,3354.42,-1939.615234375,250000,50
2336.01,63.1632,51,35.9157,3583.46,-1973.8939208984375,255000,51
1539.86,61.3576,52,29.5884,2650.19,-2090.3505859375,260000,52
2858.92,63.9102,53,35.2408,3607.0,-2036.56494140625,265000,53
1947.09,62.2289,54,26.333,3211.6,-2376.643798828125,270000,54
2428.91,62.2663,55,28.8841,3243.64,-2367.012939453125,275000,55
2966.71,64.5643,56,39.9231,3733.51,-2102.824462890625,280000,56
3197.47,63.5876,57,36.2451,4127.45,-2110.166259765625,285000,57
3205.32,63.9983,58,40.6212,4371.24,-2131.84033203125,290000,58
2262.44,62.5905,59,33.9007,2888.42,-2236.679931640625,295000,59
3135.44,63.3223,60,35.9067,4403.53,-2365.34765625,300000,60
2362.53,61.5471,61,35.4686,3114.73,-2163.746826171875,305000,61
3010.12,62.1818,62,30.8578,3543.09,-2628.25,310000,62
2275.36,64.2189,63,42.1428,3945.56,-2188.599365234375,315000,63
2909.61,66.5053,64,43.5975,3809.03,-2224.191650390625,320000,64
1281.05,64.8598,65,41.224,1861.21,-2352.950439453125,325000,65
3305.16,64.6738,66,41.5545,3906.17,-2389.76611328125,330000,66
3310.28,64.7078,67,42.3307,3573.88,-2594.616943359375,335000,67
2616.85,62.7581,68,29.1227,3477.11,-3020.748291015625,340000,68
3634.41,65.2616,69,45.3845,4612.18,-2468.9609375,345000,69
3213.07,64.4145,70,39.0062,4268.66,-2731.368408203125,350000,70
3073.17,64.7706,71,38.4974,4602.83,-2875.272216796875,355000,71
3473.67,66.3308,72,42.9943,4081.9,-2889.93701171875,360000,72
3924.49,64.4666,73,39.2041,4317.61,-2907.65185546875,365000,73
3197.3,62.175,74,34.2369,4346.06,-3015.418701171875,370000,74
3203.35,71.2706,75,54.0244,4424.04,-2732.52099609375,375000,75
3779.15,64.4535,76,39.6553,4315.45,-3036.3486328125,380000,76
3122.46,66.5185,77,48.054,4442.91,-2829.924560546875,385000,77
3654.74,66.1595,78,41.7442,4502.75,-3265.292724609375,390000,78
3837.22,66.3559,79,45.5902,4242.54,-3112.573974609375,395000,79
3129.97,63.9623,80,33.5331,3990.34,-3485.8095703125,400000,80
3269.12,66.8976,81,43.9089,4270.6,-3342.746337890625,405000,81
4308.39,67.8707,82,49.7518,5163.97,-3308.208984375,410000,82
3846.0,67.3837,83,47.1553,4667.03,-3541.70068359375,415000,83
4419.0,65.7484,84,44.4153,4683.0,-3584.229248046875,420000,84
3628.5,68.091,85,50.6754,5083.73,-3472.64892578125,425000,85
3571.66,65.389,86,38.5405,4304.29,-3780.871826171875,430000,86
3198.54,66.0222,87,38.1668,3192.23,-3759.269775390625,435000,87
3581.68,64.3522,88,42.3785,4851.26,-3823.22900390625,440000,88
4067.04,68.8012,89,49.9356,4368.25,-3784.33544921875,445000,89
3817.44,68.4195,90,50.5093,4538.18,-3813.834228515625,450000,90
4193.48,67.5017,91,47.7065,4705.88,-4080.697265625,455000,91
3629.34,65.8042,92,41.5133,3558.23,-4046.15673828125,460000,92
3411.18,66.5453,93,43.4497,3294.48,-4089.23486328125,465000,93
4442.51,65.1823,94,44.7313,4747.16,-4055.804931640625,470000,94
3767.04,65.4289,95,42.1254,4459.42,-4210.1025390625,475000,95
2434.48,67.5632,96,46.1677,3189.14,-4458.43017578125,480000,96
2996.49,65.6381,97,40.1309,3301.82,-4503.9892578125,485000,97
3783.75,66.9452,98,45.2898,4794.02,-4633.45654296875,490000,98
3782.72,69.7205,99,53.0358,4779.95,-4517.5751953125,495000,99
3941.45,67.865,100,46.728,4743.0,-4721.2431640625,500000,100
4431.69,65.6042,101,47.4225,4896.38,-4780.931640625,505000,101
3743.28,67.7571,102,48.9273,4905.05,-4763.64501953125,510000,102
4544.77,71.171,103,53.9751,5071.59,-5060.11181640625,515000,103
4681.19,70.9641,104,54.7965,4657.8,-5048.49609375,520000,104
4854.38,72.0638,105,56.5934,5030.02,-4992.00927734375,525000,105
4330.88,66.6183,106,44.7935,4884.2,-5294.59423828125,530000,106
4250.11,67.876,107,49.6544,5230.19,-5284.89697265625,535000,107
4409.08,73.122,108,58.3914,4812.73,-5589.24658203125,540000,108
3660.47,68.7661,109,50.1621,3738.37,-5458.2138671875,545000,109
4046.44,68.307,110,50.1981,4761.75,-5504.10107421875,550000,110
4023.67,67.6145,111,46.8609,4240.07,-5810.0810546875,555000,111
4210.09,72.0666,112,53.7305,4354.6,-5781.83154296875,560000,112
4322.38,71.0087,113,53.7846,5016.71,-6057.91796875,565000,113
4605.79,73.4651,114,55.1969,5477.4,-5988.86669921875,570000,114
4114.16,69.2559,115,52.1744,4986.64,-5944.00830078125,575000,115
3909.42,70.388,116,51.9795,3106.55,-6209.05126953125,580000,116
4358.89,70.0511,117,52.7244,4867.59,-6090.0947265625,585000,117
4175.23,69.0727,118,48.0374,5039.19,-6432.68115234375,590000,118
4841.39,73.8537,119,57.3331,5046.49,-6706.76708984375,595000,119
4514.27,70.9608,120,55.1057,4853.31,-6525.31591796875,600000,120
4756.57,73.7338,121,58.2595,5127.72,-6984.400390625,605000,121
5056.03,70.0455,122,52.142,5117.42,-6977.23193359375,610000,122
4124.04,70.5048,123,53.6702,4880.9,-7286.2607421875,615000,123
4875.3,76.4019,124,58.6333,5519.23,-7226.896484375,620000,124
4570.55,74.2996,125,56.0295,5560.5,-7361.00244140625,625000,125
4233.36,70.2843,126,53.8292,4765.79,-7237.35986328125,630000,126
4589.82,70.8005,127,54.7722,5397.79,-7300.7314453125,635000,127
4764.45,75.7359,128,61.4924,5574.02,-7655.6181640625,640000,128
4508.41,69.8975,129,53.3893,4957.81,-7654.380859375,645000,129
4642.71,72.8209,130,54.6895,5527.68,-7900.94384765625,650000,130
4711.47,72.7541,131,55.8908,5246.29,-8023.458984375,655000,131
4183.96,71.9855,132,53.5875,4902.35,-7879.69482421875,660000,132
4062.87,74.3571,133,55.6322,5118.17,-8435.5908203125,665000,133
3718.0,75.9225,134,60.8124,3598.96,-8222.5673828125,670000,134
4167.06,72.0672,135,57.1661,4145.55,-8119.0263671875,675000,135
4854.35,73.4903,136,58.0097,5631.38,-8687.33984375,680000,136
4113.34,77.1122,137,64.9022,5310.18,-9104.236328125,685000,137
4829.58,78.0084,138,63.4757,4909.73,-9155.7412109375,690000,138
4390.84,72.0975,139,59.3921,5210.9,-9132.0166015625,695000,139
4470.54,78.0327,140,65.3049,4679.53,-9325.556640625,700000,140
4124.64,73.3871,141,59.771,5078.77,-9528.2998046875,705000,141
4151.48,76.7981,142,60.5761,5220.77,-9812.9521484375,710000,142
4660.78,74.6112,143,59.3481,5167.57,-9938.4248046875,715000,143
4963.08,71.0794,144,54.8299,5357.97,-9584.1806640625,720000,144
4404.76,77.0121,145,63.1965,5203.98,-10185.783203125,725000,145
4639.78,70.3006,146,52.8448,5466.04,-10174.3857421875,730000,146
4924.65,74.9995,147,57.0637,5731.33,-10638.2783203125,735000,147
4370.8,72.0679,148,57.4976,4426.17,-10659.8828125,740000,148
4663.39,73.2594,149,59.9451,5554.11,-10770.0654296875,745000,149
4916.71,78.061,150,63.745,5507.39,-10936.779296875,750000,150
4959.84,71.6119,151,56.9441,5637.99,-10814.21484375,755000,151
4749.54,80.6838,152,66.9277,5631.43,-11466.197265625,760000,152
4443.72,77.1354,153,64.5409,5793.18,-11566.0673828125,765000,153
5216.63,72.7121,154,59.31,5570.49,-11591.978515625,770000,154
5403.18,76.3682,155,60.444,5751.44,-12287.2451171875,775000,155
4902.94,72.3248,156,60.3681,5802.64,-12202.23828125,780000,156
4024.43,82.263,157,68.3599,4855.2,-12531.171875,785000,157
5254.17,72.585,158,63.0258,5685.96,-12392.3330078125,790000,158
5091.62,71.5992,159,62.3778,5768.81,-12511.5390625,795000,159
4772.48,74.8386,160,63.847,5282.05,-12391.8876953125,800000,160
5237.64,79.903,161,66.1734,5603.14,-13211.83203125,805000,161
4374.46,78.2983,162,66.7691,5166.24,-13285.2939453125,810000,162
5072.02,79.4684,163,68.1526,5469.37,-13915.759765625,815000,163
5078.31,79.7519,164,68.3663,5641.49,-13620.552734375,820000,164
5133.22,82.1096,165,66.3608,5781.94,-14350.755859375,825000,165
4865.47,80.7949,166,69.1672,5755.14,-13977.7001953125,830000,166
5239.4,80.1853,167,68.5982,5201.66,-14488.255859375,835000,167
4573.36,83.0039,168,74.6419,5242.2,-14576.0146484375,840000,168
5195.0,77.827,169,67.3024,5784.97,-15001.3330078125,845000,169
5284.65,74.5062,170,65.9171,5889.8,-14868.4296875,850000,170
5192.23,75.9421,171,66.8895,5798.82,-14979.9130859375,855000,171
5213.06,81.2338,172,67.1957,5777.63,-15399.490234375,860000,172
5284.9,78.681,173,67.2675,5822.33,-15868.2431640625,865000,173
5211.65,80.9562,174,71.4067,5768.54,-15409.90234375,870000,174
4704.49,77.4368,175,67.101,5752.59,-15853.5615234375,875000,175
4851.38,81.212,176,68.3128,5601.2,-16308.271484375,880000,176
5375.92,81.1412,177,66.6878,5606.49,-16672.04296875,885000,177
4199.49,78.842,178,68.8161,5835.21,-16505.361328125,890000,178
5075.64,80.0753,179,69.2303,5483.9,-16432.68359375,895000,179
5032.85,80.0403,180,67.4449,5660.23,-17373.603515625,900000,180
5108.82,81.3389,181,70.455,5594.95,-18263.814453125,905000,181
4968.93,75.7918,182,65.7245,5715.31,-17791.0390625,910000,182
5038.2,81.2399,183,73.9036,5629.61,-18088.341796875,915000,183
4630.27,86.7535,184,72.2662,5811.99,-18553.6953125,920000,184
5255.69,79.9051,185,68.3747,5541.14,-18301.234375,925000,185
5281.81,80.3882,186,71.2843,5518.69,-18636.64453125,930000,186
5124.99,73.1442,187,61.5698,5853.08,-18468.982421875,935000,187
5289.12,80.1056,188,69.3947,5528.64,-19479.640625,940000,188
4210.5,76.2728,189,64.4989,5288.27,-18635.876953125,945000,189
4970.38,78.715,190,69.7083,5852.78,-19678.666015625,950000,190
5266.43,73.9997,191,61.4976,5411.05,-19666.236328125,955000,191
5129.52,76.8174,192,66.873,5874.11,-19451.732421875,960000,192
4706.05,82.1121,193,72.9201,5651.52,-20715.80859375,965000,193
5504.8,79.0772,194,69.8065,5881.62,-21098.2890625,970000,194
5291.97,79.547,195,70.339,5889.96,-21354.310546875,975000,195
5307.6,83.356,196,75.3468,5810.84,-21966.462890625,980000,196
4819.97,72.0957,197,61.0587,5427.48,-20918.173828125,985000,197
5538.17,76.2675,198,66.5752,5974.56,-21757.546875,990000,198
5133.51,79.3875,199,65.4933,5933.73,-22505.59765625,995000,199
5633.95,82.6614,200,76.3991,5930.4,-22828.275390625,1000000,200
4942.99,80.9869,201,70.9857,5467.81,-23208.5703125,1005000,201
5491.89,80.5044,202,69.7868,5847.59,-23277.703125,1010000,202
5201.19,79.7857,203,71.7334,5687.29,-23892.107421875,1015000,203
4843.62,83.8291,204,76.4803,5393.73,-23856.9453125,1020000,204
5416.01,82.0917,205,74.3077,5010.12,-24029.232421875,1025000,205
5234.15,85.4312,206,75.4353,5232.68,-24607.01953125,1030000,206
5621.79,85.3441,207,77.66,5742.78,-25543.70703125,1035000,207
4979.14,78.1438,208,70.0718,5313.34,-25006.91015625,1040000,208
5354.56,83.0732,209,76.5303,5815.51,-25529.755859375,1045000,209
4790.49,80.8449,210,71.583,5807.44,-25634.98828125,1050000,210
5023.78,82.3672,211,74.8571,5805.9,-26177.03125,1055000,211
4654.82,83.5942,212,76.5213,5877.86,-26306.787109375,1060000,212
4937.04,85.0932,213,78.1286,5986.13,-26827.6640625,1065000,213
5516.08,81.9257,214,72.1032,5238.43,-27172.84375,1070000,214
4860.66,82.6325,215,78.9311,5910.07,-27387.986328125,1075000,215
4263.93,84.8317,216,76.059,5540.1,-27662.908203125,1080000,216
4885.78,83.2723,217,77.1257,5847.88,-28458.380859375,1085000,217
4719.26,74.6067,218,69.2719,5124.33,-26275.279296875,1090000,218
4567.94,83.1676,219,77.6653,5754.88,-29220.37109375,1095000,219
4756.43,81.5538,220,73.5412,5245.0,-28777.853515625,1100000,220
5189.62,75.9087,221,68.6473,5691.86,-27910.03125,1105000,221
5429.88,81.4606,222,75.0722,5168.66,-29913.431640625,1110000,222
5336.13,74.3334,223,67.5571,5985.91,-29819.6484375,1115000,223
5194.32,81.7436,224,75.8846,5736.15,-30443.5703125,1120000,224
5041.58,84.0923,225,80.4941,5569.88,-30542.4140625,1125000,225
3964.43,82.3297,226,73.1394,5241.62,-30963.19921875,1130000,226
5405.37,81.722,227,75.4919,5355.2,-31571.5703125,1135000,227
5577.26,80.2174,228,76.2217,5363.81,-31985.98046875,1140000,228
5238.95,81.008,229,79.3774,5412.91,-32349.4453125,1145000,229
5285.83,83.17,230,76.5667,5136.11,-32567.583984375,1150000,230
5214.22,82.4643,231,75.4711,5561.73,-33869.05859375,1155000,231
5209.07,82.0401,232,74.6777,6029.18,-33961.37890625,1160000,232
5418.91,80.5289,233,74.3176,6138.68,-34061.7734375,1165000,233
5413.36,79.8058,234,73.0368,5945.04,-34661.40234375,1170000,234
4990.9,80.4262,235,73.5662,5808.17,-34666.58984375,1175000,235
5237.12,79.7534,236,71.8669,5950.51,-34667.96875,1180000,236
5504.72,81.5527,237,75.522,5995.75,-35511.4140625,1185000,237
5357.92,82.3472,238,72.7592,6008.56,-36518.57421875,1190000,238
5607.67,80.3666,239,72.0237,6040.41,-36370.29296875,1195000,239
5174.64,79.2153,240,74.1746,6110.94,-36607.68359375,1200000,240
3491.95,78.8419,241,72.4778,5160.0,-36372.81640625,1205000,241
5425.68,81.2026,242,73.904,5874.41,-37857.6875,1210000,242
5307.62,82.2939,243,74.8334,6069.59,-38162.67578125,1215000,243
4464.27,82.0856,244,73.2172,5514.21,-37213.00390625,1220000,244
5182.64,80.1137,245,74.0551,5909.62,-37645.06640625,1225000,245
5490.77,73.844,246,64.8014,6091.32,-36472.17578125,1230000,246
5750.16,81.8095,247,74.1625,6087.24,-38747.1953125,1235000,247
4904.96,72.5737,248,63.8342,5459.03,-36844.609375,1240000,248
5262.82,74.549,249,67.7664,5749.76,-37418.2421875,1245000,249
4705.23,80.3365,250,70.4829,5997.42,-39223.20703125,1250000,250
4951.63,81.707,251,70.1684,5960.92,-39235.375,1255000,251
4822.85,82.8672,252,72.2711,6030.05,-40125.4921875,1260000,252
5688.44,82.7554,253,71.5465,4657.09,-40324.83203125,1265000,253
3748.74,81.4804,254,71.4748,4838.77,-40361.9453125,1270000,254
4129.64,74.3162,255,66.4402,5173.47,-38384.5,1275000,255
4670.16,80.3405,256,69.0758,6066.39,-40740.46875,1280000,256
5242.18,73.7423,257,64.797,5366.91,-39003.9609375,1285000,257
4772.62,81.7116,258,69.9819,5931.21,-41365.921875,1290000,258
5089.72,81.7951,259,70.9286,5471.83,-42366.1328125,1295000,259
5030.96,71.0331,260,55.7056,5187.42,-37663.22265625,1300000,260
4698.56,79.5854,261,65.8858,5830.43,-42325.53125,1305000,261
5485.82,83.1325,262,72.0916,6124.91,-43734.0625,1310000,262
4565.01,82.1401,263,72.5986,5591.75,-43333.8671875,1315000,263
5121.27,75.161,264,64.9732,5893.08,-41733.47265625,1320000,264
5397.5,81.0341,265,71.5547,5992.62,-43788.6171875,1325000,265
4224.41,76.7715,266,64.857,5239.54,-41525.5703125,1330000,266
5132.58,81.5742,267,70.0548,5880.48,-44729.3359375,1335000,267
4565.43,78.2217,268,63.6074,5550.85,-43974.859375,1340000,268
5395.37,81.0712,269,70.7598,6004.14,-44662.4609375,1345000,269
5367.63,82.2732,270,72.7518,6242.16,-45516.37890625,1350000,270
5163.95,73.6091,271,62.2676,6227.78,-43166.1328125,1355000,271
5158.01,81.7032,272,69.2253,5774.96,-45343.6953125,1360000,272
4836.32,78.4316,273,68.3722,5903.83,-45129.484375,1365000,273
5212.01,81.6132,274,69.6785,5705.97,-46573.99609375,1370000,274
5340.19,78.7689,275,66.4184,5814.08,-45811.01171875,1375000,275
5077.3,80.1761,276,70.963,5879.61,-46412.16015625,1380000,276
4498.04,72.8526,277,62.037,5776.18,-44262.546875,1385000,277
5560.61,81.0379,278,67.7871,5278.04,-46763.77734375,1390000,278
4782.98,80.0852,279,70.5032,5847.89,-47201.1953125,1395000,279
5718.66,80.6519,280,67.171,5955.07,-47406.453125,1400000,280
5676.29,74.6167,281,63.593,5785.93,-46213.8984375,1405000,281
5372.27,81.7237,282,72.5263,5912.87,-47514.859375,1410000,282
5133.47,78.3039,283,65.3983,5820.97,-48241.09375,1415000,283
5271.74,81.1179,284,71.1138,6012.14,-48282.0234375,1420000,284
5126.72,81.4701,285,69.0221,5834.29,-48329.63671875,1425000,285
4795.1,78.5003,286,67.9109,5653.25,-48309.55859375,1430000,286
4717.19,81.1388,287,69.3227,5655.06,-49695.76171875,1435000,287
5537.97,81.099,288,72.1926,5767.75,-48605.15234375,1440000,288
4955.03,77.7639,289,67.6204,6168.85,-48084.71875,1445000,289
5463.05,82.2719,290,75.1123,5782.05,-49553.8203125,1450000,290
5634.55,80.7985,291,64.047,5424.55,-49921.90625,1455000,291
4943.65,75.1285,292,65.5662,6164.56,-47655.91015625,1460000,292
5011.04,80.0084,293,68.2522,5450.99,-49992.48828125,1465000,293
5725.12,81.2485,294,73.2775,5970.94,-50242.953125,1470000,294
5440.61,80.3295,295,67.8714,6059.28,-50218.6640625,1475000,295
5705.92,80.6733,296,70.8255,5866.57,-50191.6484375,1480000,296
5138.63,81.7445,297,69.5241,6174.48,-50750.671875,1485000,297
4634.35,81.6165,298,69.6858,6101.75,-50826.8828125,1490000,298
5623.62,81.8341,299,71.3046,6066.07,-51147.3359375,1495000,299
5286.12,81.3865,300,71.2158,6174.15,-51761.18359375,1500000,300
5207.27,80.623,301,70.8983,6215.47,-51945.1328125,1505000,301
4942.0,72.2765,302,60.4022,5964.62,-48684.80078125,1510000,302
5191.06,74.7712,303,63.2482,6257.98,-49513.33984375,1515000,303
5399.61,81.8009,304,73.9212,5774.04,-51596.51171875,1520000,304
5251.56,80.566,305,70.6387,6038.92,-52416.72265625,1525000,305
5746.93,82.4863,306,71.094,6100.27,-53041.37109375,1530000,306
5788.94,76.0372,307,65.0249,5679.35,-51304.50390625,1535000,307
4842.75,72.995,308,65.1811,5988.51,-50670.06640625,1540000,308
5022.84,80.7033,309,69.2506,5897.49,-52830.92578125,1545000,309
5674.61,82.3643,310,73.2955,6164.69,-54322.2734375,1550000,310
5700.29,73.1372,311,66.1119,6235.13,-51135.9765625,1555000,311
5560.88,82.0743,312,71.549,5888.37,-53806.43359375,1560000,312
5577.44,73.8252,313,64.1186,6252.28,-51844.3515625,1565000,313
5073.81,80.8668,314,74.3242,6132.13,-53621.29296875,1570000,314
5059.66,80.9129,315,71.6787,5872.11,-53832.29296875,1575000,315
5738.61,81.5545,316,75.2614,6158.61,-54389.328125,1580000,316
5472.38,80.4045,317,71.4692,6288.93,-54322.23828125,1585000,317
5063.12,79.0863,318,69.7023,6290.42,-54839.57421875,1590000,318
5561.15,76.7235,319,67.5178,5625.75,-54382.02734375,1595000,319
5495.86,79.3985,320,69.0666,6148.61,-54846.54296875,1600000,320
5659.38,72.6623,321,65.6574,5872.99,-51672.171875,1605000,321
4979.34,81.0924,322,70.4392,6233.73,-55514.21484375,1610000,322
5199.94,79.0986,323,69.67,6236.36,-55633.47265625,1615000,323
5266.96,80.7271,324,72.6647,5983.54,-55289.92578125,1620000,324
5254.11,72.6197,325,64.9465,6262.36,-52570.45703125,1625000,325
5701.31,78.8848,326,70.6694,6114.78,-55655.92578125,1630000,326
5731.59,79.7718,327,72.6987,5912.37,-55857.5859375,1635000,327
4890.38,76.1628,328,67.8651,6294.8,-55196.484375,1640000,328
5181.54,77.9486,329,69.6007,6182.95,-55445.609375,1645000,329
5248.34,72.8784,330,62.1362,6162.16,-53291.9765625,1650000,330
4857.42,76.5644,331,68.9803,5679.72,-55239.0078125,1655000,331
4846.47,79.003,332,68.0971,5764.33,-56502.390625,1660000,332
5753.66,79.0627,333,69.6966,5494.12,-57202.95703125,1665000,333
4852.5,71.1204,334,58.3931,6305.22,-52681.0234375,1670000,334
5375.01,78.3523,335,68.7103,5666.42,-57903.67578125,1675000,335
5384.25,79.2134,336,70.8251,6272.67,-57468.93359375,1680000,336
5165.97,72.1682,337,61.0634,6283.64,-53631.65625,1685000,337
5168.42,72.4589,338,63.7022,5905.96,-53631.01953125,1690000,338
4549.44,72.5476,339,62.43,5523.32,-54109.125,1695000,339
4832.85,74.5459,340,65.4482,5850.31,-54080.54296875,1700000,340
4895.14,72.7849,341,61.8325,5955.87,-54236.4609375,1705000,341
4980.71,72.6699,342,61.6787,6217.58,-53659.39453125,1710000,342
3884.0,72.0796,343,62.0302,5643.47,-53688.546875,1715000,343
5521.46,78.8943,344,68.2528,5554.71,-58278.05859375,1720000,344
5443.42,78.0271,345,68.6965,6253.11,-58643.18359375,1725000,345
5659.81,78.7158,346,72.0559,5442.01,-58561.62890625,1730000,346
5299.94,77.3952,347,68.2499,6009.35,-58671.0390625,1735000,347
4934.55,79.2353,348,72.68,5920.97,-59206.296875,1740000,348
5023.2,78.1886,349,69.0708,6176.51,-58903.31640625,1745000,349
5647.79,79.8773,350,73.1004,6199.17,-59063.94140625,1750000,350
5155.1,79.3469,351,71.1285,6268.33,-59546.59375,1755000,351
5607.71,80.9756,352,70.9767,6220.79,-60051.83984375,1760000,352
5749.79,72.7929,353,64.0625,6285.94,-56809.84375,1765000,353
5264.64,81.2435,354,72.4578,6176.69,-60448.73828125,1770000,354
5732.13,73.2395,355,64.4751,6249.52,-56498.76953125,1775000,355
4837.9,78.4524,356,68.2853,6223.16,-61064.78125,1780000,356
4963.9,79.4305,357,72.1004,6266.5,-60961.16796875,1785000,357
5393.53,80.7237,358,71.5487,6042.08,-60871.87890625,1790000,358
5074.09,73.091,359,62.5956,6311.09,-55953.8203125,1795000,359
5515.7,81.3185,360,72.3436,6309.39,-61685.73828125,1800000,360
5152.43,78.8746,361,70.6206,5776.97,-62271.90625,1805000,361
5796.4,79.9329,362,73.1809,5989.73,-61798.96875,1810000,362
4829.79,77.9029,363,72.1962,6270.66,-61087.21875,1815000,363
5682.35,80.7924,364,74.5964,6375.53,-62620.390625,1820000,364
5736.59,80.3373,365,73.6712,6264.98,-61565.65625,1825000,365
5232.11,79.7509,366,73.3699,6114.28,-61827.34375,1830000,366
5585.53,78.8291,367,71.4508,5893.31,-62611.98828125,1835000,367
5432.97,76.2974,368,68.6932,6310.1,-59164.88671875,1840000,368
5623.96,79.9366,369,73.0244,6279.89,-63155.71875,1845000,369
5522.3,81.7853,370,73.9147,5792.92,-62934.44140625,1850000,370
5200.39,79.4521,371,75.0219,5985.61,-63670.3515625,1855000,371
5827.69,81.7333,372,75.9929,6256.65,-63643.390625,1860000,372
5853.27,78.9222,373,74.727,5973.35,-62918.26953125,1865000,373
5433.55,76.5127,374,70.5165,5958.09,-59015.08984375,1870000,374
5616.67,71.7288,375,60.9417,6007.27,-53153.69140625,1875000,375
5540.69,80.3732,376,74.885,5834.65,-63571.4921875,1880000,376
5701.44,80.6913,377,76.0108,6002.18,-63690.26171875,1885000,377
5851.23,78.5135,378,74.2976,6364.42,-64055.75390625,1890000,378
5863.78,76.5354,379,71.8094,6374.59,-61389.90234375,1895000,379
5408.76,80.9822,380,71.9782,6228.94,-63001.1640625,1900000,380
5376.11,75.1318,381,68.1993,5807.58,-60349.9140625,1905000,381
5415.41,78.8143,382,75.7868,6131.8,-63818.4921875,1910000,382
5582.07,75.3195,383,69.2057,6131.15,-60090.0,1915000,383
5149.99,79.1639,384,74.182,6291.39,-64257.3515625,1920000,384
5832.29,73.7688,385,67.1804,6056.45,-59519.0625,1925000,385
5357.93,72.9141,386,64.161,6173.96,-56705.81640625,1930000,386
5405.45,73.1579,387,63.7677,5876.17,-57462.875,1935000,387
4882.64,74.4581,388,67.1091,6200.29,-60541.35546875,1940000,388
5416.51,74.4626,389,68.6048,6211.73,-60676.57421875,1945000,389
5611.35,73.907,390,67.6815,6194.49,-60477.59375,1950000,390
5013.06,79.5152,391,71.1875,6204.06,-63997.3203125,1955000,391
