Running Reverse KL,Real Sto Return,Running Env Steps,Real Det Return,Reward Loss,Running Update Time,Running Forward KL,Itration
15.4518,3292.03,405000,3404.08,-108.17438507080078,81,29.2051,81
14.713,1582.48,410000,2579.13,-428.2361755371094,82,28.7133,82
14.2756,3208.31,415000,3236.59,-97.64527893066406,83,27.5926,83
17.0969,2276.06,420000,3488.52,-445.3546142578125,84,29.657,84
14.8105,3404.06,425000,3451.75,-143.60321044921875,85,28.1066,85
15.4149,2689.73,430000,3484.32,-293.2286376953125,86,29.6155,86
15.7874,3095.84,435000,3462.11,-301.72412109375,87,30.5112,87
16.3604,3394.29,440000,3457.9,-79.0542984008789,88,29.3599,88
16.5381,2140.61,445000,3508.11,-414.28741455078125,89,29.6309,89
15.5817,3381.83,450000,3431.99,-100.04734802246094,90,29.7323,90
15.0688,3334.5,455000,3458.98,-128.73780822753906,91,29.5978,91
14.9711,3417.05,460000,3413.93,-135.55824279785156,92,28.9734,92
16.0683,3253.56,465000,3431.49,-137.82972717285156,93,29.326,93
15.3651,3389.62,470000,3394.76,-93.28341674804688,94,28.831,94
15.5767,3163.67,475000,3372.43,-225.0868682861328,95,30.6742,95
16.3143,2102.34,480000,3421.54,-348.0099182128906,96,28.4348,96
16.2605,3316.8,485000,3404.8,-138.16749572753906,97,28.7655,97
15.3689,3262.01,490000,3456.53,-183.3654022216797,98,29.7133,98
15.3786,3389.69,495000,3424.44,-100.34954833984375,99,29.2452,99
15.4582,3320.52,500000,3410.39,-147.94874572753906,100,29.8619,100
16.1933,1959.1,505000,3493.57,-486.564697265625,101,29.3454,101
22.5001,2382.34,510000,3482.12,-455.2264099121094,102,29.0553,102
14.9018,3424.04,515000,3449.55,-85.73627471923828,103,28.788,103
15.3288,3292.15,520000,3390.57,-154.6306610107422,104,28.6725,104
14.6968,3002.78,525000,3426.38,-154.34872436523438,105,28.2176,105
16.0374,3319.13,530000,3436.28,-203.07046508789062,106,28.4632,106
14.9908,3312.75,535000,3443.9,-112.52886199951172,107,28.4141,107
14.2367,3321.52,540000,3446.78,-113.45481872558594,108,27.8991,108
18.9278,2530.91,545000,3479.77,-402.4623107910156,109,29.7633,109
23.5094,2227.93,550000,3452.5,-436.1829528808594,110,29.0473,110
17.5109,2797.17,555000,3464.23,-237.11985778808594,111,28.6788,111
15.3661,3418.3,560000,3446.46,-164.3444366455078,112,28.5878,112
14.7831,3325.67,565000,3444.91,-112.29676055908203,113,28.4227,113
14.8327,3422.13,570000,3452.48,-112.08206176757812,114,27.4541,114
17.2871,3427.46,575000,3466.55,-242.1485137939453,115,28.8294,115
21.5342,2635.39,580000,3449.26,-454.3006286621094,116,28.4465,116
18.9739,2150.15,585000,3480.82,-442.1827392578125,117,27.9226,117
17.5473,3088.14,590000,3478.14,-328.0852355957031,118,28.8992,118
18.7273,2862.48,595000,3476.73,-267.5768737792969,119,28.9057,119
15.2087,3443.17,600000,3466.01,-119.83341217041016,120,28.4748,120
15.6916,3416.17,605000,3461.85,-181.91725158691406,121,28.4723,121
16.3475,3213.14,610000,3468.1,-202.30133056640625,122,28.7092,122
15.2816,3270.16,615000,3452.56,-136.1971435546875,123,27.8263,123
19.386,2732.17,620000,3479.33,-376.1823425292969,124,28.8615,124
22.5198,1974.48,625000,3490.91,-496.6101379394531,125,28.6615,125
15.286,3370.44,630000,3464.52,-136.462158203125,126,28.1728,126
16.2653,2815.43,635000,3504.15,-300.5156555175781,127,27.6731,127
15.3998,3422.14,640000,3460.13,-205.0380096435547,128,28.0897,128
14.8896,3433.92,645000,3477.01,-159.46412658691406,129,27.6642,129
19.353,2321.35,650000,3445.01,-403.61566162109375,130,28.6257,130
15.8981,2929.46,655000,3482.48,-286.83416748046875,131,28.5928,131
15.3393,3364.1,660000,3448.77,-188.34132385253906,132,28.1459,132
15.3029,3369.38,665000,3458.74,-184.435302734375,133,28.2813,133
14.2945,3212.01,670000,3472.36,-210.2886962890625,134,27.0112,134
14.3266,2768.84,675000,3419.15,-237.2085418701172,135,27.9523,135
13.7678,2799.1,680000,3462.51,-333.33905029296875,136,27.9074,136
20.9864,1887.82,685000,3487.19,-532.4093017578125,137,28.8814,137
15.1366,3112.53,690000,3424.89,-274.9265441894531,138,27.2441,138
17.4407,2927.72,695000,3466.29,-442.61236572265625,139,28.9715,139
14.5917,3422.01,700000,3451.82,-169.13938903808594,140,27.2609,140
14.297,3304.45,705000,3423.14,-161.1885986328125,141,26.9136,141
14.596,3282.29,710000,3463.14,-235.81295776367188,142,27.9579,142
13.5862,2959.09,715000,3437.15,-204.09190368652344,143,26.9265,143
14.1834,3231.02,720000,3410.0,-233.58995056152344,144,28.2537,144
13.186,2885.58,725000,3456.34,-317.9122314453125,145,27.0692,145
14.5897,3284.73,730000,3447.34,-185.0552520751953,146,28.5895,146
15.1407,3113.61,735000,3420.08,-357.0205078125,147,28.6341,147
16.6678,3161.86,740000,3446.13,-300.37677001953125,148,28.3052,148
14.2709,3392.06,745000,3476.32,-187.58029174804688,149,27.4684,149
14.7429,3283.47,750000,3486.9,-175.52500915527344,150,27.0151,150
14.5363,3360.22,755000,3449.3,-221.7119903564453,151,28.2294,151
15.5581,3167.73,760000,3477.15,-447.81671142578125,152,27.7952,152
