Itration,Running Update Time,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Forward KL,Running Reverse KL
1163,1163,4536.53,-69029.9921875,5139.92,5815000,42.3722,23.5457
1164,1164,5203.3,-68751.4375,5210.99,5820000,42.3273,24.5635
1165,1165,5121.89,-69036.703125,5155.86,5825000,42.6164,23.4008
1166,1166,983.54,-64017.9765625,536.71,5830000,44.5557,41.8956
1167,1167,901.64,-63257.9296875,944.07,5835000,53.4513,54.1605
1168,1168,920.53,-62916.37890625,921.08,5840000,53.5526,40.4922
1169,1169,924.22,-64921.421875,908.89,5845000,55.1142,44.1527
1170,1170,441.64,-59353.51953125,13.49,5850000,46.501,39.4858
1171,1171,920.82,-62854.8359375,2581.94,5855000,45.8082,35.1658
1172,1172,4528.66,-68707.953125,4978.08,5860000,43.6268,23.7492
1173,1173,4117.67,-69311.3359375,5033.31,5865000,42.2579,30.2734
1174,1174,5010.41,-71540.2578125,5063.89,5870000,41.7449,24.9645
1175,1175,4793.39,-71460.59375,5017.26,5875000,41.7627,26.0426
1176,1176,5038.27,-70668.3828125,5083.71,5880000,41.6646,24.2469
1177,1177,5023.98,-70503.390625,5120.05,5885000,42.132,23.6459
1178,1178,-6.05,-55664.55078125,7.49,5890000,54.362,52.6106
1179,1179,4700.86,-67806.3203125,4746.14,5895000,42.8345,23.5157
1180,1180,4685.23,-68232.2578125,4902.05,5900000,43.3845,23.4512
1181,1181,4132.44,-64106.765625,4099.15,5905000,43.2614,23.6073
1182,1182,5100.4,-67821.59375,5143.85,5910000,42.165,22.5948
1183,1183,5071.66,-67576.453125,5069.34,5915000,42.2097,23.0662
1184,1184,5043.86,-68892.03125,5098.73,5920000,42.0587,22.9163
1185,1185,4879.02,-69434.5078125,5171.88,5925000,42.6217,23.1566
1186,1186,5144.11,-67331.8984375,5188.71,5930000,42.1725,21.8748
1187,1187,4833.64,-68177.8515625,5086.01,5935000,41.7651,21.5601
1188,1188,341.52,-68542.40625,321.38,5940000,50.2419,45.4383
1189,1189,18.49,-61502.5859375,40.82,5945000,49.9611,36.9359
1190,1190,326.39,-62066.54296875,324.78,5950000,50.7206,77.7708
1191,1191,583.68,-67494.2265625,697.66,5955000,46.8359,48.7209
1192,1192,850.91,-62869.15625,874.64,5960000,45.0686,46.0719
1193,1193,2099.89,-64988.5703125,1950.54,5965000,43.0877,36.8503
1194,1194,4193.81,-68947.6640625,4356.99,5970000,42.46,23.2318
1195,1195,2306.54,-66073.78125,1687.2,5975000,44.3743,45.2703
1196,1196,3349.13,-65626.921875,2280.0,5980000,42.5593,35.3931
1197,1197,4400.62,-69798.5546875,4559.68,5985000,42.8569,27.1087
1198,1198,3742.38,-70062.15625,4528.55,5990000,42.5768,26.903
1199,1199,4902.82,-71517.2578125,4955.57,5995000,42.3919,26.2799
1200,1200,4674.62,-69320.6171875,4239.5,6000000,43.3587,35.8647
1201,1201,4236.01,-68220.3359375,4730.3,6005000,42.6365,27.3226
1202,1202,4657.81,-70315.765625,4742.56,6010000,43.1741,28.2125
1203,1203,4628.33,-69132.0,4883.53,6015000,42.5391,24.4648
1204,1204,4900.97,-66944.1640625,4909.57,6020000,42.2884,23.5173
1205,1205,4936.84,-68814.015625,4950.91,6025000,42.335,23.6106
1206,1206,4887.43,-67848.8125,4892.23,6030000,42.751,23.1336
1207,1207,4939.63,-69486.75,4918.25,6035000,42.3103,23.8049
1208,1208,4916.88,-69148.421875,4921.07,6040000,42.4832,23.0275
1209,1209,4966.36,-67862.9921875,4962.42,6045000,42.5099,24.8789
1210,1210,4788.86,-67800.46875,4976.88,6050000,42.5335,23.1456
1211,1211,4881.94,-67817.4453125,4875.27,6055000,42.7664,23.9935
1212,1212,4158.08,-64933.08984375,4838.75,6060000,42.0968,21.7208
1213,1213,4833.92,-66305.9140625,4878.52,6065000,42.3867,22.911
1214,1214,4852.88,-65570.640625,4873.07,6070000,42.3146,22.7309
1215,1215,4896.92,-67368.234375,4903.64,6075000,42.2632,22.7213
1216,1216,4617.99,-66261.1015625,4892.65,6080000,42.2758,21.7982
1217,1217,4351.82,-66743.2265625,4825.81,6085000,42.2893,23.2732
1218,1218,3990.33,-66907.171875,3496.83,6090000,42.9733,25.0295
1219,1219,3604.33,-66760.703125,2943.83,6095000,43.0722,28.3647
1220,1220,4306.96,-68229.171875,4754.51,6100000,42.0917,21.9483
1221,1221,4881.58,-66549.171875,4905.08,6105000,41.9949,22.3785
1222,1222,4946.09,-67729.8046875,4952.92,6110000,42.5562,22.0822
1223,1223,4943.18,-69299.078125,4946.86,6115000,42.3433,23.0132
1224,1224,4920.58,-68905.2890625,4925.6,6120000,42.2709,22.1356
1225,1225,4812.42,-67293.28125,4851.8,6125000,41.992,22.3544
1226,1226,4885.45,-67882.5546875,4905.58,6130000,41.5949,21.9153
1227,1227,4968.8,-68571.359375,5001.14,6135000,41.8414,22.1318
1228,1228,4710.37,-67094.890625,4894.79,6140000,41.4857,21.6627
1229,1229,4931.4,-69838.65625,4959.72,6145000,42.1615,22.0303
1230,1230,4842.05,-68221.8671875,4876.87,6150000,42.3448,22.4718
1231,1231,4895.04,-68341.828125,4920.72,6155000,42.0905,22.6177
1232,1232,4561.16,-68632.171875,4985.09,6160000,41.6254,21.4118
1233,1233,4956.2,-67006.1171875,4957.86,6165000,41.892,26.3981
1234,1234,4925.49,-70546.625,4965.78,6170000,42.4645,22.5695
1235,1235,4909.7,-68810.984375,4939.65,6175000,41.6189,21.705
1236,1236,4893.99,-68247.921875,4904.75,6180000,41.7053,21.8081
1237,1237,4926.62,-67196.25,4920.45,6185000,41.6809,21.7777
1238,1238,4896.65,-68252.609375,4928.91,6190000,41.8943,22.1742
1239,1239,4925.17,-68336.7890625,4958.52,6195000,42.0951,22.5142
1240,1240,4855.44,-68730.359375,4861.69,6200000,42.4244,22.0878
1241,1241,4819.0,-68915.2265625,4861.79,6205000,41.8264,22.3243
1242,1242,4793.49,-68285.265625,4841.11,6210000,41.8303,21.3318
1243,1243,4714.67,-69653.6953125,4944.69,6215000,42.006,21.592
1244,1244,4877.85,-69251.421875,4869.08,6220000,42.1423,22.854
1245,1245,4900.49,-67012.9140625,4906.12,6225000,42.3505,22.9526
1246,1246,4899.86,-68469.296875,4896.85,6230000,42.1208,23.0226
1247,1247,4854.15,-68185.5078125,4869.63,6235000,42.1037,21.8516
1248,1248,4819.88,-69043.1328125,4863.45,6240000,41.9893,22.434
1249,1249,4855.85,-67351.3125,4861.34,6245000,41.7484,22.2287
1250,1250,4847.76,-69157.7734375,4864.84,6250000,41.843,22.6603
1251,1251,4946.38,-69076.640625,4966.94,6255000,41.9332,22.1427
1252,1252,4889.3,-68132.1875,4837.17,6260000,42.5614,23.2989
1253,1253,4862.1,-71388.984375,4917.64,6265000,42.2678,23.1474
1254,1254,4852.39,-70173.3515625,4834.0,6270000,42.0064,22.7221
1255,1255,4826.28,-69255.078125,4820.48,6275000,41.5518,22.1466
1256,1256,4869.3,-69456.7734375,4850.37,6280000,42.0239,22.3972
1257,1257,4855.95,-67299.0703125,4865.31,6285000,42.1843,23.2701
1258,1258,4829.58,-67113.921875,4808.75,6290000,42.2854,22.7301
1259,1259,4830.62,-70252.328125,4801.73,6295000,42.1962,22.0743
1260,1260,4876.45,-71423.9765625,4876.33,6300000,41.7144,22.7582
1261,1261,4784.22,-69368.140625,4779.46,6305000,41.8505,21.6648
1262,1262,4833.48,-70026.4375,4849.64,6310000,42.2523,22.8674
1263,1263,4756.99,-70285.546875,4833.47,6315000,41.334,20.9424
1264,1264,4748.18,-70849.3125,4774.11,6320000,42.3365,22.1356
1265,1265,2404.81,-68424.375,2349.23,6325000,43.8026,24.4528
1266,1266,4840.29,-69972.5390625,4939.76,6330000,41.9861,21.9251
1267,1267,4989.48,-70052.953125,5031.78,6335000,41.7632,21.7504
1268,1268,4967.59,-68659.6875,4972.48,6340000,41.3917,21.4994
1269,1269,5063.45,-71158.8046875,5052.48,6345000,41.8486,21.8035
1270,1270,4980.88,-70761.109375,5046.15,6350000,41.9531,22.2679
1271,1271,4917.54,-69641.0078125,4936.4,6355000,41.9745,22.3648
1272,1272,4776.64,-71397.6640625,5021.73,6360000,41.9963,21.3637
1273,1273,4915.09,-69685.140625,4925.89,6365000,41.8244,21.6498
1274,1274,4684.9,-69648.28125,4939.9,6370000,42.4245,22.0827
1275,1275,4827.97,-67901.2265625,4889.4,6375000,42.1463,21.1119
1276,1276,4859.09,-70436.828125,4919.11,6380000,41.9831,21.1366
1277,1277,4831.13,-70893.1875,4899.77,6385000,41.836,21.6507
1278,1278,4898.23,-69711.4921875,4919.5,6390000,42.4445,20.7081
1279,1279,4879.44,-69306.453125,4909.77,6395000,41.9349,21.6161
1280,1280,4982.3,-68987.7109375,5002.09,6400000,42.2103,21.696
1281,1281,4526.77,-67936.5078125,4934.3,6405000,42.6991,26.4166
1282,1282,4794.4,-69566.6640625,4920.83,6410000,42.2236,22.7896
1283,1283,4032.74,-68571.15625,4956.28,6415000,41.8314,23.2143
1284,1284,4501.68,-68883.8515625,4884.01,6420000,41.6063,21.287
1285,1285,4434.65,-69291.28125,4861.01,6425000,41.4656,20.477
1286,1286,4872.98,-69467.9921875,4937.92,6430000,41.4038,27.0212
1287,1287,2736.75,-66892.3046875,3611.85,6435000,43.1098,28.9542
1288,1288,282.39,-61647.39453125,40.22,6440000,47.0266,44.8205
1289,1289,14.47,-51282.90625,16.39,6445000,48.6397,30.8567
1290,1290,59.24,-58804.24609375,66.28,6450000,47.4192,20.6493
1291,1291,4078.86,-66270.3125,4555.48,6455000,41.8935,24.836
1292,1292,4916.05,-67387.21875,4869.8,6460000,41.8928,22.9148
1293,1293,4712.27,-67089.953125,4906.06,6465000,41.4483,21.5601
1294,1294,4864.77,-68269.390625,4890.4,6470000,41.2629,21.9376
1295,1295,4825.97,-65689.171875,4850.29,6475000,40.9514,21.3824
1296,1296,4898.01,-65981.1015625,4865.38,6480000,40.912,20.0189
1297,1297,4904.56,-67642.0078125,4864.44,6485000,40.9623,21.452
1298,1298,4905.52,-65454.21875,4913.29,6490000,40.7985,20.615
1299,1299,4828.0,-66926.2890625,4967.29,6495000,41.1092,21.751
1300,1300,4822.71,-69720.328125,4948.03,6500000,41.6916,22.092
1301,1301,4990.28,-68781.8671875,5018.26,6505000,40.6499,21.2713
1302,1302,4921.98,-68631.8671875,4917.67,6510000,41.678,21.8592
1303,1303,4896.18,-67131.0390625,4920.23,6515000,41.176,21.2814
1304,1304,4912.77,-71654.359375,4912.57,6520000,42.1604,22.6643
1305,1305,4879.97,-69953.8203125,4916.67,6525000,41.3917,21.3521
1306,1306,4976.57,-72233.4609375,4977.99,6530000,42.3777,22.2861
1307,1307,4974.48,-71067.9140625,4953.84,6535000,42.1359,22.1914
1308,1308,4831.32,-69848.1171875,4936.41,6540000,41.4912,20.9936
1309,1309,4992.09,-69423.4375,4955.55,6545000,41.5663,21.3692
1310,1310,4722.11,-68825.671875,4915.23,6550000,41.3191,20.8436
1311,1311,4881.22,-67707.671875,4955.52,6555000,41.4332,20.9614
1312,1312,4762.1,-63629.0390625,4833.03,6560000,41.2046,20.5714
1313,1313,4805.64,-67234.875,4862.68,6565000,40.6074,20.4239
1314,1314,4982.12,-73349.0546875,5034.73,6570000,42.8356,22.3665
1315,1315,4961.27,-72545.0546875,4989.89,6575000,42.7118,21.3261
1316,1316,4807.53,-70011.1171875,4815.56,6580000,41.7536,20.9389
1317,1317,4828.1,-70211.953125,4832.66,6585000,42.3821,21.3353
1318,1318,4893.85,-70707.125,4918.79,6590000,41.9907,20.9601
1319,1319,4875.56,-68255.6953125,4896.71,6595000,41.3647,20.6296
1320,1320,4921.89,-70251.4765625,4924.08,6600000,41.9327,21.0383
1321,1321,5055.81,-70313.875,5096.74,6605000,42.6443,21.7316
1322,1322,4988.73,-69389.2578125,5050.61,6610000,41.7449,19.9331
1323,1323,4941.84,-71414.21875,4954.21,6615000,41.6665,20.6252
1324,1324,4955.16,-69124.96875,4976.11,6620000,41.5304,20.632
1325,1325,4986.62,-69003.7109375,5012.62,6625000,41.8562,20.847
1326,1326,4084.89,-67895.1796875,3339.63,6630000,41.5327,17.7657
1327,1327,4925.21,-71040.78125,4967.81,6635000,42.2416,20.6405
1328,1328,337.44,-64983.73046875,341.09,6640000,53.062,74.2819
1329,1329,373.65,-66936.96875,366.84,6645000,53.2057,88.1201
1330,1330,172.65,-55781.11328125,119.13,6650000,50.593,55.8953
1331,1331,216.27,-64950.43359375,184.75,6655000,49.5948,40.1175
1332,1332,2869.27,-65072.79296875,3475.31,6660000,43.1549,22.0305
1333,1333,2922.33,-66784.4609375,3306.12,6665000,41.886,18.9033
1334,1334,4269.14,-70181.6953125,4300.07,6670000,42.3321,19.6751
1335,1335,2604.37,-74617.1171875,3710.16,6675000,43.6251,21.5177
1336,1336,4408.21,-70844.375,4914.23,6680000,41.1791,20.4617
1337,1337,4604.92,-72463.0078125,4764.98,6685000,41.5778,21.5748
1338,1338,4320.88,-71758.9765625,4872.2,6690000,41.8102,21.7204
1339,1339,4927.68,-69181.7890625,4961.32,6695000,40.7852,20.4697
1340,1340,4876.28,-68599.2890625,4921.97,6700000,41.1227,20.4446
1341,1341,4901.94,-69139.9140625,4977.48,6705000,40.8569,21.6871
1342,1342,4935.47,-70024.0859375,5028.54,6710000,41.4488,20.6194
1343,1343,4939.65,-69753.953125,4997.86,6715000,41.5469,20.5886
1344,1344,4927.45,-66908.7578125,5015.74,6720000,40.7713,19.6067
1345,1345,5000.64,-68604.875,5087.55,6725000,41.6422,20.2549
1346,1346,5019.71,-68558.796875,5080.66,6730000,41.5311,19.8354
1347,1347,5010.42,-68355.09375,5085.94,6735000,41.002,20.6405
1348,1348,4970.41,-68713.3828125,5027.41,6740000,41.092,20.2112
1349,1349,4977.28,-69304.015625,5003.27,6745000,41.2293,20.2803
1350,1350,4896.01,-69963.0390625,4924.95,6750000,41.4677,20.4611
1351,1351,4951.32,-70511.828125,4969.01,6755000,41.5113,20.7376
1352,1352,4967.84,-71652.1171875,4995.9,6760000,41.7965,21.5218
1353,1353,4910.49,-71353.6484375,4938.87,6765000,42.2297,19.8084
1354,1354,4928.91,-71627.6953125,4946.44,6770000,41.609,20.8774
1355,1355,4919.0,-72441.46875,4951.29,6775000,42.2505,21.2784
1356,1356,4963.51,-71461.78125,4996.38,6780000,42.0077,20.698
1357,1357,4874.02,-70614.84375,4913.73,6785000,41.8968,20.0674
1358,1358,4927.97,-70726.9609375,4967.75,6790000,41.9608,20.0919
1359,1359,4950.26,-71907.1796875,4984.35,6795000,42.4465,20.9304
1360,1360,4890.09,-70960.2421875,4968.85,6800000,41.6678,20.1794
1361,1361,4962.05,-70921.6015625,5005.12,6805000,42.1179,20.1895
1362,1362,4755.54,-71770.0078125,4963.53,6810000,42.4956,20.1111
1363,1363,4894.72,-72236.671875,4931.47,6815000,41.8179,20.4311
1364,1364,4871.11,-72420.9921875,4894.07,6820000,41.8694,19.0823
1365,1365,4936.89,-70677.9140625,4938.72,6825000,41.8021,20.0065
1366,1366,4949.74,-69353.53125,4972.66,6830000,41.4783,19.0009
1367,1367,4959.19,-72292.6171875,4960.69,6835000,41.9433,20.0778
1368,1368,4993.19,-69355.15625,5023.93,6840000,41.5195,19.9338
1369,1369,4981.82,-71714.7578125,5007.41,6845000,42.4126,21.5
1370,1370,235.58,-67275.34375,453.02,6850000,44.4394,17.2153
1371,1371,1050.98,-67042.8203125,424.02,6855000,45.0334,13.9804
1372,1372,3439.0,-67985.40625,2975.08,6860000,42.8464,16.9002
1373,1373,1627.21,-65383.61328125,43.37,6865000,43.5904,29.325
1374,1374,2145.52,-59959.37109375,2632.22,6870000,43.3197,27.9806
1375,1375,50.92,-48600.76171875,53.87,6875000,54.5888,47.5799
1376,1376,58.07,-44944.0,55.87,6880000,54.2635,21.1104
1377,1377,4980.68,-63038.5859375,5019.34,6885000,41.233,18.7678
1378,1378,4975.14,-63171.2578125,5048.94,6890000,40.3,19.1392
1379,1379,5033.28,-65812.6484375,5104.26,6895000,40.4614,19.3864
1380,1380,5044.08,-66570.9765625,5127.06,6900000,40.8014,19.9074
1381,1381,5053.26,-68089.46875,5125.61,6905000,40.7434,19.7143
1382,1382,5031.02,-67178.6484375,5097.6,6910000,40.9056,19.7193
1383,1383,5044.93,-69119.5859375,5094.13,6915000,40.7615,19.9332
1384,1384,4999.01,-67459.390625,5085.49,6920000,41.0469,17.7768
1385,1385,5011.01,-65139.9375,5125.59,6925000,40.1128,18.4805
1386,1386,5068.77,-67658.5546875,5128.31,6930000,41.0395,18.1669
1387,1387,5049.81,-66514.4140625,5088.64,6935000,40.6117,18.4579
1388,1388,4705.13,-68546.8671875,5129.88,6940000,40.684,19.2308
1389,1389,4975.48,-68403.5078125,5059.63,6945000,40.5619,19.0113
1390,1390,5001.68,-69743.9921875,5052.23,6950000,41.2723,20.1481
1391,1391,4978.17,-69477.8046875,5169.4,6955000,40.8696,20.7949
1392,1392,4936.85,-69653.1015625,5105.94,6960000,41.1104,20.0052
1393,1393,3398.22,-70494.5234375,5101.84,6965000,40.9333,20.241
1394,1394,5104.49,-71325.4140625,5174.93,6970000,41.9905,21.0555
1395,1395,4845.19,-72275.4921875,5213.21,6975000,41.5655,20.5283
1396,1396,4610.79,-70498.7578125,5203.21,6980000,41.8199,20.514
1397,1397,5136.41,-69695.75,5225.67,6985000,41.1,19.7456
1398,1398,5134.26,-70970.6171875,5223.63,6990000,42.0748,20.0299
1399,1399,5129.25,-71007.2890625,5201.62,6995000,41.8214,19.5639
1400,1400,5084.85,-72204.8515625,5114.3,7000000,41.9186,20.448
1401,1401,5071.36,-73098.921875,5102.03,7005000,42.6431,21.2687
1402,1402,4928.09,-73882.78125,5172.34,7010000,42.6345,21.8524
1403,1403,5100.1,-71690.109375,5135.66,7015000,42.1657,20.6646
1404,1404,5055.83,-72406.765625,5124.98,7020000,41.7189,20.6972
1405,1405,5082.25,-71142.734375,5107.62,7025000,42.228,20.7002
1406,1406,4995.25,-69672.578125,5071.34,7030000,41.0378,19.8525
1407,1407,5090.19,-69212.6015625,5128.06,7035000,41.503,19.6829
1408,1408,5030.79,-72002.2734375,5090.41,7040000,41.3882,20.5948
1409,1409,4831.72,-71010.03125,5126.2,7045000,41.6393,20.4956
1410,1410,4934.97,-70934.421875,5212.93,7050000,41.1387,21.1065
1411,1411,4420.31,-67894.359375,5158.99,7055000,40.978,20.1901
1412,1412,4898.79,-71264.265625,5165.39,7060000,42.1522,19.2797
1413,1413,5055.83,-73425.2421875,5080.41,7065000,41.5985,21.6569
1414,1414,4963.78,-71293.125,5192.21,7070000,41.8546,19.1283
1415,1415,3709.13,-69948.09375,5193.78,7075000,41.3179,20.5848
1416,1416,4811.0,-71235.203125,5109.81,7080000,41.5912,20.2232
1417,1417,5049.0,-73014.890625,5109.58,7085000,41.2329,19.5744
1418,1418,5003.83,-72092.8984375,5066.19,7090000,42.1935,20.6395
1419,1419,5032.44,-72780.59375,5076.46,7095000,41.6362,21.0465
1420,1420,4887.12,-72692.0,5115.73,7100000,41.9606,21.1635
1421,1421,5032.42,-72845.765625,5053.06,7105000,41.6308,20.4197
1422,1422,5022.99,-73585.65625,5067.47,7110000,41.7865,20.8347
1423,1423,5050.99,-71115.5625,5096.99,7115000,42.0614,20.4005
1424,1424,4655.0,-73670.40625,5166.21,7120000,42.9866,19.4454
1425,1425,5056.5,-71657.375,5109.37,7125000,42.2269,21.2148
1426,1426,5037.84,-72306.2890625,5023.59,7130000,42.4371,20.6567
1427,1427,5075.59,-73208.0234375,5073.68,7135000,41.936,20.9849
1428,1428,5063.91,-71144.3515625,5088.3,7140000,41.4773,20.5409
1429,1429,2561.53,-70047.1796875,2102.01,7145000,42.7642,15.6665
1430,1430,3891.99,-70980.3671875,5002.07,7150000,42.7342,16.3653
1431,1431,2145.42,-71827.9296875,4490.25,7155000,44.3348,22.0054
1432,1432,4671.95,-74359.9375,5200.29,7160000,42.3034,19.6851
1433,1433,5154.33,-72750.015625,5244.98,7165000,41.8075,21.9703
1434,1434,5120.6,-72362.0234375,5209.41,7170000,42.3336,21.4526
1435,1435,5075.27,-70636.8671875,5228.74,7175000,41.3367,20.1044
1436,1436,5094.72,-72398.7265625,5124.52,7180000,42.1814,21.3202
1437,1437,4833.52,-73377.2109375,5039.76,7185000,41.6474,20.7891
1438,1438,5043.6,-73303.4296875,5071.67,7190000,42.0174,21.337
1439,1439,5031.75,-70006.734375,5003.97,7195000,42.2363,19.7883
1440,1440,4776.09,-73132.7421875,5029.37,7200000,42.2144,21.9488
1441,1441,5082.86,-72591.8125,5090.82,7205000,42.6156,19.9709
1442,1442,5149.12,-73454.8515625,5136.95,7210000,42.1667,21.9078
1443,1443,4875.62,-74761.1875,5182.3,7215000,43.1258,20.6631
1444,1444,4930.56,-71063.3203125,5099.24,7220000,42.18,20.7889
1445,1445,5126.98,-69974.8125,5106.69,7225000,41.6332,20.0676
1446,1446,5100.77,-69388.71875,5081.0,7230000,42.5131,20.2932
1447,1447,4943.41,-70501.21875,5075.75,7235000,42.6027,20.5254
1448,1448,4920.52,-71824.7734375,5103.94,7240000,42.9809,20.9043
1449,1449,4904.35,-71311.953125,5171.38,7245000,42.7749,19.5442
1450,1450,4802.15,-71466.0625,5079.93,7250000,42.3251,20.9448
1451,1451,5115.25,-70899.1015625,5106.0,7255000,42.6343,20.4612
1452,1452,3885.54,-71882.671875,5104.58,7260000,42.0844,19.7842
1453,1453,4533.61,-70472.1015625,5060.72,7265000,42.6026,19.7426
1454,1454,5103.62,-70884.9453125,5109.75,7270000,43.0229,20.3983
1455,1455,4895.32,-71241.7265625,5195.65,7275000,41.86,20.5055
1456,1456,5172.01,-70114.1171875,5256.39,7280000,42.6784,20.8102
1457,1457,4847.97,-71187.8203125,5093.24,7285000,42.5541,20.5906
1458,1458,5147.16,-70599.21875,5230.76,7290000,42.237,20.4614
1459,1459,5131.75,-69740.3203125,5147.67,7295000,42.1979,20.5625
1460,1460,5144.38,-70167.6640625,5194.74,7300000,42.4838,20.3398
1461,1461,5147.48,-69757.9921875,5226.92,7305000,42.2467,20.648
1462,1462,4920.49,-68940.9140625,5228.48,7310000,42.2057,20.2352
1463,1463,4975.13,-67926.4453125,5159.31,7315000,41.519,20.0167
1464,1464,5129.28,-70027.7265625,5193.41,7320000,42.4288,21.0063
1465,1465,4874.17,-68448.421875,5210.45,7325000,41.8329,20.3892
1466,1466,5015.27,-69032.90625,5221.55,7330000,42.242,20.1221
1467,1467,4995.2,-67557.84375,5231.16,7335000,41.723,20.5377
1468,1468,4885.58,-69029.6796875,5145.17,7340000,42.6172,20.5495
1469,1469,5145.54,-70742.7734375,5218.21,7345000,43.0352,21.0
1470,1470,4872.2,-70353.6328125,5194.22,7350000,42.8847,21.5716
1471,1471,4864.77,-69219.875,5146.18,7355000,42.4245,21.5332
1472,1472,5175.31,-71223.8515625,5249.91,7360000,42.6567,21.896
1473,1473,4886.37,-70460.625,5119.41,7365000,42.4154,21.4507
1474,1474,5094.04,-69187.6171875,5246.46,7370000,41.9984,20.7767
1475,1475,4897.33,-70339.9375,5217.14,7375000,42.4305,19.4627
1476,1476,5122.75,-69442.328125,5200.36,7380000,42.3372,20.0457
1477,1477,4858.0,-69713.125,5180.22,7385000,42.5249,19.732
1478,1478,4777.44,-70799.6171875,5192.86,7390000,42.8645,20.5689
1479,1479,4867.7,-70834.09375,5177.81,7395000,43.0262,21.1462
1480,1480,5123.02,-71883.296875,5187.21,7400000,42.6215,21.6753
1481,1481,5142.22,-71952.0546875,5231.05,7405000,43.3225,21.4169
1482,1482,5107.85,-73171.171875,5153.51,7410000,43.1764,22.3418
1483,1483,5124.26,-74929.96875,5185.57,7415000,43.2241,22.3329
1484,1484,5066.45,-73212.0078125,5177.03,7420000,43.2783,22.3096
1485,1485,5116.62,-72873.8203125,5180.94,7425000,43.4252,21.351
1486,1486,5107.92,-72481.5078125,5155.53,7430000,43.2298,21.5296
1487,1487,4950.53,-73803.28125,5098.97,7435000,42.7962,21.6677
1488,1488,5075.08,-73948.9765625,5027.04,7440000,43.3405,22.039
1489,1489,4879.53,-74510.5234375,5048.05,7445000,43.4587,21.9316
1490,1490,5122.23,-72587.8046875,5248.68,7450000,42.5127,21.1541
1491,1491,5107.34,-72924.0390625,5193.05,7455000,43.0722,21.2721
1492,1492,5044.96,-73369.546875,5076.88,7460000,43.2537,21.0732
1493,1493,4949.9,-73142.3515625,5150.75,7465000,42.6802,20.921
1494,1494,5032.75,-74547.4375,5074.27,7470000,43.0356,22.3371
1495,1495,5105.4,-74161.0078125,5181.17,7475000,42.8791,22.6048
1496,1496,5131.84,-72420.1015625,5201.19,7480000,42.1581,20.937
1497,1497,5132.6,-71271.265625,5174.76,7485000,42.7627,21.2412
1498,1498,5134.56,-72402.25,5161.5,7490000,42.9321,20.4254
1499,1499,5128.21,-71942.5625,5180.89,7495000,42.7217,21.4058
