Reward Loss,Running Forward KL,Running Reverse KL,Itration,Running Update Time,Running Env Steps,Real Sto Return,Real Det Return
-388.1785888671875,20.3277,13.2386,61,61,305000,3359.51,3310.05
-358.3814392089844,19.2672,12.4702,62,62,310000,3295.02,3311.51
-435.815673828125,19.1017,13.9152,63,63,315000,3435.38,3417.1
-388.8907775878906,19.7525,11.569,64,64,320000,3345.42,3391.54
-830.1671752929688,18.8753,27.4651,65,65,325000,2756.03,3482.9
-408.90081787109375,20.2655,13.3751,66,66,330000,3447.37,3461.97
-833.9852294921875,20.5599,25.6017,67,67,335000,3183.74,3472.94
-396.41485595703125,20.6934,12.9923,68,68,340000,3379.78,3420.81
-390.3887634277344,18.9062,11.2168,69,69,345000,3381.42,3464.39
-646.939453125,19.9723,18.1023,70,70,350000,3234.75,3537.27
-394.2070007324219,19.3592,11.8568,71,71,355000,3193.94,3396.02
-469.27728271484375,22.8895,13.7373,72,72,360000,3315.93,3337.74
-1387.0283203125,21.3513,22.0921,73,73,365000,2280.51,3531.11
-1580.80810546875,20.1089,27.2767,74,74,370000,2014.03,3409.22
-430.50982666015625,18.8233,12.078,75,75,375000,3329.78,3463.14
-973.326904296875,19.4015,22.0748,76,76,380000,2632.48,3489.04
-2141.02490234375,21.8729,58.4164,77,77,385000,1349.01,1366.13
-900.8548583984375,20.0481,16.1962,78,78,390000,2520.71,3511.0
-1152.65576171875,21.4965,20.8041,79,79,395000,2718.06,3500.63
-678.4818115234375,20.1036,15.1571,80,80,400000,2908.8,3498.17
-784.1329956054688,19.6784,15.9872,81,81,405000,3397.35,3497.56
-1241.6405029296875,21.3223,27.1778,82,82,410000,2686.3,3508.31
-690.6339721679688,19.4382,10.7708,83,83,415000,3381.83,3467.37
-520.8322143554688,20.1734,12.4356,84,84,420000,3411.58,3475.67
-558.4132690429688,19.715,12.7558,85,85,425000,3461.63,3518.16
-525.6145629882812,19.0135,12.2694,86,86,430000,3463.74,3499.96
-558.258056640625,19.7861,12.0216,87,87,435000,3461.64,3520.63
-556.97412109375,19.554,12.6988,88,88,440000,3456.33,3500.58
-460.9700622558594,18.6954,11.3687,89,89,445000,3375.15,3447.41
-510.0137634277344,19.0019,11.6902,90,90,450000,3304.05,3429.11
-770.5850830078125,20.3424,15.3568,91,91,455000,3328.66,3519.81
-645.1073608398438,18.3942,10.6991,92,92,460000,3333.12,3465.72
-527.0450439453125,19.1903,11.8565,93,93,465000,3443.07,3510.6
-1796.9136962890625,22.0619,41.1653,94,94,470000,558.1,449.87
-2498.854736328125,20.5888,69.0115,95,95,475000,1549.77,1435.89
-350.85308837890625,18.2934,11.7434,96,96,480000,3309.39,3367.29
-480.9007568359375,20.1053,12.2593,97,97,485000,3040.78,3385.04
-523.2073364257812,17.9333,10.8903,98,98,490000,3371.33,3450.26
-634.2492065429688,18.1884,11.291,99,99,495000,3225.19,3519.64
-469.24468994140625,17.8706,11.5806,100,100,500000,3402.17,3436.88
-561.9358520507812,18.8498,12.5682,101,101,505000,3316.09,3491.78
-980.9371337890625,19.9471,14.334,102,102,510000,3103.91,3468.51
-671.7998046875,18.7578,11.8081,103,103,515000,3428.9,3516.22
-851.7843017578125,19.6881,11.3968,104,104,520000,3104.23,3474.63
-1040.7841796875,20.2229,12.4137,105,105,525000,3075.84,3493.46
-672.2914428710938,18.7015,11.7713,106,106,530000,3450.54,3467.41
-704.6608276367188,18.0988,11.3221,107,107,535000,3396.36,3440.72
-1029.2056884765625,18.6778,11.4132,108,108,540000,2654.66,3496.48
-862.6066284179688,19.2019,12.2284,109,109,545000,3459.85,3512.2
-708.6043090820312,18.7674,10.9171,110,110,550000,3309.25,3488.2
-448.70916748046875,20.4102,13.5227,111,111,555000,3437.47,3479.87
-896.531982421875,19.5205,12.0348,112,112,560000,3360.01,3475.32
-730.6181030273438,19.2474,11.6761,113,113,565000,3447.38,3477.31
-1682.995361328125,21.4163,13.8248,114,114,570000,2548.47,3488.38
-713.3189697265625,19.538,12.4525,115,115,575000,3257.62,3503.06
-1054.4071044921875,18.4852,12.177,116,116,580000,2939.58,3514.54
-845.9786987304688,18.6372,11.646,117,117,585000,3140.8,3535.45
-852.1091918945312,19.643,13.0087,118,118,590000,3131.11,3502.57
-1142.9951171875,19.428,12.2009,119,119,595000,3075.74,3541.98
-1152.0982666015625,19.3013,12.0929,120,120,600000,3281.29,3557.27
-932.2233276367188,19.6551,12.1416,121,121,605000,3296.1,3535.63
-936.7586059570312,19.1015,11.4327,122,122,610000,3494.98,3516.67
-994.7588500976562,19.9012,12.5283,123,123,615000,3438.09,3565.74
-744.2262573242188,18.2514,11.4237,124,124,620000,3443.78,3493.62
-670.8048706054688,18.3879,12.2394,125,125,625000,3424.0,3452.64
-1059.904052734375,20.3397,12.5857,126,126,630000,2881.29,3519.95
-946.5053100585938,19.6215,12.1569,127,127,635000,2878.05,3557.19
-1179.421142578125,19.0268,11.7277,128,128,640000,3141.34,3545.04
-1562.0023193359375,20.0694,13.011,129,129,645000,2410.7,3606.4
-1723.46533203125,21.0384,14.82,130,130,650000,2433.86,3538.38
-948.6130981445312,18.855,11.4429,131,131,655000,3319.14,3237.18
-988.3450927734375,19.6324,12.5743,132,132,660000,3480.45,3537.55
-965.5970458984375,18.4722,10.9797,133,133,665000,3027.82,3484.46
-1423.884033203125,18.8761,17.2905,134,134,670000,3006.35,3532.39
-1225.4671630859375,20.3115,13.2276,135,135,675000,3517.63,3579.91
-1873.5482177734375,19.3155,13.888,136,136,680000,2268.42,3512.07
-1788.2032470703125,18.7635,16.3179,137,137,685000,2478.82,3548.06
