Running Update Time,Reward Loss,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
118,-10686.705078125,141.4257,19.5735,590000,118,11386.83,10912.2
119,-10551.8388671875,142.4853,19.248,595000,119,11304.12,11212.1
120,-12571.267578125,141.3528,16.9977,600000,120,11273.09,8835.34
121,-10487.716796875,140.8853,18.8883,605000,121,11504.16,11179.36
122,-10800.57421875,140.8238,19.8288,610000,122,11081.65,10588.43
123,-11375.8740234375,140.1631,17.0155,615000,123,10618.79,11237.0
124,-10761.0478515625,141.4624,18.8692,620000,124,11703.38,11184.08
125,-11004.310546875,141.2517,19.3677,625000,125,11486.33,11018.12
126,-11077.6591796875,141.0923,19.5223,630000,126,11052.7,10696.02
127,-11769.9951171875,141.8653,17.5843,635000,127,11651.75,11058.02
128,-10960.4287109375,141.2856,18.7029,640000,128,11569.94,11180.21
129,-11547.5400390625,141.5321,19.2134,645000,129,11444.7,11419.36
130,-10922.4658203125,141.5602,19.1299,650000,130,11837.94,11371.72
131,-11665.5390625,141.0968,17.8617,655000,131,11485.08,11020.27
132,-11380.1416015625,140.5183,19.2952,660000,132,11803.27,11477.91
133,-11124.158203125,140.6018,19.8985,665000,133,11666.69,11214.13
134,-12649.3193359375,141.7839,16.4042,670000,134,10437.58,9880.95
135,-11412.02734375,140.4688,19.7768,675000,135,11900.2,11405.89
136,-11644.5712890625,140.6427,19.2397,680000,136,11520.46,11233.27
137,-11888.5439453125,140.4227,19.305,685000,137,11550.33,11144.51
138,-11323.92578125,140.0695,18.2882,690000,138,11632.51,11297.92
139,-11930.1220703125,141.0635,20.2012,695000,139,11662.25,11175.96
140,-12229.234375,141.5389,18.5796,700000,140,11640.31,11093.13
141,-12040.7041015625,139.914,18.5961,705000,141,11653.86,10748.16
142,-12463.7626953125,140.9221,20.0389,710000,142,11373.69,11204.25
143,-12639.65625,141.6193,20.0844,715000,143,11820.04,11426.69
144,-12455.9736328125,140.3096,17.9113,720000,144,11960.96,11335.4
145,-12412.4013671875,140.6244,20.1141,725000,145,12191.91,11701.72
146,-12956.224609375,141.0073,20.3423,730000,146,11710.4,11273.36
147,-13331.2265625,141.1948,20.5279,735000,147,11685.88,11126.45
148,-13171.470703125,141.1621,18.9879,740000,148,11753.38,11338.02
149,-12893.07421875,139.9145,19.8232,745000,149,11728.31,10906.3
150,-12133.6328125,140.6601,19.9618,750000,150,12075.91,11595.64
151,-12944.7373046875,141.1773,19.8422,755000,151,11970.82,11540.8
152,-12764.404296875,140.2054,19.6864,760000,152,11930.0,11284.22
153,-12982.859375,140.2347,19.7443,765000,153,11770.37,11634.39
154,-13694.7353515625,141.5797,18.2195,770000,154,11721.32,11148.4
155,-13681.5283203125,141.1485,18.8301,775000,155,11936.55,11487.22
156,-13877.560546875,140.0184,18.1447,780000,156,11984.73,11519.84
157,-13654.6806640625,140.4038,18.0522,785000,157,11649.6,11113.91
158,-13081.314453125,139.9466,20.1061,790000,158,12179.31,11669.86
159,-13338.4169921875,140.3725,19.0558,795000,159,11936.98,11489.67
160,-13348.189453125,140.2771,19.9986,800000,160,12030.54,11499.03
161,-14064.06640625,140.393,19.2142,805000,161,12214.61,11768.15
162,-13929.9697265625,141.0059,20.1031,810000,162,11709.88,11718.88
163,-13583.740234375,140.0649,19.5497,815000,163,12046.78,11197.07
164,-14116.7763671875,140.1005,19.6096,820000,164,11372.77,10900.35
165,-14417.99609375,140.0046,18.8069,825000,165,11624.11,11526.23
166,-13668.4580078125,139.6947,20.4751,830000,166,12016.27,11656.65
167,-14146.69140625,139.8387,20.5864,835000,167,12226.72,11391.97
168,-14926.4228515625,139.6681,20.0106,840000,168,12046.02,11320.71
169,-14440.6484375,139.543,18.5999,845000,169,12157.54,11546.48
170,-14391.9052734375,139.9621,19.241,850000,170,11637.28,10536.86
171,-14300.884765625,140.0134,17.7461,855000,171,12311.46,11582.96
172,-16443.720703125,140.43,16.5108,860000,172,12052.03,10705.0
173,-14799.8671875,139.4899,20.1436,865000,173,12259.98,11833.83
174,-14842.603515625,139.7446,19.8178,870000,174,12260.35,11823.93
175,-15276.734375,141.4152,20.223,875000,175,11874.75,11513.18
176,-14329.396484375,139.8075,19.7492,880000,176,12301.62,11759.1
177,-14132.779296875,139.2648,19.7577,885000,177,12161.27,11660.92
178,-19607.384765625,141.4121,14.5159,890000,178,9920.88,8224.86
179,-14488.9072265625,139.6096,20.1392,895000,179,12398.62,11376.95
180,-15681.6806640625,139.9812,18.9396,900000,180,11833.17,11923.4
181,-16790.7421875,139.9206,18.2059,905000,181,12397.76,11416.64
182,-16398.525390625,140.3285,17.8251,910000,182,12192.91,11528.97
183,-15518.0224609375,140.8102,19.9234,915000,183,12133.78,11620.54
184,-15875.3564453125,139.9138,19.0667,920000,184,11756.08,11550.86
185,-15942.736328125,141.8761,19.9079,925000,185,11815.05,11470.02
186,-15517.4248046875,140.8771,20.5915,930000,186,12464.21,12040.98
187,-17577.53515625,141.9587,18.4439,935000,187,11598.79,8771.57
188,-15684.33984375,141.0234,20.2395,940000,188,11756.21,11948.98
189,-15040.626953125,139.7033,19.5973,945000,189,12684.69,12160.55
190,-16029.5166015625,139.4758,19.107,950000,190,12534.53,12043.7
191,-15747.4990234375,140.7714,20.4406,955000,191,12300.13,11472.48
192,-16349.6279296875,141.1628,20.0571,960000,192,12285.46,11420.32
193,-17770.94140625,140.256,19.1617,965000,193,12040.43,10577.06
194,-15847.935546875,140.0508,20.7358,970000,194,12547.56,11498.71
195,-16396.328125,139.9003,20.4582,975000,195,12097.0,12069.72
196,-16501.091796875,140.3605,19.6658,980000,196,12334.32,11890.26
197,-16640.859375,140.2272,20.3488,985000,197,12509.99,11920.8
198,-16903.076171875,140.0212,19.8312,990000,198,11772.07,11475.6
199,-16662.01953125,139.2956,19.9394,995000,199,12455.12,12002.22
200,-17899.837890625,139.8946,19.4715,1000000,200,11967.46,11602.56
201,-16744.04296875,139.7964,19.703,1005000,201,12210.97,11634.25
202,-18667.236328125,140.6709,19.3091,1010000,202,11881.55,11688.07
203,-18346.41796875,140.2343,20.1154,1015000,203,12272.9,11931.1
204,-19220.509765625,140.3254,18.199,1020000,204,11190.14,11722.25
205,-19049.927734375,140.8143,20.0763,1025000,205,12200.86,11843.38
206,-18935.796875,140.3367,20.0119,1030000,206,11989.36,11004.6
207,-19483.16796875,141.2591,18.844,1035000,207,12162.32,11638.45
208,-18780.548828125,139.5713,21.009,1040000,208,12463.89,11581.17
209,-18548.283203125,139.9849,20.755,1045000,209,11820.81,11993.32
210,-18803.205078125,140.2858,20.1532,1050000,210,11314.14,11991.39
211,-20421.3359375,141.1871,18.8491,1055000,211,11693.61,11503.77
212,-18543.330078125,139.7066,20.1985,1060000,212,12618.11,12115.78
213,-18486.4921875,140.3591,20.6961,1065000,213,12391.62,12097.35
214,-18425.935546875,140.1875,21.6754,1070000,214,12530.28,12126.49
215,-19067.771484375,140.7096,20.1559,1075000,215,11997.61,11535.4
216,-21066.400390625,141.9917,18.4796,1080000,216,11380.56,10923.28
217,-20471.0390625,141.0137,19.9935,1085000,217,12107.8,11211.63
218,-20091.833984375,140.788,20.7843,1090000,218,12042.88,11290.79
219,-22917.21484375,142.7108,18.6468,1095000,219,10337.2,9407.95
220,-21050.49609375,141.5182,20.0194,1100000,220,11953.17,10995.19
221,-21146.982421875,140.7299,18.9007,1105000,221,12336.28,11714.7
222,-20456.388671875,141.8059,19.8334,1110000,222,11178.27,9784.11
223,-20399.130859375,140.0621,18.9334,1115000,223,12180.56,11637.43
224,-21879.416015625,141.8823,18.4197,1120000,224,11876.37,10731.47
225,-21632.30859375,141.5606,18.5254,1125000,225,11018.26,11047.79
226,-21879.185546875,139.099,19.0986,1130000,226,11939.07,11246.68
227,-22032.27734375,140.6119,17.9501,1135000,227,12056.33,11363.05
228,-22752.091796875,141.4294,18.912,1140000,228,12088.08,11353.49
229,-21682.7734375,140.3552,18.3093,1145000,229,12376.5,11753.15
230,-22769.5234375,141.3648,19.242,1150000,230,12232.35,11795.74
231,-22413.921875,142.0897,20.0483,1155000,231,12063.67,11301.87
232,-21947.498046875,141.8062,20.1864,1160000,232,11950.72,11295.24
233,-23256.78125,141.3861,19.3287,1165000,233,11915.61,11420.43
234,-22275.197265625,142.0974,19.4378,1170000,234,12073.34,11160.0
235,-23323.8515625,143.4002,19.142,1175000,235,11961.16,10856.48
236,-23564.97265625,142.4699,20.2563,1180000,236,11933.6,11159.71
237,-22668.82421875,142.639,19.3613,1185000,237,11904.43,10983.59
238,-23611.21875,142.3027,19.3602,1190000,238,11816.13,10639.3
239,-22988.34765625,141.8433,18.9102,1195000,239,11815.02,11331.58
240,-23941.98828125,142.3512,18.8966,1200000,240,11961.19,10776.13
241,-23308.119140625,142.6672,19.1713,1205000,241,11709.97,11102.77
242,-23720.0234375,142.5279,19.0868,1210000,242,12050.14,11345.23
243,-23297.205078125,140.9613,18.2423,1215000,243,11384.18,10870.82
244,-24359.68359375,143.4121,19.2666,1220000,244,11208.08,11114.2
245,-23712.1875,142.006,20.2267,1225000,245,11914.7,11461.26
246,-23938.978515625,142.2538,19.6007,1230000,246,11742.12,11136.14
247,-23881.01953125,142.2527,18.5661,1235000,247,11775.35,11258.75
248,-23831.986328125,143.2932,19.5267,1240000,248,11990.05,11558.5
249,-24390.5625,142.7548,18.3643,1245000,249,11098.77,10908.45
250,-24580.888671875,141.6314,18.4081,1250000,250,11712.02,11220.58
251,-23395.828125,141.4127,18.7411,1255000,251,11733.72,11377.4
252,-28057.814453125,146.1936,15.7751,1260000,252,7508.25,7429.42
253,-24369.578125,141.4634,20.029,1265000,253,12212.84,11771.42
254,-23485.146484375,140.6927,19.6115,1270000,254,12333.74,11805.87
255,-23674.18359375,142.1023,20.063,1275000,255,12283.0,10318.69
256,-23834.884765625,141.6405,18.7911,1280000,256,11520.32,11654.45
257,-23310.009765625,142.0921,18.6225,1285000,257,11993.63,11062.6
258,-24243.134765625,141.314,18.9354,1290000,258,11575.31,11541.44
259,-22982.4296875,141.6521,19.878,1295000,259,12294.59,11937.34
260,-24166.94921875,141.6326,17.9795,1300000,260,11899.62,11385.93
261,-24433.05078125,142.4706,18.9812,1305000,261,11442.83,11619.0
262,-23585.33203125,141.9013,17.9845,1310000,262,11374.5,11414.5
263,-24488.880859375,140.6167,19.1202,1315000,263,11996.91,11298.37
264,-23568.62109375,140.9307,18.6002,1320000,264,12219.12,11813.01
265,-24790.9609375,141.3966,17.6874,1325000,265,11827.8,11591.84
266,-25996.33984375,142.0914,18.1276,1330000,266,12096.0,11299.65
267,-25396.779296875,141.5798,18.873,1335000,267,12108.56,11199.27
268,-23542.994140625,140.7405,19.3793,1340000,268,12301.86,11783.62
269,-24680.916015625,139.7034,19.0976,1345000,269,11796.58,11567.97
270,-24983.2421875,141.7346,18.011,1350000,270,11379.61,11479.14
271,-23948.61328125,140.8074,19.2553,1355000,271,11947.79,11794.25
272,-25070.6015625,141.3073,18.3697,1360000,272,12142.67,11900.26
273,-27012.158203125,142.4348,17.4414,1365000,273,11160.84,10182.53
274,-24706.1640625,141.8379,20.7479,1370000,274,12187.08,11526.16
275,-25441.052734375,141.021,20.7363,1375000,275,12495.71,12128.08
276,-24678.515625,141.4355,20.4115,1380000,276,12356.91,12041.75
277,-25685.818359375,140.9485,20.0698,1385000,277,12132.59,11738.57
278,-25592.4453125,141.8487,19.7397,1390000,278,12256.52,11846.55
279,-24623.759765625,141.4012,20.3341,1395000,279,11846.78,11629.13
280,-26379.2109375,141.2544,20.0548,1400000,280,12067.11,11751.06
281,-26439.2734375,140.8378,20.1392,1405000,281,12012.08,11627.71
282,-26778.01953125,141.9185,19.9814,1410000,282,12370.54,11938.85
283,-27336.359375,142.2078,18.9349,1415000,283,11887.18,11506.37
284,-27185.841796875,141.4166,19.1983,1420000,284,11647.47,11381.63
285,-26235.59765625,140.8831,20.1576,1425000,285,11126.54,10973.43
286,-27582.337890625,142.1798,18.3167,1430000,286,11588.64,10945.37
287,-27905.986328125,141.5363,19.2373,1435000,287,12120.63,11026.11
288,-27081.853515625,142.1042,20.4778,1440000,288,11773.24,11119.47
289,-26855.658203125,140.8396,19.8659,1445000,289,11816.69,11699.3
290,-27296.6953125,141.7832,18.8324,1450000,290,11679.76,11296.21
291,-26400.07421875,141.1232,20.6554,1455000,291,12393.57,11936.66
292,-27151.423828125,141.5588,20.6632,1460000,292,12108.98,11950.99
293,-26439.4921875,142.1383,20.2622,1465000,293,12557.44,12088.16
294,-27335.1015625,140.5541,18.9383,1470000,294,12046.9,11983.04
295,-26970.37109375,141.7328,20.5932,1475000,295,12343.62,11999.61
296,-26818.08203125,141.3801,21.0125,1480000,296,12407.66,12041.41
297,-27179.021484375,140.8346,19.2956,1485000,297,12515.92,11979.96
298,-26912.515625,141.0329,21.9529,1490000,298,12663.67,12118.61
299,-29055.986328125,141.7921,18.6721,1495000,299,11402.24,11482.66
300,-28557.89453125,142.9219,20.3128,1500000,300,11665.07,11615.16
301,-26668.185546875,141.0802,21.1696,1505000,301,11982.59,11766.68
302,-29749.11328125,141.4959,20.2629,1510000,302,11889.8,11620.43
303,-27472.044921875,140.5526,21.1063,1515000,303,12533.15,12130.07
304,-26408.361328125,140.5381,21.2343,1520000,304,12223.42,12054.34
305,-28431.591796875,141.768,21.0183,1525000,305,12180.32,11265.94
306,-27775.9375,140.9388,20.8326,1530000,306,12330.93,12100.32
307,-29221.732421875,141.749,20.1351,1535000,307,11536.39,11801.61
308,-27973.10546875,140.6137,20.0348,1540000,308,12537.21,12012.51
309,-28267.96875,140.4055,21.3308,1545000,309,12598.95,12113.37
310,-27679.162109375,141.1297,21.2685,1550000,310,12474.11,12145.2
311,-27365.302734375,140.5306,20.4903,1555000,311,11885.65,11068.44
312,-27965.77734375,140.976,20.8078,1560000,312,12330.24,11364.13
313,-27596.400390625,140.3654,21.2773,1565000,313,12456.6,11976.01
314,-29219.28515625,140.7901,20.0256,1570000,314,12091.0,11537.72
315,-29112.701171875,140.5593,19.0311,1575000,315,11562.04,11827.74
316,-29295.0234375,141.6112,20.3671,1580000,316,11741.63,11336.58
317,-28295.142578125,140.4566,22.0565,1585000,317,12273.29,11938.25
318,-29375.236328125,140.5445,20.0672,1590000,318,12284.04,11755.46
319,-27436.14453125,139.6281,20.8753,1595000,319,12347.54,11842.32
320,-29248.6796875,140.4069,20.7045,1600000,320,12275.9,11914.06
321,-29896.490234375,141.5705,19.6305,1605000,321,11986.75,11575.0
322,-30762.341796875,141.1181,20.5565,1610000,322,12056.54,11606.47
323,-29381.84375,140.5684,21.9834,1615000,323,12460.92,12122.08
324,-28715.734375,139.4281,22.1129,1620000,324,12427.65,12118.61
325,-30040.61328125,140.4572,21.9373,1625000,325,12468.64,12070.03
326,-29176.171875,139.505,21.699,1630000,326,12173.67,11928.76
327,-29692.896484375,141.0787,21.996,1635000,327,12415.05,12143.57
328,-29413.755859375,140.3399,21.8125,1640000,328,12500.55,12173.46
329,-30110.998046875,139.6972,20.6695,1645000,329,12549.0,11055.21
330,-30418.90234375,139.7018,21.6676,1650000,330,12453.21,12107.82
331,-29904.177734375,139.3055,21.2823,1655000,331,12424.17,12062.06
332,-29291.6640625,140.3327,20.6844,1660000,332,12039.85,12053.84
333,-30229.54296875,140.8159,20.457,1665000,333,12383.74,12055.7
334,-29824.5703125,139.6382,21.9185,1670000,334,12125.24,11777.02
335,-30136.537109375,140.3947,20.5643,1675000,335,12042.53,11718.76
336,-30154.361328125,140.2747,20.5151,1680000,336,11941.36,11707.55
337,-29895.126953125,140.248,21.4984,1685000,337,12422.64,12044.52
338,-29788.896484375,140.2149,20.1387,1690000,338,12064.94,11879.62
339,-30239.599609375,140.1384,20.4151,1695000,339,11572.88,11883.8
340,-31988.865234375,140.7702,18.7842,1700000,340,12377.53,12020.17
341,-28887.126953125,139.5223,20.5655,1705000,341,12536.51,12169.59
342,-30212.12109375,141.0174,20.8066,1710000,342,12581.87,12302.21
343,-31732.486328125,141.0492,19.8096,1715000,343,12315.9,12129.43
344,-31918.22265625,142.3235,18.2476,1720000,344,11780.2,11714.01
345,-30744.57421875,140.7238,21.4545,1725000,345,11596.12,11963.69
346,-32034.095703125,141.3853,19.4409,1730000,346,12415.58,12044.49
347,-29759.455078125,140.859,20.9321,1735000,347,12282.39,11532.31
348,-30560.267578125,140.6496,20.5913,1740000,348,11700.7,12106.29
349,-30891.47265625,140.6186,19.4515,1745000,349,11202.09,11238.47
350,-31047.17578125,140.0213,21.2658,1750000,350,12596.64,11180.53
351,-30218.810546875,141.5491,20.7423,1755000,351,12346.78,12134.51
352,-30840.138671875,140.0313,19.7203,1760000,352,12409.47,12124.16
353,-30703.1640625,141.4508,20.6901,1765000,353,12200.13,11988.16
354,-30018.455078125,140.3236,22.1077,1770000,354,12532.37,12182.67
355,-31354.263671875,141.7851,22.5248,1775000,355,12182.81,11936.05
356,-30510.943359375,138.5174,20.9609,1780000,356,12399.01,10523.35
357,-30975.06640625,140.815,20.8528,1785000,357,12180.37,12223.57
358,-31051.16015625,142.1833,20.4395,1790000,358,11721.32,11696.22
359,-30701.630859375,140.0665,20.6208,1795000,359,12150.97,11179.73
360,-30531.115234375,140.5776,20.248,1800000,360,12144.97,11890.27
361,-30757.697265625,141.7742,21.1445,1805000,361,12521.17,12215.2
362,-31008.74609375,140.584,20.3032,1810000,362,12363.03,11440.45
363,-32137.888671875,141.5844,20.2867,1815000,363,11849.62,10796.61
364,-32205.7421875,140.3842,20.7439,1820000,364,12249.62,11501.74
365,-32784.765625,141.981,20.8077,1825000,365,12021.65,11289.97
366,-32677.44140625,141.909,22.0023,1830000,366,12107.43,11794.8
367,-33633.26171875,141.7972,21.3526,1835000,367,12378.26,11511.97
368,-31843.294921875,141.0988,21.7441,1840000,368,12405.99,12295.7
369,-32726.16796875,141.4914,21.5338,1845000,369,12744.74,12452.39
370,-32713.3359375,140.9268,20.6767,1850000,370,12452.23,12160.04
371,-32309.455078125,141.4996,20.9884,1855000,371,12560.14,11484.97
372,-33793.76171875,141.6352,20.762,1860000,372,12537.82,12308.12
373,-33742.6484375,141.3666,21.0479,1865000,373,12574.71,11990.16
374,-32653.6484375,141.099,20.5635,1870000,374,12579.09,12063.47
375,-34317.57421875,141.7618,21.0172,1875000,375,11673.32,11520.01
376,-33101.828125,141.8073,20.4461,1880000,376,11982.9,11869.99
377,-35175.609375,142.1755,20.234,1885000,377,12203.93,11880.02
378,-35362.375,143.0333,19.6913,1890000,378,11603.77,11875.92
379,-36104.7421875,143.9134,18.42,1895000,379,11422.97,10492.37
380,-34641.30078125,142.1502,19.6706,1900000,380,12232.34,11556.2
381,-34286.12109375,142.7267,20.6817,1905000,381,12524.54,12096.14
382,-34256.4140625,141.709,20.4214,1910000,382,12156.0,11959.98
383,-34243.4375,142.472,20.6079,1915000,383,12409.96,11779.09
384,-34719.68359375,142.5538,19.5095,1920000,384,12414.0,12187.02
385,-36159.1796875,142.1106,19.0778,1925000,385,12261.45,10089.46
386,-36211.44140625,141.7384,18.1461,1930000,386,12474.56,12118.51
387,-34593.5703125,141.8987,20.6221,1935000,387,12471.27,12075.59
388,-35739.09375,140.8173,19.3462,1940000,388,11789.71,11946.74
389,-36290.8671875,142.2518,19.8537,1945000,389,11639.63,11342.75
