Running Forward KL,Reward Loss,Real Sto Return,Real Det Return,Itration,Running Reverse KL,Running Env Steps,Running Update Time
157.4715,-7371.724609375,1705.95,2066.62,37,16.9363,185000,37
157.4946,-7610.70263671875,1670.46,2012.44,38,16.409,190000,38
157.5778,-7757.4150390625,1707.86,2051.52,39,17.0439,195000,39
157.4818,-7847.580078125,1695.64,1975.81,40,16.5404,200000,40
157.3883,-8099.5390625,1716.59,2077.09,41,16.7204,205000,41
157.353,-8193.08203125,1730.17,2073.37,42,16.6971,210000,42
157.2627,-8449.6884765625,1720.0,2039.42,43,16.557,215000,43
157.2207,-8652.60546875,1736.56,2102.15,44,16.4006,220000,44
157.2302,-8846.8056640625,1724.66,2087.96,45,16.406,225000,45
157.4069,-9103.55078125,1713.67,2059.37,46,16.6241,230000,46
157.3252,-9249.10546875,1700.41,2095.11,47,16.477,235000,47
157.1915,-9356.966796875,1700.42,1964.14,48,16.2314,240000,48
157.1235,-9535.0771484375,1771.23,2076.85,49,16.3928,245000,49
157.3181,-9799.724609375,1729.09,2014.17,50,16.3516,250000,50
157.2383,-9987.1982421875,1738.0,2092.47,51,16.3165,255000,51
157.0497,-10057.3818359375,1722.2,2105.96,52,16.4559,260000,52
157.184,-10304.076171875,1744.71,2096.51,53,16.3417,265000,53
157.1825,-10469.4560546875,1706.85,2004.05,54,15.9765,270000,54
157.2545,-10766.0224609375,1702.93,1983.85,55,16.1683,275000,55
157.3274,-10994.6640625,1732.24,2126.27,56,16.2992,280000,56
157.2298,-11231.2197265625,1738.64,2069.78,57,16.381,285000,57
157.1693,-11139.06640625,1726.01,2110.39,58,16.0987,290000,58
157.0162,-11480.58984375,1753.5,2119.25,59,16.1266,295000,59
157.1178,-11693.6845703125,1771.07,2106.56,60,16.1358,300000,60
156.9713,-11856.3701171875,1741.03,2118.88,61,16.048,305000,61
156.9815,-12054.6396484375,1759.87,2120.84,62,16.1484,310000,62
156.9148,-12265.5693359375,1748.52,2089.31,63,15.9058,315000,63
157.1362,-12514.6767578125,1765.62,2123.84,64,15.8261,320000,64
157.0517,-12758.2236328125,1762.32,2131.34,65,16.2784,325000,65
156.9935,-12911.046875,1802.13,2151.47,66,16.6077,330000,66
156.9907,-13058.896484375,1764.96,2136.98,67,16.2915,335000,67
157.0783,-13192.2978515625,1731.07,2078.17,68,15.8314,340000,68
157.0958,-13506.939453125,1803.1,2152.94,69,16.5137,345000,69
157.0748,-13697.833984375,1744.52,2090.84,70,16.0512,350000,70
156.8324,-13868.669921875,1794.25,2140.5,71,16.0911,355000,71
156.8407,-14077.98828125,1750.01,2130.62,72,15.9187,360000,72
156.9467,-14146.9599609375,1751.6,2075.98,73,15.9785,365000,73
157.169,-14436.9013671875,1787.36,2119.01,74,16.1503,370000,74
157.1216,-14628.2978515625,1785.15,2147.81,75,16.1271,375000,75
156.945,-14810.6201171875,1770.68,2155.56,76,16.2289,380000,76
156.9262,-14995.9033203125,1804.35,2120.03,77,15.9667,385000,77
157.0481,-15285.2197265625,1769.39,2153.9,78,15.9596,390000,78
156.8799,-15323.9296875,1724.48,2070.12,79,15.5495,395000,79
156.909,-15634.505859375,1725.66,2067.47,80,15.615,400000,80
157.1577,-15912.9443359375,1812.5,2172.99,81,16.4895,405000,81
157.0504,-16050.677734375,1798.23,2129.65,82,16.1727,410000,82
156.9897,-16207.888671875,1742.79,2071.58,83,15.8201,415000,83
156.9638,-16414.740234375,1817.95,2154.31,84,16.2077,420000,84
157.1692,-16673.720703125,1802.61,2178.44,85,16.3416,425000,85
156.7194,-16927.310546875,1831.89,2178.88,86,16.0639,430000,86
156.9071,-17107.4375,1781.77,2134.87,87,15.7945,435000,87
157.1694,-17346.646484375,1812.96,2138.62,88,16.0496,440000,88
156.8083,-17461.849609375,1808.16,2171.4,89,15.8202,445000,89
156.933,-17738.9140625,1824.42,2185.09,90,16.0014,450000,90
157.1179,-17968.552734375,1785.99,2172.16,91,16.1351,455000,91
156.8794,-18120.607421875,1777.14,2146.55,92,15.5847,460000,92
157.0083,-18239.4453125,1803.3,2152.68,93,15.8263,465000,93
156.7328,-18489.328125,1821.43,2153.99,94,15.5067,470000,94
156.9606,-18672.693359375,1796.84,2128.8,95,15.842,475000,95
156.8582,-18966.29296875,1792.37,2109.58,96,15.7912,480000,96
156.8227,-19074.36328125,1809.98,2146.0,97,15.607,485000,97
156.9556,-19220.30078125,1823.7,2138.85,98,15.5524,490000,98
157.0046,-19652.818359375,1852.88,2208.94,99,15.9645,495000,99
156.8776,-19743.03515625,1770.58,2139.1,100,15.4144,500000,100
157.0715,-20013.380859375,1767.74,2114.8,101,15.6234,505000,101
156.7799,-20274.31640625,1820.86,2167.86,102,15.7394,510000,102
156.9572,-20498.919921875,1816.12,2171.19,103,15.6692,515000,103
156.6434,-20727.81640625,1823.1,2189.14,104,15.4641,520000,104
156.6797,-20684.71875,1816.64,2167.7,105,15.3836,525000,105
156.9814,-21287.29296875,1856.56,2213.84,106,16.0205,530000,106
156.7561,-21377.203125,1838.44,2196.98,107,15.5331,535000,107
156.8838,-21649.275390625,1808.59,2152.45,108,15.4761,540000,108
157.0364,-21981.015625,1777.47,2114.85,109,15.7944,545000,109
156.9947,-22228.80078125,1823.5,2153.62,110,15.9152,550000,110
156.7548,-22329.517578125,1805.98,2181.33,111,15.5016,555000,111
156.859,-22498.27734375,1860.8,2206.31,112,15.7263,560000,112
156.6695,-22694.5390625,1846.47,2214.97,113,15.6558,565000,113
156.9337,-22994.80078125,1773.48,2064.76,114,15.3378,570000,114
156.7124,-23304.87109375,1837.9,2180.71,115,15.9329,575000,115
156.8188,-23523.10546875,1800.33,2109.13,116,15.4987,580000,116
156.7065,-23797.609375,1845.02,2150.04,117,15.7442,585000,117
156.7509,-23994.056640625,1859.86,2186.2,118,15.8155,590000,118
156.7733,-24301.861328125,1836.9,2178.07,119,15.6838,595000,119
156.9122,-24598.35546875,1874.59,2217.91,120,15.9228,600000,120
156.6601,-24577.564453125,1877.52,2213.11,121,15.7575,605000,121
156.8717,-25133.3359375,1858.09,2228.34,122,15.9223,610000,122
156.6099,-25128.818359375,1834.27,2179.27,123,15.593,615000,123
157.0033,-25534.390625,1824.69,2128.26,124,15.6474,620000,124
156.7141,-25971.564453125,1853.67,2223.06,125,15.8483,625000,125
156.816,-26051.26171875,1832.28,2206.04,126,15.4979,630000,126
156.7697,-26255.927734375,1858.16,2208.23,127,15.7834,635000,127
156.7768,-26438.837890625,1858.11,2189.97,128,15.5648,640000,128
156.8739,-26542.65234375,1842.75,2211.05,129,15.6094,645000,129
156.7777,-27083.951171875,1881.71,2244.22,130,16.0156,650000,130
156.76,-27196.0703125,1880.62,2210.98,131,15.6181,655000,131
156.9096,-27275.3125,1865.12,2195.26,132,15.5113,660000,132
156.6353,-27745.966796875,1873.43,2201.41,133,15.7406,665000,133
156.8269,-28038.76953125,1831.77,2170.15,134,15.4131,670000,134
156.8448,-28414.95703125,1804.51,2208.73,135,15.6403,675000,135
156.6921,-28373.521484375,1852.99,2178.0,136,15.6584,680000,136
156.8648,-29003.017578125,1856.72,2212.69,137,15.7455,685000,137
156.8041,-28747.333984375,1833.32,2192.36,138,15.6477,690000,138
156.6201,-29222.083984375,1875.95,2248.24,139,15.6917,695000,139
156.6905,-29308.482421875,1850.31,2209.81,140,15.4932,700000,140
156.6943,-29430.869140625,1844.66,2172.36,141,15.5932,705000,141
156.7354,-29877.31640625,1844.21,2200.08,142,15.5558,710000,142
156.6115,-29804.8515625,1855.76,2242.62,143,15.6822,715000,143
156.7204,-30330.201171875,1865.09,2205.49,144,15.636,720000,144
156.8724,-30343.298828125,1884.86,2234.28,145,15.8132,725000,145
156.9319,-30617.0390625,1847.19,2179.38,146,15.4982,730000,146
156.9445,-30954.630859375,1832.55,2172.87,147,15.6783,735000,147
156.7967,-31270.359375,1882.94,2186.13,148,15.8561,740000,148
156.5682,-31317.85546875,1889.62,2236.44,149,15.8256,745000,149
156.7712,-31582.400390625,1852.02,2204.92,150,15.772,750000,150
156.6858,-31860.427734375,1875.78,2228.03,151,15.4752,755000,151
156.6885,-31798.98828125,1862.14,2154.52,152,15.2259,760000,152
156.9164,-32303.26171875,1912.43,2250.85,153,15.7899,765000,153
156.9478,-32800.078125,1820.22,2156.75,154,15.5945,770000,154
156.8735,-32814.875,1891.81,2199.81,155,15.7194,775000,155
156.8306,-32919.99609375,1874.06,2231.32,156,15.7478,780000,156
156.8209,-33171.0703125,1872.08,2200.21,157,15.7307,785000,157
156.9242,-33537.62109375,1884.23,2224.8,158,15.916,790000,158
156.7659,-33759.88671875,1882.98,2207.58,159,15.8271,795000,159
157.0095,-33918.48828125,1874.48,2222.19,160,15.3626,800000,160
156.8732,-34311.36328125,1904.62,2238.55,161,15.7453,805000,161
156.8894,-34408.296875,1860.81,2203.47,162,15.9246,810000,162
156.8223,-34561.08984375,1880.28,2212.54,163,15.6994,815000,163
156.7221,-34783.99609375,1902.79,2250.81,164,15.6358,820000,164
156.9357,-34877.24609375,1876.5,2204.54,165,15.639,825000,165
156.8621,-35551.96875,1887.39,2271.11,166,15.7883,830000,166
156.7735,-35377.03125,1884.25,2214.69,167,15.7528,835000,167
156.6954,-35762.3046875,1909.43,2250.3,168,15.6575,840000,168
156.7011,-35739.46875,1873.0,2213.17,169,15.5188,845000,169
156.7178,-35952.12890625,1888.76,2223.72,170,15.7296,850000,170
156.7676,-36311.03125,1873.01,2201.11,171,15.3592,855000,171
156.9061,-36540.7578125,1917.69,2250.49,172,15.8342,860000,172
156.7133,-36560.859375,1876.44,2197.91,173,15.3897,865000,173
156.799,-36911.0234375,1875.58,2221.89,174,15.3935,870000,174
156.7479,-36854.3515625,1910.46,2256.8,175,15.341,875000,175
156.7484,-37193.84375,1864.73,2266.79,176,15.447,880000,176
156.5931,-37437.953125,1880.97,2212.26,177,15.3965,885000,177
156.8535,-37461.26171875,1907.62,2260.2,178,15.4268,890000,178
156.5015,-37776.19140625,1939.95,2270.15,179,15.6344,895000,179
156.8155,-37936.15625,1886.98,2208.62,180,15.3545,900000,180
156.6823,-37872.2578125,1918.57,2282.66,181,15.5167,905000,181
156.7554,-38224.71875,1913.86,2251.05,182,15.8154,910000,182
156.8378,-38200.3046875,1911.87,2245.19,183,15.6585,915000,183
156.9314,-38181.2421875,1908.66,2265.27,184,15.6594,920000,184
157.0536,-38697.1640625,1889.34,2218.57,185,15.5536,925000,185
156.6565,-38785.09765625,1909.6,2225.98,186,15.6886,930000,186
156.5939,-38836.0234375,1866.0,2246.6,187,15.6433,935000,187
156.6783,-38732.02734375,1883.52,2257.81,188,15.3596,940000,188
156.7699,-39127.921875,1901.19,2249.67,189,15.6496,945000,189
156.7319,-39507.5234375,1903.86,2229.28,190,15.6233,950000,190
156.7205,-39301.28515625,1875.6,2195.31,191,15.2184,955000,191
156.7699,-39806.7890625,1866.6,2255.09,192,15.4017,960000,192
156.5467,-39365.49609375,1889.64,2239.72,193,15.1411,965000,193
156.6984,-39832.8046875,1913.57,2244.89,194,15.5243,970000,194
156.5488,-39671.85546875,1928.38,2281.68,195,15.8048,975000,195
156.6647,-39950.41015625,1899.48,2244.19,196,15.454,980000,196
156.6875,-40123.96484375,1905.99,2196.67,197,15.341,985000,197
156.6571,-40319.78515625,1918.28,2268.24,198,15.6941,990000,198
156.61,-40341.7734375,1861.72,2214.51,199,15.0463,995000,199
156.7353,-40385.0390625,1867.49,2166.46,200,15.1575,1000000,200
156.7679,-40323.9453125,1874.27,2172.43,201,15.1014,1005000,201
156.7267,-40468.890625,1874.27,2178.0,202,15.1454,1010000,202
156.7031,-40803.34765625,1889.05,2184.5,203,15.2544,1015000,203
156.7306,-40825.40625,1864.37,2168.7,204,15.1217,1020000,204
156.7919,-40812.89453125,1878.0,2178.68,205,15.1854,1025000,205
156.8006,-41097.375,1883.06,2193.7,206,15.1623,1030000,206
156.6785,-41191.12109375,1894.56,2175.55,207,15.1425,1035000,207
156.8658,-41407.37109375,1881.89,2186.25,208,15.4657,1040000,208
156.6265,-41352.6796875,1922.9,2211.33,209,15.3223,1045000,209
156.8133,-41622.234375,1916.52,2234.8,210,15.3399,1050000,210
156.5387,-41746.48828125,1930.17,2224.56,211,15.544,1055000,211
156.8397,-41841.03515625,1923.68,2220.14,212,15.6945,1060000,212
156.6158,-41904.953125,1922.24,2225.41,213,15.3304,1065000,213
156.6991,-42073.31640625,1930.91,2263.66,214,15.4637,1070000,214
156.5855,-42126.95703125,1920.55,2225.86,215,15.5233,1075000,215
156.5661,-42249.8203125,1944.07,2254.79,216,15.5329,1080000,216
156.5386,-42246.875,1934.16,2232.11,217,15.3531,1085000,217
156.6808,-42487.6484375,1921.19,2239.75,218,15.4187,1090000,218
156.7532,-42823.9296875,1912.85,2206.88,219,15.4189,1095000,219
156.6034,-42886.12109375,1923.55,2269.01,220,15.4432,1100000,220
156.6677,-42974.5078125,1940.13,2253.69,221,15.5683,1105000,221
156.6642,-43217.6875,1922.32,2245.7,222,15.4483,1110000,222
156.5326,-43295.62109375,1936.93,2275.81,223,15.5053,1115000,223
156.5735,-43278.6640625,1919.0,2250.19,224,15.3723,1120000,224
156.6146,-43395.578125,1924.42,2253.2,225,15.1966,1125000,225
156.5228,-43700.16796875,1939.05,2286.32,226,15.473,1130000,226
156.5831,-43929.23046875,1928.82,2281.34,227,15.3863,1135000,227
156.7126,-44004.5625,1913.7,2273.45,228,15.3772,1140000,228
156.6671,-44142.23046875,1931.98,2269.27,229,15.3493,1145000,229
156.6996,-44216.734375,1934.61,2272.12,230,15.4267,1150000,230
156.8179,-44434.19140625,1930.34,2250.13,231,15.448,1155000,231
156.6663,-44424.265625,1914.92,2235.58,232,15.3262,1160000,232
156.7872,-44681.78515625,1918.99,2249.88,233,15.4049,1165000,233
156.7383,-44727.71875,1925.93,2292.18,234,15.4338,1170000,234
156.5422,-44720.0703125,1924.85,2262.57,235,15.3702,1175000,235
156.6783,-44956.95703125,1901.52,2234.54,236,15.2707,1180000,236
156.7331,-45248.66796875,1939.77,2276.98,237,15.5154,1185000,237
156.6571,-45099.15625,1911.33,2246.65,238,15.367,1190000,238
156.5693,-45494.52734375,1933.86,2269.04,239,15.6327,1195000,239
156.6028,-45513.8046875,1926.13,2259.8,240,15.2789,1200000,240
156.6352,-45564.84765625,1916.64,2247.13,241,15.2463,1205000,241
156.6313,-45704.3046875,1907.28,2285.31,242,15.5513,1210000,242
156.6301,-45731.03515625,1924.26,2271.63,243,15.2939,1215000,243
156.5897,-46130.5546875,1941.21,2261.69,244,15.2979,1220000,244
156.5887,-46184.3515625,1919.11,2248.98,245,15.1889,1225000,245
156.6707,-46220.17578125,1920.77,2262.74,246,15.3458,1230000,246
156.4889,-46312.53515625,1933.03,2271.3,247,15.2889,1235000,247
156.6411,-46425.2421875,1913.72,2255.63,248,15.2613,1240000,248
156.6216,-46678.98046875,1941.18,2283.67,249,15.242,1245000,249
156.6208,-46739.55859375,1933.38,2283.3,250,15.4361,1250000,250
156.5516,-46874.453125,1917.89,2283.32,251,15.2059,1255000,251
156.6053,-47078.48046875,1946.11,2276.82,252,15.3825,1260000,252
156.6055,-47165.57421875,1940.11,2284.92,253,15.2741,1265000,253
156.7111,-47075.0859375,1917.23,2256.69,254,15.4079,1270000,254
156.7457,-47345.16796875,1932.0,2275.16,255,15.4517,1275000,255
156.4528,-47602.19140625,1935.95,2286.15,256,15.4539,1280000,256
156.5853,-47541.62890625,1921.27,2255.44,257,15.3775,1285000,257
156.4779,-47835.15234375,1918.96,2270.44,258,15.1391,1290000,258
156.6957,-47860.32421875,1909.25,2250.28,259,15.2874,1295000,259
156.6078,-47832.42578125,1938.16,2282.35,260,15.2895,1300000,260
156.4579,-48097.59765625,1949.48,2277.14,261,15.4714,1305000,261
156.5886,-48064.44921875,1928.1,2279.24,262,15.2256,1310000,262
156.4643,-48300.75390625,1946.29,2278.82,263,15.5786,1315000,263
156.5472,-48348.09765625,1898.13,2252.69,264,15.3629,1320000,264
156.5508,-48567.03125,1933.53,2264.45,265,15.2301,1325000,265
156.5267,-48633.625,1916.14,2274.07,266,15.2474,1330000,266
156.5919,-48774.30078125,1928.62,2269.8,267,15.2801,1335000,267
156.5021,-48879.4609375,1923.63,2264.43,268,15.2323,1340000,268
156.6875,-49123.28515625,1903.73,2259.1,269,15.2808,1345000,269
156.6053,-49102.83984375,1908.74,2266.55,270,15.3296,1350000,270
156.6656,-49147.0,1907.65,2266.98,271,15.2244,1355000,271
156.5776,-49415.22265625,1926.45,2255.22,272,15.378,1360000,272
156.5692,-49373.9609375,1937.18,2260.31,273,15.3083,1365000,273
156.7266,-49425.40234375,1933.07,2263.77,274,15.2009,1370000,274
156.4917,-49648.1328125,1918.36,2245.33,275,15.4655,1375000,275
156.7086,-49988.20703125,1926.24,2261.72,276,15.2543,1380000,276
156.5748,-49923.7109375,1912.17,2242.84,277,15.2987,1385000,277
156.6223,-50115.77734375,1922.8,2251.91,278,15.2603,1390000,278
156.6961,-50194.5078125,1919.76,2245.89,279,15.3837,1395000,279
156.5363,-50467.42578125,1943.2,2249.11,280,15.2458,1400000,280
156.6448,-50584.9296875,1924.34,2260.66,281,15.4383,1405000,281
156.5973,-50537.26171875,1943.89,2267.6,282,15.232,1410000,282
156.8111,-50635.4453125,1931.04,2233.83,283,15.2506,1415000,283
156.7669,-50749.6171875,1925.84,2238.85,284,15.3662,1420000,284
156.6081,-50945.92578125,1928.75,2244.99,285,15.2941,1425000,285
156.8013,-51211.42578125,1918.93,2254.99,286,15.3668,1430000,286
156.7549,-51310.83203125,1935.83,2237.78,287,15.2433,1435000,287
156.5297,-51300.66015625,1927.74,2230.19,288,15.2828,1440000,288
156.6543,-51231.39453125,1930.66,2256.9,289,15.2879,1445000,289
156.6071,-51541.546875,1916.35,2246.97,290,15.1752,1450000,290
156.3821,-51762.5703125,1927.64,2263.05,291,15.1477,1455000,291
156.6373,-51902.578125,1936.9,2256.8,292,15.2389,1460000,292
156.6685,-51858.06640625,1936.56,2257.73,293,15.2976,1465000,293
156.5416,-52296.875,1933.18,2241.28,294,15.1976,1470000,294
156.5216,-51988.37890625,1921.96,2246.02,295,15.1313,1475000,295
156.5787,-52390.5234375,1951.21,2275.17,296,15.2689,1480000,296
156.591,-52482.58984375,1922.92,2265.95,297,15.2572,1485000,297
156.5631,-52642.28515625,1933.4,2257.19,298,15.1728,1490000,298
156.7003,-52661.45703125,1924.46,2258.88,299,15.3448,1495000,299
156.5484,-52576.75390625,1918.05,2255.88,300,15.2996,1500000,300
156.537,-52804.9609375,1936.62,2248.74,301,15.2099,1505000,301
156.542,-52991.56640625,1949.1,2288.24,302,15.2792,1510000,302
156.5552,-53212.44921875,1954.49,2269.65,303,15.2904,1515000,303
156.6862,-53528.625,1953.47,2304.73,304,15.365,1520000,304
156.5453,-53444.22265625,1944.98,2250.79,305,15.3614,1525000,305
156.6308,-53465.4375,1940.08,2253.41,306,15.1843,1530000,306
156.5215,-53764.94921875,1934.83,2235.19,307,15.1585,1535000,307
156.6469,-54062.71875,1950.26,2281.23,308,15.2701,1540000,308
156.6697,-54074.37109375,1949.56,2290.52,309,15.3431,1545000,309
156.7051,-53926.26953125,1919.61,2257.28,310,15.1167,1550000,310
156.5471,-54270.45703125,1954.04,2291.59,311,15.2448,1555000,311
156.7044,-54266.08984375,1944.15,2278.58,312,15.2472,1560000,312
156.5869,-54386.81640625,1954.65,2282.71,313,15.1391,1565000,313
156.6032,-54489.62109375,1931.21,2272.02,314,15.2288,1570000,314
156.576,-54705.0078125,1932.49,2263.22,315,15.178,1575000,315
156.712,-54864.66015625,1938.09,2290.77,316,15.3397,1580000,316
156.6858,-54974.94140625,1927.37,2291.88,317,15.1902,1585000,317
156.5685,-55164.01953125,1953.54,2298.54,318,15.3096,1590000,318
156.5868,-55063.85546875,1928.29,2261.2,319,14.9355,1595000,319
156.5669,-55279.12109375,1932.58,2249.72,320,15.2836,1600000,320
156.5715,-55479.04296875,1933.53,2267.54,321,15.1226,1605000,321
156.5335,-55853.62890625,1962.38,2309.18,322,15.3592,1610000,322
156.5665,-55774.625,1935.62,2260.43,323,15.218,1615000,323
156.4954,-55732.953125,1928.25,2283.44,324,15.2277,1620000,324
156.7174,-56147.796875,1927.78,2274.66,325,15.1942,1625000,325
156.3635,-56282.11328125,1920.54,2268.63,326,15.1034,1630000,326
156.4389,-56201.71484375,1952.7,2258.22,327,15.0417,1635000,327
156.7039,-56184.0234375,1921.22,2254.0,328,14.9846,1640000,328
156.637,-56405.76171875,1916.57,2232.87,329,15.0229,1645000,329
156.5823,-56447.40625,1813.55,2264.23,330,14.9408,1650000,330
156.5494,-56741.44140625,1937.66,2284.92,331,15.16,1655000,331
156.6561,-56721.0546875,1923.6,2262.48,332,14.99,1660000,332
156.409,-56940.62109375,1933.36,2249.9,333,15.0088,1665000,333
156.7865,-57070.24609375,1924.62,2259.65,334,14.9957,1670000,334
156.4387,-57129.71875,1920.0,2269.3,335,14.9122,1675000,335
156.7522,-57102.98046875,1914.97,2264.77,336,14.8778,1680000,336
156.4218,-57348.73828125,1924.49,2272.03,337,15.0061,1685000,337
156.576,-57493.05078125,1918.91,2255.86,338,15.0742,1690000,338
156.603,-57540.2890625,1932.32,2280.64,339,15.038,1695000,339
156.6891,-57860.74609375,1924.72,2284.35,340,15.1705,1700000,340
156.5728,-57860.15625,1938.49,2279.22,341,15.0881,1705000,341
156.6261,-57797.7265625,1933.34,2272.67,342,15.1497,1710000,342
156.5535,-58229.71875,1941.48,2268.88,343,15.0222,1715000,343
156.5308,-58305.20703125,1947.15,2273.55,344,15.0002,1720000,344
156.6648,-58456.921875,1931.72,2260.18,345,15.0986,1725000,345
156.4542,-58715.64453125,1934.51,2263.62,346,15.0913,1730000,346
156.6467,-58611.10546875,1901.6,2237.2,347,15.0021,1735000,347
156.6992,-59036.5234375,1945.51,2268.11,348,15.2717,1740000,348
156.5925,-59018.7421875,1937.11,2269.23,349,15.0792,1745000,349
156.8114,-59086.32421875,1938.3,2273.92,350,15.2075,1750000,350
156.5908,-59315.9609375,1937.24,2277.35,351,15.0002,1755000,351
156.3771,-59278.640625,1934.43,2257.07,352,15.1325,1760000,352
156.5949,-59676.6484375,1923.14,2254.43,353,15.0558,1765000,353
156.6743,-59668.05078125,1936.17,2248.43,354,15.0783,1770000,354
156.437,-59713.5546875,1935.55,2258.98,355,15.0858,1775000,355
156.6721,-60219.6484375,1922.73,2244.66,356,15.0332,1780000,356
156.6634,-60036.0625,1930.15,2270.27,357,15.1359,1785000,357
156.6175,-60220.56640625,1907.06,2229.19,358,15.0602,1790000,358
156.5357,-60663.3359375,1953.44,2292.28,359,15.2971,1795000,359
156.5823,-60672.828125,1949.8,2292.02,360,15.2256,1800000,360
156.624,-60506.37109375,1935.88,2233.07,361,14.9961,1805000,361
156.5416,-60755.7890625,1929.64,2236.74,362,15.3192,1810000,362
156.5128,-60913.35546875,1924.78,2254.0,363,15.3072,1815000,363
156.5936,-61146.765625,1929.38,2234.34,364,14.9915,1820000,364
156.6691,-61238.828125,1954.52,2255.53,365,15.1199,1825000,365
156.5281,-61083.1484375,1960.21,2271.37,366,15.0305,1830000,366
156.7304,-61606.3125,1945.47,2268.59,367,15.2729,1835000,367
156.6927,-61583.73828125,1945.44,2263.48,368,15.2207,1840000,368
156.4927,-61943.68359375,1958.33,2277.35,369,15.197,1845000,369
156.5122,-62065.23046875,1961.34,2272.51,370,15.1046,1850000,370
156.5838,-62596.12109375,1963.64,2286.7,371,15.2254,1855000,371
156.4485,-62247.33984375,1980.19,2292.53,372,15.1868,1860000,372
156.6337,-62327.98828125,1963.49,2280.14,373,15.181,1865000,373
156.6411,-62608.01171875,1955.66,2280.28,374,15.1172,1870000,374
156.5447,-62657.1328125,1982.49,2293.73,375,15.162,1875000,375
156.5871,-62815.515625,1961.79,2290.57,376,15.1822,1880000,376
156.5635,-62889.953125,1984.07,2302.77,377,15.2706,1885000,377
156.5878,-62970.2421875,1976.11,2265.51,378,15.119,1890000,378
156.4981,-63231.75390625,1969.73,2286.68,379,15.0975,1895000,379
156.669,-63210.171875,1971.02,2308.71,380,15.3553,1900000,380
156.5091,-63561.3828125,1978.12,2315.91,381,15.1613,1905000,381
156.6864,-63504.77734375,1964.36,2281.04,382,15.1549,1910000,382
156.5656,-63945.52734375,1976.78,2315.32,383,15.3363,1915000,383
156.5443,-63652.8203125,1967.26,2292.39,384,15.2066,1920000,384
156.6839,-63884.76953125,1973.79,2285.02,385,15.2258,1925000,385
156.4752,-64039.359375,1972.57,2298.18,386,15.2565,1930000,386
156.5965,-64117.28125,1953.86,2296.02,387,15.2075,1935000,387
156.699,-64380.2421875,1987.05,2315.39,388,15.3293,1940000,388
157.5093,-68170.078125,759.1,902.13,389,16.0291,1945000,389
156.3903,-65148.47265625,1464.18,1671.02,390,14.7281,1950000,390
156.5096,-65062.12890625,1961.76,2295.12,391,15.0306,1955000,391
156.4872,-64615.30078125,1969.96,2309.56,392,15.0652,1960000,392
