Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Reward Loss,Itration,Real Sto Return,Running Update Time
79.5285,515000,70.0929,5223.4,-4551.9775390625,103,4809.16,103
72.6197,520000,63.8815,4711.93,-4698.68359375,104,4269.03,104
75.1382,525000,68.3271,5299.86,-4839.38134765625,105,4319.35,105
66.0261,530000,51.711,4318.52,-4766.40283203125,106,4266.32,106
73.8712,535000,68.2268,4724.06,-5012.63671875,107,4137.13,107
69.0288,540000,56.868,5169.04,-5067.27587890625,108,4796.13,108
72.4525,545000,64.557,4699.89,-5198.732421875,109,4355.46,109
70.8107,550000,60.3859,4461.4,-5165.4208984375,110,4310.44,110
71.7307,555000,61.5167,3256.93,-5377.78271484375,111,3339.83,111
70.4172,560000,62.0893,4227.19,-5539.5751953125,112,3290.88,112
71.1589,565000,57.4959,4712.51,-5501.4248046875,113,4671.95,113
71.8739,570000,61.9929,5087.02,-5535.1484375,114,4383.64,114
76.6175,575000,65.7435,5119.52,-5868.88232421875,115,4771.2,115
71.5331,580000,66.1858,4746.04,-5867.353515625,116,3475.99,116
74.3631,585000,58.5409,4665.65,-5809.32666015625,117,4944.55,117
69.1732,590000,58.2062,4300.79,-5965.06103515625,118,2831.82,118
70.5121,595000,59.362,4522.05,-6215.390625,119,3419.69,119
78.9935,600000,68.952,4955.13,-6330.330078125,120,4629.2,120
77.3757,605000,68.9472,5077.5,-6439.49951171875,121,4137.94,121
76.9335,610000,68.129,4844.67,-6492.0869140625,122,3801.93,122
76.745,615000,67.528,5341.63,-6623.08447265625,123,4102.91,123
78.3585,620000,64.232,5385.93,-6798.73046875,124,4725.0,124
76.1435,625000,64.4794,4469.37,-6932.0322265625,125,4731.58,125
68.1838,630000,54.4933,4456.71,-6834.072265625,126,3580.92,126
76.3706,635000,66.2609,4644.01,-7018.1328125,127,4403.8,127
70.2574,640000,61.1189,4654.77,-7100.52392578125,128,4265.27,128
70.8759,645000,63.2821,4566.65,-7306.33935546875,129,3899.32,129
77.1542,650000,66.1758,5136.23,-7421.3740234375,130,4481.31,130
73.2186,655000,66.3453,5284.18,-7727.06884765625,131,4755.0,131
78.3031,660000,66.3211,5002.11,-7747.24072265625,132,4331.71,132
71.0199,665000,62.1525,5315.24,-7928.4501953125,133,5084.43,133
67.3881,670000,52.4267,5284.22,-7776.16455078125,134,4516.03,134
75.2761,675000,62.3874,4993.41,-8058.818359375,135,4646.45,135
71.349,680000,60.301,5002.23,-8249.7568359375,136,4053.1,136
78.3464,685000,67.3908,5388.59,-8628.513671875,137,4661.55,137
76.2005,690000,68.4921,5234.32,-8760.3662109375,138,4542.25,138
75.9429,695000,66.8263,4722.07,-8747.892578125,139,3389.65,139
73.057,700000,64.8662,4876.38,-8909.740234375,140,3539.42,140
76.9387,705000,68.8881,5481.04,-9077.3203125,141,4847.09,141
76.865,710000,69.2215,4060.06,-9148.8203125,142,4225.97,142
68.9034,715000,55.5892,5342.52,-9099.2529296875,143,4595.14,143
72.4646,720000,61.5414,4234.69,-9420.1357421875,144,4223.27,144
74.2112,725000,64.9986,4923.88,-9684.4814453125,145,4645.01,145
78.5349,730000,67.0847,4776.82,-9761.0859375,146,4559.47,146
77.9303,735000,70.3271,5032.46,-10025.60546875,147,4426.18,147
76.0379,740000,63.1717,5095.36,-9990.75,148,3964.01,148
75.4493,745000,65.0364,4889.21,-10211.1748046875,149,4343.81,149
77.972,750000,72.9653,5096.77,-10602.46484375,150,4518.65,150
77.7226,755000,71.3005,5419.0,-10638.3134765625,151,4875.41,151
75.281,760000,68.285,4958.19,-10757.0322265625,152,4799.9,152
69.7262,765000,59.9987,5356.79,-10653.1689453125,153,4789.66,153
77.0778,770000,69.5652,5463.41,-11083.6298828125,154,4736.01,154
73.7917,775000,65.9878,5245.22,-10990.6669921875,155,4433.74,155
77.8107,780000,68.7051,5120.19,-11530.8427734375,156,4458.56,156
70.1818,785000,63.0776,5221.33,-11449.6923828125,157,5045.45,157
73.2637,790000,66.4619,4673.13,-11853.603515625,158,4548.92,158
78.0346,795000,68.6313,5123.12,-11993.9609375,159,4666.73,159
70.7854,800000,60.5121,4892.71,-12056.7578125,160,4683.24,160
77.5521,805000,70.0243,4814.04,-12547.65625,161,4888.42,161
75.3488,810000,63.4585,4653.39,-12443.498046875,162,4929.18,162
78.4347,815000,70.2896,5143.04,-12756.466796875,163,4927.57,163
77.5571,820000,66.5346,5401.12,-13041.013671875,164,4657.7,164
76.1209,825000,67.3003,5014.42,-13108.537109375,165,4666.46,165
76.966,830000,69.0617,5135.76,-13054.0498046875,166,4710.06,166
79.4381,835000,70.4804,5211.02,-13500.1064453125,167,4448.44,167
75.3692,840000,71.5651,4708.63,-13222.3017578125,168,4111.2,168
80.1294,845000,71.6497,5441.95,-13780.818359375,169,5154.72,169
77.586,850000,67.9907,5224.65,-13695.3662109375,170,4821.73,170
77.3483,855000,66.6373,5156.98,-14037.74609375,171,5224.26,171
76.7835,860000,69.4643,5139.45,-14533.83203125,172,4197.55,172
76.7231,865000,64.5041,5431.06,-14444.662109375,173,4507.0,173
77.9745,870000,67.7795,5460.85,-14699.02734375,174,4599.16,174
81.0002,875000,74.8501,5416.05,-15184.7255859375,175,4976.71,175
77.3518,880000,69.7305,5513.64,-15224.3408203125,176,4645.58,176
74.6693,885000,67.1789,5450.95,-15325.5322265625,177,4901.46,177
76.8089,890000,68.5246,5083.4,-15573.9482421875,178,4491.03,178
75.457,895000,67.6437,5172.07,-15811.33203125,179,5192.76,179
77.0398,900000,66.4059,5401.1,-16121.966796875,180,5088.49,180
78.1467,905000,67.1058,5193.48,-16370.0244140625,181,4634.49,181
73.2152,910000,61.5522,4991.26,-16404.349609375,182,4994.63,182
78.0391,915000,68.1062,5377.7,-16948.80859375,183,4928.16,183
77.6125,920000,68.5123,5548.4,-17262.263671875,184,4984.22,184
75.9986,925000,65.9985,5021.9,-17100.3359375,185,4366.71,185
76.0044,930000,65.3906,5552.19,-17608.525390625,186,4438.8,186
72.0521,935000,60.9391,5441.12,-17360.720703125,187,4867.87,187
79.1921,940000,68.4954,5525.95,-17933.78515625,188,4920.79,188
77.7563,945000,70.5935,5589.95,-18257.62109375,189,5213.34,189
74.1839,950000,69.1747,5493.78,-18102.494140625,190,5029.81,190
77.2055,955000,67.8018,5434.03,-18642.734375,191,4851.07,191
73.2462,960000,62.5623,5296.03,-18537.525390625,192,3931.18,192
78.608,965000,75.0003,5550.58,-19504.30078125,193,5322.53,193
78.2461,970000,68.4147,5474.14,-19475.439453125,194,5181.18,194
71.316,975000,63.4977,5631.06,-19095.740234375,195,4813.47,195
75.6882,980000,67.2215,5440.34,-19765.666015625,196,4964.92,196
79.1046,985000,70.2064,5325.7,-19368.6484375,197,4869.66,197
77.3038,990000,67.7968,5521.49,-20057.150390625,198,4916.19,198
77.1802,995000,67.7547,5718.83,-20367.693359375,199,5138.82,199
68.4286,1000000,60.6783,5465.77,-19330.517578125,200,4834.89,200
78.9762,1005000,71.6741,5312.36,-20874.802734375,201,5048.87,201
77.9694,1010000,68.03,5384.76,-21064.43359375,202,5210.51,202
78.988,1015000,71.2195,5550.64,-21602.16796875,203,5230.36,203
79.2009,1020000,72.5036,5652.51,-21634.8203125,204,5290.36,204
73.1194,1025000,65.201,5573.22,-21289.646484375,205,5256.19,205
78.4452,1030000,68.3548,5506.86,-21662.3828125,206,4874.62,206
72.2824,1035000,66.1158,5603.9,-21859.591796875,207,4932.74,207
76.2074,1040000,67.0423,5662.68,-22034.443359375,208,4878.56,208
78.7553,1045000,72.233,5201.79,-22491.5,209,5241.09,209
78.6369,1050000,72.0918,5457.02,-22925.884765625,210,4727.79,210
80.3664,1055000,70.7513,5621.25,-23355.099609375,211,5034.58,211
78.498,1060000,69.0765,5453.07,-23143.341796875,212,5333.81,212
76.1521,1065000,65.6548,5449.91,-22955.142578125,213,4571.06,213
77.5889,1070000,70.8546,5349.91,-23730.658203125,214,4863.12,214
72.1018,1075000,63.2073,4937.86,-23133.154296875,215,4922.68,215
77.3508,1080000,67.0182,5509.52,-23667.052734375,216,5182.9,216
78.4731,1085000,71.3421,5626.57,-24224.48828125,217,5339.68,217
73.8295,1090000,66.3733,5475.51,-24077.08203125,218,5108.87,218
78.7343,1095000,70.7876,5764.92,-24858.427734375,219,5396.5,219
78.4101,1100000,69.043,5622.14,-24635.01171875,220,4745.22,220
79.3572,1105000,71.0187,5678.18,-25305.30859375,221,5071.82,221
78.8129,1110000,69.0127,5496.81,-25142.173828125,222,5091.54,222
71.2189,1115000,66.1406,5541.04,-24818.58203125,223,5023.69,223
78.5689,1120000,69.9391,5468.85,-25641.384765625,224,4813.88,224
76.5923,1125000,66.0961,5718.73,-25535.8515625,225,4931.07,225
78.0622,1130000,70.9848,5598.11,-26469.56640625,226,4981.93,226
74.5811,1135000,64.5302,5688.8,-25876.78515625,227,5072.44,227
77.5495,1140000,67.3909,5630.07,-26608.234375,228,4832.5,228
78.9407,1145000,68.1884,5675.17,-26477.01171875,229,5255.16,229
76.8208,1150000,68.0833,5600.83,-26370.833984375,230,4535.71,230
77.5001,1155000,68.2575,5667.63,-27013.732421875,231,5376.54,231
76.5852,1160000,70.9639,5255.3,-27316.703125,232,4822.46,232
76.5605,1165000,67.1596,5411.33,-26796.845703125,233,4632.78,233
78.5906,1170000,70.1101,5399.1,-27343.16796875,234,5357.39,234
76.6524,1175000,67.1798,5755.74,-27439.1328125,235,4851.64,235
78.4189,1180000,68.5849,5731.13,-27963.001953125,236,5195.55,236
77.6734,1185000,63.8701,5521.43,-27305.748046875,237,4881.7,237
78.7624,1190000,70.7565,5741.52,-28599.0546875,238,5034.99,238
70.2365,1195000,60.7483,5807.79,-27498.28515625,239,5005.47,239
75.8877,1200000,63.0837,5572.19,-27908.916015625,240,5249.0,240
77.2498,1205000,64.1438,5662.24,-28493.27734375,241,4912.25,241
78.1523,1210000,69.0195,5717.22,-28890.609375,242,4874.36,242
75.7775,1215000,65.6948,5593.2,-28969.880859375,243,5004.7,243
76.6303,1220000,65.6933,5837.7,-29045.12890625,244,5339.28,244
78.0939,1225000,69.0227,5754.98,-29484.8828125,245,5312.11,245
78.9806,1230000,71.4769,5740.12,-29939.962890625,246,5399.17,246
76.4399,1235000,67.5804,5757.97,-29785.40625,247,5307.8,247
78.0644,1240000,67.6644,5590.8,-29724.619140625,248,4847.71,248
76.6119,1245000,64.267,5720.85,-30181.072265625,249,5001.71,249
72.2776,1250000,62.1946,5579.4,-29814.96484375,250,4438.08,250
76.4644,1255000,66.3421,5672.08,-30543.978515625,251,5054.17,251
75.3555,1260000,65.0843,5785.6,-30627.92578125,252,4906.05,252
76.3196,1265000,66.2677,5709.93,-31007.19140625,253,5395.53,253
69.0173,1270000,60.0651,4901.07,-29692.716796875,254,4485.83,254
69.2476,1275000,62.6344,5407.11,-30316.814453125,255,4768.57,255
69.1672,1280000,59.5579,5785.14,-30043.080078125,256,4840.28,256
74.2936,1285000,64.7306,5804.74,-31388.15625,257,5402.92,257
71.3633,1290000,62.4982,5578.71,-31234.98828125,258,4930.19,258
73.9231,1295000,65.2647,5281.52,-31902.818359375,259,5114.15,259
75.6792,1300000,69.7012,5765.02,-32327.923828125,260,5287.11,260
72.729,1305000,66.2424,5764.22,-32180.205078125,261,4841.25,261
75.5565,1310000,68.2029,5637.29,-32519.931640625,262,4185.85,262
70.0796,1315000,59.6896,5838.6,-31361.97265625,263,5179.23,263
75.1454,1320000,66.4977,5571.97,-32793.22265625,264,4565.09,264
69.4024,1325000,57.3923,5621.69,-31272.2265625,265,5250.14,265
68.4503,1330000,59.9855,4759.99,-31964.19140625,266,5044.93,266
72.4035,1335000,64.8621,5579.03,-33108.2578125,267,5201.16,267
77.573,1340000,69.3007,5772.99,-34134.79296875,268,5198.37,268
67.3083,1345000,54.6401,5467.13,-30491.919921875,269,4540.29,269
69.4689,1350000,62.2063,5549.09,-32966.359375,270,4815.39,270
67.7718,1355000,55.6408,5843.83,-31029.169921875,271,5198.83,271
74.547,1360000,63.3327,5756.62,-34292.015625,272,5210.83,272
67.9219,1365000,57.4988,5146.25,-31722.619140625,273,4942.19,273
68.5501,1370000,59.759,5409.54,-32539.505859375,274,4563.45,274
76.8191,1375000,70.9184,5627.81,-35844.09765625,275,4976.61,275
68.0213,1380000,61.6938,5204.16,-33404.41796875,276,5027.6,276
76.8341,1385000,68.183,5332.67,-35557.27734375,277,5252.73,277
71.9267,1390000,63.4969,5529.2,-34895.5078125,278,4480.27,278
69.3209,1395000,60.8169,5579.27,-34104.69140625,279,4739.78,279
77.7362,1400000,70.3918,5856.52,-36861.40625,280,4821.7,280
75.0565,1405000,67.2516,5784.54,-36264.5234375,281,4934.97,281
77.3227,1410000,70.959,5848.18,-37151.140625,282,5331.55,282
76.0506,1415000,66.6177,5269.97,-36930.98046875,283,4850.84,283
75.7293,1420000,66.065,5325.65,-36786.9609375,284,5035.82,284
74.4192,1425000,67.6884,5268.99,-37291.25390625,285,4947.05,285
71.6696,1430000,63.871,5626.54,-36392.8046875,286,4839.94,286
66.8678,1435000,53.2777,5405.45,-32987.72265625,287,3621.67,287
68.9815,1440000,60.4071,5610.56,-36316.98046875,288,4567.69,288
74.9099,1445000,65.2946,5467.66,-37286.19921875,289,4670.79,289
76.0917,1450000,68.281,5474.26,-38646.546875,290,5458.15,290
69.0486,1455000,61.1768,5846.45,-36237.7890625,291,4432.99,291
70.823,1460000,60.3758,5874.55,-37494.48046875,292,4945.69,292
76.5252,1465000,67.7627,5426.77,-39044.17578125,293,5218.07,293
71.1241,1470000,63.4561,5486.6,-37906.82421875,294,4430.49,294
76.36,1475000,68.9739,5323.45,-39397.234375,295,4283.38,295
74.1609,1480000,68.0931,5293.94,-38923.265625,296,5056.11,296
74.7059,1485000,66.3555,5191.55,-39179.6640625,297,4707.26,297
69.8752,1490000,63.146,5576.0,-38039.7109375,298,4466.6,298
67.353,1495000,56.1949,5513.75,-36681.37890625,299,4474.15,299
70.6068,1500000,64.6262,5383.59,-39150.7578125,300,5171.28,300
77.3715,1505000,70.1949,5376.81,-41064.77734375,301,4927.87,301
70.0352,1510000,62.8989,5251.43,-38541.59375,302,5242.69,302
76.0761,1515000,68.8073,5299.7,-40868.26953125,303,4244.33,303
78.4141,1520000,70.5827,5349.05,-41796.54296875,304,4724.74,304
76.8493,1525000,69.4741,5299.4,-41872.03515625,305,5245.91,305
79.6302,1530000,72.3691,5635.5,-42652.56640625,306,4922.87,306
77.1135,1535000,71.6011,5536.42,-42747.9921875,307,5280.86,307
72.0813,1540000,68.6668,5535.61,-41914.33203125,308,5294.79,308
68.7572,1545000,60.0016,5748.74,-39341.10546875,309,4910.85,309
75.2384,1550000,68.0782,5437.76,-43063.796875,310,4862.91,310
77.6992,1555000,70.2371,5692.25,-43793.0859375,311,5485.56,311
76.7592,1560000,69.0773,5272.6,-43377.4765625,312,5139.54,312
75.4456,1565000,73.2754,5651.91,-44566.80859375,313,5162.05,313
77.8184,1570000,71.7386,5641.92,-44977.76953125,314,4808.6,314
78.2931,1575000,71.7006,5574.26,-45017.03515625,315,5034.69,315
78.5617,1580000,70.54,5705.51,-45175.16015625,316,5442.86,316
71.9815,1585000,66.1601,5373.48,-43043.19921875,317,5266.94,317
78.0993,1590000,72.4241,5799.82,-45673.32421875,318,5262.47,318
77.2932,1595000,71.6026,5479.77,-45299.41015625,319,5283.21,319
71.4549,1600000,67.4427,5248.82,-44027.609375,320,4823.48,320
76.8169,1605000,69.7828,5671.12,-45742.93359375,321,5365.93,321
77.2706,1610000,72.1381,5559.54,-46508.27734375,322,4767.03,322
77.5557,1615000,71.7708,5719.51,-46763.3828125,323,5177.61,323
74.1853,1620000,67.6657,5851.72,-45720.80078125,324,5074.54,324
77.4524,1625000,70.2595,5299.25,-47038.765625,325,5224.82,325
77.4297,1630000,71.356,5326.98,-47828.7578125,326,5410.89,326
69.6686,1635000,64.7689,5313.76,-44001.12890625,327,4911.55,327
77.7919,1640000,70.8275,5481.81,-47725.53125,328,5472.59,328
70.5575,1645000,65.757,5740.93,-45230.578125,329,5356.44,329
77.3052,1650000,70.6478,5524.28,-47860.5625,330,4550.77,330
78.0878,1655000,74.7236,5485.02,-49916.3984375,331,5449.29,331
77.725,1660000,71.4795,5800.97,-48754.28125,332,5243.82,332
76.994,1665000,69.6898,5716.81,-49051.18359375,333,5287.75,333
78.1342,1670000,71.9315,5562.17,-49324.79296875,334,5472.68,334
77.718,1675000,73.6186,5512.44,-50070.9375,335,5211.6,335
78.1984,1680000,70.2062,5703.16,-49302.44140625,336,4896.87,336
69.7395,1685000,62.9558,5847.36,-45923.8125,337,4860.65,337
78.4655,1690000,71.6051,5649.96,-50689.53515625,338,5431.7,338
69.9724,1695000,62.7817,5812.68,-47550.1484375,339,5049.51,339
70.9466,1700000,64.1995,5365.71,-47436.55859375,340,5128.67,340
74.4352,1705000,68.1605,5047.74,-50155.453125,341,4707.0,341
78.8801,1710000,71.3459,5567.53,-52072.4609375,342,5218.71,342
69.1833,1715000,59.4494,5612.98,-45188.76171875,343,4893.2,343
76.6235,1720000,69.3939,5607.92,-51436.97265625,344,5212.71,344
71.6567,1725000,64.7051,5829.15,-50133.8046875,345,5490.42,345
79.1694,1730000,71.7329,5795.68,-52135.0234375,346,5044.6,346
72.1558,1735000,67.6339,5511.88,-50242.3671875,347,5324.27,347
74.3094,1740000,68.9477,5768.23,-51791.76953125,348,5289.1,348
72.5693,1745000,67.9072,5540.41,-51111.515625,349,5274.67,349
70.8227,1750000,65.4615,5839.39,-50336.703125,350,4441.55,350
73.8064,1755000,65.7097,5624.71,-51697.640625,351,5092.59,351
72.1297,1760000,67.4566,5460.97,-51653.8828125,352,5513.26,352
77.4949,1765000,68.6583,5761.92,-53645.68359375,353,4766.35,353
78.3311,1770000,74.1597,5669.44,-54904.27734375,354,5414.73,354
78.676,1775000,69.6326,5715.84,-54331.140625,355,4817.36,355
79.9209,1780000,75.6732,5280.73,-55249.51953125,356,5279.31,356
77.754,1785000,72.0995,5830.58,-55524.51171875,357,4681.62,357
77.6929,1790000,73.2012,5359.37,-55623.875,358,5037.34,358
69.1513,1795000,59.5546,5729.1,-48427.11328125,359,5018.99,359
78.2941,1800000,70.8041,5775.14,-55590.6484375,360,5542.23,360
71.9899,1805000,66.8808,5588.99,-53758.19921875,361,5269.78,361
71.7295,1810000,66.4672,5374.11,-52480.63671875,362,5283.65,362
79.7113,1815000,73.4803,5797.71,-57086.6640625,363,5122.53,363
77.3031,1820000,74.5795,5580.76,-57145.95703125,364,4886.32,364
76.1458,1825000,71.6126,5720.73,-55840.92578125,365,5555.12,365
76.5874,1830000,74.1784,5816.48,-57590.8046875,366,5039.54,366
78.8766,1835000,75.5731,5139.55,-57948.20703125,367,5460.37,367
75.0474,1840000,67.8243,5602.74,-55682.5390625,368,4537.65,368
73.8404,1845000,68.1926,5354.94,-55600.5546875,369,4989.32,369
67.412,1850000,55.5328,5094.32,-48422.90234375,370,4501.79,370
77.649,1855000,72.7187,5767.36,-58410.38671875,371,5186.95,371
77.5,1860000,72.3321,5418.89,-58564.10546875,372,5593.81,372
79.6202,1865000,76.4564,5276.09,-59537.09765625,373,5247.97,373
77.7637,1870000,73.1183,5613.51,-58529.3984375,374,5141.49,374
78.0442,1875000,72.8753,5715.96,-58827.4453125,375,5263.64,375
69.4229,1880000,60.7861,5585.17,-52979.6640625,376,5469.14,376
78.9075,1885000,75.3633,5862.09,-60265.58984375,377,5249.59,377
77.9913,1890000,72.6633,5819.88,-59420.40234375,378,4700.23,378
78.4518,1895000,74.2632,5706.08,-59852.2734375,379,4755.42,379
76.3704,1900000,72.8047,5817.9,-59325.33203125,380,5283.13,380
76.6384,1905000,73.153,5852.44,-60151.6328125,381,4863.67,381
71.3203,1910000,66.962,5255.08,-56392.703125,382,5507.22,382
78.5141,1915000,74.093,5505.04,-60562.72265625,383,4696.46,383
78.4921,1920000,74.2577,5893.7,-60707.40625,384,5437.53,384
72.5036,1925000,66.6822,5888.1,-58125.98828125,385,5050.36,385
76.8058,1930000,72.0417,5555.56,-60858.1796875,386,5538.56,386
71.0846,1935000,65.1457,5733.73,-57066.3359375,387,5570.47,387
79.1301,1940000,72.9191,5865.19,-60996.0703125,388,5359.42,388
78.7758,1945000,73.5867,5609.24,-61327.703125,389,5281.96,389
80.5641,1950000,76.9712,5582.66,-62653.1640625,390,5058.89,390
