Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Itration,Real Sto Return
15.1646,45,225000,3226.47,-255.4787139892578,43.2195,45,3048.01
14.0396,46,230000,2619.95,-283.536376953125,43.2679,46,2777.73
13.7472,47,235000,2922.44,-271.6800537109375,43.7668,47,2823.08
15.1488,48,240000,3462.29,-271.43212890625,42.9071,48,2817.9
16.6682,49,245000,2393.16,-292.6884460449219,44.5742,49,2574.53
15.3499,50,250000,2949.04,-296.080322265625,43.5714,50,2664.75
15.0363,51,255000,3194.03,-272.9925231933594,42.5945,51,3010.95
14.5197,52,260000,1786.05,-302.5290832519531,43.5168,52,2700.47
15.4491,53,265000,3346.96,-289.5306701660156,43.246,53,3489.39
18.0134,54,270000,2890.51,-339.26129150390625,44.1694,54,3227.61
16.1609,55,275000,3426.81,-302.072509765625,43.2034,55,3422.27
15.422,56,280000,3283.47,-294.3252868652344,42.5414,56,3558.32
16.8984,57,285000,2941.25,-288.7035217285156,42.4367,57,3128.99
16.3359,58,290000,3739.43,-295.01361083984375,42.3254,58,3603.79
17.6295,59,295000,3517.79,-310.1103515625,42.4948,59,3710.78
17.0491,60,300000,3701.92,-290.9771423339844,43.3129,60,3538.39
17.8985,61,305000,3320.01,-324.7174377441406,42.8935,61,3583.79
16.2822,62,310000,3623.77,-309.28997802734375,42.2955,62,3619.51
14.117,63,315000,3751.52,-373.3434143066406,44.3447,63,2372.23
17.0757,64,320000,3792.48,-342.5613708496094,43.3713,64,3701.41
20.4753,65,325000,3794.76,-341.5965881347656,43.1789,65,3771.2
17.4339,66,330000,3826.37,-330.7781066894531,42.6828,66,3646.54
17.2954,67,335000,3709.82,-339.5065612792969,43.2475,67,3566.28
16.4454,68,340000,3729.4,-356.1809997558594,43.1522,68,3569.97
18.961,69,345000,3895.94,-354.153564453125,43.0606,69,3568.54
16.283,70,350000,3732.83,-371.91448974609375,43.0532,70,3419.89
17.2023,71,355000,3663.1,-389.3002014160156,43.0953,71,3498.24
17.9946,72,360000,3762.68,-355.2532653808594,42.394,72,3794.1
20.992,73,365000,3788.09,-398.3077087402344,43.7072,73,3394.81
16.9468,74,370000,3802.02,-441.72113037109375,43.6743,74,3593.41
19.1055,75,375000,3917.41,-406.60418701171875,42.9136,75,3806.46
18.328,76,380000,3896.16,-389.73980712890625,43.1881,76,3638.66
17.2589,77,385000,3766.55,-402.3789367675781,42.894,77,3727.73
18.9172,78,390000,3969.1,-400.662353515625,42.6979,78,3733.12
18.2697,79,395000,3933.35,-422.908203125,43.3095,79,3825.61
17.4688,80,400000,3875.79,-424.1247863769531,43.1235,80,3816.85
19.3037,81,405000,3993.7,-408.1195068359375,43.2176,81,3882.36
19.0301,82,410000,4005.39,-424.36859130859375,43.0603,82,3859.62
19.3042,83,415000,3967.52,-439.1728820800781,43.3234,83,3835.09
20.4746,84,420000,3920.88,-446.1549987792969,43.0204,84,3887.71
19.6173,85,425000,3970.73,-439.7123718261719,43.2008,85,3718.38
19.3865,86,430000,3940.74,-454.1416015625,42.9853,86,3896.18
18.4429,87,435000,3877.37,-485.9253234863281,43.0131,87,3837.35
21.0992,88,440000,4002.31,-463.7688903808594,43.4013,88,3919.24
16.9988,89,445000,4011.65,-477.9441223144531,43.0701,89,3836.37
19.4597,90,450000,3916.91,-496.0666198730469,43.2327,90,3711.88
17.8435,91,455000,3956.01,-479.6919860839844,42.8867,91,3863.12
20.4196,92,460000,3956.33,-505.8196716308594,43.2461,92,3722.85
19.6193,93,465000,3945.36,-477.3748474121094,43.6685,93,3888.95
21.1515,94,470000,3945.05,-511.5036926269531,43.5744,94,3700.9
19.8848,95,475000,3887.03,-531.6838989257812,43.5785,95,3884.08
19.9124,96,480000,3982.59,-536.8532104492188,43.6895,96,3926.48
18.7869,97,485000,4085.36,-516.7867431640625,42.6588,97,3972.36
19.0815,98,490000,4004.41,-526.9771728515625,42.9765,98,3899.05
18.532,99,495000,3937.87,-563.0477905273438,43.1313,99,3512.53
19.1179,100,500000,4009.66,-535.0642700195312,42.8106,100,3735.61
19.6259,101,505000,3997.61,-540.1412963867188,42.9468,101,3911.14
18.6585,102,510000,4009.87,-562.9456176757812,43.31,102,3917.9
18.3727,103,515000,4140.15,-564.2459106445312,42.7221,103,4021.17
20.2635,104,520000,3973.87,-572.9185180664062,43.5352,104,3937.08
20.3304,105,525000,4108.85,-586.5672607421875,42.7974,105,3940.59
18.5967,106,530000,4125.6,-584.9163818359375,42.1448,106,3946.49
17.8761,107,535000,4156.98,-582.5621948242188,41.8727,107,4071.08
19.3329,108,540000,3998.52,-617.8392333984375,42.8623,108,3896.03
19.2038,109,545000,4109.85,-603.7737426757812,43.1925,109,4002.55
19.5064,110,550000,3999.14,-609.9258422851562,43.4659,110,3917.1
18.6825,111,555000,4065.05,-634.0311889648438,43.1243,111,3970.7
19.1962,112,560000,4089.5,-613.80224609375,42.5214,112,4003.1
19.0835,113,565000,4063.53,-642.2930297851562,43.1659,113,3985.54
19.7708,114,570000,4099.33,-645.4765625,42.4574,114,4006.2
20.388,115,575000,4090.83,-671.4207763671875,42.7615,115,3959.27
18.5916,116,580000,4055.32,-669.1806640625,42.9303,116,3981.89
18.01,117,585000,4137.83,-654.8699340820312,43.1113,117,3995.62
19.9551,118,590000,4074.64,-674.5285034179688,42.9233,118,3955.3
19.0232,119,595000,4152.57,-681.4527587890625,42.9599,119,4003.55
19.2645,120,600000,4217.02,-674.3692016601562,43.2987,120,4060.23
18.2715,121,605000,4075.93,-716.6113891601562,42.4986,121,4003.59
19.1391,122,610000,4170.46,-725.035400390625,42.8117,122,4101.03
19.8084,123,615000,4107.77,-733.0079345703125,42.5534,123,4033.19
17.7455,124,620000,4259.17,-694.1263427734375,42.4574,124,4008.09
19.1459,125,625000,4132.12,-726.8817138671875,42.4809,125,3987.02
18.3257,126,630000,4182.32,-728.2825927734375,42.2479,126,4048.82
20.0076,127,635000,4132.66,-750.9854736328125,43.4058,127,4003.73
18.4461,128,640000,4134.63,-758.3131103515625,42.3609,128,4010.21
17.9101,129,645000,4178.87,-757.3151245117188,42.6608,129,4003.99
19.0336,130,650000,4105.46,-764.4100341796875,42.6921,130,3982.15
18.764,131,655000,4107.51,-770.1648559570312,42.7299,131,4020.75
18.2544,132,660000,4239.59,-753.2103881835938,42.2944,132,4092.82
17.8411,133,665000,4147.58,-779.4813842773438,42.675,133,4034.58
17.8569,134,670000,4137.38,-785.9400024414062,42.3886,134,3990.51
20.2967,135,675000,4147.82,-817.0060424804688,43.091,135,4016.01
18.6954,136,680000,4230.29,-783.9324951171875,42.5889,136,4079.22
18.3484,137,685000,4081.47,-802.779052734375,43.1091,137,3803.56
18.9047,138,690000,4059.08,-825.0059814453125,42.6054,138,4005.61
18.6261,139,695000,4239.8,-812.2837524414062,42.1107,139,4116.12
19.2113,140,700000,4137.39,-859.8208618164062,42.8045,140,4016.65
17.6655,141,705000,4195.31,-819.482421875,42.3248,141,4045.74
18.1003,142,710000,4228.87,-819.3507080078125,42.4752,142,4098.19
19.2047,143,715000,4197.61,-863.948486328125,42.4143,143,4065.79
17.303,144,720000,4201.76,-829.8356323242188,41.9395,144,4039.48
17.8894,145,725000,4232.89,-858.8404541015625,42.9238,145,4058.94
16.9301,146,730000,4107.63,-851.892333984375,42.617,146,3991.93
18.7988,147,735000,4116.85,-869.5753784179688,42.6505,147,3689.63
18.7205,148,740000,4144.47,-895.6678466796875,42.4916,148,4010.86
17.9324,149,745000,4149.42,-877.8865356445312,42.4192,149,4071.52
17.9715,150,750000,4298.81,-898.5994873046875,42.3237,150,4161.68
17.6178,151,755000,4204.44,-902.7899169921875,41.9918,151,4101.47
17.3549,152,760000,4145.4,-913.6034545898438,42.1359,152,4031.72
18.1834,153,765000,4249.8,-862.6156005859375,42.1621,153,4160.96
18.0401,154,770000,4311.16,-858.9066162109375,42.4354,154,3984.21
17.6688,155,775000,4078.5,-914.8502197265625,42.5006,155,4100.36
17.0689,156,780000,4259.25,-923.152099609375,42.5678,156,4107.11
18.4866,157,785000,4284.97,-912.4794921875,42.1892,157,4178.89
17.7345,158,790000,4210.82,-966.7882080078125,42.4549,158,4095.29
17.6289,159,795000,4188.52,-936.9013061523438,41.8074,159,4101.27
18.6696,160,800000,4193.35,-989.0602416992188,42.4546,160,4050.63
17.4134,161,805000,4220.48,-957.2453002929688,42.4506,161,4127.81
17.057,162,810000,4263.43,-945.301025390625,41.9436,162,4151.94
17.9987,163,815000,4273.91,-956.3572998046875,42.5686,163,4173.03
17.9079,164,820000,4238.75,-983.1087036132812,42.1647,164,4178.99
16.8977,165,825000,4245.97,-958.1754150390625,41.8934,165,4129.12
18.6161,166,830000,4283.95,-996.0580444335938,42.0372,166,4168.63
17.4599,167,835000,4243.29,-1007.150146484375,41.9719,167,4155.73
17.1926,168,840000,4112.04,-1047.0999755859375,42.7454,168,4096.48
16.5069,169,845000,4345.12,-986.4850463867188,41.6573,169,4171.16
17.2099,170,850000,4211.56,-1001.0836181640625,42.0431,170,4102.61
17.2657,171,855000,4202.77,-1036.703857421875,41.6407,171,4140.95
17.6734,172,860000,4147.66,-1023.5202026367188,42.3493,172,3930.92
17.8421,173,865000,4249.05,-1050.6748046875,42.2094,173,4124.09
17.5432,174,870000,4214.35,-1069.700439453125,41.9107,174,4180.58
18.7354,175,875000,4288.1,-1059.1480712890625,42.1399,175,4191.24
17.9563,176,880000,4194.24,-1090.77197265625,42.5363,176,4134.48
17.9318,177,885000,4209.96,-1083.2369384765625,42.466,177,4151.77
17.9661,178,890000,4221.91,-1082.69970703125,42.2989,178,4157.46
17.346,179,895000,4253.71,-1070.4844970703125,42.1443,179,3950.07
16.581,180,900000,4227.13,-1085.5928955078125,42.3322,180,4141.42
17.4816,181,905000,4263.76,-1079.791748046875,41.5852,181,4182.75
18.5631,182,910000,4303.47,-1068.93994140625,42.3388,182,4263.85
16.913,183,915000,4246.9,-1161.8511962890625,42.0732,183,4143.55
18.2539,184,920000,4365.74,-1115.2589111328125,42.0287,184,4240.42
17.4494,185,925000,4223.88,-1116.7022705078125,42.1538,185,3936.15
21.1048,186,930000,4261.34,-1198.536865234375,42.4158,186,4010.73
17.2576,187,935000,4229.58,-1162.1973876953125,42.0323,187,4146.49
16.4815,188,940000,4311.28,-1145.66552734375,42.0479,188,4182.61
17.5978,189,945000,4291.61,-1184.131591796875,42.5766,189,4170.76
17.7815,190,950000,4334.28,-1189.136962890625,42.3909,190,4176.73
16.2008,191,955000,4234.64,-1221.273681640625,42.0264,191,4145.73
18.0271,192,960000,4393.11,-1155.4227294921875,42.1652,192,4319.61
16.6976,193,965000,4293.62,-1201.4525146484375,41.7901,193,4156.07
19.664,194,970000,4155.49,-1291.0748291015625,42.2754,194,4178.38
16.5665,195,975000,4266.96,-1223.6168212890625,42.1554,195,4188.05
17.2092,196,980000,4258.38,-1263.039794921875,42.3139,196,4170.54
18.2034,197,985000,4309.74,-1189.4866943359375,42.0382,197,4261.58
18.1498,198,990000,4299.13,-1247.2098388671875,42.5507,198,4200.11
17.8594,199,995000,4345.0,-1233.2899169921875,42.4355,199,4262.62
19.0973,200,1000000,4453.3,-1214.4334716796875,41.9793,200,4326.01
17.9714,201,1005000,4457.92,-1239.548095703125,41.7228,201,4356.33
18.8017,202,1010000,4399.76,-1241.98974609375,42.1241,202,4348.4
18.4951,203,1015000,4415.1,-1231.24462890625,42.1197,203,4337.96
18.5382,204,1020000,4454.41,-1258.178955078125,41.8844,204,4352.41
18.9135,205,1025000,4416.07,-1260.7344970703125,42.0245,205,4322.13
18.3789,206,1030000,4431.92,-1259.0712890625,41.4791,206,4341.85
18.3772,207,1035000,4423.18,-1281.19677734375,41.887,207,4344.45
18.6926,208,1040000,4449.58,-1258.0946044921875,42.2016,208,4326.66
18.5258,209,1045000,4372.25,-1316.7431640625,41.6505,209,4281.03
18.1528,210,1050000,4421.85,-1311.298828125,41.8428,210,4308.42
17.6119,211,1055000,4418.87,-1321.5174560546875,41.6688,211,4343.67
18.0225,212,1060000,4364.17,-1350.4072265625,41.8217,212,4311.44
18.2172,213,1065000,4411.32,-1356.75732421875,41.6207,213,4326.95
18.4443,214,1070000,4378.29,-1334.6424560546875,41.5895,214,4307.97
17.8015,215,1075000,4405.12,-1346.7877197265625,41.4514,215,4314.18
17.7326,216,1080000,4451.7,-1365.4959716796875,41.1537,216,4346.3
18.2024,217,1085000,4400.28,-1403.189453125,41.6322,217,4295.44
18.1055,218,1090000,4441.78,-1370.379638671875,41.6996,218,4313.75
17.6528,219,1095000,4333.36,-1402.4088134765625,41.5564,219,4302.37
17.9748,220,1100000,4368.61,-1428.0235595703125,41.777,220,4266.07
18.5097,221,1105000,4379.75,-1417.92041015625,42.2365,221,4344.7
17.8202,222,1110000,4418.35,-1415.8955078125,41.7194,222,4327.81
18.3341,223,1115000,4433.53,-1420.175537109375,41.6815,223,4347.82
17.846,224,1120000,4361.41,-1447.947509765625,41.5886,224,4295.68
18.2874,225,1125000,4390.17,-1430.5643310546875,41.466,225,4320.03
18.0484,226,1130000,4412.75,-1431.8408203125,41.3842,226,4364.05
18.1987,227,1135000,4323.68,-1475.942626953125,41.8007,227,4307.52
17.8146,228,1140000,4270.89,-1519.654296875,41.6781,228,4241.78
17.891,229,1145000,4302.11,-1508.45556640625,41.8054,229,4283.11
18.0004,230,1150000,4404.98,-1516.6995849609375,41.559,230,4342.04
17.4523,231,1155000,4386.09,-1534.126220703125,41.0732,231,4302.85
17.7752,232,1160000,4367.26,-1535.916748046875,41.7624,232,4288.67
18.3926,233,1165000,4387.78,-1575.63134765625,41.6353,233,4307.49
17.5522,234,1170000,4345.75,-1569.5811767578125,41.5441,234,4255.79
17.5034,235,1175000,4345.26,-1575.2635498046875,41.7599,235,4284.16
17.9282,236,1180000,4394.48,-1597.47509765625,41.368,236,4309.34
17.2485,237,1185000,4386.33,-1585.83251953125,41.532,237,4326.76
16.516,238,1190000,4451.57,-1552.929931640625,41.6599,238,4196.91
17.5008,239,1195000,4359.26,-1642.428955078125,41.8026,239,4228.99
16.404,240,1200000,639.12,-1986.660888671875,44.3124,240,1447.51
14.3986,241,1205000,2127.55,-1916.0947265625,43.5221,241,2294.66
22.3438,242,1210000,1071.58,-2072.6650390625,45.8405,242,1559.13
57.7838,243,1215000,12.12,-1786.8310546875,53.3214,243,180.35
60.0434,244,1220000,725.83,-2355.100341796875,46.4489,244,833.51
38.9757,245,1225000,1217.78,-2295.47216796875,46.7214,245,1372.1
50.5303,246,1230000,405.53,-2451.542724609375,46.9478,246,882.07
30.2297,247,1235000,396.64,-2258.03271484375,49.0372,247,622.72
31.8347,248,1240000,831.16,-2284.305419921875,44.1579,248,1408.64
18.0819,249,1245000,3753.43,-1925.97412109375,43.5707,249,3802.95
19.9691,250,1250000,4244.82,-1795.7325439453125,42.7404,250,4190.22
19.4545,251,1255000,4431.0,-1756.873779296875,42.266,251,4030.54
19.2334,252,1260000,4334.99,-1785.19677734375,42.3812,252,4299.98
18.8497,253,1265000,4325.3,-1808.9927978515625,42.592,253,4260.15
17.857,254,1270000,4445.92,-1781.8560791015625,42.447,254,4244.25
19.5691,255,1275000,4486.29,-1842.89990234375,41.9969,255,4172.46
18.4768,256,1280000,4375.07,-1852.2000732421875,42.1867,256,4105.33
18.955,257,1285000,4409.03,-1838.2296142578125,42.4313,257,4284.21
21.8029,258,1290000,4442.55,-2011.536865234375,42.4442,258,3448.1
18.4977,259,1295000,4360.01,-1922.6243896484375,41.8103,259,4309.39
18.126,260,1300000,4406.36,-1841.728271484375,41.7783,260,3899.98
18.4305,261,1305000,4386.98,-1832.3504638671875,42.0301,261,4313.89
18.0711,262,1310000,4405.87,-1806.490478515625,42.1089,262,4146.16
17.5192,263,1315000,4422.97,-1871.703857421875,42.249,263,4274.02
19.1743,264,1320000,4375.68,-2009.84912109375,42.534,264,4329.83
18.4957,265,1325000,4213.01,-1893.9320068359375,42.1785,265,4168.59
18.7161,266,1330000,4448.55,-1874.5142822265625,42.2758,266,4277.88
18.5427,267,1335000,4431.78,-1907.9979248046875,42.2917,267,4399.28
18.3631,268,1340000,4428.92,-1920.4979248046875,42.1647,268,4401.8
18.7541,269,1345000,4439.64,-1957.157470703125,42.4389,269,4351.67
19.6397,270,1350000,4426.63,-2028.2618408203125,42.1387,270,4221.5
18.2478,271,1355000,4402.92,-1970.4825439453125,41.8013,271,4003.46
18.5354,272,1360000,4407.54,-2017.4603271484375,41.9321,272,4370.27
18.6814,273,1365000,4413.63,-2057.785888671875,42.111,273,4336.45
18.3364,274,1370000,4392.17,-2020.273681640625,41.92,274,4364.38
18.6695,275,1375000,4384.59,-2070.502685546875,42.3011,275,4368.43
18.7276,276,1380000,4378.29,-2074.228271484375,42.7855,276,4374.12
18.9614,277,1385000,4407.23,-2067.978759765625,42.1792,277,4246.21
18.8648,278,1390000,4433.84,-2086.694580078125,42.3648,278,4353.7
18.407,279,1395000,4425.33,-2078.338623046875,42.0919,279,4399.34
23.0286,280,1400000,4391.65,-2219.1005859375,42.6807,280,4143.89
18.4185,281,1405000,4378.25,-2120.176513671875,42.1403,281,4357.34
18.0193,282,1410000,4414.02,-2149.683837890625,42.2887,282,4395.8
18.6639,283,1415000,4429.8,-2128.324462890625,42.2838,283,4436.78
18.955,284,1420000,4493.72,-2132.10107421875,42.2285,284,4282.41
18.3506,285,1425000,4421.63,-2148.00732421875,42.168,285,4218.25
18.4403,286,1430000,4376.87,-2175.706298828125,42.2017,286,4373.13
17.8372,287,1435000,4446.91,-2201.7578125,42.4295,287,4363.45
17.6131,288,1440000,4265.44,-2188.03369140625,42.104,288,4231.1
18.8828,289,1445000,4238.67,-2225.987548828125,42.5064,289,4412.96
18.5483,290,1450000,4475.05,-2204.083984375,42.0737,290,4257.37
18.6057,291,1455000,4493.98,-2241.1728515625,41.9611,291,4470.86
18.1317,292,1460000,4494.71,-2244.396728515625,41.9242,292,4110.3
17.9142,293,1465000,4453.43,-2269.5693359375,42.2008,293,4431.43
18.3327,294,1470000,4415.05,-2291.632080078125,42.2611,294,4410.57
18.6718,295,1475000,4512.89,-2258.620849609375,42.343,295,4284.92
17.9967,296,1480000,4500.33,-2277.548095703125,41.9914,296,4457.94
17.5305,297,1485000,4510.86,-2291.189208984375,41.4777,297,4278.64
17.807,298,1490000,4543.1,-2338.05126953125,41.8405,298,4492.45
18.0532,299,1495000,4480.69,-2346.593017578125,41.6875,299,4438.45
18.1602,300,1500000,4477.12,-2349.702392578125,42.0975,300,4241.45
17.4008,301,1505000,4469.4,-2352.959228515625,41.6742,301,4413.62
17.6508,302,1510000,4475.16,-2360.491943359375,41.487,302,4420.23
18.3909,303,1515000,4483.41,-2391.6435546875,41.8736,303,4254.45
17.7569,304,1520000,4529.52,-2398.390869140625,42.1234,304,4303.89
19.4147,305,1525000,4465.5,-2453.22900390625,42.105,305,4453.28
18.5645,306,1530000,4516.22,-2395.9228515625,41.826,306,4482.22
18.5573,307,1535000,4526.47,-2403.46142578125,41.7362,307,4491.01
18.5389,308,1540000,4548.18,-2448.4228515625,41.8836,308,4300.29
18.3636,309,1545000,4555.78,-2398.081298828125,41.4743,309,4496.09
18.28,310,1550000,4551.08,-2487.091796875,41.9884,310,4511.1
17.8563,311,1555000,4546.14,-2523.25244140625,41.6912,311,4495.42
18.4612,312,1560000,4543.58,-2536.593505859375,42.1314,312,4517.21
18.1111,313,1565000,4584.92,-2577.253173828125,42.1033,313,4460.26
18.0803,314,1570000,4495.96,-2524.928955078125,41.6818,314,4249.37
17.6687,315,1575000,4498.87,-2577.603271484375,41.9516,315,4475.27
17.5527,316,1580000,4557.51,-2543.197265625,42.1059,316,4338.65
17.6192,317,1585000,4553.26,-2587.0009765625,41.612,317,4528.57
18.1908,318,1590000,4548.74,-2585.73046875,41.6519,318,4509.54
18.4867,319,1595000,4535.29,-2579.076171875,41.8362,319,4454.81
18.4162,320,1600000,4538.99,-2592.899658203125,41.9795,320,4510.99
18.0093,321,1605000,4526.08,-2657.0078125,41.8269,321,4470.94
18.4199,322,1610000,4526.41,-2640.941162109375,41.9837,322,4497.92
17.3606,323,1615000,4549.04,-2657.57080078125,41.707,323,4519.23
21.6447,324,1620000,4504.01,-2829.500732421875,42.3259,324,4508.15
17.1263,325,1625000,4539.14,-2659.46923828125,41.4899,325,4358.05
17.9883,326,1630000,4528.48,-2691.084716796875,41.6361,326,4353.17
18.6699,327,1635000,4531.43,-2682.688720703125,41.8586,327,4533.33
19.9994,328,1640000,4522.34,-2869.761474609375,41.8348,328,4490.63
21.1214,329,1645000,4559.7,-2877.57861328125,41.9496,329,4516.11
18.2163,330,1650000,4552.44,-2736.2998046875,41.9204,330,4351.32
18.0196,331,1655000,4530.53,-2742.356689453125,41.2071,331,4437.73
17.9569,332,1660000,4498.37,-2820.140869140625,41.9216,332,4270.31
18.2176,333,1665000,4545.88,-2858.836181640625,42.1525,333,4321.28
17.4164,334,1670000,4526.04,-2843.77001953125,41.6402,334,4466.22
19.5162,335,1675000,4541.76,-2988.81494140625,41.8841,335,4498.19
17.4807,336,1680000,4541.35,-2858.287353515625,41.7138,336,4503.32
20.0375,337,1685000,4577.67,-2998.439697265625,42.1737,337,4114.58
18.0504,338,1690000,4550.01,-2915.08203125,41.8305,338,4502.2
17.2934,339,1695000,4540.29,-2961.741455078125,41.4426,339,4481.9
17.6186,340,1700000,4560.12,-2994.005859375,42.0177,340,4517.39
17.5115,341,1705000,4557.97,-2944.84423828125,41.641,341,4497.11
18.2606,342,1710000,4561.33,-2991.77734375,41.7706,342,4534.3
17.4626,343,1715000,4519.55,-2939.89599609375,41.6609,343,4494.84
17.5895,344,1720000,4547.27,-3015.505859375,41.8093,344,4502.91
16.2106,345,1725000,4488.7,-2976.60009765625,41.1305,345,4266.09
18.1907,346,1730000,4542.81,-3044.813720703125,41.6462,346,4500.94
17.0048,347,1735000,4494.65,-3031.57470703125,41.3736,347,4454.21
18.0058,348,1740000,4544.47,-2957.19189453125,41.795,348,4509.75
17.4548,349,1745000,4529.56,-2982.572509765625,41.4037,349,4488.76
17.4408,350,1750000,4546.94,-3063.92919921875,41.7692,350,4519.57
17.4199,351,1755000,4563.98,-3010.167236328125,41.5481,351,4547.44
17.6631,352,1760000,4560.1,-3033.846923828125,41.5018,352,4535.45
18.8821,353,1765000,4581.08,-3130.26513671875,42.0642,353,4527.52
18.3213,354,1770000,4555.71,-3176.5,41.7312,354,4495.04
17.989,355,1775000,4600.54,-3145.48291015625,41.9692,355,4565.56
17.7985,356,1780000,4541.27,-3263.6318359375,41.7364,356,4471.26
17.4757,357,1785000,4594.18,-3084.931396484375,41.809,357,4566.74
18.3383,358,1790000,4573.51,-3198.7265625,41.9305,358,4550.81
17.7547,359,1795000,4569.27,-3301.706787109375,41.8233,359,4507.75
18.1123,360,1800000,4585.47,-3234.4765625,41.6541,360,4549.58
19.4337,361,1805000,4568.89,-3441.5078125,41.6288,361,4514.47
18.1795,362,1810000,4582.32,-3294.304443359375,41.7924,362,4534.5
18.004,363,1815000,4613.76,-3175.96826171875,41.9972,363,4542.48
17.3711,364,1820000,4559.66,-3358.245361328125,41.6745,364,4514.65
17.2614,365,1825000,4607.06,-3307.736328125,41.7943,365,4557.77
17.7365,366,1830000,4613.19,-3285.4765625,41.7356,366,4368.11
16.4086,367,1835000,4578.22,-3365.265869140625,41.663,367,4531.86
17.5696,368,1840000,4614.62,-3416.8583984375,42.0346,368,4557.11
16.9846,369,1845000,4632.98,-3309.18212890625,42.0852,369,4581.87
16.4741,370,1850000,4612.12,-3333.61474609375,41.475,370,4508.65
16.2932,371,1855000,4625.52,-3523.681640625,42.109,371,4486.64
16.9103,372,1860000,4608.21,-3472.0703125,41.7741,372,4560.13
16.9415,373,1865000,4598.3,-3486.435302734375,41.846,373,4528.23
18.5246,374,1870000,4585.57,-3585.359619140625,41.9257,374,4532.66
19.5333,375,1875000,4568.5,-3709.792724609375,42.1889,375,4548.5
17.4223,376,1880000,4554.98,-3602.435546875,41.6636,376,4492.96
17.2795,377,1885000,4587.63,-3546.64404296875,42.1853,377,4538.28
17.7587,378,1890000,4602.47,-3627.685791015625,41.7327,378,4539.39
18.0047,379,1895000,4563.3,-3686.324462890625,42.1638,379,4512.36
17.9477,380,1900000,4572.33,-3759.731201171875,41.8408,380,4499.77
17.259,381,1905000,4578.58,-3746.40087890625,41.9434,381,4526.82
17.3099,382,1910000,4537.83,-3747.404052734375,41.8998,382,4500.76
18.2966,383,1915000,4597.84,-3789.702392578125,42.0726,383,4533.81
