Running Env Steps,Itration,Running Update Time,Running Forward KL,Reward Loss,Real Det Return,Real Sto Return,Running Reverse KL
210000,42,42,70.9401,-558.5364990234375,756.61,219.7,31.1861
215000,43,43,71.2182,-577.93994140625,723.48,204.77,32.2046
220000,44,44,71.3132,-588.0701293945312,796.17,199.17,30.6808
225000,45,45,71.2703,-609.162353515625,821.84,264.38,31.0222
230000,46,46,72.5721,-629.3506469726562,848.62,211.15,31.4126
235000,47,47,72.2478,-643.3392333984375,929.13,243.82,30.9891
240000,48,48,72.753,-662.0723266601562,839.95,182.35,31.0375
245000,49,49,70.6292,-675.869140625,883.11,296.93,30.7268
250000,50,50,69.0125,-691.1378173828125,862.43,310.02,30.4414
255000,51,51,72.0314,-714.08056640625,1023.22,192.32,30.359
260000,52,52,70.3746,-726.1944580078125,944.05,226.82,29.8973
265000,53,53,72.4498,-751.1939697265625,942.66,256.4,30.9109
270000,54,54,69.3746,-763.0029296875,941.2,231.59,30.5158
275000,55,55,70.8468,-786.9539794921875,774.13,230.07,30.7861
280000,56,56,68.8756,-794.26025390625,989.38,309.76,29.9847
285000,57,57,70.2594,-824.2435302734375,947.57,245.44,30.9439
290000,58,58,70.6189,-841.7379760742188,992.81,321.82,30.5412
295000,59,59,69.9814,-861.0732421875,949.49,262.34,31.6137
300000,60,60,69.7458,-875.651611328125,799.88,289.48,30.1821
305000,61,61,69.472,-897.0731201171875,934.66,248.37,30.4401
310000,62,62,70.5139,-923.6683959960938,893.61,267.36,29.9017
315000,63,63,70.4966,-940.8515625,776.96,272.28,31.0128
320000,64,64,70.99,-965.982177734375,981.17,210.32,30.5049
325000,65,65,71.9836,-991.7984619140625,874.58,331.39,30.8257
330000,66,66,71.3482,-998.7164916992188,967.3,255.72,30.5418
335000,67,67,72.2517,-1027.3037109375,839.43,256.23,30.4457
340000,68,68,71.3387,-1048.3275146484375,778.69,369.24,30.3518
345000,69,69,71.945,-1070.353271484375,872.36,223.2,30.4344
350000,70,70,68.8866,-1080.67724609375,976.88,270.24,29.9583
355000,71,71,68.1864,-1089.7469482421875,899.16,353.58,29.3089
360000,72,72,70.0729,-1130.43701171875,864.5,215.71,29.8939
365000,73,73,71.9635,-1157.431396484375,873.3,234.22,30.4861
370000,74,74,72.645,-1190.0772705078125,993.66,297.81,30.298
375000,75,75,72.3717,-1210.8079833984375,976.76,229.41,30.077
380000,76,76,69.0602,-1204.3052978515625,950.25,210.64,29.3948
385000,77,77,74.0145,-1260.9893798828125,756.07,184.4,30.9481
390000,78,78,69.6534,-1262.8206787109375,892.92,262.83,29.7974
395000,79,79,70.5648,-1291.8480224609375,851.12,307.48,30.2811
400000,80,80,70.9818,-1319.44970703125,968.78,280.91,30.4822
405000,81,81,71.8759,-1343.408447265625,767.7,288.89,30.0413
410000,82,82,67.5947,-1322.8341064453125,980.33,320.39,29.0174
415000,83,83,73.2625,-1404.5208740234375,796.52,257.66,30.3885
420000,84,84,70.0065,-1415.0538330078125,886.95,341.98,30.0427
425000,85,85,71.2672,-1448.7696533203125,791.03,282.18,29.9421
430000,86,86,71.3703,-1471.9503173828125,626.82,327.65,30.0019
435000,87,87,70.4753,-1500.3419189453125,820.18,261.72,30.225
440000,88,88,71.9809,-1532.7430419921875,892.31,270.07,30.0994
445000,89,89,71.0517,-1557.4688720703125,754.49,202.35,29.9576
450000,90,90,70.7037,-1583.651123046875,943.39,209.93,29.9519
455000,91,91,71.5884,-1607.596923828125,918.21,264.99,29.8725
460000,92,92,70.5868,-1636.1302490234375,673.35,213.72,29.8965
465000,93,93,70.1748,-1652.153564453125,707.47,294.59,29.6225
470000,94,94,69.3067,-1673.045654296875,760.32,302.77,29.4653
475000,95,95,69.8546,-1705.5499267578125,804.9,268.56,29.882
480000,96,96,72.1881,-1766.8502197265625,865.32,274.19,30.2931
485000,97,97,72.5467,-1795.7794189453125,844.92,246.13,30.0444
490000,98,98,71.273,-1807.0244140625,882.1,272.69,30.1522
495000,99,99,69.7019,-1829.94873046875,830.59,237.05,29.9331
500000,100,100,73.2628,-1889.5328369140625,728.72,219.99,30.5928
505000,101,101,70.2672,-1894.581787109375,945.25,306.07,29.7101
510000,102,102,68.8138,-1905.120849609375,863.4,318.66,29.6101
515000,103,103,70.9914,-1958.190673828125,720.68,247.62,30.2529
520000,104,104,70.5662,-1967.2685546875,944.64,276.98,29.2221
525000,105,105,72.3046,-2037.427001953125,867.09,298.16,30.1183
530000,106,106,71.3946,-2044.766845703125,1108.1,312.67,30.3409
535000,107,107,69.6564,-2082.84375,852.94,252.33,29.6279
540000,108,108,70.532,-2118.745361328125,819.69,288.17,29.9468
545000,109,109,71.328,-2159.908935546875,841.78,262.14,30.1777
550000,110,110,73.2468,-2230.167724609375,834.21,218.19,30.7263
555000,111,111,71.8333,-2243.134033203125,879.36,275.81,30.4774
560000,112,112,69.7525,-2266.46435546875,870.29,334.93,29.9491
565000,113,113,72.3972,-2310.89208984375,734.31,265.88,30.4413
570000,114,114,71.5971,-2364.024169921875,724.5,310.72,29.9138
575000,115,115,71.2109,-2378.4326171875,1025.88,247.92,30.4895
580000,116,116,71.1576,-2415.23828125,1074.73,317.96,30.0337
585000,117,117,71.4058,-2457.2412109375,1053.24,379.29,30.22
590000,118,118,72.8939,-2511.9833984375,828.34,321.69,30.6885
595000,119,119,72.1854,-2562.16943359375,779.32,293.66,31.495
600000,120,120,70.1172,-2537.5078125,786.29,266.09,29.5195
605000,121,121,71.3294,-2586.709228515625,867.89,351.57,29.9102
610000,122,122,70.5264,-2624.48291015625,758.6,301.54,29.6201
615000,123,123,71.5999,-2667.296630859375,1022.46,340.19,29.8867
620000,124,124,70.1438,-2688.239990234375,832.48,299.44,29.7168
625000,125,125,70.4614,-2744.987548828125,831.84,273.1,29.7787
630000,126,126,72.5768,-2839.88671875,781.61,201.65,30.5043
635000,127,127,71.0546,-2826.19482421875,803.47,256.83,29.9245
640000,128,128,73.4648,-2913.709228515625,369.38,-479.8,78.6517
645000,129,129,88.98,-3176.32275390625,-755.04,-903.44,90.8429
650000,130,130,132.4191,-2354.426025390625,-2746.16,-2619.03,428.6828
655000,131,131,76.7002,-3045.333740234375,-206.48,-210.67,71.9263
660000,132,132,77.043,-3122.954345703125,-13.89,-21.89,36.9262
665000,133,133,76.1269,-3166.747802734375,54.66,-79.45,37.9088
670000,134,134,77.8807,-3217.972412109375,-2.64,70.78,36.3598
675000,135,135,73.6251,-3110.2041015625,378.26,117.85,34.702
680000,136,136,81.439,-3348.95654296875,-725.56,-819.86,70.6772
685000,137,137,75.5881,-3282.3193359375,337.09,72.99,36.3268
690000,138,138,85.5448,-3137.25927734375,-634.25,-524.36,72.2127
695000,139,139,77.6416,-3058.1826171875,-234.23,-317.55,62.5456
700000,140,140,80.6692,-3345.9658203125,-91.43,-497.41,72.5859
705000,141,141,83.1944,-3208.27392578125,-794.04,-742.08,76.7276
710000,142,142,74.6618,-3585.42041015625,125.91,-3.83,32.0892
715000,143,143,76.475,-3622.60400390625,-232.63,-196.08,37.1768
720000,144,144,76.5949,-3655.842529296875,280.83,48.31,30.0545
725000,145,145,75.0489,-3728.300048828125,595.32,88.25,29.913
730000,146,146,73.5173,-3749.398681640625,752.33,210.15,32.9467
735000,147,147,72.1204,-3706.596923828125,719.28,336.87,32.8244
740000,148,148,74.9946,-3908.599365234375,919.79,310.97,32.1178
745000,149,149,70.0498,-3783.41162109375,975.04,401.04,31.5032
750000,150,150,70.8717,-3785.839599609375,783.23,398.32,32.4687
755000,151,151,70.0445,-3830.038818359375,751.01,394.56,32.3227
760000,152,152,71.1568,-3953.605224609375,981.17,422.29,31.871
765000,153,153,69.0402,-3834.97216796875,1060.58,535.89,31.5883
770000,154,154,66.8742,-3782.6376953125,915.88,570.9,31.3097
775000,155,155,69.4347,-4063.115966796875,910.18,414.23,32.0258
780000,156,156,72.3758,-4256.0029296875,1046.37,423.36,31.8657
785000,157,157,66.9972,-4011.540771484375,1033.21,436.22,30.4814
790000,158,158,69.7141,-4263.84912109375,1005.13,448.17,31.1334
795000,159,159,69.4166,-4291.83935546875,1247.08,476.2,31.2953
800000,160,160,65.8371,-4010.17138671875,1277.81,483.94,30.1997
805000,161,161,71.3875,-4483.8505859375,1184.55,516.63,31.6194
810000,162,162,69.5386,-4409.66357421875,694.09,458.35,31.519
815000,163,163,69.4046,-4464.70361328125,1299.15,498.84,30.8504
820000,164,164,72.1748,-4647.43896484375,1177.19,484.0,31.5252
825000,165,165,69.0989,-4608.99365234375,1151.76,455.67,30.844
830000,166,166,65.6422,-4517.35302734375,1048.5,513.32,29.3913
835000,167,167,68.4831,-4741.3466796875,1036.2,428.87,30.6681
840000,168,168,67.4841,-4632.158203125,1036.26,463.31,30.1566
845000,169,169,70.9935,-4938.9755859375,1174.55,438.97,30.7943
850000,170,170,70.5464,-5013.78662109375,971.22,269.87,30.1828
855000,171,171,69.2458,-4970.46923828125,890.62,382.8,30.3185
860000,172,172,70.1542,-5123.6044921875,1032.6,419.13,30.8555
865000,173,173,70.5824,-5101.80908203125,1010.18,455.55,31.642
870000,174,174,65.9072,-4822.68408203125,1287.83,564.82,29.3814
875000,175,175,68.2033,-5224.607421875,763.88,431.18,29.766
880000,176,176,69.6163,-5351.42919921875,1044.84,496.92,30.5163
885000,177,177,71.3807,-5453.6806640625,1071.17,390.4,30.3685
890000,178,178,71.6004,-5559.96337890625,1057.06,365.01,30.7146
895000,179,179,68.4018,-5506.73046875,935.13,513.55,30.4817
900000,180,180,71.7278,-5744.33544921875,978.31,375.72,30.5888
905000,181,181,69.5324,-5673.13720703125,1024.04,409.86,30.1817
910000,182,182,69.8217,-5708.77783203125,1081.44,504.96,30.3453
915000,183,183,70.8118,-5855.62109375,1067.92,406.79,30.2818
920000,184,184,68.906,-5796.75,1040.33,359.61,29.7953
925000,185,185,73.1102,-6073.44482421875,877.42,382.24,30.8829
930000,186,186,70.9275,-6018.68310546875,938.08,358.49,30.497
935000,187,187,70.789,-6101.67529296875,954.79,432.55,30.1215
940000,188,188,71.5204,-6192.5341796875,869.45,415.51,30.2575
945000,189,189,70.2574,-6256.0283203125,1082.83,375.39,29.6969
950000,190,190,69.5814,-6263.49267578125,999.22,380.47,29.8524
955000,191,191,70.7002,-6467.2314453125,919.55,305.03,29.9684
960000,192,192,69.2094,-6365.7880859375,1044.98,422.15,29.8472
965000,193,193,68.8554,-6506.6455078125,965.71,393.68,29.2391
970000,194,194,70.3313,-6566.04638671875,870.19,416.22,29.7182
975000,195,195,68.2169,-6612.37939453125,979.63,426.09,29.5155
980000,196,196,69.3022,-6797.78173828125,1072.48,364.34,29.533
985000,197,197,69.8592,-6809.802734375,1199.54,415.02,30.0792
990000,198,198,67.9291,-6719.47021484375,928.15,326.05,28.7822
995000,199,199,68.3659,-6886.19580078125,1032.31,367.97,29.927
1000000,200,200,71.4603,-7086.787109375,914.87,365.04,30.2779
1005000,201,201,71.2474,-7229.7587890625,1028.92,340.12,29.5254
1010000,202,202,69.907,-7249.0224609375,903.96,355.18,29.5493
1015000,203,203,69.7878,-7349.306640625,867.18,316.1,29.9447
1020000,204,204,71.8038,-7467.62109375,1043.58,345.52,29.9571
1025000,205,205,69.3687,-7465.57470703125,985.31,327.25,29.5571
1030000,206,206,70.7303,-7562.4912109375,790.78,314.5,29.8836
1035000,207,207,70.3717,-7692.13671875,737.93,336.82,29.7033
1040000,208,208,70.0975,-7827.79638671875,743.47,296.96,29.7518
1045000,209,209,71.2948,-7856.97900390625,851.8,370.0,29.971
1050000,210,210,71.1232,-7877.640625,714.8,278.89,29.7166
1055000,211,211,72.7025,-8038.39111328125,772.39,284.18,29.7208
1060000,212,212,70.842,-8010.55029296875,883.45,279.09,29.7536
1065000,213,213,71.159,-8222.6474609375,774.01,139.47,38.2214
1070000,214,214,73.6375,-8176.16259765625,198.09,-225.86,55.7487
1075000,215,215,79.4133,-8728.5244140625,-460.38,-246.45,59.9243
1080000,216,216,80.1244,-8504.484375,195.43,42.85,54.8342
1085000,217,217,80.8357,-8519.3447265625,-352.76,-239.79,50.2573
1090000,218,218,76.004,-8903.21875,184.64,-8.26,36.9058
1095000,219,219,78.365,-8686.66796875,-443.55,-246.02,64.4446
1100000,220,220,76.6857,-9161.7392578125,69.12,-14.73,34.9748
1105000,221,221,75.3909,-9248.83984375,332.15,37.61,32.7126
1110000,222,222,73.4478,-9282.37109375,385.29,136.89,31.5872
1115000,223,223,96.9085,-8254.7529296875,-514.33,-1074.71,125.9106
1120000,224,224,75.9883,-9448.671875,601.15,99.69,32.0678
1125000,225,225,73.0103,-9499.044921875,751.33,137.91,30.5934
1130000,226,226,73.5681,-9555.02734375,851.23,377.9,33.0728
1135000,227,227,74.3546,-9725.4306640625,738.17,378.82,35.5396
1140000,228,228,97.2359,-9961.3740234375,-1629.84,-1162.65,216.4655
1145000,229,229,89.1819,-9450.6025390625,-822.31,-485.4,128.4904
1150000,230,230,80.0371,-10276.1875,32.06,-21.34,48.2127
1155000,231,231,75.9665,-10097.15625,137.51,2.38,37.7746
1160000,232,232,75.9477,-10163.3173828125,169.92,14.89,34.9925
1165000,233,233,74.6434,-10114.5458984375,490.3,68.11,33.3899
1170000,234,234,71.7454,-9422.9619140625,793.29,121.89,32.2525
1175000,235,235,74.9615,-10056.146484375,764.79,145.39,31.8152
1180000,236,236,70.7911,-9304.40625,952.22,219.49,30.2716
1185000,237,237,70.4822,-9411.8642578125,891.58,240.93,30.264
1190000,238,238,69.9548,-9323.7041015625,988.17,336.99,30.5669
1195000,239,239,71.7551,-10005.8349609375,790.91,341.82,30.285
1200000,240,240,69.6741,-9760.279296875,792.85,434.73,30.8134
1205000,241,241,70.826,-10363.8466796875,1082.88,238.13,29.1787
1210000,242,242,70.0458,-10327.453125,991.01,239.37,29.0099
1215000,243,243,68.7919,-9814.287109375,859.24,499.38,29.6494
1220000,244,244,70.7444,-10466.564453125,973.61,274.26,28.5522
1225000,245,245,69.9833,-10610.5732421875,972.29,198.35,28.2996
1230000,246,246,67.9317,-9983.4970703125,911.2,420.08,30.2277
1235000,247,247,71.0339,-10626.001953125,986.12,207.34,28.5639
1240000,248,248,72.4473,-10940.28515625,391.2,-69.64,44.7148
1245000,249,249,71.6609,-9694.0869140625,613.54,374.98,38.5286
1250000,250,250,80.3359,-11315.6611328125,142.86,-590.06,74.0857
1255000,251,251,74.8582,-10490.1787109375,511.53,291.23,38.2897
1260000,252,252,73.8188,-11126.8935546875,162.07,31.75,29.8982
1265000,253,253,72.1408,-10841.8193359375,502.32,294.29,32.0004
1270000,254,254,71.2735,-11350.7421875,777.43,220.64,42.0518
1275000,255,255,79.2603,-11456.228515625,-484.66,-289.07,56.1484
1280000,256,256,79.8548,-11141.505859375,-853.14,-242.9,57.8672
1285000,257,257,76.1258,-11646.1640625,376.51,84.0,30.4825
1290000,258,258,74.7229,-11469.974609375,252.77,21.29,32.5225
1295000,259,259,77.7039,-11927.0087890625,159.24,-289.09,52.2828
1300000,260,260,76.9593,-11837.7783203125,98.53,-1.24,35.7859
1305000,261,261,75.0624,-11812.3310546875,285.49,83.69,32.6791
1310000,262,262,73.0005,-11705.896484375,534.74,152.01,29.9613
1315000,263,263,71.1848,-11682.03515625,783.93,217.14,30.3313
1320000,264,264,72.694,-11917.1591796875,749.7,177.16,29.5586
1325000,265,265,90.2818,-13401.6337890625,-867.86,-859.56,142.099
1330000,266,266,76.0947,-12168.46484375,149.16,-35.28,43.9233
1335000,267,267,69.7943,-11302.0693359375,552.62,96.95,31.729
1340000,268,268,72.5599,-11833.3662109375,706.85,108.67,32.9425
1345000,269,269,74.6858,-12097.091796875,421.09,68.91,30.4085
1350000,270,270,78.5016,-12640.7666015625,-27.84,-80.4,54.4988
1355000,271,271,74.7542,-12428.2197265625,402.18,54.03,33.2173
1360000,272,272,75.0916,-12464.3154296875,672.28,96.28,30.3287
1365000,273,273,73.0293,-12407.6943359375,398.91,176.24,32.1776
1370000,274,274,73.3255,-12507.9697265625,885.76,188.61,30.2147
1375000,275,275,74.0526,-12792.0693359375,623.4,122.85,30.2759
1380000,276,276,70.7756,-12041.166015625,726.96,265.05,31.3096
1385000,277,277,70.3709,-12447.224609375,1012.68,278.9,29.0942
1390000,278,278,70.8577,-12709.068359375,1059.32,385.41,30.4658
1395000,279,279,76.5024,-13260.5419921875,160.51,-172.47,41.2667
1400000,280,280,73.3072,-12326.3828125,871.68,315.4,34.2704
1405000,281,281,74.0928,-12781.5703125,698.81,95.09,30.5136
1410000,282,282,76.5121,-11795.5400390625,696.0,290.64,45.8726
1415000,283,283,73.1429,-13049.7373046875,734.76,171.6,36.8533
1420000,284,284,93.7703,-14545.7724609375,-883.98,-372.02,151.7849
1425000,285,285,81.3533,-13855.728515625,-15.64,-39.72,55.1263
1430000,286,286,75.4226,-13502.8134765625,-4.97,52.47,35.6162
1435000,287,287,76.6769,-13491.2490234375,15.99,12.45,31.9483
1440000,288,288,76.5167,-13451.50390625,165.64,64.16,33.8485
1445000,289,289,75.2162,-13651.5771484375,492.8,58.13,31.6664
1450000,290,290,71.885,-13554.93359375,839.89,150.29,30.163
1455000,291,291,72.1914,-13563.078125,960.49,283.38,31.0332
1460000,292,292,79.7848,-14012.7412109375,-1.83,-144.45,57.3092
1465000,293,293,74.1599,-14075.337890625,400.33,74.66,29.8003
1470000,294,294,77.0856,-13795.029296875,-43.56,-38.12,30.9546
1475000,295,295,73.7501,-13965.068359375,483.85,76.84,29.387
1480000,296,296,73.4414,-14209.001953125,659.12,96.67,29.6104
1485000,297,297,72.6985,-14322.5107421875,957.29,168.93,28.7362
1490000,298,298,71.8318,-14015.4697265625,1026.58,382.88,32.3789
1495000,299,299,69.2942,-13910.0703125,809.69,442.89,31.6171
1500000,300,300,67.9999,-13578.3046875,1015.12,435.48,32.7959
1505000,301,301,68.6536,-13583.005859375,854.79,510.64,32.4123
1510000,302,302,69.3812,-12187.8759765625,787.42,669.68,38.5598
1515000,303,303,69.1455,-13708.7802734375,901.7,475.14,31.8333
1520000,304,304,69.7574,-13700.833984375,799.42,419.13,30.4057
1525000,305,305,70.3168,-14025.4140625,779.15,494.03,32.6147
1530000,306,306,69.1241,-14048.654296875,1084.48,286.53,29.7897
1535000,307,307,69.2794,-14502.6728515625,848.19,479.08,31.4177
1540000,308,308,67.203,-13663.583984375,786.73,312.74,34.7956
1545000,309,309,68.2629,-14331.9638671875,1225.56,287.98,29.2877
1550000,310,310,68.5319,-14545.314453125,1089.68,257.52,28.6471
1555000,311,311,69.9871,-14612.4306640625,1108.81,410.74,31.2741
1560000,312,312,69.0537,-14553.2509765625,929.43,344.85,29.4505
1565000,313,313,69.5081,-14866.3720703125,1215.85,374.59,35.2792
1570000,314,314,73.4066,-14932.1630859375,750.24,325.52,34.5193
1575000,315,315,87.7557,-15793.8193359375,-1545.22,-1239.44,125.0808
1580000,316,316,75.6971,-15190.4541015625,-199.91,-4.39,34.1993
1585000,317,317,74.3199,-15791.17578125,295.9,106.54,29.9275
1590000,318,318,74.1631,-15566.7021484375,507.72,141.06,29.3076
1595000,319,319,72.2164,-15717.193359375,666.33,162.77,29.0432
1600000,320,320,73.1093,-15768.1904296875,780.01,328.45,31.3635
1605000,321,321,73.1969,-16278.1865234375,784.45,370.95,35.9711
1610000,322,322,73.7807,-16147.525390625,855.72,413.48,32.1183
1615000,323,323,74.6257,-16165.21484375,-63.9,-449.69,40.4732
1620000,324,324,75.8269,-15640.9169921875,430.03,195.02,43.2716
1625000,325,325,75.6314,-16062.8203125,631.41,70.51,42.9933
1630000,326,326,74.4959,-16115.8330078125,214.07,29.34,28.404
1635000,327,327,73.6519,-16425.96484375,545.83,134.8,29.5891
1640000,328,328,71.9648,-16086.7724609375,535.87,42.98,27.9547
1645000,329,329,74.2193,-16743.34765625,736.69,160.07,29.9272
1650000,330,330,71.7402,-16354.4345703125,678.19,65.01,29.2473
1655000,331,331,91.3433,-18272.36328125,-348.35,-139.49,163.8001
1660000,332,332,76.9858,-17522.802734375,336.32,0.48,37.1748
1665000,333,333,74.3945,-16961.150390625,557.19,74.49,31.9249
1670000,334,334,73.8667,-17211.310546875,649.02,120.61,31.3747
1675000,335,335,70.926,-17169.841796875,692.78,118.2,30.4993
1680000,336,336,70.8835,-17216.802734375,852.66,188.78,31.1189
1685000,337,337,68.7255,-16541.123046875,993.11,224.29,28.9524
1690000,338,338,70.2399,-16863.052734375,1028.21,254.37,28.6554
1695000,339,339,68.5348,-16606.9453125,937.54,188.49,28.7068
1700000,340,340,86.5644,-17452.3515625,-1423.62,-1210.22,225.0243
1705000,341,341,76.9079,-15911.275390625,-460.69,-304.67,59.585
1710000,342,342,76.7384,-17574.986328125,158.15,-80.74,32.615
1715000,343,343,87.0273,-18391.474609375,-1167.23,-1157.75,218.5627
1720000,344,344,84.2825,-16287.828125,-441.3,-1014.27,188.083
1725000,345,345,74.6661,-17717.59375,516.41,56.46,30.9276
1730000,346,346,81.4863,-18057.044921875,-203.13,-297.41,58.8504
1735000,347,347,79.3908,-16761.35546875,-501.43,-249.83,53.075
1740000,348,348,77.7421,-17939.7734375,-712.11,-398.94,39.5512
1745000,349,349,75.8808,-18184.7421875,449.45,69.92,31.2004
1750000,350,350,72.4635,-17965.14453125,496.23,86.63,29.5192
1755000,351,351,73.6593,-18053.439453125,659.02,124.44,29.7871
1760000,352,352,73.2172,-18129.65625,898.24,128.2,29.3576
1765000,353,353,73.9326,-18247.79296875,669.63,94.69,29.1918
1770000,354,354,74.855,-16890.634765625,-820.35,-384.32,43.7106
1775000,355,355,72.2296,-18001.12890625,893.81,134.15,29.2553
1780000,356,356,74.2233,-18160.255859375,558.08,177.49,29.4849
1785000,357,357,71.5354,-18084.30078125,1003.31,219.72,28.9946
1790000,358,358,73.0636,-18034.595703125,827.37,130.12,29.1286
1795000,359,359,73.1688,-18321.908203125,701.19,159.15,29.3704
1800000,360,360,72.4801,-18218.130859375,818.59,155.93,28.9365
1805000,361,361,78.6852,-18261.435546875,-1105.95,-342.22,52.007
1810000,362,362,74.1345,-18536.6796875,693.07,130.8,28.7108
1815000,363,363,74.9121,-18430.732421875,540.81,55.75,28.9637
1820000,364,364,78.9649,-18964.375,-140.79,-553.55,104.1682
1825000,365,365,85.3274,-18874.630859375,-1361.78,-734.16,78.6331
1830000,366,366,91.1022,-18869.15625,-1336.87,-158.44,133.444
1835000,367,367,81.2273,-18450.427734375,-1406.94,-465.01,84.6206
1840000,368,368,82.0453,-15530.67578125,-165.72,-237.45,65.0174
1845000,369,369,114.3239,-13021.740234375,-1720.84,-1519.48,215.8806
1850000,370,370,85.5973,-16736.736328125,203.53,3.53,58.106
1855000,371,371,74.9523,-18348.376953125,337.55,25.47,38.1576
1860000,372,372,76.6749,-18318.287109375,481.88,85.4,42.0614
1865000,373,373,74.4784,-18186.244140625,501.97,142.28,39.6266
1870000,374,374,75.4621,-18120.85546875,627.51,112.73,40.6119
1875000,375,375,75.7452,-18831.03125,53.85,2.11,33.7517
1880000,376,376,75.4289,-18995.90234375,486.49,72.14,32.4197
1885000,377,377,73.5396,-18917.0,355.54,56.84,31.1067
1890000,378,378,73.3715,-18957.908203125,642.29,91.38,30.8117
1895000,379,379,71.6276,-18687.20703125,849.8,143.65,30.1124
1900000,380,380,71.8167,-18138.76171875,852.35,256.03,30.9635
1905000,381,381,70.8824,-17973.4453125,1274.7,279.66,31.7026
1910000,382,382,71.1322,-18448.07421875,1042.36,332.3,31.0904
1915000,383,383,70.0727,-17701.31640625,977.38,390.39,31.1172
1920000,384,384,69.5882,-18513.65625,1082.26,405.66,31.2512
1925000,385,385,69.6101,-17769.671875,866.08,445.1,32.0461
1930000,386,386,68.0793,-18033.69140625,1268.83,523.74,31.2681
1935000,387,387,71.6018,-18582.91796875,837.58,490.11,32.0398
1940000,388,388,70.2438,-17779.869140625,1182.1,450.23,31.4118
1945000,389,389,69.0749,-17738.9453125,959.71,504.36,33.0609
1950000,390,390,71.762,-18496.646484375,737.78,299.64,30.3604
1955000,391,391,70.2473,-17692.08984375,1015.4,326.65,33.3567
1960000,392,392,71.3562,-18378.181640625,549.81,276.39,30.6989
1965000,393,393,68.9527,-18158.185546875,782.72,488.4,30.4296
1970000,394,394,68.8142,-17776.5390625,459.42,401.39,30.5724
1975000,395,395,69.9771,-18008.953125,786.7,441.7,31.5711
1980000,396,396,68.7634,-18071.408203125,786.44,474.83,31.608
1985000,397,397,74.2206,-18639.888671875,-364.79,-52.17,35.3499
1990000,398,398,74.1709,-18890.73828125,-132.76,-126.81,41.3725
1995000,399,399,75.5946,-19080.802734375,539.77,92.41,29.176
2000000,400,400,74.5949,-18958.015625,229.0,61.49,35.7759
2005000,401,401,73.8993,-19078.65234375,641.65,151.34,29.1989
2010000,402,402,75.9025,-18872.93359375,-142.19,-107.11,47.397
2015000,403,403,73.9879,-19066.875,701.77,84.42,29.1324
