Real Det Return,Running Update Time,Running Env Steps,Itration,Running Reverse KL,Running Forward KL,Reward Loss,Real Sto Return
954.93,33,165000,33,29.9407,70.0195,-2114.0830078125,280.94
875.08,34,170000,34,30.0468,69.6525,-2169.09765625,366.5
998.21,35,175000,35,29.6619,68.4012,-2217.83251953125,296.35
1035.88,36,180000,36,30.7058,71.2207,-2316.53125,291.85
1160.12,37,185000,37,31.0798,71.586,-2421.560791015625,450.58
1136.84,38,190000,38,30.0917,67.7565,-2404.1171875,320.97
990.68,39,195000,39,28.5308,64.6554,-2360.528076171875,329.67
1158.14,40,200000,40,29.4026,66.3931,-2467.38818359375,461.75
1229.02,41,205000,41,28.7593,66.3466,-2562.431884765625,272.29
1156.88,42,210000,42,29.9944,65.502,-2521.0966796875,371.86
1302.08,43,215000,43,29.4664,66.7834,-2707.724853515625,417.04
1100.75,44,220000,44,29.2814,67.0756,-2769.88623046875,470.99
1425.28,45,225000,45,29.1737,66.9719,-2844.5859375,319.23
1461.36,46,230000,46,29.9058,64.7846,-2769.10986328125,567.99
1177.71,47,235000,47,30.0763,67.4977,-3006.283203125,345.37
1523.21,48,240000,48,30.2183,66.8003,-3050.040771484375,631.49
1729.69,49,245000,49,29.0862,64.677,-3057.49755859375,736.68
1575.78,50,250000,50,29.4218,64.7449,-3013.126953125,561.62
1740.81,51,255000,51,30.2452,62.4274,-2884.330322265625,835.3
1182.31,52,260000,52,28.2344,61.5999,-3003.54052734375,606.27
1166.78,53,265000,53,30.5376,63.4883,-3124.87158203125,622.0
1478.28,54,270000,54,28.656,60.7237,-3014.99609375,852.8
1551.83,55,275000,55,29.3948,64.8964,-3549.349609375,445.35
1175.74,56,280000,56,28.5108,62.2722,-3348.7587890625,329.45
1422.44,57,285000,57,29.8717,60.2692,-3020.756591796875,706.68
1108.58,58,290000,58,26.3933,59.5824,-3357.145751953125,778.42
1129.82,59,295000,59,27.2514,61.6739,-3579.207763671875,652.43
1534.58,60,300000,60,27.6057,61.1024,-3463.673095703125,868.62
1277.33,61,305000,61,29.3286,62.1693,-3490.18896484375,785.17
2164.78,62,310000,62,31.7098,60.2749,-2935.244140625,1391.38
1204.66,63,315000,63,27.5966,61.3759,-3787.2255859375,834.12
1909.51,64,320000,64,27.5453,59.0846,-3504.090087890625,616.51
2653.43,65,325000,65,32.7341,59.2456,-2891.595458984375,1379.79
1557.43,66,330000,66,27.7076,57.8117,-3248.211181640625,1156.66
941.97,67,335000,67,26.9239,62.8308,-4221.04296875,930.07
2958.22,68,340000,68,31.8159,58.9095,-3379.33251953125,1594.48
2184.09,69,345000,69,28.6823,58.421,-3393.59716796875,1041.34
1603.24,70,350000,70,27.1464,58.8947,-4003.498779296875,1318.77
2665.55,71,355000,71,26.4969,59.0796,-4078.7197265625,1572.48
2849.02,72,360000,72,35.6879,58.0685,-3120.7041015625,1705.97
2198.24,73,365000,73,28.3979,58.0054,-3571.1455078125,1580.8
1828.5,74,370000,74,26.2799,59.0714,-4255.931640625,1357.29
2579.15,75,375000,75,35.5333,61.1056,-3282.612060546875,1933.48
2773.57,76,380000,76,36.7873,58.9157,-2638.548583984375,1337.84
2092.43,77,385000,77,28.7398,59.1321,-3892.417724609375,1042.77
2988.41,78,390000,78,32.1526,57.7206,-3274.3896484375,2073.55
3126.86,79,395000,79,32.5805,58.131,-3414.031494140625,2384.79
2809.28,80,400000,80,35.7052,60.4602,-3277.810791015625,2022.34
3091.83,81,405000,81,41.312,61.009,-2989.624267578125,2319.03
2799.86,82,410000,82,29.0059,58.7132,-3999.615478515625,1884.21
3091.55,83,415000,83,33.6211,57.5868,-3220.7109375,2312.52
2536.22,84,420000,84,31.3218,58.0146,-3421.49755859375,2054.56
3278.85,85,425000,85,37.7199,59.8965,-3007.084228515625,2293.65
3014.06,86,430000,86,35.9094,59.0624,-3201.431884765625,2850.95
3003.86,87,435000,87,31.2319,57.7811,-3450.048095703125,2118.13
3882.2,88,440000,88,36.228,58.3541,-3066.44677734375,2830.68
3039.37,89,445000,89,39.4123,61.7475,-3003.521240234375,2674.91
2902.23,90,450000,90,36.452,60.0701,-3334.20654296875,2129.79
3066.03,91,455000,91,32.0413,57.5063,-3586.797607421875,2206.43
3638.04,92,460000,92,26.8118,56.9713,-4570.658203125,1959.05
3262.78,93,465000,93,33.6094,59.3091,-3702.845947265625,2635.43
3743.87,94,470000,94,47.5506,65.2005,-2998.953369140625,2691.78
3517.14,95,475000,95,37.6092,60.4453,-3552.893310546875,3235.28
3956.54,96,480000,96,47.7348,64.1982,-3088.189453125,3329.62
3961.99,97,485000,97,35.9892,59.0604,-3881.98388671875,3092.89
4135.78,98,490000,98,47.5249,62.9769,-3343.27783203125,3785.09
4053.08,99,495000,99,35.5368,58.8611,-3902.426025390625,3420.63
3980.63,100,500000,100,43.6005,60.1051,-3445.33203125,3216.87
3385.07,101,505000,101,47.0716,61.5378,-3242.8544921875,3177.85
3660.26,102,510000,102,40.8366,62.0388,-3815.270751953125,2792.06
4345.39,103,515000,103,54.3524,68.4698,-3341.36767578125,3845.16
4466.01,104,520000,104,42.8199,59.894,-3579.021728515625,3771.63
4573.22,105,525000,105,51.6087,66.3638,-3195.5068359375,3775.57
4031.99,106,530000,106,47.3405,62.9962,-4080.95703125,3845.08
4242.69,107,535000,107,57.3883,67.3333,-3337.651611328125,3721.02
3668.8,108,540000,108,52.1047,63.7884,-3561.2509765625,3529.69
4676.7,109,545000,109,48.9023,64.6378,-3394.15869140625,3783.15
4416.25,110,550000,110,48.4379,64.245,-3414.9169921875,3642.55
3614.66,111,555000,111,49.0587,63.0937,-3791.308837890625,3228.72
4245.62,112,560000,112,50.6658,65.6471,-3893.78515625,3713.7
4500.12,113,565000,113,57.0127,69.4962,-3651.601806640625,3902.6
4250.86,114,570000,114,47.6298,62.4991,-4020.775634765625,3494.4
4655.63,115,575000,115,41.0034,60.4065,-3987.58154296875,3884.52
4371.23,116,580000,116,48.308,63.338,-4221.59033203125,3800.43
3984.44,117,585000,117,37.7251,60.6977,-5102.3916015625,2649.66
4187.3,118,590000,118,52.4433,66.0313,-3730.741943359375,4143.16
4688.98,119,595000,119,51.5083,63.9875,-4261.64990234375,4110.66
4334.85,120,600000,120,47.8688,65.1741,-4162.57177734375,4004.99
4835.55,121,605000,121,53.8195,65.8073,-4033.738037109375,4247.76
4675.67,122,610000,122,45.082,61.9562,-4797.0185546875,4002.04
4245.71,123,615000,123,50.2039,64.5107,-4393.86669921875,4201.55
5012.11,124,620000,124,50.5571,65.8881,-4136.7841796875,4579.69
4904.09,125,625000,125,56.2201,68.1674,-4329.59619140625,4144.38
4762.34,126,630000,126,53.106,66.028,-4419.11279296875,4207.85
4771.67,127,635000,127,55.1491,66.8866,-4371.48095703125,4583.13
4539.35,128,640000,128,57.2004,67.825,-4478.0615234375,4146.92
4670.82,129,645000,129,51.754,66.7206,-4390.22265625,4084.97
4343.75,130,650000,130,49.2516,66.989,-4497.310546875,3986.54
4850.66,131,655000,131,53.156,68.5797,-4501.67041015625,4496.87
4944.75,132,660000,132,57.195,70.6277,-4779.4013671875,4662.79
4829.4,133,665000,133,41.3521,62.4599,-5371.40771484375,4755.29
4451.06,134,670000,134,50.2975,64.7644,-5144.5068359375,4495.51
4724.02,135,675000,135,50.3911,66.7636,-4954.96142578125,4770.19
4845.36,136,680000,136,45.1391,63.6214,-5258.080078125,4276.59
4657.64,137,685000,137,50.8139,66.0308,-5199.46337890625,4434.38
4560.47,138,690000,138,42.7829,61.1669,-5409.7294921875,3892.55
4948.13,139,695000,139,45.2433,63.5243,-5242.61376953125,4490.59
4876.15,140,700000,140,47.5959,63.4029,-5590.73779296875,3987.79
4811.95,141,705000,141,47.8596,62.9719,-5778.52685546875,4329.34
4442.57,142,710000,142,39.0838,60.3757,-5912.259765625,3330.12
5055.1,143,715000,143,46.7653,65.1019,-5736.3076171875,4293.16
4585.63,144,720000,144,52.2131,66.2441,-5839.28759765625,4593.91
4175.98,145,725000,145,37.471,61.3173,-6905.6015625,3228.66
4859.17,146,730000,146,49.8989,66.9657,-6300.2666015625,4436.61
5335.09,147,735000,147,49.912,64.9939,-6158.39013671875,4194.95
5175.53,148,740000,148,53.2029,64.5867,-6481.955078125,4299.83
4886.99,149,745000,149,44.3007,63.7827,-6997.53466796875,4467.71
4579.19,150,750000,150,42.4129,63.8534,-6537.970703125,3631.19
4269.83,151,755000,151,54.5949,69.8393,-6538.67822265625,4358.72
4974.78,152,760000,152,58.1492,70.6178,-6628.9013671875,4604.83
4568.18,153,765000,153,52.8819,65.9176,-6992.669921875,4354.17
4753.31,154,770000,154,52.6041,64.8153,-7190.1083984375,4819.13
4295.52,155,775000,155,53.5773,66.758,-6862.0224609375,4470.69
5150.34,156,780000,156,57.1471,69.6026,-7136.70849609375,4555.48
5115.73,157,785000,157,56.7166,67.9904,-7225.1669921875,4632.72
5131.97,158,790000,158,59.6558,69.4326,-7438.544921875,4301.99
4701.71,159,795000,159,53.4972,66.2152,-7521.0810546875,4667.43
5254.28,160,800000,160,61.003,71.1894,-7776.9013671875,4839.9
5099.46,161,805000,161,56.8739,68.0645,-7823.51123046875,4300.2
5304.25,162,810000,162,48.3516,64.3298,-8221.552734375,4477.93
5198.51,163,815000,163,56.9906,68.2522,-7963.3037109375,4825.24
5159.57,164,820000,164,59.4227,69.0834,-8387.046875,4770.94
4821.9,165,825000,165,56.2171,68.5317,-8254.3681640625,4698.82
5025.84,166,830000,166,61.3799,70.4416,-8577.18359375,4529.94
5374.82,167,835000,167,56.9716,68.3914,-8557.8740234375,4531.98
5349.99,168,840000,168,59.4917,70.325,-8569.455078125,4683.14
5172.75,169,845000,169,58.5368,69.302,-8917.62109375,4825.53
4783.51,170,850000,170,56.298,69.6835,-8923.54296875,4813.15
4975.16,171,855000,171,60.3726,69.6213,-9199.1552734375,4276.52
5153.52,172,860000,172,59.9464,70.1073,-9308.546875,4684.65
5110.59,173,865000,173,51.0208,65.1277,-9702.3349609375,4519.42
5129.8,174,870000,174,57.332,68.7704,-9615.0244140625,5093.74
5214.99,175,875000,175,57.7768,67.7047,-9990.9658203125,4786.5
5404.37,176,880000,176,58.2574,69.405,-9810.666015625,4755.48
5261.22,177,885000,177,58.9518,69.4268,-10031.181640625,4818.15
5180.41,178,890000,178,55.5864,68.4081,-9968.3505859375,4738.64
5209.0,179,895000,179,59.543,68.8137,-10293.232421875,4757.86
5394.78,180,900000,180,58.1545,68.6194,-10332.220703125,4806.84
5326.98,181,905000,181,56.8924,66.6905,-10320.5791015625,4988.47
4398.13,182,910000,182,56.9292,67.2065,-10699.2392578125,4475.6
5351.06,183,915000,183,57.5123,67.3683,-10829.9580078125,4451.38
5360.64,184,920000,184,58.2207,66.5334,-11012.51171875,4793.34
5425.0,185,925000,185,47.7988,62.1706,-11032.94921875,4414.12
5434.35,186,930000,186,55.2246,65.9112,-11261.2626953125,4558.74
5375.16,187,935000,187,59.1153,68.309,-11639.0361328125,5094.52
5469.48,188,940000,188,59.3427,67.4161,-11728.7158203125,4977.01
5306.65,189,945000,189,44.5631,62.2976,-11786.3271484375,5055.78
5255.11,190,950000,190,56.1429,66.4291,-12111.455078125,4660.59
5292.32,191,955000,191,61.1101,70.6871,-12430.748046875,4956.19
5290.23,192,960000,192,49.4463,64.9746,-12565.8642578125,4972.14
5337.39,193,965000,193,53.4579,65.8018,-12737.4013671875,4381.29
5183.61,194,970000,194,57.1493,66.9327,-12708.810546875,4516.37
5184.0,195,975000,195,49.6303,63.7037,-12828.3349609375,3939.22
5216.0,196,980000,196,56.7921,67.0231,-13063.19921875,4677.2
5453.82,197,985000,197,54.0822,68.6877,-13183.4384765625,4572.66
5493.68,198,990000,198,52.9475,66.4176,-13664.0078125,5178.99
5273.69,199,995000,199,67.3072,71.2443,-13689.966796875,4952.84
4998.01,200,1000000,200,58.2867,69.9242,-13705.474609375,4394.38
5356.14,201,1005000,201,59.0287,70.1839,-14089.109375,4984.67
5239.62,202,1010000,202,62.7409,72.7546,-14506.8857421875,4883.54
5266.38,203,1015000,203,58.7124,69.5962,-14669.5673828125,5030.41
5430.77,204,1020000,204,61.2589,70.4649,-14902.70703125,4721.48
5285.66,205,1025000,205,64.7644,72.2352,-15106.3564453125,5077.56
5249.51,206,1030000,206,55.4152,66.0418,-14853.88671875,5277.27
5657.98,207,1035000,207,62.044,70.0535,-15252.673828125,4585.09
5036.86,208,1040000,208,63.0504,70.0522,-15591.6923828125,5209.29
5548.1,209,1045000,209,55.7993,65.5064,-15450.4208984375,4870.45
5618.93,210,1050000,210,64.2888,70.8888,-15812.009765625,4702.7
5583.73,211,1055000,211,64.7356,71.1701,-16113.3583984375,4745.46
5376.22,212,1060000,212,66.4678,71.3352,-16486.05078125,4749.1
5460.25,213,1065000,213,64.2128,70.4436,-16448.873046875,5044.33
5589.3,214,1070000,214,54.7426,65.5091,-16433.369140625,5060.87
5127.02,215,1075000,215,62.6886,70.6836,-16874.986328125,4911.11
5420.18,216,1080000,216,57.2999,67.5945,-16811.154296875,4993.01
5584.65,217,1085000,217,58.9798,66.7254,-16998.201171875,5120.75
5422.4,218,1090000,218,61.0919,69.299,-17091.18359375,5193.6
5686.82,219,1095000,219,61.8621,69.5817,-17326.51171875,5154.33
5670.16,220,1100000,220,54.0085,65.073,-17537.15625,5056.28
5394.82,221,1105000,221,60.6131,70.0092,-17681.2890625,5312.83
5695.88,222,1110000,222,58.5683,68.3341,-17940.06640625,4975.95
5672.57,223,1115000,223,61.913,67.8233,-18091.47265625,4785.88
5817.85,224,1120000,224,57.9344,67.9263,-18228.248046875,5281.42
5491.35,225,1125000,225,63.7647,68.6806,-18627.60546875,5155.46
5717.39,226,1130000,226,62.2685,70.3355,-18910.03515625,4866.6
5550.63,227,1135000,227,61.8984,69.3262,-19094.669921875,4844.93
5778.78,228,1140000,228,63.9108,70.5494,-19213.36328125,5142.92
5760.36,229,1145000,229,64.4926,71.4225,-19554.251953125,4517.28
5706.1,230,1150000,230,59.3551,68.209,-19532.765625,5210.37
5577.27,231,1155000,231,60.9368,69.1833,-19901.31640625,5361.4
5803.2,232,1160000,232,53.8156,64.1697,-19523.8984375,5099.48
5637.62,233,1165000,233,62.728,69.9538,-20359.271484375,5247.38
5577.68,234,1170000,234,57.0843,64.9907,-19963.560546875,5291.85
5770.34,235,1175000,235,62.1176,69.1637,-20616.7578125,5270.09
5542.81,236,1180000,236,60.9388,67.6742,-20580.546875,5291.21
5723.47,237,1185000,237,60.8278,68.9397,-20832.978515625,5353.83
5555.92,238,1190000,238,61.4035,67.9866,-20908.51953125,5134.6
5808.06,239,1195000,239,57.8522,65.5482,-21041.234375,5481.66
5641.32,240,1200000,240,58.5343,67.2966,-21540.7890625,5351.85
5732.78,241,1205000,241,61.7938,68.3081,-21547.45703125,5424.31
5837.81,242,1210000,242,60.1108,67.3121,-21448.45703125,5389.51
5771.48,243,1215000,243,59.3804,67.5101,-21651.62890625,5489.93
5690.96,244,1220000,244,61.5307,67.8568,-22066.8125,5153.29
5536.79,245,1225000,245,60.6984,68.2381,-22473.865234375,5399.43
5798.91,246,1230000,246,59.2295,68.4144,-22443.533203125,5062.11
5703.39,247,1235000,247,61.8723,68.7132,-22792.646484375,5141.08
5653.08,248,1240000,248,58.9416,67.6385,-22702.26171875,5535.61
5631.54,249,1245000,249,59.2483,67.5584,-23125.3046875,5100.85
5797.44,250,1250000,250,60.7017,68.1336,-23267.857421875,5458.15
5803.54,251,1255000,251,60.4454,68.5458,-23539.548828125,5549.2
5846.04,252,1260000,252,59.1072,68.4952,-23399.556640625,5527.1
5889.8,253,1265000,253,58.5764,67.7206,-23906.087890625,5431.32
5611.27,254,1270000,254,58.2132,69.7779,-24412.630859375,5080.43
5823.99,255,1275000,255,59.7825,67.9093,-24348.77734375,5214.05
5793.92,256,1280000,256,60.1415,67.6905,-24419.736328125,5494.8
5813.11,257,1285000,257,59.8327,67.0926,-24719.658203125,5393.87
5703.54,258,1290000,258,61.3674,67.7019,-24710.11328125,4983.07
5875.76,259,1295000,259,61.5386,68.7383,-25295.111328125,5480.05
5887.68,260,1300000,260,58.3171,67.6404,-25174.443359375,5461.57
5900.25,261,1305000,261,57.944,67.2601,-25506.58984375,5474.45
5619.23,262,1310000,262,61.8255,68.5095,-25336.423828125,5323.14
5851.04,263,1315000,263,60.9261,68.3293,-25702.501953125,5067.98
5869.71,264,1320000,264,57.3385,66.9375,-25737.771484375,5172.22
5689.88,265,1325000,265,62.9943,68.8606,-26172.716796875,5431.38
5899.39,266,1330000,266,57.1295,66.1601,-25991.818359375,5534.87
5904.19,267,1335000,267,60.4952,68.2444,-26540.294921875,5571.33
5723.39,268,1340000,268,57.5137,66.9534,-26420.0546875,5357.25
5940.75,269,1345000,269,59.2014,67.0416,-26598.931640625,5400.81
5949.76,270,1350000,270,57.2136,67.1588,-26276.93359375,5445.54
5911.9,271,1355000,271,57.1137,66.9597,-26952.69140625,5536.25
5761.54,272,1360000,272,47.4567,62.5913,-25582.615234375,5084.16
5988.8,273,1365000,273,53.2401,65.3019,-26772.037109375,5582.61
5912.19,274,1370000,274,59.5446,67.8422,-27924.26953125,5249.72
6010.23,275,1375000,275,51.1436,64.6308,-27194.6015625,5538.57
5652.15,276,1380000,276,55.1086,66.1313,-27774.810546875,5396.92
5956.66,277,1385000,277,58.7766,68.3196,-28449.37890625,5252.31
5934.99,278,1390000,278,56.5065,65.9815,-27742.578125,5448.2
6018.74,279,1395000,279,52.4279,65.554,-27922.119140625,5656.09
5743.08,280,1400000,280,56.6623,67.0371,-28435.70703125,5100.42
5915.38,281,1405000,281,57.5484,67.0176,-28908.611328125,5435.33
5988.48,282,1410000,282,57.8659,67.1968,-28852.654296875,5261.13
5985.03,283,1415000,283,58.4932,66.9792,-29147.5859375,5508.93
5890.35,284,1420000,284,56.1489,66.8187,-28892.4296875,5612.63
5978.54,285,1425000,285,41.2639,61.1231,-26423.87890625,5365.36
5918.15,286,1430000,286,55.5083,66.5195,-29540.677734375,5603.77
6116.94,287,1435000,287,51.5941,64.37,-28850.0,5615.05
6013.15,288,1440000,288,56.7349,67.8444,-30372.79296875,5628.63
6059.13,289,1445000,289,57.0006,67.0802,-30385.029296875,5617.36
5733.76,290,1450000,290,59.5513,67.3952,-30538.0546875,5395.94
5804.7,291,1455000,291,56.2753,65.4207,-30209.447265625,5697.63
5762.14,292,1460000,292,54.0001,65.8329,-30801.361328125,5119.78
6075.0,293,1465000,293,56.5055,66.7945,-31018.515625,5029.62
6100.79,294,1470000,294,55.7395,65.8275,-31165.900390625,5423.57
5852.79,295,1475000,295,55.4949,66.4648,-31263.490234375,5398.04
6076.13,296,1480000,296,58.614,66.5238,-31669.626953125,5698.05
6071.54,297,1485000,297,51.6878,65.3269,-31034.58984375,5216.92
6113.33,298,1490000,298,56.2739,66.57,-32014.546875,5467.3
6001.41,299,1495000,299,59.1828,68.0508,-32709.564453125,5631.0
6161.72,300,1500000,300,57.994,67.6454,-32539.455078125,5677.86
6102.94,301,1505000,301,57.0119,66.3207,-32908.4375,5497.6
6075.44,302,1510000,302,59.76,68.0194,-33021.0546875,5692.81
6043.06,303,1515000,303,47.8987,63.4299,-31041.11328125,5133.79
6119.51,304,1520000,304,54.4941,67.3328,-33507.03515625,5223.28
6001.04,305,1525000,305,50.1247,64.0891,-32252.203125,5352.59
5975.25,306,1530000,306,54.006,65.7196,-33797.73046875,5316.12
5810.61,307,1535000,307,55.358,66.7882,-34715.421875,5561.16
6053.25,308,1540000,308,50.2419,64.0117,-32589.751953125,5579.14
5803.44,309,1545000,309,55.7773,66.7069,-34856.35546875,5741.29
6002.5,310,1550000,310,53.2425,65.4043,-34333.69140625,5033.58
6118.53,311,1555000,311,55.9811,66.6139,-35229.00390625,5161.46
6016.04,312,1560000,312,56.4635,66.8041,-35175.27734375,4887.39
6155.17,313,1565000,313,60.1571,69.0763,-35951.33203125,5528.61
6050.77,314,1570000,314,55.8645,68.0523,-36078.046875,5685.24
5647.0,315,1575000,315,56.8175,67.7504,-36514.38671875,5589.42
6024.15,316,1580000,316,57.0882,66.9987,-36132.92578125,5697.95
6112.76,317,1585000,317,49.9946,64.2007,-33892.5390625,5682.75
6148.81,318,1590000,318,53.5904,66.9631,-36254.9140625,5361.16
6031.48,319,1595000,319,50.1884,64.2277,-34688.9296875,5469.03
5604.21,320,1600000,320,56.4332,68.01,-36887.640625,5394.15
6117.91,321,1605000,321,56.1626,68.1408,-37220.94921875,5654.16
6078.52,322,1610000,322,55.9304,66.9017,-37032.69921875,5451.12
5421.11,323,1615000,323,53.8735,66.7877,-37253.30078125,5646.57
6142.56,324,1620000,324,50.6325,64.9801,-36408.44140625,5291.32
5803.74,325,1625000,325,59.0053,69.12,-38143.87890625,5698.43
6186.35,326,1630000,326,54.4052,66.816,-38441.62890625,5151.37
6067.79,327,1635000,327,59.842,67.5861,-39012.1640625,5418.04
6222.97,328,1640000,328,56.7251,67.347,-38986.98046875,5318.23
5919.67,329,1645000,329,56.8017,66.625,-39520.95703125,5471.8
5667.56,330,1650000,330,56.2709,67.9198,-39402.71484375,5553.67
6085.01,331,1655000,331,49.5647,64.475,-37142.1796875,5627.38
6145.27,332,1660000,332,57.0863,68.5471,-40221.51953125,5489.61
6234.95,333,1665000,333,55.3861,66.9468,-39636.62890625,5489.4
5858.73,334,1670000,334,52.591,65.5686,-38915.69140625,5539.23
5867.31,335,1675000,335,53.9883,66.4166,-40386.05859375,5685.48
6117.82,336,1680000,336,57.0201,68.2743,-40775.484375,5367.51
6190.93,337,1685000,337,57.9349,68.1959,-41344.83203125,5431.13
5715.66,338,1690000,338,49.0779,63.8009,-38123.671875,5702.18
6142.08,339,1695000,339,55.792,67.3871,-41905.83203125,5598.53
6083.43,340,1700000,340,59.6374,69.1146,-41858.8515625,5740.22
6140.0,341,1705000,341,56.3656,67.3957,-41471.57421875,5809.41
6187.04,342,1710000,342,57.708,68.7361,-42232.86328125,5263.18
6218.61,343,1715000,343,56.2767,67.6275,-42525.74609375,5117.81
6134.91,344,1720000,344,57.2082,67.7582,-42639.6796875,5720.04
5746.67,345,1725000,345,48.4318,63.8344,-39149.01953125,5634.61
5828.64,346,1730000,346,57.7429,67.7244,-42872.5625,5511.56
6249.89,347,1735000,347,56.9758,68.2272,-42963.52734375,5822.97
6178.72,348,1740000,348,57.7504,68.0589,-43716.3671875,5257.34
5944.81,349,1745000,349,54.5908,65.9734,-43360.31640625,5516.96
5903.29,350,1750000,350,53.6322,66.3004,-42369.47265625,5790.34
5964.12,351,1755000,351,58.0105,67.9612,-44281.93359375,5503.91
6196.93,352,1760000,352,57.3562,67.5064,-44702.95703125,5792.81
6033.54,353,1765000,353,59.4123,68.1171,-44674.97265625,5742.57
6200.94,354,1770000,354,57.5015,67.3744,-44816.55859375,5728.87
6213.16,355,1775000,355,56.2076,67.2331,-44950.72265625,5780.25
6244.56,356,1780000,356,55.4801,66.8401,-44086.67578125,5694.79
5888.68,357,1785000,357,60.8797,69.3014,-45930.56640625,5358.73
6239.94,358,1790000,358,55.5591,66.3631,-44559.59765625,5776.85
5920.72,359,1795000,359,59.5498,69.1085,-46271.1796875,5174.15
5871.44,360,1800000,360,60.1161,68.2097,-46396.53125,5769.28
6020.12,361,1805000,361,56.9536,67.9663,-45414.796875,5649.7
5974.24,362,1810000,362,54.2394,65.8207,-45071.38671875,5155.06
6184.37,363,1815000,363,59.387,68.9121,-47283.0,5523.0
5982.34,364,1820000,364,59.9242,69.9718,-47758.5625,5147.49
6175.4,365,1825000,365,59.392,69.6369,-48465.9453125,5632.49
6077.76,366,1830000,366,50.5614,65.1437,-44633.3125,5262.54
5839.24,367,1835000,367,59.2529,69.4915,-48304.75390625,5806.56
6024.6,368,1840000,368,51.2534,65.2705,-44168.00390625,5581.82
5945.64,369,1845000,369,56.5052,67.6987,-47657.79296875,4799.77
5889.5,370,1850000,370,56.0144,67.7532,-47867.3515625,5130.08
5991.56,371,1855000,371,53.5733,66.0329,-46481.0234375,5203.52
6232.43,372,1860000,372,50.7546,65.4929,-45553.44140625,5450.47
6322.65,373,1865000,373,56.8296,67.3971,-49151.24609375,5700.23
5998.25,374,1870000,374,51.5986,65.3488,-47313.4609375,5819.12
6306.74,375,1875000,375,56.1533,68.4825,-49928.578125,5232.58
5859.12,376,1880000,376,55.3918,67.5369,-49769.54296875,5645.46
6053.42,377,1885000,377,58.1521,69.2627,-49923.62109375,5505.23
6255.84,378,1890000,378,56.6082,68.8012,-50414.89453125,5074.08
6081.54,379,1895000,379,53.6935,66.4905,-48617.88671875,5064.28
6302.26,380,1900000,380,56.9501,67.3272,-50446.77734375,5391.55
5935.37,381,1905000,381,59.3333,69.23,-50942.17578125,5379.51
6308.02,382,1910000,382,39.6632,62.5849,-37747.07421875,5008.17
6038.59,383,1915000,383,44.8913,63.6854,-43310.93359375,5390.64
6128.97,384,1920000,384,45.0291,63.8745,-43893.234375,5479.54
6350.28,385,1925000,385,50.6099,65.5871,-47958.2109375,5835.11
5876.86,386,1930000,386,45.2949,63.9694,-43523.15625,4935.39
6134.71,387,1935000,387,58.6429,69.026,-52673.578125,5351.07
5740.4,388,1940000,388,55.1906,66.1981,-51102.0625,4907.62
6027.86,389,1945000,389,52.415,65.4786,-50166.53515625,5089.39
6000.69,390,1950000,390,51.4148,64.9714,-48913.32421875,5087.44
5797.22,391,1955000,391,58.7104,68.0728,-53064.9453125,5028.61
