Reward Loss,Running Update Time,Real Sto Return,Real Det Return,Running Forward KL,Running Env Steps,Running Reverse KL,Itration
-11578.4658203125,44,937.44,574.63,379.526,220000,260.6045,44
-11896.68359375,45,998.73,648.8,378.62,225000,258.2458,45
-10264.845703125,46,1199.41,668.63,357.791,230000,212.6489,46
-11470.6728515625,47,1094.83,737.65,372.4675,235000,242.5687,47
-10840.3515625,48,1176.8,899.83,365.2126,240000,217.951,48
-10409.0380859375,49,1191.98,770.09,353.8964,245000,220.8984,49
-10958.841796875,50,889.5,791.45,362.9569,250000,219.1016,50
-10955.966796875,51,1167.06,1060.07,356.13,255000,217.5686,51
-10629.9453125,52,1142.36,920.68,361.8,260000,213.9198,52
-9530.771484375,53,1226.28,771.82,341.9354,265000,191.3852,53
-12235.23046875,54,847.73,757.68,385.4847,270000,278.789,54
-11910.9326171875,55,1112.29,641.83,373.8724,275000,268.7553,55
-12824.3779296875,56,838.46,520.48,404.5012,280000,286.1156,56
-10037.9267578125,57,1279.39,734.05,343.0223,285000,205.4371,57
-10954.5478515625,58,1397.18,919.66,364.5876,290000,233.8842,58
-11932.3486328125,59,1324.57,729.77,380.3159,295000,238.5366,59
-11758.6611328125,60,1060.73,497.57,373.7375,300000,242.8988,60
-11339.6259765625,61,1274.88,1121.57,363.1773,305000,228.3239,61
-12045.3759765625,62,1627.56,582.49,374.271,310000,262.8149,62
-11171.326171875,63,1569.6,1020.59,359.38,315000,233.338,63
-12395.107421875,64,1453.43,803.54,379.5813,320000,261.4497,64
-10978.3876953125,65,1488.23,834.99,365.5,325000,225.0576,65
-12351.6728515625,66,1269.1,819.56,382.5858,330000,284.3633,66
-10825.4033203125,67,1615.81,1168.9,352.5582,335000,223.3346,67
-10263.5029296875,68,1956.2,878.23,364.8935,340000,220.1047,68
-10729.8740234375,69,1807.89,1339.33,359.3012,345000,248.5285,69
-10130.6328125,70,2295.22,1052.51,359.1023,350000,211.9154,70
-12001.4716796875,71,1369.89,1098.34,362.6444,355000,281.1131,71
-10752.1044921875,72,1696.39,1026.65,361.4524,360000,227.9306,72
-8561.9208984375,73,2662.01,667.86,349.5698,365000,207.9907,73
-9324.439453125,74,3394.17,1107.12,347.6708,370000,209.9357,74
-8404.7685546875,75,3127.03,994.82,340.5476,375000,184.4708,75
-12660.3466796875,76,1863.32,872.57,366.6885,380000,276.7963,76
-9584.7431640625,77,2709.4,843.01,351.5374,385000,195.1835,77
-9605.501953125,78,2669.33,1402.78,346.2183,390000,189.4226,78
-8575.7509765625,79,2864.46,1977.52,341.2751,395000,194.9138,79
-6963.8349609375,80,3036.68,1033.9,331.5439,400000,154.214,80
-10521.3203125,81,2396.07,647.66,355.4299,405000,219.8216,81
-9290.23046875,82,3130.01,1512.39,345.9878,410000,190.5676,82
-7720.0029296875,83,2687.52,873.67,337.3699,415000,167.4488,83
-9485.2978515625,84,3073.33,2749.16,335.0022,420000,179.9393,84
-10732.171875,85,2452.35,1802.3,350.0901,425000,189.2718,85
-7629.931640625,86,3970.6,2570.56,333.9363,430000,174.8382,86
-6565.458984375,87,4168.52,1336.63,333.6426,435000,158.0239,87
-7899.12255859375,88,3657.16,3277.64,323.5965,440000,157.877,88
-10273.6318359375,89,2454.19,956.14,342.0673,445000,195.6135,89
-10870.4912109375,90,2299.7,1023.52,355.4067,450000,213.8769,90
-9337.771484375,91,4082.68,1993.49,341.7839,455000,172.4338,91
-7619.65869140625,92,4874.31,4259.84,333.1353,460000,154.0124,92
-8070.630859375,93,3546.87,1721.58,325.3126,465000,158.1994,93
-9160.1572265625,94,3425.98,1223.02,326.3173,470000,157.4501,94
-6867.4873046875,95,4449.67,2194.26,321.5904,475000,136.0771,95
-8361.275390625,96,3162.19,2037.68,316.6928,480000,166.2453,96
-10162.595703125,97,3550.93,770.43,331.7978,485000,172.6356,97
-9251.1328125,98,4175.93,1852.95,333.7853,490000,168.8959,98
-10344.787109375,99,3953.42,3272.54,331.2523,495000,167.6465,99
-7668.0771484375,100,4762.88,4540.78,315.9447,500000,142.1301,100
-11066.208984375,101,3545.59,1188.94,335.1764,505000,175.8373,101
-9596.259765625,102,3937.63,2414.59,323.6383,510000,154.2873,102
-10928.5712890625,103,2268.1,1397.83,334.7202,515000,180.6886,103
-8994.556640625,104,4129.75,3188.07,328.8694,520000,155.593,104
-11925.3564453125,105,2491.62,1663.96,337.7747,525000,205.8332,105
-12857.767578125,106,1798.94,1089.89,349.3032,530000,213.75,106
-11894.0869140625,107,2819.46,1523.84,339.2423,535000,180.2997,107
-11831.490234375,108,2423.92,1695.32,336.5151,540000,176.1683,108
-9113.94140625,109,4009.3,3363.84,325.7561,545000,149.2469,109
-10399.3828125,110,4446.01,3187.6,321.1061,550000,147.4292,110
-9988.5146484375,111,4355.31,2347.66,319.5666,555000,154.4636,111
-10630.9794921875,112,4359.83,2378.79,328.3756,560000,154.9184,112
-11872.578125,113,3799.95,2696.98,335.1371,565000,192.2552,113
-13031.3603515625,114,2805.32,2882.9,346.4601,570000,203.1706,114
-12296.70703125,115,2553.69,1134.95,335.5388,575000,180.785,115
-11434.1142578125,116,4388.54,853.72,319.5007,580000,156.5279,116
-11651.7978515625,117,4517.82,1047.55,333.6797,585000,165.5457,117
-10886.888671875,118,4542.3,1492.62,321.1575,590000,146.5679,118
-12328.6357421875,119,3799.28,1362.76,332.2115,595000,169.5367,119
-13052.7763671875,120,1757.57,1922.17,336.6381,600000,182.1549,120
-11054.296875,121,4379.79,1342.4,321.828,605000,145.1786,121
-11254.0029296875,122,4168.63,1429.82,316.8121,610000,140.3134,122
-10305.8681640625,123,4458.03,1719.37,305.8215,615000,135.9098,123
-11326.560546875,124,4298.62,2741.57,322.1517,620000,147.7453,124
-11488.78125,125,3818.48,1896.28,324.5925,625000,154.7747,125
-11895.8857421875,126,4844.53,3339.99,318.1491,630000,139.7893,126
-11543.3310546875,127,4744.75,2464.94,316.9097,635000,144.6213,127
-11985.3037109375,128,3982.91,2051.17,330.5176,640000,153.1161,128
-12313.2001953125,129,4389.53,4224.84,318.794,645000,148.4473,129
-12584.8447265625,130,4781.41,3439.06,325.0828,650000,148.4846,130
-11830.4619140625,131,4886.6,4555.37,315.8307,655000,139.2631,131
-12570.5078125,132,4811.23,2320.97,321.9044,660000,149.4168,132
-12734.853515625,133,3893.26,3389.1,318.8705,665000,158.6105,133
-12691.25390625,134,4572.8,3806.6,322.3665,670000,151.0145,134
-14122.55859375,135,3663.85,1188.95,330.0297,675000,202.0337,135
-13562.16015625,136,4462.57,2063.09,321.0211,680000,170.4526,136
-12493.5205078125,137,4650.41,3218.2,306.9069,685000,128.1094,137
-13639.4638671875,138,4818.97,4425.21,332.2173,690000,163.146,138
-13269.1767578125,139,4853.5,4098.95,315.7635,695000,148.0967,139
-14321.330078125,140,2053.85,1940.45,341.7832,700000,209.7437,140
-14896.880859375,141,2545.78,3643.23,350.2453,705000,202.319,141
-14342.37109375,142,3574.87,1451.66,327.5583,710000,178.2369,142
-13529.5771484375,143,4641.71,4807.51,324.992,715000,158.0074,143
-13076.6181640625,144,4682.19,3660.7,321.0533,720000,150.4419,144
-13829.576171875,145,3026.8,1721.05,329.2014,725000,184.9393,145
-14021.994140625,146,4032.84,4733.3,325.6305,730000,152.0684,146
-13641.6689453125,147,4808.65,1137.31,308.7163,735000,142.7137,147
-13446.3291015625,148,4925.03,4267.51,314.9255,740000,141.3645,148
-13518.822265625,149,5034.27,1653.46,310.3829,745000,139.9699,149
-13982.8740234375,150,4427.17,2970.3,308.4542,750000,151.0274,150
-13977.6591796875,151,4455.73,5059.8,324.7029,755000,154.3059,151
-14470.7509765625,152,4979.47,4320.9,310.8313,760000,138.4004,152
-14123.265625,153,4632.55,3051.78,314.4296,765000,153.5566,153
-14258.5849609375,154,4692.47,4899.99,314.8495,770000,150.2786,154
-14230.2265625,155,4687.7,4409.37,307.2018,775000,135.918,155
-15124.0419921875,156,4089.88,1319.33,327.0352,780000,160.4541,156
-14782.9072265625,157,5021.52,3864.49,314.9356,785000,149.7415,157
-14569.00390625,158,4750.45,4906.33,314.1542,790000,146.5323,158
-14775.3818359375,159,5028.33,4561.13,313.8477,795000,145.6142,159
-14583.2275390625,160,4546.14,5129.34,312.5095,800000,142.4177,160
-14661.1318359375,161,4949.15,5083.18,311.1213,805000,141.6291,161
-15800.1630859375,162,4440.11,2990.02,331.3045,810000,157.6487,162
-14424.1298828125,163,4943.69,4044.33,307.4608,815000,133.6666,163
-15239.2978515625,164,4727.2,5100.39,321.5437,820000,146.4231,164
-15039.78125,165,4937.31,3798.95,307.3395,825000,129.5411,165
-14886.140625,166,4996.98,4670.75,310.7661,830000,136.3398,166
-14833.9306640625,167,4723.98,4735.6,314.6957,835000,138.1013,167
-15792.044921875,168,2297.75,5028.84,344.7811,840000,199.0289,168
-14753.99609375,169,4586.44,4904.64,301.1629,845000,125.6099,169
-15073.5693359375,170,4235.97,3842.89,308.221,850000,146.5215,170
-15083.130859375,171,4386.64,964.49,309.899,855000,125.6055,171
-15242.4833984375,172,4682.5,2519.7,305.8693,860000,137.9047,172
-15077.8046875,173,4704.85,4710.86,306.0023,865000,134.0589,173
-15734.20703125,174,4463.17,4425.6,309.5775,870000,132.2431,174
-15107.3359375,175,4641.63,5041.83,309.5793,875000,133.8105,175
-15413.06640625,176,4647.91,4724.36,306.9731,880000,136.587,176
-15798.74609375,177,4974.0,4560.02,311.3634,885000,140.4167,177
-15423.03515625,178,4261.65,4027.7,301.7075,890000,125.2569,178
-15169.20703125,179,4854.08,5051.23,297.4875,895000,112.5807,179
-15944.6240234375,180,4572.87,4920.46,306.761,900000,138.0708,180
-15811.3955078125,181,4281.27,3273.81,303.3712,905000,134.4227,181
-15324.8466796875,182,4795.34,4416.48,295.1344,910000,126.1611,182
-15000.9697265625,183,4818.08,3758.25,293.473,915000,112.6169,183
-15356.8134765625,184,4832.45,4803.05,302.872,920000,128.7873,184
-16790.18359375,185,4638.4,2352.42,325.3624,925000,172.9796,185
-16157.8564453125,186,4946.57,5071.56,310.6639,930000,148.0214,186
-16138.435546875,187,4553.26,2700.52,308.5397,935000,138.8186,187
-16130.0927734375,188,4978.97,4889.51,313.1729,940000,140.351,188
-16876.17578125,189,2109.48,1153.47,382.3866,945000,260.4928,189
-16189.767578125,190,4500.4,2906.34,309.2436,950000,137.651,190
-17102.939453125,191,3063.98,906.25,348.8156,955000,222.1389,191
-16134.0908203125,192,4312.56,4918.25,301.7354,960000,129.2992,192
-16526.873046875,193,4967.59,4873.37,303.7475,965000,133.0892,193
-16554.904296875,194,4852.17,5037.8,305.0363,970000,132.4421,194
-16193.103515625,195,4588.05,3756.34,302.5136,975000,127.9918,195
-16671.28515625,196,4777.42,3851.36,316.9556,980000,147.0864,196
-16556.197265625,197,4652.41,5048.03,299.1528,985000,126.5409,197
-16587.353515625,198,4550.97,4527.61,302.0984,990000,134.4524,198
-16870.857421875,199,4984.15,5069.41,307.0957,995000,130.5838,199
-17299.427734375,200,4923.34,4747.08,315.5281,1000000,141.3259,200
-17236.70703125,201,5007.7,4242.55,309.8396,1005000,136.9735,201
-17124.591796875,202,4690.22,4973.93,311.4462,1010000,135.8715,202
-16774.984375,203,4988.99,5114.04,302.5126,1015000,129.9329,203
-17085.548828125,204,4774.84,5034.68,307.2714,1020000,140.201,204
-16905.078125,205,4838.97,5074.62,310.8658,1025000,153.7635,205
-17412.806640625,206,4880.44,4973.44,314.3305,1030000,143.2875,206
-17378.27734375,207,5005.39,4648.45,311.0179,1035000,137.769,207
-17272.640625,208,4779.29,5118.28,308.0799,1040000,137.9033,208
-17516.76953125,209,4467.2,4980.22,324.1116,1045000,149.0937,209
-17193.9921875,210,4992.64,5088.9,308.3298,1050000,136.2041,210
-17050.234375,211,4902.92,4754.59,307.803,1055000,127.0072,211
-17114.10546875,212,4504.76,5053.9,309.6857,1060000,133.3623,212
-17372.578125,213,4864.62,4703.07,309.4742,1065000,134.9011,213
-17336.201171875,214,4950.87,4938.95,311.4732,1070000,140.4491,214
-17799.091796875,215,4780.63,4922.55,314.1669,1075000,144.2468,215
-17773.4609375,216,4939.03,5069.14,316.8679,1080000,146.0418,216
-17287.00390625,217,4543.99,4988.0,314.6337,1085000,134.7791,217
-17534.3046875,218,4484.94,5027.64,313.2913,1090000,140.9491,218
-17133.6328125,219,4206.32,5004.54,315.2025,1095000,139.0871,219
-17466.28515625,220,4557.69,5038.13,308.2221,1100000,130.9919,220
-16712.19921875,221,2589.4,4439.2,318.9971,1105000,162.186,221
-17168.55078125,222,4936.05,4930.82,315.4163,1110000,144.8542,222
-16682.69140625,223,4449.71,2483.75,316.1369,1115000,141.9676,223
-17033.029296875,224,4727.08,5013.05,307.5397,1120000,124.9256,224
-17181.703125,225,4655.07,4556.08,309.4982,1125000,135.6575,225
-17255.955078125,226,4305.05,4708.27,309.7438,1130000,120.5695,226
-17392.841796875,227,4557.5,4979.64,313.9337,1135000,127.0306,227
-17540.21875,228,4824.68,5059.85,314.916,1140000,134.1089,228
-16844.35546875,229,4194.32,4860.38,336.6863,1145000,172.4295,229
-16964.607421875,230,4579.04,5075.63,330.7387,1150000,158.8673,230
-17284.8828125,231,4047.73,4826.59,318.8851,1155000,135.4189,231
-17366.828125,232,4297.68,4813.85,311.897,1160000,127.0911,232
-17349.73828125,233,4778.91,5060.17,309.8664,1165000,127.9863,233
-16997.23046875,234,4016.08,4487.35,314.9646,1170000,128.4069,234
-17060.404296875,235,3748.12,3864.52,317.6834,1175000,132.2866,235
-17409.8203125,236,4097.91,2937.1,318.9179,1180000,142.227,236
-17181.51953125,237,4551.31,4141.36,312.8033,1185000,128.5822,237
-17524.55078125,238,4453.0,5011.37,308.9263,1190000,121.6048,238
-17461.806640625,239,4587.37,4831.97,312.6635,1195000,135.9276,239
-17655.314453125,240,4687.08,4839.3,306.0251,1200000,123.8484,240
-17279.771484375,241,4607.83,4862.95,304.8835,1205000,122.3574,241
-17464.439453125,242,4905.22,5059.8,313.7277,1210000,123.3673,242
-17607.974609375,243,3967.37,4944.33,320.1504,1215000,161.5451,243
-17481.958984375,244,4843.82,5107.21,301.5265,1220000,124.7311,244
-17681.759765625,245,3896.28,4982.53,316.6193,1225000,130.3546,245
-17600.541015625,246,4485.32,4655.08,312.8724,1230000,159.2875,246
-17464.875,247,4124.68,1577.31,306.9607,1235000,135.9876,247
-17543.716796875,248,4574.37,4917.2,305.9769,1240000,129.5139,248
-17519.576171875,249,4224.86,3944.31,310.0722,1245000,147.2416,249
-17419.578125,250,3631.3,2038.39,318.4026,1250000,147.7608,250
-17764.689453125,251,4342.76,4584.32,300.2443,1255000,127.9556,251
-17699.0625,252,4900.33,5062.12,307.55,1260000,131.954,252
-17405.58984375,253,3674.05,3272.83,314.6486,1265000,137.0374,253
-17621.69921875,254,4459.52,4779.51,307.3925,1270000,127.4111,254
-17261.41015625,255,4250.99,5008.99,314.1503,1275000,132.0472,255
-17843.625,256,4579.77,5050.1,310.7832,1280000,127.0475,256
-17622.193359375,257,4569.22,5035.32,312.0651,1285000,124.0823,257
-17946.3125,258,3600.14,2090.02,317.8728,1290000,154.415,258
-17863.326171875,259,4512.43,4836.4,306.807,1295000,133.9469,259
-17863.017578125,260,3661.39,4607.95,315.1516,1300000,146.0294,260
-17713.595703125,261,3705.44,3898.28,326.1663,1305000,163.9419,261
-17728.39453125,262,4054.22,4343.62,310.6352,1310000,144.2805,262
-17901.40625,263,3590.62,3101.58,307.6413,1315000,131.1589,263
-17923.080078125,264,4512.97,5043.87,320.9009,1320000,137.9523,264
-17577.9609375,265,3760.87,5166.4,297.9573,1325000,131.1355,265
-17660.171875,266,3910.4,5134.56,322.0124,1330000,162.2314,266
