Itration,Real Sto Return,Running Forward KL,Running Env Steps,Real Det Return,Reward Loss,Running Reverse KL,Running Update Time
34,5828.66,154.1225,170000,6365.82,-973.9706420898438,14.1349,34
35,5913.05,153.9236,175000,6360.64,-993.0623779296875,14.5877,35
36,6101.46,153.5009,180000,6525.51,-990.1317138671875,14.5908,36
37,6107.38,153.6714,185000,6519.13,-1056.7437744140625,14.1171,37
38,6308.23,153.0606,190000,6689.5,-1042.5035400390625,14.6613,38
39,6352.96,152.948,195000,6850.65,-1072.0477294921875,14.4902,39
40,6560.73,152.9914,200000,7079.19,-1096.5029296875,14.0854,40
41,6713.35,153.0744,205000,7107.45,-1090.171142578125,14.3791,41
42,6395.35,152.891,210000,7266.5,-1145.561279296875,14.2244,42
43,6635.81,152.5616,215000,7164.06,-1163.593017578125,14.1955,43
44,6783.92,152.7859,220000,7365.52,-1198.96435546875,14.5648,44
45,6942.37,152.8677,225000,7492.74,-1195.13037109375,14.4344,45
46,7155.12,152.5753,230000,7551.97,-1188.609130859375,14.3592,46
47,7143.35,152.3276,235000,7490.75,-1182.8651123046875,14.6405,47
48,7269.75,152.3629,240000,7964.07,-1212.3125,14.2833,48
49,7340.58,152.4578,245000,7953.09,-1234.988525390625,14.5551,49
50,7283.08,152.2409,250000,7712.76,-1232.789306640625,14.5759,50
51,7456.44,151.9277,255000,7992.54,-1226.9361572265625,14.7261,51
52,7472.53,151.7033,260000,7883.7,-1254.77099609375,15.0192,52
53,7444.68,151.8328,265000,7846.22,-1296.7078857421875,15.1229,53
54,7464.19,151.992,270000,7931.27,-1329.9908447265625,14.6895,54
55,7881.81,151.1839,275000,8484.35,-1257.299072265625,14.9803,55
56,7933.34,150.9775,280000,8468.81,-1273.527587890625,15.3796,56
57,7988.68,150.8657,285000,8678.39,-1290.2691650390625,15.2847,57
58,7985.36,150.8257,290000,8291.16,-1324.0816650390625,15.0915,58
59,8021.2,150.657,295000,8735.06,-1309.7415771484375,15.7534,59
60,8146.71,151.7965,300000,8534.9,-1386.367919921875,15.5574,60
61,8231.0,150.6606,305000,8761.94,-1332.941650390625,16.0406,61
62,8290.43,150.3039,310000,8756.64,-1367.0889892578125,15.3268,62
63,8147.26,150.7385,315000,8449.71,-1396.4625244140625,15.267,63
64,8315.46,150.432,320000,8919.15,-1385.7723388671875,15.7302,64
65,8549.41,150.5044,325000,9091.79,-1421.477294921875,15.8715,65
66,8424.47,150.4302,330000,9056.61,-1420.1571044921875,15.0723,66
67,8496.79,149.5195,335000,8879.31,-1413.124755859375,15.7457,67
68,8413.38,149.8486,340000,8671.53,-1424.912353515625,16.0956,68
69,8746.92,149.6147,345000,9322.1,-1391.016845703125,16.3521,69
70,8645.12,148.9962,350000,9464.18,-1435.5638427734375,15.6252,70
71,8848.01,149.184,355000,9504.39,-1429.3243408203125,15.7348,71
72,8669.54,149.5952,360000,9281.98,-1483.648193359375,15.053,72
73,8970.68,149.1189,365000,9538.86,-1466.375,15.7495,73
74,8975.57,149.3496,370000,9573.93,-1485.6217041015625,16.2939,74
75,8565.57,148.8469,375000,9198.03,-1523.979248046875,15.548,75
76,9119.62,149.2044,380000,9807.67,-1528.0347900390625,15.8738,76
77,9174.97,149.175,385000,9708.7,-1543.911376953125,16.6922,77
78,9393.98,147.9803,390000,10024.42,-1513.173095703125,16.6942,78
79,9258.65,147.9707,395000,9807.49,-1555.8658447265625,16.6386,79
80,8933.66,148.5977,400000,9686.52,-1551.3096923828125,16.7421,80
81,9197.81,148.4548,405000,9611.62,-1585.7841796875,16.1377,81
82,9324.14,148.3083,410000,9810.23,-1617.873046875,17.0278,82
83,9326.16,148.403,415000,9957.91,-1602.879638671875,17.0498,83
84,9445.69,148.6641,420000,9956.64,-1622.97607421875,18.0931,84
85,9325.78,148.3963,425000,9701.62,-1688.467041015625,17.4054,85
86,9345.4,148.1544,430000,9972.89,-1642.062744140625,16.17,86
87,9299.71,147.6885,435000,9650.48,-1660.067138671875,18.6004,87
88,9248.36,148.3631,440000,9717.59,-1694.7823486328125,16.4456,88
89,9587.67,148.3034,445000,10102.5,-1695.651611328125,17.2669,89
90,9775.49,147.5941,450000,10305.95,-1692.2698974609375,17.8736,90
91,9521.28,148.2811,455000,10004.4,-1687.0521240234375,16.9715,91
92,9626.5,147.8037,460000,9871.27,-1745.0230712890625,17.8741,92
93,9816.21,147.0066,465000,10223.41,-1733.454833984375,17.2468,93
94,9694.32,147.1012,470000,10290.56,-1732.02685546875,17.3909,94
95,9820.37,148.1212,475000,10259.53,-1803.246826171875,18.6814,95
96,9455.38,147.2065,480000,10184.02,-1787.49853515625,18.0232,96
97,9514.37,146.3772,485000,10513.04,-1820.672119140625,15.8028,97
98,9837.88,146.8976,490000,10309.49,-1798.064453125,18.5476,98
99,9945.62,147.5853,495000,10414.78,-1859.8695068359375,18.3171,99
100,10055.71,147.1816,500000,10411.07,-1840.4385986328125,17.6564,100
101,10046.24,146.3866,505000,10405.94,-1788.7376708984375,17.4481,101
102,9880.49,146.5732,510000,10281.86,-1891.3858642578125,18.3823,102
103,10109.85,147.4368,515000,10649.7,-1873.7987060546875,18.6454,103
104,10056.7,146.9355,520000,10516.79,-1886.955810546875,18.1121,104
105,9999.96,147.6017,525000,10386.61,-1922.7777099609375,19.2626,105
106,10144.55,147.6185,530000,10502.99,-1948.2745361328125,19.0174,106
107,10156.9,146.9593,535000,10656.21,-1904.6851806640625,19.4656,107
108,9843.37,147.7581,540000,10119.73,-2059.389892578125,19.4027,108
109,9709.32,147.6961,545000,9922.8,-2066.7734375,19.4623,109
110,10388.61,147.3154,550000,10709.87,-1941.1820068359375,18.6778,110
111,10030.55,147.2181,555000,10334.96,-2026.0067138671875,19.2291,111
112,10193.6,146.4784,560000,10731.42,-2008.960693359375,17.4489,112
113,10407.29,146.8292,565000,10853.17,-2017.7467041015625,18.3144,113
114,10318.61,146.6436,570000,10728.91,-2045.716796875,18.8404,114
115,9893.71,146.4129,575000,10140.93,-2089.302978515625,20.1202,115
116,10515.04,146.3728,580000,11075.61,-2034.1234130859375,17.7409,116
117,10378.09,146.8034,585000,10786.62,-2043.550537109375,19.255,117
118,10486.03,146.4303,590000,10826.18,-2041.8038330078125,18.1895,118
119,9970.58,146.3193,595000,10718.27,-2061.073974609375,18.1734,119
120,10373.17,146.9026,600000,10796.48,-2118.343017578125,19.4177,120
121,10117.76,147.3113,605000,10461.33,-2235.39013671875,19.7589,121
122,10542.83,145.1397,610000,10978.06,-2166.6884765625,17.4293,122
123,10441.88,145.4769,615000,11011.25,-2152.32080078125,17.1252,123
124,10458.52,145.1059,620000,11047.11,-2164.578857421875,18.4056,124
125,10474.89,145.3254,625000,11048.92,-2171.998779296875,18.8909,125
126,10749.48,146.4474,630000,11178.08,-2152.347900390625,19.0419,126
127,10407.59,145.2939,635000,11031.91,-2255.96728515625,17.3721,127
128,10687.84,144.7643,640000,11166.19,-2150.898193359375,17.9051,128
129,10874.89,145.1565,645000,11361.1,-2137.8896484375,18.7551,129
130,10618.67,145.6451,650000,11175.25,-2240.99072265625,17.8729,130
131,10584.42,145.6318,655000,10570.15,-2400.03955078125,16.7054,131
132,10833.98,146.1679,660000,11259.02,-2222.864013671875,18.5723,132
133,10801.18,145.5007,665000,11282.13,-2291.1533203125,17.7067,133
134,10792.29,145.2352,670000,11199.42,-2314.638916015625,18.2152,134
135,10810.25,146.2917,675000,11270.72,-2258.93115234375,17.584,135
136,10936.13,145.4639,680000,11471.29,-2307.90771484375,18.4423,136
137,10549.16,144.7919,685000,11384.81,-2277.767822265625,17.3688,137
138,10776.66,145.2532,690000,11206.87,-2295.225341796875,18.4508,138
139,10772.06,145.3538,695000,11230.67,-2337.988037109375,19.1808,139
140,10671.69,144.5174,700000,11152.43,-2363.327392578125,17.8024,140
141,10850.27,144.8542,705000,11534.01,-2367.141357421875,17.7809,141
142,11063.82,144.5035,710000,11488.82,-2311.41796875,18.5591,142
143,9976.73,144.4403,715000,11479.63,-2364.599609375,17.1699,143
144,10843.89,143.7267,720000,11429.93,-2388.535888671875,16.974,144
145,10608.52,145.373,725000,10947.45,-2484.90087890625,18.5591,145
146,11023.68,143.5673,730000,11640.71,-2407.154541015625,18.5222,146
147,10716.89,143.5489,735000,11373.66,-2395.15185546875,16.8149,147
148,10564.93,142.8429,740000,10988.76,-2432.285888671875,18.7759,148
149,10956.15,145.3948,745000,11274.03,-2473.86181640625,19.2643,149
150,10874.87,143.342,750000,11357.59,-2481.58251953125,17.3874,150
151,10991.25,144.1696,755000,11480.74,-2511.2314453125,17.6979,151
152,10826.26,143.8161,760000,11398.87,-2478.48583984375,17.5039,152
153,10805.66,144.4712,765000,11244.86,-2529.66650390625,18.5543,153
154,10910.92,145.36,770000,11366.66,-2777.6484375,17.4624,154
155,10932.11,145.0096,775000,11442.7,-2511.695068359375,18.4745,155
156,11090.31,144.1513,780000,11568.2,-2562.006103515625,19.2081,156
157,10969.53,144.7365,785000,11419.76,-2557.22314453125,18.0902,157
158,11053.07,144.6078,790000,11445.96,-2563.157470703125,18.0042,158
159,10806.21,144.6788,795000,11275.93,-2666.546875,18.2831,159
160,10974.46,144.4785,800000,11373.9,-2634.73046875,18.4452,160
161,11088.75,145.1921,805000,11536.47,-2663.897705078125,18.7175,161
162,11141.77,144.5586,810000,11654.95,-2698.070068359375,17.9114,162
163,10974.47,144.6657,815000,11426.62,-2681.271484375,18.0469,163
164,9635.26,144.4866,820000,11165.54,-2982.2529296875,16.755,164
165,11032.34,144.9698,825000,11556.86,-2706.5595703125,18.5715,165
166,11058.68,145.2069,830000,11461.86,-2797.654296875,18.1384,166
167,10546.46,143.7863,835000,11446.37,-2795.059814453125,17.5845,167
168,11004.46,144.229,840000,11459.19,-2794.082763671875,18.5597,168
169,11004.11,145.1752,845000,11457.3,-2889.005126953125,19.0687,169
170,11335.1,144.1369,850000,11795.28,-2842.943115234375,17.474,170
171,11190.0,144.4981,855000,11768.19,-2793.488525390625,18.6424,171
172,11191.17,145.2003,860000,11696.63,-2917.129638671875,18.6142,172
173,10811.34,144.2027,865000,11178.01,-2901.052490234375,19.061,173
174,11312.35,144.6996,870000,11511.74,-2881.588623046875,18.4154,174
175,11330.01,144.4158,875000,11805.44,-2979.339111328125,18.46,175
176,10673.52,144.0451,880000,11169.01,-3028.85791015625,18.4748,176
177,10586.85,144.6462,885000,10264.13,-3067.23876953125,17.7079,177
178,10979.56,144.8413,890000,11775.56,-3080.111572265625,17.5132,178
179,11097.38,143.0793,895000,11639.91,-2907.6162109375,17.9202,179
180,11385.27,144.7099,900000,11862.23,-2997.684326171875,18.1836,180
181,11258.34,144.1069,905000,11827.47,-3003.60888671875,18.4098,181
182,11304.46,143.9042,910000,11532.24,-3164.07861328125,16.9179,182
183,10946.04,144.0364,915000,11655.84,-3050.605712890625,17.9657,183
184,11419.69,143.6347,920000,11978.78,-2978.238525390625,18.7436,184
185,11051.51,144.1835,925000,11804.48,-3202.5546875,17.3813,185
186,11115.33,144.4641,930000,11660.9,-3093.7724609375,18.7714,186
187,11292.23,144.3212,935000,11245.67,-3401.071044921875,17.1047,187
188,11273.41,143.7179,940000,11915.37,-3090.3876953125,19.0824,188
189,11197.65,144.231,945000,11827.92,-3106.0888671875,18.6017,189
190,11141.72,144.5073,950000,11958.99,-3523.268798828125,17.7882,190
191,11176.02,144.5737,955000,11811.01,-3346.145263671875,18.1013,191
192,11286.16,142.7073,960000,11764.4,-3082.840576171875,17.8585,192
193,11423.36,144.1877,965000,12048.57,-3220.945068359375,18.0558,193
194,11544.12,143.73,970000,11988.34,-3243.44873046875,18.5178,194
195,11037.21,143.8883,975000,11862.49,-3276.082763671875,18.0928,195
196,10411.98,143.5826,980000,11936.97,-3430.369384765625,17.9627,196
197,11017.19,143.5884,985000,11248.35,-3299.85205078125,18.1992,197
198,10667.1,144.2484,990000,11703.34,-3407.668701171875,17.7502,198
199,11334.52,143.8196,995000,11911.07,-3350.004150390625,18.5814,199
200,11479.97,143.573,1000000,12084.75,-3346.989990234375,18.2509,200
201,11499.17,143.6996,1005000,12071.74,-3392.4580078125,17.9636,201
202,11366.27,143.8748,1010000,12156.23,-3350.706298828125,18.3367,202
203,11519.73,143.4324,1015000,12124.05,-3323.05615234375,18.2423,203
204,10563.16,143.9053,1020000,11919.14,-3418.3798828125,18.7849,204
205,10870.52,143.9808,1025000,11986.83,-3535.859130859375,17.755,205
206,11620.24,142.7784,1030000,11770.06,-3544.73779296875,17.6245,206
207,11022.4,144.2268,1035000,12114.46,-3418.73779296875,19.4138,207
208,11585.76,144.5391,1040000,12217.47,-3424.68994140625,19.4445,208
209,11542.87,143.6729,1045000,12180.77,-3581.42724609375,19.0725,209
210,10510.09,143.8005,1050000,11910.17,-3567.459716796875,18.8134,210
211,10527.54,143.8116,1055000,10577.02,-3874.268798828125,17.7775,211
212,11038.13,143.7132,1060000,11760.95,-3784.97607421875,17.6804,212
213,10773.3,143.9147,1065000,11826.87,-3911.94775390625,19.2595,213
214,11163.38,143.8104,1070000,11969.86,-3531.4599609375,19.4096,214
215,10986.06,143.3854,1075000,10756.59,-3682.659912109375,18.4652,215
216,9997.34,143.8821,1080000,11300.44,-3934.957763671875,18.5031,216
217,10638.32,144.1411,1085000,10920.42,-3564.40185546875,19.6573,217
218,11186.03,144.0225,1090000,11916.91,-4161.55810546875,17.7141,218
219,11333.06,143.2073,1095000,11991.67,-3903.89599609375,18.8291,219
220,11799.69,143.502,1100000,12254.26,-3585.688720703125,19.8424,220
221,11410.13,142.8389,1105000,11504.14,-3885.752685546875,17.8837,221
222,11780.31,142.9949,1110000,12160.58,-3610.826904296875,19.5062,222
223,11143.18,143.1145,1115000,11777.84,-3785.385498046875,19.0357,223
224,11750.95,143.3489,1120000,12292.34,-3642.21435546875,19.5174,224
225,10783.57,144.0986,1125000,11615.1,-3905.413330078125,18.3624,225
226,11799.78,143.2724,1130000,12257.37,-3695.7783203125,19.0855,226
227,11722.18,143.2702,1135000,12278.87,-3692.447265625,19.1946,227
228,11804.67,143.1115,1140000,12259.18,-3703.26171875,18.9552,228
229,11240.69,142.8538,1145000,12193.04,-3706.28564453125,18.6693,229
230,11872.19,143.1825,1150000,12271.85,-3701.68359375,19.0334,230
231,11855.89,142.2439,1155000,12278.36,-3593.984375,19.1452,231
232,11691.92,143.5514,1160000,12032.82,-3825.7822265625,19.7735,232
233,11782.0,143.6104,1165000,12235.58,-3778.732666015625,19.4613,233
234,11807.65,143.1173,1170000,12232.37,-3732.904296875,19.1185,234
235,11972.32,143.8184,1175000,12380.64,-3891.91552734375,19.678,235
236,11739.18,144.3657,1180000,12296.68,-3851.931884765625,19.7576,236
237,11901.01,142.8372,1185000,12345.52,-3869.96875,18.6671,237
238,11883.78,142.7236,1190000,12286.64,-3872.345947265625,18.3744,238
239,11897.73,142.4321,1195000,12404.98,-3832.47216796875,18.5986,239
240,11929.57,143.0257,1200000,12345.22,-3860.0419921875,19.2832,240
241,11840.7,143.2913,1205000,12200.74,-3949.436279296875,19.6355,241
242,11877.52,142.9845,1210000,12374.78,-3952.427490234375,19.2525,242
243,11911.05,143.6105,1215000,12364.96,-3999.052734375,19.7636,243
244,11862.73,142.8361,1220000,12356.57,-3979.09716796875,18.9759,244
245,11850.91,141.8517,1225000,12415.82,-3969.5869140625,18.0128,245
246,11544.77,142.1218,1230000,12400.78,-3983.882080078125,19.0658,246
247,11820.24,142.6045,1235000,12176.97,-4076.8603515625,18.9479,247
248,11993.63,142.56,1240000,12419.46,-3935.161376953125,19.4516,248
249,12035.99,142.2719,1245000,12445.22,-3936.658447265625,19.1939,249
250,12097.81,143.2544,1250000,12468.94,-4009.128662109375,19.7288,250
251,11764.42,142.2844,1255000,12331.3,-4032.0185546875,19.1154,251
252,12021.04,142.1248,1260000,12470.08,-4006.260009765625,19.1948,252
253,11943.82,142.2999,1265000,12423.69,-3919.991943359375,19.2952,253
254,11615.69,140.6851,1270000,12246.88,-4029.62255859375,17.4498,254
255,12036.11,142.6644,1275000,12583.49,-4152.34765625,19.5386,255
256,11960.13,143.174,1280000,12332.11,-4056.82177734375,19.6987,256
257,11819.08,140.9583,1285000,12606.74,-3968.557861328125,19.3668,257
258,11384.59,142.7788,1290000,12258.1,-4135.005859375,19.5964,258
259,11982.27,142.2591,1295000,12510.34,-4233.17431640625,18.5738,259
260,11431.4,143.2693,1300000,12457.72,-4300.1796875,19.5883,260
261,11746.7,141.3023,1305000,12532.0,-4569.1240234375,16.9092,261
262,10996.97,141.18,1310000,12563.3,-4079.59228515625,18.7905,262
263,12078.23,141.7942,1315000,12597.7,-4141.5595703125,19.7952,263
264,11667.63,142.847,1320000,12507.59,-4509.54052734375,18.3692,264
265,11460.52,142.7973,1325000,12534.26,-4262.810546875,19.3713,265
266,11890.0,141.9413,1330000,11870.03,-4391.63037109375,18.3201,266
267,11962.49,142.8996,1335000,12540.48,-4357.4453125,19.4758,267
268,12010.59,142.2665,1340000,12564.83,-4195.57763671875,19.3469,268
269,12069.32,142.0265,1345000,12613.86,-4237.869140625,18.8845,269
270,12136.59,142.9908,1350000,12630.93,-4446.22216796875,21.2244,270
271,12081.42,141.7622,1355000,12509.98,-4693.4326171875,17.129,271
272,12228.98,142.0445,1360000,12633.19,-4320.63818359375,19.8138,272
273,11947.58,142.0438,1365000,12627.69,-4385.8564453125,19.402,273
274,10751.94,141.1411,1370000,12571.63,-4416.05126953125,18.9851,274
275,11646.76,142.3151,1375000,12705.02,-4430.68505859375,19.879,275
276,11787.53,141.0768,1380000,12452.59,-4325.87939453125,19.5653,276
277,12029.05,141.5993,1385000,12512.46,-4358.5712890625,19.6264,277
278,11806.85,141.9941,1390000,12513.12,-4605.9892578125,18.4814,278
279,11507.3,142.143,1395000,12701.27,-4414.962890625,19.9027,279
280,10973.85,141.5428,1400000,12834.14,-4368.435546875,20.4048,280
281,12063.88,143.013,1405000,11618.19,-4504.45458984375,19.9812,281
282,11918.65,142.5066,1410000,12552.12,-4470.57470703125,19.4435,282
283,12253.82,141.4938,1415000,12592.53,-4554.0810546875,19.4367,283
284,12180.64,142.448,1420000,12674.8,-4472.615234375,20.0317,284
285,12233.29,143.0636,1425000,12734.3,-4559.43310546875,20.5287,285
286,11369.1,141.3884,1430000,12656.49,-4540.77978515625,19.5818,286
287,11765.43,141.4716,1435000,12835.06,-4496.7958984375,20.5993,287
288,11605.05,140.8188,1440000,12712.26,-4447.2109375,19.5631,288
289,12113.07,142.4118,1445000,12733.07,-4634.02978515625,20.6443,289
290,12230.92,142.2161,1450000,12763.73,-4442.4697265625,20.2867,290
291,12018.02,141.7694,1455000,12799.31,-4613.80224609375,20.1981,291
292,12226.0,142.2028,1460000,12031.3,-4774.3271484375,18.5975,292
293,12314.82,141.4198,1465000,12762.69,-4437.7822265625,20.888,293
294,12169.74,142.3251,1470000,12754.4,-4741.11767578125,20.2664,294
295,11934.8,141.7367,1475000,12529.59,-4662.60986328125,20.8125,295
296,12243.56,142.0213,1480000,12691.24,-4794.873046875,18.8226,296
297,12301.57,140.6968,1485000,12793.0,-4562.19384765625,19.8935,297
298,11387.17,140.8966,1490000,12904.93,-4533.7314453125,20.1093,298
299,12199.91,140.1932,1495000,12737.68,-4496.43017578125,19.6956,299
300,12223.16,140.4565,1500000,12473.73,-4551.73583984375,20.2034,300
301,12329.19,140.9651,1505000,12762.75,-4672.48779296875,20.1693,301
302,12271.34,139.1692,1510000,12874.72,-4598.15478515625,19.9011,302
303,12153.5,140.0393,1515000,12945.83,-4650.2431640625,19.8937,303
304,11422.04,139.5799,1520000,12893.56,-4636.1494140625,20.5138,304
305,12323.62,140.6447,1525000,12779.46,-4564.31103515625,20.8327,305
306,11897.64,141.0685,1530000,12779.69,-4740.7900390625,20.1907,306
307,11779.04,141.3558,1535000,12596.74,-4765.861328125,20.067,307
308,11463.06,142.9505,1540000,12080.2,-4966.89892578125,20.1626,308
309,11875.53,141.6096,1545000,12502.84,-5050.6123046875,19.8314,309
310,10727.19,142.783,1550000,11588.43,-5101.89453125,19.1687,310
311,11432.4,143.3781,1555000,12128.52,-5178.2998046875,19.3608,311
312,9996.77,143.3061,1560000,12135.66,-5394.771484375,17.4713,312
313,11362.71,142.7426,1565000,12175.06,-5382.78564453125,17.4502,313
314,10537.76,141.1869,1570000,12320.15,-5245.7783203125,17.1823,314
315,9874.96,140.3212,1575000,11377.68,-5218.3056640625,18.2948,315
316,10802.36,141.475,1580000,12401.2,-5439.6181640625,16.8285,316
317,11273.27,142.3283,1585000,12139.2,-5448.67431640625,17.643,317
318,11225.79,141.264,1590000,12743.16,-5355.87255859375,19.0941,318
319,10938.74,142.6562,1595000,10560.77,-5638.29833984375,17.87,319
320,11628.72,143.2458,1600000,12384.5,-5461.88330078125,20.9729,320
321,11947.97,141.9462,1605000,12323.74,-5461.79345703125,18.8102,321
322,12298.99,141.4836,1610000,12741.99,-5212.93115234375,21.2335,322
323,12154.97,140.7644,1615000,12725.54,-5223.1201171875,20.5086,323
324,11817.17,141.0006,1620000,12356.31,-5471.755859375,20.8558,324
325,11424.16,141.6292,1625000,12924.9,-5329.9873046875,19.9764,325
326,12112.35,141.9372,1630000,12233.45,-5467.15283203125,21.0251,326
327,11864.42,142.5399,1635000,12454.94,-5562.201171875,20.3666,327
328,11952.45,141.1741,1640000,11989.57,-5389.251953125,21.0271,328
329,12475.11,140.411,1645000,12725.09,-5360.2412109375,21.5428,329
330,12267.27,141.7099,1650000,11800.77,-5567.25927734375,20.6948,330
331,12324.12,141.5754,1655000,12177.34,-5465.8193359375,21.2583,331
332,12315.85,141.7021,1660000,12640.51,-5509.1982421875,21.8093,332
333,11788.46,141.7123,1665000,11699.47,-5839.4833984375,20.5879,333
334,12183.22,142.2418,1670000,12542.23,-5529.8173828125,22.0568,334
335,11950.05,142.2308,1675000,12414.99,-5782.00146484375,21.4934,335
336,11796.81,141.8919,1680000,12825.9,-5492.15234375,20.8878,336
337,11266.81,142.1382,1685000,11039.63,-5723.8056640625,20.8881,337
338,11749.92,141.2807,1690000,12503.16,-5648.82373046875,18.8621,338
339,11682.65,141.6869,1695000,12203.51,-5682.0048828125,19.1787,339
340,11978.55,141.1407,1700000,12730.29,-5635.51318359375,21.356,340
341,12139.16,141.9054,1705000,12412.28,-5730.89013671875,20.7842,341
342,12076.86,143.3797,1710000,12408.85,-6077.314453125,21.6519,342
343,11953.97,140.1489,1715000,12448.22,-6001.2626953125,17.8263,343
344,12332.45,140.7117,1720000,12910.51,-5480.376953125,20.4651,344
345,12321.98,142.0942,1725000,12723.88,-5664.76318359375,20.7897,345
346,12425.37,141.1531,1730000,12725.02,-5975.8271484375,20.3478,346
347,11263.07,141.5171,1735000,12469.56,-5788.5224609375,20.5508,347
348,12329.14,142.001,1740000,12624.38,-5823.62646484375,21.3701,348
349,12540.63,142.048,1745000,12785.74,-5747.69580078125,22.2662,349
350,12506.03,141.0184,1750000,12813.02,-5742.212890625,21.6896,350
351,12360.79,141.9772,1755000,12188.78,-6064.14794921875,21.3478,351
352,12076.53,141.682,1760000,12627.49,-5854.4951171875,21.537,352
353,12109.31,141.3332,1765000,12561.08,-5723.68994140625,21.1955,353
354,12475.29,141.7461,1770000,12901.24,-5792.27685546875,21.5331,354
355,11656.43,141.5458,1775000,12047.92,-6175.97265625,19.5547,355
356,12439.83,141.2484,1780000,12604.23,-6055.58203125,20.5429,356
357,11542.85,141.9442,1785000,12327.28,-5932.583984375,19.9786,357
358,12137.41,140.9441,1790000,12780.43,-5927.12744140625,21.3966,358
359,10840.62,140.9424,1795000,12313.21,-6158.67724609375,21.77,359
360,11937.57,141.0274,1800000,11609.17,-6187.03466796875,21.4816,360
361,12514.51,141.3705,1805000,12751.94,-6223.337890625,21.7933,361
362,11896.76,141.0472,1810000,12774.97,-6227.39697265625,22.0306,362
363,12452.75,142.385,1815000,12713.89,-6164.486328125,22.0677,363
364,10941.98,141.8592,1820000,12266.3,-6504.142578125,17.9847,364
365,11668.34,141.8553,1825000,11713.5,-6223.6630859375,20.9389,365
366,12022.87,140.5467,1830000,12768.63,-6242.27685546875,21.0101,366
367,11698.83,141.4616,1835000,12674.58,-6473.8466796875,19.2042,367
368,12180.37,141.144,1840000,12277.6,-6328.05517578125,21.0703,368
369,12457.7,141.4737,1845000,12914.09,-6338.59130859375,21.3899,369
370,10000.04,141.6233,1850000,11640.56,-6534.6884765625,21.7625,370
