Real Sto Return,Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Running Update Time,Itration,Running Env Steps
3048.04,3472.11,-1112.7655029296875,20.0104,20.538,109,109,545000
2918.1,3436.27,-714.3057250976562,19.8961,13.9509,110,110,550000
2574.04,3457.27,-913.8009643554688,20.1756,24.4492,111,111,555000
3367.36,3440.9,-693.0032348632812,20.0758,14.3568,112,112,560000
2905.23,3435.34,-1275.41455078125,20.5082,28.6572,113,113,565000
3368.12,3431.54,-698.89111328125,19.8601,13.949,114,114,570000
2795.15,3444.19,-1489.57958984375,20.8085,32.8602,115,115,575000
2579.74,3366.24,-1887.5159912109375,22.2667,48.5966,116,116,580000
3137.93,3433.03,-856.0517578125,19.1815,26.3373,117,117,585000
3059.06,3473.06,-920.494384765625,20.0598,20.1685,118,118,590000
2354.8,3439.3,-1465.8223876953125,21.3437,25.1307,119,119,595000
3202.55,3452.26,-835.475341796875,19.4691,14.8401,120,120,600000
3283.74,3422.84,-762.4097290039062,18.9873,13.6287,121,121,605000
3164.56,3443.84,-794.8677368164062,18.9828,23.5674,122,122,610000
3290.73,3428.56,-756.7899169921875,19.2408,13.2435,123,123,615000
3318.87,3442.83,-831.6755981445312,19.1563,13.4372,124,124,620000
3039.61,3435.26,-897.8312377929688,19.4027,14.3868,125,125,625000
2978.58,3436.84,-1020.9695434570312,19.0426,24.6284,126,126,630000
2460.64,3417.94,-1415.70751953125,20.4607,27.2498,127,127,635000
3228.1,3391.15,-887.270263671875,18.0375,18.9828,128,128,640000
2252.67,2205.36,-2128.26806640625,20.2152,40.8662,129,129,645000
2641.3,3446.09,-1458.6070556640625,18.9525,35.5789,130,130,650000
2575.02,3451.89,-1499.9774169921875,20.4354,20.3437,131,131,655000
2432.35,3248.22,-1617.1949462890625,20.4643,34.4224,132,132,660000
2997.72,3440.45,-1400.1514892578125,20.038,20.5697,133,133,665000
2783.42,3450.94,-1111.91064453125,18.3914,17.1574,134,134,670000
2353.13,3464.13,-1376.8681640625,19.5158,17.432,135,135,675000
2874.32,3447.31,-1000.4401245117188,18.7916,16.8929,136,136,680000
3405.09,3436.55,-1023.7813720703125,18.9167,14.5717,137,137,685000
2641.63,3467.77,-1446.5450439453125,19.6192,18.3499,138,138,690000
3184.31,3413.3,-862.6828002929688,17.547,20.0077,139,139,695000
2948.31,3456.65,-1646.524658203125,19.3293,45.627,140,140,700000
3162.13,3463.1,-1045.6866455078125,19.2324,13.9594,141,141,705000
2808.13,3440.87,-1570.572265625,19.2737,22.812,142,142,710000
3342.14,3439.74,-1028.09326171875,18.6427,14.8107,143,143,715000
3370.02,3474.16,-1127.651611328125,18.1329,23.5265,144,144,720000
3333.12,3413.64,-898.089111328125,18.3897,20.9742,145,145,725000
3163.37,3462.78,-1267.39453125,19.128,14.3839,146,146,730000
3364.31,3444.2,-885.6227416992188,18.039,14.2125,147,147,735000
3217.14,3428.12,-1001.5059814453125,18.5625,16.9961,148,148,740000
3172.89,3440.78,-1328.5985107421875,18.821,26.8398,149,149,745000
2797.74,3457.68,-1756.3499755859375,19.5717,25.4307,150,150,750000
3195.13,3425.66,-1265.662353515625,18.8214,13.9549,151,151,755000
3304.77,3449.94,-1319.9205322265625,19.3877,22.9247,152,152,760000
3319.48,3456.1,-1397.101806640625,19.5391,14.1761,153,153,765000
3177.44,3452.12,-1499.663818359375,18.2948,31.2185,154,154,770000
3214.39,3452.06,-1281.3345947265625,19.1038,20.9167,155,155,775000
2785.82,3429.39,-1253.9273681640625,17.9962,29.4671,156,156,780000
3202.51,3448.74,-1163.755615234375,18.8101,15.92,157,157,785000
2869.47,3450.97,-988.9893188476562,18.4668,12.6024,158,158,790000
3266.67,3421.84,-902.4131469726562,18.1561,13.2749,159,159,795000
3185.02,3432.45,-924.5255126953125,18.188,13.3821,160,160,800000
3282.77,3445.35,-759.8451538085938,18.4566,12.7636,161,161,805000
3283.69,3426.61,-876.9869384765625,17.1512,11.0393,162,162,810000
3199.22,3424.09,-1047.7347412109375,18.1087,17.8793,163,163,815000
3327.72,3425.41,-972.3788452148438,17.8892,15.2615,164,164,820000
3354.18,3442.16,-908.725341796875,17.7861,11.9252,165,165,825000
3311.94,3442.38,-814.2520751953125,18.4356,13.1602,166,166,830000
3306.42,3427.23,-1041.92041015625,17.7951,14.8664,167,167,835000
3220.6,3438.69,-1094.1524658203125,17.7595,14.8628,168,168,840000
3271.58,3437.9,-915.209228515625,18.1724,13.0699,169,169,845000
2991.01,3433.95,-1414.9532470703125,18.0188,19.6241,170,170,850000
3372.43,3419.64,-995.542724609375,17.5175,12.4221,171,171,855000
3169.47,3439.55,-1075.328125,18.3529,20.095,172,172,860000
3409.48,3429.68,-999.4051513671875,17.3563,12.6884,173,173,865000
3270.84,3423.76,-1045.3275146484375,18.0393,13.425,174,174,870000
3440.75,3438.5,-1164.471435546875,17.9245,12.9118,175,175,875000
3422.31,3439.68,-891.1856079101562,17.425,12.0233,176,176,880000
3332.95,3439.66,-969.4381713867188,17.2808,12.5276,177,177,885000
3311.97,3484.39,-1032.767822265625,18.4497,12.8034,178,178,890000
3006.93,3423.32,-1367.02685546875,17.8772,14.9371,179,179,895000
3219.02,3436.31,-1147.021728515625,18.077,14.6637,180,180,900000
3169.61,3443.51,-1671.59423828125,18.0101,20.5801,181,181,905000
3229.9,3458.87,-968.869873046875,17.3089,12.2572,182,182,910000
3239.74,3424.95,-867.3522338867188,16.6314,11.7162,183,183,915000
3287.7,3463.44,-1201.08544921875,17.7187,12.6079,184,184,920000
3352.99,3440.49,-1100.2127685546875,16.7666,12.6021,185,185,925000
3372.98,3404.07,-1300.8436279296875,16.9672,19.1521,186,186,930000
3100.12,3451.83,-1189.0279541015625,18.02,13.6381,187,187,935000
3349.82,3475.49,-978.8040161132812,17.4581,12.152,188,188,940000
3388.54,3452.91,-902.2677612304688,17.0049,12.0052,189,189,945000
3393.29,3426.13,-1112.0074462890625,17.2184,12.3685,190,190,950000
3208.58,3415.61,-1157.23681640625,17.8869,12.4757,191,191,955000
3308.75,3433.92,-1393.1549072265625,17.3082,17.7074,192,192,960000
3034.52,3465.04,-1716.366455078125,18.3467,24.1363,193,193,965000
3320.63,3422.98,-1213.7471923828125,17.5649,13.0701,194,194,970000
3289.8,3409.06,-977.7225952148438,17.4405,12.0283,195,195,975000
3423.6,3418.77,-1017.1024169921875,17.475,12.3754,196,196,980000
3388.42,3450.54,-1367.966064453125,17.6255,20.6179,197,197,985000
3350.7,3447.07,-976.2254638671875,16.8597,11.8836,198,198,990000
3414.53,3459.45,-1641.837646484375,18.4598,18.9117,199,199,995000
